Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,1821.004,1332.207,488.797,-240.281,240.281,1580.723,0.0,-1483.818,247.571,,,180.514,1055.733,96.905,-100.558,84.134,89.106,-4.972,,16.424,-3.653,0.0,0.0,0.0,,-3.653,0.0,0.0,0.0,-3.653,0.0,-3.653,0.0,0.0,-3.653,-3.653,0.0,217.866,-0.02,-0.02,-0.02,217.866,-0.02,-0.02,-0.02,
09/30/2012,2226.39,1635.033,591.357,-277.671,277.671,1948.719,0.0,-1496.582,243.877,,,182.051,1070.654,452.137,-84.358,80.233,84.977,-4.744,,4.125,367.779,0.0,0.0,0.0,,367.779,0.0,0.0,0.0,367.779,0.0,367.779,0.0,0.0,367.779,372.64425,4.86525,217.94,1.69,1.69,1.709848,219.296,1.68,1.68,1.702186,
12/31/2012,1806.15,1275.117,531.033,-239.93,239.93,1566.22,0.0,-1847.527,255.494,,,188.536,1403.497,-281.307,-111.496,83.767,89.036,-5.269,,27.729,-392.803,0.0,0.0,0.0,,-392.803,0.0,0.0,0.0,-392.803,0.0,-392.803,0.0,0.0,-392.803,21.1514,413.9544,218.326,-1.8,-1.8,0.09688,218.326,-1.8,-1.8,0.096038,
03/31/2013,1911.22,1393.778,517.442,-240.97,240.97,1670.25,0.0,-1504.618,274.034,,,189.364,1041.22,165.632,-89.406,86.435,90.182,-3.747,,2.971,76.226,0.0,0.0,0.0,,76.226,0.0,0.0,0.0,76.226,0.0,76.226,0.0,0.0,76.226,76.226,0.0,219.097,0.35,0.35,0.35,220.484,0.35,0.35,0.35,
06/30/2013,1882.767,1366.713,516.054,-253.24,253.24,1629.527,0.0,-1516.189,257.948,,,186.184,1072.057,113.338,-88.591,83.472,86.877,-3.405,,5.119,24.747,0.0,0.0,0.0,,24.747,0.0,0.0,0.0,24.747,0.0,24.747,0.0,0.0,24.747,26.425,1.678,219.502,0.11,0.11,0.120386,220.648,0.11,0.11,0.117605,
09/30/2013,2311.749,1672.051,639.698,-297.373,297.373,2014.376,0.0,-1570.167,249.954,,,188.541,1131.672,444.209,-78.508,76.355,79.654,-3.299,,2.153,365.701,0.0,0.0,0.0,,365.701,0.0,0.0,0.0,365.701,0.0,365.701,0.0,0.0,365.701,380.6789,14.9779,219.744,1.66,1.66,1.732374,221.004,1.65,1.65,1.717772,
12/31/2013,1854.158,1290.176,563.982,-246.685,246.685,1607.473,0.0,-1532.504,262.883,,,190.622,1078.999,74.969,-67.951,72.262,75.709,-3.447,,-4.311,7.018,0.0,0.0,0.0,,7.018,0.0,0.0,0.0,7.018,0.0,7.018,0.0,0.0,7.018,49.855,42.837,220.197,0.03,0.03,0.226411,221.561,0.03,0.03,0.223342,
03/31/2014,1887.224,1348.203,539.021,-241.112,241.112,1646.112,0.0,-1548.646,290.307,,,193.735,1064.604,97.466,-71.009,65.295,68.571,-3.276,,5.714,26.457,0.0,0.0,0.0,,26.457,0.0,0.0,0.0,26.457,0.0,26.457,0.0,0.0,26.457,28.193,1.736,221.295,0.12,0.12,0.1274,222.671,0.12,0.12,0.1274,
06/30/2014,1980.043,1455.099,524.944,-269.79,269.79,1710.253,0.0,-1514.666,260.988,,,192.88,1060.798,195.587,-57.914,62.63,65.26,-2.63,,-4.716,137.673,0.0,0.0,0.0,,137.673,0.0,0.0,0.0,137.673,0.0,137.673,0.0,0.0,137.673,137.587,-0.086,222.189,0.62,0.62,0.619234,223.381,0.62,0.62,0.619234,
09/30/2014,2388.762,1786.746,602.016,-303.566,303.566,2085.196,0.0,-1555.734,239.662,,,192.448,1123.624,529.462,-39.214,57.983,60.1,-2.117,,-18.769,490.248,0.0,0.0,0.0,,490.248,0.0,0.0,0.0,490.248,0.0,490.248,0.0,0.0,490.248,507.957,17.709,222.523,2.2,2.2,2.282717,223.859,2.19,2.19,2.269108,
12/31/2014,1817.826,1303.799,514.027,-246.412,246.412,1571.414,0.0,-1452.07,257.995,,,193.382,1000.693,119.344,-9.576,62.047,64.368,-2.321,,-52.471,109.768,0.0,0.0,0.0,,109.768,0.0,0.0,0.0,109.768,0.0,109.768,0.0,0.0,109.768,78.645,-31.123,220.622,0.5,0.5,0.356469,222.041,0.49,0.49,0.349832,
03/31/2015,1815.599,1306.779,508.82,-236.025,236.025,1579.574,0.0,-1473.892,286.832,,,200.468,986.592,105.682,-60.452,66.422,70.159,-3.737,,-5.97,45.23,0.0,0.0,0.0,,45.23,0.0,0.0,0.0,45.23,0.0,45.23,0.0,0.0,45.23,45.23,0.0,219.626,0.21,0.21,0.21,220.842,0.2,0.2,0.2,
06/30/2015,2058.322,1507.468,550.854,-266.512,266.512,1791.81,0.0,-1530.513,274.148,,,206.468,1049.897,261.297,-76.33,73.848,76.62,-2.772,,2.482,184.967,0.0,0.0,0.0,,184.967,0.0,0.0,0.0,184.967,0.0,184.967,0.0,0.0,184.967,184.967,0.0,219.913,0.84,0.84,0.84,220.902,0.84,0.84,0.84,
09/30/2015,2523.1,1873.942,649.158,-297.338,297.338,2225.762,0.0,-1967.757,256.06,,,210.742,1500.955,258.005,-29.218,65.084,66.819,-1.735,,-35.866,228.787,0.0,0.0,0.0,,228.787,0.0,0.0,0.0,228.787,0.0,228.787,0.0,0.0,228.787,628.07,399.283,219.963,1.04,1.04,2.855344,221.137,1.03,1.03,2.835591,
12/31/2015,1902.053,1370.632,531.421,-233.238,233.238,1668.815,0.0,-1418.897,269.464,,,209.33,940.103,249.918,-61.961,60.346,64.127,-3.781,,1.615,187.957,0.0,0.0,0.0,18.842,206.799,0.0,0.0,0.0,206.799,0.0,206.799,0.0,0.0,206.799,206.799,0.0,218.652,0.95,0.95,0.95,219.893,0.94,0.94,0.94,
03/31/2016,1917.795,1378.167,539.628,-225.164,225.164,1692.631,0.0,-1529.504,302.021,,,210.764,1016.719,163.127,-85.013,62.726,65.446,-2.72,,22.287,78.114,0.0,0.0,0.0,21.026,99.14,0.0,0.0,0.0,99.14,0.0,99.14,0.0,0.0,99.14,102.3,3.16,216.914,0.46,0.46,0.471615,217.869,0.46,0.46,0.471615,
06/30/2016,2105.262,1516.53,588.732,-260.715,260.715,1844.547,0.0,-1562.274,286.357,,,221.62,1054.297,282.273,-79.636,73.064,78.747,-5.683,,6.572,202.637,0.0,0.0,0.0,27.268,229.905,0.0,0.0,0.0,229.905,0.0,229.905,0.0,0.0,229.905,235.164,5.259,215.265,1.07,1.07,1.09244,216.131,1.06,1.06,1.084332,
09/30/2016,2563.741,1899.956,663.785,-285.619,285.619,2278.122,0.0,-1543.159,259.327,,,229.328,1054.504,734.963,-88.245,76.138,82.61,-6.472,,12.107,646.718,0.0,0.0,0.0,46.539,693.257,0.0,0.0,0.0,693.257,0.0,693.257,0.0,0.0,693.257,691.10033,-2.15667,214.819,3.23,3.23,3.217129,215.667,3.21,3.21,3.2,
12/31/2016,1909.603,1354.67,554.933,-207.733,207.733,1701.87,0.0,-1405.028,254.482,,,233.203,917.343,296.842,-69.274,74.586,80.567,-5.981,,-5.312,227.568,0.0,0.0,0.0,33.518,261.086,0.0,0.0,0.0,261.086,0.0,261.086,0.0,0.0,261.086,264.658,3.572,214.588,1.22,1.22,1.233331,215.591,1.21,1.21,1.226568,
03/31/2017,2008.56,1418.223,590.337,-227.205,227.205,1781.355,0.0,-1501.833,317.465,,,235.749,948.619,279.522,-76.676,74.065,80.317,-6.252,,2.611,202.846,0.0,0.0,0.0,11.88,214.726,0.0,0.0,0.0,214.726,0.0,214.726,0.0,0.0,214.726,194.6397,-20.0863,214.87,1.0,1.0,0.905849,215.813,0.99,0.99,0.896927,
06/30/2017,2195.274,1581.385,613.889,-254.201,254.201,1941.073,0.0,-1521.376,283.855,,,234.937,1002.584,419.697,-73.53,70.821,76.632,-5.811,,2.709,346.167,0.0,0.0,0.0,23.359,369.526,0.0,0.0,0.0,369.526,0.0,369.526,0.0,0.0,369.526,369.526,0.0,215.085,1.72,1.72,1.72,216.062,1.71,1.71,1.71,
09/30/2017,2569.544,1893.152,676.392,-283.264,283.264,2286.28,0.0,-1548.792,273.637,,,240.15,1035.005,737.488,-69.766,68.54,73.233,-4.693,,1.226,667.722,0.0,0.0,0.0,85.12,752.842,0.0,0.0,0.0,752.842,0.0,752.842,0.0,0.0,752.842,752.842,0.0,214.694,3.51,3.51,3.51,215.824,3.49,3.49,3.49,
12/31/2017,2004.467,1420.41,584.057,-223.739,223.739,1780.728,0.0,-1473.379,311.059,,,240.358,921.962,307.349,-55.198,56.455,69.8,-13.345,,-1.257,252.151,0.0,0.0,0.0,35.888,288.039,0.0,0.0,0.0,288.039,0.0,288.039,0.0,0.0,288.039,288.039,0.0,213.831,1.35,1.35,1.35,215.085,1.34,1.34,1.34,
03/31/2018,2027.756,1425.644,602.112,-219.179,219.179,1808.577,0.0,-1534.431,337.361,,,240.23,956.84,274.146,-84.245,60.145,67.878,-7.733,,24.1,189.901,0.0,0.0,0.0,28.752,218.653,0.0,0.0,0.0,218.653,0.0,218.653,0.0,0.0,218.653,232.758,14.105,212.61,1.03,1.03,1.094765,213.602,1.02,1.02,1.086034,
06/30/2018,2337.605,1672.57,665.035,-270.623,270.623,2066.982,0.0,-1610.087,312.923,,,253.376,1043.788,456.895,-34.911,68.766,81.864,-13.098,17.757,-51.612,421.984,0.0,0.0,0.0,44.311,466.295,0.0,0.0,0.0,466.295,0.0,466.295,0.0,0.0,466.295,482.221,15.926,211.673,2.2,2.2,2.278141,212.509,2.19,2.19,2.264943,
09/30/2018,2796.187,2042.911,753.276,-304.352,304.352,2491.835,0.0,-1692.102,325.167,,,259.923,1107.012,799.733,-84.511,80.679,86.51,-5.831,,3.832,715.222,0.0,0.0,0.0,95.169,810.391,0.0,0.0,0.0,810.391,,810.391,0.0,0.0,810.391,836.299,25.908,209.054,3.88,3.88,4.000397,209.928,3.86,3.86,3.983414,
12/31/2018,2332.301,1651.591,680.71,-264.11,264.11,2068.191,0.0,-1704.164,327.693,,0.0,280.168,1096.303,364.027,-86.098,91.282,97.42,-6.138,,-5.184,277.929,0.0,0.0,0.0,42.524,320.453,0.0,0.0,0.0,320.453,-4.75,315.703,0.0,0.0,315.703,316.882,1.179,209.001,1.51,1.51,1.516175,210.051,1.5,1.5,1.505613,
03/31/2019,2439.767,1709.984,729.783,-274.704,274.704,2165.063,0.0,-1846.232,414.947,,,292.285,1139.0,318.831,-95.719,90.631,100.415,-9.784,4.649,0.439,223.112,0.0,0.0,0.0,33.694,256.806,0.0,0.0,0.0,256.806,-7.125,249.681,0.0,0.0,249.681,250.867,1.186,209.322,1.19,1.19,1.198474,209.874,1.19,1.19,1.195651,
06/30/2019,2806.631,2017.836,788.795,-321.276,321.276,2485.355,0.0,-1911.702,376.874,,,311.6,1223.228,573.653,-126.743,104.962,111.304,-6.342,4.845,16.936,446.91,0.0,0.0,0.0,33.045,479.955,0.0,0.0,0.0,479.955,-7.125,472.83,0.0,0.0,472.83,517.003,44.173,209.531,2.26,2.26,2.46743,210.052,2.25,2.25,2.460296,
09/30/2019,3186.85,2344.779,842.071,-350.277,350.277,2836.573,0.0,-1945.781,352.725,,,320.295,1272.761,890.792,-104.081,96.413,102.038,-5.625,4.843,2.825,786.711,0.0,0.0,0.0,103.654,890.365,0.0,0.0,0.0,890.365,-7.125,883.24,0.0,0.0,883.24,885.261,2.021,209.575,4.21,4.21,4.224077,210.121,4.2,4.2,4.209618,
12/31/2019,2517.413,1784.458,732.955,-277.43,277.43,2239.983,0.0,-1940.558,414.707,,,321.762,1204.089,299.425,-79.538,89.562,94.756,-5.194,,-10.024,219.887,0.0,0.0,0.0,60.587,280.474,0.0,0.0,0.0,280.474,-7.338,273.136,0.0,0.0,273.136,301.475,28.339,209.193,1.31,1.31,1.441133,209.767,1.3,1.3,1.435098,
03/31/2020,2032.75,1376.851,655.899,-245.034,245.034,1787.716,0.0,-3094.123,395.89,,,324.33,2373.903,-1306.407,-120.236,87.377,92.911,-5.534,5.1,27.759,-1426.643,0.0,0.0,0.0,-10.392,-1437.035,0.0,0.0,0.0,-1437.035,-7.444,-1444.479,0.0,0.0,-1444.479,-1485.393,-40.914,209.097,-6.91,-6.91,-7.103847,209.097,-6.91,-6.91,-7.10567,
06/30/2020,175.605,107.022,68.583,-49.062,49.062,126.543,0.0,-1409.03,301.418,,,319.757,787.855,-1282.487,-297.508,213.683,218.889,-5.206,6.361,77.464,-1579.995,0.0,0.0,0.0,-51.853,-1631.848,0.0,0.0,0.0,-1631.848,-7.444,-1639.292,0.0,0.0,-1639.292,-1381.427,257.865,209.385,-7.83,-7.83,-6.597545,209.385,-7.83,-7.83,-6.598465,
09/30/2020,242.348,,,,,,,,,,,,,-833.0,,,,,,,-1063.429,,,,,-868.727,,,,,,-868.727,,,-868.727,-868.727,,,-5.118,-5.118,-5.118,,-5.118,-5.118,-5.118,
12/31/2020,206.575,,,,,,,,,,,,,-795.571,,,,,,,-1043.375,,,,,-1126.727,,,,,,-1126.727,,,-1126.727,-1126.727,,,-4.732,-4.732,-4.732,,-4.732,-4.732,-4.732,
