Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1996,460.700012,377.200012,138.0,-38.700001,,,-38.700001,-15.8,-15.8,,,-221.699997,,,,-221.699997,,,,,,,,,,221.699997,,,,,,,,,,,,,,,
12/31/1996,515.900024,347.100006,143.899994,-50.599998,,,-50.599998,75.5,75.5,,-326.399994,-326.399994,,,,-326.399994,,,,,,,,,,0.0,,,,,,,,,,,,189.50003,,,
03/31/1997,306.100006,369.0,120.900002,36.900002,,,36.900002,-220.699997,-220.699997,,365.100006,-179.800003,0.0,,,-179.800003,,,0.0,0.0,0.0,,,,,544.900009,-593.299999,-129.699997,-255.399996,,,,-221.800007,33.799999,-255.600006,13.6,,77.900002,,,
06/30/1997,345.399994,363.5,121.099998,111.400002,,,111.400002,-250.600006,-250.600006,,-155.600006,-262.200012,0.0,,,-262.200012,,,0.0,0.0,0.0,,,,,106.600006,-260.899996,-134.199997,-88.2,,,,-31.799999,0.0,-31.799999,-6.7,,-71.099998,,,
09/30/1997,366.0,316.0,119.800003,46.799999,,,46.799999,-116.599998,-116.599998,,-273.100006,-250.600006,0.0,,,-250.600006,,,0.0,0.0,0.0,,,,,-22.5,-81.399992,-134.199997,482.699999,,,,-439.599994,4.8,-444.399994,9.7,,11.5,,,
12/31/1997,389.100006,-147.0,129.100006,396.0,,,396.0,11.0,11.0,,-242.199997,-251.699997,0.0,,,-251.699997,,,0.0,0.0,0.0,,,,,9.5,-157.600005,-132.5,69.899995,,,,-166.800003,12.0,-178.800003,71.800003,,-10.7,,,
03/31/1998,408.200012,286.399994,131.399994,30.1,,,30.1,-39.700001,-39.700001,,-168.100006,-135.300003,0.0,,,-135.300003,,,0.0,0.0,0.0,,,,,-32.800003,-231.599998,-131.399994,-92.700005,,,,9.1,18.200001,-9.1,-16.6,,8.5,,,
06/30/1998,530.299988,262.899994,153.699997,218.0,,,218.0,-104.300003,-104.300003,,-541.799988,-194.800007,29.799999,,,-224.600006,,,0.0,0.0,0.0,,,,,-346.999981,33.499996,-143.199997,457.299988,,,,-331.599995,18.799999,-350.399994,51.0,,22.0,,,
09/30/1998,443.0,326.799988,190.699997,-240.600006,,,-240.600006,166.100006,166.100006,,169.100006,131.700005,253.100006,,,-121.400002,,,0.0,0.0,0.0,,,,,37.400002,-643.400005,-134.899994,-125.900024,,,,-346.799988,0.0,-346.799988,-35.799999,,-31.299999,,,
12/31/1998,611.599976,289.700049,164.300003,40.299997,,,40.299997,117.300003,117.300003,,-160.699997,-188.199997,0.0,,,-188.199997,,,0.0,0.0,0.0,,,,,27.5,-396.899993,-136.0,-44.199999,,,,-201.199994,12.2,-213.399994,-15.5,,54.0,,,
03/31/1999,432.3,374.6,154.8,7.2,,,7.2,-104.3,-104.3,,-207.8,-150.1,18.5,,,-168.6,,,,,,,,,,-57.7,-263.4,-135.5,197.7,,,,-333.9,6.0,-339.9,8.3,,-38.9,,,
06/30/1999,904.599976,391.100006,306.399994,245.0,,,245.0,-37.900002,-37.900002,,-585.299988,-297.700005,32.900002,,,-330.600006,,,0.0,0.0,0.0,,,,,-287.599983,-331.199985,-270.700012,87.600021,,,,-136.299994,24.6,-160.899994,-11.8,,-11.9,,,
09/30/1999,166.800003,478.399994,22.700001,-384.799988,,,-384.799988,50.5,50.5,,56.400002,0.599998,44.599998,,,-44.0,,,0.0,0.0,0.0,,,,,55.800003,-122.099997,-6.9,-274.399994,,,,12.0,12.0,0.0,147.199997,,101.099998,,,
12/31/1999,630.6,424.0,162.3,19.7,,,19.7,24.6,24.6,,159.9,-224.0,19.2,,,-243.2,,,0.0,0.0,0.0,,,,,383.9,-662.0,-138.2,-231.2,,,,-260.0,18.2,-278.2,-32.6,,128.5,,,
03/31/2000,582.2,470.2,171.4,3.2,,,3.2,-62.6,-62.6,,-221.4,-234.5,1.0,,,-235.5,,,0.0,0.0,0.0,,,,,13.1,-470.7,-141.0,54.7,,,,-377.3,10.1,-387.4,-7.1,,-109.9,,,
06/30/2000,493.0,434.3,167.7,3.4,,,3.4,-112.4,-112.4,,-198.7,-251.1,8.6,,,-259.7,,,0.0,0.0,0.0,,,,,52.4,-284.3,-148.2,221.7,,,,-356.4,24.3,-380.7,-1.4,,10.0,,,
09/30/2000,442.9,440.4,165.8,-15.2,,,-15.2,-148.1,-148.1,,-283.3,-274.6,0.8,,,-275.4,,,0.0,0.0,0.0,,,,,-8.7,-159.4,-146.2,285.6,,,,-308.2,11.2,-319.4,9.4,,0.2,,,
12/31/2000,615.1,455.7,168.5,6.1,,,6.1,-15.2,-15.2,,-481.5,-365.6,34.1,,,-399.7,,,0.0,0.0,0.0,,,,,-115.9,-150.2,-144.7,51.4,,,,-58.5,44.7,-103.2,1.6,,-16.6,,,
03/31/2001,457.6,433.4,177.3,-5.5,,,-5.5,-147.6,-147.6,,-307.0,-256.8,1.9,,,-258.7,,,0.0,0.0,0.0,,,,,-50.2,-79.6,-144.2,-374.4,,,,442.1,586.7,-144.6,-3.1,,71.0,,,
06/30/2001,540.6,415.4,181.8,31.5,,,31.5,-88.1,-88.1,,-314.4,-283.5,5.5,,,-289.0,,,0.0,0.0,0.0,,,,,-30.9,-182.8,-149.3,112.7,,,,-141.5,9.7,-151.2,-4.7,,43.4,,,
09/30/2001,666.799988,419.399994,183.300003,25.6,,,25.6,38.5,38.5,,-310.200012,-259.5,0.0,,,-259.5,,,0.0,0.0,0.0,,,,,-50.700012,-341.099992,-148.699997,46.099998,,,,-244.599994,7.3,-251.899994,6.1,,15.5,,,
12/31/2001,588.8,341.7,197.2,85.3,,,85.3,-35.4,-35.4,,-319.5,-292.3,,,,-292.3,,,0.0,0.0,0.0,,,,,-27.2,-200.5,-147.9,301.9,,,,-329.5,14.3,-343.8,-25.0,,68.8,,,
03/31/2002,521.1,439.2,170.9,70.8,,,70.8,-159.8,-159.8,,-204.1,-165.8,0.0,,,-165.8,,,0.0,0.0,0.0,,,,,-38.3,-362.5,-146.5,-61.5,,,,-139.5,27.2,-166.7,-15.0,,-45.5,,,
06/30/2002,796.8,424.6,170.2,97.8,,77.7,20.1,104.2,104.2,,-561.0,-216.2,0.0,,,-216.2,,,0.0,0.0,0.0,,,,,-344.8,-215.1,-156.0,96.3,,,,-138.6,26.3,-164.9,-16.8,,20.7,,,
09/30/2002,557.0,441.2,177.2,40.3,,97.6,-57.3,-101.7,-101.7,,-217.3,-221.4,0.0,,,-221.4,,,0.0,0.0,0.0,,,,,4.1,-230.9,-155.4,66.4,,,,-139.7,8.9,-148.6,-2.2,,108.8,,,
12/31/2002,549.3,369.6,188.3,31.7,,,31.7,-40.3,-40.3,,-311.7,-261.0,6.3,,,-267.3,,,0.0,0.0,0.0,,,,,-50.7,-191.6,-154.8,143.4,,,,-194.0,6.5,-200.5,13.8,,46.0,,,
03/31/2003,520.7,397.7,181.9,-27.2,,53.0,-80.2,-31.7,-31.7,,-309.3,-182.5,0.0,,,-182.5,,,0.0,0.0,0.0,,,,,-126.8,-342.1,-154.0,-50.7,,,,-117.5,11.5,-129.0,-19.9,,-130.7,,,
06/30/2003,688.7,417.3,188.8,11.6,,-10.7,22.3,71.0,71.0,,-290.5,-219.6,0.0,,,-219.6,,,0.0,0.0,0.0,,,,,-70.9,-385.2,-173.5,-93.0,,,,-116.8,5.9,-122.7,-1.9,,13.0,,,
09/30/2003,809.7,419.7,180.0,140.6,,34.0,106.6,69.4,69.4,,-521.5,-251.1,0.0,,,-251.1,,,0.0,0.0,0.0,,,,,-270.4,-360.0,-172.5,-74.1,,,,-103.3,2.9,-106.2,-10.1,,-71.8,,,
12/31/2003,593.9,459.5,195.1,-68.4,,,-68.4,7.7,7.7,,-143.2,-224.4,0.0,,,-224.4,,,0.0,0.0,0.0,,,,,81.2,-465.1,-171.9,-147.2,,,,-178.1,10.7,-188.8,32.1,,-14.4,,,
03/31/2004,614.9,459.3,200.4,-0.2,,10.1,-10.3,-44.6,-44.6,,-89.3,-106.2,0.0,,,-106.2,,,0.0,0.0,0.0,,,,,16.9,-487.2,-171.1,-258.3,,,,-56.0,110.7,-166.7,-1.8,,38.4,,,
06/30/2004,735.5,454.3,207.5,38.2,,13.6,24.6,35.5,35.5,,-114.9,-113.1,0.0,,,-113.1,,,0.0,0.0,0.0,,,,,-1.8,-587.3,-201.1,-164.2,,,,-207.2,205.2,-412.4,-14.8,,33.3,,,
09/30/2004,747.2,441.3,208.3,141.9,,95.3,46.6,-44.3,-44.3,,-107.3,-109.1,0.0,,,-109.1,,,0.0,0.0,0.0,,,,,1.8,-686.7,-199.7,65.7,,,,-553.0,65.2,-618.2,0.3,,-46.8,,,
12/31/2004,871.700012,445.299988,184.100006,57.900002,,-137.899994,195.799996,184.399994,184.399994,,-183.600006,-206.300003,0.0,,,-206.300003,,,0.0,0.0,0.0,,,,,22.699997,-409.60001,-196.0,141.8,,,,-366.80001,33.900002,-400.700012,11.4,,278.5,,,
03/31/2005,608.4,450.1,192.0,45.8,,11.1,34.7,-79.5,-79.5,,-127.9,-108.9,0.0,,,-108.9,,,0.0,0.0,0.0,,,,,-19.0,-241.0,-194.2,217.0,,,,-254.9,67.0,-321.9,-8.9,,239.5,,,
06/30/2005,474.3,421.8,193.0,-46.6,,-42.4,-4.2,-93.9,-93.9,,-129.6,-153.1,0.0,,,-153.1,,,0.0,0.0,0.0,,,,,23.5,-712.1,-216.5,-301.2,,,,-176.8,36.1,-212.9,-17.6,,-367.4,,,
09/30/2005,553.0,325.3,239.6,50.8,,-45.0,95.8,-62.7,-62.7,,-125.1,-189.9,0.0,,,-189.9,,,0.0,0.0,0.0,,,,,64.8,-580.6,-215.0,105.7,,,,-450.5,28.3,-478.8,-20.8,,-152.7,,,
12/31/2005,676.1,371.1,219.9,5.0,,-66.4,71.4,80.1,80.1,,-213.6,-210.9,46.8,,,-257.7,,,0.0,0.0,0.0,,,,,-2.7,-411.9,-212.7,300.8,,,,-494.6,11.3,-505.9,-5.4,,50.6,,,
03/31/2006,518.9,275.1,261.0,-8.1,,-80.4,72.3,-9.1,-9.1,,-143.7,-179.1,0.0,,,-179.1,,,0.0,0.0,0.0,,,,,35.4,-350.0,-208.6,-40.0,,,,-89.0,63.2,-152.2,-12.4,,25.2,,,
06/30/2006,599.8,377.6,238.6,46.4,,-19.4,65.8,-62.8,-62.8,,-221.6,-194.8,24.7,,,-219.5,,,0.0,0.0,0.0,,,,,-26.8,-430.0,-225.9,-102.9,,,,-106.0,42.9,-148.9,4.8,,-51.8,,,
09/30/2006,647.8,364.2,214.9,-57.8,,-118.0,60.2,126.5,126.5,,-251.8,-232.8,7.6,,,-240.4,,,0.0,0.0,0.0,,,,,-19.0,-334.2,-225.1,-47.8,,,,-64.4,113.9,-178.3,3.1,,61.8,,,
12/31/2006,813.0,482.6,218.3,161.6,,9.8,151.8,-49.5,-49.5,,-418.8,-321.3,11.8,,,-333.1,,,0.0,0.0,0.0,,,,,-97.5,-432.6,-224.4,-42.5,,,,-171.0,111.1,-282.1,5.3,,-38.4,,,
03/31/2007,524.5,452.0,214.6,-43.3,13.9,-34.9,-22.3,-98.8,-98.8,,-198.1,-223.8,58.0,,,-281.8,,,0.0,0.0,0.0,,,,,25.7,-345.2,-224.1,-41.8,,,,-57.1,101.4,-158.5,-22.2,,-18.8,,,
06/30/2007,651.5,461.8,198.3,-6.9,,-55.3,48.4,-1.7,-1.7,,-300.3,-260.2,2.0,,,-262.2,,,0.0,0.0,0.0,,,,,-40.1,-236.2,-241.7,41.7,,,,-44.9,112.1,-157.0,8.7,,115.0,,,
09/30/2007,567.6,453.1,213.5,96.3,,23.2,73.1,-195.3,-195.3,,-218.0,-221.9,10.9,,,-232.8,,,0.0,0.0,0.0,,,,,3.9,-267.0,-241.9,2141.3,,,,-2156.8,71.4,-2228.2,-9.6,,82.6,,,
12/31/2007,685.3,456.0,180.1,82.9,,-36.0,118.9,-33.7,-33.7,,-181.7,-186.7,25.8,,,-212.5,,,0.0,0.0,0.0,,,,,5.0,-570.5,-225.2,-308.7,,,,-205.6,64.0,-269.6,169.0,,-66.9,,,
03/31/2008,444.1,440.9,199.5,34.6,17.6,8.1,8.9,-230.9,-230.9,,-169.6,-221.1,0.0,,,-221.1,,,0.0,0.0,0.0,,,,,51.5,-222.5,-223.7,195.1,,,,-160.7,54.2,-214.9,-33.2,,52.0,,,
06/30/2008,752.8,416.7,200.7,97.0,,42.1,54.9,38.4,38.4,,-266.5,-211.5,1.0,,,-212.5,,,0.0,0.0,0.0,,,,,-55.0,-465.2,-243.8,17.6,,,,-229.4,12.8,-242.2,-9.6,,21.1,,,
09/30/2008,640.9,413.1,195.3,20.3,,-34.5,54.8,12.2,12.2,,-199.4,-216.4,2.4,,,-218.8,,,0.0,0.0,0.0,,,,,17.0,-463.2,-241.9,-74.9,,,,-79.2,36.9,-116.1,-67.2,,-21.7,,,
12/31/2008,678.2,419.3,179.5,234.1,,135.3,98.8,-154.7,-154.7,,-211.5,-229.0,24.6,,,-253.6,,,0.0,0.0,0.0,,,,,17.5,-627.1,-240.6,-296.8,,,,-117.7,9.1,-126.8,28.0,,-160.4,,,
03/31/2009,692.0,407.0,177.0,-48.0,10.0,-46.0,-12.0,156.0,156.0,0.0,-169.0,-208.0,3.0,3.0,0.0,-211.0,-211.0,0.0,0.0,0.0,0.0,-11.0,0.0,-11.0,0.0,50.0,-295.0,-240.0,237.0,245.0,2.0,-10.0,3.0,16.0,-13.0,-295.0,0.0,228.0,,,
06/30/2009,997.0,403.0,190.0,-326.0,18.0,-17.0,-327.0,730.0,730.0,0.0,-427.0,-186.0,0.0,0.0,0.0,-186.0,-186.0,0.0,0.0,0.0,0.0,-154.0,0.0,-154.0,0.0,-87.0,-594.0,-248.0,-353.0,-331.0,0.0,-22.0,-12.0,7.0,-19.0,19.0,23.0,-1.0,,,
09/30/2009,791.0,582.0,196.0,-89.0,35.0,45.0,-169.0,102.0,102.0,0.0,-152.0,-160.0,7.0,7.0,0.0,-167.0,-167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-480.0,-249.0,-224.0,-217.0,0.0,-7.0,3.0,17.0,-14.0,-10.0,0.0,159.0,,,
12/31/2009,1001.0,492.0,220.0,172.0,23.0,159.0,-10.0,117.0,117.0,0.0,-540.0,-269.0,16.0,16.0,0.0,-285.0,-285.0,0.0,0.0,0.0,0.0,-293.0,0.0,-293.0,0.0,22.0,-419.0,-249.0,-248.0,-9.0,0.0,-239.0,111.0,125.0,-14.0,-33.0,6.0,48.0,,,
03/31/2010,464.0,384.0,193.0,44.0,4.0,86.0,-46.0,-157.0,-157.0,0.0,-119.0,-184.0,0.0,0.0,0.0,-184.0,-184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,-417.0,-250.0,-14.0,-10.0,0.0,-4.0,-133.0,21.0,-154.0,-20.0,-57.0,-129.0,,,
06/30/2010,587.0,498.0,209.0,-88.0,24.0,-95.0,-17.0,-32.0,-32.0,0.0,-170.0,-176.0,3.0,3.0,0.0,-179.0,-179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-495.0,-275.0,130.0,138.0,4.0,-12.0,-344.0,15.0,-359.0,-6.0,-6.0,-84.0,,,
09/30/2010,745.0,469.0,205.0,57.0,13.0,29.0,15.0,14.0,14.0,0.0,-223.0,-247.0,1.0,1.0,0.0,-248.0,-248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,-594.0,-271.0,-159.0,18.0,277.0,-454.0,-141.0,81.0,-222.0,-23.0,20.0,-52.0,,,
12/31/2010,948.0,492.0,206.0,51.0,11.0,-32.0,72.0,199.0,199.0,0.0,-269.0,-348.0,5.0,5.0,0.0,-353.0,-353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,-353.0,-270.0,24.0,-174.0,234.0,-36.0,-108.0,14.0,-122.0,1.0,17.0,343.0,,,
03/31/2011,250.0,350.0,243.0,-192.0,12.0,45.0,-249.0,-151.0,-151.0,0.0,-218.0,-234.0,0.0,0.0,0.0,-234.0,-234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-332.0,-269.0,673.0,-20.0,700.0,-7.0,-745.0,81.0,-826.0,9.0,9.0,-291.0,,,
06/30/2011,771.0,408.0,287.0,-13.0,19.0,91.0,-123.0,89.0,89.0,0.0,-214.0,-201.0,0.0,0.0,0.0,-201.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,-261.0,-280.0,301.0,307.0,0.0,-6.0,-286.0,121.0,-407.0,4.0,27.0,323.0,,,
09/30/2011,750.0,432.0,291.0,120.0,6.0,64.0,50.0,-93.0,-93.0,0.0,37.0,-198.0,23.0,23.0,0.0,-221.0,-221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,-438.0,-275.0,-181.0,-273.0,99.0,-7.0,39.0,92.0,-53.0,-21.0,-25.0,324.0,,,
12/31/2011,517.0,401.0,270.0,-47.0,11.0,74.0,-132.0,-107.0,-107.0,0.0,-286.0,-284.0,28.0,28.0,0.0,-312.0,-312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-710.0,-275.0,-48.0,-1.0,40.0,-87.0,124.0,141.0,-17.0,-511.0,11.0,-468.0,,,
03/31/2012,585.0,468.0,218.0,114.0,13.0,115.0,-14.0,-215.0,-215.0,0.0,-251.0,-258.0,1.0,1.0,0.0,-259.0,-259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-335.0,-277.0,278.0,386.0,309.0,-417.0,-330.0,115.0,-445.0,-6.0,22.0,21.0,,,
06/30/2012,740.0,498.0,214.0,122.0,30.0,59.0,33.0,-94.0,-94.0,0.0,-221.0,-227.0,0.0,0.0,0.0,-227.0,-227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-303.0,-290.0,-122.0,-118.0,0.0,-4.0,89.0,309.0,-220.0,20.0,-7.0,209.0,,,
09/30/2012,844.0,517.0,210.0,143.0,14.0,146.0,-17.0,-26.0,-26.0,0.0,-257.0,-271.0,6.0,,,-277.0,-277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-348.0,-292.0,152.0,196.0,6.0,-50.0,-219.0,99.0,-318.0,11.0,16.0,255.0,,,
12/31/2012,1119.0,267.0,215.0,183.0,10.0,-96.0,269.0,454.0,454.0,0.0,-455.0,-328.0,2.0,2.0,0.0,-330.0,-330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.0,-816.0,-292.0,-214.0,-193.0,0.0,-21.0,-287.0,42.0,-329.0,-23.0,9.0,-143.0,451.0,299.0,
03/31/2013,607.0,531.0,221.0,-24.0,30.0,14.0,-68.0,-121.0,-121.0,0.0,-179.0,-200.0,74.0,74.0,0.0,-274.0,-274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,-386.0,-289.0,356.0,335.0,59.0,-38.0,-443.0,50.0,-493.0,-10.0,-39.0,3.0,,,
06/30/2013,576.0,526.0,212.0,5.0,22.0,56.0,-73.0,-167.0,-167.0,0.0,-212.0,-208.0,12.0,12.0,0.0,-220.0,-220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-291.0,-313.0,223.0,-602.0,827.0,-2.0,-219.0,96.0,-315.0,18.0,-22.0,51.0,,,
09/30/2013,912.0,546.0,208.0,129.0,21.0,58.0,50.0,29.0,29.0,0.0,-199.0,-176.0,27.0,27.0,0.0,-203.0,-203.0,0.0,0.0,0.0,0.0,-32.0,0.0,-32.0,0.0,9.0,-676.0,-311.0,-210.0,289.0,3.0,-502.0,-154.0,18.0,-172.0,-1.0,-18.0,19.0,,,
12/31/2013,3040.0,539.0,863.0,1796.0,92.0,151.0,1553.0,-158.0,-158.0,,-844.0,-824.0,129.0,129.0,0.0,-953.0,-953.0,0.0,0.0,0.0,0.0,-32.0,0.0,-32.0,0.0,12.0,-2185.0,-1223.0,59.0,-287.0,890.0,-544.0,-1011.0,232.0,-1243.0,-10.0,-63.0,-52.0,776.0,307.0,
03/31/2014,437.0,538.0,218.0,-109.0,9.0,51.0,-169.0,-210.0,-210.0,,-134.0,-258.0,0.0,,,-258.0,-258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,-180.0,-309.0,554.0,654.0,1.0,-101.0,-404.0,37.0,-441.0,-21.0,-12.0,111.0,,,
06/30/2014,842.0,509.0,217.0,121.0,27.0,12.0,82.0,-5.0,-5.0,,-147.0,-181.0,0.0,0.0,0.0,-181.0,-181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-501.0,-318.0,235.0,-375.0,615.0,-5.0,-432.0,44.0,-476.0,14.0,10.0,204.0,,,
09/30/2014,976.0,562.0,220.0,42.0,15.0,-6.0,33.0,152.0,152.0,,-244.0,-291.0,0.0,,0.0,-291.0,-291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,-642.0,-315.0,-124.0,-126.0,5.0,-3.0,-188.0,17.0,-205.0,-15.0,-28.0,62.0,,,
12/31/2014,590.0,-83.0,207.0,579.0,1.0,6.0,572.0,-113.0,-113.0,,-245.0,-307.0,2.0,2.0,0.0,-309.0,-309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,-570.0,-314.0,1190.0,568.0,636.0,-14.0,-1300.0,29.0,-1329.0,-146.0,-417.0,-642.0,,,
