Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2015,646.6,0.0,0.0,0.0,,,646.6,0.0,0.0,0.0,0.0,646.6,0.0,,646.6,-451.4,0.0,451.4,195.2,66.8,-60.1,-6.7,262.0,-72.1,46.5,25.6,,189.9,0.0,0.0,0.0,189.9,-61.2,128.7,0.0,0.0,128.7,128.7,0.0,54.6,2.36,2.36,2.36,57.5,2.31,2.31,2.31,
09/30/2015,613.1,0.0,0.0,0.0,,,613.1,0.0,0.0,0.0,0.0,613.1,0.0,,613.1,-397.9,0.0,397.9,215.2,33.9,-57.9,24.0,249.1,-58.1,39.5,18.6,,191.0,0.0,0.0,0.0,191.0,-83.3,107.7,0.0,0.0,107.7,107.7,0.0,54.2,1.99,1.99,1.99,57.0,1.96,1.96,1.96,
12/31/2015,589.8,0.0,0.0,0.0,,,589.8,0.0,0.0,0.0,0.0,589.8,0.0,,589.8,-396.6,0.0,396.6,193.2,96.0,-117.8,21.8,289.2,-61.2,40.7,20.5,,228.0,0.0,0.0,0.0,228.0,-80.5,147.5,0.0,0.0,147.5,147.5,0.0,53.9,2.74,2.74,2.74,56.7,2.67,2.67,2.67,
03/31/2016,545.4,0.0,0.0,0.0,,,545.4,0.0,0.0,0.0,0.0,545.4,0.0,,545.4,-366.6,0.0,366.6,178.8,51.7,-68.0,16.3,230.5,-57.0,29.5,27.5,,173.5,0.0,0.0,0.0,173.5,-69.5,104.0,0.0,0.0,104.0,104.0,0.0,54.0,1.93,1.93,1.93,56.6,1.9,1.9,1.9,
06/30/2016,554.1,0.0,0.0,0.0,,,554.1,0.0,0.0,0.0,0.0,554.1,0.0,,554.1,-372.3,0.0,372.3,181.8,54.1,-65.2,11.1,235.9,-52.3,29.4,22.9,,183.6,0.0,0.0,0.0,183.6,-75.3,108.3,0.0,0.0,108.3,108.3,0.0,53.8,2.01,2.01,2.01,56.7,1.98,1.98,1.98,
09/30/2016,544.7,0.0,0.0,0.0,,,544.7,0.0,0.0,0.0,0.0,544.7,0.0,,544.7,-373.7,0.0,373.7,171.0,55.2,-67.5,12.3,226.2,-50.3,31.0,19.3,,175.9,0.0,0.0,0.0,175.9,-65.7,110.2,0.0,0.0,110.2,110.2,0.0,53.9,2.04,2.04,2.04,56.6,2.02,2.02,2.02,
12/31/2016,550.3,0.0,0.0,0.0,,,550.3,0.0,0.0,0.0,0.0,550.3,0.0,,550.3,-376.5,0.0,376.5,173.8,108.1,-128.1,20.0,281.9,-76.0,85.0,-9.0,,205.9,0.0,0.0,0.0,205.9,-55.7,150.2,0.0,0.0,150.2,150.2,0.0,55.0,2.73,2.73,2.73,57.8,2.67,2.67,2.67,
03/31/2017,521.8,-22.5,0.0,0.0,,-22.5,544.3,0.0,0.0,0.0,0.0,544.3,0.0,,521.8,-369.2,0.0,369.2,152.6,100.7,-85.9,-14.8,253.3,-59.7,24.4,35.3,,193.6,0.0,0.0,0.0,193.6,-71.1,122.5,0.0,0.0,122.5,122.5,0.0,56.7,2.16,2.16,2.16,59.2,2.13,2.13,2.13,
06/30/2017,547.8,-23.1,0.0,0.0,,-23.1,570.9,0.0,0.0,0.0,0.0,570.9,0.0,,547.8,-371.8,0.0,371.8,176.0,90.9,-75.0,-15.9,266.9,-62.5,41.9,20.6,,204.4,0.0,0.0,0.0,204.4,-78.1,126.3,0.0,0.0,126.3,126.3,0.0,56.3,2.24,2.24,2.24,58.7,2.22,2.22,2.22,
09/30/2017,563.6,-22.1,0.0,0.0,,-22.1,585.7,0.0,0.0,0.0,0.0,585.7,0.0,,563.6,-367.5,0.0,367.5,196.1,86.8,-70.7,-16.1,282.9,-66.1,41.7,24.4,,216.8,0.0,0.0,0.0,216.8,-91.4,125.4,0.0,0.0,125.4,125.4,0.0,55.8,2.25,2.25,2.25,58.3,2.22,2.22,2.22,
12/31/2017,604.1,0.0,0.0,0.0,,0.0,604.1,0.0,0.0,0.0,0.0,604.1,0.0,,604.1,-394.7,0.0,394.7,209.4,54.6,-70.6,16.0,264.0,129.8,74.1,-203.9,,393.8,0.0,0.0,0.0,393.8,-78.4,315.4,0.0,0.0,315.4,315.4,-194.1,55.4,5.69,5.69,2.189531,58.0,5.5,5.5,2.153448,
03/31/2018,590.8,-21.6,0.0,0.0,,-21.6,612.4,0.0,0.0,0.0,0.0,612.4,0.0,,590.8,-413.8,0.0,413.8,177.0,110.5,-96.3,-14.2,287.5,-63.5,50.1,13.4,,224.0,0.0,0.0,0.0,224.0,-71.0,153.0,0.0,0.0,153.0,153.0,0.0,54.6,2.8,2.8,2.8,57.0,2.77,2.77,2.77,
06/30/2018,578.7,-21.4,0.0,0.0,,-21.4,600.1,0.0,0.0,0.0,0.0,600.1,0.0,,578.7,-386.2,0.0,386.2,192.5,46.8,-35.3,-11.5,239.3,-34.1,28.7,5.4,,205.2,0.0,0.0,0.0,205.2,-88.2,117.0,0.0,0.0,117.0,117.0,0.0,54.0,2.17,2.17,2.17,54.2,2.16,2.16,2.16,
09/30/2018,581.7,-19.6,0.0,0.0,,-19.6,601.3,0.0,0.0,0.0,0.0,601.3,0.0,,581.7,-402.0,0.0,402.0,179.7,70.7,-59.7,-11.0,250.4,-48.5,36.2,12.3,,201.9,0.0,0.0,0.0,201.9,-77.0,124.9,0.0,0.0,124.9,124.9,0.0,53.1,2.35,2.35,2.35,55.4,2.34,2.34,2.34,
12/31/2018,546.3,-18.1,0.0,0.0,,-18.1,564.4,0.0,0.0,0.0,0.0,564.4,0.0,,546.3,-409.2,0.0,409.2,137.1,-200.7,191.4,9.3,-63.6,-35.2,14.4,20.8,,-98.8,0.0,0.0,0.0,-98.8,-52.5,-151.3,0.0,0.0,-151.3,-151.3,0.0,52.5,-2.88,-2.88,-2.88,52.5,-2.88,-2.88,-2.88,
03/31/2019,543.1,0.0,0.0,0.0,,0.0,543.1,0.0,0.0,0.0,0.0,543.1,0.0,,543.1,-369.6,0.0,369.6,173.5,-368.3,358.1,10.2,-194.8,61.8,24.2,-86.0,,-133.0,0.0,0.0,0.0,-133.0,-67.8,-200.8,0.0,0.0,-200.8,-200.8,0.0,51.9,-3.87,-3.87,-3.87,51.9,-3.87,-3.87,-3.87,
06/30/2019,591.9,0.0,0.0,0.0,,0.0,591.9,0.0,0.0,0.0,0.0,591.9,0.0,,591.9,-392.9,0.0,392.9,199.0,16.9,-29.4,12.5,215.9,-35.7,30.3,5.4,,180.2,0.0,0.0,0.0,180.2,-72.5,107.7,0.0,0.0,107.7,107.7,0.0,51.0,2.11,2.11,2.11,51.0,2.11,2.11,2.11,
09/30/2019,529.5,-19.5,0.0,0.0,,-19.5,549.0,0.0,0.0,0.0,0.0,549.0,0.0,,529.5,-353.9,0.0,353.9,175.6,17.0,-10.3,-6.7,192.6,-30.5,27.0,3.5,,162.1,0.0,0.0,0.0,162.1,-75.8,86.3,0.0,0.0,86.3,86.3,0.0,50.4,1.71,1.71,1.71,50.4,1.71,1.71,1.71,
12/31/2019,536.7,-18.8,0.0,0.0,,-18.8,555.5,0.0,0.0,0.0,0.0,555.5,0.0,,536.7,-426.2,0.0,426.2,110.5,-16.2,19.5,-3.3,94.3,1.6,-22.8,21.3,-0.1,95.9,0.0,0.0,0.0,95.9,-73.4,22.5,0.0,0.0,22.5,22.5,0.0,48.9,0.46,0.46,0.46,49.1,0.46,0.46,0.46,
03/31/2020,507.3,0.0,0.0,0.0,,0.0,507.3,0.0,0.0,0.0,0.0,507.3,0.0,,507.3,-334.8,0.0,334.8,172.5,-130.3,113.2,17.1,42.2,-2.2,21.4,-19.2,,40.0,0.0,0.0,0.0,40.0,-55.6,-15.6,0.0,0.0,-15.6,-15.6,0.0,47.8,-0.33,-0.33,-0.33,47.8,-0.33,-0.33,-0.33,
06/30/2020,448.8,-22.3,0.0,0.0,,0.0,471.1,0.0,0.0,0.0,0.0,471.1,0.0,,448.8,-387.3,0.0,387.3,83.8,-17.0,-17.4,34.4,66.8,-3.3,3.5,-0.2,,63.5,0.0,0.0,0.0,63.5,-32.8,30.7,0.0,0.0,30.7,30.7,0.0,47.2,0.65,0.65,0.65,47.3,0.65,0.65,0.65,
09/30/2020,464.429,,,,,,,,,,,,,,,,,,129.26,,,,197.425,,,,,74.3,,,,,,74.3,,,74.3,74.3,,,1.156,1.156,2.806,,1.156,1.156,2.806,
12/31/2020,466.0,,,,,,,,,,,,,,,,,,142.16,,,,218.225,,,,,92.45,,,,,,92.45,,,92.45,92.45,,,1.45,1.45,3.197,,1.45,1.45,3.197,
