Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2003,380.46701,,,-391.605011,,,-11.138,,-14.018,,,-25.156,-4.753999,16.587,18.386999,-1.8,0.0,-11.833,-29.909999,13.226,-16.684,0.0,,,-16.683999,0.0,-16.684,0.0,0.0,-16.684,-16.684,,74.699997,-0.22,-0.22,-0.22,74.699997,-0.22,-0.22,-0.22,
03/31/2004,405.166992,,,-389.141998,,,16.024994,,-12.697,,,3.328,-11.088,11.088,12.576,-1.488,0.0,0.0,-7.76,5.577,-2.183,0.0,,,-2.183,0.0,-2.183,0.0,0.0,-2.183,-2.183,,74.945999,-0.03,-0.03,-0.03,74.945999,-0.03,-0.03,-0.03,
06/30/2004,460.444,,,-410.609009,,,49.834991,,-21.018,,,28.816999,-18.094001,18.124001,19.724001,-1.6,0.0,-0.03,10.722998,1.876,12.599,0.0,,,12.598999,0.0,12.599,0.0,0.0,12.599,12.599,,75.164001,0.17,0.17,0.17,82.903,0.16,0.16,0.16,
09/30/2004,436.733002,,,-352.313995,,,84.419006,,-78.233002,,,6.186,-10.897,10.897,14.032,-3.135,0.0,0.0,-4.711,6.701,1.99,0.0,,,1.99,0.0,1.99,0.0,0.0,1.99,1.99,,75.267998,0.03,0.03,0.05,76.527,0.03,0.03,0.05,
12/31/2004,414.38,,,-443.921,,,-29.541,,-18.811,,,-48.352,44.457,,14.328,-2.64,0.0,-56.145,-3.895,5.341,1.446,0.0,,,1.446,0.0,1.446,0.0,0.0,1.446,1.446,,75.7,0.02,0.02,0.02,76.6,0.02,0.02,0.02,
03/31/2005,570.025,,,-478.143,,,91.882,,-20.107,,,71.775,-13.244,13.244,14.561,-1.317,0.0,0.0,58.531,-7.904,50.627,0.0,,,50.627,0.0,50.627,0.0,0.0,50.627,50.627,,76.127,0.67,0.67,0.43,89.305,0.59,0.59,0.39,
06/30/2005,582.534973,,,-515.286987,,,67.247986,,-15.722,,,51.526001,-10.315,10.315,14.483,-4.168,0.0,0.0,41.211001,-4.201,37.009998,0.0,,,37.010001,0.0,37.009998,0.0,0.0,37.009998,37.009998,,76.321999,0.48,0.48,0.48,89.376999,0.44,0.44,0.44,
09/30/2005,533.742981,,,-409.367004,,,124.375977,,-82.464996,,,41.910999,-11.622,11.622,14.799,-3.177,,0.0,30.289,-7.766,22.523001,,,,22.523,,22.523001,,,22.523001,22.523001,,76.408997,0.29,0.29,-0.04,89.545998,0.28,0.28,-0.04,
12/31/2005,517.955,,,-475.738,,,42.217,,-16.0,,,26.217,-231.658,,23.221,-3.941,0.0,212.378,-205.441,-6.357,-211.798,0.0,,,-211.798,0.0,-211.798,0.0,0.0,-211.798,-211.798,,76.7,-2.76,-2.76,0.04,76.7,-2.76,-2.76,0.04,
03/31/2006,559.468994,,,-514.898987,,,44.570007,,-18.306,,,26.264,-18.647,16.673,21.612,-4.939,0.0,1.974,7.617,-1.367,6.25,0.639,,,5.611,0.0,5.611,0.0,0.0,5.611,5.611,,81.541,0.07,0.08,0.08,82.192001,0.07,0.08,0.08,
06/30/2006,556.116028,,,-520.125,,,35.991028,,-15.654,,,20.337,-16.455,16.455,21.631001,-5.176,0.0,0.0,3.881999,-0.657,3.225,0.0,,,3.224999,0.0,3.225,0.0,0.0,3.225,3.225,,81.075996,0.04,0.04,0.04,81.856003,0.04,0.04,0.04,
09/30/2006,555.896973,,,-502.743011,,,53.153961,,-6.54,,,46.613998,-16.417,16.417,21.459,-5.042,0.0,0.0,30.196999,-6.041,24.156,0.0,,,24.155999,0.0,24.156,0.0,0.0,24.156,24.156,,80.319,0.3,0.3,0.06,81.056999,0.3,0.3,0.06,
12/31/2006,548.4,,,-508.8,,,39.6,,-19.8,,,19.8,-16.5,16.5,21.4,-4.9,0.0,0.0,3.3,7.4,10.7,0.0,,,10.7,0.0,10.7,0.0,0.0,10.7,10.7,,80.5,0.13,0.13,0.13,80.8,0.13,0.13,0.13,
03/31/2007,607.320007,,,-529.866028,,,77.453979,,-21.896999,,,55.556999,-16.026001,16.025999,21.436001,-5.41,0.0,0.0,39.530998,-6.924,32.606998,0.0,,,32.606998,0.0,32.606998,0.0,0.0,32.606998,32.606998,,80.563004,0.4,0.4,0.4,81.047997,0.4,0.4,0.4,
06/30/2007,617.802002,,,-535.531982,,,82.27002,,-22.143,,,60.126999,-14.810999,14.811,21.629999,-6.819,0.0,0.0,45.316,-10.378,34.938,0.0,,,34.937999,0.0,34.938,0.0,0.0,34.938,34.938,,80.638,0.43,0.43,0.43,81.671997,0.43,0.43,0.43,
09/30/2007,603.440979,,,-553.03302,,,50.407959,,-15.065,,,35.342999,-14.865001,14.865,21.450001,-6.585,0.0,0.0,20.477998,0.93,21.408001,0.0,,,21.407998,0.0,21.408001,0.0,0.0,21.408001,21.408001,,79.997002,0.27,0.27,0.27,80.477997,0.27,0.27,0.27,
12/31/2007,585.0,,,-529.9,,,55.1,,-26.4,,,28.7,-4.5,4.5,9.6,-5.1,0.0,0.0,24.2,-19.1,5.1,0.0,,,5.1,0.0,5.1,0.0,0.0,5.1,5.1,,79.3,0.06,0.06,0.08,80.0,0.06,0.06,0.08,
03/31/2008,644.625,,,-552.481018,,,92.143982,,-23.169001,,,68.974998,-15.736001,15.736,20.957001,-5.221,0.0,0.0,53.238998,-11.305,41.933998,0.0,,,41.933998,0.0,41.933998,0.0,0.0,41.933998,41.933998,,79.767998,0.53,0.53,0.53,80.597,0.52,0.52,0.52,
06/30/2008,826.838,,,-650.15,,,176.688,,-39.986,,,136.702,-262.496,17.22,20.806,-3.586,0.0,245.276,-125.794,32.456,-93.338,0.0,,,-93.338,0.0,-93.338,0.0,0.0,-93.338,-93.338,,80.162,-1.16,-1.16,1.15,80.162,-1.16,-1.16,1.15,
09/30/2008,763.296,,,-651.014,,,112.282,0.0,-3.869,2.82,1.049,108.413,-46.561,25.101,29.843,-4.742,0.0,21.46,61.852,-10.294,51.558,0.0,,,51.558,0.0,51.558,0.0,0.0,51.558,51.558,9.69995,82.623,0.624015,0.624015,0.7414,83.959,0.614621,0.614621,0.7296,
12/31/2008,755.0,,,-647.7,,,107.3,0.0,-15.0,14.2,0.8,92.3,-24.2,11.2,21.2,-10.0,,13.0,68.1,-14.5,53.6,0.0,,,53.6,0.0,53.6,0.0,0.0,53.6,53.6,,84.8,0.63,0.63,0.5585,85.1,0.6298,0.6296,0.5565,
03/31/2009,768.088,748.749,19.339,-551.131,479.513,73.66,216.957,0.0,-144.207,20.849,49.698,72.75,-16.359,16.359,25.236,-8.877,,0.0,56.391,-12.965,43.426,0.0,0.0,0.0,43.426,0.0,43.426,0.0,0.0,43.426,38.811,-4.615,84.859,0.51,0.51,0.457359,85.182,0.51,0.51,0.455822,
06/30/2009,697.627,683.398,14.229,-500.13,433.329,68.481,197.497,0.0,-148.792,19.161,61.15,48.705,-22.646,22.646,25.453,-2.807,,0.0,26.059,-5.867,20.192,0.0,0.0,0.0,20.192,0.0,20.192,0.0,0.0,20.192,20.192,0.0,84.872,0.24,0.24,0.24,85.27,0.24,0.24,0.24,
09/30/2009,641.56,602.624,38.936,-450.063,383.958,66.433,191.497,0.0,-145.714,21.385,57.896,45.783,-24.903,24.903,25.493,-0.59,,0.0,20.88,-4.422,16.458,0.0,0.0,0.0,16.458,0.0,16.458,0.0,0.0,16.458,-4.342,-20.8,84.93,0.19,0.19,-0.051124,85.662,0.19,0.19,-0.052815,
12/31/2009,583.9,564.7,19.2,-405.9,342.5,63.8,178.0,0.0,-118.3,33.8,20.7,59.7,-25.8,25.8,26.1,-0.3,,0.0,33.9,-9.5,24.4,0.0,0.0,0.0,24.4,0.0,24.4,0.0,0.0,24.4,23.36,-1.04,85.3,0.29,0.29,0.273857,86.3,0.28,0.28,0.267949,
03/31/2010,688.639,665.556,23.083,-490.559,426.352,64.731,198.08,0.0,-131.285,27.847,38.707,66.795,-19.973,23.753,25.216,-1.463,,-3.78,46.822,-13.196,33.626,0.0,0.0,0.0,33.626,0.0,33.626,0.0,0.0,33.626,2.20955,-31.41645,86.137,0.39,0.39,0.025652,87.393,0.39,0.39,0.025652,
06/30/2010,810.148,776.641,33.507,-667.893,534.977,164.88,142.255,0.0,-253.06,8.544,79.636,-110.805,-24.945,24.945,25.23,-0.285,,0.0,-135.75,47.036,-88.714,0.0,0.0,0.0,-88.714,0.0,-88.714,0.0,0.0,-88.714,-91.054,-2.34,100.664,-0.88,-0.88,-0.904534,100.664,-0.88,-0.88,-0.904534,
09/30/2010,810.164,797.881,12.283,-656.572,579.733,108.289,153.592,0.0,-184.049,7.428,68.332,-30.457,-24.599,25.481,25.779,-0.298,,-0.882,-55.056,13.632,-41.424,0.0,0.0,0.0,-41.424,0.0,-41.424,0.0,0.0,-41.424,-42.6473,-1.2233,101.581,-0.41,-0.41,-0.419835,101.581,-0.41,-0.41,-0.422043,
12/31/2010,730.0,713.5,16.5,-603.9,514.1,109.4,126.1,0.0,-189.9,27.7,52.8,-63.8,-25.8,25.8,26.0,-0.2,,0.0,-89.6,19.5,-70.1,0.0,0.0,0.0,-70.1,0.0,-70.1,0.0,0.0,-70.1,-66.265,3.835,101.8,-0.69,-0.69,-0.650933,101.8,-0.69,-0.69,-0.652328,
03/31/2011,949.756,931.622,18.134,-706.24,620.238,108.542,243.516,0.0,-228.076,16.004,103.53,15.44,-25.455,25.455,25.751,-0.296,,0.0,-10.015,2.341,-7.674,0.0,0.0,0.0,-7.674,0.0,-7.674,0.0,0.0,-7.674,2.18,9.854,102.326,-0.07,-0.07,0.021304,102.326,-0.07,-0.07,0.021304,
06/30/2011,1001.625,,,,,,161.261625,,,,,141.767,,,,,,,104.56,,58.5,,,,,,58.5,,,58.5,62.25,,,0.538,0.538,0.608,,0.538,0.538,0.608,
09/30/2011,1031.375,,,,,,174.302375,,,,,172.0,,,,,,,141.2,,108.8,,,,,,108.8,,,108.8,89.325,,,1.045,1.045,0.833,,1.045,1.045,0.833,
