Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,112.138,42.979002,4.579,38.400002,15.692,,,18.92,,,,,5.102,,,,82.693001,15.397,36.202,-20.805,14.048,,,0.0,,,,0.0,29.445001,,2.794,2.794,,,,0.0,,,,17.567,,,17.567,20.361,0.0,,,,0.0,,,,,,0.0,0.0,20.361,0.0,44.702999,,,0.0,,47.074001,91.777,0.0,91.777,112.138,
12/31/1992,114.693001,50.578001,10.128,40.450001,14.481,,,15.031,,,,,5.505,,,,85.595001,14.906,37.221001,-22.315001,14.192,,,0.0,,,,0.0,29.098,,2.547,2.547,,,,0.0,,,,16.54,,,16.54,19.087,0.0,,,,0.0,,,,,,0.0,0.0,19.087,0.0,46.535999,,,0.0,,49.07,95.605999,0.0,95.605999,114.692999,
03/31/1993,123.518997,55.684998,18.209999,37.474998,17.239,,,16.950001,,,,,5.402,,,,95.276001,14.321,38.117001,-23.796,13.922,,,0.0,,,,0.0,28.243,,4.256,4.256,,,,0.0,,,,18.685,,,18.685,22.941,0.0,,,,0.0,,,,,,0.0,0.0,22.941,0.0,50.368999,,,0.0,,50.209,100.577999,0.0,100.577999,123.518999,
06/30/1993,131.100998,62.892,22.691999,40.200001,18.226999,,,17.657,,,,,5.002,,,,103.778,13.672,38.903,-25.231001,13.651,,,0.0,,,,0.0,27.323,,3.634,3.634,,,,0.0,,,,22.123,,,22.123,25.757,0.0,,,,0.0,,,,,,0.0,0.0,25.757,0.0,50.529999,,,0.0,,54.813999,105.343998,0.0,105.343998,131.100998,
09/30/1993,142.164993,72.730001,31.24,41.490002,21.027,,,16.195,,,,,5.099,,,,115.051003,13.733,39.698002,-25.965,13.381,,,0.0,,,,0.0,27.113999,,4.18,4.18,,,,0.0,,,,25.038001,,,25.038001,29.218,0.0,,,,0.0,,,,,,0.0,0.0,29.218,0.0,51.863998,,,0.0,,61.083,112.946999,0.0,112.946999,142.164999,
12/31/1993,155.757004,81.637001,16.832001,64.805,21.858,,,16.242001,,,,,9.216,,,,128.953003,13.693,41.235001,-27.542,13.111,,,0.0,,,,0.0,26.804,,5.312,5.312,,,,0.0,,,,28.745999,,,28.745999,34.057999,0.0,,,,0.0,,,,,,0.0,0.0,34.057999,0.0,51.433998,,,0.0,,70.264999,121.698997,0.0,121.698997,155.756996,
03/31/1994,167.910004,91.859999,18.705,73.154999,24.542,,,16.513,,,,,8.962,,,,141.876999,13.542,40.951,-27.409,12.491,,,0.0,,,,0.0,26.033,,6.454,6.454,,,,0.0,,,,30.229998,,,30.229998,36.683998,0.0,,,,0.0,,,,,,0.0,0.0,36.683998,0.0,53.304001,,,0.0,,77.921997,131.225998,0.0,131.225998,167.909996,
06/30/1994,180.272995,98.290001,37.014999,61.275002,26.098,,,20.061001,,,,,9.323,,,,153.772003,14.25,,,12.251,,,0.0,,,,0.0,26.501,,8.64,8.64,,,,0.0,,,,31.254001,,,31.254001,39.894001,0.0,,,,0.0,,,,,,0.0,0.0,39.894001,0.0,54.165001,,,0.0,,86.213997,140.378998,0.0,140.378998,180.272999,
09/30/1994,188.188004,101.426998,59.216999,42.209999,26.202999,,,23.174,,,,,9.365,,,,160.169006,15.908,,,12.111,,,0.0,,,,0.0,28.019,,4.987,4.987,,,,0.0,,,,33.276,,,33.276,38.263,0.0,,,,0.0,,,,,,0.0,0.0,38.263,0.0,55.263,,,0.0,,94.662003,149.925003,0.0,149.925003,188.188004,
12/31/1994,213.882004,92.594002,41.639,50.955002,31.662001,,,38.477001,,,,,14.609,,,,177.341995,18.212,50.259998,-32.048,11.772,,,6.556,,,,6.556,36.54,,11.313,11.313,,,,0.0,,,,44.549999,,,44.549999,55.862999,0.0,,,,0.0,,,,,,0.0,0.0,55.862999,0.0,73.146004,,,0.0,,84.873001,158.019005,0.0,158.019005,213.882004,
03/31/1995,244.046997,108.154999,57.445,50.709999,43.903999,,,37.403,,,,,15.748,,,,205.210007,21.187,,,17.65,,,,,,,,38.837,,14.115,14.115,,,,0.0,,,,55.005003,,,55.005003,69.120003,0.0,,,,0.0,,,,,,0.0,0.0,69.120003,0.0,74.957001,,,0.0,,99.970001,174.927002,0.0,174.927002,244.047005,
06/30/1995,503.838989,323.653004,53.953999,269.699005,52.903,,,38.283001,,,,,20.919001,,,,435.757996,44.48,,,23.601,,,,,,,,68.080999,,17.538,17.538,,,,0.0,,,,60.948,,,60.948,78.486,230.0,,,,0.0,,,,,,0.0,230.0,308.486,0.0,75.750999,,,0.0,,119.601997,195.352997,0.0,195.352997,503.838997,
09/30/1995,563.197021,341.833,58.375999,283.457001,65.497002,,,42.368999,,,,,26.671,,,,476.369995,49.202999,,,37.624001,,,,,,,,86.827,,19.523001,19.523001,,,,0.0,,,,78.165003,,,78.165003,97.688004,244.399994,,,,0.0,,,,,,0.0,244.399994,342.087997,0.0,77.778,,,0.0,,143.330994,221.108994,0.0,221.108994,563.196991,
12/31/1995,715.554016,365.218995,79.408997,285.809998,54.518002,,,55.421001,,,,,42.848999,,,,518.007019,54.846001,94.653,-39.806999,131.330994,,,11.37,,,,11.37,197.546995,,17.049,17.049,,,,61.919998,,,,92.796001,,,92.796001,171.764999,288.600006,,,,0.0,,,,,,0.0,288.600006,460.365005,0.0,83.445,,,0.0,,171.744003,255.189003,0.0,255.189003,715.554008,
03/31/1996,735.30603,349.665992,102.478996,247.186996,60.362,,,75.146004,,,,,48.959999,,,,534.133972,57.935001,,,143.237,,,,,,,,201.172001,,24.039,24.039,,,,53.799999,,,,127.866003,,,127.866003,205.705002,239.600006,,,,0.0,,,,,,0.0,239.600006,445.305008,0.0,86.817001,,,0.0,,203.184006,290.001007,0.0,290.001007,735.306015,
06/30/1996,762.309998,291.350998,104.067001,187.283997,40.048,,,101.124001,,,,,47.09,,,,479.613007,64.067001,,,218.630005,,,,,,,,282.697006,,21.455,21.455,,,,42.119999,,,,97.031004,,,97.031004,160.606003,286.160004,,,,0.0,,,,,,0.0,286.160004,446.766006,0.0,88.095001,,,0.0,,227.449005,315.544006,0.0,315.544006,762.310013,
09/30/1996,763.598999,285.636009,66.885002,218.751007,54.282001,,,89.429001,,,,,46.221001,,,,475.567993,71.005997,,,217.024994,,,,,,,,288.030991,,5.915,5.915,,,,98.279999,,,,90.730004,,,90.730004,194.925003,230.0,,,,0.0,,,,,,0.0,230.0,424.925003,0.0,88.385002,,,0.0,,250.289001,338.674004,0.0,338.674004,763.599007,
12/31/1996,778.211975,280.849998,70.788002,210.061996,68.486,,,75.797997,,,,,47.853001,,,,472.987,89.804001,141.334,-51.529999,206.671005,,,8.75,,,,8.75,305.225006,,13.279,13.279,,,,56.16,,,,108.527995,,,108.527995,177.966995,230.0,,,,0.0,,,,,,0.0,230.0,407.966995,0.0,90.643997,,,0.0,,279.601013,370.24501,0.0,370.24501,778.212006,
03/31/1997,873.85199,362.770996,67.035004,295.735992,72.750999,,,62.028999,,,,,53.360001,,,,550.911011,213.871994,,,109.069,,,,,,,,322.940994,,24.101999,24.101999,,,,56.16,,,,149.323008,,,149.323008,229.585007,230.0,,,,0.0,,,,,,0.0,230.0,459.585007,0.0,100.610001,,,0.0,,313.657013,414.267014,0.0,414.267014,873.852021,
06/30/1997,915.057983,373.426018,66.467003,306.959015,57.992001,,,71.987999,,,,,76.401001,,,,579.807007,130.335999,187.417999,-57.082001,204.914993,,,,,,,,335.250992,,27.115,27.115,,,,56.16,,,,140.223001,,,140.223001,223.498001,230.0,,,,0.0,,,,,,0.0,230.0,453.498001,0.0,108.174004,,,0.0,,353.385986,461.55999,0.0,461.55999,915.057991,
09/30/1997,980.427002,410.792984,87.281998,323.510986,49.258999,,,97.913002,,,,,71.316002,,,,629.281006,148.468002,202.041,-53.573002,202.677994,,,,,,,,351.145996,,32.534,32.534,,,,56.16,,,,149.854996,,,149.854996,238.548996,230.0,,,,0.0,,,,,,0.0,230.0,468.548996,0.0,119.681,,,0.0,,392.196991,511.877991,0.0,511.877991,980.426987,
12/31/1997,952.518005,377.569014,22.761,354.808014,55.250999,,,98.883003,,,,,84.499001,,,,616.202026,152.417007,210.210999,-57.793999,179.167007,,,4.732,,,,4.732,336.316014,,20.649,20.649,,,,0.0,,,,165.181994,,,165.181994,185.830994,230.0,,,,0.0,,,,,,0.0,230.0,415.830994,0.0,123.633003,,,0.0,,413.053986,536.686989,0.0,536.686989,952.517983,
03/31/1998,986.61499,413.033012,64.303001,348.730011,55.036999,,,97.258003,,,,,91.188004,,,,656.515991,151.759995,211.671005,-59.910999,178.339005,,,,,,,,330.099,,25.297001,25.297001,,,,0.0,,,,171.049999,,,171.049999,196.347,230.0,,,,0.0,,,,,,0.0,230.0,426.347,0.0,112.079002,,,0.0,,448.188995,560.267997,0.0,560.267997,986.614997,
06/30/1998,991.883972,443.755997,63.876999,379.878998,60.791,,,77.236,0.266,56.213001,20.757,,91.634003,,,,673.416992,152.587997,217.098999,-64.511002,165.878998,,,,0.0,,,0.0,318.466995,,22.482,22.482,,,,0.0,,,,174.788004,,,174.788004,197.270004,0.0,,,,0.0,,,,,,0.0,0.0,197.270004,0.0,309.80899,,,0.0,,484.804993,794.613983,0.0,794.613983,991.883987,
09/30/1998,1031.543945,494.852997,88.408997,406.444,64.667,,,70.039001,0.101,50.563999,19.374001,,94.695,,,,724.254028,152.981003,222.938004,-69.957001,154.309006,,,,0.0,,,0.0,307.290009,,13.361,13.361,,,,0.0,,,,189.178993,,,189.178993,202.539993,0.0,,,,0.0,,,,,,0.0,0.0,202.539993,0.0,304.056,,,0.0,,524.947998,829.003998,0.0,829.003998,1031.543991,
12/31/1998,1093.331055,579.106003,131.029007,448.076996,56.138,,,69.869003,,,,,94.419998,,,,799.53302,152.320007,227.636002,-75.316002,141.477997,,,,,,,,293.798004,,14.479,14.479,,,,0.0,,,,197.131001,,,197.131001,211.610001,0.0,,,,0.0,,,,,,0.0,0.0,211.610001,0.0,314.279999,,,-60.348,,627.788979,881.720978,0.0,881.720978,1093.330979,
03/31/1999,1133.758057,590.89502,178.880005,412.015015,52.167,,,74.529999,0.081,49.453999,24.995001,0.0,92.182999,,,,809.775024,151.731995,232.912994,-81.181,172.251007,,,0.0,0.0,0.0,0.0,0.0,323.983002,,16.664,16.664,,,,0.0,0.0,0.0,0.0,181.612001,,,181.612001,198.276001,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,198.276001,0.0,321.06601,,,,,614.416016,935.482026,0.0,935.482026,1133.758027,
06/30/1999,1225.974976,675.770004,182.796005,492.973999,77.907997,,,65.861,0.057,45.990002,19.813999,0.0,93.945999,,,,913.484985,150.621002,234.227005,-83.606003,161.869003,,,0.0,0.0,0.0,0.0,0.0,312.490005,,7.549,7.549,,,,0.0,0.0,0.0,0.0,193.544994,,,193.544994,201.093994,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,201.093994,0.0,359.386993,,,,,665.494019,1024.881012,0.0,1024.881012,1225.975006,
09/30/1999,1345.199951,786.168975,175.037994,611.130981,91.164001,,,58.834999,0.075,38.84,19.92,0.0,100.408997,,,,1036.577026,152.082001,240.173004,-88.091003,156.541,,,0.0,0.0,0.0,0.0,0.0,308.623001,,19.688999,19.688999,,,,0.0,0.0,0.0,0.0,239.696011,,,239.696011,259.38501,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,259.38501,0.0,364.748993,,,,,721.065979,1085.814972,0.0,1085.814972,1345.199982,
12/31/1999,1439.598999,845.666001,164.257004,681.408997,90.100998,,,64.027,,40.612,23.415001,0.0,107.091003,,,,1106.88501,155.216995,245.039993,-89.822998,173.699997,,,3.797,0.0,0.0,0.0,3.797,332.713992,,32.271999,32.271999,,,,0.0,0.0,0.0,0.0,289.254002,,,289.254002,321.526001,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,321.526001,0.0,326.638,,,-87.053001,,878.487999,1118.072998,0.0,1118.072998,1439.598999,
03/31/2000,1589.649048,930.700989,270.161011,660.539978,119.334,,,81.597,0.0,56.553001,25.044001,0.0,118.738998,,,,1250.370972,163.375,258.382996,-95.008003,175.903,,,0.0,0.0,0.0,0.0,0.0,339.278,,33.970001,33.970001,,,,0.0,0.0,0.0,0.0,329.272003,,,329.272003,363.242004,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,363.242004,0.0,361.214996,,,,,865.192017,1226.407013,0.0,1226.407013,1589.649017,
06/30/2000,1662.136963,883.546021,303.580994,579.965027,163.136993,,,117.874001,0.0,85.668999,32.205002,0.0,122.186996,,,,1286.744019,176.492004,277.723999,-101.232002,198.901001,,,0.0,0.0,0.0,0.0,0.0,375.393005,,56.298,56.298,,,,0.0,0.0,0.0,0.0,398.674992,,,398.674992,454.972992,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,454.972992,0.0,412.040985,,,,,795.122986,1207.163971,0.0,1207.163971,1662.136963,
09/30/2000,1922.016,1022.805,296.788,726.017,170.729,170.729,,177.339,121.29,121.290001,56.049,0.0,151.02,,,,1521.893,181.077,287.577,-106.5,202.207,,,0.0,0.0,0.0,0.0,0.0,383.284,,81.698,81.698,,,,0.0,0.0,0.0,0.0,454.518,,,454.518,536.216,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,536.216,0.0,478.432,,,,953.263,-45.895,1385.8,0.0,1385.8,1922.016,
12/31/2000,2004.134,1133.609,496.385,637.224,168.94,168.94,,273.562,203.681,,69.881,0.0,193.248,,,,1769.359,207.858,323.79,-115.932,26.917,,,,0.0,0.0,0.0,0.0,234.775,,86.409,86.409,,,,0.0,0.0,0.0,0.0,669.795,,,669.795,756.204,0.0,0.0,0.0,0.0,,,,,,,,0.0,756.204,0.0,389.573,,,0.0,908.196,-49.839,1247.93,0.0,1247.93,2004.134,
03/31/2001,1735.850952,925.947982,250.160995,675.786987,74.222,,,314.496002,0.0,239.276001,75.220001,0.0,178.296005,,,,1492.962036,217.893997,343.498993,-125.605003,24.995001,,,0.0,0.0,0.0,0.0,0.0,242.888998,,38.633999,38.633999,,,,0.0,0.0,0.0,0.0,423.131016,,,423.131016,461.765015,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,461.765015,0.0,381.317993,,,0.0,,892.768005,1274.085998,0.0,1274.085998,1735.851013,
06/30/2001,1508.438965,832.950012,159.994995,672.955017,52.558998,,,175.940002,0.0,131.585007,44.355,0.0,194.460999,,,,1255.910034,233.210007,365.834991,-132.625,19.319,,,0.0,0.0,0.0,0.0,0.0,252.529007,,29.25,29.25,,,,0.0,0.0,0.0,0.0,331.251007,,,331.251007,360.501007,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,360.501007,0.0,384.997986,,,0.0,,762.940002,1147.937988,0.0,1147.937988,1508.438995,
09/30/2001,1390.060059,750.684013,123.254997,627.429016,66.325996,,,142.725998,0.0,108.583,34.143002,0.0,181.886993,,,,1141.623047,231.397003,373.457001,-142.059998,0.0,,,17.040001,0.0,0.0,0.0,17.040001,248.437004,,21.537001,21.537001,,,,0.0,0.0,0.0,0.0,250.149004,,,250.149004,271.686005,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,271.686005,0.0,373.101013,,,0.0,,745.27301,1118.374023,0.0,1118.374023,1390.060028,
12/31/2001,1361.427002,805.691009,145.048004,660.643005,33.931,,,77.611,0.0,50.417,27.194,0.0,212.115005,,,,1129.348022,217.281998,368.06601,-150.783997,14.797,,,0.0,0.0,0.0,0.0,0.0,232.078998,,17.573,17.573,,,,0.0,0.0,0.0,0.0,229.354002,,,229.354002,246.927002,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,246.927002,0.0,395.134003,,,-230.781998,,950.148026,1114.500031,0.0,1114.500031,1361.427033,
03/31/2002,1365.276001,899.367981,259.184998,640.182983,62.91,,,50.674,0.0,29.368999,21.305,0.0,133.998001,,,,1146.949951,206.285995,366.768005,-160.481995,12.04,,,0.0,0.0,0.0,0.0,0.0,218.325995,,17.951,17.951,,,,0.0,0.0,0.0,0.0,217.912998,,,217.912998,235.863998,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,235.863998,0.0,400.315002,,,0.0,,729.096985,1129.411987,0.0,1129.411987,1365.275985,
06/30/2002,1356.840942,894.438018,231.162994,663.275024,80.619003,,,31.778999,0.0,18.976999,12.802,0.0,140.565994,,,,1147.401978,198.266006,368.562988,-170.296997,11.173,,,0.0,0.0,0.0,0.0,0.0,209.439006,,20.958,20.958,,,,0.0,0.0,0.0,0.0,244.24601,,,244.24601,265.20401,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,265.20401,0.0,386.959991,,,0.0,,704.677002,1091.636993,0.0,1091.636993,1356.841003,
09/30/2002,1328.239014,885.304001,180.421005,704.882996,63.023998,,,36.105999,0.0,22.987,13.119,0.0,142.438004,,,,1126.871948,191.061996,370.487,-179.425003,10.305,,,0.0,0.0,0.0,0.0,0.0,201.366996,,18.992001,18.992001,,,,0.0,0.0,0.0,0.0,224.364002,,,224.364002,243.356003,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,243.356003,0.0,378.510986,,,0.0,,706.372009,1084.882995,0.0,1084.882995,1328.238998,
12/31/2002,1371.737061,942.659027,255.397003,687.262024,57.111,,,39.089001,0.0,28.841,10.248,0.0,137.317001,,,,1176.176025,183.998993,366.519989,-182.520996,0.0,,,11.562,0.0,0.0,0.0,11.562,195.560993,,22.759001,22.759001,,,,0.0,0.0,0.0,0.0,217.742006,,,217.742006,240.501007,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,240.501007,0.0,403.701996,,,0.0,,727.533997,1131.235993,0.0,1131.235993,1371.737,
03/31/2003,1419.869019,985.373017,373.160004,612.213013,88.136002,,,30.351999,0.0,21.785999,8.566,0.0,126.987999,,,,1230.848999,178.175995,368.401001,-190.225006,0.0,,,10.844,0.0,0.0,0.0,10.844,189.019995,,21.606001,21.606001,,,,0.0,0.0,0.0,0.0,247.638994,,,247.638994,269.244995,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,269.244995,0.0,404.546997,,,0.0,,746.077026,1150.624023,0.0,1150.624023,1419.869018,
06/30/2003,1499.265991,1075.881989,459.410004,616.471985,79.515999,,,28.944,0.0,21.368999,7.575,0.0,133.151001,,,,1317.493042,172.770996,366.893005,-194.121994,0.0,,,9.002,0.0,0.0,0.0,9.002,181.772996,,43.970001,43.970001,,,,0.0,0.0,0.0,0.0,281.401001,,,281.401001,325.371002,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,325.371002,0.0,407.291992,,,0.0,773.252991,-6.649964,1173.895019,0.0,1173.895019,1499.266021,
09/30/2003,1513.177979,1087.736999,321.971008,765.765991,62.367001,,,43.151001,0.0,32.765999,10.385,0.0,131.263,,,,1324.517944,167.184006,363.808014,-196.623993,14.452,,,7.024,0.0,0.0,0.0,7.024,188.660006,,42.766998,42.766998,,,,0.0,0.0,0.0,0.0,299.916016,,,299.916016,342.683014,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,342.683014,0.0,395.945007,,,0.0,778.888,-4.338012,1170.494995,0.0,1170.494995,1513.178009,
12/31/2003,1487.605957,1031.890015,258.830994,773.059021,87.204002,,,44.583,0.0,32.882,11.701,0.0,106.355003,,,,1270.031982,160.923996,365.721008,-204.796997,14.451,,,42.199001,0.0,0.0,0.0,42.199001,217.573997,,20.992001,20.992001,,,,0.0,0.0,0.0,0.0,364.209995,,,364.209995,385.201996,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,385.201996,0.0,365.959015,,,0.0,738.419983,-1.974976,1102.404022,0.0,1102.404022,1487.606018,
04/02/2004,1545.930054,1054.022003,346.368011,707.653992,129.649002,,,46.674,0.0,40.459,6.215,0.0,116.903999,,,,1347.25,158.371994,369.540985,-211.169006,0.0,,,40.308998,4.579,0.0,4.579,35.729998,198.680992,,44.215,44.215,,,,0.0,0.0,0.0,0.0,376.370999,,,376.370999,420.585999,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,420.585999,0.0,363.009003,,,0.0,762.429993,-0.094971,1125.344025,0.0,1125.344025,1545.930024,
07/02/2004,1591.550049,1079.042022,458.71701,620.325012,132.554001,,,50.244999,0.0,39.106998,11.138,0.0,131.272003,,,,1393.109985,157.283005,373.493988,-216.210999,0.0,,,41.157001,5.171,0.0,5.171,35.986001,198.440006,,58.216999,58.216999,,,,0.0,0.0,0.0,0.0,399.509991,,,399.509991,457.72699,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,457.72699,0.0,357.627014,,,0.0,777.249023,-1.050048,1133.825989,0.0,1133.825989,1591.552979,
10/01/2004,1653.290039,1148.524964,617.875977,530.648987,61.592999,,,59.707001,0.0,51.694,8.013,0.0,179.177002,,,,1449.0,156.970001,377.561005,-220.591003,0.0,,,47.317001,4.557,0.0,4.557,42.760001,204.287002,,30.468,30.468,,,,0.0,0.0,0.0,0.0,419.560015,,,419.560015,450.028015,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,450.028015,0.0,359.946991,,,0.0,844.359985,-1.045959,1203.261017,0.0,1203.261017,1653.289032,
