Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Discontinued Operations,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/03/1996,1402.775024,110.814998,98.129997,12.685,122.453003,,,644.513977,,,,,48.089001,,,,925.870972,292.494995,412.990997,-120.496002,0.0,184.408997,,,,,,184.408997,476.903992,,273.632996,273.632996,,,,8.267,,,,,139.640989,,,139.640989,421.540985,343.647003,,,,26.171,,,26.171,369.818003,791.358988,0.0,466.778992,,,-0.346,,144.982993,611.415985,0.0,611.415985,1402.774973,
05/04/1996,1506.31604,98.864003,93.258003,5.606,138.167007,,,697.518982,,,,,68.352997,,,,1002.903015,311.867004,449.821991,-137.955002,0.0,191.546005,,,,,,191.546005,503.41301,,326.381012,326.381012,,,,16.951,,,,,143.715992,,,143.715992,487.048004,358.825012,,,,29.962999,,,29.962999,388.788012,875.836016,0.0,472.936005,,,-0.346,,157.890006,630.480011,0.0,630.480011,1506.316027,
08/03/1996,1625.33606,47.729999,45.189999,2.54,191.102005,,,764.364014,,,,,65.901001,,,,1069.097046,355.804993,507.651001,-151.845993,0.0,200.434006,,,,,,200.434006,556.238998,,388.324005,388.324005,,,,7.414,,,,,132.741975,,,132.741975,528.47998,413.520996,,,,31.556,,,31.556,445.076996,973.556976,0.0,479.32901,,,-0.346,,172.795997,651.779007,0.0,651.779007,1625.335983,
11/02/1996,1783.614014,76.434997,68.269997,8.165,219.451996,,,817.422974,,,,,72.039001,,,,1185.348999,399.455994,567.34198,-167.886002,0.0,198.809006,,,,,,198.809006,598.264999,,439.187988,439.187988,,,,7.52,,,,,171.607991,,,171.607991,618.315979,439.598999,,,,33.528,,,33.528,473.126999,1091.442978,0.0,484.037994,,,-0.346,,208.478996,692.17099,0.0,692.17099,1783.613968,
02/01/1997,1955.635986,132.220004,117.035004,15.185,211.459,,,845.854004,0.0,0.0,845.854004,,72.791,,,,1262.323975,478.957001,695.737976,-216.781006,0.0,214.354996,81.306,,,,,133.048996,693.311996,,448.967987,448.967987,,,,8.285,,,,,181.236027,,,181.236027,638.489014,402.984985,,,,38.339001,,,38.339001,441.323986,1079.813,0.0,508.994995,,,-0.346,,367.174003,875.822998,0.0,875.822998,1955.635998,
05/03/1997,1889.31,171.658,166.795,4.863,173.932,173.932,,828.45,,,,,61.042,,,,1235.082,460.429,648.503,-188.074,,193.799,84.235,84.235,0.0,,36.034,73.53,654.228,,454.618,454.618,,,,6.276,,,,,166.768,,,166.768,627.662,456.576,,,,34.295,,,34.295,490.871,1118.533,,512.462,,,-0.346,261.589,-2.928,770.777,,770.777,1889.31,
08/02/1997,2088.092,101.339,99.17,2.169,173.812,173.812,,1012.623,,,,,68.395,,,,1356.169,508.635,730.331,-221.696,,223.288,140.526,140.526,0.0,,,82.762,731.923,,549.731,549.731,,,,40.799,,,,,204.542,,,204.542,795.072,459.696,,,,35.422,,,35.422,495.118,1290.19,,525.509,,,-0.346,276.392,-3.835,797.72,0.182,797.902,2088.092,
11/01/1997,2332.874,228.364,227.603,0.761,216.139,216.139,,1050.205,,,,,63.087,,,,1557.795,551.407,792.516,-241.109,,223.672,139.86,139.86,0.0,,,83.812,775.079,,626.818,626.818,,,,43.096,,,,,253.317,,,253.317,923.231,510.174,,,,37.139,,,37.139,547.313,1470.544,,547.268,,,-0.346,319.852,-4.602,862.172,0.158,862.33,2332.874,
01/31/1998,2638.862061,386.990013,381.088013,5.902,203.143005,,,1124.641968,0.0,0.0,1124.641968,,71.364998,,,,1786.140015,610.262024,920.963013,-310.700989,0.0,242.460007,139.753006,,,,,102.707001,852.722031,,672.955994,672.955994,,,,43.500999,,,,,266.022987,,,266.022987,982.47998,518.958984,,,,42.803001,,,42.803001,561.761986,1544.241966,0.0,594.049988,,,-0.346,,500.780998,1094.484985,0.135,1094.619985,2638.861952,
08/01/1998,2674.868,95.205,93.762,1.443,254.641,254.641,,1293.654,,,,,80.825,,,,1724.325,701.801,1054.716,-352.915,,248.742,135.818,135.818,0.0,,,112.924,950.543,,701.198,701.198,,,,4.443,,,,,310.523,,,310.523,1016.164,505.935,,,,48.708,,,48.708,554.643,1570.807,,632.137,,,-8.238,492.977,-12.79,1104.086,-0.025,1104.061,2674.868,
10/31/1998,2894.677,195.104,193.645,1.459,270.421,270.421,,1303.329,,,,,96.079,,,,1864.933,776.898,1156.41,-379.512,,252.846,134.917,134.917,0.0,,,117.929,1029.744,,726.537,726.537,,,,3.42,,,,,395.744,,,395.744,1125.701,531.76,,,,49.403,,,49.403,581.163,1706.864,,647.592,,,-8.238,562.12,-13.661,1187.813,,1187.813,2894.677,
01/30/1999,3179.266113,375.421011,357.993011,17.427999,221.835999,,,1340.432007,0.0,0.0,1340.432007,0.0,126.411003,,,,2064.100098,840.289001,1243.80896,-403.519989,0.0,274.877014,148.201004,,,,,126.67601,1115.166016,,794.427002,794.427002,,,,32.594002,,,,,438.311028,,,438.311028,1265.332031,205.014999,,,,52.033001,,,52.033001,257.048,1522.380032,0.0,1043.470947,,,-8.238,,621.652978,1656.885925,0.0,1656.885925,3179.265957,
05/01/1999,3248.24707,175.167997,151.669998,23.497999,342.674988,,,1305.170044,0.0,0.0,1305.170044,0.0,115.075996,,,,1938.088989,884.106018,1319.458008,-435.35199,0.0,426.052002,300.980988,300.980011,0.000977,,,125.071014,1310.15802,,778.250977,778.250977,,,,35.782001,,,,,471.454083,,,471.454083,1285.487061,204.270004,,,,53.912998,,,53.912998,258.183002,1543.670063,0.0,1065.416016,,,-35.962002,,675.123013,1704.577027,0.0,1704.577027,3248.24709,
07/31/1999,3405.246,1.252,0.0,1.252,,,,1518.768,0.0,0.0,1518.767944,0.0,509.211,,,,2029.231,926.563,1376.326,-449.763,20.906,428.546,301.323,301.323,0.0,,,127.223,1376.015,,863.878,863.878,,,,43.997,,,,,444.224,,,444.224,1352.099,263.56,,,,55.909,,,55.909,319.469,1671.568,0.0,1096.587,,,-86.484,736.378,-12.803,1733.678,0.0,1733.678,3405.246,
10/30/1999,3735.645,91.375,90.164,1.211,,,,1534.439,,,,,547.689,,,,2173.503,1031.171,1523.207,-492.036,25.665,505.306,378.093,378.093,0.0,,,127.213,1562.142,,935.855,935.855,,,,21.832,,,,,538.793,,,538.793,1496.48,492.91,,,,58.515,,,58.515,551.425,2047.905,,1110.163,,,-242.684,828.914,-8.653,1687.74,,1687.74,3735.645,
01/29/2000,3846.075928,111.554002,110.483002,1.071,360.901001,,,1607.515991,0.0,0.0,1607.515991,0.0,113.480003,,,,2193.450928,1094.761963,1604.682007,-509.920013,34.755001,523.107971,387.595001,,,,,135.51297,1652.624935,,897.52301,897.52301,,,,12.219,,,,,545.162043,,,545.162043,1454.904053,500.903015,,,,61.456001,,,61.456001,562.359016,2017.263069,0.0,1196.802002,,,-318.476013,,950.486999,1828.812988,0.0,1828.812988,3846.076057,
04/29/2000,3980.724,1.698,0.651,1.047,,,,1547.78,0.0,0.0,1547.78,0.0,563.39,,,,2112.868,1131.598,1692.471,-560.873,244.469,491.789,389.406,389.406,0.0,,,102.383,1867.856,,842.113,842.113,,,,27.498,,,,,528.562,,,528.562,1398.173,543.781,,,,93.286,,,93.286,637.067,2035.24,0.0,1213.902,,,-356.448,992.476,95.554,1945.484,0.0,1945.484,3980.724,
07/29/2000,4151.672852,78.574002,77.525002,1.049,445.563995,,,1676.571045,0.0,0.0,1676.571045,0.0,109.044998,,,,2309.753906,1185.947021,1788.051025,-602.104004,152.149994,503.821991,385.927002,385.927002,0.0,,,117.894989,1841.919006,,907.41803,907.41803,,,,34.064999,,,,,481.765018,,,481.765018,1423.248047,826.567993,,,,66.587997,,,66.587997,893.155991,2316.404037,0.0,1233.436035,,,-466.207001,,1068.040009,1835.269043,0.0,1835.269043,4151.67308,
10/28/2000,4253.949219,106.296997,105.268997,1.028,525.387024,,,1667.932007,0.0,0.0,1667.932007,0.0,126.337997,,,,2425.954102,1246.86499,1883.965942,-637.101013,67.344002,513.786011,382.26001,382.26001,0.0,,,131.526001,1827.995003,,1013.416992,1013.416992,,,,1.843,,,,,530.01906,,,530.01906,1545.279053,779.588989,,,,69.261002,,,69.261002,848.849991,2394.129044,0.0,1253.22998,,,-493.937012,,1100.527039,1859.820007,0.0,1859.820007,4253.949051,
02/03/2001,,,,,,,,,,,,,,,,,,,,,,,,238.535995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2001,3847.62,41.848,41.848,,370.52,370.52,,1575.491,0.0,0.0,1575.491,0.0,179.594,,,,2167.453,1320.983,2024.882,-703.899,,359.184,236.89,236.89,0.0,,,122.294,1680.167,,824.66,824.66,,,,220.596,,,,,483.855,,,483.855,1529.111,429.501,,,,74.372,,,74.372,503.873,2032.984,0.0,1297.798,,,-537.621,1047.528,6.931,1814.636,0.0,1814.636,3847.62,
08/04/2001,4001.711914,60.07,60.07,0.0,376.481995,,,1681.80896,0.0,0.0,1681.80896,0.0,181.455994,,,,2299.816895,1349.209961,2104.375977,-755.166016,0.0,352.684998,291.100006,235.242996,55.85701,,,61.584991,1701.894958,,915.064026,915.064026,,,,212.959,,,,,481.284958,,,481.284958,1609.307983,457.851013,,,,91.250999,,,91.250999,549.102013,2158.409996,0.0,1312.762939,,,-505.001007,,1035.540009,1843.301941,0.0,1843.301941,4001.711937,
11/03/2001,4067.635986,111.315002,111.315002,0.0,473.450989,,,1580.921997,0.0,0.0,1580.921997,0.0,186.630997,,,,2352.319092,1361.457031,2167.731934,-806.275024,0.0,353.859985,233.598007,233.598007,0.0,,,120.261978,1715.317017,,956.736023,956.736023,,,,177.141998,,,,,557.266998,,,557.266998,1691.14502,372.424988,,,,77.466003,,,77.466003,449.890991,2141.036011,0.0,1326.342041,,,-556.325989,,1156.583984,1926.600037,0.0,1926.600037,4067.636047,
02/02/2002,4093.035,394.824,394.824,,338.581,338.581,,1459.792,,,,,209.63,,,,2402.827,1358.752,2212.437,-853.685,,331.456,223.718,223.718,0.0,,,107.738,1690.208,,935.442,935.442,,,,4.983,,,,,655.274,,,655.274,1595.699,350.225,,,,92.937,,,92.937,443.162,2038.861,,1364.65,,,-556.338,1272.991,-27.129,2054.174,,2054.174,4093.035,
05/04/2002,4193.568,487.756,487.756,,331.529,331.529,,1480.162,0.0,0.0,1480.162,0.0,197.254,,,,2496.701,1366.427,2282.36,-915.933,0.0,330.44,223.718,223.718,0.0,,,106.722,1696.867,,922.136,922.136,,,,6.699,,,,,611.958,,,611.958,1540.793,356.777,,,,93.533,,,93.533,450.31,1991.103,0.0,1408.59,,,-556.822,1366.86,-16.163,2202.465,0.0,2202.465,4193.568,
08/03/2002,4396.799805,174.880005,174.880005,0.0,242.445007,,,1696.131958,0.0,0.0,1696.131958,0.0,190.317001,,,,2303.773926,1390.427002,2367.216064,-976.789001,0.0,702.598999,567.221008,567.221008,0.0,,,135.377991,2093.026001,,979.731018,979.731018,,,,16.188999,,,,,555.136013,,,555.136013,1551.05603,459.619995,,,,92.971001,,,92.971001,552.590996,2103.647026,0.0,1437.042969,,,-556.822021,,1412.932007,2293.152954,0.0,2293.152954,4396.79998,
11/02/2002,5378.208984,226.188995,226.188995,0.0,431.865997,,,1615.222046,0.0,0.0,1615.222046,0.0,180.653,,,,2453.929932,1430.276978,2491.147949,-1060.870972,0.0,1494.001953,1354.332031,1135.797974,218.534058,,,139.669922,2924.278931,,1121.667969,1121.667969,,,,332.346008,,,,,652.908142,,,652.908142,2106.922119,728.486023,,,,102.617996,,,102.617996,831.104019,2938.026138,0.0,1444.949951,,,-556.812012,1719.090942,-167.045959,2440.182922,0.0,2440.182922,5378.209061,
02/01/2003,5721.388,596.064,596.064,0.0,364.419,364.419,,1555.205,0.0,0.0,1555.205,0.0,201.788,,,,2717.476,1447.752,2570.817,-1123.065,0.0,1556.16,1424.215,1207.824,216.391,,,131.945,3003.912,,1092.172,1092.172,,,,327.671,,,,,755.483,,,755.483,2175.326,732.041,,,,155.129,,,155.129,887.17,3062.496,0.0,1485.132,,,-556.812,1719.091,11.481,2658.892,0.0,2658.892,5721.388,
05/03/2003,5296.043,226.019,226.019,,396.051,396.051,,1452.633,0.0,0.0,1452.633,0.0,229.076,,,,2303.779,1439.967,2630.383,-1190.416,0.0,1552.297,1422.317,1207.824,214.493,,,129.98,2992.264,,1008.625,1008.625,,,,2.017,,,,,664.665,,,664.665,1675.307,744.192,,,,161.435,,,161.435,905.627,2580.934,0.0,1513.795,,,-556.788,1743.847,14.255,2715.109,,2715.109,5296.043,
08/02/2003,5740.795,583.21,583.21,,357.642,357.642,,1578.683,0.0,0.0,1578.683,0.0,245.034,,,,2764.569,1441.148,2687.942,-1246.794,0.0,1535.078,1423.127,1209.785,213.342,,,111.951,2976.226,,1091.85,1091.85,,,,0.716,,,,,657.037,,,657.037,1749.603,725.146,,,,165.495,,,165.495,890.641,2640.244,0.0,1798.6,,,-561.099,1831.639,31.411,3100.551,,3100.551,5740.795,
11/01/2003,6324.894,1048.571,1048.571,,408.862,408.862,,1619.294,0.0,0.0,1619.294,0.0,236.816,,,,3313.543,1476.196,2780.664,-1304.468,,1535.155,1421.263,1209.785,211.478,,,113.892,3011.351,,1276.506,1276.506,,,,3.608,,,,,762.008,,,762.008,2042.122,735.165,,,,161.306,,,161.306,896.471,2938.593,0.0,1887.308,,,-561.099,1997.414,62.678,3386.301,0.0,3386.301,6324.894,
01/31/2004,6503.046,1391.74,457.465,934.275,410.33,410.33,,1465.989,0.0,0.0,1465.989,0.0,210.845,,,,3478.904,1505.301,2872.609,-1367.308,0.0,1518.841,1411.548,1202.007,209.541,,,107.293,3024.142,,1110.631,1110.631,,,,190.15,,,,,822.453,,,822.453,2123.234,567.433,,,,149.479,,,149.479,716.912,2840.146,0.0,1933.695,,,-561.099,2209.302,81.002,3662.9,0.0,3662.9,6503.046,
05/01/2004,6393.995,1418.293,389.818,1028.475,411.49,411.49,,1377.415,0.0,0.0,1377.415,0.0,199.658,,,,3406.856,1475.252,2883.894,-1408.642,0.0,1511.887,1409.56,1202.007,207.553,,,102.327,2987.139,,1058.596,1058.596,,,,180.92,,,,,849.039,,,849.039,2088.555,549.871,,,,161.873,,,161.873,711.744,2800.299,0.0,1968.541,,,-671.698,2235.48,61.373,3593.696,,3593.696,6393.995,
07/31/2004,6468.209,1270.841,876.74,394.101,401.377,401.377,,1591.15,0.0,0.0,1591.15,0.0,196.685,,,,3460.053,1496.009,2963.786,-1467.777,0.0,1512.147,1408.038,1202.007,206.031,,,104.109,3008.156,,1171.873,1171.873,,,,181.799,,,,,684.318,,,684.318,2037.99,553.992,,,,164.39,,,164.39,718.382,2756.372,0.0,2091.196,,,-809.265,2357.969,71.937,3711.837,,3711.837,6468.209,
10/30/2004,7152.071,1642.308,1113.492,528.816,477.068,477.068,,1633.774,0.0,0.0,1633.774,0.0,229.993,,,,3983.143,1533.342,3082.455,-1549.113,,1635.586,1509.527,1290.395,219.132,,,126.059,3168.928,,1394.355,1394.355,,,,192.948,,,,,891.64,,,891.64,2478.943,565.575,,,,173.961,,,173.961,739.536,3218.479,0.0,2159.231,,,-905.81,2566.839,113.332,3933.592,0.0,3933.592,7152.071,
01/29/2005,7071.448,1469.541,997.31,472.231,485.126,485.126,,1602.53,0.0,0.0,1602.53,0.0,224.415,,,,3781.612,1600.874,3149.648,-1548.774,0.0,1688.962,1543.984,1321.464,222.52,,,144.978,3289.836,,1241.433,1241.433,,,,1.244,,,,,954.184,,,954.184,2196.861,557.927,,,,201.464,,,201.464,759.391,2956.252,0.0,2255.435,,,-1072.829,2818.163,114.427,4115.196,0.0,4115.196,7071.448,
04/30/2005,6865.802,1272.299,816.18,456.119,523.492,523.492,,1564.987,0.0,0.0,1564.987,0.0,233.573,,,,3594.351,1588.657,3196.924,-1608.267,0.0,1682.794,1565.906,1335.416,230.49,,,116.888,3271.451,,1212.831,1212.831,,,,1.165,,,,,888.417,,,888.417,2102.413,541.16,,,,226.08,,,226.08,767.24,2869.653,0.0,2300.848,,,-1264.521,2854.673,100.83,3991.83,4.319,3996.149,6865.802,
