Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2003,1497.9,50.4,50.4,0.0,466.8,466.8,,,294.2,79.4,113.2,228.1,0.0,74.8,,,,,,,886.2,317.7,712.6,-394.9,0.0,,294.0,181.7,111.9,69.8,,112.3,611.7,,468.1,468.1,,,,33.2,33.2,0.0,0.0,,,269.3,,,,,269.3,770.6,235.1,235.1,0.0,0.0,,129.0,,,129.0,364.1,1134.7,0.0,548.2,,,0.0,-35.0,-150.0,363.2,0.0,363.2,1497.9,
12/31/2003,1597.099976,29.0,29.0,0.0,544.099976,,,,286.799988,79.300003,111.900002,225.5,-129.899994,89.5,,,,,,,949.400024,327.899994,719.400024,-391.5,0.0,,319.799988,189.399994,118.199997,71.199997,,130.399994,647.699982,,272.399994,272.399994,,,,20.4,20.1,0.3,0.3,,,576.999994,,,,,576.999994,869.799988,201.100006,200.700006,0.4,0.4,,76.300003,,,76.300003,277.400009,1147.199997,0.0,581.200012,,,-3.0,-11.8,-123.099994,443.300018,6.6,449.900018,1597.100015,
03/31/2004,1639.1,38.3,38.3,0.0,562.5,671.7,,,303.2,77.6,130.9,225.1,-130.4,79.9,,,,,,,983.9,323.5,725.0,-401.5,0.0,,331.7,189.0,117.0,72.0,,142.7,655.2,,256.6,256.6,,,,44.5,44.5,0.0,0.0,,,563.5,,,,,563.5,864.6,201.1,201.1,0.0,0.0,,109.9,,,109.9,311.0,1175.6,0.0,594.0,,,0.0,-16.2,-121.6,456.2,7.3,463.5,1639.1,
06/30/2004,1674.8,101.5,101.5,0.0,561.9,561.9,,,288.6,76.4,124.3,221.8,-133.9,67.2,,,,,,,1019.2,319.7,731.4,-411.7,0.0,,335.9,186.0,115.2,70.8,,149.9,655.6,,275.1,275.1,,,,40.6,40.6,0.0,0.0,,,597.6,,,,,597.6,913.3,172.9,172.9,0.0,0.0,,97.0,,,97.0,269.9,1183.2,0.0,604.0,,,0.0,7.9,-120.3,491.6,0.0,491.6,1674.8,
09/30/2004,1701.2,35.8,35.8,0.0,641.2,641.2,,,299.6,81.7,125.0,229.6,-136.7,101.0,,,,,,,1077.6,318.4,741.4,-423.0,0.0,,305.2,188.2,118.2,70.0,,117.0,623.6,,292.0,292.0,,,,30.4,30.4,0.0,0.0,,,580.7,,,,,580.7,903.1,172.6,172.6,0.0,0.0,,81.3,,,81.3,253.9,1157.0,0.0,629.1,,,0.0,29.9,-114.8,544.2,0.0,544.2,1701.2,
12/31/2004,1893.9,124.1,124.1,0.0,671.7,671.7,,,316.3,87.3,96.5,268.0,-135.5,105.0,,,,,,,1217.1,332.8,773.9,-441.1,76.6,,267.4,188.8,116.8,72.0,,78.6,676.8,,368.8,368.8,,,,2.7,2.7,0.0,0.0,,,623.9,,,,,623.9,995.4,160.4,160.4,0.0,0.0,,70.0,,,70.0,230.4,1225.8,0.0,638.5,,,0.0,87.1,-63.4,662.2,5.9,668.1,1893.9,
03/31/2005,1875.7,72.4,72.4,0.0,634.0,634.0,,,392.2,114.4,137.7,282.4,-142.3,96.9,,,,,,,1195.5,322.6,766.2,-443.6,76.2,,281.4,183.9,114.8,69.1,,97.5,680.2,,335.7,335.7,,,,2.1,2.1,0.0,0.0,,,647.7,,,,,647.7,985.5,164.3,164.3,0.0,0.0,,66.7,,,66.7,231.0,1216.5,0.0,654.6,,,-5.7,87.1,-83.3,652.7,6.5,659.2,1875.7,
06/30/2005,1938.5,85.4,85.4,,651.4,651.4,,,418.4,128.2,136.7,297.8,-144.3,92.8,,,,,,,1248.0,323.1,770.7,-447.6,82.5,,284.9,184.3,118.8,65.5,,100.6,690.5,,345.6,345.6,,,,5.4,,,,,,604.9,,,,,604.9,955.9,244.3,,,,,69.0,,,69.0,313.3,1269.2,0.0,659.5,,,-25.5,116.5,-87.6,662.9,6.4,669.3,1938.5,
09/30/2005,1984.6,139.6,139.6,0.0,657.1,657.1,,,468.2,131.8,156.4,329.0,-149.0,77.7,,,,,,,1342.6,332.6,791.3,-458.7,19.2,,290.2,186.1,121.7,64.4,,104.1,642.0,,310.4,310.4,,,,2.6,2.6,0.0,0.0,,,678.3,,,,,678.3,991.3,190.0,190.0,0.0,0.0,,78.8,,,78.8,268.8,1260.1,0.0,674.6,,,-30.5,162.2,-89.2,717.1,7.4,724.5,1984.6,
12/31/2005,2095.6,152.9,152.9,,711.4,711.4,,,441.1,135.4,120.7,329.8,-144.8,126.0,,,,,,,1431.4,352.5,802.2,-449.7,22.3,,289.4,208.8,115.7,93.1,,80.6,664.2,,358.6,358.6,,,,3.3,,,,,,696.3,,,,,696.3,1058.2,252.6,,,,,78.1,,,78.1,330.7,1388.9,,682.3,,,-63.9,193.2,-112.1,699.5,7.2,706.7,2095.6,
03/31/2006,2180.7,106.7,106.7,0.0,763.9,763.9,,,526.8,157.4,161.6,364.5,-156.7,100.0,,,,,,,1497.4,372.2,842.3,-470.1,21.6,,289.5,183.3,121.5,61.8,,106.2,683.3,,371.5,371.5,,,,4.5,,,,,,712.0,,,,,712.0,1088.0,260.2,,,,,79.7,,,79.7,339.9,1427.9,0.0,694.5,,,-91.6,240.2,-98.3,744.8,8.0,752.8,2180.7,
06/30/2006,2281.3,113.4,113.4,,787.7,787.7,,,557.7,164.4,176.7,373.9,-157.3,111.4,,,,,,,1570.2,393.8,882.1,-488.3,22.3,,295.0,182.3,120.6,61.7,,112.7,711.1,,378.6,378.6,,,,4.4,,,,,,715.1,,,,,715.1,1098.1,261.3,,,,,84.8,,,84.8,346.1,1444.2,0.0,709.3,,,-95.2,305.7,-90.1,829.7,7.4,837.1,2281.3,
09/30/2006,2347.8,58.7,58.7,,837.1,837.1,,,602.0,166.1,192.0,404.7,-160.8,112.0,,,,,,,1609.8,416.0,902.1,-486.1,23.0,,299.0,186.8,121.1,65.7,,112.2,738.0,,376.8,376.8,,,,5.1,,,,,,806.3,,,,,806.3,1188.2,217.7,,,,,79.2,,,79.2,296.9,1485.1,0.0,719.9,,,-143.0,366.7,-88.7,854.9,7.8,862.7,2347.8,
12/31/2006,2487.8,79.5,79.5,,898.1,898.1,,,584.4,155.6,168.3,420.0,-159.5,130.1,,,,,,,1692.1,444.4,931.0,-486.6,26.0,,325.3,227.5,122.8,104.7,,97.8,795.7,,420.4,420.4,,,,5.8,,,,,,782.7,,,,,782.7,1208.9,212.6,,,,,172.0,,,172.0,384.6,1593.5,,729.1,,,-195.9,469.5,-116.7,886.0,8.3,894.3,2487.8,
03/31/2007,2594.6,85.7,85.7,,878.3,878.3,,,663.4,164.1,195.3,478.7,-174.7,133.4,,,,,,,1760.8,439.3,933.8,-494.5,28.2,,366.3,188.1,124.8,63.3,,178.2,833.8,,396.1,396.1,,,,4.4,,,,,,822.1,,,,,822.1,1222.6,331.4,,,,,228.0,,,228.0,559.4,1782.0,,717.4,,,-342.1,530.1,-101.6,803.8,8.8,812.6,2594.6,
06/30/2007,2974.5,167.4,167.4,,996.6,996.6,,,698.8,174.4,207.6,485.1,-168.3,147.3,,,,,,,2010.1,470.4,988.8,-518.4,30.7,,463.3,258.1,167.8,90.3,,205.2,964.4,,460.7,460.7,,,,75.5,,,,,,960.0,,,,,960.0,1496.2,367.4,,,,,252.7,,,252.7,620.1,2116.3,,722.9,,,-394.1,602.9,-80.5,851.2,7.0,858.2,2974.5,
09/30/2007,3192.2,239.9,239.9,0.0,983.8,983.8,,,703.3,187.4,205.8,487.2,-177.1,227.8,,,,,,,2154.8,509.9,1052.0,-542.1,33.7,,493.8,261.4,170.5,90.9,,232.4,1037.4,,451.7,451.7,,,,105.5,,,,,,1097.8,,,,,1097.8,1655.0,293.0,,,,,276.3,,,276.3,569.3,2224.3,11.1,720.4,,,-388.9,681.2,-62.9,960.9,7.0,967.9,3192.2,
12/31/2007,3211.1,129.5,129.5,,775.7,775.7,,,533.2,134.8,87.7,424.5,-113.8,852.0,,,,,,,2290.4,452.3,801.5,-349.2,33.4,,435.0,227.4,147.8,79.6,,207.6,920.7,,405.6,405.6,,,,7.2,6.8,0.4,0.4,,,1430.1,,,,,1430.1,1842.9,122.1,113.6,8.5,8.5,,216.8,,,216.8,338.9,2181.8,,725.4,,,-422.7,771.6,-52.6,1021.7,7.6,1029.3,3211.1,
03/31/2008,3580.9,340.1,340.1,0.0,996.1,996.1,,,559.3,124.8,84.7,472.2,-122.4,542.8,,,,,,,2438.3,494.9,827.1,-332.2,151.2,,496.5,198.9,128.7,70.2,,297.6,1142.6,,495.9,495.9,,,,23.0,,,,,,1444.4,,,,,1444.4,1963.3,472.0,,,,,446.9,,,446.9,918.9,2882.2,0.0,730.1,,,-706.0,1081.0,-414.7,690.4,8.3,698.7,3580.9,
06/30/2008,3580.9,340.1,340.1,,996.1,996.1,,,559.3,,,,,542.8,,,,,,,2438.3,494.9,827.1,-332.2,151.2,,496.5,198.9,128.7,70.2,,297.6,1142.6,,439.8,439.8,,,,23.0,,,,,,1500.5,,,,,1500.5,1963.3,472.0,,,,,446.9,,,446.9,918.9,2882.2,,730.1,,,-706.0,1081.0,-414.7,690.4,8.3,698.7,3580.9,
09/30/2008,3299.0,306.0,306.0,,926.4,926.4,,,589.2,136.8,108.9,473.0,-129.5,458.4,,,,,,,2280.0,511.7,876.8,-365.1,24.8,,482.5,219.5,145.2,74.3,,263.0,1019.0,,429.2,429.2,,,,13.2,,,,,,1348.0,,,,,1348.0,1790.4,351.8,,,,,297.6,,,297.6,649.4,2439.8,,724.1,,,-707.0,993.5,-159.7,850.9,8.3,859.2,3299.0,
12/31/2008,3586.3,340.1,340.1,,996.1,996.1,,,559.3,124.8,84.7,472.2,-122.4,548.2,,,,,,,2443.7,494.9,827.1,-332.2,151.2,,496.5,210.7,128.7,82.0,,285.8,1142.6,,495.9,495.9,,,,23.0,22.6,0.4,0.4,,,1443.6,,,,,1443.6,1962.5,472.0,463.9,8.1,8.1,,447.0,,,447.0,919.0,2881.5,,730.1,,,-706.0,1087.1,-414.7,696.5,8.3,704.8,3586.3,
03/31/2009,3467.4,411.5,411.5,0.0,846.7,846.7,0.0,,605.9,121.7,115.9,503.6,-135.3,444.8,34.9,153.8,,119.8,,144.3,2308.9,514.2,860.3,-346.1,138.9,138.9,505.4,197.3,130.5,66.8,,34.5,1158.5,,480.5,463.8,0.3,,16.4,15.3,14.9,,,,0.4,1290.0,,172.0,,2.7,947.4,1785.8,478.5,478.5,,,,455.7,,192.7,91.0,934.2,2720.0,0.0,709.0,1.4,707.6,-723.0,1151.4,-398.5,738.9,8.5,747.4,3467.4,
06/30/2009,3203.1,256.2,256.2,0.0,963.4,963.4,0.0,,630.0,118.6,120.3,524.1,-133.0,286.0,34.4,15.8,,127.2,,145.2,2135.6,544.8,918.0,-373.2,139.7,139.7,383.0,206.0,139.0,67.0,,34.0,1067.5,,389.7,372.6,5.1,,12.0,25.0,24.6,,,,0.4,1259.3,,17.3,,2.7,1044.3,1674.0,305.6,305.6,,,,312.7,,201.6,93.8,618.3,2292.3,0.0,709.6,1.4,708.2,-769.1,1257.6,-296.6,901.5,9.3,910.8,3203.1,
09/30/2009,3431.1,397.4,397.4,0.0,935.1,935.1,0.0,,609.4,108.9,121.0,522.9,-143.4,383.4,28.6,42.4,,115.0,,168.2,2325.3,564.2,965.9,-401.7,140.5,140.5,401.1,211.4,144.7,66.7,,32.3,1105.8,,368.2,350.5,14.7,,3.0,9.5,9.1,,,,0.4,1380.6,,46.2,,2.2,1112.1,1758.3,309.9,309.9,,,,345.7,,202.2,97.3,655.6,2413.9,0.0,708.0,1.4,706.6,-800.5,1345.7,-245.9,1007.3,9.9,1017.2,3431.1,
12/31/2009,3556.4,460.7,460.7,0.0,879.2,879.2,0.0,,591.8,105.9,111.3,511.6,-137.0,336.4,20.5,28.5,,74.2,8.9,165.4,2268.1,581.9,1007.1,-425.2,141.8,141.8,564.6,427.3,272.7,154.6,,34.6,1288.3,,542.3,343.9,58.6,,139.8,28.5,28.1,0.0,0.0,,0.4,1150.2,0.0,29.6,,,945.8,1721.0,391.6,391.6,0.0,0.0,,332.0,0.0,140.0,162.4,723.6,2444.6,0.0,711.5,1.4,710.1,-816.1,1438.9,-231.5,1102.8,9.0,1111.8,3556.4,
03/31/2010,3644.2,315.5,315.5,0.0,1103.4,1103.4,0.0,,566.5,108.8,95.8,508.4,-146.5,359.9,18.9,60.1,,26.8,41.2,164.3,2345.3,609.0,1086.6,-477.6,148.2,148.2,541.7,415.3,274.8,140.5,,39.5,1298.9,,383.3,344.1,39.2,,,12.2,6.6,,,,5.6,1099.9,,46.1,93.9,,960.7,1495.4,351.1,351.1,,,,475.4,,177.7,157.7,826.5,2321.9,0.0,700.1,1.4,698.7,-947.8,1814.9,-255.5,1311.7,10.6,1322.3,3644.2,
06/30/2010,3339.8,403.8,403.8,0.0,924.8,924.8,0.0,,525.9,101.0,91.4,484.9,-151.4,252.1,32.7,49.0,,53.4,15.2,144.3,2106.6,548.5,985.8,-437.3,142.7,142.7,542.0,403.4,262.3,141.1,,36.2,1233.2,,276.5,276.5,,,,14.7,9.7,,,,5.0,969.0,,56.2,,,812.4,1260.2,585.5,585.5,,,,362.6,,143.8,162.6,948.1,2208.3,0.0,691.3,1.4,689.9,-912.7,1634.6,-291.8,1121.4,10.1,1131.5,3339.8,
09/30/2010,3622.4,512.1,512.1,0.0,1003.3,1003.3,0.0,,546.4,106.0,102.3,494.5,-156.4,275.2,23.4,60.4,,47.8,26.3,150.8,2337.0,580.9,1056.2,-475.3,141.7,141.7,562.8,417.0,273.1,143.9,,37.6,1285.4,,300.7,300.7,,,,11.6,6.1,,,,5.5,1100.2,,55.6,,,924.3,1412.5,567.0,567.0,,,,384.0,,151.5,176.9,951.0,2363.5,0.0,693.9,1.4,692.5,-949.9,1715.6,-210.2,1249.4,9.5,1258.9,3622.4,
12/31/2010,3644.2,315.5,315.5,0.0,1103.4,1103.4,0.0,,566.5,108.8,95.8,508.4,-146.5,359.9,18.9,60.1,,26.8,41.2,164.3,2345.3,609.0,1086.6,-477.6,148.2,148.2,541.7,415.3,274.8,140.5,,39.5,1298.9,,529.1,344.1,39.2,,145.8,12.2,6.6,0.0,0.0,,5.6,954.1,0.0,46.1,93.9,,814.9,1495.4,351.1,351.1,0.0,0.0,,475.4,0.0,177.7,157.7,826.5,2321.9,0.0,700.1,1.4,698.7,-947.8,1814.9,-255.5,1311.7,10.6,1322.3,3644.2,
03/31/2011,3891.8,376.8,376.8,0.0,1101.2,1101.2,0.0,,616.5,118.8,121.3,522.8,-146.4,437.5,39.1,99.6,,9.5,49.4,194.5,2532.0,642.5,1144.3,-501.8,149.0,149.0,568.3,420.5,279.8,140.7,,38.7,1359.8,,450.7,416.6,34.1,,,7.4,6.9,,,,0.5,1057.5,,71.5,130.2,,939.9,1515.6,414.6,414.6,,,,514.1,,147.1,165.3,928.7,2444.3,0.0,685.9,1.4,684.5,-933.8,1900.1,-215.8,1436.4,11.1,1447.5,3891.8,
06/30/2011,4200.0,428.0,428.0,0.0,1187.3,1187.3,0.0,,695.0,140.6,139.5,567.9,-153.0,448.3,43.1,128.7,,4.9,38.4,195.7,2758.6,692.7,1219.0,-526.3,152.2,152.2,596.5,423.7,284.6,139.1,,39.2,1441.4,,493.2,469.3,23.9,,,7.0,6.6,,,,0.4,1126.4,,92.0,140.3,,982.7,1626.6,465.8,465.8,,,,540.7,,139.9,168.5,1006.5,2633.1,0.0,692.4,1.4,691.0,-939.7,1994.4,-191.3,1555.8,11.1,1566.9,4200.0,
09/30/2011,4061.0,336.4,336.4,0.0,1234.0,1234.0,0.0,,722.5,146.6,143.2,593.0,-160.3,398.7,34.7,48.5,,14.6,21.5,184.7,2691.6,715.9,1232.1,-516.2,150.8,150.8,502.7,400.6,268.5,132.1,,39.0,1369.4,,647.5,455.2,49.6,,142.7,7.9,7.4,,,,0.5,962.5,,45.3,74.3,,767.7,1617.9,522.1,522.1,,,,402.7,,134.4,148.7,924.8,2542.7,0.0,695.4,1.4,694.0,-997.4,2115.5,-307.0,1506.5,11.8,1518.3,4061.0,
12/31/2011,4271.0,344.0,344.0,0.0,1341.6,1341.6,0.0,,712.2,138.7,126.7,594.4,-147.6,390.1,37.2,44.6,,67.1,21.2,184.0,2787.9,767.9,1295.9,-528.0,161.4,161.4,553.8,393.8,265.8,128.0,,48.3,1483.1,,818.0,546.8,117.7,,153.5,587.6,7.0,0.0,0.0,,580.6,827.3,0.0,37.0,111.9,,755.6,2232.9,36.0,36.0,0.0,0.0,,564.4,0.0,272.4,143.1,600.4,2833.3,0.0,701.4,1.4,700.0,-1041.9,2214.7,-449.6,1424.6,13.1,1437.7,4271.0,
03/31/2012,4506.6,361.6,361.6,0.0,1330.3,1330.3,0.0,,788.3,149.0,139.2,657.5,-157.4,436.4,48.2,65.7,,56.3,18.7,221.0,2916.6,848.7,1411.6,-562.9,166.3,166.3,575.0,397.7,270.6,127.1,,55.3,1590.0,,811.5,562.4,102.1,,147.0,28.6,28.1,,,,0.5,843.2,,56.1,65.5,,720.9,1683.3,713.1,713.1,,,,537.3,,266.3,149.4,1250.4,2933.7,0.0,669.9,1.4,668.5,-1014.9,2313.5,-409.6,1558.9,14.0,1572.9,4506.6,
06/30/2012,5013.5,275.3,275.3,0.0,1566.9,1566.9,0.0,,881.3,165.5,170.3,705.0,-159.5,402.0,48.0,25.0,,58.4,30.9,215.5,3125.5,910.7,1479.2,-568.5,32.2,32.2,945.1,807.6,505.6,302.0,,54.1,1888.0,,842.1,550.2,128.0,,163.9,102.1,102.1,,,,,899.9,,32.5,24.7,,788.3,1844.1,1114.1,1114.1,,,,442.2,,266.1,118.9,1556.3,3400.4,0.0,679.0,1.4,677.6,-1035.1,2425.4,-469.9,1599.4,13.7,1613.1,5013.5,
09/30/2012,5536.7,566.2,566.2,0.0,1563.5,1563.5,0.0,,963.3,185.4,170.8,768.3,-161.2,470.3,34.8,23.5,,46.0,42.9,279.0,3563.3,992.6,1598.9,-606.3,37.1,37.1,943.7,807.4,511.2,296.2,,66.8,1973.4,,841.7,528.2,143.1,,170.4,37.7,37.7,,,,,939.5,,23.1,55.4,,861.4,1818.9,1491.4,1491.4,,,,480.2,,258.9,142.8,1971.6,3790.5,0.0,689.0,1.4,687.6,-1065.3,2524.3,-417.1,1730.9,15.3,1746.2,5536.7,
12/31/2012,5902.9,342.1,342.1,0.0,1765.5,1765.5,0.0,,965.1,188.4,146.4,788.8,-158.5,415.6,31.7,9.2,,60.0,17.6,237.0,3488.3,1243.5,1887.2,-643.7,37.4,37.4,1133.7,945.1,597.7,347.4,,119.4,2414.6,,906.4,664.2,40.2,0.0,202.0,60.4,23.6,5.0,5.0,,31.8,1003.6,0.0,11.1,57.9,,885.7,1970.4,1580.4,1568.7,11.7,11.7,,498.9,0.0,266.5,163.4,2079.3,4049.7,0.0,698.6,1.4,697.2,-1102.6,2644.7,-403.8,1836.9,16.3,1853.2,5902.9,
03/31/2013,6075.1,236.6,236.6,0.0,1886.8,1886.8,0.0,,995.9,183.3,149.2,827.9,-164.5,509.2,58.3,42.9,,51.6,40.0,251.9,3628.5,1262.5,1929.5,-667.0,38.7,38.7,1145.4,931.1,593.0,338.1,,119.8,2446.6,,874.2,655.0,44.4,,174.8,48.8,48.8,,,,,1078.4,,54.5,77.8,,921.0,2001.4,1632.0,1632.0,,,,554.8,,260.0,162.5,2186.8,4188.2,0.0,685.7,1.4,684.3,-1111.8,2747.1,-451.6,1869.4,17.5,1886.9,6075.1,
06/30/2013,6116.5,267.6,267.6,0.0,1760.5,1760.5,0.0,,1032.0,187.5,171.6,842.1,-169.2,606.2,55.8,25.5,,64.8,65.9,270.1,3666.3,1277.3,1972.7,-695.4,39.3,39.3,1133.6,914.3,585.1,329.2,,129.0,2450.2,,855.3,646.2,17.3,,191.8,34.9,34.9,,,,,1307.1,,39.2,55.6,,1032.7,2197.3,1498.4,1498.4,,,,465.1,,254.4,115.9,1963.5,4160.8,0.0,698.2,1.4,696.8,-1132.1,2852.3,-479.1,1939.3,16.4,1955.7,6116.5,
