Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2013,1521.614,15.555,15.555,0,37.97,37.97,0,5.631,0.0,0.0,5.631,0.0,2.812,,0.218,,,2.487,61.968,1446.337,1658.573,-212.236,0.0,,13.309,0.0,0.0,0.0,,13.091,1459.646,,112.078,2.679,0.0,0.0,109.399,0.0,0.0,0.0,0.0,,0.0,9.242,0.0,0.0,91.764,9.242,121.32,460.0,460.0,0.0,0.0,,94.753,0.0,0.0,0.0,0.0,2.989,554.753,676.073,0,843.028,0.471,842.557,0.0,2.513,0.0,845.541,0.0,845.541,1521.614,
03/31/2014,1936.897,25.314,25.314,0,54.28,54.28,0,5.889,,,,,5.17,,0.0,,,3.793,90.653,1833.578,2076.709,-243.131,0.0,,12.666,,,,,12.666,1846.244,,139.343,24.487,,,114.856,0.0,0.0,,,,,15.868,,0.0,106.63,12.958,155.211,587.0,587.0,,,,111.777,,,,,5.147,698.777,853.988,0,1056.807,0.508,1056.299,0.0,26.102,,1082.909,0.0,1082.909,1936.897,
06/30/2014,2047.394,36.993,36.993,0,65.345,65.345,0,3.308,,,,,9.058,,0.0,,,4.731,114.704,1919.988,2203.14,-283.152,0.0,,12.702,,,,,12.702,1932.69,,143.261,23.475,,,119.786,0.0,0.0,,,,,25.616,,0.0,124.743,15.237,168.877,496.0,496.0,,,,130.18,,,,,5.437,626.18,795.057,0,1061.046,0.509,1060.537,0.0,53.855,,1114.901,137.436,1252.337,2047.394,
09/30/2014,2820.555,40.644,40.644,0,86.313,86.313,0,3.105,,,,,13.199,,0.0,,,7.138,143.261,2626.159,2954.681,-328.522,0.0,,51.135,,,,,51.135,2677.294,,177.291,8.009,,,169.282,0.0,0.0,,,,,18.995,,,140.308,17.951,196.286,590.0,590.0,,,,148.423,,,,,8.115,738.423,934.709,0,1553.934,0.567,1553.367,0.0,97.594,,1651.528,234.318,1885.846,2820.555,
12/31/2014,3095.481,30.183,30.183,0,93.993,93.993,0,2.827,,,,,124.708,,1.934,,,7.151,251.711,2791.807,3173.951,-382.144,0.0,,51.963,0.0,0.0,0.0,,50.029,2843.77,,196.776,26.23,0.0,,170.546,0.0,0.0,0.0,0.0,,,69.953,0.0,0.0,161.592,30.0,266.729,673.5,673.5,0.0,0.0,,170.039,0.0,0.0,0.0,0.0,8.447,843.539,1110.268,0,1554.743,0.569,1554.174,0.0,196.268,,1751.011,234.202,1985.213,3095.481,
03/31/2015,3092.481,31.643,31.643,0,83.21,83.21,0,2.847,,,,,97.672,,0.0,,,5.337,215.372,2825.672,3267.493,-441.821,0.0,,51.437,,,,,51.437,2877.109,,135.025,8.801,,,126.224,0.0,,,,,,49.005,,,171.511,16.546,184.03,611.579,611.579,,,,180.355,,,,,8.844,791.934,975.964,0,1680.984,0.59,1680.394,0.0,202.117,,1883.101,233.416,2116.517,3092.481,
06/30/2015,3171.458,44.678,44.678,0,70.411,70.411,0,2.658,,,,,52.615,,0.0,,,4.705,170.362,2946.397,3768.64,-822.243,0.0,,54.699,,,,,54.699,3001.096,,108.526,23.309,,,85.217,0.0,0.0,,,,,34.113,,0.0,55.349,19.108,142.639,718.0,718.0,,,,67.2,,,,,11.851,785.2,927.839,0,2020.258,0.637,2019.621,0.0,-10.17,,2010.088,233.531,2243.619,3171.458,
09/30/2015,2991.554,43.827,43.827,0,83.242,83.242,0,2.602,,,,,43.768,,0.0,5.641,,3.759,173.439,2758.217,3906.153,-1147.936,0.0,,59.898,,,,,54.257,2818.115,,167.355,32.01,,,135.345,0.0,0.0,,,,,32.817,,,0.0,20.421,200.172,489.0,489.0,,,,12.662,,0.0,0.0,0.0,12.662,501.662,701.834,0,2223.362,0.667,2222.695,0.0,-166.951,,2056.411,233.309,2289.72,2991.554,
12/31/2015,2750.719,20.115,20.115,0,77.313,77.313,0,1.728,,,,,9.589,,0.0,,,3.326,108.745,2597.625,4011.168,-1413.543,0.0,,44.349,0.0,0.0,0.0,,44.349,2641.974,,124.238,20.008,,,104.23,0.0,0.0,0.0,0.0,,,17.183,0.0,0.0,0.0,17.183,141.421,487.807,487.807,0.0,0.0,,12.518,0.0,0.0,0.0,0.0,12.518,500.325,641.746,0,2230.332,0.668,2229.664,0.0,-354.36,0.0,1875.972,233.001,2108.973,2750.719,
03/31/2016,2942.959,235.81,235.81,0,47.5,47.5,0,1.591,,,,,6.163,,0.111,,,5.342,291.064,2607.446,4093.377,-1485.931,0.0,,44.449,,,,,44.338,2651.895,,93.496,7.131,,,86.365,,,,,,,13.204,,,,13.204,106.7,485.641,485.641,,,,13.562,,,,,13.562,499.203,605.903,0,2495.184,0.717,2494.467,0.0,-387.272,,2107.912,229.144,2337.056,2942.959,
06/30/2016,2840.355,218.794,218.794,0,73.308,73.308,0,1.494,,,,,4.354,,,,,4.354,297.95,2496.373,4190.164,-1693.791,0.0,,46.032,,,,,46.032,2542.405,,121.558,28.216,,,93.342,0.0,,,,,,20.147,,3.836,,13.323,141.705,494.475,494.475,,,,17.623,,,,,13.787,512.098,653.803,0,2502.226,0.717,2501.509,0.0,-542.762,,1959.464,227.088,2186.552,2840.355,
09/30/2016,3525.68,167.269,167.269,0,85.501,85.501,0,1.969,,,,,3.531,,,,,3.531,258.27,3223.98,5008.76,-1784.78,0.0,,43.43,,,,,43.43,3267.41,,151.034,38.834,,,112.2,0.0,0.0,,,,,23.991,,1.807,,17.563,175.025,497.813,497.813,,,,17.547,,,,,15.74,515.36,690.385,0,3059.861,0.781,3059.08,0.0,-544.992,,2514.869,320.426,2835.295,3525.68,
12/31/2016,5349.68,1666.574,1666.574,0,119.825,119.825,0,1.983,,,,,3.784,,0.709,,,3.784,1792.166,3390.857,5226.913,-1836.056,0.0,,166.657,0.0,0.0,0.0,,165.948,3557.514,,163.328,47.648,,,115.68,0.0,0.0,0.0,0.0,,,46.014,0.0,0.0,0.0,23.406,209.342,1105.912,1105.912,0.0,0.0,,16.134,0.0,0.0,0.0,0.0,16.134,1122.046,1331.388,0,4216.856,0.901,4215.955,0.0,-519.394,0.0,3697.462,320.83,4018.292,5349.68,
03/31/2017,6369.7,37.44,37.44,0,139.378,139.378,0,3.027,,,,,18.929,,3.102,0.123,,4.555,198.774,6103.097,7997.994,-1894.897,0.0,,67.829,,,,,64.604,6170.926,,195.262,19.689,,,175.573,0.0,0.0,,,,,48.807,,0.0,1.548,48.807,244.069,985.786,985.786,,,,20.487,,,,,18.939,1006.273,1250.342,0,5034.988,0.981,5034.007,0.0,-383.121,0.0,4651.867,467.491,5119.358,6369.7,
06/30/2017,6783.809,16.588,16.588,0,154.627,154.627,0,4.925,,,,,45.197,,4.379,0.321,,3.465,221.337,6508.747,8478.563,-1969.816,0.0,,53.725,,,,,49.025,6562.472,,271.118,27.764,,,243.354,0.0,,,,,,52.048,,0.0,2.655,52.048,323.166,1151.515,1151.515,,,,22.194,,,,,19.539,1173.709,1496.875,0,5042.34,0.981,5041.359,0.0,-224.716,,4817.624,469.31,5286.934,6783.809,
09/30/2017,7287.568,30.205,30.205,0,153.678,153.678,0,4.834,,,,,5.137,,0.0,,,3.523,193.854,7048.607,9105.403,-2056.796,0.0,,45.107,,,,,45.107,7093.714,,354.552,74.7,,,279.852,0.0,0.0,,,,,63.065,,4.145,3.313,53.062,417.617,1256.388,1256.388,,,,27.44,,,,,19.982,1283.828,1701.445,0,5050.192,0.982,5049.21,0.0,-151.692,0.0,4898.5,687.623,5586.123,7287.568,
12/31/2017,7770.985,112.446,112.446,0,231.613,231.613,0,9.108,,,,,5.434,,0.0,,,4.903,358.601,7343.617,9504.989,-2161.372,0.0,,68.767,0.0,0.0,0.0,,68.767,7412.384,,408.358,94.59,,,313.768,0.0,0.0,0.0,0.0,,,169.07,0.0,6.303,108.048,68.703,577.428,1477.347,1477.347,0.0,0.0,,134.473,0.0,0.0,0.0,0.0,20.122,1611.82,2189.248,0,5291.993,0.982,5291.011,0.0,-37.133,0.0,5254.86,326.877,5581.737,7770.985,
03/31/2018,8224.888,72.487,72.487,0,236.28,236.28,0,8.963,,,,,6.737,,0.0,,,6.737,324.467,7751.172,10026.081,-2274.909,109.103,109.103,40.146,,,,,40.146,7900.421,,425.928,63.129,,,362.799,0.0,0.0,,,,,181.74,,6.492,152.369,82.055,607.668,1701.912,1701.912,,,,180.126,,,,,21.265,1882.038,2489.706,0,5300.797,0.986,5299.811,0.0,116.286,0.0,5417.083,318.099,5735.182,8224.888,
06/30/2018,8954.395,113.927,113.927,0,258.89,258.89,0,13.264,,,,,7.266,,0.0,72.049,,7.266,393.347,8343.044,10744.284,-2401.24,108.564,108.564,109.44,0.0,,0.0,,37.391,8561.048,,538.197,73.974,,,464.223,0.0,0.0,,,,,188.88,,8.514,217.476,77.55,727.077,1967.074,1967.074,,,,247.777,,,,,21.787,2214.851,2941.928,0,5308.344,0.986,5307.358,0.0,323.105,0.0,5631.449,381.018,6012.467,8954.395,
09/30/2018,9806.573,508.446,508.446,0,264.317,264.317,0,14.815,,,,,8.111,,0.0,95.551,,8.111,795.689,8714.606,11260.018,-2545.412,106.834,106.834,189.444,,,,,93.893,9010.884,,522.361,85.869,,,436.492,0.0,0.0,,,,,199.426,,5.931,292.795,75.6,721.787,2332.359,2332.359,,,,322.63,,,,,23.904,2654.989,3376.776,0,5465.529,0.987,5464.542,0.0,467.83,0.0,5933.359,496.438,6429.797,9806.573,
12/31/2018,21595.687,214.516,214.516,0,392.061,392.061,0,37.57,,,,,280.874,,0.0,96.67,,50.347,925.021,20371.975,23146.44,-2774.465,115.625,115.625,183.066,0.0,0.0,0.0,,86.396,20670.666,,876.34,127.979,,,748.361,0.0,0.0,0.0,0.0,,,143.272,0.0,15.192,1784.532,143.272,1019.612,4464.338,4464.338,0.0,0.0,,1945.475,0.0,0.0,0.0,0.0,145.751,6409.813,7429.425,0,12937.528,1.643,12935.885,0.0,761.833,-0.074,13699.287,466.975,14166.262,21595.687,
03/31/2019,22268.0,126.0,126.0,0,463.0,463.0,0,39.0,,,,,65.0,,0.0,150.0,,60.0,693.0,21073.0,24168.0,-3095.0,114.0,114.0,388.0,,,,150.0,88.0,21575.0,,903.0,180.0,,,723.0,21.0,0.0,21.0,,21.0,,188.0,,16.0,1802.0,130.0,1112.0,4675.0,4670.0,5.0,,5.0,1967.0,,,,,149.0,6642.0,7754.0,0,13021.0,2.0,13019.0,0.0,752.0,0.0,13773.0,741.0,14514.0,22268.0,
06/30/2019,23171.0,326.0,326.0,0,517.0,517.0,0,44.0,,,,,85.0,,23.0,150.0,,56.0,972.0,21626.0,25077.0,-3451.0,125.0,125.0,448.0,0.0,,0.0,187.0,88.0,22199.0,,999.0,204.0,,,795.0,17.0,0.0,17.0,,17.0,,164.0,,8.0,1909.0,139.0,1180.0,4478.0,4472.0,6.0,,6.0,2063.0,,,,,146.0,6541.0,7721.0,0,12935.0,2.0,12933.0,0.0,1069.0,0.0,14004.0,1446.0,15450.0,23171.0,
09/30/2019,23553.0,100.0,100.0,0,538.0,538.0,0,45.0,,,,,162.0,,58.0,158.0,,22.0,845.0,22062.0,25877.0,-3815.0,111.0,111.0,535.0,,,0.0,225.0,94.0,22708.0,,951.0,233.0,,,718.0,13.0,0.0,13.0,,13.0,,217.0,,2.0,2019.0,207.0,1181.0,4767.0,4761.0,6.0,,6.0,2116.0,,,,,95.0,6883.0,8064.0,0,12643.0,2.0,12641.0,0.0,1407.0,0.0,14050.0,1439.0,15489.0,23553.0,
12/31/2019,23531.0,123.0,123.0,0,615.0,615.0,0,37.0,,,,,94.0,10.0,7.0,142.0,19.0,19.0,869.0,21850.0,26853.0,-5003.0,109.0,109.0,703.0,0.0,0.0,0.0,479.0,75.0,22662.0,,950.0,179.0,,,771.0,8.0,0.0,8.0,0.0,8.0,,305.0,0.0,0.0,1886.0,278.0,1263.0,5378.0,5371.0,7.0,0.0,7.0,1984.0,0.0,0.0,0.0,0.0,98.0,7362.0,8625.0,0,12359.0,2.0,12357.0,0.0,890.0,0.0,13249.0,1657.0,14906.0,23531.0,
03/31/2020,23386.0,149.0,149.0,0,403.0,403.0,0,36.0,,,,,680.0,,30.0,0.0,,146.0,1268.0,21438.0,27854.0,-6416.0,107.0,107.0,573.0,,,0.0,502.0,41.0,22118.0,,1010.0,245.0,,,765.0,12.0,0.0,12.0,,12.0,,308.0,,66.0,1888.0,292.0,1330.0,5683.0,5677.0,6.0,,6.0,2057.0,,,,,103.0,7740.0,9070.0,0,12267.0,2.0,12265.0,0.0,559.0,0.0,12826.0,1490.0,14316.0,23386.0,
06/30/2020,20337.0,51.0,51.0,0,342.0,342.0,0,34.0,,,,,227.0,,0.0,78.0,100.0,41.0,654.0,18943.0,28240.0,-9297.0,106.0,106.0,634.0,0.0,,0.0,514.0,42.0,19683.0,,737.0,189.0,,,548.0,11.0,0.0,11.0,,11.0,,313.0,,90.0,1286.0,228.0,1061.0,5957.0,5952.0,5.0,,5.0,1484.0,,,,,108.0,7441.0,8502.0,0,12607.0,2.0,12605.0,0.0,-1893.0,0.0,10714.0,1121.0,11835.0,20337.0,
