Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/29/2000,463.166,22.389,18.403,3.986,66.413,66.413,,62.801,21.922,0.023,40.856,0.0,17.067,,,,,168.67,169.115,324.144,-155.029,0.0,125.381,84.94,84.94,0.0,,40.441,294.496,,131.355,131.355,,,,33.794,,,,,,3.761,,,3.761,168.91,23.2,,,,,43.718,,,,,,,43.718,66.918,235.828,0.0,66.897,,,,-103.532,268.685,-8.392,223.658,3.68,227.338,463.166,
12/31/2000,455.632,24.563,21.573,2.99,64.958,,,55.165,18.696,0.025,36.444,0.0,17.841,,,,,162.527,168.57,327.039,-158.469,8.152,116.383,83.974,,,,32.409,293.105,,52.452,52.452,,,,13.863,,,,,,82.823,,,82.823,149.138,20.136,,,,,48.253,,,,,,,48.253,68.389,217.527,0.0,69.175,,,,-101.836,,267.311,234.65,3.455,238.105,455.632,
03/30/2001,485.334,20.768,18.774,1.994,85.205,85.205,,58.296,16.381,0.018,41.897,0.0,18.498,,,,,182.767,169.399,330.6,-161.201,8.577,124.591,82.635,82.635,0.0,19.781,22.175,302.567,,136.356,136.356,,,,13.185,13.185,0.0,0.0,,,8.795,,,8.795,158.336,19.749,19.749,0.0,0.0,,50.157,,,,,,,50.157,69.906,228.242,0.0,71.677,,,,-99.489,286.148,-6.355,251.981,5.111,257.092,485.334,
06/29/2001,636.166,18.251,17.255,0.996,96.814,88.726,,66.841,25.446,0.585,40.81,0.0,22.069,,,,,203.975,217.146,380.112,-162.966,8.29,206.755,176.467,176.467,0.0,18.594,11.694,432.191,,165.811,165.811,,,,145.71,145.71,0.0,0.0,,,4.298,,,4.298,315.819,5.437,5.437,0.0,0.0,,46.037,,,,,,,46.037,51.474,367.293,0.0,74.09,,,,-96.962,296.907,-8.278,265.757,3.116,268.873,636.166,
09/28/2001,931.404,37.747,36.75,0.997,115.824,106.934,,106.743,33.191,0.884,72.668,0.0,23.329,,,,,283.643,239.375,405.797,-166.422,5.005,403.381,243.763,243.763,0.0,128.832,30.786,647.761,,174.628,174.628,,,,2.535,,,,,,11.872,,,11.872,189.035,415.133,,,,,48.191,,,,,,,48.191,463.324,652.359,0.0,74.878,,,,-96.056,309.229,-10.748,277.303,1.742,279.045,931.404,
12/31/2001,949.085,52.446,52.446,0.0,112.094,,,101.214,28.869,0.651,71.694,0.0,27.453,,,,,293.207,231.449,401.368,-169.919,11.951,412.478,264.254,127.32,136.934,,148.224,655.878,,97.238,97.238,,,,11.58,11.58,0.0,0.0,,,87.198,,,87.198,196.016,406.564,406.564,0.0,0.0,,62.076,,,,,,,62.076,468.64,664.656,0.0,75.075,,,,-95.453,,302.681,282.303,2.126,284.429,949.085,
03/29/2002,968.476,53.852,53.852,0.0,101.551,101.551,,101.97,31.635,0.244,70.091,0.0,37.519,,,,,294.892,239.375,414.576,-175.201,11.082,423.127,272.694,135.886,136.808,115.336,35.097,673.584,,169.81,169.81,,,,12.235,,,,,,4.834,,,4.834,186.879,406.995,,,,,72.694,,,,,,,72.694,479.689,666.568,0.0,77.538,,,,-93.306,324.39,-8.913,299.709,2.199,301.908,968.476,
06/28/2002,995.702,75.285,75.285,0.0,107.257,107.257,,97.137,28.288,0.236,68.613,0.0,35.349,,,,,315.028,239.546,418.11,-178.564,9.708,431.42,272.146,163.37,108.776,125.775,33.499,680.674,,169.296,169.296,,,,20.43,,,,,,4.998,,,4.998,194.724,399.201,,,,,78.501,,,,,,,78.501,477.702,672.426,0.0,82.726,,,,-89.882,340.072,-11.494,321.422,1.854,323.276,995.702,
09/27/2002,986.208,76.148,76.148,0.0,103.47,102.6,,89.133,29.648,0.254,59.231,0.0,31.692,,,,,300.443,240.975,421.881,-180.906,9.708,435.082,269.624,184.352,85.272,129.408,36.05,685.765,,158.825,158.825,,,,20.772,,,,,,6.038,,,6.038,185.635,379.969,,,,,87.767,,,,,,,87.767,467.736,653.371,0.0,83.149,,,,-89.523,354.662,-15.624,332.664,0.173,332.837,986.208,
12/31/2002,988.241,76.302,76.302,0.0,101.122,100.252,,82.674,30.987,0.142,51.545,0.0,25.338,,,,,285.436,240.007,426.004,-185.997,9.708,453.09,298.962,202.388,96.574,131.959,22.169,702.805,,162.907,162.907,,,,15.945,15.945,0.0,0.0,,,12.315,,,12.315,191.167,352.488,352.488,0.0,0.0,,96.726,,,,,,,96.726,449.214,640.381,0.0,86.211,,,,-88.857,367.211,-16.919,347.646,0.214,347.86,988.241,
03/28/2003,985.51,67.242,67.242,0.0,96.831,96.831,,85.912,31.049,0.186,54.677,0.0,25.204,,,,,275.189,240.755,433.285,-192.53,8.766,460.8,295.093,205.752,89.341,136.503,29.204,710.321,,157.768,157.768,,,,66.418,,,,,,18.27,,,18.27,242.456,273.603,,,,,101.222,,,,,,,101.222,374.825,617.281,0.0,87.861,,,,-87.441,385.162,-17.592,367.99,0.239,368.229,985.51,
06/27/2003,992.667,54.011,54.011,0.0,102.383,102.383,,86.535,32.422,0.247,53.866,0.0,23.624,,,,,266.553,244.839,436.934,-192.095,8.766,472.509,294.373,205.726,88.647,148.479,29.657,726.114,,152.728,152.728,,,,66.481,,,,,,17.697,,,17.697,236.906,253.243,,,,,104.898,,,,,,,104.898,358.141,595.047,0.0,90.188,,,,-85.736,406.748,-13.851,397.349,0.271,397.62,992.667,
09/26/2003,1016.368,76.696,76.696,0.0,102.524,101.582,,78.411,28.583,0.374,49.454,0.0,22.543,,,,,280.174,247.325,444.883,-197.558,8.766,480.103,293.643,205.691,87.952,150.888,35.572,736.194,,152.252,152.252,,,,64.118,,,,,,21.009,,,21.009,237.379,254.574,,,,,108.166,,,,,,,108.166,362.74,600.119,0.0,91.752,,,,-84.619,423.047,-14.205,415.975,0.274,416.249,1016.368,
12/31/2003,,,,,,,,,,,,,,,,,,,,,,,,,259.444,,,,,,,,,,,65.897,,,,,,-65.897,,,-65.897,,331.149,,,,,,,,,,,,,331.149,,,,,,,,,,,,,,
04/02/2004,1127.335,66.666,66.666,0.0,101.368,101.368,,98.323,29.839,0.307,68.177,0.0,20.76,,,,,287.117,257.026,467.036,-210.01,7.751,575.441,377.391,251.865,125.526,,198.05,840.218,,145.021,145.021,,,,68.547,,,,,,19.775,,,19.775,233.343,295.851,,,,,126.058,,,,,,,126.058,421.909,655.252,0.0,100.78,,,,-79.164,462.315,-12.147,471.784,0.299,472.083,1127.335,
07/02/2004,1854.777,120.576,119.561,1.015,206.093,206.093,,157.981,42.743,10.507,104.731,0.0,33.864,,,,,518.514,327.293,543.694,-216.401,7.751,1001.22,935.652,561.898,373.754,13.663,51.905,1336.264,,241.935,241.935,,,,74.613,,,,,,18.632,,,18.632,335.18,858.234,,,,,165.923,,,,,,,165.923,1024.157,1359.337,0.0,103.95,,,,-78.043,478.603,-9.328,495.182,0.258,495.44,1854.777,
10/01/2004,1865.379,145.44,145.44,0.0,198.141,,,152.666,44.997,7.405,100.264,0.0,30.531,,,,,526.778,330.827,556.113,-225.286,7.751,1000.023,938.017,565.573,372.444,,62.006,1338.601,,249.087,249.087,,,,112.158,,,,,,17.193,,,17.193,378.438,789.676,,,,,165.273,,,,,,,165.273,954.949,1333.387,0.0,109.589,,,,-72.236,502.296,-7.941,531.708,0.284,531.992,1865.379,
