Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Operating Lease Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Discontinued Operations,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1994,66801.242188,3511.36792,670.01001,,14968.410645,,,,,18252.640625,,,23750.880859,,,,,2404.60791,44408.121094,-830.297974,43577.820312,987.231018,,,,,,,,,0.0,3086.402283,,9135.759766,39428.480469,21082.880859,18345.599609,0.0,48564.238281,9041.477539,,,,,,3305.043945,,,,,,,,1200.052002,62110.811768,160.0,1700.120972,,,-151.796997,,2982.103882,4690.427856,0.0,4690.427856,66801.239624,
03/31/1995,67708.96875,3303.22998,1052.025024,,14220.526611,,,,,19676.902344,,,23903.542969,,,,,2314.060059,45894.507812,-867.073975,45027.433594,1016.421021,,,,,,,,,0.0,3089.33252,,8300.30957,40512.003906,19598.5,20913.503906,0.0,48812.3125,8908.095703,,,,,,3725.174072,,,,,,,,1445.881958,62891.464233,160.0,1703.641968,,,-217.632996,,3171.489929,4817.498901,0.0,4817.498901,67708.963135,
06/30/1995,67481.195312,3196.98999,799.338989,,14227.728027,,,,,20077.425781,,,23411.605469,,,,,2429.63208,45918.660156,-867.486023,45051.175781,1017.79303,,,,,,,,,0.0,3188.169495,,8603.870117,40068.302734,19092.302734,20976.0,0.0,48672.171875,8861.337891,,,,,,4019.599121,,,,,,,,1253.645996,62806.754883,160.0,1701.910034,,,-488.276001,,3300.803101,4674.437134,0.0,4674.437134,67481.192017,
09/30/1995,67967.054688,3344.329102,522.049011,,14414.134766,,,,,20388.15625,,,22870.076172,,,,,2653.01001,45911.242188,-879.169006,45032.074219,1023.073975,,,,,,,,,0.0,3631.393616,,8610.430664,39294.591797,18861.992188,20432.599609,0.0,47905.023438,9540.71582,,,,,,4047.916992,,,,,,,,1389.968994,62883.625244,160.0,1747.522949,,,-249.039993,,3424.942093,5083.425049,0.0,5083.425049,67967.050293,
12/31/1995,66339.09375,3443.820068,682.341003,,12469.421875,,,,,20428.990234,,,22294.480469,,,,,2887.040039,45610.519531,-876.036011,44734.480469,1029.829956,,,,,,,,,0.0,3979.200378,,9281.015625,38000.910156,17675.310547,20325.599609,0.0,47281.929688,10175.769531,,,,,,2252.167969,,,,,,,,1476.682007,61186.549194,160.0,1746.453979,,,-382.82901,,3628.919098,5152.544067,0.0,5152.544067,66339.093262,
03/31/1996,65052.0,2975.0,507.0,,11590.0,,,,,20655.0,,,22254.0,,,,,2935.0,45844.0,-875.0,44969.0,1032.0,,,,,,,,,0.0,3979.0,,8571.0,36830.0,18106.0,18724.0,0.0,45401.0,8772.0,,,,,,4266.0,,,,,,,,1489.0,59928.0,160.0,1742.0,,,-463.0,,3685.0,5124.0,0.0,5124.0,65052.0,
06/30/1996,64764.0,3061.0,511.0,,11381.0,,,,,20787.0,,,21657.0,,,,,3068.0,45512.0,-870.0,44642.0,1032.0,,,,,,,,,0.0,4137.0,,8877.0,35540.0,17270.0,18270.0,0.0,44417.0,9579.0,,,,,,4174.0,,,,,,,,1598.0,59768.0,0.0,1736.0,,,-495.0,,3755.0,4996.0,0.0,4996.0,64764.0,
09/30/1996,65356.0,3110.0,501.0,,11131.0,,,,,20867.0,,,21984.0,,,,,3157.0,46008.0,-870.0,45138.0,1052.0,,,,,,,,,0.0,4424.0,,9032.0,35491.0,17831.0,17660.0,0.0,44523.0,9453.0,,,,,,4664.0,,,,,,,,1740.0,60380.0,0.0,1734.0,,,-666.0,,3908.0,4976.0,0.0,4976.0,65356.0,
12/31/1996,67621.0,3444.0,696.0,,11639.0,,,,,23797.0,,,23128.0,,,,,0.0,46925.0,-870.0,46055.0,1084.0,,,,,,,,,0.0,4703.0,,9524.0,35793.0,17697.0,18096.0,0.0,45317.0,11684.0,,,,,,3923.0,,,,,,,,1816.0,62740.0,0.0,1730.0,,,-854.0,,4005.0,4881.0,0.0,4881.0,67621.0,
03/31/1997,67893.0,3242.0,502.0,,12111.0,,,,,24275.0,,,22937.0,,,,,0.0,47212.0,-870.0,46342.0,1057.0,,,,,,,,,0.0,4639.0,,8986.0,35253.0,17367.0,17886.0,0.0,44239.0,11770.0,,,,,,5274.0,,,,,,,,1936.0,63219.0,0.0,1725.0,,,-1065.0,,4014.0,4674.0,0.0,4674.0,67893.0,
06/30/1997,69672.0,2911.0,653.0,,9211.0,,,,,25329.0,,,26315.0,,,,,0.0,51644.0,-880.0,50764.0,1025.0,,,,,,,,,0.0,5108.0,,9519.0,35107.0,17147.0,17960.0,0.0,44626.0,12277.0,,,,,,5932.0,,,,,,,,2023.0,64858.0,0.0,1723.0,,,-1135.0,,4226.0,4814.0,0.0,4814.0,69672.0,
09/30/1997,72077.0,2940.0,1217.0,,11872.0,,,,,26606.0,,,24105.0,,,,,0.0,50711.0,-900.0,49811.0,993.0,,,,,,,,,0.0,5244.0,,8965.0,34905.0,16285.0,18620.0,0.0,43870.0,12715.0,,,,,,8317.0,,,,,,,,2099.0,67001.0,0.0,1777.0,,,-1122.0,,4421.0,5076.0,0.0,5076.0,72077.0,
12/31/1997,73699.0,3651.0,1928.0,,11799.0,,,,,27196.0,,,23323.0,,,,,0.0,50519.0,-900.0,49619.0,985.0,,,,,,,,,0.0,5717.0,,9368.0,35705.0,16776.0,18929.0,0.0,45073.0,14130.0,,,,,,7012.0,,,,,,,,2303.0,68518.0,0.0,1775.0,,,-1174.0,,4580.0,5181.0,0.0,5181.0,73699.0,
03/31/1998,73198.0,3287.0,1171.0,,11608.0,,,,,28082.0,,,23507.0,,,,,0.0,51589.0,-900.0,50689.0,924.0,,,1151.0,,,,,,0.0,4368.0,,9083.0,32578.0,15902.0,16676.0,0.0,41661.0,13910.0,,,,,,9791.0,,,,,,,,2498.0,67860.0,0.0,1776.0,,,-1147.0,,4709.0,5338.0,0.0,5338.0,73198.0,
06/30/1998,75778.0,3050.0,889.0,,11757.0,,,,,30256.0,,,24039.0,,,,,0.0,54295.0,-900.0,53395.0,894.0,,,1116.0,,,,,,0.0,4677.0,,8967.0,32827.0,15855.0,16972.0,0.0,41794.0,14683.0,,,,,,11193.0,,,,,,,,2583.0,70253.0,0.0,1776.0,,,-1126.0,,4875.0,5525.0,0.0,5525.0,75778.0,
09/30/1998,77691.0,2750.0,2212.0,,10222.0,,,,,31822.0,,,24312.0,,,,,0.0,56134.0,-900.0,55234.0,876.0,,,1121.0,,,,,,0.0,5276.0,,8732.0,33865.0,17547.0,16318.0,0.0,42597.0,14228.0,,,,,,12350.0,,,,,,,,2963.0,72138.0,0.0,1775.0,,,-1267.0,,5045.0,5553.0,0.0,5553.0,77691.0,
12/31/1998,80020.0,3296.0,1974.0,,9116.0,,,,,33410.0,,,25740.0,,,,,0.0,59150.0,-900.0,58250.0,902.0,,,1509.0,,,,,,0.0,4973.0,,9540.0,33043.0,16370.0,16673.0,0.0,42583.0,16334.0,,,,,,11826.0,,,,,,,,3110.0,73853.0,0.0,1904.0,,,-923.0,,5186.0,6167.0,0.0,6167.0,80020.0,
03/31/1999,79992.0,2981.0,1630.0,,9877.0,,,,,33907.0,,,25044.0,,,,,0.0,58951.0,-930.0,58021.0,863.0,,,1507.0,1435.0,72.0,,,,0.0,5113.0,,8601.0,32722.0,16753.0,15969.0,0.0,41323.0,12578.0,,,,,,16701.0,,,,,,,,3285.0,73887.0,0.0,1901.0,,,-1075.0,5369.0,-90.0,6105.0,0.0,6105.0,79992.0,
06/30/1999,80889.0,3060.0,1755.0,,9527.0,,,,,34918.0,,,24897.0,,,,,0.0,59815.0,-930.0,58885.0,846.0,,,1514.0,1446.0,68.0,,,,0.0,5302.0,,9058.0,33958.0,17314.0,16644.0,0.0,43016.0,12071.0,,,,,,16162.0,,,,,,,,3405.0,74654.0,0.0,1905.0,,,-1062.0,5533.0,-141.0,6235.0,0.0,6235.0,80889.0,
09/30/1999,82577.0,3018.0,2094.0,,10940.0,,,,,35803.0,,,23994.0,,,,,0.0,59797.0,-930.0,58867.0,818.0,,,1486.0,1422.0,64.0,,,,0.0,5354.0,,9050.0,34416.0,17070.0,17346.0,0.0,43466.0,12061.0,,,,,,17058.0,,,,,,,,3595.0,76180.0,0.0,1904.0,,,-1058.0,5686.0,-135.0,6397.0,0.0,6397.0,82577.0,
12/31/1999,83395.0,2816.0,1860.0,,11254.0,,,,,36526.0,,,24093.0,,,,,0.0,60619.0,-930.0,59689.0,797.0,,,1449.0,1389.0,60.0,,,,0.0,5530.0,,8607.0,34626.0,17577.0,17049.0,0.0,43233.0,12616.0,,,,,,17124.0,,,,,,,,4033.0,77006.0,0.0,1904.0,,,-1197.0,5833.0,-151.0,6389.0,0.0,6389.0,83395.0,
03/31/2000,83504.0,2757.0,2567.0,,9755.0,,,,,37112.0,,,24519.0,,,,,0.0,61631.0,-979.0,60652.0,761.0,,,1434.0,1378.0,56.0,,,,0.0,5578.0,,8283.0,37753.0,18440.0,19313.0,0.0,46036.0,10636.0,,,,,,16027.0,,,,,,,,4312.0,77011.0,0.0,1898.0,,,-1301.0,6077.0,-181.0,6493.0,0.0,6493.0,83504.0,
06/30/2000,84719.0,3178.0,1759.0,,9830.0,,,,,38676.0,,,24483.0,,,,,0.0,63159.0,-979.0,62180.0,726.0,,,1409.0,1357.0,52.0,,,,0.0,5637.0,,9057.0,40019.0,15647.0,24372.0,0.0,49076.0,9509.0,,,,,,15340.0,,,,,,,,4287.0,78212.0,0.0,1897.0,,,-1421.0,6203.0,-172.0,6507.0,0.0,6507.0,84719.0,
09/30/2000,85500.0,2691.0,1570.0,,7917.0,,,,,39402.0,,,26897.0,,,,,0.0,66299.0,-1001.0,65298.0,711.0,,,1387.0,1339.0,48.0,,,,0.0,5926.0,,8386.0,39423.0,16660.0,22763.0,0.0,47809.0,11731.0,,,,,,15043.0,,,,,,,,4397.0,78980.0,0.0,1894.0,,,-1502.0,6205.0,-77.0,6520.0,0.0,6520.0,85500.0,
12/31/2000,87270.0,3189.0,1884.0,,10756.0,,,,,39294.0,,,25382.0,,,,,0.0,64676.0,-1001.0,63675.0,717.0,,,1368.0,1324.0,44.0,,,,0.0,5681.0,,9076.0,39573.0,14604.0,24969.0,0.0,48649.0,15109.0,,,,,,12188.0,,,,,,,,4701.0,80647.0,0.0,1894.0,,,-1600.0,6352.0,-23.0,6623.0,0.0,6623.0,87270.0,
03/31/2001,86457.0,2484.0,1892.0,,8108.0,,,,,40020.0,,,27007.0,,,,,0.0,67027.0,-1001.0,66026.0,703.0,,,1351.0,1311.0,40.0,,,,0.0,5893.0,,8329.0,37636.0,13762.0,23874.0,0.0,45965.0,13184.0,,,,,,15803.0,,,,,,,,4803.0,79755.0,0.0,1891.0,,,-1573.0,6444.0,-60.0,6702.0,0.0,6702.0,86457.0,
06/30/2001,85838.0,2781.0,1961.0,,9768.0,,,,,39634.0,,,25168.0,,,,,0.0,64802.0,-1231.0,63571.0,694.0,,,1177.0,1141.0,36.0,,,,0.0,5886.0,,8376.0,37367.0,15144.0,22223.0,0.0,45743.0,13047.0,,,,,,15954.0,,,,,,,,4627.0,79371.0,0.0,1887.0,,,-1560.0,6159.0,-19.0,6467.0,0.0,6467.0,85838.0,
09/30/2001,84419.0,2803.0,1792.0,,9693.0,,,,,39623.0,,,22835.0,,,,,0.0,62458.0,-1174.0,61284.0,682.0,,,1155.0,1121.0,34.0,,,,0.0,7010.0,,8643.0,36729.0,15069.0,21660.0,0.0,45372.0,10407.0,,,,,,16443.0,,,,,,,,5622.0,77844.0,0.0,1885.0,,,-1599.0,6282.0,7.0,6575.0,0.0,6575.0,84419.0,
12/31/2001,80938.0,2891.0,1898.0,,8521.0,,,,,38063.0,,,23190.0,,,,,0.0,61253.0,-1677.0,59576.0,687.0,,,1101.0,1101.0,0.0,,,,0.0,6264.0,,9667.0,35128.0,16978.0,18150.0,0.0,44795.0,9284.0,,,,,,15842.0,,,,,,,,4862.0,74783.0,0.0,1882.0,,,-1585.0,5856.0,2.0,6155.0,0.0,6155.0,80938.0,
03/31/2002,81359.0,2483.0,1487.0,,8977.0,,,,,37980.0,,,23938.0,,,,,0.0,61918.0,-1607.0,60311.0,663.0,,,1101.0,1101.0,0.0,,,,0.0,6337.0,,8688.0,34545.0,14450.0,20095.0,0.0,43233.0,10805.0,,,,,,16236.0,,,,,,,,4683.0,74957.0,0.0,1877.0,,,-1551.0,6096.0,-20.0,6402.0,0.0,6402.0,81359.0,
06/30/2002,82777.0,2929.0,1471.0,,7467.0,,,,,37413.0,,,24193.0,,,,,2275.0,63881.0,-1539.0,62342.0,659.0,,,1131.0,1105.0,26.0,,,,0.0,6778.0,,9095.0,35710.0,15209.0,20501.0,0.0,44805.0,8500.0,,,,,,18139.0,,,,,,,,4742.0,76186.0,0.0,1875.0,,,-1530.0,6214.0,32.0,6591.0,0.0,6591.0,82777.0,
09/30/2002,83516.0,3039.0,1190.0,,8405.0,,,,,36870.0,,,26081.0,,,,,0.0,62951.0,-1489.0,61462.0,651.0,,,1128.0,1105.0,23.0,,,,0.0,7641.0,,10063.0,34547.0,16081.0,18466.0,0.0,44610.0,9258.0,,,,,,17558.0,,,,,,,,5438.0,76864.0,0.0,1874.0,,,-1569.0,6330.0,17.0,6652.0,0.0,6652.0,83516.0,
12/31/2002,85202.0,3364.0,1632.0,,11649.0,,,,,36612.0,,,23742.0,,,,,0.0,60354.0,-1452.0,58902.0,644.0,,,1177.0,1142.0,35.0,,,,0.0,7834.0,,10630.0,38716.0,18278.0,20438.0,0.0,49346.0,11115.0,,,,,,12435.0,,,,,,,,5471.0,78367.0,0.0,1941.0,,,-1593.0,6448.0,39.0,6835.0,0.0,6835.0,85202.0,
03/31/2003,86490.0,3074.0,2837.0,,11941.0,,,,,36606.0,,,23729.0,,,,,0.0,60335.0,-1421.0,58914.0,623.0,,,1176.0,1142.0,34.0,,,,0.0,7925.0,,10811.0,39644.0,19451.0,20193.0,0.0,50455.0,6272.0,,,,,,17519.0,,,,,,,,5346.0,79592.0,0.0,1941.0,,,-1621.0,6536.0,42.0,6898.0,0.0,6898.0,86490.0,
06/30/2003,85479.0,3249.0,1867.0,,11160.0,,,,,36468.0,,,24221.0,,,,,0.0,60689.0,-1405.0,59284.0,606.0,,,1173.0,1142.0,31.0,,,,0.0,8140.0,,11375.0,38494.0,19994.0,18500.0,0.0,49869.0,7169.0,,,,,,15692.0,,,,,,,,5760.0,78490.0,0.0,1944.0,,,-1667.0,6633.0,79.0,6989.0,0.0,6989.0,85479.0,
09/30/2003,84460.0,2398.0,1776.0,,8759.0,,,,,36299.0,,,24241.0,,,,,2183.0,62723.0,-1405.0,61318.0,614.0,,,1195.0,1154.0,41.0,,,,0.0,8400.0,,10947.0,37792.0,20468.0,17324.0,0.0,48739.0,7511.0,,,,,,15342.0,,,,,,,,,,0.0,1946.0,,,-1718.0,6732.0,17.0,6977.0,0.0,6977.0,,
12/31/2003,84487.0,2712.0,1604.0,,11202.0,,,,,36189.0,,,24148.0,,,,,0.0,60337.0,-1406.0,58931.0,606.0,,,1187.0,1150.0,37.0,,,,0.0,8245.0,,11175.0,39683.0,21030.0,18653.0,0.0,50858.0,11132.0,,,,,,9776.0,,,,,,,,5752.0,77518.0,0.0,1940.0,,,-1801.0,6838.0,-8.0,6969.0,0.0,6969.0,84487.0,
03/31/2004,84448.0,2113.0,2042.0,,8714.0,,,,,36342.0,,,23738.0,,,,,2433.0,62513.0,-1306.0,61207.0,604.0,,,1184.0,1150.0,34.0,,,,0.0,8584.0,,10826.0,39105.0,21187.0,17918.0,0.0,49931.0,6172.0,,,,,,15333.0,,,,,,,,6013.0,77449.0,0.0,1951.0,,,-1966.0,6960.0,54.0,6999.0,0.0,6999.0,84448.0,
06/30/2004,86231.0,2313.0,2639.0,,8335.0,,,,,37062.0,,,23687.0,,,,,2641.0,63390.0,-1276.0,62114.0,600.0,,,1181.0,1150.0,31.0,,,,0.0,9049.0,,10940.0,41483.0,21970.0,19513.0,0.0,52423.0,6392.0,,,,,,14608.0,,,,,,,,5979.0,79402.0,0.0,1961.0,,,-2121.0,7072.0,-83.0,6829.0,0.0,6829.0,86231.0,
09/30/2004,88463.0,2984.0,2753.0,,8601.0,,,,,38227.0,,,23741.0,,,,,2338.0,64306.0,-1251.0,63055.0,599.0,,,1211.0,1179.0,32.0,,,,0.0,9260.0,,12008.0,43835.0,23141.0,20694.0,0.0,55843.0,6175.0,,,,,,13444.0,,,,,,,,6055.0,81517.0,0.0,1969.0,,,-2172.0,7197.0,-48.0,6946.0,0.0,6946.0,88463.0,
12/31/2004,90739.0,2454.0,1472.0,,6994.0,,,,,43276.0,,,20835.0,,,,,4353.0,68464.0,-1138.0,67326.0,603.0,,,1446.0,1359.0,87.0,,,,0.0,10444.0,,11581.0,46261.0,23718.0,22543.0,0.0,57842.0,4660.0,,,,,,14846.0,,,,,,,,,,,1983.0,,,-2128.0,7284.0,-22.0,7117.0,,7117.0,,
03/31/2005,90276.0,2991.0,1763.0,,8625.0,,,,,43421.0,,,20597.0,,,,,3531.0,67549.0,-1128.0,66421.0,587.0,,,1446.0,1341.0,105.0,,,,0.0,8443.0,,11891.0,45236.0,24703.0,20533.0,0.0,57127.0,6040.0,,,,,,14100.0,,,,,,,,5847.0,83114.0,0.0,1973.0,,,-2156.0,7416.0,-71.0,7162.0,0.0,7162.0,90276.0,
06/30/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2005,92323.0,2660.0,2394.0,,12127.0,,,,,45108.0,,,20467.0,,,,,0.0,65575.0,-1093.0,64482.0,593.0,,,1453.0,1344.0,109.0,,,,0.0,8614.0,,12202.0,45869.0,25463.0,20406.0,0.0,58071.0,6445.0,,,,,,14037.0,,,,,,,,6248.0,84801.0,0.0,2009.0,,,-2133.0,7719.0,-73.0,7522.0,0.0,7522.0,92323.0,
12/31/2005,93126.0,3108.0,1592.0,,8692.0,,,,,46400.0,,,20078.0,,,,,3381.0,69859.0,-966.0,68893.0,1611.0,,,1480.0,1355.0,125.0,,,,0.0,7750.0,,13335.0,45430.0,26081.0,19349.0,0.0,58765.0,8846.0,,,,,,11708.0,,,,,,,,6209.0,85528.0,0.0,2026.0,,,-2204.0,7882.0,-106.0,7598.0,0.0,7598.0,93126.0,
03/31/2006,93391.0,2486.0,1974.0,,8502.0,,,,,47001.0,,,19979.0,,,,,3631.0,70611.0,-966.0,69645.0,564.0,,,1475.0,1355.0,120.0,,,,0.0,8745.0,,12748.0,46654.0,27121.0,19533.0,0.0,59402.0,6019.0,,,,,,14032.0,,,,,,,,6300.0,85753.0,0.0,2027.0,,,-2299.0,8031.0,-121.0,7638.0,0.0,7638.0,93391.0,
06/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2006,96155.0,2957.0,1582.0,,8849.0,,,,,47954.0,,,17597.0,,,,,7150.0,72701.0,-944.0,71757.0,567.0,,,1499.0,1372.0,127.0,,,,0.0,8944.0,,13396.0,48033.0,26822.0,21211.0,0.0,61429.0,7295.0,,,,,,13654.0,,,,,,,,5830.0,88208.0,0.0,2080.0,,,-2434.0,8371.0,-70.0,7947.0,0.0,7947.0,96155.0,
12/31/2006,92337.0,2264.0,1407.0,,9220.0,,,,,48306.0,,,17520.0,,,,,3637.0,69463.0,-944.0,68519.0,1719.0,,,1322.0,1202.0,120.0,,,,0.0,7886.0,,13553.0,45563.0,25982.0,19581.0,0.0,59116.0,4835.0,,,,,,14533.0,,,,,,,,6150.0,84634.0,0.0,2094.0,,,-2584.0,8377.0,-184.0,7703.0,0.0,7703.0,92337.0,
03/31/2007,92256.0,2052.0,1313.0,,9964.0,,,,,48386.0,,,17325.0,,,,,4175.0,69886.0,-944.0,68942.0,1664.0,,,1317.0,1202.0,115.0,,,,,7004.0,,13473.0,46300.0,24971.0,21329.0,,59773.0,922.0,,,,,,13061.0,,,,,,,,10781.0,84537.0,0.0,2106.0,,,-2801.0,8528.0,-114.0,7719.0,0.0,7719.0,92256.0,
06/30/2007,92967.0,1818.0,471.0,,10452.0,,,,,48795.0,,,17897.0,,,,,4546.0,71238.0,-945.0,70293.0,1710.0,,,1312.0,1202.0,110.0,,,,0.0,6911.0,,14199.0,46400.0,24928.0,21472.0,0.0,60599.0,6838.0,,,,,,12581.0,,,,,,,,5248.0,85266.0,0.0,2144.0,,,-2994.0,8720.0,-169.0,7701.0,0.0,7701.0,92967.0,
09/30/2007,97366.0,2016.0,1723.0,,9460.0,,,,,50987.0,,,18012.0,,,,,4791.0,73790.0,-955.0,72835.0,1766.0,,,1307.0,1202.0,105.0,,,,0.0,8259.0,,14003.0,49711.0,25742.0,23969.0,0.0,63714.0,8141.0,,,,,,11549.0,,,,,,,,6142.0,89546.0,0.0,2109.0,,,-3023.0,8788.0,-54.0,7820.0,0.0,7820.0,97366.0,
12/31/2007,98228.0,1814.0,516.0,,10482.0,,,,,52705.0,,,18118.0,,,,,4736.0,75559.0,-1200.0,74359.0,1809.0,,,1375.0,1252.0,123.0,,,,0.0,7873.0,,11028.0,52071.0,29148.0,22923.0,0.0,63099.0,9788.0,,,,,,11957.0,,,,,,,,5638.0,90482.0,,2115.0,,,-3021.0,8522.0,130.0,7746.0,,7746.0,98228.0,
