Date,Net Premium Earned (Non-Life & Life),Capital Gains (Losses),Total Investment Income,Other Operating Income,Revenue,Insurance Claims & Charges,Underwriting Costs,Other Operating Expenses,Operating Income or Losses,Interest Expense,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1995,617.520996,21.033001,293.320008,23.204,955.078003,-552.127991,-233.753006,,169.197006,-17.222,0.0,151.975006,-35.782001,116.193001,0.0,0.0,116.193001,0,,116.193001,,,116.193005,0.81,0.92,0.92,125.970001,0.81,0.92,0.92,125.970001,
03/31/1996,618.312988,32.723,292.889996,33.675999,977.60199,-579.960022,-233.996002,,163.645996,-18.112,0.0,145.533997,-34.831001,110.703003,0.0,0.0,110.703003,0,,110.703003,,,110.702995,0.71,0.88,0.88,126.011002,0.71,0.88,0.88,126.5,
06/30/1996,626.348999,20.122999,296.547014,33.001999,976.020996,-587.747986,-231.688995,,156.584,-17.296,0.0,139.288,-33.305,105.983002,0.0,0.0,105.983002,0,,105.983002,,,105.983,0.74,0.84,0.84,126.041,0.74,0.84,0.84,126.5,
09/30/1996,643.262024,16.718,298.235004,34.284,992.499023,-581.132996,-238.673004,,172.692993,-18.499001,0.0,154.193993,-38.208,115.986,0.0,0.0,115.986,0,,115.986,,,115.985992,0.83,0.92,0.92,126.052002,0.83,0.92,0.92,126.5,
12/31/1996,653.364014,20.486,308.985994,36.410999,1019.247009,-613.880981,-247.462006,,157.904007,-18.459,0.0,139.445007,-33.166,106.278999,0.0,0.0,106.278999,0,,106.278999,,,106.279007,0.74,0.84,0.84,126.190002,0.74,0.84,0.84,126.5,
03/31/1997,648.060974,21.704,307.345989,37.875,1014.986023,-573.934998,-277.951996,,163.098999,-18.462999,0.0,144.636,-33.111,111.525002,0.0,0.0,111.525002,0,,111.525002,0.0,0.0,111.525,0.77,0.88,0.88,126.300003,0.77,0.88,0.88,126.900002,
06/30/1997,663.278992,19.056999,309.026855,39.959999,1031.322998,-571.280029,-285.580994,,174.462006,-18.974001,0.0,155.488005,-38.272999,117.214996,0.0,0.0,117.214996,0,,117.214996,0.0,0.0,117.215006,0.83,0.93,0.93,126.328003,0.82,0.92,0.92,126.900002,
09/30/1997,682.200012,64.800003,322.399988,42.5,1111.900024,-656.299988,-264.0,,191.600006,-24.1,0.0,167.500006,-42.299999,125.199997,0.0,-3.5,121.699997,0,,121.699997,0.0,0.0,121.700006,0.63,0.96,0.96,126.300003,0.63,0.96,0.96,127.0,
12/31/1997,1113.26001,13.839,381.027012,42.965,1551.090942,-1014.684998,-331.166992,,205.238998,-40.263,-60.0,104.975998,-14.116,90.860001,0.0,-11.3,79.559998,0,,79.559998,60.0,-21.0,118.559998,0.81,0.58,0.58,137.699997,0.8,0.57,0.57,142.300003,
03/31/1998,1116.199951,27.9,395.0,46.599998,1585.699951,-987.700012,-406.299988,,191.699997,-39.0,0.0,152.699997,-29.9,122.800003,0.0,-11.2,111.599998,0,,111.599998,0.0,0.0,111.599998,0.66,0.79,0.79,141.199997,0.66,0.79,0.79,141.800003,
06/30/1998,1136.2,17.0,398.3,48.6,1600.1,-1066.8,-291.7,-117.2,124.4,-38.7,0.0,85.7,-5.3,80.4,,-11.2,69.2,0,0.0,69.2,-17.0,0.0,52.2,0.49,0.49,0.49,141.2,0.49,0.49,0.49,141.8,
09/30/1998,1153.800049,17.5,403.500011,51.900002,1626.699951,-1017.900024,-424.299988,,184.5,-41.299999,-46.799999,96.400002,-10.3,86.099998,0.0,-11.2,74.900002,0,,74.900002,46.799999,-16.4,105.300001,0.68,0.54,0.54,138.899994,0.68,0.54,0.54,139.399994,
12/31/1998,1155.5,32.200001,400.0,51.900002,1639.599976,-1036.300049,-434.799988,,168.5,-40.5,0.0,128.0,-20.5,107.5,0.0,-11.3,96.199997,0,,96.199997,0.0,0.0,96.2,0.55,0.7,0.7,136.300003,0.55,0.7,0.7,136.699997,
03/31/1999,1151.0,56.3,389.6,69.4,1666.3,-1043.4,-311.8,-114.4,196.7,-33.8,0.0,162.9,-33.2,129.7,,-11.2,118.5,0,0.0,118.5,-56.3,,62.2,0.87,0.87,0.87,136.3,0.87,0.87,0.87,136.6,
06/30/1999,1173.7,30.0,395.6,67.0,1666.3,-1094.0,-430.7,-13.8,127.8,-33.3,0.0,94.5,-10.2,84.3,0.0,-11.2,73.1,0,,73.1,0.0,0.0,73.1,0.41,0.55,0.55,134.1,0.4,0.54,0.54,134.5,
09/30/1999,1199.4,10.0,397.3,65.5,1672.2,-1194.1,-296.1,-129.7,52.3,-35.8,0.0,16.5,10.8,27.3,0.0,-11.2,16.1,0,,16.1,0.0,0.0,16.1,0.12,0.12,0.12,130.8,0.12,0.12,0.12,131.0,
12/31/1999,1219.7,21.4,402.6,68.6,1712.3,-1172.5,-443.3,,96.5,-38.1,0.0,58.4,-2.7,55.7,,-11.2,44.5,0,0.0,44.5,0.0,0.0,44.5,0.24,0.34,0.34,129.5,0.24,0.34,0.34,129.5,
03/31/2000,1256.9,31.1,405.7,36.3,1730.0,-1238.6,-320.3,-119.2,51.9,-17.8,0.0,34.1,3.6,37.7,3.3,-11.2,29.8,0,0.0,29.8,-31.1,,-4.6,0.2,0.2,0.23,128.2,0.2,0.2,0.23,128.2,
06/30/2000,1266.9,26.1,407.6,33.7,1734.3,-1245.9,-416.3,-15.1,57.0,-19.0,0.0,38.0,-0.1,37.9,2.4,-11.2,29.1,0,0.0,29.1,0.0,0.0,26.7,0.09,0.22,0.23,127.6,0.09,0.22,0.23,127.7,
09/30/2000,1265.3,51.4,413.5,78.4,1808.6,-1246.9,-432.8,-15.2,113.7,-47.0,0.0,66.7,-10.0,56.7,0.0,-11.2,45.5,0,0.0,45.5,0.0,0.0,45.5,0.1,0.36,0.36,127.6,0.1,0.36,0.36,127.7,
12/31/2000,1392.5,30.9,406.7,-127.9,1702.2,-1256.2,-4.7,-451.3,-10.0,0.0,10.6,0.6,13.8,14.4,7.0,-11.2,10.2,0,0.0,10.2,0.0,0.0,3.2,-0.15,0.03,0.08,127.7,-0.15,0.03,0.08,127.7,
03/31/2001,1282.2,33.4,415.4,1.9,1732.9,-1223.1,-318.0,-128.5,63.3,-17.0,-1201.0,-1154.7,283.0,-871.7,0.1,-11.2,-882.8,0,0.0,-882.8,1167.6,-274.4,10.3,0.09,-6.91,-6.91,127.6,0.09,-6.91,-6.91,127.7,
06/30/2001,1275.5,28.8,407.9,3.5,1715.7,-1289.3,-320.7,-116.3,-10.6,-15.3,0.0,-25.9,22.1,-3.8,0.6,-11.2,-14.4,0,0.0,-14.4,0.0,0.0,-15.0,-0.11,-0.11,-0.11,127.8,-0.11,-0.11,-0.11,128.0,
09/30/2001,1277.3,18.5,408.9,3.4,1708.1,-1466.1,-341.3,-95.5,-194.8,-17.7,22.2,-190.3,99.6,-90.7,1.4,-11.3,-100.6,0,0.0,-100.6,-40.7,-11.13,-153.83,-1.59,-1.22,-0.79,127.8,-1.59,-1.22,-0.79,128.0,
12/31/2001,1302.9,12.3,417.8,-27.2,1705.8,15.499,-49.313,-3.3,52.9,-15.7,-25.6,-1413.3,8.1,19.7,0.0,-11.1,8.6,0,0.0,8.6,25.6,-9.3,-1400.0,0.067582,0.067582,0.067582,127.252,-0.005789,0.067582,0.067582,127.252,
03/31/2002,1264.6,30.6,414.7,2.7,1712.6,-1159.6,-432.9,-3.9,116.2,-16.0,-6.6,93.6,-18.8,74.8,0.0,-11.2,63.6,0,0.0,63.6,6.6,-2.3,67.9,0.37,0.5,0.5,127.8,0.37,0.5,0.5,128.1,
06/30/2002,1288.1,95.4,412.8,2.0,1798.3,-1181.399,-430.6,-4.2,182.101,-16.4,-5.5,160.201,-43.8,116.401,0.0,-11.2,105.201,0,0.0,105.201,5.5,-1.9,108.801,0.37,0.82,0.82,127.8,0.37,0.82,0.82,128.1,
09/30/2002,1358.5,12.5,420.4,3.2,1794.6,-1171.8,-449.3,-4.2,169.3,-17.9,-29.3,122.1,-35.6,86.5,0.0,-11.3,75.2,0,0.0,75.2,29.3,-10.3,94.2,0.68,0.59,0.59,127.8,0.68,0.59,0.59,128.1,
12/31/2002,1388.4,-56.0,424.9,2.8,1760.1,-1172.7,-477.3,-5.7,104.4,-28.3,-6.7,69.4,-12.3,57.1,0.0,-11.1,46.0,0,0.0,46.0,6.7,-2.3,50.4,0.74,0.42,0.42,132.971,0.74,0.42,0.42,132.971,
03/31/2003,1163.1,8.2,119.6,2.6,1293.5,-789.1,-363.0,0.0,141.4,-34.8,0.0,106.6,-27.1,79.5,10.5,0.0,90.0,0,0.0,90.0,0.0,0.0,79.5,0.35,0.57,0.65,138.3,0.35,0.57,0.65,138.7,
06/30/2003,1201.8,15.7,119.8,2.7,1340.0,-846.7,-374.1,0.0,119.2,-30.9,0.0,88.3,-21.2,67.1,44.8,0.0,111.9,0,0.0,111.9,0.0,0.0,67.1,0.49,0.49,0.81,138.4,0.49,0.49,0.81,139.0,
09/30/2003,1250.4,12.8,114.7,2.6,1380.5,-1003.5,-360.3,0.0,16.7,-30.4,0.0,-13.7,13.6,-0.1,-28.8,0.0,-28.9,0,0.0,-28.9,0.0,0.0,-0.1,-0.06,0.0,-0.21,138.5,-0.06,0.0,-0.21,138.5,
12/31/2003,1497.0,21.2,423.3,1.7,1943.2,-1140.9,-517.5,-4.7,280.1,-31.1,-9.2,239.8,-73.6,166.2,0.0,0.0,166.2,0,0.0,166.2,9.2,-3.2,172.2,1.13,1.19,1.19,138.6,1.13,1.19,1.19,139.2,
03/31/2004,1340.5,42.799999,115.0,0.0,1498.300049,-826.0,-381.0,0.0,291.299988,-30.5,-1.3,259.499988,-73.900002,185.600006,50.599998,0.0,236.199997,0,0.0,236.199997,1.3,-0.455,186.444986,1.14,1.34,1.7,138.899994,1.13,1.33,1.69,140.0,
06/30/2004,1351.400024,84.900002,119.099998,0.4,1555.800049,-776.299988,-381.299988,0.0,398.200012,-31.5,-0.1,366.600012,-117.699997,248.899994,-1.4,0.0,247.5,0,0.0,247.5,0.1,-0.035,248.965015,1.39,1.79,1.78,139.100006,1.38,1.78,1.77,140.100006,
09/30/2004,1400.699951,50.5,115.5,0.2,1566.900024,-1029.900024,-395.299988,0.0,141.699997,-25.299999,-121.0,-4.600002,10.5,5.9,-107.0,0.0,-101.099998,0,0.0,-101.099998,121.0,-42.299999,84.599998,0.39,0.04,-0.77,131.5,0.39,0.04,-0.76,132.5,
12/31/2004,1436.5,22.6,115.0,0.3,1574.400024,-863.0,-415.100006,0.0,296.299988,-20.9,-4.0,271.399988,-91.599998,179.800003,0.0,0.0,179.800003,0,0.0,179.800003,4.0,-1.4,182.39999,1.33,1.42,1.42,126.900002,1.32,1.41,1.41,127.900002,
03/31/2005,1428.400024,33.5,118.599998,0.0,1580.5,-866.599976,-394.700012,0.0,319.200012,-21.4,-0.2,297.600013,-85.599998,212.0,0.0,0.0,212.0,0,0.0,212.0,0.2,-0.058,212.142014,1.49,1.67,1.67,127.099998,1.48,1.65,1.65,128.199997,
06/30/2005,1456.900024,13.8,119.900002,0.1,1590.699951,-881.599976,-411.600006,0.0,297.5,-22.0,-0.8,274.7,-87.400002,187.300003,0.0,0.0,187.300003,0,0.0,187.300003,0.8,-0.3,187.799998,1.4,1.47,1.47,127.599998,1.38,1.46,1.46,128.699997,
09/30/2005,1460.199951,3.9,121.400002,0.1,1585.599976,-1012.099976,-409.200012,0.0,164.300003,-22.700001,-5.5,136.100002,-35.0,101.099998,0.0,0.0,101.099998,0,0.0,101.099998,5.5,-2.9,103.700002,0.78,0.81,0.81,125.5,0.77,0.8,0.8,126.599998,
12/31/2005,1459.900024,9.2,125.199997,-0.2,1594.099976,-874.700012,-419.399994,0.0,300.0,-22.5,-0.2,277.3,-86.599998,190.699997,0.0,0.0,190.699997,0,0.0,190.699997,0.2,-0.07,190.830002,1.49,1.54,1.54,123.599998,1.48,1.53,1.53,124.800003,
03/31/2006,1421.9,14.9,124.7,0.0,1561.5,-837.3,-396.4,0.0,327.8,-22.8,-0.9,304.1,-95.9,208.2,0.0,0.0,208.2,0,0.0,208.2,0.9,-0.315,208.785,1.62,1.71,1.71,122.1,1.61,1.69,1.69,123.0,
06/30/2006,1414.8,-37.2,125.5,0.1,1503.2,-803.5,-422.4,0.0,277.3,-22.9,31.7,286.1,-86.4,199.7,0.0,0.0,199.7,0,0.0,199.7,-31.7,11.11,179.11,1.72,1.69,1.69,118.4,1.71,1.68,1.68,119.0,
09/30/2006,1383.4,22.9,130.9,0.0,1537.2,-824.2,-401.8,0.0,311.2,-22.9,71.9,360.2,-104.5,255.7,0.0,0.0,255.7,0,0.0,255.7,-71.9,25.155,208.955,1.59,2.21,2.21,115.9,1.58,2.2,2.2,116.3,
12/31/2006,1388.2,3.2,296.7,-0.1,1688.0,-814.8,-398.4,0.0,474.8,-22.8,-162.9,289.1,-72.7,216.4,0.0,0.0,216.4,0,0.0,216.4,4.6,,221.0,1.89,1.98,1.98,109.4,1.88,1.96,1.96,110.3,
03/31/2007,1367.0,12.4,127.2,14.6,1521.2,-848.2,-394.9,0.0,278.1,-24.2,-0.3,253.6,-71.1,182.5,0.0,0.0,182.5,0,0.0,182.5,0.3,-0.1,182.7,1.65,1.73,1.73,105.7,1.64,1.71,1.71,106.7,
06/30/2007,1394.0,17.4,128.2,15.2,1554.8,-858.0,-414.3,0.0,282.5,-22.0,-1.5,259.0,-72.6,186.4,0.0,0.0,186.4,0,0.0,186.4,1.5,-0.525,187.375,1.65,1.76,1.76,105.8,1.65,1.75,1.75,106.3,
09/30/2007,1411.0,109.9,117.3,0.0,1638.2,-909.8,-397.3,0.0,331.1,-12.0,-77.5,241.6,-47.2,194.4,0.0,0.0,194.4,0,0.0,194.4,77.5,-27.7,244.2,1.52,1.93,1.93,100.5,1.51,1.93,1.93,100.8,
12/31/2007,1404.0,6.4,114.0,0.0,1524.4,-904.5,-411.1,0.0,208.8,-10.5,-0.4,197.9,-53.4,144.5,0.0,0.0,144.5,0,0.0,144.5,0.4,,144.9,1.51,1.56,1.56,92.4,1.51,1.56,1.56,92.8,
03/31/2008,1382.5,-6.5,111.6,14.0,1501.6,-896.3,-403.3,0.0,202.0,-7.1,-4.6,190.3,-48.5,141.8,0.0,0.0,141.8,0,0.0,141.8,4.6,-1.61,144.79,1.65,1.58,1.58,89.8,1.64,1.57,1.57,90.2,
06/30/2008,1375.7,16.5,112.2,13.6,1518.0,-899.1,-417.0,0.0,201.9,-6.7,-3.2,192.0,-42.5,149.5,0.0,0.0,149.5,0,0.0,149.5,9.0,-1.12,157.38,1.61,1.66,1.66,89.9,1.6,1.65,1.65,90.5,
