Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1249.254028,960.53302,,,190.647003,,,0.0,98.073997,-316.131989,211.994003,211.994003,104.138,,933.12204,-602.25,69.718002,153.526001,147.791,231.214996,330.872009,-112.613997,,5.47,126.825996,120.141998,-4.591,11.275,-8.742,218.258012,-71.487,146.770996,0.0,,,146.771013,0.0,146.770996,-8.644,,138.126996,138.126996,,466.384003,0.295,0.295,0.295,466.384003,0.295,0.295,0.295,
12/31/1992,1401.797974,803.111023,,,515.005005,,,0.0,83.681999,-472.914001,181.104004,181.104004,291.809998,,928.883973,-663.771973,83.911003,179.218994,168.561996,232.080002,265.112,-136.816999,,2.994,123.377998,116.804001,-4.342,10.916,16.433001,128.295001,-27.348,100.946999,0.0,,,100.947001,0.0,100.946999,-8.648,,92.298999,92.298999,,468.884002,0.195,0.195,0.195,468.884002,0.195,0.195,0.195,
03/31/1993,1594.708008,872.16803,,,630.078979,,,0.0,92.460999,-515.53302,186.561005,186.561005,328.971985,,1079.174988,-638.690979,57.323002,147.587997,201.404007,232.376007,440.484009,-117.678998,,2.638,124.835999,118.723999,-4.359,10.471,-4.519,322.80501,-103.978996,218.826004,-5.414,,,224.240014,0.0,224.240005,-8.822,,215.418006,215.418006,,473.838013,0.455,0.4435,0.4435,473.838013,0.455,0.4435,0.4435,
06/30/1993,1246.337036,889.771973,,,258.128998,,,0.0,98.435997,-325.925995,167.300003,167.300003,158.626007,,920.411041,-616.955994,73.757004,149.565994,143.356003,250.276993,303.454987,-119.119002,,2.807,126.567001,120.260002,-4.78,11.087,-4.641,184.335985,-54.797001,129.539001,0.0,,,129.538984,0.0,129.539001,-9.757,,119.782001,119.782001,,481.839996,0.245,0.245,0.245,481.839996,0.245,0.245,0.245,
09/30/1993,1402.036987,1099.248047,,,191.944,,,0.0,110.845001,-323.362,203.516006,203.516006,119.846001,,1078.674988,-635.905029,71.071999,151.229996,159.707001,253.895996,442.769989,-116.787003,,2.05,117.912003,115.422997,-5.523,8.012,0.925,325.982986,-123.985001,201.998001,0.0,,,201.997986,0.0,201.998001,-9.767,,192.231001,192.231001,,483.778015,0.395,0.395,0.395,483.778015,0.395,0.395,0.395,
12/31/1993,1462.477051,831.89502,,,514.189026,,,0.0,116.392998,-450.200012,159.759003,159.759003,290.44101,,1012.277039,-777.380005,102.250999,151.880005,169.404007,353.845001,234.897003,-95.603002,,4.77,112.386002,114.712997,-6.171,3.844,-12.013,139.294001,-31.997999,83.269997,0.0,,,107.296002,0.0,83.269997,-9.768,,73.501997,73.501997,,485.854004,0.15,0.15,0.15,485.854004,0.15,0.15,0.15,
03/31/1994,1794.396973,888.309998,,,801.656982,,,0.0,104.43,-627.757019,167.201004,167.201004,460.556,,1166.639954,-697.203003,76.474998,155.544998,215.371002,249.811996,469.437012,-108.541001,,1.788,111.484001,112.112,-7.313,6.685,-1.155,360.896011,-120.488998,240.406998,0.0,,,240.407012,0.0,240.406998,-10.28,,230.126998,230.126998,,487.552002,0.47,0.47,0.47,487.552002,0.47,0.47,0.47,
06/30/1994,1278.363037,902.122986,,,279.532013,,,0.0,96.708,-322.235992,158.25,158.25,163.985992,,956.127045,-635.424988,75.436996,157.238007,145.947006,256.803009,320.701996,-112.695999,,1.874,115.917999,115.946999,-7.739,7.71,-1.348,208.005997,-67.976997,140.029007,0.0,,,140.028999,0.0,140.029007,-10.144,,129.885007,129.885007,,489.399994,0.265,0.265,0.265,489.399994,0.265,0.265,0.265,
09/30/1994,1374.975952,1074.470947,,,208.481003,,,0.0,92.024002,-314.106995,189.384003,189.384003,124.723,,1060.868958,-651.999023,70.647003,159.854996,157.018005,264.479004,408.869995,-114.598001,,1.824,118.596001,115.918999,-7.665,10.342,-2.174,294.271994,-96.949997,197.322006,0.0,,,197.321998,0.0,197.322006,-10.144,,187.178006,187.178006,,489.395996,0.38,0.38,0.38,489.395996,0.38,0.38,0.38,
12/31/1994,1468.107056,868.208984,,,488.858002,,,0.0,111.040001,-455.618988,180.927994,180.927994,274.69101,,1012.488068,-734.853027,85.521004,157.050003,147.113007,345.169006,277.63501,-107.078003,,7.303,116.134003,115.18,-11.076,12.03,-1.753,170.557007,-27.135,143.421997,0.0,,,143.422007,0.0,143.421997,-11.579,,131.842997,131.842997,,489.395996,0.27,0.27,0.27,489.395996,0.27,0.27,0.27,
03/31/1995,1629.791992,945.038025,,,634.478027,,,0.0,50.276001,-552.302979,208.110001,208.110001,344.192993,,1077.489014,-642.698975,64.044998,144.792007,199.699005,234.162994,434.790009,-101.887002,,1.482,105.371002,102.955002,-9.116,11.532,-2.002,332.903006,-108.291,224.612,-0.177,,,224.789006,0.0,224.789001,-12.197,,212.592002,212.592002,,489.395996,0.435,0.4345,0.435,489.395996,0.435,0.4345,0.435,
06/30/1995,1274.410034,966.244995,,,269.190002,,,0.0,38.974998,-376.225006,210.214005,210.214005,166.011002,,898.185028,-616.195984,68.038002,149.496994,159.585999,239.074997,281.989014,-102.961002,,1.787,106.303001,102.665001,-11.082,14.72,-1.555,179.028012,-56.344002,122.683998,-0.18,,,122.86401,0.0,122.863998,-12.197,,110.666999,110.666999,,489.395996,0.225,0.2245,0.225,489.395996,0.225,0.2245,0.225,
09/30/1995,1432.848022,1179.373047,,,201.630997,,,0.0,51.844002,-379.934998,264.598999,264.598999,115.335999,,1052.913025,-633.565979,76.205002,147.895996,160.156006,249.309006,419.346985,-106.147003,,1.329,110.523003,98.610001,-7.726,19.639,-3.047,313.199982,-112.010002,201.190002,2.175,,,199.01498,0.0,199.014999,-12.233,,186.782,186.782,,489.395996,0.38,0.3845,0.38,489.395996,0.38,0.3845,0.38,
12/31/1995,1556.612061,930.185974,,,581.104004,,,0.0,45.321999,-544.857971,208.858994,208.858994,335.998993,,1011.75409,-698.692993,104.323997,154.781006,154.401993,285.186005,313.061005,-107.007998,,0.726,109.170998,97.983002,-4.915,16.103001,-1.437,206.053007,-77.351997,128.701004,-36.854,,,165.55501,0.0,165.554993,-13.273,,152.281993,152.281993,,489.395996,0.31,0.2345,0.2345,489.395996,0.31,0.2345,0.2345,
03/31/1996,1798.348022,959.435974,,,796.916016,,,0.0,41.995998,-672.807007,216.074997,216.074997,456.731995,,1125.541016,-718.000977,95.416,152.345993,213.378006,256.860992,407.540009,-111.743001,,0.0,110.970001,101.445,-4.547,14.072,0.773,295.797007,-98.101997,197.695007,-8.65,,,206.34501,0.0,206.345001,-12.241,,194.104001,194.104001,,489.395996,0.395,0.3775,0.38,489.395996,0.395,0.3775,0.38,
06/30/1996,1335.891968,987.963013,,,297.674011,,,0.0,50.255001,-402.476013,215.972,215.972,186.503998,,933.415955,-642.291992,87.239998,150.093002,151.923996,253.035004,291.123993,-87.416,,0.0,107.123001,91.082001,-3.921,19.962,-19.707001,203.707993,-56.095001,147.613007,0.896,,,146.716991,0.0,146.716995,-12.179,,134.537995,134.537995,,489.395996,0.275,0.277,0.24,489.395996,0.275,0.277,0.24,
09/30/1996,1333.957031,1054.598999,,,214.848007,,,0.0,64.510002,-393.964996,253.880005,253.880005,140.085007,,939.992035,-607.122986,62.450001,150.860992,154.843002,238.968994,332.868988,-110.445003,,0.0,108.523003,95.653,-4.331,17.201,1.922,222.423985,-69.846001,152.578003,-16.484001,,,169.061986,0.0,169.061996,-13.229,,155.832996,155.832996,,486.227997,0.32,0.286,0.415,486.227997,0.32,0.286,0.415,
12/31/1996,1573.052002,942.364014,,,571.55603,,,0.0,59.132,-566.981995,232.587006,232.587006,334.394989,,1006.070007,-685.70697,73.174004,153.992996,153.884995,304.654999,320.363007,-109.094996,,0.0,108.339996,98.109001,-5.356,15.587,0.755,211.268011,-70.893997,140.373993,0.0,,,140.374014,0.0,140.373993,-13.253,,127.120993,127.120993,,474.28601,0.27,0.27,0.285,474.28601,0.27,0.27,0.285,
03/31/1997,1732.552002,960.45697,,,733.859985,,,0.0,38.235001,-670.184998,248.352005,248.352005,421.833008,,1062.367004,-650.198975,57.553001,150.339005,192.966995,249.339996,412.167999,-155.377998,,0.0,104.002998,97.009003,-5.546,12.54,51.375,256.790001,-102.984001,153.806,0.0,,,153.806,0.0,153.806,-14.292,,139.514,139.514,,464.144012,0.3,0.3,0.415,464.144012,0.3,0.3,0.415,
06/30/1997,1322.904053,946.005981,,,324.178986,,,0.0,52.719002,-422.330994,242.776001,242.776001,179.554993,,900.573059,-631.627991,70.117996,155.084,138.634003,267.791992,268.945007,-113.421,,0.0,112.528,101.328003,-4.3,15.5,0.893,155.524007,-49.595001,105.929001,0.0,,,105.929006,0.0,105.929001,-14.43,,91.499001,91.499001,,463.915985,0.195,0.195,0.195,463.915985,0.195,0.195,0.195,
09/30/1997,1568.0,1227.0,,,270.0,,,0.0,71.0,-516.0,372.0,372.0,144.0,,1052.0,-658.0,69.0,156.0,152.0,281.0,394.0,-111.0,,0.0,113.0,119.0,-6.0,0.0,-2.0,283.0,-93.0,190.0,0.0,,,190.0,0.0,190.0,-14.0,,176.0,176.0,,463.915985,0.38,0.38,0.4,463.915985,0.38,0.38,0.4,
12/31/1997,1746.54,1054.54,,,608.961,,,0.0,83.046,-671.484,315.872,315.872,355.612,,1075.056,-706.173,85.329,168.577,168.399,283.868,368.887,-119.201,,0.0,120.469,113.663,-4.154,10.96,-1.268,249.686,-83.421,166.265,0.0,,,166.265,0.0,166.265,-13.278,,152.987,152.987,,463.916,0.33,0.33,0.33,463.916,0.33,0.33,0.33,
03/31/1998,1659.0,902.0,,,612.0,,,0.0,145.0,-635.0,219.0,219.0,416.0,,1024.0,-575.0,,157.0,61.0,357.0,449.0,-110.0,,0.0,117.0,121.0,-4.0,0.0,-7.0,339.0,-132.0,207.0,0.0,,,207.0,0.0,207.0,-16.0,,191.0,191.0,,463.916,0.41,0.41,0.41,463.916,0.41,0.41,0.41,
06/30/1998,1362.0,980.0,,,272.0,,,0.0,110.0,-423.0,241.0,241.0,182.0,,939.0,-598.0,,166.0,44.0,388.0,341.0,-111.0,,0.0,113.0,116.0,-3.0,0.0,-2.0,230.0,-89.0,141.0,0.0,,,141.0,0.0,141.0,-19.0,,122.0,122.0,,463.916,0.265,0.265,0.265,463.916,0.265,0.265,0.265,
09/30/1998,1439.0,1212.0,,,197.0,,,,30.0,-415.0,280.0,280.0,135.0,,1024.0,-574.0,,162.0,49.0,363.0,450.0,-106.0,,,114.0,114.0,,,-8.0,344.0,-142.0,202.0,,,,202.0,,202.0,-22.0,,180.0,180.0,,463.454,0.39,0.39,0.39,463.454,0.39,0.39,0.39,
12/31/1998,1550.0,915.0,,,478.0,,,,157.0,-521.0,220.0,220.0,301.0,,1029.0,-665.0,,175.0,51.0,439.0,364.0,-205.0,,,126.0,119.0,,,79.0,159.0,-65.0,94.0,0.0,,,94.0,0.0,94.0,0.0,0.0,94.0,94.0,,456.506,0.20591,0.20591,0.20591,456.506,0.20591,0.20591,0.20591,
03/31/1999,1795.0,966.0,,,700.0,,,0.0,129.0,-674.0,225.0,225.0,449.0,,1121.0,-660.0,,166.0,56.0,438.0,461.0,-106.0,,0.0,112.0,114.0,-2.0,0.0,-6.0,355.0,-143.0,212.0,0.0,,,212.0,0.0,212.0,-24.0,,188.0,188.0,,445.406,0.425,0.425,0.425,445.406,0.425,0.425,0.425,
06/30/1999,1436.0,1020.0,,,277.0,,,0.0,139.0,-415.0,238.0,238.0,177.0,,1021.0,-584.0,,122.0,43.0,419.0,437.0,-107.0,,0.0,117.0,119.0,-2.0,0.0,-10.0,330.0,-121.0,209.0,790.0,,,-581.0,0.0,-581.0,-28.0,,-609.0,-609.0,,439.142,-1.385,0.415,0.415,439.142,-1.385,0.415,0.415,
09/30/1999,1606.0,1244.0,,,214.0,,,0.0,148.0,-466.0,312.0,312.0,154.0,,1140.0,-637.0,,122.0,44.0,471.0,503.0,-100.0,,0.0,126.0,126.0,0.0,0.0,-26.0,403.0,-159.0,244.0,14.0,,,230.0,0.0,230.0,-23.0,,207.0,207.0,,438.45,0.475,0.505,0.505,438.45,0.475,0.505,0.505,
12/31/1999,1660.0,943.0,,,526.0,,,0.0,191.0,-524.0,197.0,197.0,327.0,,1136.0,-700.0,,126.0,53.0,521.0,436.0,-144.0,,0.0,135.0,131.0,4.0,0.0,9.0,292.0,-140.0,152.0,0.0,,,152.0,0.0,152.0,-19.0,,133.0,133.0,,436.22,0.305,0.305,0.305,436.22,0.305,0.305,0.305,
03/31/2000,2483.0,904.0,,,747.0,,,0.0,832.0,-1262.0,782.0,782.0,480.0,,1221.0,-618.0,,90.0,50.0,478.0,603.0,-126.0,,0.0,137.0,137.0,,0.0,-11.0,477.0,-183.0,294.0,0.0,,,294.0,0.0,294.0,-24.0,0.0,270.0,270.0,,432.874,0.625,0.625,0.625,432.874,0.625,0.625,0.625,
06/30/2000,2159.0,984.0,,,319.0,,,0.0,856.0,-490.0,253.0,253.0,237.0,,1669.0,-1276.0,,86.0,38.0,1152.0,393.0,-131.0,,0.0,137.0,137.0,,0.0,-6.0,262.0,-97.0,165.0,0.0,,,165.0,0.0,165.0,-23.0,,142.0,142.0,,430.788,0.33,0.33,0.33,430.788,0.33,0.33,0.33,
09/30/2000,2207.0,1005.0,,,280.0,,,0.0,922.0,-483.0,278.0,278.0,205.0,,1724.0,-1332.0,,90.0,46.0,1196.0,392.0,-142.0,,0.0,148.0,148.0,0.0,0.0,-6.0,250.0,-84.0,166.0,0.0,,,166.0,0.0,166.0,-24.0,,142.0,142.0,,429.246,0.33,0.33,0.33,429.246,0.33,0.33,0.33,
12/31/2000,2646.0,944.0,,,794.0,,,0.0,908.0,-196.0,,,196.0,,2450.0,-1949.0,,96.0,48.0,1805.0,501.0,-142.0,,0.0,152.0,152.0,0.0,0.0,-10.0,359.0,-126.0,233.0,0.0,,,233.0,0.0,233.0,-23.0,,210.0,210.0,,428.06,0.49,0.52,0.52,428.06,0.49,0.52,0.52,
03/31/2001,2819.0,925.0,,,1082.0,,,0.0,812.0,-1007.0,220.0,220.0,787.0,,1812.0,-1230.0,,108.0,48.0,1074.0,582.0,-151.0,,0.0,164.0,164.0,,0.0,-13.0,431.0,-153.0,278.0,-7.0,,,285.0,0.0,285.0,-24.0,,261.0,261.0,,416.78,0.625,0.61,0.61,416.78,0.625,0.61,0.61,
06/30/2001,1216.0,1216.0,,,352.0,,,0.0,659.0,-500.0,500.0,500.0,243.0,,716.0,-301.0,,123.0,38.0,140.0,415.0,-157.0,,0.0,166.0,166.0,,0.0,-9.0,258.0,-85.0,173.0,10.0,,,163.0,0.0,163.0,-20.0,0.0,143.0,143.0,,417.402,0.34,0.36,0.36,417.402,0.34,0.36,0.36,
09/30/2001,1616.0,1616.0,,,,,,0.0,,-564.0,564.0,564.0,,,1052.0,-625.0,,152.0,23.0,450.0,427.0,-185.0,,0.0,192.0,192.0,0.0,0.0,-7.0,242.0,-49.0,193.0,3.0,,,190.0,0.0,190.0,-18.0,,172.0,172.0,,416.992,0.41,0.42,0.42,416.992,0.41,0.42,0.42,
12/31/2001,2038.0,2038.0,,,,,,0.0,,-603.0,603.0,603.0,,,1435.0,-949.0,,141.0,47.0,761.0,486.0,-189.0,,0.0,190.0,190.0,,0.0,-1.0,297.0,-87.0,210.0,2.0,,,208.0,0.0,208.0,-14.0,,194.0,194.0,,414.0,0.47,0.47,0.47,414.0,0.47,0.47,0.47,
03/31/2002,1860.0,1860.0,,,,,,0.0,,-740.0,740.0,740.0,,,1120.0,-632.0,,131.0,38.0,463.0,488.0,-201.0,,0.0,191.0,191.0,,0.0,10.0,287.0,-114.0,173.0,121.0,,,52.0,0.0,52.0,-1.0,0.0,51.0,51.0,,412.68,0.125,0.415,0.51,412.68,0.125,0.415,0.51,
06/30/2002,1415.0,1415.0,,,,,,0.0,,-449.0,449.0,449.0,,,966.0,-618.0,,135.0,26.0,457.0,348.0,-681.0,,0.0,188.0,188.0,,0.0,493.0,-333.0,120.0,-213.0,37.0,,,-250.0,0.0,-250.0,-14.0,,-264.0,-264.0,,412.492,-0.64,-0.55,0.245,413.854,-0.64,-0.55,0.245,
09/30/2002,2314.0,2314.0,,,,,,0.0,,-1167.0,1167.0,1167.0,,,1147.0,-650.0,,168.0,31.0,451.0,497.0,-165.0,,,215.0,215.0,0.0,0.0,-50.0,332.0,-124.0,208.0,3.0,,,205.0,0.0,205.0,-1.0,,204.0,204.0,,413.446,0.495,0.5,0.5,413.564,0.495,0.5,0.5,
12/31/2002,2660.0,2660.0,,,,,,0.0,,-1405.0,1405.0,1405.0,,,1255.0,-686.0,,128.0,25.0,533.0,569.0,-181.0,,0.0,202.0,202.0,0.0,0.0,-21.0,388.0,-131.0,257.0,10.0,,,247.0,0.0,247.0,-1.0,,246.0,246.0,,431.364,0.57,0.595,0.58,431.364,0.57,0.595,0.58,
03/31/2003,3288.0,3288.0,,,,,,0.0,,-1953.0,1953.0,1953.0,,,1335.0,-662.0,,99.0,44.0,519.0,673.0,-162.0,,,198.0,198.0,,0.0,-36.0,511.0,-186.0,325.0,-357.0,,,682.0,0.0,682.0,-1.0,,681.0,681.0,,450.684,1.51,0.72,0.72,451.428,1.505,0.715,0.715,
06/30/2003,2401.0,2401.0,,,,,,0.0,,-1400.0,1400.0,1400.0,,,1001.0,-614.0,,98.0,28.0,488.0,387.0,-158.0,,0.0,210.0,210.0,,0.0,-52.0,229.0,-72.0,157.0,23.0,,,134.0,0.0,134.0,-1.0,,133.0,133.0,,451.82,0.295,0.345,0.345,453.164,0.295,0.345,0.345,
09/30/2003,2779.0,2779.0,,,,,,0.0,,-1574.0,1574.0,1574.0,,,1205.0,-712.0,,163.0,29.0,520.0,493.0,-167.0,,0.0,207.0,207.0,0.0,0.0,-40.0,326.0,-117.0,209.0,1.0,,,208.0,0.0,208.0,-1.0,,207.0,207.0,,452.828,0.46,0.46,0.46,455.186,0.455,0.455,0.455,
12/31/2003,2664.0,2664.0,,,,,,0.0,,-1353.0,1353.0,1353.0,,,1311.0,-778.0,,157.0,35.0,586.0,533.0,-276.0,,0.0,248.0,248.0,0.0,0.0,28.0,257.0,-92.0,165.0,25.0,,,140.0,0.0,140.0,-1.0,0.0,139.0,139.0,,470.0,0.295,0.35,0.35,472.0,0.295,0.345,0.345,
03/31/2004,3225.0,3225.0,,,,,,0.0,,-1827.0,1827.0,1827.0,,,1398.0,-762.0,,172.0,45.0,545.0,636.0,-184.0,,0.0,223.0,223.0,0.0,0.0,-39.0,452.0,-180.0,272.0,0.0,,,272.0,0.0,272.0,-1.0,,271.0,271.0,,472.386,0.575,0.575,0.575,477.704,0.57,0.57,0.57,
06/30/2004,2290.0,2290.0,,,,,,0.0,,-1254.0,1254.0,1254.0,,,1036.0,-735.0,,170.0,28.0,537.0,301.0,-129.0,,0.0,214.0,214.0,0.0,0.0,-85.0,172.0,-52.0,120.0,-5.0,,,125.0,0.0,125.0,-1.0,,124.0,124.0,,473.41,0.26,0.25,0.25,476.002,0.26,0.25,0.25,
09/30/2004,2749.0,2749.0,,,,,,0.0,,-1418.0,1418.0,1418.0,,,1331.0,-747.0,,190.0,30.0,527.0,584.0,-154.0,,0.0,207.0,207.0,0.0,0.0,-53.0,430.0,-177.0,253.0,8.0,,,245.0,0.0,245.0,-1.0,0.0,244.0,244.0,,474.538,0.515,0.53,0.53,475.456,0.515,0.53,0.545,
12/31/2004,2674.0,840.0,,,896.0,,,0.0,938.0,-1537.0,1537.0,1537.0,,,1137.0,-838.0,,178.0,36.0,624.0,299.0,-147.0,,0.0,195.0,195.0,0.0,0.0,-48.0,152.0,-45.0,107.0,19.0,,,88.0,0.0,88.0,-1.0,0.0,87.0,87.0,,475.51,0.18,0.22,0.225,478.82,0.18,0.22,0.225,
03/31/2005,3244.0,906.0,,,1278.0,,,0.0,1060.0,-1849.0,1849.0,1849.0,,,1395.0,-803.0,,184.0,43.0,576.0,592.0,-140.0,,0.0,200.0,200.0,0.0,0.0,-60.0,452.0,-171.0,281.0,-5.0,,,286.0,0.0,286.0,-1.0,0.0,285.0,285.0,,476.628,0.6,0.59,0.59,484.38,0.59,0.58,0.58,
06/30/2005,2377.0,1007.0,,,434.0,,,0.0,936.0,-1316.0,1316.0,1316.0,,,1061.0,-755.0,,174.0,28.0,553.0,306.0,-156.0,,0.0,198.0,198.0,0.0,0.0,-42.0,150.0,-58.0,92.0,173.0,,,-81.0,0.0,-81.0,-1.0,0.0,-82.0,-82.0,,477.464,-0.17,0.19,0.215,486.038,-0.17,0.19,0.215,
09/30/2005,3324.0,1571.0,,,363.0,,,0.0,1390.0,-1979.0,1979.0,1979.0,,,1345.0,-775.0,,204.0,34.0,537.0,570.0,-117.0,,0.0,208.0,208.0,0.0,0.0,-91.0,453.0,-183.0,270.0,16.0,,,254.0,0.0,254.0,-1.0,0.0,253.0,253.0,,478.068,0.53,0.56,0.58,488.572,0.515,0.55,0.57,
