Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/05/1998,330.998993,,-220.167007,,110.831985,,-91.911003,,,,18.921,-1.3,,2.079,,0.0,-0.779,17.621,-6.52,11.101,0.0,,,11.101,0.0,11.101,0.0,,11.101,11.101,,210.231995,0.0525,0.0525,0.05625,223.039993,0.05,0.05,0.05375,
09/28/1998,326.169952,,-215.028992,,111.140961,,-88.610992,,,,22.530003,-4.844,,2.074,,0.0,2.77,17.686003,-6.543999,11.142001,0.0,,,11.142004,0.0,11.142001,0.0,,11.142001,11.142001,,211.479996,0.0525,0.0525,0.0525,222.591995,0.05,0.05,0.05,
01/17/1999,456.239,,-303.029,,153.21,,-130.305,,,,22.905,-1.667,2.68,2.68,,0.0,-1.013,21.238,-8.283,12.955,0.0,,,12.955,0.0,12.955,0.0,,12.955,12.955,,212.416,0.06125,0.06125,0.06125,221.552,0.05875,0.05875,0.05875,
04/11/1999,358.872,,-234.748,,124.124,,-101.368,,,,22.756,-3.662,1.923,1.923,,0.0,1.739,19.094,-7.447,11.647,0.0,,,11.647,0.0,11.647,0.0,,11.647,11.647,,210.712,0.055,0.055,0.055,217.248,0.05375,0.05375,0.05375,
07/04/1999,377.58,,-247.134,,130.446,,-108.124,,,,22.322,-2.569,2.014,2.014,,0.0,0.555,19.753,-7.703,12.05,0.0,,,12.05,0.0,12.05,0.0,,12.05,12.05,,209.64,0.0575,0.0575,0.0575,219.424,0.055,0.055,0.055,
09/26/1999,375.188,,-244.439,,130.749,,-110.83,,,,19.919,-10.898,1.631,1.631,,0.0,9.267,9.021,-3.518,5.503,0.0,,,5.503,0.0,5.503,0.0,,5.503,5.503,,210.736,0.02625,0.02625,0.0525,219.4,0.025,0.025,0.05125,
01/16/2000,532.626,,-353.034,,179.592,,-152.204,,,,27.388,-6.647,3.477,3.477,,0.0,3.17,20.741,-8.691,12.05,0.593,,,11.457,0.0,11.457,0.0,,11.457,11.457,,208.2,0.055,0.0575,0.0575,215.504,0.05375,0.05625,0.05625,
04/09/2000,425.113,,-277.571,,147.542,,-119.898,119.898,,0.0,27.644,-5.681,3.678,3.678,,0.0,2.003,21.963,-9.224,12.739,0.0,,,12.739,0.0,12.739,0.0,0.0,12.739,12.739,,208.192,0.06125,0.06125,0.06125,216.608,0.05875,0.05875,0.05875,
07/02/2000,442.557,,-288.643,,153.914,,-125.275,125.275,,0.0,28.639,-5.545,3.647,3.647,,0.0,1.898,23.094,-9.7,13.394,0.0,,,13.394,0.0,13.394,0.0,0.0,13.394,13.394,,209.144,0.06375,0.06375,0.06375,218.6,0.06125,0.06125,0.06125,
09/24/2000,418.4,,-274.332,,144.068,,-116.37,,,,27.698,-29.644,4.228,4.228,,0.0,25.416,-1.946,-7.092,-9.038,33.383,,,-42.421,0.0,-42.421,0.0,0.0,-42.421,-42.421,22.18,210.624,-0.21,-0.04375,0.06,210.624,-0.21,-0.04375,0.06,
01/14/2001,643.435,,-422.917,,220.518,,-187.539,185.79,,1.749,32.979,-7.905,5.81,5.81,,0.0,2.095,25.074,-10.03,15.044,0.0,,,15.044,0.0,15.044,0.0,0.0,15.044,15.044,,212.552,0.07125,0.07125,0.07125,222.84,0.0675,0.0675,0.0675,
04/08/2001,516.66,,-336.139,,180.521,,-149.351,147.758,,1.593,31.17,-6.221,4.488,4.488,,0.0,1.733,24.949,-10.03,14.919,-12.304,,,27.223,0.0,27.223,0.0,0.0,27.223,27.223,,213.944,0.06375,0.02875,0.035,222.128,0.06125,0.0275,0.03375,
07/01/2001,535.584,,-347.867,,187.717,,-156.341,154.233,,2.108,31.376,-4.51,3.926,3.926,,0.0,0.584,26.866,-10.746,16.12,0.0,,,16.12,0.0,16.12,0.0,0.0,16.12,16.12,,215.0,0.075,0.075,0.075,237.584,0.0725,0.0725,0.0725,
09/30/2001,576.552,,-375.554,,200.998,,-175.38,,,,25.618,-12.678,3.667,3.667,,0.0,9.011,12.94,-7.376,5.564,-3.929,,,9.493,0.0,9.493,0.0,0.0,9.493,9.493,,217.644,0.045,0.045,0.075,230.048,0.0425,0.0425,0.0725,
01/20/2002,780.799,,-516.077,,264.722,,-227.716,,,,37.006,-3.438,3.969,3.969,,0.0,-0.531,33.568,-13.427,20.141,0.0,,,20.141,0.0,20.141,0.0,0.0,20.141,20.141,,220.84,0.09,0.09,0.09,235.896,0.085,0.085,0.085,
04/14/2002,622.789,,-404.69,,218.099,,-182.511,,,,35.588,-1.876,2.473,2.473,,,-0.597,33.712,-13.485,20.227,0.0,,,20.227,0.0,20.227,0.0,0.0,20.227,20.227,,228.452,0.09,0.09,0.09,256.852,0.085,0.085,0.085,
07/07/2002,648.7627,,-422.6179,,226.1448,,-184.3279,,,,41.81699,-5.016999,2.195,2.195,,0.0,2.821999,36.799991,-14.71999,22.07999,0.0,,,22.080001,0.0,22.07999,0.0,0.0,22.07999,22.07999,,228.45192,0.0975,0.0975,0.0975,256.8518,0.09,0.09,0.09,
09/29/2002,638.124,,-413.828,,224.296,,-184.697,,,,39.599,-2.861,1.747,1.747,,0.0,1.114,36.738,-14.695,22.043,0.0,,,22.043,0.0,22.043,0.0,0.0,22.043,22.043,,230.408,0.095,0.095,0.095,256.396,0.09,0.09,0.09,
01/19/2003,923.76,,-609.19,,314.57,,-268.556,,,,46.014,-3.285,2.565,2.565,,0.0,0.72,42.729,-17.092,25.637,0.0,,,25.637,0.0,25.637,0.0,0.0,25.637,25.637,,232.144,0.11,0.11,0.1125,258.952,0.105,0.105,0.1075,
04/13/2003,725.139,,-475.19,,249.949,,-206.136,,,,43.813,-1.204,2.021,2.021,,0.0,-0.817,42.609,-17.043,25.566,0.0,,,25.566,0.0,25.566,0.0,0.0,25.566,25.566,,234.784,0.11,0.11,0.11,260.56,0.1025,0.1025,0.1025,
07/06/2003,749.043,,-490.424,,258.619,,-210.848,,,,47.771,0.016,1.907,1.907,,0.0,-1.923,47.787,-19.115,28.672,0.0,,,28.672,0.0,28.672,0.0,0.0,28.672,28.672,,239.008,0.12,0.12,0.1125,263.244,0.1125,0.1125,0.105,
09/28/2003,750.651,,-493.135,,257.516,,-217.411,,,,40.105,-0.417,1.621,1.621,,0.0,-1.204,39.688,-15.876,23.812,0.0,,,23.812,0.0,23.812,0.0,0.0,23.812,23.812,,239.956,0.1,0.1,0.1025,263.308,0.095,0.095,0.0975,
01/18/2004,1118.15,,-733.003,,385.147,,-319.561,,,,65.584,-1.014,2.478,2.478,,0.0,-1.464,64.57,-25.828,38.742,0.0,,,38.742,0.0,38.742,0.0,0.0,38.742,38.742,,241.236,0.16,0.16,0.16,266.536,0.15,0.15,0.15,
04/11/2004,902.141,,-582.239,,319.902,,-260.788,,,,59.114,-0.356,1.859,1.859,,0.0,-1.503,58.758,-23.504,35.254,0.0,,,35.254,0.0,35.254,0.0,0.0,35.254,35.254,,244.14,0.145,0.145,0.145,270.316,0.135,0.135,0.135,
07/04/2004,917.355,,-600.404,,316.951,,-262.601,,,,54.35,0.463,1.319,1.319,,0.0,-1.782,54.813,-21.924,32.889,0.0,,,32.889,0.0,32.889,0.0,0.0,32.889,32.889,,247.804,0.1325,0.1325,0.1325,273.784,0.125,0.125,0.125,
09/26/2004,927.306,,-605.965,,321.341,,-271.074,,,,50.267,0.114,1.593,1.593,,0.0,-1.707,50.381,-20.153,30.228,0.0,,,30.228,0.0,30.228,0.0,0.0,30.228,30.228,,249.356,0.12,0.12,0.12,274.452,0.115,0.115,0.115,
01/16/2005,1368.328,,-895.486,,472.842,,-395.38,,,,77.462,-0.514,1.708,1.708,,0.0,-1.194,76.948,-30.778,46.17,0.0,,,46.17,0.0,46.17,0.0,0.0,46.17,46.17,,502.352,0.0925,0.0925,0.0925,552.104,0.085,0.085,0.085,
04/10/2005,1085.158,,-697.686,,387.472,,-321.351,,,,66.121,1.771,0.342,0.342,,,-2.113,67.892,-27.158,40.734,,,,40.734,,40.734,,,40.734,40.734,,518.008,0.0775,0.0775,0.0775,556.356,0.075,0.075,0.075,
07/03/2005,1132.736,,-733.931,,398.805,,-334.199,,,,64.606,2.705,0.163,0.163,,0.0,-2.868,67.311,-26.924,40.387,0.0,,,40.387,0.0,40.387,0.0,0.0,40.387,40.387,,527.188,0.0775,0.0775,0.0775,562.98,0.0725,0.0725,0.0725,
09/25/2005,1115.067,,-725.081,,389.986,,-368.442,,,,21.544,3.438,0.01,0.01,,0.0,-3.448,24.982,-15.922,9.06,0.0,,,9.06,0.0,9.06,0.0,0.0,9.06,9.06,,269.944,0.0325,0.0325,0.0325,285.22,0.0325,0.0325,0.0325,
01/15/2006,1666.953,,-1092.018,,574.935,,-483.818,,,,91.117,6.079,0.003,0.003,,0.0,-6.082,97.196,-38.878,58.318,0.0,,,58.318,0.0,58.318,0.0,0.0,58.318,58.318,,275.064,0.21,0.21,0.21,290.634,0.2,0.2,0.2,
04/09/2006,1311.52,,-848.02,,463.5,,-381.215,,,,82.285,4.068,,0.0,,,-4.068,86.353,-34.542,51.811,,,,51.811,,51.811,,,51.811,51.811,,278.9,0.185,0.185,0.185,291.092,0.18,0.18,0.18,
07/02/2006,1337.886,,-866.26,,471.626,,-387.37,,,,84.256,5.573,0.008,0.008,,0.0,-5.581,89.829,-35.931,53.898,0.0,,,53.898,0.0,53.898,0.0,0.0,53.898,53.898,,281.424,0.19,0.19,0.18,291.85,0.185,0.185,0.175,
09/24/2006,1291.017,,-841.436,,449.581,,-388.23,,,,61.351,4.984,,0.021,,0.0,-5.005,66.335,-26.534,39.801,0.0,,,39.801,0.0,39.801,0.0,0.0,39.801,39.801,,280.43,0.145,0.145,0.15,286.924,0.14,0.14,0.145,
01/14/2007,1870.731,,-1229.972,,640.759,,-555.213,,,,85.546,4.045,,0.0,,0.0,-4.045,89.591,-35.836,53.755,0.0,,,53.755,0.0,53.755,0.0,0.0,53.755,53.755,,280.534,0.19,0.19,0.19,285.836,0.19,0.19,0.19,
04/08/2007,1463.21,,-948.738,,514.472,,-440.385,,,,74.087,2.562,,0.0,,0.0,-2.562,76.649,-30.66,45.989,0.0,,,45.989,0.0,45.989,0.0,0.0,45.989,45.989,,281.906,0.165,0.165,0.165,285.492,0.16,0.16,0.16,
07/01/2007,1514.42,,-976.13,,538.29,,-458.711,,,,79.579,2.199,,,,0.0,-2.199,81.778,-32.711,49.067,0.0,,,49.067,0.0,49.067,0.0,0.0,49.067,49.067,,280.122,0.175,0.175,0.175,282.5,0.175,0.175,0.175,
09/30/2007,1743.412,,-1140.33,,603.082,,-544.843,,,,58.239,-1.69,,0.0,,0.0,1.69,56.549,-22.62,33.929,0.0,,,33.929,0.0,33.929,0.0,0.0,33.929,33.929,,278.2,0.12,0.12,0.12,280.3,0.12,0.12,0.12,
01/20/2008,2457.258,,-1630.706,,826.552,0.0,-751.938,,,,74.614,-8.827,,11.581,,0.0,-2.754,65.787,-26.644,39.143,0.0,,,39.143,0.0,39.143,0.0,0.0,39.143,39.143,,278.754,0.14,0.14,0.14,281.22,0.14,0.14,0.14,
04/13/2008,1866.493,,-1215.089,,651.404,0.0,-576.418,,,,74.986,-7.257,,8.438,,,-1.181,67.729,-27.769,39.96,0.0,,,39.96,0.0,39.96,,0.0,39.96,39.96,,279.636,0.145,0.145,0.145,280.466,0.145,0.145,0.145,
07/06/2008,1841.242,,-1208.495,,632.747,0.0,-568.658,,,,64.089,-6.599,,8.094,,,-1.495,57.49,-23.571,33.919,0.0,,,33.919,0.0,33.919,,0.0,33.919,33.919,,280.462,0.12,0.12,0.12,280.644,0.12,0.12,0.12,
09/28/2008,1788.919,,-1192.917,,596.002,0.0,-573.453,,,,22.549,-7.036,,8.303,,0.0,-1.267,15.513,-14.011,1.502,0.0,,,1.502,0.0,1.502,0.0,0.0,1.502,1.502,,280.572,0.005,0.005,0.005,280.572,0.005,0.005,0.005,
01/18/2009,2466.503,2466.503,-1643.785,1643.785,822.718,0.0,-755.715,82.6,82.6,673.115,67.003,-11.739,,13.58,-1.841,,0.0,55.264,-22.935,32.329,0.0,0.0,0.0,32.329,0.0,32.329,-4.533,0.0,27.796,36.14565,8.34965,280.66,0.1,0.1,0.128788,280.66,0.1,0.1,0.128788,
04/12/2009,1857.55,1857.55,-1212.233,1212.233,645.317,0.0,-575.664,56.832,56.832,518.832,69.653,-8.335,,7.696,0.639,,0.0,61.318,-26.06,35.258,0.0,0.0,0.0,35.258,0.0,35.258,-7.934,0.0,27.324,38.50205,11.17805,280.808,0.095,0.095,0.137111,280.808,0.095,0.095,0.134806,
07/05/2009,1878.338,1878.338,-1218.029,1218.029,660.309,0.0,-581.394,52.592,52.592,528.802,78.915,-6.362,,7.688,-1.326,,0.0,72.553,-29.746,42.807,0.0,0.0,0.0,42.807,0.0,42.807,-7.839,0.0,34.968,39.93517,4.96717,280.878,0.125,0.125,0.14218,280.878,0.125,0.125,0.14218,
09/27/2009,1829.229,1829.229,-1203.263,1203.263,625.966,0.0,-557.188,51.725,51.725,505.463,68.778,-6.971,,7.892,-0.921,,0.0,61.807,-25.397,36.41,0.0,0.0,0.0,36.41,0.0,36.41,-7.744,0.0,28.666,31.0827,2.4167,281.02,0.1,0.1,0.110606,281.02,0.1,0.1,0.1086,
01/17/2010,2639.158,2639.158,-1732.942,1732.942,906.216,0.0,-803.963,75.936,75.936,728.027,102.253,-8.77,,10.553,-1.783,,0.0,93.483,-38.328,55.155,0.0,0.0,0.0,55.155,0.0,55.155,-5.478,0.0,49.677,51.60035,1.92335,308.826,0.16,0.16,0.167085,309.716,0.16,0.16,0.16621,
04/11/2010,2106.061,2106.061,-1363.632,1363.632,742.429,0.0,-623.193,62.54,62.54,560.653,119.236,-5.873,,7.783,-1.91,,0.0,113.363,-45.912,67.451,0.0,0.0,0.0,67.451,0.0,67.451,0.0,0.0,67.451,66.3096,-1.1414,341.786,0.195,0.195,0.194009,343.652,0.195,0.195,0.191679,
07/04/2010,2163.181,2163.181,-1402.847,1402.847,760.334,0.0,-644.764,68.153,68.153,576.611,115.57,-5.878,,7.421,-1.543,,0.0,109.692,-43.963,65.729,0.0,0.0,0.0,65.729,0.0,65.729,0.0,0.0,65.729,67.65365,1.92465,343.306,0.19,0.19,0.197065,345.202,0.19,0.19,0.195576,
09/26/2010,2097.394,2097.394,-1370.768,1370.768,726.626,0.0,-625.71,65.82,65.82,559.89,100.916,-5.673,,7.291,-1.618,,0.0,95.243,-37.745,57.498,0.0,0.0,0.0,57.498,0.0,57.498,0.0,0.0,57.498,57.69495,0.19695,343.922,0.165,0.165,0.167756,345.522,0.165,0.165,0.16557,
01/16/2011,3003.655,3003.655,-1965.17,1965.17,1038.485,0.0,-890.926,88.511,88.511,802.415,147.559,0.319,,,-0.319,,0.0,147.878,-59.148,88.73,0.0,0.0,0.0,88.73,0.0,88.73,0.0,0.0,88.73,89.44955,0.71955,345.59,0.255,0.255,0.258831,348.964,0.255,0.255,0.257062,
04/10/2011,2350.518,2350.518,-1513.446,1513.446,837.072,0.0,-694.944,75.661,75.661,619.283,142.128,0.658,,,-0.658,,0.0,142.786,-52.851,89.935,0.0,0.0,0.0,89.935,0.0,89.935,0.0,0.0,89.935,90.1872,0.2522,349.372,0.255,0.255,0.258141,354.248,0.255,0.255,0.255712,
07/03/2011,2399.781,2399.781,-1551.101,1551.101,848.68,0.0,-708.055,73.073,73.073,634.982,140.625,1.672,,,-1.672,,0.0,142.297,-53.825,88.472,0.0,0.0,0.0,88.472,0.0,88.472,0.0,0.0,88.472,88.90815,0.43615,352.888,0.25,0.25,0.251945,357.22,0.25,0.25,0.251221,
09/25/2011,2353.833,2353.833,-1541.521,1541.521,812.312,0.0,-695.004,73.675,73.675,621.329,117.308,1.443,,,-1.443,,0.0,118.751,-43.276,75.475,0.0,0.0,0.0,75.475,0.0,75.475,0.0,0.0,75.475,76.37135,0.89635,355.534,0.21,0.21,0.214808,359.664,0.21,0.21,0.212492,
01/15/2012,3391.0,3391.0,-2213.0,2213.0,1178.0,0.0,-988.0,104.0,104.0,884.0,190.0,2.0,,,-2.0,,0.0,192.0,-74.0,118.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,118.0,118.29315,0.29315,359.0,0.33,0.33,0.329508,363.0,0.325,0.325,0.325808,
04/08/2012,2670.0,2670.0,-1700.0,1700.0,970.0,0.0,-780.0,86.0,86.0,694.0,190.0,2.0,,,-2.0,,0.0,192.0,-74.0,118.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,118.0,119.2025,1.2025,364.4,0.325,0.325,0.32712,369.2,0.32,0.32,0.323257,
07/01/2012,2727.0,2727.0,-1746.0,1746.0,981.0,0.0,-793.0,88.0,88.0,705.0,188.0,2.0,,,-2.0,,0.0,190.0,-73.0,117.0,0.0,0.0,0.0,117.0,0.0,117.0,0.0,0.0,117.0,118.1401,1.1401,367.5,0.32,0.32,0.32147,371.8,0.31,0.31,0.313067,
09/30/2012,2911.0,2911.0,-1884.0,1884.0,1027.0,0.0,-851.0,94.0,94.0,757.0,176.0,2.0,,,-2.0,,0.0,178.0,-65.0,113.0,0.0,0.0,0.0,113.0,0.0,113.0,0.0,0.0,113.0,113.48685,0.48685,369.9,0.3,0.3,0.306804,373.0,0.3,0.3,0.301305,
01/20/2013,3856.0,3856.0,-2508.0,2508.0,1348.0,0.0,-1113.0,116.0,116.0,997.0,235.0,3.0,,,-3.0,,0.0,238.0,-92.0,146.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0,0.0,146.0,147.95,1.95,370.8,0.39,0.39,0.399002,374.3,0.39,0.39,0.395209,
