Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
12/31/2014,230.728,4379.774,14.825,4625.327,,,0.25,22.251647,422.389944,1.429738,446.07133,4.381105,83.16394,0.2815,87.826544,
03/31/2015,229.731,4365.92,13.009,4608.66,,,-0.503,19.377425,368.258038,1.097287,388.732751,4.348716,82.645116,0.246255,87.240087,
06/30/2015,65.059,4485.096,9.95,4560.105,,,0.031,5.253964,362.202532,0.803531,368.260028,1.239979,85.482797,0.18964,86.912416,
09/30/2015,54.487,4535.235,14.327,4604.049,,,-1.031,2.536026,211.086567,0.666831,214.289424,0.906885,75.484717,0.238459,76.630061,
12/31/2015,80.718,4578.405,16.232,4675.355,,,-0.819,3.609702,204.745901,0.725894,209.081498,1.375482,78.018701,0.276603,79.670786,
03/31/2016,54.316,4505.274,12.849,4577.052,,,-0.293,2.31783,192.253816,0.548306,195.316803,0.940797,78.034982,0.222555,79.278235,
06/30/2016,17.614,4540.468,17.638,4575.72,,,4.17,0.701284,180.774215,0.702239,182.177738,0.306608,79.03633,0.307026,79.649964,
09/30/2016,11.705,4709.04,15.662,4736.407,,,-0.441,0.453141,182.303367,0.606331,183.362839,0.1993,80.180499,0.266676,80.646475,
12/31/2016,33.55,4653.841,16.707,4704.098,,,2.437,1.316284,182.586484,0.655474,184.558243,0.585052,81.154721,0.29134,82.031114,
03/31/2017,15.325,4629.005,15.681,4660.011,,,-0.163,0.578841,174.842334,0.592288,176.013463,0.259575,78.406044,0.265605,78.931223,
06/30/2017,16.283,4687.292,15.116,4718.691,,,-0.063,0.543662,156.500719,0.504698,157.549078,0.290759,83.699132,0.26992,84.259811,
09/30/2017,16.283,4696.461,16.376,4729.12,,,-0.592,0.520199,150.039535,0.52317,151.082904,0.286881,82.744366,0.28852,83.319767,
12/31/2017,84.576,4901.446,17.252,5003.274,,,-1.315,2.6811,155.378209,0.546897,158.606206,1.505045,87.222117,0.307002,89.034165,
03/31/2018,84.349,4848.391,1.422,4944.24,,,0.341,2.61029,150.039812,0.044006,153.005985,1.501849,86.326476,0.025319,88.033085,
06/30/2018,21.802,4907.133,1.36,4943.616,,,-0.996,0.6579,148.078398,0.04104,149.179314,0.389877,87.752485,0.02432,88.404897,
09/30/2018,32.473,4939.951,17.247,4989.671,,,0.0,0.930584,141.564898,0.49425,142.989731,0.574021,87.322904,0.304873,88.201799,
12/31/2018,142.599,5109.71,14.548,5266.857,,,1.668,3.981109,142.653978,0.406154,147.041242,2.511518,89.994508,0.256226,92.762252,
03/31/2019,251.98,5244.881,11.639,5520.139,,,-0.108,6.602933,137.43788,0.304991,144.650794,4.292604,89.349137,0.198276,94.038293,
06/30/2019,216.523,5461.998,10.25,5688.771,,,-0.344,5.365237,135.343196,0.253985,140.962419,3.57562,90.198408,0.169267,93.943295,
09/30/2019,219.423,5620.447,7.779,5847.649,,,0.021,5.275077,135.119339,0.187012,140.581429,3.56974,91.437688,0.126555,95.133982,
12/31/2019,216.261,5703.652,7.252,5927.165,,,-0.476,5.018549,132.358837,0.16829,137.545675,3.471523,91.557701,0.116413,95.145637,
03/31/2020,435.5,5417.757,6.226,5859.483,,,0.057,10.2668,127.722223,0.146776,138.135799,7.075218,88.017943,0.101149,95.19431,
06/30/2020,544.422,5698.21,1.963,6244.595,,,0.457,12.420212,129.996544,0.044783,142.461539,8.280701,86.670222,0.029857,94.980781,
