Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
05/02/1992,36.464001,27.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/1992,25.215,36.842999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.215,,,
10/31/1992,28.124001,10.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/1993,21.200001,3.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/1993,23.601,24.999001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1993,41.639999,39.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.639999,,,
10/30/1993,34.368999,11.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/1994,24.224001,22.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1994,48.332001,27.816999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1994,22.792,38.000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.792,,,
10/29/1994,48.422001,12.529,,,,,,,,,-14.282,-14.282,,,,-14.282,,,,,,,,,,0.0,,,,,,,,,,,,34.140001,,,
01/28/1995,24.955999,26.481001,,,,,,,,,,-17.823,,,,-17.823,,,,,,,,,,17.823,,,,,,,,,,,,,,,
04/29/1995,77.295998,33.507999,,,,,,,,,,-14.934,,,,-14.934,,,,,,,,,,14.934,,,,,,,,,,,,,,,
07/29/1995,6.233,45.917999,,,,,,,,,-19.44,-19.44,,,,-19.44,,,,,,,,,,0.0,,,,,,,,,,,,-13.207,,,
10/28/1995,43.852001,19.674,,,,,,,,,,-17.131001,,,,-17.131001,,,,,,,,,,17.131001,,,,,,,,,,,,,,,
01/27/1996,18.596001,33.942001,,,,,,,,,,-18.469999,,,,-18.469999,,,,,,,,,,18.469999,,,,,,,,,,,,,,,
04/27/1996,43.979,40.598,,,,,,,,,,-16.955,,,,-16.955,,,,,,,,,,16.955,,,,,,,,,,,,,,,
08/03/1996,52.577999,48.619999,,,,,,,,,-35.896,-35.896,,,,-35.896,,,,,,,,,,0.0,,,,,,,,,,,,16.681999,,,
11/02/1996,30.135,17.284,,,,,,,,,,-21.913,,,,-21.913,,,,,,,,,,21.913,,,,,,,,,,,,,,,
02/01/1997,7.258,28.968,,,,,,,,,,-21.966,,,,-21.966,,,,,,,,,,21.966,,,,,,,,,,,,,,,
05/03/1997,25.284,-22.204,,,,,,,,,,-25.844999,,,,-25.844999,,,,,,,,,,25.844999,,,,,,,,,,,,,,,
08/02/1997,36.054001,43.27,,,,,,,,,-18.881001,-18.881001,,,,-18.881001,,,,,,,,,,0.0,,,,,,,,,,,,17.173,,,
11/01/1997,57.159,18.414,17.0,,,,,,,,-39.132999,-20.061999,0.214,,,-20.275999,,,0.0,0.0,0.0,,,,,-19.071,-4.565,0.0,32.835998,,,,-37.522998,1.494,-39.016998,0.122,,13.461,,,
01/31/1998,8.911,27.546,18.0,,,,,,,,-36.491001,-16.2,0.582,,,-16.782,,,0.0,0.0,0.0,,,,,-20.291002,6.961,-17.801001,60.406999,,,,-34.870999,1.111,-35.981998,-0.774,,-20.618999,,,
05/02/1998,87.596001,7.947,19.0,,,,,,,,-48.601002,-22.546,1.236,,,-23.782,,,0.0,0.0,0.0,,,,,-26.055002,-8.433002,-19.226999,6.734998,,,,4.49,4.49,0.0,-0.431,,30.562,,,
08/01/1998,7.116,39.726002,19.1,,,,,,,,-23.912001,58.807997,83.088997,,,-24.281,,,0.0,0.0,0.0,,,,,-82.719997,-12.455,-19.271,15.071,,,,-7.988,2.011,-9.999,-0.267,,-29.250999,,,
10/31/1998,37.0,13.461,20.0,,,,,,,,-24.447,-14.701,1.099,,,-15.8,,,0.0,0.0,0.0,,,,,-9.746,-0.886,-19.202,11.539,,,,6.165,16.165,-10.0,0.612,,11.667,4.697,4.152,
01/30/1999,6.884,15.974,19.0,,,,,,,,-37.241,-20.352,0.099,,,-20.451,,,0.0,0.0,0.0,,,,,-16.889,21.841,-19.279,44.202,,,,-2.72,17.28,-20.0,-0.362,,-8.516,8.752,3.929,
05/01/1999,60.511,-28.323,18.0,,,,,,,,-6.893,-16.994,0.817,,,-17.811,,,0.0,0.0,0.0,,,,,10.101,18.707,-19.952,47.772,,,,-8.43,0.826,-9.256,-0.683,,72.325,4.432,4.607,
07/31/1999,6.666,50.395,17.8,,,,,,,,-36.707,-13.476,3.658,,,-17.134,,,0.0,0.0,0.0,,,,,-23.231,29.117,-19.878,43.07,,,,5.423,6.371,-0.948,0.502,,-0.924,32.108,5.41,
10/30/1999,72.546,24.898,17.5,,,,,,,,-10.724,-15.269,3.165,,,-18.434,,,0.0,0.0,0.0,,,,,4.545,-83.496,-19.871,-64.555,,,,0.873,2.486,-1.613,0.057,,-21.674,4.962,5.126,
01/29/2000,40.272,33.828,17.4,,,,,,,,-7.773,-9.98,0.0,,,-9.98,,,0.0,0.0,0.0,,,,,2.207,-15.557,-19.868,16.538,,,,-10.38,2.611,-12.991,-1.847,,16.942,12.919,5.21,
04/29/2000,46.914,41.792,18.7,,,,,,,,-53.844,-13.564,1.19,,,-14.754,,,0.0,0.0,0.0,,,,,-40.28,-3.391,-20.405,9.409,,,,7.804,7.804,0.0,-0.199,,-10.321,0.0,5.677,
07/29/2000,57.191,46.118,18.4,,,,,,,,-19.962,-24.571,0.0,,,-24.571,,,0.0,0.0,0.0,,,,,4.609,-27.931,-20.43,5.677,,,,-13.077,2.298,-15.375,-0.101,,9.384,9.718,5.831,
10/28/2000,38.581,25.58,17.6,,,,,,,,-39.342,-17.369,1.499,,,-18.868,,,0.0,0.0,0.0,,,,,-21.973,-13.436,-20.358,19.559,,,,-10.79,4.187,-14.977,-1.847,,-14.197,15.571,4.4,
01/27/2001,49.9,29.911,18.0,,,,,,,,-19.937,-20.632,0.523,,,-21.155,,,0.0,0.0,0.0,,,,,0.695,-42.913,-20.165,-21.339,,,,-2.414,7.586,-10.0,1.005,,-12.95,-3.461,4.116,
04/28/2001,31.83,36.855,17.7,,,,,,,,-9.727,-16.211,0.283,,,-16.494,,,0.0,0.0,0.0,,,,,6.484,-30.439,-20.811,-9.527,,,,0.728,11.386,-10.658,-0.829,,-8.336,6.445,8.238,
07/28/2001,81.011,25.664,18.2,,,,,,,,-99.241,-19.588,1.729,,,-21.317,,,0.0,0.0,0.0,,,,,-79.653,27.632,-20.814,50.432,,,,-1.519,7.822,-9.341,-0.467,,9.402,8.189,3.632,
10/27/2001,16.614,19.392,17.5,,,,,,,,52.621,-18.779,0.595,,,-19.374,,,0.0,0.0,0.0,,,,,71.4,-72.443,-20.808,-45.0,,,,-6.807,3.193,-10.0,0.172,,-3.208,11.103,7.511,
01/26/2002,46.989,18.415,17.5,,,,,,,,-9.038,-13.976,0.569,,,-14.545,,,0.0,0.0,0.0,,,,,4.938,-30.612,-20.734,-16.427,,,,7.8,7.8,0.0,-1.251,,7.339,8.38,2.734,
04/27/2002,41.09,26.443,17.7,,,,,,,,-340.662,-10.872,3.0,,,-13.872,,,0.0,0.0,0.0,,,,,-329.79,315.695,-20.795,334.025,,,,1.146,1.146,0.0,1.319,,16.123,10.952,3.803,
08/03/2002,49.946,8.984,21.3,,,,,,,,-11.482,-20.701,1.429,,,-22.13,,,0.0,0.0,0.0,,,,,9.219,-8.421,-11.022,-12.917,,,,8.8,8.8,0.0,6.718,,30.043,7.093,6.042,
11/02/2002,34.767,-23.138,21.083,,,,,,,,-3.737,-13.338,1.118,,,-14.456,,,0.0,0.0,0.0,,,,,9.601,-45.747,-11.049,-36.303,,,,1.148,1.148,0.0,0.457,,-14.717,8.234,5.125,
02/01/2003,40.302,31.379,20.893,,,,,,,,-10.716,-12.19,1.589,,,-13.779,,,0.0,0.0,0.0,,,,,1.474,-17.908,-11.056,-22.925,,,,2.72,2.72,0.0,13.353,,11.678,1.804,1.617,
05/03/2003,58.548,40.335,,,,,,,,,-23.979,-9.665,1.403,,,-11.068,,,0.0,0.0,0.0,,,,,-14.314,-11.591,-11.07,-8.85,,,,4.555,4.555,0.0,3.774,,22.978,14.157,13.19,
08/02/2003,96.736,54.606,21.212,,,,,,,,-25.415,-15.263,7.604,,,-22.867,,,0.0,0.0,0.0,,,,,-10.152,-69.831,-11.201,-92.019,,,,21.71,21.71,0.0,11.679,,1.49,11.705,6.81,
10/31/2003,32.933,24.668,21.557,,,,,,,,-12.067,-9.997,0.524,,,-10.521,,,0.0,0.0,0.0,,,,,-2.07,-9.538,-11.21,-13.098,,,,10.073,10.073,0.0,4.697,,11.328,15.779,5.079,
01/31/2004,28.176,24.856,22.232,,,,,,,,-15.744,-13.314,1.326,,,-14.64,,,0.0,0.0,0.0,,,,,-2.43,16.283,-11.252,-0.027,,,,21.757,21.757,0.0,5.805,,28.715,17.015,1.267,
04/30/2004,61.463,46.514,22.777,,,,,,,,-12.288,-10.341,4.311,,,-14.652,,,0.0,0.0,0.0,,,,,-1.947,-46.457,-11.383,3.943,,,,-35.214,9.786,-45.0,-3.803,,2.718,14.719,10.2,
07/31/2004,69.374,55.535,22.369,,,,,,,,3.848,-23.495,0.0,,,-23.495,,,0.0,0.0,0.0,,,,,27.343,-43.459,-11.252,-12.782,,,,-19.844,10.156,-30.0,0.419,,29.763,9.036,0.981,
10/31/2004,22.682,21.699,22.138,6.728,,,6.728,-27.883,-27.883,,-15.402,-16.17,1.376,,,-17.546,,,0.0,0.0,0.0,,,,,0.768,-6.169,-11.162,15.656,,,,-19.569,10.429,-29.998,8.906,,1.111,27.757,11.952,
01/31/2005,42.735,32.045,22.892,5.905,,,5.905,-18.107,-18.107,,-55.237,-21.628,0.809,,,-22.437,,,0.0,0.0,0.0,,,,,-33.609,31.25,-11.071,24.966,,,,24.302,24.302,0.0,-6.947,,18.748,10.208,0.612,
04/30/2005,14.697,43.678,22.643,6.146,,,6.146,-57.77,-57.77,,-17.47,-17.908,1.47,,,-19.378,,,0.0,0.0,0.0,,,,,0.438,-42.066,-12.44,-15.871,,,,-12.134,7.866,-20.0,-1.621,,-44.839,19.553,14.364,
07/31/2005,82.44,43.394,23.248,6.77,,,6.77,9.028,9.028,,-26.454,-25.32,1.472,,,-26.792,,,0.915,0.915,0.0,,,,,-2.049,-73.355,-12.402,-59.358,,,,4.699,18.947,-14.248,-6.294,,-17.369,17.697,-0.77,
10/31/2005,31.47,25.11,23.671,-17.794,2.581,,-20.375,0.483,0.483,,-26.274,-21.104,0.532,,,-21.636,,,0.0,0.0,0.0,,,,,-5.17,9.564,-12.434,19.42,,,,3.72,9.47,-5.75,-1.142,,14.76,13.311,11.238,
01/31/2006,93.55,32.436,23.627,27.882,2.828,,25.054,9.605,9.605,,-33.338,-27.69,2.695,,,-30.385,,,0.0,0.0,0.0,,,,,-5.648,-11.902,-12.451,-7.769,,,,5.391,5.391,0.0,2.927,,48.31,12.176,2.859,
04/30/2006,26.647,25.189,23.449,10.017,2.637,,7.38,-32.008,-32.008,,-19.511,-17.426,3.337,,,-20.763,,,0.0,0.0,0.0,,,,,-2.085,-27.775,-13.726,-30.596,,,,12.657,12.657,0.0,3.89,,-20.639,19.807,11.693,
07/31/2006,67.161,53.265,24.911,-61.454,,,-61.454,50.439,50.439,,-36.979,-19.797,3.386,,,-23.183,,,0.0,0.0,0.0,,,,,-17.182,80.116,-13.768,185.566,,,,-91.594,3.383,-94.977,-0.088,,110.298,19.439,7.872,
10/31/2006,42.921,16.001,2.184,24.736,2.92,,21.816,0.0,0.0,,-12.542,-12.824,1.005,,,-13.829,,,0.0,0.0,0.0,,,,,0.282,-17.018,-13.436,-14.192,,,,10.543,14.096,-3.553,0.067,,13.361,14.453,13.304,
01/31/2007,76.377,44.347,,,,,,,,,22.488,24.582,42.963,,,-18.381,,,0.0,0.0,0.0,,,,,-2.094,-113.774,-13.449,-107.089,,,,5.416,13.663,-8.247,1.348,,-14.909,-1.389,4.938,
04/30/2007,64.679,50.371,21.035,,,,,,,,-23.071,-21.235,0.641,,,-21.876,,,0.0,0.0,0.0,,,,,-1.836,-22.622,-14.636,11.479,,,,-25.569,13.647,-39.216,6.104,,18.986,28.566,12.236,
07/31/2007,119.374,16.778,23.782,,,,,,,,-42.302,-40.552,3.125,,,-43.677,,,0.0,0.0,0.0,,,,,-1.75,1.292,-14.707,17.837,,,,-4.645,6.134,-10.779,2.807,,78.364,7.195,3.698,
10/31/2007,-125.806,36.102,20.693,,,,,,,,-22.535,-20.904,2.682,,,-23.586,,,0.0,0.0,0.0,,,,,-1.631,113.082,-14.715,108.781,,,,7.776,7.776,0.0,11.24,,-35.259,174.704,17.727,
01/31/2008,50.901,47.988,21.006,,,,,,,,-30.33,-27.172,1.923,,,-29.095,,,0.0,0.0,0.0,,,,,-3.158,-18.083,-14.71,-7.328,,,,0.446,0.446,0.0,3.509,,2.488,12.528,6.615,
04/30/2008,91.36,63.274,21.435,,,,,,,,-24.162,-22.83,0.955,,,-23.785,,,0.0,0.0,0.0,,,,,-1.332,-80.626,-14.745,-2.913,,,,-70.167,8.044,-78.211,7.199,,-13.428,27.909,9.29,
07/31/2008,174.351,69.915,30.071,74.365,,-30.84,105.205,,,,-44.66,-42.811,4.577,,,-47.388,,,0.0,0.0,0.0,,,,,-1.849,-72.463,-15.775,13.705,,,,-66.696,3.943,-70.639,-3.697,,57.228,15.889,9.655,
10/31/2008,50.854,43.087,22.995,-15.228,,,-15.228,,,0.0,-63.042,-24.234,2.053,2.053,0.0,-26.287,-26.287,0.0,0.0,0.0,0.0,-36.832,0.0,-36.832,0.0,-1.976,-141.007,-15.501,-83.045,17.711,33.578,-134.334,-42.461,7.433,-49.894,0.0,-34.567,-187.762,19.692,18.378,
01/31/2009,11.039,38.871,21.971,-49.803,,,-49.803,,,0.0,-43.864,-31.161,0.939,0.939,0.0,-32.1,-32.1,0.0,0.0,0.0,0.0,-0.382,0.0,-0.382,0.0,-12.321,-10.453,-15.313,19.409,-19.955,82.361,-42.997,-14.549,0.441,-14.99,0.0,-1.539,-44.817,26.143,10.127,
04/30/2009,93.019,44.162,21.813,27.044,,,27.044,,,0.0,-36.388,-37.136,,,,,,,0.0,0.0,0.0,-0.035,0.0,-0.035,0.0,0.783,40.677,-17.048,49.852,-4.69,55.071,-0.529,7.873,7.873,0.0,0.0,1.269,98.577,26.042,11.038,
07/31/2009,172.583,69.499,22.66,80.424,,,80.424,,,0.0,-38.736,-36.277,4.241,4.241,0.0,-40.518,-40.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.459,-57.827,-17.052,-9.687,26.427,0.0,-36.114,-31.088,0.467,-31.555,0.0,17.928,93.948,12.803,1.197,
10/31/2009,73.04,66.983,23.228,-17.171,,,-17.171,,,0.0,-38.303,-37.081,0.0,0.0,0.0,-37.081,-37.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.222,-23.37,-33.913,2.09,2.622,0.0,-0.532,8.453,8.453,0.0,0.0,8.156,19.523,23.393,10.243,
01/31/2010,82.968,49.619,23.868,9.481,,,9.481,,,0.0,-37.327,-26.378,0.0,0.0,0.0,-26.378,-26.378,0.0,0.0,0.0,0.0,-8.984,0.0,-8.984,0.0,-1.965,-27.235,0.0,-3.905,-3.339,0.0,-0.566,-23.33,1.66,-24.99,0.0,-9.983,8.423,20.208,4.72,
04/30/2010,101.033,69.691,22.745,8.597,,,8.597,,,0.0,-49.506,-30.054,0.0,0.0,0.0,-30.054,-30.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.452,-2.66,-18.687,13.122,-1.333,30.096,-15.641,2.905,14.117,-11.212,0.0,-6.94,41.927,31.839,10.429,
07/31/2010,120.819,54.955,23.787,42.077,,,42.077,,,,-43.598,-41.197,1.603,1.603,0.0,-42.8,-42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.401,-67.398,-18.684,47.292,0.034,768.194,-720.936,-61.427,2.37,-63.797,-34.579,4.856,14.679,16.431,10.219,
10/31/2010,58.686,71.409,24.036,-36.759,,,-36.759,,,0.0,-37.388,-25.358,0.0,0.0,0.0,-25.358,-25.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.03,-63.525,-36.976,-16.826,3.669,35.021,-55.516,-9.723,15.277,-25.0,0.0,23.041,-19.186,34.049,2.305,
01/31/2011,96.837,75.664,24.631,,,,,,,0.0,-36.562,-34.177,0.41,0.41,0.0,-34.587,-34.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.385,-101.274,0.0,-116.236,126.412,0.088,-242.736,14.962,19.5,-4.538,0.0,-3.117,-44.116,20.292,11.752,
04/30/2011,125.433,71.069,26.035,,,,,,,,-44.893,-43.607,0.0,,,-43.607,-43.607,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.286,-45.304,-20.311,-20.516,-20.399,0.036,-0.153,-4.477,30.509,-34.986,0.0,20.999,56.235,25.509,,
07/31/2011,149.031,97.354,23.404,28.273,,,28.273,,,,-57.698,-55.658,1.971,1.971,0.0,-57.629,-57.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04,-33.082,-20.354,64.835,64.918,0.04,-0.123,-77.563,7.82,-85.383,0.0,8.019,66.27,13.325,12.277,
10/31/2011,78.356,69.455,,8.901,,,8.901,,,,-69.176,-36.812,19.837,19.837,0.0,-56.649,-56.649,0.0,0.0,0.0,0.0,-28.0,0.0,-28.0,0.0,-4.364,-79.931,-20.125,-70.097,-70.008,0.052,-0.141,10.291,10.291,0.0,0.0,-11.621,-82.372,29.379,1.304,
01/31/2012,125.627,84.729,,40.898,,,40.898,,,,-40.542,-37.617,0.019,0.019,0.0,-37.636,-37.636,0.0,0.0,0.0,0.0,2.331,0.0,2.331,0.0,-5.256,-16.793,-20.149,-5.072,-4.979,0.032,-0.125,8.428,8.428,0.0,0.0,-15.782,52.51,21.106,10.609,
04/30/2012,122.434,78.918,,43.516,,,43.516,,,,-169.288,-26.89,5.748,5.748,0.0,-32.638,-32.638,0.0,0.0,0.0,0.0,-141.969,0.0,-141.969,0.0,-0.429,55.902,-24.28,59.879,59.983,0.02,-0.124,20.303,20.303,0.0,0.0,-1.061,7.987,24.916,1.361,
07/31/2012,148.431,86.207,29.224,33.0,,,33.0,,,,-30.819,-31.039,0.947,0.947,0.0,-31.986,-31.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,-132.4,-24.401,4.868,4.987,0.002,-0.121,-112.867,8.297,-121.164,0.0,-20.829,-35.617,15.405,10.714,
10/31/2012,38.958,339.472,27.498,,,,,,,0.0,511.059,512.203,535.68,535.68,0.0,-23.477,-23.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.144,-155.706,-23.979,-75.034,-74.931,0.017,-0.12,-56.693,18.307,-75.0,0.0,15.095,409.406,49.039,11.004,
01/31/2013,50.424,76.77,26.954,,,,,,,,-10.312,-12.518,6.408,6.408,0.0,-18.926,-18.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.206,-84.079,-28.655,104.834,,,,-160.258,14.742,-175.0,0.0,4.519,-39.448,54.837,11.608,
04/30/2013,117.508,73.065,25.029,19.414,,,19.414,,,0.0,-30.526,-28.788,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.738,-40.945,-27.563,-20.118,,,,9.779,9.779,0.0,-3.043,-12.302,33.735,29.541,1.168,
07/31/2013,177.569,85.628,26.803,65.138,,,65.138,,,,-70.921,-43.454,0.341,0.341,0.0,-43.795,-43.795,0.0,0.0,0.0,0.0,-21.97,0.0,-21.97,0.0,-5.497,-63.735,-27.857,-45.102,-44.993,0.0,-0.109,9.224,9.224,0.0,0.0,-9.994,32.919,11.316,10.593,
10/31/2013,85.897,71.513,27.348,-12.964,,,-12.964,,,,-17.255,-18.444,0.471,0.471,0.0,-18.915,-18.915,0.0,0.0,0.0,0.0,-1.46,0.0,-1.46,0.0,2.649,-48.689,-27.947,85.885,90.007,0.0,-4.122,-106.627,18.373,-125.0,0.0,11.137,31.09,22.826,1.175,
01/31/2014,119.698,83.666,27.867,8.165,,,8.165,,,0.0,-18.398,-14.266,1.482,1.482,0.0,-15.748,-15.748,0.0,0.0,0.0,0.0,-3.839,0.0,-3.839,0.0,-0.293,-112.484,-30.461,44.776,,,,-126.799,,,0.0,-4.958,-16.142,8.946,10.669,
04/30/2014,98.294,88.691,84.716,-75.113,,,-75.113,,,0.0,-242.61,-44.683,5.618,5.618,0.0,-50.301,-50.301,0.0,0.0,0.0,0.0,-195.262,0.0,-195.262,0.0,-2.665,-182.935,-88.596,130.52,131.065,0.0,-0.545,-224.859,25.141,-250.0,0.0,17.369,-309.882,44.782,13.068,
07/31/2014,161.748,120.086,31.676,9.986,,,9.986,,,,-150.899,-23.955,0.481,0.481,0.0,-24.436,-24.436,0.0,0.0,0.0,0.0,-123.716,0.0,-123.716,0.0,-3.228,90.023,-30.162,119.811,119.984,0.0,-0.173,0.374,0.374,0.0,0.0,-7.636,93.236,13.199,10.72,
10/31/2014,114.537,88.273,30.598,,,,,,,0.0,-10.275,-8.831,1.577,1.577,0.0,-10.408,-10.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.444,-29.719,-30.202,299.645,299.793,0.0,-0.148,-297.627,2.373,-300.0,-1.535,-37.172,37.371,18.806,1.729,
01/31/2015,123.629,84.399,29.554,9.676,,,9.676,,,0.0,-16.664,-14.209,0.623,0.623,0.0,-14.832,-14.832,0.0,0.0,0.0,0.0,-1.741,0.0,-1.741,0.0,-0.714,-29.958,-32.594,-0.072,0.06,,-0.132,4.166,8.271,-4.105,-1.458,-48.815,28.192,22.877,10.986,
04/30/2015,122.231,96.177,27.879,-1.825,,,-1.825,,,0.0,-29.35,-14.077,0.013,0.013,0.0,-14.09,-14.09,0.0,0.0,0.0,0.0,-7.641,0.0,-7.641,0.0,-7.632,-29.824,-32.525,-0.111,0.006,,-0.117,5.87,5.87,0.0,-3.058,1.774,64.831,35.326,2.067,
