Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2012,909.1,909.1,-606.8,606.8,302.3,0.0,-241.7,236.2,,5.5,60.6,-1.2,2.0,2.0,0.0,,-0.8,59.4,-19.2,,40.2,0.0,0.0,0.0,40.2,-0.2,40.0,0.0,0.0,40.0,48.1,8.1,161.2,0.25,0.25,0.298387,167.0,0.24,0.24,0.288503,
12/31/2012,947.9,947.9,-644.4,644.4,303.5,0.0,-296.0,277.3,,18.7,7.5,-1.7,2.1,2.1,0.0,,-0.4,5.8,12.8,,18.6,0.0,0.0,0.0,18.6,-0.2,18.4,0.0,0.0,18.4,15.165,-3.235,169.2,0.11,0.11,0.089628,169.2,0.11,0.11,0.089628,
03/31/2013,890.0,890.0,-589.8,589.8,300.2,0.0,-243.6,240.1,,3.5,56.6,-1.5,1.7,1.7,0.0,,-0.2,55.1,-17.6,,37.5,0.0,0.0,0.0,37.5,-0.2,37.3,0.0,0.0,37.3,41.2,3.9,164.3,0.23,0.23,0.250761,170.3,0.22,0.22,0.242901,
06/30/2013,1040.4,1040.4,-663.4,663.4,377.0,0.0,-270.5,267.7,,2.8,106.5,-7.8,1.7,1.7,0.0,,6.1,98.7,-34.5,,64.2,0.0,0.0,0.0,64.2,-0.2,64.0,0.0,0.0,64.0,70.59,6.59,165.4,0.39,0.39,0.426784,171.3,0.37,0.37,0.408471,
09/30/2013,1045.0,1045.0,-686.1,686.1,358.9,0.0,-261.3,235.7,,25.6,97.6,-1.6,2.1,2.1,0.0,,-0.5,96.0,-31.9,,64.1,-0.5,-0.5,0.0,64.6,-0.4,64.2,0.0,0.0,64.2,78.7,15.0,166.0,0.39,0.38,0.474096,171.6,0.37,0.37,0.457413,
12/31/2013,1101.9,1101.9,-725.2,725.2,376.7,0.0,-281.3,275.7,,5.6,95.4,-1.3,1.7,1.7,0.0,,-0.4,94.1,-29.5,,64.6,0.0,0.0,0.0,64.6,-0.4,64.2,0.0,0.0,64.2,65.5,1.3,171.8,0.37,0.37,0.381257,171.8,0.37,0.37,0.377567,
03/31/2014,889.1,889.1,-593.8,593.8,295.3,0.0,-226.0,222.7,,3.3,69.3,-1.4,1.9,1.9,0.0,,-0.5,67.9,-21.6,,46.3,5.1,5.1,0.0,41.2,-0.4,40.8,0.0,0.0,40.8,46.5,0.6,166.2,0.25,0.28,0.279783,171.2,0.24,0.27,0.273505,
06/30/2014,1027.2,1027.2,-665.4,665.4,361.8,0.0,-236.3,232.6,,3.7,125.5,-3.1,2.1,2.1,0.0,,1.0,122.4,-36.1,,86.3,-7.3,-7.3,0.0,93.6,-0.3,93.3,0.0,0.0,93.3,85.5,-0.5,164.2,0.57,0.52,0.520706,168.7,0.55,0.51,0.507036,
09/30/2014,1057.7,1057.7,-689.7,689.7,368.0,0.0,-238.5,234.9,,3.6,129.5,-2.7,,3.2,,,-0.5,126.8,-42.3,,84.5,105.4,105.4,0.0,-20.9,-0.2,-21.1,0.0,0.0,-21.1,85.5,1.2,158.7,-0.13,0.53,0.538752,163.2,-0.13,0.52,0.527353,
12/31/2014,1039.6,1039.6,-697.8,697.8,341.8,0.0,-262.6,253.1,,9.5,79.2,-4.4,,3.2,,,1.2,74.8,-18.3,,56.5,11.1,11.1,0.0,45.4,-0.3,45.1,0.0,0.0,45.1,71.4,15.2,162.3,0.27788,0.35,0.439926,162.3,0.27788,0.35,0.439926,
03/31/2015,950.8,950.8,-633.9,633.9,316.9,0.0,-249.6,241.4,,8.2,67.3,-5.1,,3.4,,,1.7,62.2,-21.3,,40.9,0.6,0.6,0.0,40.3,-0.3,40.0,0.0,0.0,40.0,44.5,3.9,158.8,0.25,0.26,0.280227,162.6,0.25,0.25,0.273985,
06/30/2015,1165.1,1165.1,-754.7,754.7,410.4,0.0,-282.2,271.0,,11.2,128.2,-7.5,,6.0,,,1.5,120.7,-42.7,,78.0,-1.4,-1.4,0.0,79.4,0.3,79.7,0.0,0.0,79.7,96.7,18.4,159.5,0.5,0.49,0.60627,163.0,0.49,0.48,0.592883,
09/30/2015,1238.8,1238.8,-804.3,804.3,434.5,0.0,-274.2,265.7,,8.5,160.3,-11.6,,11.1,,,0.5,148.7,-48.7,,100.0,-7.8,-7.8,0.0,107.8,-0.3,107.5,0.0,0.0,107.5,104.1,4.4,160.0,0.67,0.62,0.650625,163.4,0.66,0.61,0.636928,
12/31/2015,1224.7,1224.7,-804.6,804.6,420.1,0.0,-279.8,269.5,,10.3,140.3,-12.0,,11.4,,,0.6,128.3,-40.7,,87.6,-0.4,-0.4,0.0,88.0,-0.2,87.8,0.0,0.0,87.8,90.9,3.5,162.9,0.55,0.55,0.558011,162.9,0.54,0.54,0.558011,
03/31/2016,1106.5,1106.5,-728.7,728.7,377.8,0.0,-282.3,270.2,,12.1,95.5,-11.5,11.8,11.8,0.0,0.0,-0.3,84.0,-23.0,,61.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,61.0,67.5,6.5,155.7,0.39,0.39,0.433526,159.5,0.38,0.38,0.420752,
06/30/2016,1297.8,1297.8,-823.1,823.1,474.7,0.0,-287.0,276.7,,10.3,187.7,-13.5,13.9,13.9,0.0,0.0,-0.4,174.2,-49.1,,125.1,0.0,0.0,0.0,125.1,0.1,125.2,0.0,0.0,125.2,129.6,4.4,153.4,0.82,0.82,0.84485,157.2,0.8,0.8,0.82799,
09/30/2016,1279.0,1279.0,-801.0,801.0,478.0,0.0,-294.9,284.5,,10.4,183.1,-12.4,,11.8,,,0.6,170.7,-48.8,,121.9,-1.5,-1.5,0.0,123.4,0.0,123.4,0.0,0.0,123.4,126.4,4.5,154.2,0.8,0.79,0.819715,157.6,0.78,0.77,0.798553,
12/31/2016,1301.6,1301.6,-827.5,827.5,474.1,0.0,-307.7,298.5,,9.2,166.4,-13.2,,11.6,,,1.6,153.2,-48.8,,104.4,0.7,0.7,0.0,103.7,-0.1,103.6,0.0,0.0,103.6,110.6,6.3,156.8,0.660714,0.67,0.705357,156.8,0.660714,0.67,0.705357,
03/31/2017,1186.8,1186.8,-772.7,772.7,414.1,0.0,-303.1,289.6,,13.5,111.0,-7.2,11.9,11.9,0.0,0.0,-4.7,103.8,-26.4,,77.4,0.0,0.0,0.0,77.4,0.0,77.4,0.0,0.0,77.4,82.38,4.98,153.3,0.5,0.5,0.537378,156.2,0.5,0.5,0.531882,
06/30/2017,1365.4,1365.4,-852.1,852.1,513.3,0.0,-304.1,292.8,,11.3,209.2,-10.0,12.3,12.3,0.0,,-2.3,199.2,-58.9,,140.3,2.6,2.6,0.0,137.7,0.0,137.7,0.0,0.0,137.7,143.3,3.0,154.2,0.89,0.91,0.929313,156.6,0.88,0.9,0.919157,
09/30/2017,1348.6,1348.6,-843.3,843.3,505.3,0.0,-305.8,297.9,,7.9,199.5,-10.1,12.3,12.3,0.0,0.0,-2.2,189.4,-59.8,,129.6,0.0,0.0,0.0,129.6,-0.1,129.5,0.0,0.0,129.5,129.9,0.4,153.5,0.84,0.84,0.846254,155.9,0.83,0.83,0.832566,
12/31/2017,1382.5,1382.5,-890.2,890.2,492.3,0.0,-329.5,316.6,0.0,12.9,162.8,-20.4,12.9,12.9,0.0,0.0,7.5,142.4,-14.4,,128.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,128.0,122.7,-5.3,154.4,0.829016,0.83,0.794689,154.4,0.829016,0.83,0.794689,
03/31/2018,1254.6,1254.6,-815.0,815.0,439.6,0.0,-320.2,311.2,,9.0,119.4,-11.9,14.7,14.7,0.0,0.0,-2.8,107.5,-32.4,,75.1,0.2,0.2,0.0,74.9,0.1,75.0,0.0,0.0,75.0,85.1,9.9,149.9,0.5,0.5,0.567712,152.1,0.49,0.49,0.555089,
06/30/2018,1429.0,1429.0,-904.9,904.9,524.1,0.0,-335.5,316.5,,19.0,188.6,-14.0,17.4,17.4,0.0,,-3.4,174.6,-44.9,,129.7,0.0,0.0,0.0,129.7,-0.1,129.6,0.0,0.0,129.6,146.6,17.0,144.9,0.89,0.89,1.011732,146.7,0.88,0.88,0.995883,
09/30/2018,1380.8,1380.8,-886.9,886.9,493.9,0.0,-346.8,305.1,,41.7,147.1,-9.4,19.0,19.0,0.0,0.0,-9.6,137.7,-37.8,,99.9,0.0,0.0,0.0,99.9,-0.1,99.8,0.0,0.0,99.8,134.100592,34.300592,142.4,0.7,0.7,0.941718,144.2,0.69,0.69,0.927868,
12/31/2018,1420.7,1420.7,-918.9,918.9,501.8,0.0,-361.7,308.6,0.0,53.1,140.1,-22.9,23.4,23.4,0.0,0.0,-0.5,117.2,-31.9,,85.3,0.0,0.0,0.0,85.3,-0.1,85.2,0.0,0.0,85.2,129.534,44.334,142.6,0.6,0.6,0.908373,142.6,0.6,0.6,0.908373,
03/31/2019,1327.9,1327.9,-869.1,869.1,458.8,0.0,-323.2,312.0,,11.2,135.6,-22.5,23.7,23.7,0.0,0.0,-1.2,113.1,-28.6,,84.5,0.0,0.0,0.0,84.5,0.2,84.7,0.0,0.0,84.7,90.443,5.743,140.7,0.6,0.6,0.642807,141.9,0.6,0.6,0.640472,
06/30/2019,1507.2,1507.2,-969.6,969.6,537.6,0.0,-335.2,320.6,,14.6,202.4,-23.8,24.5,24.5,0.0,,-0.7,178.6,-41.5,,137.1,0.0,0.0,0.0,137.1,0.4,137.5,0.0,0.0,137.5,145.4,7.9,139.9,0.98,0.98,1.039314,141.3,0.97,0.97,1.025909,
09/30/2019,1459.0,1459.0,-934.8,934.8,524.2,0.0,-356.2,311.3,,44.9,168.0,-23.3,23.6,23.6,0.0,,-0.3,144.7,-39.0,,105.7,0.0,0.0,0.0,105.7,-0.1,105.6,0.0,0.0,105.6,132.2,26.6,139.5,0.76,0.76,0.94767,140.9,0.75,0.75,0.938786,
12/31/2019,1470.5,1470.5,-938.7,938.7,531.8,0.0,-339.3,312.4,,26.9,192.5,-53.6,22.4,22.4,0.0,,31.2,138.9,-34.9,,104.0,0.0,0.0,0.0,104.0,0.1,104.1,0.0,0.0,104.1,115.334266,11.234266,141.1,0.75,0.75,0.817394,141.1,0.74,0.74,0.817394,
03/31/2020,1402.7,1402.7,-909.5,909.5,493.2,0.0,-338.2,313.9,,24.3,155.0,-16.0,22.1,22.1,0.0,0.0,-6.1,139.0,-29.9,-0.3,108.8,0.0,0.0,0.0,108.8,0.3,109.1,0.0,0.0,109.1,119.787,10.687,139.3,0.78,0.78,0.859921,140.8,0.77,0.77,0.845902,
06/30/2020,1375.8,1375.8,-892.9,892.9,482.9,0.0,-309.9,276.2,,33.7,173.0,-17.0,22.2,22.2,0.0,,-5.2,156.0,-37.8,-2.0,116.2,0.0,0.0,0.0,116.2,-0.4,115.8,0.0,0.0,115.8,133.253,17.453,138.0,0.84,0.84,0.965601,138.8,0.83,0.83,0.955742,
09/30/2020,1508.462,,,,537.9175492,,,,,,209.333,,,,,,,189.375,,,142.636,,,,,,142.636,,,142.636,142.636,,,1.023,1.023,1.023,,1.023,1.023,1.023,
12/31/2020,1526.077,,,,546.0303506,,,,,,214.167,,,,,,,194.5,,,147.273,,,,,,147.273,,,147.273,147.273,,,1.053,1.053,1.053,,1.053,1.053,1.053,
