Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/30/2010,1983.0,1983.0,-1269.0,1269.0,714.0,0.0,-565.0,565.0,,0.0,149.0,-48.0,47.539,48.0,-0.461,,0.461,101.0,-40.0,,,,61.0,0.0,0.0,0.0,61.0,,61.0,0.0,0.0,61.0,61.0,0.0,322.0,0.19,0.19,0.19,332.0,0.18,0.18,0.18,
01/29/2011,3455.86,3455.86,-2011.107,2011.107,1444.753,0.0,-731.251,731.251,,0.0,713.502,4.531,,48.299,,,-52.83,718.033,-265.742,,,,452.291,0.0,0.0,0.0,452.291,,452.291,0.0,0.0,452.291,452.291,0.0,332.875,1.36,1.36,1.36,332.875,1.36,1.36,1.36,
04/30/2011,2217.0,2217.0,-1375.0,1375.0,842.0,0.0,-625.0,625.0,,0.0,217.0,32.0,,55.0,,,-87.0,249.0,-84.0,,,,165.0,0.0,0.0,0.0,165.0,,165.0,0.0,0.0,165.0,129.6,-35.4,317.0,0.52,0.52,0.408833,328.0,0.5,0.5,0.392073,
07/30/2011,2458.0,2458.0,-1556.0,1556.0,902.0,0.0,-708.0,708.0,,0.0,194.0,82.0,,64.0,,,-146.0,276.0,-45.0,,,,231.0,0.0,0.0,0.0,231.0,,231.0,0.0,0.0,231.0,231.0,0.0,305.0,0.76,0.76,0.76,315.0,0.73,0.73,0.73,
10/29/2011,2174.0,2174.0,-1389.0,1389.0,785.0,0.0,-599.0,599.0,,0.0,186.0,-64.0,,64.0,,,0.0,122.0,-28.0,,,,94.0,0.0,0.0,0.0,94.0,,94.0,0.0,0.0,94.0,77.3,-16.7,298.0,0.32,0.32,0.259396,308.0,0.31,0.31,0.255779,
01/28/2012,3515.426,3515.426,-1987.769,1987.769,1527.657,0.0,-886.521,765.46,,121.061,641.136,-61.198,,63.487,,,-2.289,579.938,-220.497,,,,359.441,0.0,0.0,0.0,359.441,,359.441,0.0,0.0,359.441,487.441,128.0,306.042,1.17,1.17,1.592726,306.042,1.17,1.17,1.588243,
04/28/2012,2154.0,2154.0,-1252.0,1252.0,902.0,0.0,-609.0,609.0,,0.0,293.0,-80.0,,78.0,,,2.0,213.0,-88.0,,,,125.0,0.0,0.0,0.0,125.0,,125.0,0.0,0.0,125.0,125.0,0.0,292.0,0.43,0.43,0.43,301.0,0.41,0.41,0.41,
07/28/2012,2399.0,2399.0,-1457.0,1457.0,942.0,0.0,-637.0,637.0,,0.0,305.0,-76.0,,79.0,,,-3.0,229.0,-86.0,,,,143.0,0.0,0.0,0.0,143.0,,143.0,0.0,0.0,143.0,143.0,0.0,290.0,0.5,0.5,0.5,296.0,0.49,0.49,0.49,
10/27/2012,2050.0,2050.0,-1225.0,1225.0,825.0,0.0,-638.0,638.0,,0.0,187.0,-59.0,,77.0,,,-18.0,128.0,-54.0,,,,74.0,0.0,0.0,0.0,74.0,,74.0,0.0,0.0,74.0,76.2,2.2,288.0,0.26,0.26,0.264583,294.0,0.25,0.25,0.257483,
02/02/2013,3855.583,3855.583,-2139.298,2139.298,1716.285,0.0,-928.528,835.327,,93.201,787.757,-77.347,,82.254,,,-4.907,710.41,-299.014,,,,411.396,0.0,0.0,0.0,411.396,,411.396,0.0,0.0,411.396,519.196,107.8,295.423,1.39,1.39,1.757466,295.423,1.39,1.39,1.7549,
05/04/2013,2268.0,2268.0,-1327.0,1327.0,941.0,0.0,-630.0,630.0,,0.0,311.0,-76.0,,79.0,,,-3.0,235.0,-92.0,,,,143.0,0.0,0.0,0.0,143.0,,143.0,0.0,0.0,143.0,143.0,0.0,289.0,0.49,0.49,0.49,295.0,0.48,0.48,0.48,
08/03/2013,2516.0,2516.0,-1527.0,1527.0,989.0,0.0,-631.0,631.0,,0.0,358.0,-76.0,,77.0,,,-1.0,282.0,-104.0,,,,178.0,0.0,0.0,0.0,178.0,,178.0,0.0,0.0,178.0,178.0,0.0,290.0,0.62,0.62,0.62,296.0,0.61,0.61,0.61,
11/02/2013,2171.0,2171.0,-1314.0,1314.0,857.0,0.0,-646.0,646.0,,0.0,211.0,-69.0,,76.0,,,-7.0,142.0,-50.0,,,,92.0,0.0,0.0,0.0,92.0,,92.0,0.0,0.0,92.0,92.0,0.0,290.0,0.32,0.32,0.32,297.0,0.31,0.31,0.31,
02/01/2014,3818.202,3818.202,-2175.897,2175.897,1642.305,0.0,-778.844,778.844,,0.0,863.461,-76.67,,82.22,,,-5.55,786.791,-297.171,,,,489.62,0.0,0.0,0.0,489.62,,489.62,0.0,0.0,489.62,489.62,0.0,297.018,1.65,1.65,1.65,297.018,1.65,1.65,1.65,
05/03/2014,2391.0,2391.0,-1409.0,1409.0,982.0,0.0,-646.0,646.0,,0.0,336.0,-81.0,,84.0,,,-3.0,255.0,-98.0,,,,157.0,0.0,0.0,0.0,157.0,,157.0,0.0,0.0,157.0,157.0,0.0,291.0,0.54,0.54,0.54,297.0,0.53,0.53,0.53,
08/02/2014,2675.0,2675.0,-1631.0,1631.0,1044.0,0.0,-668.0,668.0,,0.0,376.0,-80.0,,82.0,,,-2.0,296.0,-108.0,,,,188.0,0.0,0.0,0.0,188.0,,188.0,0.0,0.0,188.0,188.0,0.0,292.0,0.65,0.65,0.65,297.0,0.63,0.63,0.63,
11/01/2014,2319.0,2319.0,-1372.0,1372.0,947.0,0.0,-663.0,663.0,,0.0,284.0,-79.0,,80.0,,,-1.0,205.0,-73.0,,,,132.0,0.0,0.0,0.0,132.0,,132.0,0.0,0.0,132.0,132.0,0.0,292.0,0.45,0.45,0.45,298.0,0.44,0.44,0.44,
01/31/2015,4068.685,4068.685,-2233.914,2233.914,1834.771,0.0,-877.818,877.818,,0.0,956.953,-77.407,,77.744,,,-0.337,879.546,-314.733,,,,564.813,0.0,0.0,0.0,564.813,,564.813,0.0,0.0,564.813,564.813,0.0,299.04,1.89,1.89,1.89,299.04,1.89,1.89,1.89,
05/02/2015,2512.0,2512.0,-1456.0,1456.0,1056.0,0.0,-684.0,684.0,,0.0,372.0,-3.0,,80.0,,,-77.0,369.0,-119.0,,,,250.0,0.0,0.0,0.0,250.0,,250.0,0.0,0.0,250.0,181.0,-69.0,293.0,0.86,0.86,0.617747,299.0,0.84,0.84,0.609231,
08/01/2015,2765.0,2765.0,-1651.0,1651.0,1114.0,0.0,-711.0,711.0,,0.0,403.0,-80.0,,78.0,,,2.0,323.0,-121.0,,,,202.0,0.0,0.0,0.0,202.0,,202.0,0.0,0.0,202.0,202.0,0.0,291.0,0.69,0.69,0.69,297.0,0.68,0.68,0.68,
10/31/2015,2482.0,2482.0,-1451.0,1451.0,1031.0,0.0,-692.0,692.0,,0.0,339.0,-79.0,,79.0,,,0.0,260.0,-96.0,,,,164.0,0.0,0.0,0.0,164.0,,164.0,0.0,0.0,164.0,164.0,0.0,291.0,0.56,0.56,0.56,296.0,0.55,0.55,0.55,
01/30/2016,4395.039,4395.039,-2392.626,2392.626,2002.413,0.0,-924.435,924.435,,0.0,1077.978,-95.877,,97.151,,,-1.274,982.101,-346.084,,,,636.017,0.0,0.0,0.0,636.017,,636.017,0.0,0.0,636.017,636.017,0.0,290.418721,2.19,2.19,2.19,295.174,2.15,2.15,2.15,
04/30/2016,2614.0,2614.0,-1571.0,1571.0,1043.0,0.0,-720.0,720.0,,0.0,323.0,-90.0,,97.0,,,-7.0,233.0,-81.0,,,,152.0,0.0,0.0,0.0,152.0,,152.0,0.0,0.0,152.0,170.37,18.37,288.0,0.53,0.53,0.591562,293.0,0.52,0.52,0.582696,
07/30/2016,2890.0,2890.0,-1777.0,1777.0,1113.0,0.0,-705.0,705.0,,0.0,408.0,-28.0,,101.0,,,-73.0,380.0,-128.0,,,,252.0,0.0,0.0,0.0,252.0,,252.0,0.0,0.0,252.0,204.2,-47.8,287.0,0.88,0.88,0.711498,291.0,0.87,0.87,0.705739,
10/29/2016,2581.0,2581.0,-1556.0,1556.0,1025.0,0.0,-741.0,741.0,,0.0,284.0,-94.0,,97.0,,,-3.0,190.0,-68.0,,,,122.0,0.0,0.0,0.0,122.0,,122.0,0.0,0.0,122.0,122.0,0.0,286.0,0.43,0.43,0.43,290.0,0.42,0.42,0.42,
01/28/2017,4489.483,4489.483,-2545.46,2545.46,1944.023,0.0,-956.471,956.471,,0.0,987.552,-94.929,,98.346,,,-3.417,892.623,-260.878,,,,631.745,0.0,0.0,0.0,631.745,,631.745,0.0,0.0,631.745,631.745,0.0,286.0,2.21,2.21,2.21,290.231,2.18,2.18,2.18,
04/29/2017,2437.0,2437.0,-1534.0,1534.0,903.0,0.0,-694.0,694.0,,0.0,209.0,-91.0,,101.0,,,-10.0,118.0,-24.0,,,,94.0,0.0,0.0,0.0,94.0,,94.0,0.0,0.0,94.0,94.0,0.0,286.0,0.33,0.33,0.33,289.0,0.33,0.33,0.33,
07/29/2017,2755.0,2755.0,-1727.0,1727.0,1028.0,0.0,-727.0,727.0,,0.0,301.0,-84.0,,101.0,,,-17.0,217.0,-78.0,,,,139.0,0.0,0.0,0.0,139.0,,139.0,0.0,0.0,139.0,139.0,0.0,287.0,0.48,0.48,0.48,289.0,0.48,0.48,0.48,
10/28/2017,2618.0,2618.0,-1629.0,1629.0,989.0,0.0,-757.0,757.0,,0.0,232.0,-97.0,,99.0,,,-2.0,135.0,-49.0,,,,86.0,0.0,0.0,0.0,86.0,,86.0,0.0,0.0,86.0,86.0,0.0,284.0,0.3,0.3,0.3,285.0,0.3,0.3,0.3,
02/03/2018,4823.105,4823.105,-2782.769,2782.769,2040.336,0.0,-1053.697,1053.697,,0.0,986.639,-144.459,,106.313,,,38.146,842.18,-178.108,,,,664.072,0.0,0.0,0.0,664.072,,664.072,0.0,0.0,664.072,600.611,-63.461,284.546,2.33,2.33,2.110769,284.546,2.33,2.33,2.106975,
05/05/2018,2626.0,2626.0,-1682.0,1682.0,944.0,0.0,-789.0,789.0,,0.0,155.0,-96.0,,98.0,,,-2.0,59.0,-11.0,,,,48.0,0.0,0.0,0.0,48.0,,48.0,0.0,0.0,48.0,48.0,0.0,279.0,0.17,0.17,0.17,281.587,0.17,0.17,0.17,
08/04/2018,2984.0,2984.0,-1925.0,1925.0,1059.0,0.0,-831.0,831.0,,0.0,228.0,-99.0,,98.0,,,1.0,129.0,-30.0,,,,99.0,0.0,0.0,0.0,99.0,,99.0,0.0,0.0,99.0,103.74,4.74,277.0,0.36,0.36,0.374513,279.0,0.36,0.36,0.374513,
11/03/2018,2775.0,2775.0,-1847.0,1847.0,928.0,0.0,-874.0,874.0,,0.0,54.0,-95.0,,96.0,,,-1.0,-41.0,-2.0,,,,-43.0,0.0,0.0,0.0,-43.0,,-43.0,0.0,0.0,-43.0,44.725,87.725,275.0,-0.16,-0.16,0.162636,275.0,-0.16,-0.16,0.159,
02/02/2019,4852.309,4852.309,-2884.629,2884.629,1967.68,0.0,-1168.232,1068.99,,99.242,799.448,-88.422,,92.812,,,-4.39,711.026,-170.944,,,,540.082,0.0,0.0,0.0,540.082,,540.082,0.0,0.0,540.082,595.182,55.1,275.0,1.94,1.94,2.141443,277.935,1.94,1.94,2.138248,
05/04/2019,2629.0,2629.0,-1695.0,1695.0,934.0,0.0,-781.0,781.0,,0.0,153.0,-93.0,,99.0,,,-6.0,60.0,-20.0,,,,40.0,0.0,0.0,0.0,40.0,,40.0,0.0,0.0,40.0,40.0,0.0,276.0,0.15,0.15,0.15,278.0,0.14,0.14,0.14,
08/03/2019,2902.0,2902.0,-1919.0,1919.0,983.0,0.0,-808.0,808.0,,0.0,175.0,-133.0,,95.0,,,38.0,42.0,-4.0,,,,38.0,0.0,0.0,0.0,38.0,,38.0,0.0,0.0,38.0,68.032,30.032,276.0,0.14,0.14,0.246493,278.487,0.14,0.14,0.246493,
11/02/2019,2677.0,2677.0,-1936.0,1936.0,741.0,0.0,-892.0,892.0,,0.0,-151.0,-126.0,,92.0,,,34.0,-277.0,25.0,,,,-252.0,0.0,0.0,0.0,-252.0,,-252.0,0.0,0.0,-252.0,5.734,257.734,276.0,-0.91,-0.91,0.020775,276.398,-0.91,-0.91,0.020775,
02/01/2020,4707.141,4707.141,-2913.454,2913.454,1793.687,0.0,-1711.973,1022.397,,689.576,81.714,-88.257,,91.977,,,-3.72,-6.543,-185.712,,,,-192.255,0.0,0.0,0.0,-192.255,,-192.255,0.0,0.0,-192.255,523.708,715.963,276.477,-0.7,-0.7,1.894219,276.477,-0.7,-0.7,1.889593,
05/02/2020,1654.0,1654.0,-1366.0,1366.0,288.0,0.0,-606.0,606.0,,0.0,-318.0,-94.0,,97.0,,,-3.0,-412.0,115.0,,,,-297.0,0.0,0.0,0.0,-297.0,,-297.0,0.0,0.0,-297.0,-275.0,22.0,277.0,-1.07,-1.07,-0.99278,277.0,-1.07,-1.07,-0.99278,
08/01/2020,2319.0,2319.0,-1608.0,1608.0,711.0,0.0,-667.0,667.0,,0.0,44.0,-104.0,,104.0,,,0.0,-60.0,11.0,,,,-49.0,0.0,0.0,0.0,-49.0,,-49.0,0.0,0.0,-49.0,69.629,118.629,277.0,-0.18,-0.18,0.251368,277.795,-0.18,-0.18,0.247038,
10/31/2020,2607.833,,,,912.06351342,,,,,,126.718,,,,,,,14.512,,,,,44.063,,,,,,44.063,,,44.063,3.846,,,-0.027,-0.027,0.033,,-0.027,-0.027,0.033,
01/31/2021,4563.917,,,,1740.31283044,,,,,,836.313,,,,,,,729.737,,,,,378.75,,,,,,378.75,,,378.75,524.6,,,1.7,1.7,1.817,,1.7,1.7,1.817,
