Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1992,117.628998,86.682999,45.083,,-52.083,,,,-52.083,37.945999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,-14.861,87.683998,55.647999,,-3.359,,,,-3.359,-154.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.861,,,
03/31/1993,398.583008,83.125,43.839001,,57.868,,,,57.868,213.751007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,-15.38,83.726997,41.648998,,-24.843,,,,-24.843,-115.913002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,16.562,83.695999,38.998001,,-125.43,,,,-125.43,19.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-1.892,90.089996,41.953999,,-39.702999,,,,-39.702999,-94.233002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.892,,,
03/31/1994,313.694,90.862999,35.771999,,5.066,,,,5.066,181.992996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,84.065002,99.178001,37.700001,,-25.413,,,,-25.413,-27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,145.417007,100.603996,14.848,,13.731,,,,13.731,16.233999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,160.815002,96.597,27.499001,,44.498001,,,,44.498001,-7.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.815002,,,
03/31/1995,112.438004,100.022003,35.183998,,-121.470001,,,,-121.470001,98.702003,,,,,,,-20.882999,,-20.882999,,,,,,,,,,,,,,,,,,20.882999,,,,,,,,,,,,,,,,,
06/30/1995,-260.076996,101.531998,37.651001,,-267.673004,,,,-267.673004,-131.587006,,,,,,,-15.972,,-15.972,,,,,,,,,,,,,,,,,,15.972,,,,,,,,,,,,,,,,,
09/30/1995,459.274994,105.302002,28.02,,260.054993,,,,260.054993,65.898003,,,,,,,-12.311,,-12.311,,,,,,,,,,,,,,,,,,12.311,,,,,,,,,,,,,,,,,
12/31/1995,-460.007996,106.510002,49.659,,-226.709,,,,-226.709,-389.467987,,,,,,-13.168,-13.168,,-13.168,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-473.175996,,,
03/31/1996,836.867004,116.606003,53.474998,,204.848999,,,,204.848999,461.937012,,,,,,,-12.718,,-12.718,,,,,,,,,,,,,,,,,,12.718,,,,,,,,,,,,,,,,,
06/30/1996,-184.714996,118.221001,49.633999,,-250.813004,,,,-250.813004,-101.757004,,,,,,,-18.815001,,-18.815001,,,,,,,,,,,,,,,,,,18.815001,,,,,,,,,,,,,,,,,
09/30/1996,482.65799,121.517998,52.030998,,253.501007,,,,253.501007,55.608002,,,,,,,-15.643,,-15.643,,,,,,,,,,,,,,,,,,15.643,,,,,,,,,,,,,,,,,
12/31/1996,185.723999,60.816002,25.636,,75.704002,,,,75.704002,23.568001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.723999,,,
03/31/1997,242.707993,123.772003,63.470001,,43.623001,,,,43.623001,11.843,,,,,,,-5.651,,-5.651,,,,,,,,,,,,,,,,,,5.651,,,,,,,,,,,,,,,,,
06/30/1997,25.356001,129.710007,55.449001,,-100.809998,,,,-100.809998,-58.993,,,,,,,-5.363,,-5.363,,,,,,,,,,,,,,,,,,5.363,,,,,,,,,,,,,,,,,
09/30/1997,278.69101,137.067001,55.556999,,59.296001,,,,59.296001,26.771,,,,,,,-9.869,,-9.869,,,,,,,,,,,,,,,,,,9.869,,,,,,,,,,,,,,,,,
12/31/1997,58.709999,140.927002,58.428001,,-185.865005,,,,-185.865005,45.220001,,,,,,-10.14,-10.14,,-10.14,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,48.569999,,,
03/31/1998,-62.848,144.382996,48.846001,,-249.766998,,,,-249.766998,-6.31,,,,,,,-4.461,,-4.461,,,,,,,,,,,,,,,,,,4.461,,,,,,,,,,,,,,,0.233,356.162994,
06/30/1998,402.179993,150.382996,48.950001,,390.278015,,,,390.278015,-187.431,,,,,,,-12.315,,-12.315,,,,,,,,,,,,,,,,,,12.315,,,,,,,,,,,,,,,149.873993,302.756989,
09/30/1998,115.730003,154.490005,44.131001,,-106.891998,,,,-106.891998,24.000999,,,,,,,-12.718,,-12.718,,,,,,,,,,,,,,,,,,12.718,,,,,,,,,,,,,,,64.630997,242.044006,
12/31/1998,234.863007,157.820007,59.119999,,-171.837006,,,,-171.837006,189.759995,,,,,,,-6.115,,-6.115,,,,,,,,,,,,,,,,,,6.115,,,,,,,,,,,,,,,42.141998,287.63501,
03/31/1999,258.061,159.112,42.67,,0.0,,,,0.0,58.179,,,,,,-163.55,0.0,,0.0,231.677,238.462,,,,-6.785,,,,-396.188,,,,,,,,0.961,-369.384,-54.116,1403.103,,,,,10.392,13.277,-2.885,-1727.802,-0.961,,-274.873,0.645,260.974,
06/30/1999,135.42,167.382,50.607,,0.0,,,,0.0,0.0,,,,,,-664.413,0.0,,0.0,339.032,421.801,,,,-82.769,,,,-1000.616,,,,,,,,-2.829,56.647,-114.529,2114.428,,,,,13.47,16.355,-2.885,-1959.551,2.829,,-472.346,147.976,264.904,
09/30/1999,339.125,170.414,43.696,,62.814,,,,62.814,62.201,,,,,,-1139.813,0.0,,0.0,510.021,606.654,,,,-96.633,,,,-1636.209,,,,,,,,-13.625,146.162,-175.036,1705.328,,,,,15.078,17.963,-2.885,-1412.833,13.625,,-654.526,55.241,268.513,
12/31/1999,303.944,175.681,67.841,,0.0,,,,0.0,61.176,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,303.944,62.973,307.602,
03/31/2000,151.933,197.031,86.135,,0.0,,,,0.0,0.0,,,,,,-733.853,0.0,,0.0,182.522,2150.129,,,,-1967.607,,,,-1388.28,,,,,,,,471.905,936.552,-60.563,834.382,,,,,-10.377,4.844,-15.221,199.741,-26.631,,354.632,91.823,396.023,
06/30/2000,148.034,206.05,89.579,,0.0,,,,0.0,0.0,,,,,,2513.386,0.0,,0.0,4403.528,4403.528,,,,,,,,-2357.893,,,,,,,,467.751,2268.193,-127.348,74.718,,,,,-8.709,13.562,-22.271,2349.378,-19.846,,4929.613,125.303,414.469,
09/30/2000,340.904,215.058,70.092,,0.0,,,,0.0,105.53,,,,,,-2226.245,0.0,,0.0,22.797,5686.551,,,,-5663.754,,,,-2734.205,,,,,,,,485.163,2079.711,-194.24,-515.211,,,,,-39.746,20.653,-60.399,2850.14,-21.232,,194.37,84.941,439.493,
12/31/2000,298.957,172.596,116.625,,11.26,,,,11.26,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,298.957,77.183,468.38,
03/31/2001,151.147,93.592,97.928,,0.0,,,,0.0,27.23,,,,,,-478.48,0.0,,0.0,609.275,1929.36,,,,-1320.085,,,,-1087.506,,,,,,,,-0.249,418.596,-67.19,-2463.275,,,,,30.646,33.406,-2.76,2918.166,0.249,,91.263,1.677,462.494,
06/30/2001,221.433,208.472,61.239,,0.0,,,,0.0,0.0,,,,,,121.547,0.0,,0.0,-255.976,2842.739,,,,-3098.715,,,,378.393,,,,,,,,-0.87,-635.997,-149.779,-3662.379,,,,,-5.353,47.885,-53.238,3180.644,0.87,,-293.017,208.61,389.436,
09/30/2001,286.567,208.535,81.769,,0.0,,,,0.0,145.595,,,,,,430.551,0.0,,0.0,-378.435,3241.795,,,,-3620.23,,,,815.729,,,,,,,,-6.743,-826.829,-235.607,-3605.631,,,,,-253.381,61.833,-315.214,3261.047,6.743,,-109.711,7.637,319.845,
12/31/2001,341.883,198.979,92.909,,157.797,,,,157.797,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,341.883,126.325,248.109,
03/31/2002,388.0,214.0,15.0,75.0,-1.0,,,,-1.0,85.0,,,,,,284.0,-14.0,,-14.0,-206.0,627.0,,,,-833.0,,,,506.0,,,,,,,,-2.0,-791.0,-78.0,-530.0,,,,,-66.0,29.0,-95.0,-111.0,-6.0,,-119.0,,182.0,
06/30/2002,395.0,398.0,239.0,,-270.0,,,,-270.0,28.0,,,,,,-27.0,-30.0,0.0,-30.0,-125.0,1071.0,,,,-1196.0,,,,138.0,,,,,,,,-10.0,-545.0,-163.0,-860.0,,,,,-143.0,43.0,-186.0,619.0,2.0,,-177.0,155.0,352.0,
09/30/2002,551.0,24.0,302.0,,316.0,,,,316.0,0.0,,,,,,-1863.0,0.0,,0.0,-221.0,1634.0,,,,-1855.0,,,,-1634.0,,,,,,,,-8.0,1214.0,-247.0,-1477.0,,,,,-154.0,56.0,-210.0,3084.0,8.0,,-98.0,89.0,175.0,
12/31/2002,282.0,206.0,117.0,,0.0,,,,0.0,281.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,282.0,0.0,166.0,
03/31/2003,258.0,176.0,121.0,,0.0,,,,0.0,18.0,,,,,,-2272.0,0.0,,0.0,-1203.0,2197.0,,,,-3400.0,,,,-2172.0,,,,,,,,1103.0,2376.0,-84.0,-141.0,,,,,5.0,5.0,,2601.0,-5.0,,362.0,0.0,142.0,
06/30/2003,436.0,170.0,131.0,,144.0,,,,144.0,0.0,,,,,,-3113.0,0.0,,0.0,-2075.0,4673.0,,,,-6748.0,,,,-2152.0,,,,,,,,1114.0,5101.0,-171.0,-21.0,,,,,9.0,9.0,,5288.0,-4.0,,2424.0,130.0,101.0,
09/30/2003,293.0,157.0,101.0,,0.0,,,,0.0,96.0,,,,,,-1940.0,0.0,,0.0,-1967.0,8433.0,,,,-10400.0,,,,-1083.0,,,,,,,,1110.0,1034.0,-259.0,-633.0,,,,,11.0,11.0,,1926.0,-11.0,,-613.0,0.0,111.0,
12/31/2003,334.0,158.0,94.0,,16.0,,,,16.0,66.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,334.0,18.0,103.0,
03/31/2004,214.0,162.0,82.0,,0.0,,,,0.0,50.0,,,,,,0.0,0.0,0.0,0.0,553.0,553.0,,,,0.0,,,,0.0,,,,,,,,-553.0,2183.0,0.0,103.0,,,,,20.0,20.0,0.0,2060.0,0.0,,134.0,9.0,98.0,
06/30/2004,129.0,192.0,60.0,,0.0,,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,292.0,292.0,,,,0.0,,,,0.0,,,,,,,,-292.0,670.0,0.0,252.0,,,,,13.0,13.0,0.0,388.0,17.0,,204.0,97.0,101.0,
09/30/2004,327.0,196.0,20.0,,0.0,,,,0.0,164.0,,,,,,1440.0,0.0,0.0,0.0,237.0,237.0,,,,0.0,,,,1237.0,,,,,,,,-34.0,38.0,0.0,19.0,,,,,19.0,19.0,0.0,0.0,0.0,,0.0,20.0,97.0,
12/31/2004,358.0,207.0,6.0,,51.0,,,,51.0,94.0,,,,,,732.0,-30.0,0.0,-30.0,193.0,287.0,,,,-94.0,,,,585.0,,,,,,,,-16.0,-1511.0,-89.0,-125.0,,,,,-14.0,20.0,-34.0,-1299.0,16.0,,-421.0,60.0,117.0,
03/31/2005,226.0,199.0,27.0,,69.0,,,,69.0,-69.0,,,,,,-1310.0,-23.0,0.0,-23.0,211.0,231.0,,,,-20.0,,,,-1515.0,,,,,,,,17.0,1780.0,-89.0,221.0,,,,,-105.0,13.0,-118.0,1770.0,-17.0,,696.0,0.0,136.0,
06/30/2005,232.0,217.0,6.0,,-34.0,,,,-34.0,43.0,,,,,,-1200.0,-33.0,0.0,-33.0,-386.0,328.0,,,,-714.0,,,,-786.0,,,,,,,,5.0,820.0,-93.0,-324.0,,,,,-105.0,9.0,-114.0,1347.0,-5.0,,-148.0,148.0,165.0,
09/30/2005,188.0,238.0,-1.0,,-84.0,,,,-84.0,35.0,,,,,,471.0,9.0,9.0,0.0,-9.0,377.0,,,,-386.0,,,,474.0,,,,,,,,-3.0,-551.0,-92.0,-96.0,,,,,-124.0,23.0,-147.0,-243.0,4.0,,108.0,88.0,192.0,
12/31/2005,200.0,207.0,-43.0,,34.0,,,,34.0,2.0,,,,,,1203.0,-43.0,0.0,-43.0,-161.0,366.0,,,,-527.0,,,,1331.0,,,,,,,,76.0,-1589.0,-92.0,-27.0,,,,,-140.0,6.0,-146.0,-1350.0,20.0,,-186.0,104.0,240.0,
03/31/2006,299.0,194.0,19.0,-27.0,156.0,,,16.0,140.0,-43.0,,,,,,-3485.0,-29.0,,-29.0,-1945.0,299.0,,,,-2244.0,,,,-1510.0,,,,,,,,-1.0,3262.0,-90.0,1753.0,,,,,-67.0,20.0,-87.0,1665.0,1.0,,76.0,5.0,264.0,
06/30/2006,192.0,200.0,23.0,41.0,-48.0,,,14.0,-62.0,-24.0,,,,,,-773.0,-40.0,,-40.0,-1287.0,337.0,,,,-1624.0,,,,-1676.0,,,,,,,,2230.0,560.0,-96.0,603.0,,,,,9.0,10.0,-1.0,30.0,14.0,,-21.0,128.0,335.0,
09/30/2006,353.0,200.0,18.0,10.0,-32.0,,,7.0,-39.0,157.0,,,,,,-1455.0,-37.0,,-37.0,-718.0,338.0,,,,-1056.0,,,,-133.0,,,,,,,,-567.0,894.0,-96.0,393.0,,,,,-197.0,14.0,-211.0,804.0,-10.0,,-208.0,69.0,426.0,
12/31/2006,131.0,299.0,24.0,13.0,-115.0,,,11.0,-126.0,-90.0,,,,,,421.0,-57.0,,-57.0,-383.0,364.0,,,,-747.0,,,,-2668.0,,,,,,,,3529.0,-574.0,-95.0,-393.0,,,,,-75.0,10.0,-85.0,-3.0,-8.0,,-22.0,97.0,360.0,
03/31/2007,242.0,190.0,22.0,21.0,-129.0,,,17.0,-146.0,138.0,,,,,,257.0,-46.0,,-46.0,878.0,1367.0,,,,-489.0,,,,-579.0,,,,,,,,4.0,-599.0,-93.0,894.0,,,,,-142.0,66.0,-208.0,-1257.0,-1.0,,-100.0,53.0,378.0,
06/30/2007,246.0,196.0,56.0,,103.0,,,,103.0,-109.0,,,,,,-1066.0,-41.0,0.0,-41.0,940.0,1628.0,,,,-688.0,,,,-1981.0,,,,,,,,16.0,858.0,-101.0,1624.0,,,,,-187.0,30.0,-217.0,-463.0,-15.0,,38.0,167.0,432.0,
09/30/2007,228.0,181.0,68.0,,10.0,,,,10.0,-31.0,,,,,,-319.0,-39.0,0.0,-39.0,-580.0,155.0,,,,-735.0,,,,299.0,,,,,,,,1.0,-10.0,-99.0,2616.0,,,,,-106.0,2.0,-108.0,-2420.0,-1.0,,-101.0,93.0,439.0,
12/31/2007,298.0,119.0,140.0,,-75.0,,,,-75.0,114.0,,,,,,-5241.0,-63.0,0.0,-63.0,-3868.0,0.0,,,,-3868.0,,,,-1300.0,,,,,,,,-10.0,2554.0,-97.0,-156.0,,,,,-47.0,0.0,-47.0,2845.0,9.0,,-2389.0,89.0,454.0,
03/31/2008,232.0,109.0,22.0,163.0,-115.0,,-28.0,20.0,-107.0,53.0,,,,,,-3916.0,-42.0,0.0,-42.0,-2164.0,416.0,,,,-2580.0,,,,-1730.0,,,,,,,,20.0,4156.0,-96.0,1527.0,,,,,0.0,0.0,0.0,2745.0,-20.0,,472.0,3.0,385.0,
06/30/2008,242.0,56.0,26.0,177.0,40.0,,-19.0,11.0,48.0,-57.0,,,,,,548.0,-45.0,0.0,-45.0,7.0,492.0,,,,-485.0,,,,573.0,,,,,,,,13.0,-994.0,-100.0,3791.0,,,,,0.0,0.0,0.0,-4672.0,-13.0,,-204.0,97.0,327.0,
09/30/2008,361.0,28.0,28.0,174.0,153.0,,-25.0,10.0,168.0,-22.0,,,,,,157.0,-39.0,0.0,-39.0,153.0,551.0,,,,-398.0,,,,49.0,,,,,,,,-6.0,-784.0,-99.0,2050.0,,,,,0.0,1.0,-1.0,-2741.0,6.0,,-266.0,55.0,288.0,
12/31/2008,65.0,20.0,228.0,,-89.0,,,,-89.0,-94.0,,,,,,-206.0,-40.0,0.0,-40.0,-1022.0,364.0,,,,-1386.0,,,,849.0,,,,,,,,7.0,2086.0,-100.0,-2426.0,,,,,2250.0,2250.0,0.0,2369.0,-7.0,,1945.0,86.0,266.0,
03/31/2009,-249.0,9.0,30.0,202.0,-377.0,-13.0,9.0,11.0,-384.0,-114.0,-87.0,-3.0,29.0,-53.0,,192.0,-19.0,0.0,-19.0,-1487.0,811.0,0.0,811.0,0.0,-2298.0,0.0,-2298.0,0.0,1592.0,1592.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,144.0,-78.0,58.0,458.0,0.0,0.0,-400.0,0.0,0.0,0.0,168.0,-4.0,,87.0,215.0,171.0,
06/30/2009,192.0,18.0,26.0,308.0,41.0,-113.0,-123.0,7.0,270.0,-200.0,119.0,0.0,-73.0,-246.0,,4994.0,-18.0,0.0,-18.0,3138.0,3333.0,0.0,3333.0,0.0,-195.0,0.0,-195.0,0.0,1859.0,1859.0,0.0,0.0,7.0,7.0,0.0,0.0,8.0,-3556.0,-36.0,-2717.0,-1717.0,0.0,0.0,-1000.0,-1.0,0.0,-1.0,-799.0,-3.0,0.0,1630.0,2.0,167.0,
09/30/2009,173.0,19.0,30.0,313.0,-118.0,-107.0,-12.0,7.0,-6.0,-71.0,-20.0,7.0,104.0,-162.0,,1712.0,-17.0,0.0,-17.0,-979.0,3538.0,0.0,3456.0,82.0,-4517.0,0.0,-4517.0,0.0,2713.0,2713.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-4007.0,-36.0,-2412.0,-65.0,0.0,0.0,-2347.0,0.0,0.0,0.0,-1564.0,5.0,,-2122.0,15.0,132.0,
12/31/2009,-25.0,-29.0,31.0,259.0,2.0,-10.0,14.0,-93.0,91.0,-289.0,4.0,0.0,2.0,-295.0,,2571.0,-20.0,0.0,-20.0,1437.0,3438.0,0.0,3438.0,0.0,-2001.0,0.0,-2001.0,0.0,1153.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,-35.0,-96.0,37.0,0.0,0.0,-133.0,0.0,0.0,0.0,185.0,-1.0,,2599.0,19.0,149.0,
03/31/2010,309.0,52.0,32.0,182.0,81.0,-2.0,-126.0,4.0,205.0,-38.0,-26.0,-1.0,5.0,-16.0,,1182.0,-17.0,0.0,-17.0,74.0,374.0,0.0,374.0,0.0,-300.0,0.0,-300.0,0.0,1135.0,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-2520.0,-46.0,-3388.0,27.0,0.0,0.0,-3415.0,848.0,850.0,-2.0,56.0,10.0,0.0,-1029.0,69.0,63.0,
06/30/2010,431.0,70.0,30.0,126.0,163.0,-1.0,127.0,6.0,31.0,42.0,31.0,0.0,4.0,7.0,,379.0,-19.0,0.0,-19.0,336.0,557.0,0.0,516.0,41.0,-221.0,0.0,-221.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1173.0,-8.0,-1240.0,-289.0,0.0,0.0,-951.0,2.0,4.0,-2.0,70.0,3.0,0.0,-363.0,-50.0,62.0,
09/30/2010,255.0,59.0,32.0,116.0,1.0,0.0,-5.0,13.0,-7.0,47.0,9.0,10.0,-9.0,37.0,,616.0,-29.0,0.0,-29.0,484.0,738.0,0.0,656.0,82.0,-254.0,0.0,-254.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1102.0,-9.0,-1873.0,-21.0,0.0,298.0,-2150.0,0.0,0.0,0.0,791.0,-11.0,0.0,-231.0,29.0,55.0,
12/31/2010,1286.0,277.0,150.0,478.0,-174.0,-3.0,-202.0,31.0,0.0,555.0,-10.0,7.0,15.0,543.0,0.0,1206.0,-92.0,0.0,-92.0,37.0,2447.0,0.0,2303.0,144.0,-2410.0,0.0,-2410.0,0.0,1259.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-6026.0,-72.0,-7574.0,-332.0,0.0,298.0,-7540.0,851.0,855.0,-4.0,771.0,-2.0,0.0,-3534.0,108.0,227.0,
03/31/2011,150.0,103.0,36.0,49.0,36.0,-2.0,13.0,12.0,13.0,-74.0,-13.0,,-2.0,-59.0,0.0,1086.0,0.0,0.0,0.0,144.0,592.0,0.0,592.0,0.0,-448.0,0.0,-448.0,0.0,946.0,946.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1126.0,-18.0,-69.0,-69.0,0.0,0.0,0.0,-20.0,1.0,-21.0,1226.0,7.0,,2362.0,14.0,34.0,
06/30/2011,312.0,96.0,42.0,45.0,-9.0,-4.0,10.0,8.0,-23.0,138.0,27.0,3.0,7.0,101.0,,-245.0,-27.0,0.0,-27.0,-100.0,480.0,0.0,444.0,36.0,-580.0,0.0,-580.0,0.0,-124.0,-124.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1046.0,-17.0,-934.0,6.0,0.0,0.0,-940.0,1.0,1.0,0.0,-92.0,-4.0,,-979.0,33.0,42.0,
09/30/2011,294.0,98.0,46.0,35.0,-2.0,-12.0,29.0,8.0,-27.0,117.0,0.0,-13.0,-3.0,133.0,,197.0,-35.0,0.0,-35.0,-488.0,1491.0,,,,-1979.0,0.0,-1979.0,0.0,-3.0,-3.0,0.0,0.0,721.0,0.0,721.0,0.0,2.0,1241.0,-18.0,-449.0,75.0,0.0,0.0,-524.0,-54.0,0.0,-54.0,1764.0,-2.0,0.0,1732.0,1.0,37.0,
12/31/2011,146.0,96.0,44.0,18.0,13.0,4.0,27.0,8.0,-26.0,-78.0,-11.0,,47.0,-114.0,0.0,-1993.0,0.0,0.0,0.0,-410.0,1036.0,0.0,1033.0,3.0,-1446.0,0.0,-1446.0,0.0,-1514.0,-1514.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,205.0,-20.0,-147.0,-94.0,0.0,0.0,-53.0,-41.0,0.0,-41.0,398.0,15.0,0.0,-1642.0,25.0,38.0,
03/31/2012,157.0,130.0,43.0,22.0,81.0,-5.0,22.0,12.0,52.0,-119.0,-33.0,,-1.0,-85.0,0.0,-303.0,0.0,0.0,0.0,68.0,937.0,0.0,937.0,0.0,-869.0,0.0,-869.0,0.0,-357.0,-357.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,549.0,-20.0,8.0,12.0,0.0,0.0,-4.0,-35.0,1.0,-36.0,600.0,-4.0,,403.0,5.0,32.0,
06/30/2012,289.0,143.0,47.0,19.0,-9.0,-6.0,42.0,8.0,-53.0,89.0,10.0,,2.0,77.0,0.0,-902.0,0.0,0.0,0.0,139.0,959.0,0.0,956.0,3.0,-820.0,0.0,-820.0,0.0,-1022.0,-1022.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,794.0,-20.0,-188.0,1.0,0.0,0.0,-189.0,-89.0,0.0,-89.0,1089.0,2.0,,181.0,59.0,37.0,
09/30/2012,299.0,117.0,45.0,22.0,-43.0,0.0,5.0,8.0,-56.0,158.0,37.0,,2.0,119.0,0.0,-818.0,0.0,0.0,0.0,-581.0,924.0,0.0,924.0,0.0,-1505.0,0.0,-1505.0,0.0,-241.0,-241.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,317.0,-29.0,-20.0,-20.0,0.0,0.0,0.0,-90.0,0.0,-90.0,452.0,4.0,,-202.0,-26.0,32.0,
