Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2003,3721.0,3721.0,,,,,,,,0.0,0.0,,-1387.0,1387.0,531.0,856.0,0.0,,2334.0,-1534.0,275.0,159.0,1100.0,800.0,-196.0,,,0.0,,220.0,220.0,0.0,0.0,-24.0,604.0,-222.0,,382.0,0.0,,,382.0,0.0,382.0,-10.0,,372.0,372.0,,650.0,0.57,0.57,0.615,654.0,0.57,0.57,0.615,
09/30/2003,4441.0,4441.0,,,,,,,,0.0,0.0,,-1863.0,1863.0,551.0,1312.0,,,2578.0,-1601.0,293.0,205.0,1103.0,977.0,-1183.0,,,0.0,,217.0,217.0,0.0,0.0,966.0,-206.0,112.0,,-94.0,0.0,,,-94.0,0.0,-94.0,-8.0,,-102.0,-102.0,,652.0,-0.155,-0.155,0.82,658.0,-0.155,-0.155,0.815,
12/31/2003,,,,,,,,,,,,,,,,,,,,,,,,,-371.0,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2004,3635.0,3635.0,,,,,,,,0.0,,,-1395.0,1395.0,822.0,573.0,0.0,,2240.0,-1469.0,301.0,189.0,979.0,771.0,-213.0,,,0.0,,221.0,128.0,0.0,93.0,-8.0,558.0,-159.0,,399.0,-15.0,,,414.0,-1.0,413.0,-1.0,0.0,412.0,412.0,,659.0,0.63,0.6,0.92,665.0,0.62,0.59,0.905,
06/30/2004,3550.0,3550.0,,,,,,,,0.0,0.0,,-1211.0,1211.0,538.0,673.0,,,2339.0,-1556.0,315.0,185.0,1056.0,783.0,-47.0,,,0.0,,246.0,246.0,0.0,0.0,-199.0,736.0,-226.0,,510.0,0.0,,,510.0,12.0,521.0,-1.0,0.0,520.0,520.0,,661.0,0.79,0.79,0.72,667.0,0.78,0.78,0.71,
09/30/2004,3748.0,3748.0,,,,,,,,0.0,0.0,,-1233.0,1233.0,346.0,887.0,,,2515.0,-1317.0,362.0,177.0,778.0,1198.0,-344.0,,,0.0,,200.0,112.0,0.0,88.0,144.0,854.0,-279.0,,575.0,9.0,,,566.0,3.0,569.0,-1.0,0.0,568.0,568.0,,661.0,0.86,0.87,0.87,669.0,0.85,0.86,0.87,
12/31/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,,,,,,,
03/31/2005,3561.0,3561.0,,,,,,,,0.0,,,-1190.0,1190.0,622.0,568.0,0.0,,2371.0,-1440.0,319.0,172.0,949.0,931.0,-196.0,,,1.0,,190.0,106.0,0.0,84.0,7.0,735.0,-227.0,,508.0,-14.0,,,522.0,0.0,522.0,-1.0,0.0,521.0,521.0,,666.0,0.78,0.76,0.68,675.0,0.77,0.75,0.67,
06/30/2005,3484.0,3484.0,,,,,,,,0.0,0.0,,-1140.0,1140.0,477.0,663.0,,,2344.0,-1448.0,325.0,177.0,946.0,896.0,-173.0,,,4.0,,210.0,129.0,0.0,81.0,-33.0,723.0,-207.0,,516.0,2.0,,,514.0,0.0,514.0,-1.0,0.0,513.0,513.0,,670.0,0.77,0.77,0.76,677.0,0.76,0.76,0.75,
09/30/2005,4473.0,5914.0,,,,67.0,,,,0.0,190.0,-1698.0,-1692.0,1692.0,482.0,1210.0,,,2781.0,-1469.0,358.0,211.0,900.0,1312.0,-244.0,,,0.0,,216.0,139.0,0.0,77.0,28.0,1068.0,-344.0,,724.0,-1.0,,,725.0,0.0,725.0,0.0,0.0,725.0,725.0,,670.0,1.08,1.08,0.96,677.0,1.07,1.07,0.95,
12/31/2005,3838.0,3838.0,,,,,,,,0.0,0.0,,-1634.0,1634.0,913.0,721.0,0.0,,2204.0,-1423.0,331.0,184.0,908.0,781.0,-1421.0,,,0.0,,215.0,141.0,0.0,74.0,1206.0,-640.0,-161.0,,-802.0,41.0,,,-842.0,0.0,-837.0,-1.0,0.0,-838.0,-838.0,,668.0,-1.26,-1.2,0.73,668.0,-1.26,-1.2,0.72,
03/31/2006,3861.0,4645.0,,,,408.0,,,,0.0,205.0,-1397.0,-1449.0,1449.0,924.0,525.0,,,2412.0,-1594.0,363.0,194.0,1037.0,818.0,-218.0,,,0.0,,225.0,153.0,0.0,72.0,-7.0,600.0,-201.0,,399.0,-1.0,,,400.0,0.0,400.0,0.0,0.0,400.0,400.0,,669.0,0.6,0.6,0.63,675.0,0.59,0.59,0.62,
06/30/2006,3697.0,4707.0,,,,108.0,,,,0.0,203.0,-1321.0,-1073.0,1073.0,502.0,571.0,,,2624.0,-1422.0,371.0,170.0,881.0,1202.0,-197.0,,,0.0,0.0,222.0,154.0,0.0,68.0,-25.0,1005.0,-363.0,,642.0,-3.0,,,645.0,0.0,645.0,-1.0,0.0,644.0,644.0,,670.0,0.96,0.96,0.86,676.0,0.95,0.95,0.85,
09/30/2006,4401.0,5785.0,,,,69.0,,,,0.0,205.0,-1658.0,-1485.0,1485.0,489.0,996.0,,,2916.0,-1702.0,400.0,218.0,1084.0,1214.0,-893.0,,,0.0,,218.0,154.0,0.0,64.0,675.0,321.0,-366.0,,-45.0,-1.0,,,-44.0,0.0,-44.0,0.0,0.0,-44.0,-44.0,,671.0,-0.07,-0.07,1.02,671.0,-0.07,-0.07,1.02,
12/31/2006,3696.0,4479.0,,,,211.0,,,,0.0,194.0,-1188.0,-1225.0,1225.0,634.0,591.0,,,2471.0,-1408.0,353.0,189.0,866.0,1063.0,-193.0,,,0.0,,215.0,155.0,0.0,60.0,-22.0,870.0,-276.0,,594.0,3.0,,,591.0,0.0,591.0,0.0,0.0,591.0,591.0,,672.0,0.88,0.88,0.73,672.0,0.88,0.88,0.72,
03/31/2007,4829.0,5305.0,,,,388.0,,,,0.0,194.0,-1058.0,-2015.0,2015.0,770.0,1245.0,,,2814.0,-1623.0,369.0,196.0,1058.0,1191.0,-176.0,,,1.0,0.0,213.0,156.0,0.0,57.0,-36.0,1015.0,-334.0,,681.0,-10.0,,,691.0,0.0,691.0,0.0,0.0,691.0,691.0,,672.0,1.02,1.01,1.07,677.0,1.02,1.01,1.07,
06/30/2007,4501.0,5208.0,,,,122.0,,,,0.0,183.0,-1012.0,-1640.0,1640.0,522.0,1118.0,,,2861.0,-1630.0,369.0,199.0,1062.0,1231.0,-214.0,,,0.0,0.0,214.0,161.0,0.0,53.0,0.0,1017.0,-314.0,,703.0,1.0,,,702.0,0.0,702.0,0.0,0.0,702.0,702.0,,675.0,1.04,1.04,1.04,680.0,1.03,1.03,1.03,
09/30/2007,5032.0,5987.0,,,,67.0,,,,0.0,192.0,-1214.0,-2071.0,2071.0,503.0,1568.0,,,2961.0,-1610.0,408.0,208.0,994.0,1351.0,-113.0,,,0.0,,211.0,162.0,0.0,49.0,-98.0,1238.0,-459.0,,779.0,-1.0,,,780.0,0.0,780.0,0.0,0.0,780.0,780.0,,673.0,1.16,1.16,1.22,678.0,1.15,1.15,1.21,
12/31/2007,4554.0,5128.0,,,,261.0,,,,0.0,172.0,-1007.0,-1916.0,1916.0,565.0,1351.0,,,2638.0,-1743.0,374.0,194.0,1175.0,895.0,7.0,,,0.0,,212.0,168.0,0.0,44.0,-219.0,902.0,-339.0,,563.0,0.0,,,563.0,0.0,563.0,0.0,0.0,563.0,563.0,,661.0,0.85,0.85,1.03,666.0,0.84,0.84,1.02,
03/31/2008,4517.0,5046.0,,,,352.0,,,,0.0,173.0,-1054.0,-1610.0,1610.0,538.0,1072.0,,,2907.0,-1784.0,398.0,193.0,1193.0,1123.0,-284.0,,,1.0,,221.0,180.0,0.0,41.0,64.0,839.0,-258.0,,581.0,0.0,,,581.0,0.0,581.0,0.0,0.0,581.0,581.0,,659.0,0.88,0.88,0.94,664.0,0.88,0.88,0.93,
06/30/2008,4622.0,5343.0,,,,115.0,,,,0.0,176.0,-1012.0,-1518.0,1518.0,352.0,1166.0,,,3104.0,-1674.0,402.0,186.0,1086.0,1430.0,-262.0,,,0.0,0.0,214.0,180.0,0.0,34.0,48.0,1168.0,-419.0,,749.0,1.0,,,748.0,0.0,748.0,0.0,0.0,748.0,748.0,,657.0,1.14,1.14,1.14,662.0,1.13,1.13,1.13,
09/30/2008,5228.0,6168.0,,,,75.0,,,,0.0,167.0,-1182.0,-2045.0,2045.0,718.0,1327.0,,,3183.0,-1770.0,431.0,218.0,1121.0,1413.0,-367.0,,,0.0,0.0,203.0,172.0,0.0,31.0,164.0,1046.0,-346.0,,700.0,0.0,,,700.0,0.0,700.0,0.0,0.0,700.0,700.0,,658.0,1.06,1.06,1.07,662.0,1.06,1.06,1.07,
12/31/2008,4492.0,4258.0,,,,1100.0,,,,0.0,181.0,-1047.0,-1408.0,1408.0,704.0,704.0,,,3084.0,-1752.0,405.0,181.0,1166.0,1333.0,-352.0,,,0.0,,194.0,194.0,0.0,27.0,158.0,981.0,-294.0,,687.0,-20.0,,,707.0,0.0,707.0,0.0,0.0,707.0,707.0,,658.0,1.08,1.05,1.07,661.0,1.06,1.03,1.07,
03/31/2009,4722.0,5280.0,2469.0,2601.0,210.0,388.0,380.0,8.0,,0.0,184.0,-1130.0,-1459.0,1459.0,776.0,683.0,,0.0,3263.0,-2009.0,436.0,200.0,1373.0,1254.0,-233.0,187.0,,,,187.0,163.0,,24.0,46.0,1021.0,-310.0,,711.0,-1.0,-1.0,0.0,712.0,0.0,712.0,,0.0,712.0,796.0,85.0,659.0,1.08,1.08,1.207891,661.0,1.08,1.08,1.207891,
06/30/2009,4141.0,4870.0,2285.0,2378.0,207.0,101.0,95.0,6.0,,0.0,207.0,-1037.0,-1381.0,1381.0,460.0,921.0,,0.0,2760.0,-1743.0,439.0,180.0,1124.0,1017.0,71.0,180.0,,,,180.0,159.0,,21.0,-251.0,1088.0,-430.0,,658.0,1.0,1.0,0.0,657.0,0.0,657.0,,0.0,657.0,683.9,25.9,659.0,1.0,1.0,1.037785,661.0,0.99,0.99,1.029183,
09/30/2009,4339.0,5185.0,2533.0,2445.0,207.0,62.0,55.0,7.0,,0.0,179.0,-1087.0,-1200.0,1200.0,1200.0,,,0.0,3139.0,-1736.0,485.0,212.0,1039.0,1403.0,-48.0,188.0,,,,188.0,170.0,,18.0,-140.0,1355.0,-598.0,,757.0,0.0,0.0,0.0,757.0,0.0,757.0,,0.0,757.0,633.0,-124.0,660.0,1.15,1.15,0.959091,662.0,1.14,1.14,0.952689,
12/31/2009,4116.0,4689.0,2222.0,2278.0,189.0,212.0,202.0,10.0,,0.0,188.0,-973.0,-1240.0,1240.0,1240.0,,,0.0,2876.0,-1800.0,474.0,187.0,1139.0,1076.0,-122.0,176.0,,,,176.0,162.0,,14.0,-54.0,954.0,-373.0,,581.0,0.0,0.0,0.0,581.0,0.0,581.0,0.0,0.0,581.0,610.0,29.0,660.0,0.88,0.88,0.924242,662.0,0.88,0.88,0.923807,
03/31/2010,4461.0,4965.0,2348.0,2421.0,196.0,326.0,318.0,8.0,,0.0,182.0,-1012.0,-1259.0,1259.0,601.0,658.0,,0.0,3202.0,-1800.0,514.0,197.0,1089.0,1402.0,-90.0,183.0,,,,183.0,177.0,,6.0,-93.0,1312.0,-563.0,,749.0,0.0,0.0,0.0,749.0,,749.0,,0.0,749.0,663.2,-85.8,661.0,1.13,1.13,1.003328,662.0,1.13,1.13,1.000393,
06/30/2010,4398.0,5032.0,2481.0,2353.0,198.0,89.0,81.0,8.0,,0.0,177.0,-900.0,-1527.0,1527.0,393.0,1134.0,,,2871.0,-1853.0,519.0,186.0,1148.0,1018.0,-397.0,275.0,,,,275.0,269.0,,6.0,122.0,621.0,-176.0,,445.0,0.0,0.0,0.0,445.0,,445.0,,0.0,445.0,657.2,212.2,661.0,0.67,0.67,0.994251,662.0,0.67,0.67,0.990544,
09/30/2010,5291.0,6012.0,3140.0,2655.0,217.0,56.0,52.0,4.0,,0.0,183.0,-960.0,-1956.0,1956.0,1956.0,,,0.0,3335.0,-1969.0,578.0,232.0,1159.0,1366.0,31.0,175.0,,,,175.0,169.0,,6.0,-206.0,1397.0,-552.0,,845.0,0.0,0.0,0.0,845.0,,845.0,,0.0,845.0,739.0,-106.0,662.0,1.28,1.28,1.116314,663.0,1.27,1.27,1.110121,
12/31/2010,4494.0,5055.0,2258.0,2596.0,201.0,212.0,205.0,7.0,,0.0,214.0,-987.0,-1693.0,1693.0,1693.0,,,0.0,2801.0,-1862.0,465.0,193.0,1204.0,939.0,-48.0,183.0,,,,183.0,176.0,,7.0,-135.0,891.0,-367.0,,524.0,0.0,0.0,0.0,524.0,,524.0,0.0,0.0,524.0,624.37,100.37,662.0,0.79,0.79,0.943157,663.0,0.79,0.79,0.941388,
03/31/2011,4956.0,4953.0,2101.0,2643.0,209.0,309.0,296.0,13.0,,0.0,186.0,-492.0,-2001.0,2001.0,2001.0,,,0.0,2955.0,-1753.0,327.0,203.0,1223.0,1202.0,-87.0,181.0,,,,181.0,175.0,,6.0,-94.0,1115.0,-446.0,,669.0,0.0,0.0,0.0,669.0,-1.0,668.0,,0.0,668.0,804.56,136.56,662.0,1.01,1.01,1.215347,664.0,1.01,1.01,1.215347,
06/30/2011,4496.0,4652.0,1985.0,2455.0,212.0,89.0,82.0,7.0,,0.0,187.0,-432.0,-1716.0,1716.0,1716.0,,,0.0,2780.0,-1746.0,329.0,191.0,1226.0,1034.0,-81.0,182.0,,,,182.0,176.0,,6.0,-101.0,953.0,-332.0,,621.0,0.0,0.0,0.0,621.0,-1.0,620.0,,0.0,620.0,697.0,77.0,663.0,0.93,0.93,1.051282,664.0,0.93,0.93,1.045964,
09/30/2011,5254.0,5496.0,2465.0,2821.0,210.0,55.0,51.0,4.0,,0.0,206.0,-503.0,-2121.0,2121.0,2121.0,,,0.0,3133.0,-1952.0,332.0,207.0,1413.0,1181.0,-324.0,178.0,-4.0,4.0,,182.0,176.0,,6.0,146.0,857.0,-255.0,,602.0,0.0,0.0,0.0,602.0,-1.0,601.0,,0.0,601.0,756.3,155.3,663.0,0.91,0.91,1.140724,665.0,0.9,0.9,1.133534,
12/31/2011,4358.0,4513.0,1773.0,2528.0,212.0,155.0,147.0,8.0,,0.0,251.0,-561.0,-1431.0,1431.0,1431.0,,,0.0,2927.0,-1866.0,360.0,183.0,1323.0,1061.0,-31.0,181.0,,,,181.0,181.0,,,-150.0,1030.0,-423.0,,607.0,0.0,0.0,0.0,607.0,-1.0,606.0,0.0,0.0,606.0,544.0,-62.0,664.0,0.91,0.91,0.819277,666.0,0.91,0.91,0.816907,
03/31/2012,4690.0,4814.0,1845.0,2743.0,226.0,244.0,228.0,16.0,,0.0,351.0,-719.0,-1765.0,1765.0,1765.0,,,0.0,2925.0,-2566.0,382.0,194.0,1990.0,359.0,-1.0,195.0,,,,195.0,189.0,,6.0,-194.0,358.0,-158.0,,200.0,0.0,0.0,0.0,200.0,,200.0,,0.0,200.0,525.0,325.0,705.0,0.28,0.28,0.744681,707.0,0.28,0.28,0.739689,
06/30/2012,5966.0,6199.0,2169.0,3765.0,265.0,178.0,157.0,21.0,,0.0,363.0,-774.0,-2606.0,2606.0,2606.0,,,0.0,3360.0,-2646.0,494.0,254.0,1898.0,714.0,-299.0,256.0,,,,256.0,250.0,,6.0,43.0,415.0,-126.0,,289.0,0.0,0.0,0.0,289.0,-3.0,286.0,-4.0,0.0,282.0,240.0,-42.0,853.0,0.34,0.34,0.28136,856.0,0.33,0.33,0.280935,
09/30/2012,6579.0,6914.0,2607.0,4031.0,276.0,127.0,112.0,15.0,,0.0,336.0,-798.0,-3026.0,3026.0,3026.0,,,0.0,3553.0,-2950.0,500.0,290.0,2160.0,603.0,-145.0,242.0,-4.0,4.0,,246.0,240.0,,6.0,-97.0,458.0,-161.0,,297.0,0.0,0.0,0.0,297.0,-1.0,296.0,,0.0,296.0,474.0,178.0,854.0,0.35,0.35,0.555035,857.0,0.35,0.35,0.555035,
12/31/2012,6254.0,6327.0,2143.0,3898.0,286.0,353.0,324.0,29.0,,0.0,347.0,-773.0,-2759.0,2759.0,2759.0,,,0.0,3495.0,-2791.0,505.0,268.0,2018.0,704.0,-138.0,231.0,,,,231.0,231.0,,,-93.0,566.0,-182.0,,384.0,0.0,0.0,0.0,384.0,-6.0,378.0,-3.0,0.0,375.0,314.43,-60.57,854.0,0.44,0.44,0.368185,857.0,0.44,0.44,0.368185,
03/31/2013,6082.0,5921.0,2115.0,3533.0,273.0,547.0,506.0,41.0,,0.0,318.0,-704.0,-2981.0,2981.0,2981.0,,,0.0,3101.0,-2593.0,543.0,277.0,1773.0,508.0,-451.0,617.0,-6.0,6.0,,623.0,617.0,,6.0,-166.0,57.0,-56.0,,1.0,0.0,0.0,0.0,1.0,-5.0,-4.0,-4.0,0.0,-8.0,484.0,492.0,855.0,-0.01,-0.01,0.566082,855.0,-0.01,-0.01,0.565439,
06/30/2013,6141.0,6278.0,1930.0,4070.0,278.0,197.0,178.0,19.0,,0.0,297.0,-631.0,-2419.0,2419.0,2419.0,,,0.0,3722.0,-2717.0,533.0,271.0,1913.0,1005.0,-269.0,252.0,,,,252.0,246.0,,6.0,17.0,736.0,-239.0,,497.0,0.0,0.0,0.0,497.0,-7.0,490.0,-7.0,0.0,483.0,336.0,-147.0,856.0,0.57,0.57,0.392523,860.0,0.57,0.57,0.392523,
09/30/2013,6502.0,6747.0,2178.0,4255.0,314.0,129.0,114.0,15.0,,0.0,294.0,-668.0,-2743.0,2743.0,2743.0,,,0.0,3759.0,-2505.0,530.0,277.0,1698.0,1254.0,-79.0,230.0,-4.0,4.0,,234.0,228.0,,6.0,-151.0,1175.0,-439.0,,736.0,0.0,0.0,0.0,736.0,2.0,738.0,-4.0,0.0,734.0,622.0,-112.0,857.0,0.86,0.86,0.725788,860.0,0.86,0.86,0.725788,
12/31/2013,6175.0,6067.0,1984.0,3785.0,298.0,385.0,356.0,29.0,,0.0,332.0,-609.0,-2593.0,2593.0,2593.0,,,0.0,3582.0,-2693.0,547.0,270.0,1876.0,889.0,-84.0,246.0,,,,246.0,246.0,,,-162.0,805.0,-311.0,,494.0,0.0,0.0,0.0,494.0,1.0,495.0,-3.0,0.0,492.0,350.0,-142.0,857.0,0.58,0.58,0.408401,861.0,0.58,0.58,0.408401,
03/31/2014,7237.0,6911.0,2244.0,4390.0,277.0,660.0,587.0,73.0,,0.0,-334.0,,-4340.0,4340.0,4340.0,,,0.0,2897.0,-2729.0,564.0,293.0,1872.0,168.0,-129.0,221.0,-6.0,6.0,,227.0,217.0,,10.0,-92.0,39.0,54.0,,93.0,0.0,0.0,0.0,93.0,-3.0,90.0,-3.0,0.0,87.0,491.0,404.0,858.0,0.1,0.1,0.572261,861.0,0.1,0.1,0.569222,
06/30/2014,6024.0,6028.0,1950.0,3789.0,289.0,198.0,180.0,18.0,,0.0,-202.0,,-2412.0,2412.0,2412.0,,,0.0,3612.0,-2770.0,590.0,288.0,1892.0,842.0,-8.0,234.0,-4.0,4.0,,238.0,228.0,,10.0,-226.0,834.0,-277.0,,557.0,0.0,0.0,0.0,557.0,-35.0,522.0,-3.0,0.0,519.0,401.0,-118.0,860.0,0.61,0.61,0.466279,864.0,0.6,0.6,0.463426,
09/30/2014,6912.0,6899.0,2181.0,4412.0,306.0,125.0,116.0,9.0,,0.0,-112.0,,-2648.0,2648.0,2648.0,,,0.0,4264.0,-2526.0,577.0,306.0,1643.0,1738.0,-242.0,253.0,-5.0,5.0,,258.0,247.0,,11.0,-11.0,1496.0,-422.0,0.0,1074.0,0.0,0.0,0.0,1074.0,-81.0,993.0,-4.0,0.0,989.0,684.0,-305.0,861.0,1.15,1.15,0.794425,863.0,1.15,1.15,0.794425,
12/31/2014,7255.0,7024.0,1937.0,4802.0,285.0,368.0,347.0,21.0,,0.0,-137.0,,-3603.0,3603.0,3603.0,,,0.0,3652.0,-3304.0,582.0,267.0,2455.0,348.0,-233.0,322.0,-21.0,21.0,,343.0,343.0,,,-89.0,115.0,-20.0,,95.0,0.0,0.0,0.0,95.0,-77.0,18.0,-3.0,0.0,15.0,377.8,362.8,861.0,0.02,0.02,0.438792,868.0,0.02,0.02,0.437972,
03/31/2015,8830.0,8415.0,2306.0,5840.0,269.0,631.0,595.0,36.0,,0.0,-216.0,,-4470.0,4470.0,4470.0,,,0.0,4360.0,-2994.0,610.0,304.0,2080.0,1366.0,-265.0,340.0,-5.0,5.0,,345.0,335.0,,10.0,-75.0,1101.0,-363.0,,738.0,0.0,0.0,0.0,738.0,-45.0,693.0,-3.0,0.0,690.0,635.35,-54.65,862.0,0.8,0.8,0.737065,867.0,0.8,0.8,0.736967,
06/30/2015,6514.0,6503.0,1987.0,4232.0,284.0,166.0,157.0,9.0,,0.0,-155.0,,-2449.0,2449.0,2449.0,,,0.0,4065.0,-2931.0,602.0,294.0,2035.0,1134.0,-172.0,150.0,-5.0,5.0,,155.0,145.0,,10.0,22.0,962.0,-327.0,-2.0,633.0,0.0,0.0,0.0,633.0,5.0,638.0,-3.0,0.0,635.0,489.0,-146.0,863.0,0.74,0.74,0.566628,866.0,0.74,0.74,0.566628,
09/30/2015,7401.0,7490.0,2402.0,4768.0,320.0,119.0,108.0,11.0,,0.0,-208.0,,-3291.0,3291.0,3291.0,,,0.0,4110.0,-2910.0,606.0,310.0,1994.0,1200.0,-497.0,247.0,-6.0,6.0,,253.0,243.0,,10.0,250.0,703.0,-115.0,-1.0,587.0,0.0,0.0,0.0,587.0,42.0,629.0,-4.0,0.0,625.0,755.7,130.7,913.0,0.69,0.69,0.827711,915.0,0.69,0.69,0.827711,
12/31/2015,6702.0,6606.0,1988.0,4294.0,324.0,275.0,258.0,17.0,,0.0,-179.0,,-2874.0,2874.0,2874.0,,,0.0,3828.0,-3121.0,633.0,292.0,2196.0,707.0,-144.0,250.0,-28.0,28.0,,278.0,278.0,,,-106.0,563.0,-268.0,-4.0,291.0,0.0,0.0,0.0,291.0,18.0,309.0,-3.0,0.0,306.0,372.2,66.2,921.0,0.34,0.34,0.404126,924.0,0.33,0.33,0.401645,
