Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1993,1544.537964,285.905998,221.203995,64.702003,37.972,,,44.203999,,,,,0.0,,,,,,,368.082001,1122.015015,,,0.0,,,,54.441002,,,,,,,54.441002,1176.456017,,47.743,47.743,,,,,,,,,95.559002,,,95.559002,143.302002,257.574005,,,,112.278999,,,,,,112.278999,369.853004,513.155006,0.0,667.435974,,,0.0,,363.946991,1031.382965,0.0,1031.382965,1544.537971,
06/30/1993,1538.151001,269.427998,209.223999,60.203999,30.775999,,,43.484001,,,,,0.0,,,,,,,343.687988,1147.781006,,,0.0,,,,46.681999,,,,,,,46.681999,1194.463005,,34.723,34.723,,,,,,,,,82.0,,,82.0,116.723,247.143997,,,,90.021004,,,,,,90.021004,337.165001,453.888,0.0,673.228027,,,0.0,,411.035004,1084.263031,0.0,1084.263031,1538.151031,
09/30/1993,1603.901001,336.473999,270.871002,65.602997,21.872999,,,50.689999,,,,,0.0,,,,,,,409.036987,1150.863037,,,0.0,,,,44.000999,,,,,,,44.000999,1194.864037,,39.664001,39.664001,,,,,,,,,93.425003,,,93.425003,133.089005,231.100006,,,,108.884003,,,,,,108.884003,339.984009,473.073013,0.0,677.924988,,,0.0,,452.903015,1130.828003,0.0,1130.828003,1603.901016,
12/31/1993,1634.484985,347.707,281.341003,66.365997,12.541,,,49.362999,,,,,0.0,,,,,,,409.610992,1182.120972,1454.528962,-272.40799,0.0,,,,42.752998,,,,,,,42.752998,1224.87397,,55.958,55.958,,,,82.137001,,,,,1.834992,,,1.834992,139.929993,211.115997,,,,92.514,,,,,,92.514,303.629997,443.55999,0.0,684.786011,,,0.0,,506.139008,1190.925019,0.0,1190.925019,1634.485009,
03/31/1994,1700.672974,402.445,334.283997,68.161003,12.9,,,56.616001,,,,,0.0,,,,,,,471.960999,1184.678955,,,0.0,,,,44.033001,,,,,,,44.033001,1228.711956,,60.042999,60.042999,,,,83.958,,,,,8e-06,,,8e-06,144.001007,210.332001,,,,95.728996,,,,,,95.728996,306.060997,450.062004,0.0,686.747009,,,0.0,,563.864014,1250.611023,0.0,1250.611023,1700.673027,
06/30/1994,1715.105957,381.678017,312.795013,68.883003,33.671001,,,51.442001,,,,,0.0,,,,,,,466.790985,1206.333008,,,0.0,,,,41.981998,,,,,,,41.981998,1248.315006,,62.708,62.708,,,,83.958,,,,,0.0,,,0.0,146.666,165.207993,,,,103.713997,,,,,,103.713997,268.921989,415.58799,0.0,687.68103,,,0.0,,611.836975,1299.518005,0.0,1299.518005,1715.105995,
09/30/1994,3607.343994,647.813004,576.875,70.938004,45.352001,,,131.934998,,,,,0.0,,,,,,,825.099976,2719.564941,,,0.0,,,,62.679001,,,,,,,62.679001,2782.243942,,167.988007,167.988007,,,,167.085007,,,,,17.661972,,,17.661972,352.734985,395.618011,,,,311.161011,,,,,,311.161011,706.779022,1059.514008,0.0,1888.043945,,,0.0,,659.786011,2547.829956,0.0,2547.829956,3607.343964,
12/31/1994,3472.0,458.0,387.0,71.0,98.900002,,,99.300003,,,,,0.0,,,,,,,656.200012,2768.300049,3141.600098,-373.299988,0.0,,,,47.5,,,,,,,47.5,2815.800049,,158.800003,158.800003,,,,112.5,,,,,17.499985,,,17.499985,288.799988,283.299988,,,,282.700012,,,,,,282.700012,566.0,854.799988,0.0,1890.400024,,,0.0,,726.799988,2617.200012,0.0,2617.200012,3472.0,
03/31/1995,3602.0,509.799988,509.799988,0.0,109.800003,,,95.400002,,,,,0.0,,,,,,,715.0,2837.0,,,0.0,,,,50.0,,,,,,,50.0,2887.0,,161.300003,161.300003,,,,172.399994,,,,,1.5e-05,,,1.5e-05,333.700012,293.799988,,,,284.899994,,,,,,284.899994,578.699982,912.399994,0.0,1891.699951,,,0.0,,797.900024,2689.599976,0.0,2689.599976,3601.999969,
06/30/1995,3457.199951,322.200012,322.200012,0.0,105.699997,,,110.699997,,,,,0.0,,,,,,,538.599976,2862.399902,,,0.0,,,,56.200001,,,,,,,56.200001,2918.599903,,128.199997,128.199997,,,,56.0,,,,,0.0,,,0.0,184.199997,232.0,,,,293.700012,,,,,,293.700012,525.700012,709.900009,0.0,1895.199951,,,0.0,,852.099976,2747.299927,0.0,2747.299927,3457.199936,
09/30/1995,3539.899902,394.399994,394.399994,0.0,86.900002,,,116.5,,,,,0.0,,,,,,,597.799988,2895.0,,,0.0,,,,47.099998,,,,,,,47.099998,2942.099998,,131.399994,131.399994,,,,60.599998,,,,,8e-06,,,8e-06,192.0,244.800003,,,,286.600006,,,,,,286.600006,531.400009,723.400009,0.0,1896.699951,,,0.0,,919.799988,2816.499939,0.0,2816.499939,3539.899948,
12/31/1995,3556.399902,284.5,284.5,0.0,116.0,,,107.900002,,,,,0.0,,,,,,,508.399994,3003.800049,3534.899902,-531.099976,0.0,,,,44.200001,,,,,,,44.200001,3048.00005,,172.199997,172.199997,,,,0.0,,,,,50.900009,,,50.900009,223.100006,100.0,,,,284.600006,,,,,,284.600006,384.600006,607.700012,0.0,1972.199951,,,0.0,,976.5,2948.699951,0.0,2948.699951,3556.399963,
03/31/1996,3560.300049,231.0,231.0,0.0,143.800003,,,110.300003,,,,,0.0,,,,,,,485.100006,3037.800049,,,0.0,,,,37.400002,,,,,,,37.400002,3075.20005,,153.5,153.5,,,,80.099998,,,,,8e-06,,,8e-06,233.600006,0.0,,,,289.899994,,,,,,289.899994,289.899994,523.5,0.0,1988.300049,,,0.0,,1048.5,3036.800049,0.0,3036.800049,3560.300049,
06/30/1996,3574.899902,208.800003,208.800003,0.0,133.300003,,,125.300003,,,,,0.0,,,,,,,467.399994,3073.699951,,,0.0,,,,33.799999,,,,,,,33.799999,3107.49995,,149.399994,149.399994,,,,59.799999,,,,,4e-06,,,4e-06,209.199997,0.0,,,,282.899994,,,,,,282.899994,282.899994,492.099991,0.0,1990.5,,,0.0,,1092.300049,3082.800049,0.0,3082.800049,3574.90004,
09/30/1996,4407.299805,235.5,235.5,0.0,109.699997,,,133.699997,,,,,0.0,,,,,,,478.899994,3892.0,,,0.0,,,,36.400002,,,,,,,36.400002,3928.400002,,187.199997,187.199997,,,,17.6,,,,,6e-06,,,6e-06,204.800003,450.0,,,,286.700012,,,,,,286.700012,736.700012,941.500015,0.0,2352.5,,,-74.803001,,1188.10305,3465.800049,0.0,3465.800049,4407.300064,
12/31/1996,4515.0,245.0,245.0,0.0,107.0,,,131.0,,,,,0.0,,,,,,,483.0,3991.0,4681.0,-690.0,0.0,,,,41.0,,,,,,,41.0,4032.0,,167.0,167.0,,,,25.0,,,,,0.0,,,0.0,192.0,500.0,,,,322.0,,,,,,322.0,822.0,1014.0,0.0,2358.0,,,0.0,,1143.0,3501.0,0.0,3501.0,4515.0,
03/31/1997,4538.0,277.0,277.0,0.0,80.0,,,141.0,,,,,0.0,,,,,,,498.0,3994.0,,,0.0,,,,46.0,,,,,,,46.0,4040.0,,140.0,140.0,,,,25.0,,,,,0.0,,,0.0,165.0,500.0,,,,315.0,,,,,,315.0,815.0,980.0,0.0,2360.0,,,0.0,,1198.0,3558.0,0.0,3558.0,4538.0,
06/30/1997,4561.0,230.0,230.0,0.0,76.0,,,147.0,,,,,0.0,,,,,,,453.0,4060.0,,,0.0,,,,48.0,,,,,,,48.0,4108.0,,131.0,131.0,,,,25.0,,,,,0.0,,,0.0,156.0,500.0,,,,314.0,,,,,,314.0,814.0,970.0,0.0,2361.0,,,0.0,,1230.0,3591.0,0.0,3591.0,4561.0,
09/30/1997,4272.0,327.0,327.0,0.0,45.0,,,102.0,,,,,0.0,,,,,,,474.0,3761.0,,,0.0,,,,37.0,,,,,,,37.0,3798.0,,173.0,173.0,,,,25.0,,,,,0.0,,,0.0,198.0,500.0,,,,296.0,,,,,,296.0,796.0,994.0,0.0,2363.0,,,0.0,,915.0,3278.0,0.0,3278.0,4272.0,
12/31/1997,4306.0,292.0,292.0,0.0,62.0,,,92.0,,,,,0.0,,,,,,,446.0,3824.0,4470.0,-646.0,0.0,,,,36.0,,,,,,,36.0,3860.0,,163.0,163.0,,,,30.0,,,,,0.0,,,0.0,193.0,500.0,,,,289.0,,,,,,289.0,789.0,982.0,0.0,2364.0,,,0.0,,960.0,3324.0,0.0,3324.0,4306.0,
03/31/1998,4472.0,439.0,439.0,0.0,122.0,,,89.0,,,,,0.0,,,,,,,650.0,3786.0,,,0.0,,,,36.0,,,,,,,36.0,3822.0,,196.0,196.0,,,,0.0,,,,,30.0,,,30.0,226.0,500.0,,,,326.0,,,,,,326.0,826.0,1052.0,0.0,2385.0,,,0.0,,1035.0,3420.0,0.0,3420.0,4472.0,
06/30/1998,4481.0,389.0,389.0,0.0,93.0,,,99.0,,,,,0.0,,,,,,,581.0,3865.0,,,0.0,,,,35.0,,,,,,,35.0,3900.0,,165.0,165.0,,,,0.0,,,,,30.0,,,30.0,195.0,500.0,,,,329.0,,,,,,329.0,829.0,1024.0,0.0,2389.0,,,0.0,,1068.0,3457.0,0.0,3457.0,4481.0,
09/30/1998,4578.0,402.0,402.0,0.0,106.0,,,97.0,,,97.0,,0.0,,,,,,,605.0,3938.0,,,0.0,,,,35.0,0.0,,,,,,35.0,3973.0,,184.0,184.0,,,,30.0,,,,,0.0,,,0.0,214.0,500.0,,,,328.0,,,,,,328.0,828.0,1042.0,0.0,2392.0,,,0.0,,1144.0,3536.0,0.0,3536.0,4578.0,
12/31/1998,4655.0,416.0,416.0,0.0,89.0,,,106.0,33.0,73.0,0.0,,0.0,,,,,,,611.0,3991.0,4818.0,-827.0,0.0,,,,53.0,0.0,,,,,,53.0,4044.0,,213.0,213.0,,,,0.0,,,,,20.0,,,20.0,233.0,500.0,,,,330.0,,,,,,330.0,830.0,1063.0,0.0,2399.0,,,0.0,,1193.0,3592.0,0.0,3592.0,4655.0,
03/31/1999,5059.0,554.0,554.0,0.0,101.0,,,102.0,102.0,,,,0.0,,,,,,,757.0,4247.0,,,0.0,,,,55.0,,,,,,,55.0,4302.0,,237.0,237.0,,,,20.0,,,,,0.0,,,0.0,257.0,500.0,,,,350.0,,,,,,350.0,850.0,1107.0,0.0,2672.0,,,0.0,,1280.0,3952.0,0.0,3952.0,5059.0,
06/30/1999,5097.0,565.0,565.0,0.0,115.0,,,103.0,103.0,,,,0.0,,,,,,,783.0,4262.0,,,0.0,,,,52.0,,,,,,,52.0,4314.0,,176.0,176.0,,,,0.0,,,,,20.0,,,20.0,196.0,525.0,,,,362.0,,,,,,362.0,887.0,1083.0,0.0,2689.0,,,0.0,,1325.0,4014.0,0.0,4014.0,5097.0,
09/30/1999,5233.0,640.0,640.0,0.0,99.0,,,98.0,98.0,,,,0.0,,,,,,,837.0,4344.0,,,0.0,,,,52.0,0.0,,,,,,52.0,4396.0,,226.0,226.0,,,,0.0,,,,,0.0,,,0.0,226.0,525.0,,,,369.0,,,,,,369.0,894.0,1120.0,0.0,2709.0,,,0.0,,1404.0,4113.0,0.0,4113.0,5233.0,
12/31/1999,5353.0,500.0,500.0,0.0,133.0,,,111.0,111.0,,,,0.0,,,,,,,744.0,4488.0,,,0.0,,,,121.0,,,,,,,121.0,4609.0,,304.0,304.0,,,,,,,,,0.0,,,0.0,304.0,525.0,,,,370.0,,,,,,370.0,895.0,1199.0,0.0,2709.0,,,0.0,,1445.0,4154.0,0.0,4154.0,5353.0,
03/31/2000,5474.0,526.0,526.0,0.0,121.0,,,118.0,118.0,,,,0.0,,,,,,,765.0,4594.0,,,0.0,,,,115.0,,,,,,,115.0,4709.0,,287.0,287.0,,,,,,,,,0.0,,,0.0,287.0,525.0,,,,719.0,,,,,,719.0,1244.0,1531.0,0.0,2710.0,,,0.0,,1233.0,3943.0,0.0,3943.0,5474.0,
06/30/2000,5590.0,590.0,590.0,0.0,90.0,,,137.0,137.0,,,,0.0,,,,,,,817.0,4651.0,,,0.0,,,,122.0,,,,,,,122.0,4773.0,,286.0,286.0,,,,,,,,,0.0,,,0.0,286.0,617.0,,,,714.0,,,,,,714.0,1331.0,1617.0,0.0,2712.0,,,0.0,,1261.0,3973.0,0.0,3973.0,5590.0,
09/30/2000,5721.0,562.0,562.0,,85.0,85.0,,150.0,,,,,,,,,,,,797.0,4810.0,,,,,,,114.0,,,,,,,114.0,4924.0,,300.0,300.0,,,,,,,,,0.0,,,0.0,300.0,647.0,,,,714.0,,,,,,714.0,1361.0,1661.0,0.0,2713.0,,,0.0,1347.0,0.0,4060.0,0.0,4060.0,5721.0,
12/31/2000,5393.0,822.0,816.0,6.0,59.0,,,285.0,170.0,,,115.0,0.0,,,,,,,1166.0,3994.0,7338.0,-3344.0,0.0,,,,233.0,,,,,,,233.0,4227.0,,587.0,587.0,,,,3.0,,,,,0.0,,,0.0,590.0,901.0,,,,712.0,,,,,,712.0,1613.0,2203.0,0.0,4051.0,,,0.0,,-861.0,3190.0,0.0,3190.0,5393.0,
03/31/2001,4607.0,665.0,665.0,,30.0,30.0,,173.0,,,,,,,,,,,,868.0,3632.0,,,,,,,107.0,,,,,,,107.0,3739.0,,329.0,329.0,,,,,,,,,0.0,,,0.0,329.0,707.0,,,,476.0,,,,,,476.0,1183.0,1512.0,,2715.0,,,0.0,380.0,0.0,3095.0,,3095.0,4607.0,
06/30/2001,4615.0,681.0,681.0,0.0,25.0,,,161.0,,,,,0.0,,,,,,,867.0,3642.0,,,0.0,,,,106.0,,,,,,,106.0,3748.0,,295.0,295.0,,,,0.0,,,,,0.0,,,0.0,295.0,725.0,,,,472.0,,,,,,472.0,1197.0,1492.0,0.0,2721.0,,,0.0,,402.0,3123.0,0.0,3123.0,4615.0,
09/30/2001,4660.0,704.0,439.0,265.0,32.0,,,156.0,,,,,0.0,,,,,,,892.0,3667.0,,,0.0,,,,101.0,,,,,,,101.0,3768.0,,286.0,286.0,,,,6.0,,,,,0.0,,,0.0,292.0,719.0,,,,460.0,,,,,,460.0,1179.0,1471.0,0.0,2721.0,,,0.0,,468.0,3189.0,0.0,3189.0,4660.0,
12/31/2001,5202.0,779.0,574.0,205.0,60.0,60.0,,223.0,134.0,,,89.0,0.0,,,,,,,1062.0,3912.0,7563.0,-3651.0,0.0,,,,276.0,,,,,,,276.0,4188.0,,175.0,175.0,,,,0.0,,,,,308.0,,,308.0,483.0,793.0,,,,734.0,,,,,,734.0,1527.0,2010.0,0.0,4062.0,,,0.0,-763.0,-107.0,3192.0,0.0,3192.0,5202.0,
03/31/2002,5222.0,840.0,753.0,87.0,90.0,90.0,,158.0,58.0,96.0,,,0.0,,,,,,,1088.0,3860.0,,,0.0,,,,274.0,,,,,,,274.0,4134.0,,493.0,493.0,,,,9.0,,,,,0.0,,,0.0,502.0,793.0,,,,661.0,,,,,,661.0,1454.0,1956.0,0.0,4099.0,,,0.0,-717.0,-116.0,3266.0,0.0,3266.0,5222.0,
06/30/2002,5218.0,916.0,887.0,29.0,63.0,,,192.0,,,,,0.0,,,,,,,1171.0,3766.0,,,0.0,,,,281.0,,,,,,,281.0,4047.0,,456.0,456.0,,,,20.0,,,,,0.0,,,0.0,476.0,781.0,,,,642.0,,,,,,642.0,1423.0,1899.0,0.0,4146.0,,,0.0,,-827.0,3319.0,0.0,3319.0,5218.0,
09/30/2002,5210.0,988.0,988.0,0.0,63.0,,,172.0,,,,,0.0,,,,,,,1223.0,3688.0,,,0.0,,,,299.0,,,,,,,299.0,3987.0,,417.0,417.0,,,,33.0,,,,,0.0,,,0.0,450.0,766.0,,,,668.0,,,,,,668.0,1434.0,1884.0,0.0,4146.0,,,0.0,,-820.0,3326.0,0.0,3326.0,5210.0,
12/31/2002,5261.0,1074.0,1044.0,30.0,72.0,,,206.0,,,,,0.0,,,,,,,1352.0,3322.0,7045.0,-3723.0,0.0,,,,587.0,,,,,,,587.0,3909.0,,164.0,164.0,,,,0.0,,,,,319.0,,,319.0,483.0,761.0,,,,683.0,,,,,,683.0,1444.0,1927.0,0.0,4148.0,,,0.0,,-814.0,3334.0,0.0,3334.0,5261.0,
03/31/2003,5351.0,1143.0,1115.0,28.0,72.0,,,189.0,,,,,0.0,,,,,,,1404.0,3276.0,,,0.0,,,,671.0,,,,,,,671.0,3947.0,,163.0,163.0,,,,0.0,,,,,252.0,,,252.0,415.0,761.0,,,,771.0,,,,,,771.0,1532.0,1947.0,0.0,4149.0,,,0.0,,-745.0,3404.0,0.0,3404.0,5351.0,
06/30/2003,5292.0,1024.0,992.0,32.0,67.0,,,201.0,,,,,0.0,,,,,,,1292.0,3220.0,,,0.0,,,,780.0,,,,,,,780.0,4000.0,,155.0,155.0,,,,0.0,,,,,152.0,,,152.0,307.0,757.0,,,,799.0,,,,,,799.0,1556.0,1863.0,0.0,4124.0,,,0.0,-697.0,2.0,3429.0,0.0,3429.0,5292.0,
09/30/2003,5285.0,1071.0,1039.0,32.0,67.0,,,162.0,,,,,58.0,,,,,,,1358.0,3174.0,,,0.0,,,,753.0,,,,,,,753.0,3927.0,,198.0,198.0,,,,0.0,,,,,291.0,,,291.0,489.0,754.0,,,,670.0,,,,,,670.0,1424.0,1913.0,0.0,4097.0,,,0.0,-713.0,-12.0,3372.0,0.0,3372.0,5285.0,
12/31/2003,5362.0,970.0,970.0,0.0,69.0,69.0,,157.0,58.0,106.0,,,169.0,,,,,,,1365.0,3128.0,3066.0,-3945.0,127.0,,,,504.0,,,,,,,504.0,3759.0,,245.0,245.0,,,,0.0,,,,,119.0,,,119.0,364.0,719.0,,,,781.0,,,,,,781.0,1500.0,1864.0,0.0,4115.0,,,0.0,-694.0,73.0,3494.0,0.0,3494.0,5358.0,
03/31/2004,5295.0,850.0,850.0,0.0,72.0,,,162.0,58.0,104.0,,,125.0,,,,,,,1209.0,3149.0,,,0.0,,,,937.0,,,,,,,937.0,4086.0,,261.0,261.0,,,,0.0,,,,,88.0,,,88.0,349.0,721.0,,,,788.0,,,,,,788.0,1509.0,1858.0,0.0,4093.0,,,0.0,-728.0,72.0,3437.0,0.0,3437.0,5295.0,
06/30/2004,5066.0,685.0,685.0,0.0,74.0,,,183.0,,,,,86.0,,,,,,,1028.0,3218.0,,,0.0,,,,820.0,,,,,,,820.0,4038.0,,277.0,277.0,,,,0.0,,,,,105.0,,,105.0,382.0,696.0,,,,679.0,,,,,,679.0,1375.0,1757.0,0.0,4106.0,,,0.0,-753.0,-44.0,3309.0,0.0,3309.0,5066.0,
09/30/2004,5385.0,775.0,775.0,0.0,75.0,,,183.0,,,,,138.0,,,,,,,1171.0,3326.0,,,0.0,,,,888.0,,,,,,,888.0,4214.0,,310.0,310.0,,,,0.0,,,,,118.0,,,118.0,428.0,867.0,,,,710.0,,,,,,710.0,1577.0,2005.0,0.0,4109.0,,,0.0,-721.0,-8.0,3380.0,0.0,3380.0,5385.0,
12/31/2004,6287.0,1398.0,1398.0,0.0,58.0,58.0,,215.0,,,,,288.0,,,,,,,1959.0,3391.0,7778.0,-4387.0,0.0,,,,937.0,0.0,0.0,0.0,,,,937.0,4328.0,,335.0,335.0,,,,31.0,,,,,54.0,,,54.0,420.0,1655.0,,,,638.0,,,,,,638.0,2293.0,2713.0,0.0,4129.0,,,0.0,-624.0,69.0,3574.0,0.0,3574.0,6287.0,
03/31/2005,6451.0,1330.0,1330.0,0.0,52.0,,,235.0,,,,,329.0,,,,,,,1946.0,3551.0,,,141.0,,,,813.0,0.0,0.0,0.0,,,,813.0,4505.0,,365.0,365.0,,,,0.0,,,,,90.0,,,90.0,455.0,1698.0,,,,665.0,,,,,,665.0,2363.0,2818.0,0.0,4157.0,,,0.0,-573.0,49.0,3633.0,0.0,3633.0,6451.0,
06/30/2005,6483.0,1131.0,1131.0,0.0,62.0,,,336.0,,,,,301.0,,,,,,,1830.0,3732.0,,,56.0,,,,865.0,0.0,0.0,0.0,,,,865.0,4653.0,,367.0,367.0,,,,0.0,,,,,83.0,,,83.0,450.0,1774.0,,,,627.0,,,,,,627.0,2401.0,2851.0,0.0,4168.0,,,0.0,-568.0,32.0,3632.0,0.0,3632.0,6483.0,
