Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2014,4348.0,895.0,1611.0,-226.0,75.0,-527.0,226.0,2068.0,2068.0,0.0,-3722.0,-320.0,0.0,0.0,0.0,-320.0,-320.0,0.0,0.0,0.0,0.0,-3210.0,490.0,-3700.0,0.0,-192.0,1279.0,-1282.0,4961.0,4963.0,0.0,-2.0,-2423.0,247.0,-2670.0,23.0,-278.0,1627.0,,168.0,
12/31/2014,-1035.0,7316.0,1573.0,-10608.0,69.0,-827.0,-9850.0,684.0,684.0,0.0,7204.0,-490.0,0.0,0.0,0.0,-490.0,-490.0,0.0,0.0,0.0,0.0,12891.0,14072.0,-1181.0,0.0,-5197.0,-9772.0,-1336.0,-7002.0,-3537.0,3145.0,-6610.0,-1441.0,179.0,-1620.0,7.0,-326.0,-3929.0,,308.0,
03/31/2015,2284.0,953.0,1637.0,312.0,63.0,-179.0,428.0,-618.0,-618.0,0.0,-6605.0,-203.0,0.0,0.0,0.0,-203.0,-203.0,0.0,0.0,0.0,0.0,-7598.0,0.0,-7598.0,0.0,1196.0,5155.0,-1280.0,7216.0,2177.0,7941.0,-2902.0,-773.0,242.0,-1015.0,-8.0,-295.0,539.0,,138.0,
06/30/2015,2697.0,687.0,1608.0,794.0,83.0,-204.0,915.0,-392.0,-392.0,0.0,2525.0,-271.0,0.0,0.0,0.0,-271.0,-271.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,2771.0,-5597.0,-1302.0,-3710.0,,,,-574.0,135.0,-709.0,-11.0,-683.0,-1058.0,,155.0,
09/30/2015,3311.0,1826.0,1570.0,-308.0,75.0,-463.0,80.0,223.0,223.0,0.0,-61.0,-316.0,0.0,0.0,0.0,-316.0,-316.0,0.0,0.0,0.0,0.0,16.0,126.0,-110.0,0.0,239.0,-2539.0,-1272.0,1.0,,,,-1224.0,57.0,-1281.0,-44.0,-85.0,626.0,,159.0,
12/31/2015,4247.0,976.0,1560.0,915.0,78.0,82.0,755.0,796.0,796.0,0.0,-617.0,-493.0,0.0,0.0,0.0,-493.0,-493.0,0.0,0.0,0.0,0.0,129.0,165.0,-36.0,0.0,-253.0,-2407.0,-1263.0,-15.0,-14.0,0.0,-1.0,-1130.0,51.0,-1181.0,1.0,-247.0,976.0,,201.0,
03/31/2016,2173.0,1125.0,1561.0,362.0,68.0,-70.0,364.0,-875.0,-875.0,0.0,1741.0,-279.0,0.0,0.0,0.0,-279.0,-279.0,0.0,0.0,0.0,0.0,-147.0,0.0,-147.0,0.0,2167.0,-2866.0,-1279.0,-851.0,0.0,0.0,-851.0,-711.0,202.0,-913.0,-25.0,144.0,1192.0,,160.0,
06/30/2016,1600.0,1205.0,1550.0,408.0,80.0,-50.0,378.0,-1563.0,-1563.0,0.0,-1498.0,-375.0,0.0,0.0,0.0,-375.0,-375.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-1113.0,-3366.0,-1300.0,-1509.0,-9.0,,-1500.0,-481.0,179.0,-660.0,-76.0,156.0,-3108.0,,161.0,
09/30/2016,2971.0,2184.0,1175.0,176.0,77.0,55.0,44.0,-564.0,-564.0,0.0,-890.0,-409.0,0.0,0.0,0.0,-409.0,-409.0,0.0,0.0,0.0,0.0,-621.0,0.0,-621.0,0.0,140.0,-835.0,-1274.0,883.0,918.0,0.0,-35.0,-436.0,409.0,-845.0,-8.0,53.0,1299.0,,149.0,
12/31/2016,3632.0,1177.0,1155.0,90.0,75.0,-1456.0,1471.0,1210.0,1210.0,0.0,-2563.0,-551.0,0.0,0.0,0.0,-551.0,-551.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2010.0,-1977.0,-1271.0,162.0,-909.0,1071.0,0.0,-867.0,149.0,-1016.0,-1.0,-484.0,-1392.0,,216.0,
03/31/2017,286.0,1551.0,1193.0,77.0,74.0,-54.0,57.0,-2535.0,-2535.0,0.0,3193.0,-339.0,0.0,0.0,0.0,-339.0,-339.0,0.0,0.0,0.0,0.0,-306.0,0.0,-306.0,0.0,3838.0,1461.0,-1294.0,3484.0,3784.0,0.0,-300.0,-706.0,313.0,-1019.0,-23.0,253.0,5193.0,,162.0,
06/30/2017,3317.0,1946.0,1162.0,11.0,82.0,-218.0,147.0,198.0,198.0,0.0,-1127.0,-393.0,0.0,0.0,0.0,-393.0,-393.0,0.0,0.0,0.0,0.0,-41.0,0.0,-41.0,0.0,-693.0,-6218.0,-1307.0,-3809.0,-3808.0,0.0,-1.0,-1039.0,95.0,-1134.0,-63.0,106.0,-3922.0,,181.0,
09/30/2017,-1171.0,-56.0,1154.0,653.0,76.0,-329.0,906.0,-2922.0,-2922.0,0.0,671.0,-441.0,0.0,0.0,0.0,-441.0,-441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,536.0,-1283.0,1986.0,1986.0,0.0,0.0,-86.0,73.0,-159.0,-81.0,79.0,115.0,,162.0,
12/31/2017,4019.0,-1046.0,1167.0,3533.0,80.0,-2020.0,5473.0,365.0,365.0,0.0,-58.0,-715.0,0.0,0.0,0.0,-715.0,-715.0,0.0,0.0,0.0,0.0,-49.0,0.0,-49.0,0.0,706.0,-5785.0,-1283.0,-2790.0,-1988.0,0.0,-802.0,-1684.0,18.0,-1702.0,-28.0,19.0,-1805.0,,218.0,
03/31/2018,1155.0,736.0,1137.0,755.0,80.0,-30.0,705.0,-1473.0,-1473.0,0.0,-197.0,-450.0,0.0,0.0,0.0,-450.0,-450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,-2722.0,-1299.0,-1004.0,-1.0,0.0,-1003.0,-336.0,230.0,-566.0,-83.0,154.0,-1610.0,,186.0,
06/30/2018,3382.0,971.0,1290.0,922.0,90.0,-228.0,1060.0,199.0,199.0,0.0,673.0,-583.0,0.0,0.0,0.0,-583.0,-583.0,0.0,0.0,0.0,0.0,-372.0,0.0,-372.0,0.0,1628.0,-2967.0,-1311.0,65.0,2070.0,,-2005.0,-1527.0,69.0,-1596.0,-194.0,-262.0,826.0,,155.0,
09/30/2018,2793.0,1950.0,1094.0,509.0,91.0,-133.0,551.0,-760.0,-760.0,0.0,1660.0,-653.0,0.0,0.0,0.0,-653.0,-653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313.0,-1905.0,-1285.0,226.0,,,,-834.0,162.0,-996.0,-12.0,-32.0,2516.0,,194.0,
12/31/2018,3592.0,1827.0,998.0,20.0,87.0,618.0,-685.0,747.0,747.0,0.0,2178.0,-929.0,0.0,0.0,0.0,-929.0,-929.0,0.0,0.0,0.0,0.0,-59.0,0.0,-59.0,0.0,3166.0,-5566.0,-1277.0,1550.0,,,,-5803.0,130.0,-5933.0,-36.0,-65.0,139.0,,242.0,
03/31/2019,1336.0,2915.0,898.0,458.0,93.0,194.0,171.0,-2935.0,-2935.0,0.0,368.0,-595.0,0.0,0.0,0.0,-595.0,-595.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,963.0,-1614.0,-1428.0,823.0,-4135.0,4958.0,0.0,-917.0,173.0,-1090.0,-92.0,20.0,110.0,,195.0,
06/30/2019,3084.0,2670.0,973.0,-116.0,111.0,-343.0,116.0,-443.0,-443.0,0.0,-2425.0,-782.0,0.0,0.0,0.0,-782.0,-782.0,0.0,0.0,0.0,0.0,-3890.0,0.0,-3890.0,0.0,2247.0,-2084.0,-1468.0,603.0,603.0,0.0,0.0,-1104.0,131.0,-1235.0,-115.0,8.0,-1417.0,,161.0,
09/30/2019,8646.0,7486.0,2716.0,1913.0,306.0,-386.0,1993.0,-3469.0,-3469.0,0.0,-1866.0,-2336.0,0.0,0.0,0.0,-2336.0,-2336.0,0.0,0.0,0.0,0.0,-4929.0,0.0,-4929.0,0.0,5399.0,-6850.0,-4290.0,1066.0,-3892.0,4958.0,0.0,-3386.0,344.0,-3730.0,-240.0,-26.0,-96.0,,629.0,
12/31/2019,4794.0,2357.0,936.0,-138.0,111.0,-170.0,-79.0,1639.0,1639.0,0.0,-763.0,-1137.0,0.0,0.0,0.0,-1137.0,-1137.0,0.0,0.0,0.0,0.0,-25.0,0.0,-25.0,0.0,399.0,-2011.0,-1405.0,182.0,182.0,0.0,0.0,-1033.0,17.0,-1050.0,245.0,43.0,2063.0,,212.0,
03/31/2020,707.0,3219.0,821.0,333.0,108.0,82.0,143.0,-3666.0,-3666.0,0.0,-1628.0,-986.0,0.0,0.0,0.0,-986.0,-986.0,0.0,0.0,0.0,0.0,-2545.0,0.0,-2545.0,0.0,1903.0,-1490.0,-1551.0,1632.0,3583.0,0.0,-1951.0,-1255.0,26.0,-1281.0,-316.0,-63.0,-2474.0,,250.0,
06/30/2020,3367.0,3002.0,1048.0,-156.0,121.0,40.0,-317.0,-527.0,-527.0,0.0,-882.0,-668.0,0.0,0.0,0.0,-668.0,-668.0,0.0,0.0,0.0,0.0,-321.0,0.0,-321.0,0.0,107.0,1137.0,-1577.0,2828.0,-1616.0,4445.0,-1.0,14.0,14.0,0.0,-128.0,65.0,3687.0,,137.0,
