Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/1993,529.478027,,,,,,,,,,-252.442001,,,,,,277.036011,8.979,,0.0,,0.0,,-8.979,286.015011,-109.574997,176.440002,-6.8,,,183.240014,0.0,183.240005,0.0,,183.240005,183.240005,,430.575988,0.4275,0.4225,0.4225,430.575988,0.4275,0.4225,0.4225,
07/31/1993,98.662003,,,,,,,,,,-94.867996,,,,,,3.794,-18.169001,,,,0.0,,18.169001,-14.375001,6.132,-8.243,-2.802,,,-5.441001,0.0,-5.441,0.0,,-5.441,-5.441,,423.592012,-0.0125,-0.02,-0.02,423.592012,-0.0125,-0.02,-0.02,
10/31/1993,126.611,,,,,,,,,,-112.524002,,,,,,14.087,-21.954,,,,0.0,,21.954,-7.867,3.694,-4.173,-3.241,,,-0.932,0.0,-0.932,0.0,,-0.932,-0.932,,422.708008,-0.0025,-0.0025,-0.0025,422.708008,-0.0025,-0.0025,-0.0025,
01/31/1994,223.337997,,,,,,,,,,-196.604004,,,,,,26.733999,-38.188999,,,,0.0,,38.188999,-11.455,-6.479,-17.934,-30.489997,,,12.555997,0.0,12.556,0.0,,12.556,12.556,,427.567992,0.03,-0.0425,-0.0425,427.567992,0.03,-0.0425,-0.0425,
04/30/1994,766.721008,,,,,,,,,,-551.497009,,,,,,215.223999,101.656998,,0.0,,0.0,,-101.656998,316.880997,-3.347,194.345001,0.0,,,313.533997,0.0,194.345001,0.0,,194.345001,194.345001,,428.652008,0.4525,0.4525,0.4525,428.652008,0.4525,0.4525,0.4525,
07/31/1994,136.906006,,,,,,,,,,-119.027,,,,,,17.879,-22.676001,,,,0.0,,22.676001,-4.797001,1.837,-2.96,0.0,,,-2.960001,0.0,-2.96,0.0,,-2.96,-2.96,,420.503996,-0.0075,-0.0075,-0.0075,420.503996,-0.0075,-0.0075,-0.0075,
10/31/1994,166.845993,,,,,,,,,,-138.738007,,,,,,28.108,-30.136999,,,,0.0,,30.136999,-2.028999,0.777,-1.252,0.0,,,-1.251999,0.0,-1.252,0.0,,-1.252,-1.252,,420.0,-0.0025,-0.0025,-0.0025,420.0,-0.0025,-0.0025,-0.0025,
01/31/1995,261.459015,,,,,,,,,,-207.559006,,,,,,53.900002,-40.798,,,,0.0,,40.798,13.102002,-5.018,8.084,0.0,,,8.084002,0.0,8.084,0.0,,8.084,8.084,,422.631988,0.02,0.02,0.02,422.631988,0.02,0.02,0.02,
04/30/1995,217.341003,,,,,,,,,,-171.307007,,,,,,46.034,101.084999,,,,0.0,,-101.084999,147.118999,-53.001999,94.116997,-9.269997,,,103.386997,0.0,103.387001,0.0,,103.387001,103.387001,,426.338012,0.2425,0.22,0.22,426.338012,0.2425,0.22,0.22,
07/31/1995,200.742004,,,,,,,,,,-155.203003,,,,,,45.539001,-37.056,,0.0,,0.0,,37.056,8.483001,-3.257,5.226,0.0,,,5.226001,0.0,5.226,0.0,,5.226,5.226,,428.411988,0.0125,0.0125,0.0125,428.411988,0.0125,0.0125,0.0125,
10/31/1995,220.046005,,,,,,,,,,-185.753006,,,,,,34.292999,-47.763,,0.0,,0.0,,47.763,-13.470001,5.172,-8.298,0.0,,,-8.298001,0.0,-8.298,0.0,,-8.298,-8.298,,415.799988,-0.02,-0.02,-0.02,415.799988,-0.02,-0.02,-0.02,
01/31/1996,305.127991,,,,,,,,,,-254.824997,,,,,,50.303001,-59.185001,,0.0,,0.0,,59.185001,-8.882,3.411,-5.471,0.0,,,-5.471,0.0,-5.471,0.0,,-5.471,-5.471,,413.444,-0.0125,-0.0125,-0.0125,413.444,-0.0125,-0.0125,-0.0125,
04/30/1996,916.905029,,,,,,,,,,-798.526001,,,,,,118.378998,180.783997,,0.0,,0.0,,-180.783997,299.162995,-113.452003,185.710999,0.0,,,185.710992,0.0,185.710999,0.0,,185.710999,185.710999,,421.559996,0.4375,0.4375,0.4375,421.559996,0.4375,0.4375,0.4375,
07/31/1996,20.075001,,,,,,,,,,-70.445,,,,,,-50.369999,4.484,,0.0,,0.0,,-4.484,-45.885999,17.391001,-28.495001,23.731001,,,-52.225999,0.0,-52.226002,0.0,,-52.226002,-52.226002,,415.291992,-0.125,-0.0675,-0.0675,415.291992,-0.125,-0.0675,-0.0675,
10/31/1996,40.172001,,,,,,,,,,-85.827003,,,,,,-45.654999,1.17,,2.027,,0.0,,-3.197,-44.484999,16.860001,-27.625,46.502996,,,-74.127994,0.0,-74.127998,0.0,,-74.127998,-74.127998,,416.067992,-0.1775,-0.0675,-0.0675,416.067992,-0.1775,-0.0675,-0.0675,
01/31/1997,155.137,,,,,,,,,,-174.593994,,,,,,-20.298,-2.12,,3.618,,0.0,,-1.498,-22.418,8.496,-13.922,11.404,,,-25.326,0.0,-25.326,0.0,,-25.326,-25.326,,416.164,-0.06,-0.0325,-0.0325,416.164,-0.06,-0.0325,-0.0325,
04/30/1997,877.745972,,,,,,,,,,-540.760986,,,,,,336.984985,0.862,,5.996,,0.0,,-6.858,337.846985,-124.028,213.819,14.384001,,,199.434984,0.0,199.434998,0.0,,199.434998,199.434998,,423.704012,0.475,0.5125,0.5125,423.704012,0.475,0.5075,0.5075,
07/31/1997,37.388,,,,,,,,,,-91.670998,,,,,,-54.283001,-1.226,8.238,8.238,,0.0,,-7.012,-55.509001,20.648001,-34.861,3.274,,,-38.135,0.0,-38.134998,0.0,,-38.134998,-38.134998,,416.40799,-0.0925,-0.0825,-0.0825,416.40799,-0.0925,-0.0825,-0.0825,
10/31/1997,82.070999,,,,,,,,,,-122.668999,,,,,,-40.598,-9.230999,13.355,13.355,,0.0,,-4.124,-49.828999,19.379999,-30.448999,10.781999,,,-41.230999,0.0,-41.230999,0.0,,-41.230999,-41.230999,,418.208008,-0.0975,-0.0725,-0.0725,418.208008,-0.0975,-0.0725,-0.0725,
01/31/1998,208.683,,,,,,,,,,-211.425995,,,,,,-13.503,-10.428,,12.371,,0.0,,-1.943,-23.931,9.094,-14.837,-229.415009,,,214.578009,0.0,214.578,0.0,,214.578,214.578,,420.2,0.51,-0.035,-0.035,420.2,0.51,-0.035,-0.035,
04/30/1998,998.237,,,,,,,,,,-548.976013,,,,,,449.260986,-34.877,,23.216,,0.0,,11.661,414.383986,-157.466003,256.917999,0.0,,,256.917983,0.0,256.917999,0.0,,256.917999,256.917999,,422.447998,0.6075,0.6075,0.6075,433.436005,0.5925,0.5925,0.5925,
07/31/1998,69.097,,,,,,,,,,-112.545998,,,,,,-43.449001,0.674,14.692,14.692,,0.0,,-15.366,-42.775002,16.235001,-26.540001,1.199,,,-27.739001,0.0,-27.739,0.0,,-27.739,-27.739,,419.903992,-0.065,-0.0625,-0.0625,419.903992,-0.065,-0.0625,-0.0625,
10/31/1998,82.070999,,,,,,,,,,-130.0,,,,,,-47.929001,-2.320001,15.508,15.508,,0.0,,-13.188,-50.249002,19.094,-31.155001,0.018,,,-31.173002,0.0,-31.173,0.0,,-31.173,-31.173,,396.488007,-0.0775,-0.0775,-0.0775,396.488007,-0.0775,-0.0775,-0.0775,
01/31/1999,291.482,,,,,,,,,,-276.143,,,,,,15.339,-19.927,23.689,23.689,,0.0,,-3.762,-4.588,1.743,-2.845,20.251,,,-23.096,0.0,-23.096,0.0,,-23.096,-23.096,,389.924,-0.06,-0.0075,-0.0075,389.924,-0.06,-0.0075,-0.0075,
04/30/1999,1168.094971,,,,,,,,,,-687.765015,,,,,,480.329987,2.818,,9.818,,0.0,,-12.636,483.147986,-183.595993,299.552002,2.178,,,297.373993,0.0,297.373993,0.0,,297.373993,297.373993,,389.85199,0.7625,0.765,0.765,394.372009,0.755,0.7575,0.7575,
07/31/1999,121.559998,,,,,,,,,,-172.548996,,,,,,-50.988998,-8.808,,11.474,,0.0,,-2.666,-59.796999,22.723,-37.074001,0.0,,,-37.073999,0.0,-37.074001,0.0,0.0,-37.074001,-37.074001,,390.85199,-0.095,-0.095,-0.095,390.85199,-0.095,-0.095,-0.095,
10/31/1999,209.945999,,,,,,,,,,-261.395996,,,,,,-51.450001,-20.707,23.344,23.344,,0.0,,-2.637,-72.157001,27.42,-44.737,0.0,,,-44.737,0.0,-44.737,0.0,0.0,-44.737,-44.737,,391.256012,-0.115,-0.115,-0.115,391.256012,-0.115,-0.115,-0.115,
01/31/2000,512.507019,,,,,,,,,,-477.38501,,,,,,35.122002,-48.645,,50.271,,0.0,,-1.626,-13.522998,6.448,-7.075,0.0,,,-7.074998,0.0,-7.075,0.0,0.0,-7.075,-7.075,,393.432007,-0.0175,-0.0175,-0.0175,393.432007,-0.0175,-0.0175,-0.0175,
04/30/2000,1607.930054,,,,,,,,,,,,,,,,,,,,,,,,,,340.781006,,,,,,340.781006,0.0,,340.781006,340.781006,,392.996002,0.8675,0.8675,0.8675,395.220001,0.8625,0.8625,0.8625,
07/31/2000,304.109985,,,,,,,,,,-396.803986,,,,,,-92.694,-60.497002,63.198002,63.198002,,0.0,,-2.701,-153.191002,38.247002,-51.745998,0.0,,,-114.944,0.0,-51.745998,0.0,0.0,-51.745998,-51.745998,,373.044006,-0.1375,-0.1375,-0.1375,373.044006,-0.1375,-0.1375,-0.1375,
10/31/2000,337.473999,,,,,,,,,,-362.40799,,,,,,-24.934,-61.421999,63.973,63.973,,0.0,,-2.551,-86.355999,36.701,-49.654999,0.0,,,-49.654999,0.0,-49.654999,0.0,0.0,-49.654999,-49.654999,,365.612,-0.135,-0.135,-0.135,365.612,-0.135,-0.135,-0.135,
01/31/2001,656.0,,,,,,,,,,-583.31897,,,,,,72.681,-64.888997,68.047997,68.047997,,0.0,,-3.159,7.792003,-3.332,4.46,0.0,,,4.460003,0.0,4.46,0.0,0.0,4.46,4.46,,365.196014,0.01,0.01,0.01,368.144012,0.01,0.01,0.01,
04/30/2001,1683.753,,,,,,,,,,-931.189,,,,,,752.564,-0.399,,,,0.0,,0.399,752.165,-267.946,373.689,-4.414,,,488.633,0.0,378.103,0.0,0.0,378.103,378.103,,366.616,1.0325,1.02,1.02,373.628,1.0125,1.0,1.0,
07/31/2001,328.980988,,,,,,,,,,-352.195007,,,,,,-23.214001,-28.524,29.805,29.805,,0.0,,-1.281,-51.738001,20.954,-30.784,0.0,,,-30.784001,0.0,-30.784,0.0,0.0,-30.784,-30.784,,367.716003,-0.085,-0.085,-0.085,367.716003,-0.085,-0.085,-0.085,
10/31/2001,373.895996,,,,,,,,,,-392.272003,,,,,,-18.375999,-28.701,-20.087,29.785,-49.872002,0.0,,48.788002,-47.076999,19.066,-28.011,0.0,,,-28.010999,0.0,-28.011,0.0,0.0,-28.011,-28.011,,364.575989,-0.075,-0.075,-0.075,364.575989,-0.075,-0.075,-0.075,
01/31/2002,733.531982,,,,,,,,,,-657.757019,,,,,,75.775002,-29.905,-23.297001,30.733,-54.029999,0.0,,53.201999,45.870002,-20.158001,29.615999,0.0,,,25.712001,0.0,29.615999,0.0,0.0,29.615999,29.615999,,365.872009,0.08,0.08,0.08,376.362,0.08,0.08,0.08,
04/30/2002,1881.327,,,,,,,,,,-1087.847,,,,,,793.48,-27.599,25.818,25.818,,0.0,,1.781,765.881,-302.297,463.584,0.0,,,463.584,0.0,463.584,0.0,0.0,463.584,463.584,,365.06,1.27,1.27,1.27,376.168,1.23,1.23,1.23,
07/31/2002,431.365997,,,,,,,,,,-408.489014,,,,,,22.877001,-38.783001,-55.945999,22.274,-78.220001,0.0,,94.729002,-15.906,6.362,-9.544,0.0,,,-9.544,0.0,-9.544,0.0,0.0,-9.544,-9.544,,362.417999,-0.025,-0.025,0.005,362.417999,-0.025,-0.025,0.005,
10/31/2002,471.395996,,,,,,,,,,-463.686005,,,,,,7.71,-69.955,-70.028,22.698,-92.725998,0.0,,139.982998,-62.245,24.898001,-37.347,0.0,,,-37.346999,0.0,-37.347,0.0,0.0,-37.347,-37.347,,357.76001,-0.105,-0.105,-0.02,357.76001,-0.105,-0.105,-0.02,
01/31/2003,958.413025,,,,,,,,,,-713.304016,,,,,,245.108994,-22.174999,-32.412998,24.816999,-57.23,0.0,,54.588,222.933994,-90.621002,132.313004,0.0,,,132.312992,0.0,132.313004,0.0,0.0,132.313004,132.313004,,357.540009,0.37,0.37,0.15,364.346008,0.365,0.365,0.15,
04/30/2003,1909.755,,,,,,,,,,-1035.088,,,,,,874.667,-32.373,-46.154,22.855,-69.009,0.0,,78.527,842.294,-347.652,494.642,0.0,,,494.642,0.0,494.642,0.0,0.0,494.642,494.642,,358.628,1.38,1.38,1.4,365.23,1.355,1.355,1.375,
07/31/2003,495.384003,,,,,,,,,,-455.053009,,,,,,40.331001,-21.502,-47.755001,23.197001,-70.952003,0.0,,69.257003,18.829001,-7.31,11.519,6.359,,,5.160001,0.0,5.16,0.0,0.0,5.16,5.16,,358.890015,0.015,0.03,0.03,365.84201,0.015,0.03,0.03,
10/31/2003,568.872,,,,-282.926,,,,285.946,,-250.077,,,,,,35.869,-18.735,19.899,19.899,,0.0,,-1.164,17.134,-6.758,10.376,0.0,,,10.376,0.0,10.376,0.0,0.0,10.376,10.376,,355.656,0.03,0.03,0.03,362.222,0.03,0.03,0.03,
01/31/2004,977.157,,,,,,,,,,-781.292,,,,,,195.865,-19.745,-96.282,21.361,-117.643,0.0,,116.027,176.12,-69.394,106.726,0.0,,,106.726,0.0,106.726,0.0,0.0,106.726,106.726,,353.464,0.3,0.3,0.27,361.968,0.295,0.295,0.265,
04/30/2004,2191.793,,,,,,,,,,-1224.999,,,,,,966.794,-14.72,-82.503,20.099,-102.602,0.0,,97.223,952.074,-376.439,575.635,0.0,,,575.635,0.0,575.635,0.0,0.0,575.635,575.635,,348.6,1.65,1.65,1.65,356.388,1.615,1.615,1.615,
07/31/2004,486.550995,,,,-369.369995,,,,117.181,,-160.195999,,,,,,-43.014999,-15.784999,-21.927,17.792999,-39.720001,0.0,,37.712001,-58.799999,22.058001,-36.742001,0.0,,,-36.741998,0.0,-36.742001,0.0,0.0,-36.742001,-36.742001,,337.269989,-0.11,-0.11,-0.11,337.269989,-0.11,-0.11,-0.11,
10/31/2004,541.953003,,,,-420.333008,,,,121.619995,,-184.867004,,,,,,-63.247002,-16.570999,-30.471001,18.080999,-48.551998,0.0,,47.041998,-79.818001,29.945999,-49.872002,0.0,,,-49.872002,0.0,-49.872002,0.0,0.0,-49.872002,-49.872002,,329.372009,-0.15,-0.15,-0.15,329.372009,-0.15,-0.15,-0.15,
01/31/2005,1036.235962,,,,-641.549988,,,,394.685974,,-248.113998,,,,,,146.572006,6.706,-37.519001,13.026,-50.544998,0.0,,30.812998,153.278007,-59.542,93.736,0.0,,,93.736007,0.0,93.736,0.0,0.0,93.736,93.736,,329.039001,0.28,0.28,0.28,334.875,0.28,0.28,0.28,
04/30/2005,2355.279,,,,-1015.836,,,,1339.443,,-327.5,920.677,,,,-593.177,1011.943,-8.888,-46.631,13.467,-60.098,0.0,,55.519,1003.055,-386.267,616.788,0.0,,,616.788,0.0,616.788,0.0,0.0,616.788,616.788,,661.54,0.945,0.945,0.945,673.664,0.93,0.93,0.93,
07/31/2005,614.992981,,,,-466.575012,,,,148.417969,,-189.251999,,,,,,-40.834,-5.035,-36.818001,12.435,-49.252998,0.0,,41.852998,-45.869,17.545,-28.323999,0.0,,,-28.324,0.0,-28.323999,0.0,0.0,-28.323999,-28.323999,,330.713989,-0.09,-0.09,-0.09,330.713989,-0.09,-0.09,-0.09,
10/31/2005,605.04303,,,,-522.080994,,,,82.962036,,-206.548996,,,,,,-123.586998,-9.542,-42.625,12.385,-55.009998,0.0,,52.166998,-133.128998,46.854,-86.275002,0.0,,,-86.274998,0.0,-86.275002,0.0,0.0,-86.275002,-86.275002,,326.046997,-0.26,-0.26,-0.26,326.046997,-0.26,-0.26,-0.26,
01/31/2006,1156.746948,,,,-778.590027,,,,378.156921,,-344.246002,,,,,,33.910999,-8.503,-38.862999,12.211,-51.074001,0.0,,47.366001,25.407999,-13.295,12.113,0.0,,,12.112999,0.0,12.113,0.0,0.0,12.113,12.113,,327.289001,0.04,0.04,0.13686,331.934998,0.04,0.04,0.1355,
04/30/2006,1197.97,,,,-378.802,,,,819.168,,-151.644,,,,,,667.524,-3.452,,12.028,-47.87,0.0,,39.294,664.072,-264.045,400.027,-192.867,,,592.894,0.0,592.894,0.0,0.0,592.894,592.894,,493.779,1.200727,0.810134,0.847317,509.409,1.163886,0.785276,0.846176,
07/31/2006,342.77,,,,-381.732,,,,-38.962,,-149.071,,,,,,-188.033,-5.941,-13.575,12.135,-25.71,0.0,,19.516,-193.974,76.135,-117.839,13.538,,,-131.377,0.0,-131.377,0.0,0.0,-131.377,-131.377,,323.671,-0.41,-0.36,-0.36,323.671,-0.41,-0.36,-0.36,
10/31/2006,396.083,,,,-424.827,,,,-28.744,,-162.972,,,,,,-191.716,-6.903,-17.884,12.091,-29.975,0.0,,24.787,-198.619,77.622,-120.997,35.463,,,-156.46,0.0,-156.46,0.0,0.0,-156.46,-156.46,,321.742,-0.49,-0.38,-0.38,321.742,-0.49,-0.38,-0.38,
01/31/2007,931.179,,,,-646.259,,,,284.92,,-253.968,,,,,,30.952,-8.827,-23.895,12.066,-35.961,0.0,,32.722,22.125,-0.181,21.944,82.196,,,-60.252,0.0,-60.252,0.0,0.0,-60.252,-60.252,,322.35,-0.19,0.07,0.07,326.048,-0.18,0.07,0.07,
04/30/2007,2216.221,,,,-1069.839,,,,1146.382,,-272.744,,,,,,873.638,132.628,,10.628,-43.375,0.0,,-99.881,1006.266,-415.037,591.229,676.793,,,-85.564,0.0,-85.564,0.0,0.0,-85.564,-85.564,,322.991,-0.26,1.83,1.87,326.195,-0.26,1.81,1.85,
07/31/2007,339.371,,,,-428.644,,,,-89.273,0.0,-144.109,144.109,,,,0.0,-233.382,49.802,,,-41.838,,,-7.964,-183.58,73.757,-109.823,192.757,,,-302.58,0.0,-302.58,0.0,0.0,-302.58,-302.58,,323.864,-0.93,-0.34,-0.34,323.864,-0.93,-0.34,-0.34,
10/31/2007,329.947,,,,-437.092,,,,-107.145,0.0,-151.278,151.278,,,,0.0,-258.423,36.6,-2.692,24.053,-26.745,,,-33.908,-221.823,86.89,-134.933,367.338,,,-502.271,,-502.271,0.0,0.0,-502.271,-502.271,,324.694,-1.55,-0.42,-0.42,324.694,-1.55,-0.42,-0.42,
01/31/2008,894.804,,,,-649.041,,,,245.763,0.0,-247.32,247.32,,,,0.0,-1.557,1.973,,,,,,-1.973,0.416,6.674,7.09,54.448,,,-47.358,0.0,-47.358,0.0,0.0,-47.358,-47.358,,325.074,-0.15,0.02,0.02,327.202,-0.15,0.02,0.02,
04/30/2008,2418.06,,,,-1073.416,,,,1344.644,0.0,-246.191,246.191,,,,0.0,1098.453,35.865,,,-35.865,,,-5.74,1140.058,-456.445,683.613,140.051,,,543.562,0.0,543.562,0.0,0.0,543.562,543.562,77.48,325.608,1.669375,2.099497,2.337452,325.608,1.669375,2.099497,2.337452,
07/31/2008,271.909,254.062,17.847,,-360.138,360.138,,,-88.229,0.0,-123.386,123.386,,,,0.0,-211.615,-1.355,5.696,23.543,-17.847,,,-4.341,-212.97,84.547,-128.423,4.296,4.296,0.0,-132.719,0.0,-132.719,0.0,0.0,-132.719,-124.90715,3.51585,327.141,-0.41,-0.39,-0.381814,327.141,-0.41,-0.39,-0.381814,
10/31/2008,351.469,334.422,17.047,,-438.765,438.765,,,-87.296,0.0,-138.036,138.036,,,,0.0,-225.332,-2.121,9.218,26.265,-17.047,,,-7.097,-227.453,94.292,-133.161,2.713,2.713,0.0,-135.874,0.0,-135.874,0.0,0.0,-135.874,-129.3013,3.8597,329.81,-0.41,-0.4,-0.392048,329.81,-0.41,-0.4,-0.392048,
01/31/2009,993.446,934.842,58.604,,-684.567,684.567,,,308.879,0.0,-208.814,208.814,,,,0.0,100.065,1.674,-31.936,26.668,-58.604,,,30.262,101.739,-34.909,66.83,19.467,19.467,0.0,47.363,0.0,47.363,0.0,0.0,47.363,70.53435,3.70435,337.338,0.14,0.2,0.209091,338.687,0.14,0.2,0.209091,
04/30/2009,2466.753,2405.735,61.018,,-1106.566,1106.566,,,1360.187,0.0,-184.436,184.436,,,,0.0,1175.751,2.303,,,,,,-2.303,1178.054,-470.245,707.809,0.906,0.906,0.0,706.903,0.0,706.903,0.0,0.0,706.903,707.809,0.0,336.859,2.09,2.09,2.09,337.963,2.08,2.08,2.08,
07/31/2009,275.505,263.218,12.287,,-386.45,386.45,,,-110.945,0.0,-103.217,103.217,,,,0.0,-214.162,3.289,9.228,21.515,-12.287,,,-12.517,-210.873,80.256,-130.617,3.017,3.017,0.0,-133.634,0.0,-133.634,0.0,0.0,-133.634,-129.81035,0.80665,334.533,-0.4,-0.39,-0.388035,334.533,-0.4,-0.39,-0.388035,
10/31/2009,326.081,313.968,12.113,,-410.949,410.949,,,-84.868,0.0,-129.685,129.685,,,,0.0,-214.553,1.7,9.193,21.306,-12.113,,,-10.893,-212.853,86.381,-126.472,2.115,2.115,0.0,-128.587,0.0,-128.587,0.0,0.0,-128.587,-124.1619,2.3101,335.346,-0.38,-0.38,-0.37025,335.346,-0.38,-0.38,-0.373111,
01/31/2010,934.852,886.506,48.346,,-645.747,645.747,,,289.105,0.0,-194.661,194.661,,,,0.0,94.444,3.007,-24.88,23.466,-48.346,,,21.873,97.451,-43.848,53.603,2.968,2.968,0.0,50.635,0.0,50.635,0.0,0.0,50.635,62.0232,8.4202,332.999,0.15,0.16,0.186256,334.297,0.15,0.16,0.185188,
