Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2015,84.303,27.858,65.044,-30.199,7.371,-37.57,21.6,-0.929,0.0,-11.169,33.698,0.0,-16.086,-25.058,0.0,0.0,0,-25.058,-25.058,0,0,0,0,-5.026,0.0,-5.026,0,13.998,-121.408,-23.62,-6.96,0.0,0.0,-6.96,-91.536,0.0,-91.536,0.708,0,-53.191,19.473,25.006,
12/31/2015,18.019,-380.928,65.346,478.072,8.662,469.41,-144.471,-39.44,0.0,0.041,-105.072,0.0,-11.795,-25.309,0.0,0.0,0,-25.309,-25.309,0,0,0,0,0.041,0.0,0.041,0,13.473,-93.9,-23.555,-6.96,0.0,0.0,-6.96,-67.13,0.0,-67.13,3.745,0,-87.676,103.575,23.324,
03/31/2016,122.299,11.093,62.713,35.67,8.493,27.177,12.823,33.21,0.0,9.448,-29.835,0.0,-16.446,-17.848,0.0,0.0,0,-17.848,-17.848,0,0,0,0,0.0,0.0,0.0,0,1.402,-43.861,-23.215,-6.96,0.0,0.0,-6.96,-8.938,0.0,-8.938,-4.748,0,61.992,-3.613,59.065,
06/30/2016,119.02,-161.563,62.895,4.892,9.51,-4.618,212.796,-14.954,0.0,-4.95,232.7,,11.563,-17.583,0.0,0.0,0,-17.583,-17.583,0,0,0,0,0.0,0.0,0.0,0,29.146,-88.579,-22.959,-6.96,,0.0,-6.96,-57.61,0.0,-57.61,-1.05,0,42.004,19.481,22.924,
09/30/2016,-54.779,145.765,65.376,-196.396,9.605,-206.001,-69.524,23.927,0.0,-2.173,-91.278,,446.924,-26.424,0.0,0.0,0,-26.424,-26.424,0,0,0,0,0.0,0.0,0.0,0,473.348,-115.087,-22.51,-6.961,,0.0,-6.961,-82.599,0.0,-82.599,-3.017,0,277.058,143.284,55.428,
12/31/2016,97.623,18.951,67.522,18.786,9.581,9.205,-7.636,-43.181,0.0,4.264,31.281,0.0,-39.704,-37.804,0.0,0.0,0,-37.804,-37.804,0,0,0,0,0.0,0.0,0.0,0,-1.9,-111.208,-21.612,-6.211,0.75,0.0,-6.961,-82.918,0.0,-82.918,0.283,0,-53.289,106.734,22.783,
03/31/2017,75.296,-85.594,55.438,153.345,14.963,138.382,-47.893,44.963,,-6.797,-86.059,,586.05,-14.634,0.0,0.0,0,-14.634,-14.634,0,0,0,0,551.419,551.419,0.0,0,49.265,-908.757,-520.849,-381.551,0.0,202.694,-584.245,2.385,2.385,0.0,-8.742,0,-247.411,0.752,54.246,
06/30/2017,47.401,-30.402,55.812,73.189,7.13,66.059,-51.198,-12.889,,-2.099,-36.21,,5.844,-13.465,0.0,0.0,0,-13.465,-13.465,0,0,0,0,3.068,3.068,0.0,0,16.241,-18.899,-21.816,-5.416,0.0,0.0,-5.416,7.628,7.628,0.0,0.705,0,34.346,67.933,22.018,
09/30/2017,48.797,-18.687,56.161,91.564,5.339,86.225,-80.241,7.118,0.0,-3.105,-84.254,0.0,308.221,47.916,61.24,61.24,0,-13.324,-13.324,0,0,0,0,-554.725,-554.725,0.0,0,815.03,-134.846,-21.834,-113.866,0.0,0.0,-113.866,1.218,1.218,0.0,-0.364,0,222.172,36.993,54.43,
12/31/2017,51.174,328.802,56.451,-27.602,5.501,-33.103,-306.477,-28.554,0.0,3.265,-281.188,,49.613,57.815,83.224,83.224,0,-25.409,-25.409,0,0,0,0,554.487,554.487,0.0,0,-562.689,-33.064,-21.837,0.0,0.0,0.0,0.0,0.086,0.086,0.0,-11.313,0,67.723,76.831,21.707,
03/31/2018,157.395,141.189,55.682,-79.213,5.114,-84.327,39.737,35.77,,-2.881,6.848,,-9.767,-13.673,0.0,0.0,0,-13.673,-13.673,0,0,0,0,0.0,0.0,0.0,0,3.906,-26.834,-21.922,0.0,0.0,0.0,0.0,0.581,0.581,0.0,-5.493,0,120.794,-0.425,54.866,
06/30/2018,63.546,84.442,55.182,-44.06,5.397,-49.457,-32.018,-22.853,,1.024,-10.189,0.0,-7.977,-11.274,0.0,0.0,0,-11.274,-11.274,0,0,0,0,0.0,0.0,0.0,0,3.297,-22.157,-21.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.232,0,33.412,64.719,24.161,
09/30/2018,85.908,54.099,55.397,-22.229,5.593,-27.822,-1.359,12.347,0.0,-1.103,-12.603,0.0,-5.914,-15.472,7.033,7.033,0,-22.505,-22.505,0,0,0,0,0.0,0.0,0.0,0,9.558,-21.093,-21.929,0.0,0.0,0.0,0.0,0.401,0.401,0.0,0.435,0,58.901,2.348,56.783,
12/31/2018,162.356,132.841,55.541,-90.289,6.929,-97.218,64.263,-23.822,,-1.441,89.526,0.0,34.632,23.384,52.12,52.12,0,-28.736,-28.736,0,0,0,0,0.0,0.0,0.0,0,11.248,-21.698,-21.933,0.0,0.0,0.0,0.0,0.856,0.856,0.0,-0.621,0,175.29,-0.622,26.028,
03/31/2019,157.511,113.208,47.973,2.42,5.418,-2.998,-6.09,11.868,,3.518,-21.476,0.0,96.847,-13.378,0.0,0.0,0,-13.378,-13.378,0,0,0,0,0.0,0.0,0.0,0,110.225,-23.15,-22.061,0.0,0.0,0.0,0.0,7.009,7.009,0.0,-8.098,0,231.208,-0.445,57.329,
06/30/2019,52.752,63.657,48.885,-29.03,5.502,-34.532,-30.76,-16.778,,-2.251,-11.731,0.0,-14.879,-17.229,0.0,0.0,0,-17.229,-17.229,0,0,0,0,0.0,0.0,0.0,0,2.35,-18.014,-22.114,0.0,0.0,0.0,0.0,4.387,4.387,0.0,-0.287,0,19.859,65.792,25.746,
