Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2010,4271.7,1015.7,1015.7,0.0,386.1,386.1,0.0,259.3,60.8,30.9,136.2,31.4,243.1,11.3,845.0,,,182.5,1904.2,702.5,2377.7,-1675.2,0.0,,1665.0,181.8,125.5,56.3,35.6,56.4,534.9,2367.5,,215.6,215.6,0.0,0.0,0.0,39.3,2.3,,,,37.0,278.0,0.0,0.0,34.6,276.4,532.9,15.5,15.5,,,,3792.1,144.0,720.9,2892.6,3807.6,4340.5,0.0,456.6,0.7,455.9,-45.9,31.7,-518.1,-75.7,6.9,-68.8,4271.7,
03/31/2011,4187.9,819.4,819.4,0.0,446.3,446.3,0.0,303.6,70.3,37.3,159.7,36.3,249.2,6.1,839.0,,,193.6,1818.5,713.0,2450.7,-1737.7,0.0,,1656.4,129.2,129.2,0.0,32.8,59.4,589.9,2369.4,,264.2,264.2,,,,36.4,2.4,,,,34.0,273.8,,,35.1,265.3,574.4,935.7,935.7,,,,2673.6,141.9,517.8,1978.8,3609.3,4183.7,0.0,457.7,0.7,457.0,-43.7,85.9,-502.4,-2.5,6.7,4.2,4187.9,
06/30/2011,4314.8,894.7,894.7,0.0,501.0,501.0,0.0,313.2,68.1,41.1,170.1,33.9,238.5,3.1,822.6,,,189.6,1947.4,719.7,,,0.0,,1647.7,130.2,130.2,0.0,40.6,63.6,587.6,2367.4,,262.9,262.9,,,,39.3,2.4,,,,36.9,300.1,,,35.3,300.0,602.3,944.5,944.5,,,,2658.2,139.5,505.0,1978.4,3602.7,4205.0,0.0,463.8,0.7,463.1,-41.2,161.7,-481.3,103.0,6.8,109.8,4314.8,
09/30/2011,4501.4,923.8,923.8,0.0,480.2,480.2,0.0,355.1,67.9,48.8,202.5,35.9,304.7,11.2,843.1,,,216.8,2063.8,719.1,2484.5,-1765.4,0.0,,1718.5,149.0,149.0,0.0,40.3,69.3,605.6,2437.6,,270.7,270.7,,,,49.2,2.4,,,,46.8,352.7,,,36.8,352.6,672.6,954.7,954.7,,,,2798.4,138.5,640.8,1982.3,3753.1,4425.7,0.0,469.3,0.7,468.6,-38.0,243.0,-605.1,69.2,6.5,75.7,4501.4,
12/31/2011,4494.0,1048.3,1048.3,0.0,473.0,473.0,0.0,329.1,63.1,48.7,185.9,31.4,296.0,7.3,759.4,,,216.4,2146.4,723.5,2446.2,-1722.7,0.0,,1624.1,247.5,148.2,99.3,37.1,70.8,502.0,2347.6,,257.6,257.6,0.0,0.0,0.0,61.3,3.4,,,,57.9,314.0,0.0,0.0,19.8,309.7,632.9,963.4,963.4,,,,2730.2,149.9,592.6,1967.9,3693.6,4326.5,0.0,473.6,0.7,472.9,-36.8,301.1,-578.5,159.4,8.1,167.5,4494.0,
03/31/2012,4460.0,1008.2,1008.2,0.0,471.7,471.7,0.0,358.5,83.7,70.6,171.6,32.6,294.8,5.8,735.0,,,219.5,2133.2,726.8,2485.0,-1758.2,0.0,,1600.0,150.4,150.4,0.0,33.3,76.4,599.1,2326.8,,263.6,263.6,,,,62.6,3.5,,,,59.1,291.1,,,19.1,286.1,617.3,971.9,971.9,,,,2611.4,146.3,477.8,1968.2,3583.3,4200.6,0.0,479.8,0.7,479.1,-28.7,362.0,-562.3,250.8,8.6,259.4,4460.0,
06/30/2012,4555.2,1111.4,1111.4,0.0,510.5,510.5,0.0,317.0,71.7,59.9,154.5,30.9,295.8,9.1,738.8,,,214.5,2234.7,720.3,,,0.0,,1600.2,210.1,145.4,64.7,35.5,76.8,529.9,2320.5,,259.9,259.9,,,,61.1,3.5,,,,57.6,297.0,,,19.0,294.8,618.0,980.7,980.7,,,,2667.9,144.7,537.1,1967.1,3648.6,4266.6,0.0,487.2,0.7,486.5,-25.4,431.3,-613.7,279.4,9.2,288.6,4555.2,
09/30/2012,4756.5,1251.2,1251.2,0.0,483.4,483.4,0.0,309.0,80.6,53.4,142.4,32.6,314.5,8.3,756.5,,,238.2,2358.1,735.4,2515.4,-1780.0,0.0,,1663.0,254.5,170.0,84.5,32.8,81.2,529.7,2398.4,,253.2,253.2,,,,75.9,3.5,,,,72.4,305.1,,,24.1,304.5,634.2,1000.6,1000.6,,,,2719.5,143.3,570.2,1981.9,3720.1,4354.3,0.0,517.3,0.8,516.5,-20.6,506.8,-610.7,392.8,9.4,402.2,4756.5,
12/31/2012,5090.4,1336.9,1336.9,0.0,490.4,490.4,0.0,283.6,66.5,46.1,138.8,32.2,334.3,0.0,953.2,,,274.6,2445.2,770.5,2555.6,-1785.1,0.0,,1874.7,279.4,196.7,82.7,32.1,85.5,524.5,2645.2,,252.0,252.0,0.0,0.0,0.0,87.0,3.6,,,,83.4,307.3,0.0,0.0,27.1,301.8,646.3,1009.1,1009.1,,,,3115.2,140.5,587.4,2360.2,4124.3,4770.6,0.0,537.3,0.8,536.5,-16.8,-240.3,29.7,309.9,9.9,319.8,5090.4,
03/31/2013,5049.4,1319.8,1319.8,0.0,443.4,443.4,0.0,317.8,84.2,48.6,151.2,33.8,348.6,,927.2,,,291.5,2429.6,762.5,2546.2,-1783.7,0.0,,1857.3,273.2,194.3,78.9,36.5,90.5,529.9,2619.8,,286.2,286.2,,,,72.0,4.5,,,,67.5,238.9,,,26.9,238.3,597.1,1014.5,1014.5,,,,3026.2,139.3,494.2,2365.8,4040.7,4637.8,0.0,543.5,0.8,542.7,-13.2,448.1,-577.2,401.2,10.4,411.6,5049.4,
06/30/2013,5165.5,1442.4,942.4,500.0,481.5,481.5,0.0,313.4,72.2,58.1,151.8,31.3,312.5,1.2,900.9,,,259.1,2549.8,772.6,2579.8,-1807.2,0.0,,1843.1,280.1,201.2,78.9,28.3,99.5,533.1,2615.7,,520.9,282.7,57.8,,180.4,75.2,4.5,,,,70.7,36.3,,,24.3,33.8,632.4,1021.1,1021.1,,,,2977.9,137.0,450.6,2366.0,3999.0,4631.4,0.0,559.1,0.8,558.3,-4.9,530.9,-561.5,523.6,10.5,534.1,5165.5,
09/30/2013,5230.0,1554.7,1054.7,500.0,483.9,483.9,0.0,314.8,78.9,52.9,151.6,31.4,336.2,1.4,814.6,,,324.8,2689.6,787.8,2618.0,-1830.2,0.0,,1752.6,280.9,204.0,76.9,30.2,90.8,534.7,2540.4,,260.3,260.3,,,,90.7,4.5,,,,86.2,289.3,,,23.9,278.0,640.3,1029.0,1029.0,,,,2948.8,134.0,425.6,2365.3,3977.8,4618.1,0.0,530.9,0.8,530.1,-1.7,600.3,-527.7,601.8,10.1,611.9,5230.0,
12/31/2013,5396.1,964.8,964.8,0.0,481.8,481.8,0.0,295.3,69.7,41.8,152.4,31.4,552.5,1.0,845.9,,,493.3,2294.4,829.9,2706.7,-1876.8,0.0,,2271.8,773.0,457.5,315.5,16.7,96.2,539.0,3101.7,,262.5,262.5,0.0,0.0,0.0,81.1,4.5,,,,76.6,292.0,0.0,0.0,18.2,285.0,635.6,1167.4,1167.4,,,,3021.9,134.5,475.9,2393.3,4189.3,4824.9,0.0,534.2,0.8,533.4,0.0,15.8,10.6,560.6,10.6,571.2,5396.1,
03/31/2014,4038.7,422.9,422.9,0.0,504.7,504.7,0.0,324.8,84.3,43.9,164.8,31.8,345.2,2.2,661.6,,,112.5,1597.6,832.7,2727.3,-1894.6,0.0,,1608.4,765.8,455.7,310.1,18.1,99.7,61.0,2441.1,,305.4,305.4,,,,149.0,0.0,,,,149.0,815.3,,,18.2,815.2,1269.7,921.5,921.5,,,,1276.1,,392.0,865.9,2197.6,3467.3,0.0,545.9,0.8,545.1,-60.5,65.9,9.2,560.5,10.9,571.4,4038.7,
06/30/2014,3903.8,283.9,283.9,0.0,539.9,539.9,0.0,334.6,90.6,48.9,162.7,32.4,307.6,0.9,619.9,,,90.9,1466.0,835.2,2756.9,-1921.7,0.0,,1602.6,772.9,467.7,305.2,45.7,102.7,60.5,2437.8,,311.5,311.5,,,,157.4,0.0,,,,157.4,810.5,,1.8,18.1,809.3,1279.4,1532.3,1532.3,,,,521.3,,343.1,158.3,2053.6,3333.0,0.0,542.2,0.8,541.4,-220.3,202.1,35.4,559.4,11.4,570.8,3903.8,
09/30/2014,4180.4,608.0,608.0,0.0,527.3,527.3,0.0,337.3,89.2,50.8,165.8,31.5,327.3,1.6,587.9,,,95.7,1799.9,826.4,2723.8,-1897.4,0.0,,1554.1,756.4,460.2,296.2,44.0,108.8,55.4,2380.5,,298.5,298.5,,,,97.7,0.0,,,,97.7,834.1,,,16.8,831.2,1230.3,1929.3,1929.3,,,,496.4,,328.9,150.7,2425.7,3656.0,0.0,539.5,0.7,538.8,-309.6,276.6,6.0,512.5,11.9,524.4,4180.4,
12/31/2014,4093.6,557.5,557.5,0.0,481.1,481.1,0.0,332.8,78.8,47.2,177.7,29.1,84.1,0.9,845.8,,,81.7,1455.5,833.5,2651.9,-1818.4,0.0,,1804.6,740.9,452.9,288.0,44.1,113.1,59.8,2638.1,,331.9,255.3,34.1,21.0,21.5,96.8,0.0,,,,96.8,751.9,0.0,3.0,19.2,727.3,1180.6,1919.0,1919.0,,,,625.0,0.0,457.5,145.3,2544.0,3724.6,0.0,526.8,0.7,526.1,-429.2,292.1,-23.8,365.9,3.1,369.0,4093.6,
03/31/2015,3768.1,326.8,326.8,0.0,447.9,447.9,0.0,325.1,84.6,47.1,166.4,27.0,239.0,3.1,682.7,,,88.6,1338.8,813.1,2583.2,-1770.1,0.0,,1616.2,721.5,443.2,278.3,43.1,106.6,59.2,2429.3,,332.5,258.2,34.8,25.5,14.0,88.8,0.0,,,,88.8,241.6,,5.1,17.8,215.3,662.9,2143.8,2143.8,,,,593.2,,428.9,141.4,2737.0,3399.9,0.0,499.2,0.7,498.5,-442.2,344.8,-36.9,364.9,3.3,368.2,3768.1,
06/30/2015,3814.0,366.9,366.9,0.0,480.9,480.9,0.0,322.8,83.3,47.3,164.8,27.4,332.9,1.5,552.2,,,87.5,1503.5,825.4,2596.4,-1771.0,0.0,,1485.1,718.4,444.8,273.6,45.6,108.7,58.7,2310.5,,355.1,273.0,43.5,18.9,19.7,76.8,0.0,,,,76.8,256.9,,3.2,18.5,232.2,688.8,2146.5,2146.5,,,,593.4,,438.6,133.1,2739.9,3428.7,0.0,491.8,0.7,491.1,-475.9,402.2,-36.8,381.3,4.0,385.3,3814.0,
09/30/2015,3707.5,331.1,331.1,0.0,455.2,455.2,0.0,323.1,82.0,45.4,167.5,28.2,316.9,0.2,545.6,,,75.9,1426.3,813.9,2561.0,-1747.1,0.0,,1467.3,705.6,439.9,265.7,44.7,112.1,59.1,2281.2,,371.8,262.3,56.6,32.2,20.7,72.0,0.0,,,,72.0,271.3,,6.2,17.7,242.7,715.1,2143.8,2143.8,,,,591.2,,440.0,127.3,2735.0,3450.1,0.0,491.9,0.8,491.1,-581.3,416.0,-73.6,253.0,4.4,257.4,3707.5,
12/31/2015,3645.7,231.3,231.3,0.0,254.5,254.5,0.0,198.8,47.1,33.4,98.2,20.1,499.9,0.2,714.3,,109.9,52.1,1184.5,621.7,1908.5,-1286.8,0.0,,1839.5,564.0,336.5,227.5,0.0,103.2,33.7,2461.2,,223.9,157.8,25.8,18.9,21.4,58.1,0.0,,,,58.1,425.4,0.0,3.8,1.2,137.4,707.4,2111.5,2111.5,,,,614.3,0.0,377.5,121.9,2725.8,3433.2,0.0,496.7,0.7,496.0,-658.4,436.3,-66.8,207.8,4.7,212.5,3645.7,
03/31/2016,2888.4,414.5,414.5,0.0,209.1,209.1,0.0,211.8,49.6,38.4,102.9,20.9,58.5,0.6,664.0,,0.0,58.4,893.9,627.4,1933.7,-1306.3,0.0,,1367.1,560.8,336.6,224.2,,110.6,31.1,1994.5,,246.7,159.8,35.3,29.3,22.3,78.9,0.0,,,,78.9,139.2,,7.2,3.9,117.7,464.8,1507.7,1507.7,,,,521.1,,381.9,128.1,2028.8,2493.6,0.0,495.7,0.7,495.0,-655.0,490.9,59.8,391.4,3.4,394.8,2888.4,
06/30/2016,2981.6,194.3,194.3,0.0,216.5,216.5,0.0,233.8,56.6,37.8,118.7,20.7,65.5,0.1,736.4,,0.0,61.3,710.1,729.0,2042.7,-1313.7,0.0,,1542.5,671.3,403.7,267.6,,99.0,35.7,2271.5,,236.6,163.8,31.4,16.2,25.2,80.2,0.0,,,,80.2,138.3,,11.7,2.6,106.7,455.1,1508.8,1508.8,,,,528.7,,378.1,136.3,2037.5,2492.6,0.0,493.4,0.7,492.7,-663.7,595.7,60.4,485.8,3.2,489.0,2981.6,
09/30/2016,3007.5,204.4,204.4,0.0,252.7,252.7,0.0,236.1,56.6,35.2,122.7,21.6,55.1,0.1,717.0,,0.0,55.1,748.3,731.7,2068.8,-1337.1,0.0,,1527.5,665.5,395.2,270.3,,107.5,37.4,2259.2,,253.1,162.2,31.6,29.4,29.9,77.1,0.0,,,,77.1,143.0,,11.9,2.4,113.9,473.2,1513.1,1513.1,,,,526.6,,379.0,133.3,2039.7,2512.9,0.0,490.4,0.7,489.7,-673.6,616.1,58.4,491.3,3.3,494.6,3007.5,
12/31/2016,2911.8,90.6,90.6,0.0,273.9,273.9,0.0,228.0,57.7,33.4,115.8,21.1,62.3,0.0,709.4,,0.0,57.5,654.8,729.6,2057.1,-1327.5,0.0,,1527.4,663.3,394.2,269.1,0.0,117.6,37.1,2257.0,,249.8,195.4,5.7,16.2,32.5,76.5,0.0,,,,76.5,154.5,0.0,3.2,2.8,123.6,480.8,1507.6,1507.6,,,,551.0,,424.3,120.7,2058.6,2539.4,0.0,488.0,0.7,487.3,-804.9,619.3,66.4,368.8,3.6,372.4,2911.8,
03/31/2017,2890.8,76.4,76.4,0.0,244.5,244.5,0.0,234.1,55.0,31.8,124.2,23.1,73.8,0.0,703.1,,,69.9,628.8,740.2,2099.0,-1358.8,0.0,,1521.8,660.5,394.9,265.6,,124.9,33.3,2262.0,,266.8,199.7,5.6,29.5,32.0,44.7,0.0,,,,44.7,122.5,,2.9,,99.6,434.0,1511.0,1511.0,,,,550.1,,430.5,116.7,2061.1,2495.1,0.0,479.4,0.7,478.7,-800.5,647.8,65.4,392.1,3.6,395.7,2890.8,
06/30/2017,2989.9,161.8,161.8,0.0,265.0,265.0,0.0,236.5,55.3,36.0,123.1,22.1,52.2,0.6,700.3,,,49.2,715.5,749.7,2147.3,-1397.6,0.0,,1524.7,659.4,397.5,261.9,,131.9,32.5,2274.4,,252.2,199.9,8.5,17.0,26.8,86.5,0.0,,,,86.5,131.3,,13.7,,104.1,470.0,1516.5,1516.5,,,,597.8,,444.2,139.9,2114.3,2584.3,0.0,474.7,0.7,474.0,-806.1,677.3,56.5,402.4,3.2,405.6,2989.9,
09/30/2017,2985.9,175.7,175.7,0.0,253.1,253.1,0.0,239.5,53.6,34.7,128.2,23.0,47.1,0.4,694.1,,,44.2,715.4,762.8,2201.0,-1438.2,0.0,,1507.7,660.9,401.7,259.2,,118.0,34.3,2270.5,,264.5,195.2,14.9,29.9,24.5,46.5,0.0,,,,46.5,138.6,,20.1,,120.2,449.6,1521.9,1521.9,,,,617.4,,452.1,145.2,2139.3,2588.9,0.0,476.1,0.7,475.4,-837.2,710.3,43.7,392.9,4.1,397.0,2985.9,
12/31/2017,2907.0,152.8,152.8,0.0,285.2,285.2,0.0,230.9,48.8,33.0,124.7,24.4,59.7,0.0,556.5,,,59.7,728.6,799.1,2262.5,-1463.4,0.0,,1379.3,657.8,402.4,255.4,,125.9,39.1,2178.4,,262.5,210.3,12.2,16.5,23.5,20.1,0.0,0.0,0.0,,20.1,165.6,0.0,22.7,,119.9,448.2,1523.8,1523.8,0.0,0.0,,671.7,0.0,502.4,146.6,2195.5,2643.7,0.0,475.5,0.7,474.8,-832.1,573.1,39.9,256.4,6.9,263.3,2907.0,
03/31/2018,2945.1,149.9,149.9,0.0,269.1,269.1,0.0,256.2,52.1,39.4,138.8,25.9,52.4,0.6,550.6,,,49.8,727.6,829.4,2327.3,-1497.9,0.0,,1388.1,656.8,405.2,251.6,,132.2,47.9,2217.5,,287.5,217.3,17.9,29.9,22.4,14.8,0.0,,,,14.8,163.3,,35.8,,127.9,465.6,1531.7,1531.7,,,,701.9,,516.0,150.1,2233.6,2699.2,0.0,476.8,0.7,476.1,-864.6,603.7,23.3,239.2,6.7,245.9,2945.1,
06/30/2018,3402.2,131.5,131.5,0.0,277.5,277.5,0.0,307.4,60.3,56.8,161.3,29.0,72.0,9.5,535.4,,,55.6,788.4,955.9,2438.3,-1482.4,0.0,,1657.9,905.7,541.2,364.5,,138.7,68.6,2613.8,,318.8,262.5,20.3,13.3,22.7,23.3,0.0,,,,23.3,161.0,,19.1,,133.0,503.1,1963.3,1963.3,,,,640.9,,452.2,169.6,2604.2,3107.3,0.0,472.8,0.7,472.1,-865.7,625.5,55.8,288.4,6.5,294.9,3402.2,
09/30/2018,3513.3,150.7,150.7,0.0,279.2,279.2,0.0,319.0,64.3,54.8,167.9,32.0,97.0,1.2,543.6,,,78.8,845.9,984.1,2480.5,-1496.4,0.0,,1683.3,903.8,544.4,359.4,,144.4,90.3,2667.4,,315.9,245.1,24.2,26.5,20.1,22.8,0.0,,,,22.8,194.9,,21.5,,149.7,533.6,1963.7,1963.7,,,,735.8,,455.5,258.8,2699.5,3233.1,0.0,477.7,0.7,477.0,-875.7,625.4,46.5,273.9,6.3,280.2,3513.3,
12/31/2018,3565.3,200.5,200.5,0.0,288.5,288.5,0.0,281.1,56.3,49.1,144.5,31.2,87.2,0.0,529.4,,,84.8,857.3,1011.7,2494.5,-1482.8,0.0,,1696.3,896.9,540.4,356.5,,156.1,113.9,2708.0,,292.7,248.6,11.3,13.3,19.5,22.3,0.0,0.0,0.0,,22.3,199.4,0.0,32.6,,140.4,514.4,1961.0,1961.0,0.0,0.0,,752.9,0.0,433.1,287.2,2713.9,3228.3,0.0,481.8,0.7,481.1,-895.5,676.7,67.9,330.9,6.1,337.0,3565.3,
03/31/2019,3646.4,203.4,203.4,0.0,257.8,257.8,0.0,316.2,66.7,53.6,163.3,32.6,203.2,2.6,525.6,,,188.1,980.6,1073.1,2568.2,-1495.1,0.0,,1592.7,891.4,540.3,351.1,,159.5,13.6,2665.8,,322.7,257.5,18.0,26.4,20.8,31.2,0.0,8.7,,8.7,22.5,282.1,,9.0,,237.3,636.0,1982.9,1961.6,21.3,,21.3,673.7,,430.5,234.2,2656.6,3292.6,0.0,469.8,0.7,469.1,-881.8,683.3,76.5,347.8,6.0,353.8,3646.4,
06/30/2019,3726.5,159.5,159.5,0.0,310.0,310.0,0.0,318.2,70.0,56.5,157.2,34.5,220.0,0.0,520.1,,,218.1,1007.7,1104.8,2592.6,-1487.8,0.0,,1614.0,911.8,557.9,353.9,,165.7,16.4,2718.8,,322.7,270.3,18.1,13.2,21.1,31.6,0.0,8.6,,8.6,23.0,325.2,,2.9,,275.9,679.5,1980.1,1960.0,20.1,,20.1,679.6,,433.9,242.8,2659.7,3339.2,0.0,470.0,0.7,469.3,-893.7,741.3,63.5,381.1,6.2,387.3,3726.5,
09/30/2019,3779.7,218.5,218.5,0.0,265.6,265.6,0.0,336.5,63.5,64.4,173.6,35.0,230.9,10.9,505.0,,,214.6,1051.5,1130.4,2618.4,-1488.0,0.0,,1597.8,904.1,555.7,348.4,,168.5,9.3,2728.2,,325.4,266.4,13.9,26.4,18.7,32.4,0.0,9.5,,9.5,22.9,346.9,,0.0,,309.8,704.7,1982.0,1959.3,22.7,,22.7,641.3,,424.3,217.0,2623.3,3328.0,0.0,475.4,0.7,474.7,-892.2,776.9,85.3,445.4,6.3,451.7,3779.7,
12/31/2019,3932.6,282.5,282.5,0.0,307.0,307.0,0.0,309.9,64.2,55.7,154.4,35.6,235.5,10.8,517.6,,,223.2,1134.9,1178.7,2675.7,-1497.0,0.0,,1619.0,899.7,556.9,342.8,,181.9,9.0,2797.7,,342.0,302.3,8.6,13.3,17.8,32.4,0.0,9.3,,9.3,23.1,370.7,0.0,6.4,,331.2,745.1,1983.5,1957.3,26.2,,26.2,801.8,0.0,519.8,275.6,2785.3,3530.4,0.0,478.6,0.7,477.9,-892.2,730.5,78.8,395.7,6.5,402.2,3932.6,
03/31/2020,3844.0,193.2,193.2,0.0,258.3,258.3,0.0,339.1,64.8,60.8,177.6,35.9,245.6,8.4,511.7,9.5,,225.7,1036.2,1153.2,2656.2,-1503.0,0.0,,1654.6,893.5,556.2,337.3,,182.6,58.4,2807.8,,315.2,258.6,11.5,26.4,18.7,32.4,0.0,8.9,,8.9,23.5,349.1,30.0,4.2,,312.2,696.7,1980.2,1954.8,25.4,,25.4,783.2,94.1,514.8,140.1,2763.4,3460.1,0.0,467.1,0.7,466.4,-922.3,752.3,80.2,377.3,6.6,383.9,3844.0,
06/30/2020,4505.0,997.6,997.6,0.0,218.6,218.6,0.0,267.1,60.9,41.5,131.3,33.4,236.3,0.8,515.3,4.6,,227.5,1719.6,1144.4,2628.5,-1484.1,0.0,,1641.0,888.6,556.8,331.8,,186.0,50.3,2785.4,,252.5,207.6,10.9,13.8,20.2,724.3,0.0,,,,724.3,383.8,24.5,4.0,,347.9,1360.6,2027.2,1993.1,34.1,,34.1,767.6,91.6,520.5,127.0,2794.8,4155.4,0.0,469.3,0.7,468.6,-920.8,725.0,71.8,345.3,4.3,349.6,4505.0,
