Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2004,225.525,,,-182.464,,43.061,0.0,-28.377,,,,,14.684,1.42,,0.09,,,,,-1.51,16.104,-5.966,10.138,,,,10.138,,10.138,,0.0,10.138,10.138,,161.536072,0.0625,0.0625,0.0625,172.27096,0.05875,0.05875,0.05875,
06/30/2004,233.608002,,,-189.320007,,44.287995,,-28.351,,,,,15.937,1.235,,0.101,0.0,,0.0,,-1.336,17.172,-6.359,10.813,0.0,,,10.813,0.0,10.813,0.0,0.0,10.813,10.813,,162.888,0.06625,0.06625,0.06625,173.496,0.0625,0.0625,0.0625,
09/30/2004,253.742996,,,-205.085007,,48.657989,,-32.187,,,,,16.471001,1.557,,0.126,0.0,,0.0,,-1.683,18.028001,-6.677,11.351,0.0,,,11.351001,0.0,11.351,0.0,0.0,11.351,11.351,,163.888,0.06875,0.06875,0.06875,174.56,0.065,0.065,0.065,
12/31/2004,288.064,,,-231.672,,56.392,,-38.948,,,,,17.444,1.539,0.68,0.363,0.0,,0.0,,-1.902,18.983,-6.973,12.01,0.0,,,12.01,0.0,12.01,0.0,0.0,12.01,12.01,,164.797852,0.0725,0.0725,0.0725,177.238544,0.0675,0.0675,0.0675,
03/31/2005,332.376007,,,-268.598999,,63.777008,,-42.459,,,,,21.318001,1.558,0.562,0.562,0.0,,0.0,,-2.12,22.876001,-8.465,14.411,0.0,,,14.411001,0.0,14.411,0.0,0.0,14.411,14.411,,166.242355,0.0875,0.0875,0.0875,179.447952,0.08,0.08,0.08,
06/30/2005,349.627991,,,-282.942993,,66.684998,,-44.365002,,,,,22.32,1.889,0.634,0.634,0.0,,0.0,,-2.523,24.209,-8.96,15.249,0.0,,,15.249,0.0,15.249,0.0,0.0,15.249,15.249,,168.815781,0.09,0.09,0.09,180.351089,0.085,0.085,0.085,
09/30/2005,400.641998,,,-333.052002,,67.589996,,-52.450001,,,,,15.14,1.628,1.19,1.19,0.0,,0.0,,-2.818,16.768,-4.662,12.106,0.0,,,12.106,0.0,12.106,0.0,0.0,12.106,12.106,,170.328522,0.07,0.07,0.085,181.113312,0.0675,0.0675,0.0825,
12/31/2005,423.217987,,,-348.165985,,75.052002,,-54.639,,,,,20.413,1.59,1.604,1.604,0.0,,0.0,,-3.194,22.003,-8.137,13.866,0.0,,,13.866,0.0,13.866,0.0,0.0,13.866,13.866,,171.559998,0.08,0.08,0.08,179.240005,0.0775,0.0775,0.0775,
03/31/2006,455.078,,,-377.26,,77.818,,-65.222,,,,,12.596,1.542,1.998,1.998,0.0,,0.0,,-3.54,14.138,-5.372,8.766,0.0,,,8.766,0.0,8.766,0.0,0.0,8.766,8.766,,171.951568,0.05,0.05,0.05,179.001084,0.05,0.05,0.05,
06/30/2006,495.293,,,-414.546,,80.747,,-74.441,,,,,6.306,1.435,2.456,2.456,0.0,,0.0,,-3.891,7.741,-2.776,4.965,0.0,,,4.965,0.0,4.965,0.0,0.0,4.965,4.965,,172.67836,0.03,0.03,0.03,179.356596,0.0275,0.0275,0.0275,
09/30/2006,631.249,,,-516.723,,114.526,,-93.991,,,,,20.535,-85.548,3.082,3.082,0.0,,0.0,,82.466,-65.013,-6.18,-71.193,0.0,,,-71.193,0.0,-71.193,0.0,0.0,-71.193,-71.193,,172.876212,-0.4125,-0.4125,-0.085,172.876212,-0.4125,-0.4125,-0.085,
12/31/2006,617.795,,,-511.108,,106.687,,-96.842,,,,,9.845,3.151,3.1,3.1,0.0,,0.0,,-6.251,12.996,-3.745,9.251,-4.582,,,13.833,0.0,13.833,0.0,0.0,13.833,13.833,,173.052948,0.08,0.0525,0.0525,178.524468,0.0775,0.0525,0.0525,
03/31/2007,664.234,,,-544.15,,120.084,,-104.283,,,,,15.801,2.885,3.132,3.132,0.0,,0.0,,-6.017,18.686,-7.089,11.597,-26.614,,,38.211,0.0,38.211,0.0,0.0,38.211,38.211,,173.733276,0.22,0.0675,0.055,179.69336,0.2125,0.065,0.0525,
06/30/2007,727.731,,,-591.816,,135.915,,-121.881,,,,,14.034,2.375,4.213,4.213,0.0,,0.0,,-6.588,16.409,-6.234,10.175,-7.607,,,17.782,0.0,17.782,0.0,0.0,17.782,17.782,,174.46944,0.1025,0.0575,0.0575,179.261476,0.1,0.0575,0.0575,
09/30/2007,749.888,,,-605.005,,144.883,,-120.972,,,,,23.911,2.181,4.171,4.171,0.0,,0.0,,-6.352,26.092,-9.628,16.464,0.528,,,15.936,0.0,15.936,0.0,0.0,15.936,15.936,,174.131328,0.0925,0.095,0.095,178.51424,0.09,0.0925,0.0925,
12/31/2007,739.822,,,-612.501,,127.321,,-127.552,,,,,-0.231,1.959,4.11,4.11,0.0,,,,-6.069,1.728,-0.097,1.631,0.158,,,1.473,0.0,1.473,0.0,0.0,1.473,1.473,5.869,196.4,0.0075,0.01,0.04,219.876,0.0075,0.01,0.0375,
03/31/2008,779.228,,,-625.55,,153.678,0.0,-117.377,,,,,36.301,3.588,,3.994,,,,,-7.582,39.889,-14.956,24.933,-0.69,,,25.623,0.0,25.623,0.0,0.0,25.623,25.623,0.0,174.152828,0.1475,0.1425,0.1425,178.971572,0.1425,0.14,0.14,
06/30/2008,823.93,,,-665.315,,158.615,0.0,-130.738,,,,,27.877,1.369,,4.065,,,,,-5.434,29.246,-11.363,17.883,-0.32,,,18.203,,18.203,0.0,0.0,18.203,18.203,,173.503776,0.105,0.1025,0.1025,177.102404,0.1025,0.1,0.1,
09/30/2008,858.599,,,-684.774,,173.825,0.0,-141.912,,,,,31.913,-1.669,,4.377,,,,,-2.708,30.244,-12.145,18.099,-0.149,,,18.248,,18.248,,0.0,18.248,18.248,,172.931764,0.105,0.105,0.105,178.121388,0.1025,0.1025,0.1025,
03/31/2009,932.435,23.849,908.586,-755.302,755.302,177.133,0.0,-146.221,122.279,122.279,,23.942,30.912,-0.373,,3.986,,-3.613,,,0.0,30.539,-10.845,19.694,0.449,0.449,0.0,19.245,-0.787,18.458,0.0,0.0,18.458,18.907,0.0,172.271968,0.1075,0.11,0.11,176.955452,0.105,0.1075,0.1075,
06/30/2009,1039.469,21.591,1017.878,-770.265,770.265,269.204,0.0,-237.769,129.221,129.221,,108.548,31.435,0.258,,4.16,,-4.418,,,0.0,31.693,-11.789,19.904,0.485,0.485,0.0,19.419,0.811,20.23,0.0,0.0,20.23,20.70915,-0.00585,172.004628,0.1175,0.12,0.120399,176.969356,0.115,0.1175,0.117467,
09/30/2009,1038.234,27.3,1010.934,-818.905,818.905,219.329,0.0,-181.319,130.024,130.024,,51.295,38.01,-0.314,,4.064,,-3.75,,,0.0,37.696,-12.426,25.27,1.46,1.46,0.0,23.81,-2.542,21.268,0.0,0.0,21.268,22.61815,-0.10985,172.00748,0.1225,0.1325,0.131495,177.166416,0.12,0.1275,0.12688,
12/31/2009,1092.726,19.018,1073.708,-879.84,879.84,212.886,0.0,-175.108,133.005,133.005,0.0,42.103,37.778,-0.198,,4.108,,-3.91,,,0.0,37.58,-13.781,23.799,0.028,0.028,0.0,23.771,-0.056,23.715,0.0,0.0,23.715,23.76705,0.02405,172.274008,0.1375,0.1375,0.137961,178.054716,0.1325,0.1325,0.132635,
03/31/2010,1068.721,22.907,1045.814,-856.86,856.86,211.861,0.0,-182.25,135.507,135.507,,46.743,29.611,3.244,,3.813,,-7.057,,,0.0,32.855,-12.525,20.33,-3.92,-3.92,0.0,24.25,-0.248,24.002,0.0,0.0,24.002,18.1099,-1.9721,189.042856,0.1275,0.1075,0.095798,195.046112,0.1225,0.1025,0.092389,
06/30/2010,1076.772,24.682,1052.09,-875.042,875.042,201.73,0.0,-160.021,133.47,133.47,,26.551,41.709,0.273,,3.869,,-4.142,,,0.0,41.982,-17.254,24.728,0.226,0.226,0.0,24.502,-1.729,22.773,0.0,0.0,22.773,22.7143,-0.2847,196.542208,0.115,0.115,0.11557,203.465272,0.1125,0.1125,0.111101,
09/30/2010,1121.861,20.954,1100.907,-907.927,907.927,213.934,0.0,-173.686,132.095,132.095,,41.591,40.248,-4.145,,4.858,,-0.713,,,0.0,36.103,-13.163,22.94,-0.26,-0.26,0.0,23.2,-0.538,22.662,0.0,0.0,22.662,24.439534,2.037534,196.953624,0.115,0.115,0.124088,203.753428,0.11,0.11,0.12,
12/31/2010,1180.969,23.118,1157.851,-938.484,938.484,242.485,0.0,-196.984,146.751,146.751,,50.233,45.501,-2.159,5.452,5.452,0.0,-3.293,,,0.0,43.342,-16.958,26.384,0.065,0.065,0.0,26.319,-0.92,25.399,0.0,0.0,25.399,25.464,0.0,197.427072,0.13,0.13,0.13,204.82288,0.125,0.125,0.125,
03/31/2011,1216.357,26.384,1189.973,-998.743,998.743,217.614,0.0,-178.517,141.088,141.088,,37.429,39.097,-1.946,,5.695,,-3.749,,,0.0,37.151,-14.328,22.823,0.0,0.0,0.0,22.823,0.922,23.745,0.0,0.0,23.745,23.6683,-0.0767,199.00172,0.12,0.12,0.118935,207.246884,0.115,0.115,0.11463,
06/30/2011,1315.014,29.428,1285.586,-1079.432,1079.432,235.582,0.0,-180.279,143.045,143.045,,37.234,55.303,-10.811,,5.256,,-2.933,,,8.488,44.492,-16.429,28.063,0.0,0.0,0.0,28.063,0.311,28.374,0.0,0.0,28.374,33.89835,5.52435,200.668208,0.1425,0.1425,0.168927,209.957656,0.135,0.135,0.161312,
09/30/2011,1302.035,25.817,1276.218,-1073.549,1073.549,228.486,0.0,-179.939,142.934,142.934,,37.005,48.547,-1.875,,4.572,,-2.697,,,0.0,46.672,-18.459,28.213,0.0,0.0,0.0,28.213,0.774,28.987,0.0,0.0,28.987,28.9181,-0.0689,201.382048,0.145,0.145,0.143598,210.4814,0.1375,0.1375,0.137173,
12/31/2011,1507.176,22.136,1485.04,-1251.136,1251.136,256.04,0.0,-208.663,159.937,159.937,0.0,48.726,47.377,-0.807,4.797,4.797,0.0,-3.99,,,0.0,46.57,-17.306,29.264,0.0,0.0,0.0,29.264,0.848,30.112,0.0,0.0,30.112,30.112,0.0,202.090904,0.15,0.15,0.15,211.578804,0.1425,0.1425,0.1425,
03/31/2012,1712.148,28.618,1683.53,-1466.013,1466.013,246.135,0.0,-211.937,163.187,163.187,,48.75,34.198,0.492,4.799,4.799,0.0,-5.291,0.0,,0.0,34.69,-12.087,22.603,0.0,0.0,0.0,22.603,1.375,23.978,0.0,0.0,23.978,23.978,0.0,204.502696,0.1175,0.1175,0.1175,214.036972,0.1125,0.1125,0.1125,
06/30/2012,2110.746,27.041,2083.705,-1912.221,1912.221,198.525,0.0,-245.271,168.062,168.062,,77.209,-46.746,-0.694,,4.739,,-4.045,,,0.0,-47.44,8.608,-38.832,0.0,0.0,0.0,-38.832,3.833,-34.999,0.0,0.0,-34.999,-16.77755,18.22145,206.06358,-0.17,-0.17,-0.081419,206.06358,-0.17,-0.17,-0.081574,
09/30/2012,2448.121,28.403,2419.718,-2058.743,2058.743,389.378,0.0,-417.019,181.073,181.073,,235.946,-27.641,18.389,,4.855,,-23.244,,,0.0,-9.252,9.547,0.295,0.0,0.0,0.0,0.295,3.524,3.819,0.0,0.0,3.819,3.819,0.0,206.33944,0.0175,0.0175,0.0175,215.224788,0.0175,0.0175,0.0175,
12/31/2012,2272.05,28.68,2243.37,-1969.112,1969.112,302.938,0.0,-277.001,182.519,182.519,,94.482,25.937,-2.895,6.067,6.067,0.0,-3.172,0.0,0.0,0.0,23.042,-8.785,14.257,9.618,9.618,0.0,4.639,4.422,9.061,0.0,0.0,9.061,17.44715,-1.23185,207.268264,0.0425,0.09,0.084177,216.220836,0.0425,0.0875,0.081803,
03/31/2013,2525.482,33.194,2492.288,-2179.611,2179.611,345.871,0.0,-306.271,203.296,203.296,,102.975,39.6,-2.362,6.625,6.625,0.0,-4.263,0.0,,0.0,37.238,-14.69,22.548,-0.363,-0.363,0.0,22.911,0.091,23.002,0.0,0.0,23.002,22.639,0.0,209.428476,0.11,0.1075,0.1075,217.067712,0.105,0.1025,0.1025,
06/30/2013,2610.539,105.599,2504.94,-2227.583,2227.583,382.956,0.0,-314.219,223.459,223.459,,90.76,68.737,-2.955,,7.033,,-4.078,,,0.0,65.782,-25.966,39.816,0.805,0.805,0.0,39.011,0.473,39.484,0.0,0.0,39.484,40.289,0.0,218.116144,0.18,0.185,0.185,226.40664,0.175,0.1775,0.1775,
09/30/2013,2795.568,112.497,2683.071,-2394.095,2394.095,401.473,0.0,-317.481,249.028,249.028,,68.453,83.992,-1.846,6.603,6.603,0.0,-4.757,,,0.0,82.146,-32.28,49.866,0.952,0.952,0.0,48.914,0.459,49.373,0.0,0.0,49.373,50.325,0.0,218.71864,0.225,0.23,0.23,227.732224,0.2175,0.22,0.22,
12/31/2013,2932.0,121.0,2811.0,-2520.0,2520.0,412.0,0.0,-327.0,256.0,256.0,,71.0,85.0,-1.0,6.0,6.0,0.0,-5.0,,,0.0,84.0,-34.0,50.0,-5.0,-5.0,0.0,55.0,-2.0,53.0,0.0,0.0,53.0,48.0,0.0,219.625096,0.2425,0.2175,0.2175,228.313028,0.2325,0.21,0.21,
03/31/2014,3460.0,281.0,3179.0,-2985.0,2985.0,475.0,0.0,-405.0,296.0,296.0,,109.0,70.0,-2.0,7.0,7.0,0.0,-5.0,0.0,,0.0,68.0,-35.0,33.0,1.0,1.0,0.0,32.0,1.0,33.0,0.0,0.0,33.0,34.0,0.0,229.935504,0.145,0.15,0.15,237.445064,0.14,0.145,0.145,
06/30/2014,4024.0,410.0,3614.0,-3326.0,3326.0,698.0,0.0,-605.0,321.0,321.0,,284.0,93.0,-2.0,9.0,9.0,0.0,-7.0,0.0,,0.0,91.0,-45.0,46.0,-2.0,-2.0,0.0,48.0,1.0,49.0,0.0,0.0,49.0,47.0,0.0,231.034732,0.21,0.205,0.205,238.869032,0.205,0.195,0.195,
09/30/2014,4352.0,379.0,3973.0,-3717.0,3717.0,635.0,0.0,-527.0,334.0,334.0,,193.0,108.0,-3.0,9.0,9.0,0.0,-6.0,0.0,,0.0,105.0,-27.0,78.0,-1.0,-1.0,0.0,79.0,3.0,82.0,0.0,0.0,82.0,84.640912,3.640913,234.453936,0.35,0.345,0.361013,242.7275,0.34,0.335,0.35,
12/31/2014,4725.0,399.0,4326.0,-3930.0,3930.0,795.0,0.0,-601.0,364.0,364.0,,237.0,194.0,0.0,10.0,10.0,0.0,-10.0,0.0,,0.0,194.0,-90.0,104.0,-1.0,-1.0,0.0,105.0,2.0,107.0,0.0,0.0,107.0,106.0,0.0,235.264024,0.454808,0.450558,0.450558,243.431572,0.454808,0.450558,0.450558,
03/31/2015,5131.0,462.0,4669.0,-4263.0,4263.0,868.0,0.0,-739.0,396.0,396.0,,343.0,129.0,-1.0,10.0,10.0,0.0,-9.0,0.0,,0.0,128.0,-63.0,65.0,1.0,1.0,0.0,64.0,-1.0,63.0,0.0,0.0,63.0,57.5,-6.5,237.56751,0.265,0.27,0.242036,245.144732,0.255,0.26,0.233485,
06/30/2015,5506.0,492.0,5014.0,-4600.0,4600.0,906.0,0.0,-733.0,442.0,442.0,,291.0,173.0,-1.0,11.0,11.0,0.0,-10.0,0.0,,0.0,172.0,-84.0,88.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.0,88.0,88.0,0.0,238.007138,0.37,0.37,0.37,245.930022,0.36,0.36,0.36,
09/30/2015,5821.0,480.0,5341.0,-4846.0,4846.0,975.0,0.0,-792.0,458.0,458.0,,334.0,183.0,-3.0,11.0,11.0,0.0,-8.0,0.0,,0.0,180.0,-87.0,93.0,-1.0,-1.0,0.0,94.0,-1.0,93.0,0.0,0.0,93.0,103.25,11.25,238.243048,0.39,0.385,0.433381,246.26362,0.38,0.375,0.420683,
12/31/2015,6302.0,442.0,5860.0,-5154.0,5154.0,1148.0,0.0,-928.0,511.0,511.0,,417.0,220.0,-3.0,11.0,11.0,0.0,-8.0,0.0,,0.0,217.0,-105.0,112.0,1.0,1.0,0.0,111.0,0.0,111.0,0.0,0.0,111.0,116.307695,4.307695,238.972366,0.465,0.47,0.4867,246.701012,0.45,0.455,0.472461,
03/31/2016,6953.0,425.0,6528.0,-5678.0,5678.0,1275.0,0.0,-1255.0,722.0,,,533.0,20.0,-18.0,33.0,33.0,0.0,-15.0,0.0,,0.0,2.0,-16.0,-14.0,1.0,1.0,0.0,-15.0,-1.0,-16.0,0.0,0.0,-16.0,90.954534,105.954534,251.086152,-0.065,-0.06,0.362245,251.086152,-0.065,-0.06,0.361985,
06/30/2016,10897.0,588.0,10309.0,-8900.0,8900.0,1997.0,0.0,-1620.0,949.0,,,671.0,377.0,-20.0,52.0,52.0,0.0,-32.0,0.0,,0.0,357.0,-187.0,170.0,-1.0,-1.0,0.0,171.0,-1.0,170.0,0.0,0.0,170.0,188.85295,19.85295,341.118,0.5,0.5,0.553629,349.698,0.485,0.49,0.546771,
09/30/2016,10846.0,590.0,10256.0,-8880.0,8880.0,1966.0,0.0,-1624.0,940.0,,,684.0,342.0,-24.0,57.0,57.0,0.0,-33.0,0.0,,0.0,318.0,-169.0,149.0,1.0,1.0,0.0,148.0,-1.0,147.0,0.0,0.0,147.0,157.0566,9.0566,341.55,0.43,0.435,0.459835,350.99,0.42,0.42,0.445803,
12/31/2016,11911.0,577.0,11334.0,-9042.0,9042.0,2869.0,0.0,-2348.0,1065.0,,,1283.0,521.0,-41.0,75.0,75.0,0.0,-34.0,0.0,,0.0,480.0,-227.0,253.0,-6.0,-6.0,0.0,259.0,2.0,261.0,0.0,0.0,261.0,178.75,-76.25,342.287248,0.765,0.745,0.522222,351.022358,0.745,0.725,0.507777,
03/31/2017,11724.0,527.0,11197.0,-9763.0,9763.0,1961.0,0.0,-1721.0,1091.0,,,630.0,240.0,-21.0,62.0,62.0,0.0,-41.0,0.0,,0.0,219.0,-87.0,132.0,0.0,0.0,0.0,132.0,7.0,139.0,0.0,0.0,139.0,187.222222,48.222222,344.148,0.405,0.405,0.544017,351.672,0.395,0.395,0.532123,
06/30/2017,11954.0,536.0,11418.0,-9869.0,9869.0,2085.0,0.0,-1647.0,1065.0,,,582.0,438.0,-17.0,62.0,62.0,0.0,-45.0,,,0.0,421.0,-169.0,252.0,0.0,0.0,0.0,252.0,2.0,254.0,0.0,0.0,254.0,254.65,0.65,344.714,0.735,0.735,0.738729,352.84,0.72,0.72,0.721842,
09/30/2017,11898.0,571.0,11327.0,-9980.0,9980.0,1918.0,0.0,-1578.0,1030.0,,,548.0,340.0,-14.0,65.0,65.0,0.0,-51.0,0.0,,0.0,326.0,-125.0,201.0,0.0,0.0,0.0,201.0,4.0,205.0,0.0,0.0,205.0,215.07408,10.07408,345.016,0.595,0.595,0.623374,353.83,0.58,0.58,0.608472,
12/31/2017,12806.0,633.0,12173.0,-10086.0,10086.0,2720.0,0.0,-2539.0,1260.0,,,1279.0,181.0,-13.0,66.0,66.0,0.0,-53.0,0.0,,0.0,168.0,55.0,223.0,0.0,0.0,0.0,223.0,7.0,230.0,0.0,0.0,230.0,108.144444,-121.855556,345.526,0.665,0.665,0.312985,354.568,0.65,0.65,0.306327,
03/31/2018,13194.0,653.0,12541.0,-10582.0,10582.0,2612.0,0.0,-2072.0,1316.0,,,756.0,540.0,-27.0,68.0,68.0,0.0,-41.0,,,0.0,513.0,-175.0,338.0,0.0,0.0,0.0,338.0,2.0,340.0,0.0,0.0,340.0,356.1,16.1,347.843,0.98,0.98,1.023737,355.38,0.96,0.96,1.005303,
06/30/2018,14181.0,762.0,13419.0,-11038.0,11038.0,3143.0,0.0,-2654.0,1237.0,,,1417.0,489.0,-15.0,80.0,80.0,0.0,-65.0,,,0.0,474.0,-175.0,299.0,0.0,0.0,0.0,299.0,1.0,300.0,0.0,0.0,300.0,324.473684,24.473684,391.037,0.77,0.77,0.829777,398.9,0.75,0.75,0.811353,
09/30/2018,16182.0,732.0,15450.0,-13248.0,13248.0,2934.0,0.0,-2893.0,1934.0,,,959.0,41.0,-17.0,97.0,97.0,0.0,-80.0,,,0.0,24.0,-8.0,16.0,0.0,0.0,0.0,16.0,3.0,19.0,0.0,0.0,19.0,325.343348,306.343348,821.182,0.025,0.025,0.396189,838.086,0.025,0.025,0.390528,
12/31/2018,16559.0,659.0,15900.0,-13575.0,13575.0,2984.0,0.0,-2596.0,1556.0,,,1040.0,388.0,-31.0,98.0,98.0,0.0,-67.0,0.0,,0.0,357.0,-116.0,241.0,0.0,0.0,0.0,241.0,0.0,241.0,0.0,0.0,241.0,242.53125,1.53125,822.136,0.295,0.295,0.295002,840.492,0.285,0.285,0.286822,
03/31/2019,18444.0,635.0,17809.0,-14426.0,14426.0,4018.0,0.0,-3333.0,1609.0,,,1724.0,685.0,0.0,99.0,99.0,0.0,-99.0,,,0.0,685.0,-166.0,519.0,0.0,0.0,0.0,519.0,3.0,522.0,0.0,0.0,522.0,551.462648,29.462648,412.924,1.26,1.26,1.335506,419.752,1.24,1.24,1.310191,
06/30/2019,18356.0,745.0,17611.0,-14969.0,14969.0,3387.0,0.0,-2744.0,1574.0,,,1170.0,643.0,19.0,101.0,101.0,0.0,-120.0,,,0.0,662.0,-170.0,492.0,0.0,0.0,0.0,492.0,3.0,495.0,0.0,0.0,495.0,512.448276,17.448276,413.37,1.2,1.2,1.239684,419.671,1.18,1.18,1.221576,
09/30/2019,18976.0,743.0,18233.0,-16025.0,16025.0,2951.0,0.0,-2775.0,1617.0,,,1158.0,176.0,-1.0,99.0,99.0,0.0,-98.0,,,0.0,175.0,-79.0,96.0,0.0,0.0,0.0,96.0,-1.0,95.0,0.0,0.0,95.0,346.722992,251.722992,413.616,0.23,0.23,0.838273,419.956,0.23,0.23,0.829403,
12/31/2019,18863.0,802.0,18061.0,-15907.0,15907.0,2956.0,0.0,-2679.0,1733.0,,,946.0,277.0,-17.0,113.0,113.0,0.0,-126.0,,,30.0,260.0,-58.0,202.0,0.0,0.0,0.0,202.0,7.0,209.0,0.0,0.0,209.0,510.247509,301.247509,414.038,0.504785,0.504785,1.232369,422.257,0.494959,0.494959,1.208381,
03/31/2020,26025.0,958.0,25067.0,-21245.0,21245.0,4780.0,0.0,-4592.0,2384.0,,,2208.0,188.0,-57.0,180.0,180.0,0.0,-167.0,,,44.0,131.0,-85.0,46.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0,46.0,333.808864,287.808864,544.436,0.08,0.08,0.613128,552.062,0.08,0.08,0.601334,
06/30/2020,27712.0,979.0,26733.0,-21140.0,21140.0,6572.0,0.0,-4554.0,2255.0,,,2299.0,2018.0,-74.0,187.0,187.0,0.0,-113.0,,,0.0,1944.0,-742.0,1202.0,0.0,0.0,0.0,1202.0,4.0,1206.0,0.0,0.0,1206.0,1253.626459,47.626459,579.189,2.08,2.08,2.164451,587.498,2.05,2.05,2.131067,
09/30/2020,28094.846,,,,,,,,,,,,998.75,,,,,,,,,871.167,,407.5,,,,,,407.5,,,407.5,554.273,,,0.652,0.652,0.947,,0.652,0.652,0.947,
