Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2005,845.0,845.0,,,0.0,0,0.0,-331.358,331.358,211.428,119.93,0.0,,513.642,-312.119,182.095,76.724,53.3,,201.523,-135.009,,0.0,111.803,111.803,0.0,0.0,23.206,66.514,-21.428,45.086,7.758,,,37.328,-0.433,36.895,-1.259,,35.636,35.636,,162.711,0.22,0.27,0.46,166.784,0.21,0.26,0.45,
12/31/2005,724.143,724.143,,,0.0,0,0.0,-308.122,308.122,185.187,122.935,0.0,,416.021,-313.121,0.0,77.648,52.438,183.035,102.9,-89.38,,0.0,70.573,73.273,-2.7,0.0,18.807,13.52,-10.152,3.368,0.258,,,3.11,0.313,3.423,-0.293,0.0,3.13,3.13,,162.842,0.02,0.02,0.02,166.941,0.02,0.02,0.02,
03/31/2006,845.6,845.6,,,0.0,0,0.0,-314.439,314.439,213.207,101.232,0.0,,531.161,-283.372,161.863,67.842,53.667,,247.789,-54.717,,,67.388,67.388,,0.0,-12.671,193.072,-72.504,120.568,0.766,,,119.802,-1.178,118.624,-0.293,0.0,118.331,118.331,,163.08,0.7,0.7,0.7,168.504,0.67,0.68,0.68,
06/30/2006,722.3,722.3,,,0.0,0,0.0,-281.695,281.695,186.185,95.51,0.0,,440.605,-326.241,205.871,68.169,52.201,,114.364,-65.043,,,76.425,76.425,,0.0,-11.382,49.321,-16.741,32.58,0.898,,,31.682,-0.191,31.491,-0.293,0.0,31.198,31.198,,163.526,0.19,0.2,0.23,168.608,0.18,0.19,0.22,
09/30/2006,816.6,816.6,,,0.0,0,0.0,-325.601,325.601,223.81,101.791,0.0,,490.999,-279.879,157.809,68.308,53.762,,211.12,-58.232,,,66.073,66.073,,0.0,-7.841,152.888,-40.883,112.005,0.539,,,111.466,-1.011,110.455,-0.293,,110.162,110.162,,164.813,0.67,0.67,0.57,168.629,0.65,0.65,0.56,
12/31/2006,736.963,736.963,,,0.0,0,0.0,-288.23,288.23,201.182,87.048,0.0,,448.733,-290.843,178.384,68.815,43.644,,157.89,-52.192,,,60.378,60.378,,0.0,-8.186,105.698,-43.415,62.283,-2.789,,,65.072,-0.182,64.89,-0.293,,64.597,64.597,,165.286,0.39,0.37,0.37,168.932,0.38,0.37,0.37,
03/31/2007,847.6,847.6,,,0.0,0,0.0,-325.491,325.491,232.225,93.266,0.0,,522.109,-288.415,160.544,71.981,55.89,,233.694,-53.374,,0.0,59.236,59.236,0.0,0.0,-5.862,180.32,-71.378,108.942,0.0,,,108.942,-0.387,108.555,-0.293,0.0,108.262,108.262,,165.494,0.66,0.66,0.66,169.181,0.65,0.65,0.65,
06/30/2007,826.5,826.5,678.5,525.3,0.0,0,0.0,-329.492,329.492,231.33,98.162,0.0,,497.008,-310.108,190.514,70.726,48.868,,186.9,-56.307,,0.0,63.212,63.212,0.0,0.0,-6.905,130.593,-52.878,77.715,0.0,,,77.715,-0.671,77.044,-0.293,0.0,76.751,76.751,,165.794,0.46,0.46,0.46,169.469,0.45,0.45,0.45,
09/30/2007,846.6,846.6,692.4,581.1,0.0,0,0.0,-343.077,343.077,245.503,97.574,0.0,,503.523,-275.101,154.856,66.748,53.497,,228.422,-44.646,,0.0,59.468,59.468,0.0,0.0,-14.822,183.776,-67.223,116.553,0.0,,,116.553,-1.535,115.018,-0.114,0.0,114.904,114.904,,166.101,0.69,0.69,0.69,169.456,0.67,0.67,0.67,
12/31/2007,786.321,786.321,,,0.0,0,0.0,-321.316,321.316,221.73,99.586,0.0,,465.005,-298.187,161.136,67.559,53.551,,166.818,3.586,,0.0,5.603,5.603,0.0,0.0,-9.189,170.403,-59.326,111.078,0.0,,,111.077,-0.668,110.41,0.0,0.0,110.41,110.41,,166.07,0.66,0.66,0.47,169.752,0.65,0.65,0.46,
03/31/2008,875.0,875.0,,,0.0,0,0.0,-336.752,336.752,249.826,86.926,0.0,,538.248,-291.428,168.7,70.289,52.439,,246.82,-52.222,,,58.431,58.431,,0.0,-6.209,194.598,-58.293,136.305,0.0,,,136.305,-0.206,136.099,0.0,0.0,136.099,136.099,,167.56,0.81,0.81,0.81,169.95,0.8,0.8,0.8,
06/30/2008,953.5,953.5,670.3,283.2,0.0,0,0.0,-343.562,343.562,245.252,98.31,0.0,,609.938,-311.604,189.931,68.794,52.879,,298.334,-54.043,,,58.704,58.704,,0.0,-4.661,244.291,-89.82,154.471,0.0,,,154.471,-0.345,154.126,0.0,0.0,154.126,154.126,,168.236,0.92,0.92,0.46,170.106,0.91,0.91,0.45,
09/30/2008,849.6,849.6,692.7,589.3,0.0,0,0.0,-388.607,388.607,299.164,89.443,0.0,,460.993,-274.009,152.261,67.384,54.364,,186.984,-53.486,,,57.96,57.96,,0.0,-4.474,133.498,-44.305,89.193,0.0,,,89.193,-0.204,88.989,0.0,0.0,88.989,88.989,,168.894,0.53,0.53,0.55,170.006,0.52,0.52,0.54,
12/31/2008,707.836,707.836,,,0.0,0,0.0,-343.809,343.809,286.619,57.19,0.0,,364.027,-286.64,164.021,67.446,55.173,,77.387,-49.898,,0.0,56.842,56.842,0.0,0.0,-6.944,27.489,-11.548,15.941,0.0,,,15.941,0.267,16.208,0.0,0.0,16.208,16.208,,169.133,0.1,0.1,0.51,169.891,0.1,0.1,0.51,
03/31/2009,957.173,957.173,,,,0,0.0,-392.856,392.856,258.961,133.895,,0.0,564.317,-274.492,,68.511,55.814,150.167,289.825,-54.822,57.279,,57.279,57.279,,,-2.457,235.003,-100.906,134.097,0.0,0.0,0.0,134.097,-0.172,133.925,0.0,0.0,133.925,112.865,-21.06,169.443,0.79,0.79,0.666094,169.873,0.79,0.79,0.666025,
06/30/2009,814.7,814.7,721.0,93.7,,0,0.0,-321.4,321.4,216.8,104.6,,0.0,493.3,-314.2,200.5,67.2,46.5,,179.1,-57.3,59.1,,59.1,59.1,,,-1.8,121.8,-48.9,72.9,0.0,0.0,0.0,72.9,-0.3,72.6,0.0,0.0,72.6,69.61,-2.99,169.5,0.43,0.43,0.410678,169.9,0.43,0.43,0.410678,
09/30/2009,793.7,1233.5,783.5,450.0,,0,-439.8,-307.9,307.9,188.0,119.9,,0.0,485.8,-279.9,151.2,71.3,57.4,0.0,205.9,-83.2,85.1,,85.1,85.1,,,-1.9,122.7,-45.3,77.4,0.0,0.0,0.0,77.4,-0.4,77.0,0.0,0.0,77.0,88.895,11.895,169.6,0.45,0.45,0.524145,170.0,0.45,0.45,0.519971,
12/31/2009,861.1,861.1,,,,0,0.0,-319.1,319.1,222.9,96.2,,0.0,542.0,-297.0,168.2,74.9,53.9,0.0,245.0,-88.8,89.7,,89.7,89.7,,,-0.9,156.2,-46.4,109.8,0.0,0.0,0.0,109.8,-0.5,109.3,0.0,0.0,109.3,104.165,-5.135,169.6,0.64,0.64,0.61418,170.1,0.64,0.64,0.609812,
03/31/2010,1048.9,1048.9,959.6,89.3,,0,0.0,-474.8,474.8,317.9,156.9,,0.0,574.1,-355.6,218.7,79.9,57.0,0.0,218.5,-74.5,76.9,,76.9,76.9,,,-2.4,144.0,-55.8,88.2,0.0,0.0,0.0,88.2,,88.2,0.0,0.0,88.2,95.285,7.085,169.7,0.52,0.52,0.561491,170.1,0.52,0.52,0.561491,
06/30/2010,945.7,945.7,794.0,151.7,,0,0.0,-424.3,424.3,295.7,128.6,,0.0,521.4,-250.7,158.6,80.6,56.6,-45.1,270.7,-76.7,79.6,,79.6,79.6,,,-2.9,194.0,-73.8,120.2,0.0,0.0,0.0,120.2,0.0,120.2,0.0,0.0,120.2,93.095,-27.105,169.7,0.71,0.71,0.548586,170.1,0.71,0.71,0.548586,
09/30/2010,1043.7,1043.7,876.7,167.0,,0,0.0,-455.4,455.4,323.3,132.1,,0.0,588.3,-335.7,196.2,81.2,58.3,0.0,252.6,-79.2,83.6,,83.6,83.6,,,-4.4,173.4,-58.3,115.1,0.0,0.0,0.0,115.1,0.0,115.1,0.0,0.0,115.1,108.275,-6.825,169.774391,0.68,0.68,0.637758,169.774391,0.68,0.68,0.637758,
12/31/2010,864.6,864.6,804.7,59.9,,0,0.0,-378.9,378.9,255.7,123.2,,0.0,485.7,-295.9,159.5,81.8,54.1,0.5,189.8,-72.8,76.3,,76.3,76.3,,,-3.5,117.0,-28.8,88.2,0.0,0.0,0.0,88.2,0.0,88.2,0.0,0.0,88.2,105.035,16.835,170.1,0.52,0.52,0.61749,170.6,0.52,0.52,0.61749,
