Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1997,6.994,-2.99,,,,,,,,,,,-46.226002,-9.065,0.0,,,-9.065,,,0.0,0.0,0.0,,,,,-37.161002,44.552999,0.0,4.96,,,,39.592999,39.592999,0.0,0.0,,5.321,,,
03/31/1998,-8.164,-4.149,,,,,,,,,,,3.982,-8.774,0.0,,,-8.774,,,0.0,0.0,0.0,,,,,12.756,0.631,0.0,-0.02,,,,0.651,0.651,0.0,0.0,,-3.551,,,
06/30/1998,-2.651,-2.85,,,,,,,,,,,19.212,-7.384,0.0,,,-7.384,,,0.0,0.0,0.0,,,,,26.596,0.523,0.0,-0.131,,,,0.654,0.654,0.0,0.0,,17.084,,,
09/30/1998,-6.028,-5.042,,,,,,,,,,,-4.116,-5.388,0.0,,,-5.388,,,0.0,0.0,0.0,,,,,1.272,-0.025,0.0,-0.014,,,,0.0,0.0,0.0,-0.011,,-10.169,,,
12/31/1998,-2.38,-6.315,,,,,,,,,,,-25.577999,-13.038,0.0,,,-13.038,,,0.0,0.0,0.0,,,,,-12.539999,35.406001,0.0,-0.016,,,,35.422001,35.422001,0.0,0.0,,7.448,,,
03/31/1999,-3.586,-5.223,,,,,,,,,,,-3.362,-5.744,0.0,,,-5.744,,,0.0,0.0,0.0,,,,,2.382,0.055,0.0,-0.016,,,,0.071,0.071,0.0,0.0,,-6.893,,,
06/30/1999,-9.689,-6.006,,,,,,,,,,,7.685,-4.181,0.0,,,-4.181,,,0.0,0.0,0.0,,,,,11.866,0.289,0.0,-0.009,,,,0.298,0.298,0.0,0.0,,-1.715,,,
09/30/1999,-0.446,-7.045,,,,,,,,,,,4.115,-0.473,0.0,,,-0.473,,,0.0,0.0,0.0,,,,,4.588,0.944,0.0,-0.021,,,,0.965,0.965,0.0,0.0,,4.613,,,
12/31/1999,0.024,-20.174,,,,,,,,,,,-90.876999,-10.104,0.0,,,-10.104,,,0.0,0.0,0.0,,,,,-80.772999,104.999,0.0,104.788,,,,0.211,0.211,0.0,0.0,,14.146,,,
03/31/2000,-1.89,-28.832,,,,,,,,,,,-114.996,-13.583,0.0,,,-13.583,,,0.0,0.0,0.0,,,,,-101.413,213.234,0.0,205.852,,,,7.382,7.382,0.0,0.0,,96.348,,,
06/30/2000,-11.422,-15.747,,,,,,,,,,,-31.989,-17.357,0.0,,,-17.357,,,0.0,0.0,0.0,,,,,-14.632,2.408,0.0,-0.397,,,,2.805,2.805,0.0,0.0,,-41.002998,,,
09/30/2000,-19.344,-13.215,,,,,,,,,,,20.724001,-12.095,0.0,,,-12.095,,,0.0,0.0,0.0,,,,,32.819001,2.94,0.0,-0.226,,,,3.166,3.166,0.0,0.0,,4.32,,,
12/31/2000,-3.086,-39.609,,,,,,,,,,,-173.487,-10.815,0.0,,,-10.815,,,0.0,0.0,0.0,,,,,-162.672,219.49,0.0,215.521,,,,3.969,3.969,0.0,0.0,,42.917,,,
03/31/2001,-12.853,-81.041,6.239,62.891998,,62.891998,-0.943,,,,-0.943,,-49.449001,-10.119,0.0,,,-10.119,,,0.0,0.0,0.0,,,,,-39.330001,6.332,0.0,3.513,,,,2.819,2.819,0.0,0.0,,-55.970001,0.0,0.0,
06/30/2001,0.79,-105.793999,,,,,,,,,,,133.001999,-8.167,0.0,,,-8.167,,,0.0,0.0,0.0,,,,,141.168999,9.308,0.0,7.533,,,,1.775,1.775,0.0,0.0,,143.100006,0.0,0.0,
09/30/2001,-30.974001,-26.921,,,,,,,,,,,-166.128998,-8.273,0.0,,,-8.273,,,0.0,0.0,0.0,,,,,-157.855998,3.961,0.0,3.48,,,,0.481,0.481,0.0,0.0,,-193.141998,0.0,0.0,
12/31/2001,-7.758,-36.252,,,,,,,,,,,5.58,-7.762,0.0,,,-7.762,,,0.0,0.0,0.0,,,,,13.342,2.992,0.0,2.038,,,,0.954,0.954,0.0,0.0,,0.814,0.0,11.643,
03/31/2002,-19.028999,-25.056,4.73,0.279,,0.279,1.018,,,,1.018,,-1.031,-4.72,0.0,,,-4.72,,,0.0,0.0,0.0,,,,,3.689,39.975002,0.0,-0.279,,,,40.254002,40.254002,0.0,0.0,,19.915001,0.0,1.535,
06/30/2002,-20.122,-24.816999,3.668,-0.114,,-0.114,1.141,,,,1.141,,-5.192,-5.6,0.0,,,-5.6,,,0.0,0.0,0.0,,,,,0.408,0.213,0.0,0.09,,,,0.123,0.123,0.0,0.0,,-25.101,0.0,2.751,
09/30/2002,-23.129,-26.521,4.684,3.066,,3.066,-4.358,,,,-4.358,,41.855999,-1.756,0.0,,,-1.756,,,0.0,0.0,0.0,,,,,43.611999,0.322,0.0,0.322,,,,0.0,0.0,0.0,0.0,,19.048,0.0,,
12/31/2002,-12.695,-31.073999,4.621,6.15,,6.15,12.666,,,,12.666,,4.683,-4.212,0.039,,,-4.251,,,0.0,0.0,0.0,,,,,8.895,-1.786,0.0,-1.85,,,,0.064,0.064,0.0,0.0,,-9.798,0.0,,
03/31/2003,-39.904999,-19.948999,4.252,0.599,,0.599,-24.806999,,,,-24.806999,,26.594,-2.331,0.0,,,-2.331,,,0.0,0.0,0.0,,,,,28.925,-0.042,0.0,-0.354,,,,0.312,0.312,0.0,0.0,,-13.353,,,
06/30/2003,-11.895,-13.039,4.09,-3.07,,-3.07,0.124,,,,0.124,,9.041,-3.579,0.175,,,-3.754,,,0.0,0.0,0.0,,,,,12.62,81.841998,0.0,81.672998,,,,0.169,0.169,0.0,0.0,,78.987999,,,
09/30/2003,-11.473,-17.205999,4.02,0.812,,0.812,0.901,,,,0.901,,-50.875999,-4.605,,,,-4.605,,,0.0,0.0,0.0,,,,,-46.270999,13.55,0.0,12.583,,,,0.967,0.967,0.0,0.0,,-48.799,,,
12/31/2003,-12.928,-15.696,6.055,-6.427,,-6.427,3.14,,,,3.14,,19.313,-8.139,,,,-8.139,,,0.0,0.0,0.0,,,,,27.452,5.95,0.0,4.844,,,,1.106,1.106,0.0,0.0,,12.335,,,
03/31/2004,-25.408001,-40.0,4.215,10.042,,10.042,0.335,,,,0.335,,-59.188,-7.487,0.0,,,-7.487,,,0.0,0.0,0.0,,,,,-51.701,201.215003,0.0,-1.001,,,,202.216003,202.216003,0.0,0.0,,116.619003,,,
06/30/2004,-32.826,-22.164,4.482,0.821,,0.821,-15.965,,,,-15.965,,-113.030998,-6.541,0.0,,,-6.541,,,0.0,0.0,0.0,,,,,-106.489998,1.456,0.0,-0.787,,,,2.243,2.243,0.0,0.0,,-144.401001,,,
09/30/2004,-12.503,-20.452,4.253,1.85,,1.85,1.846,,,,1.846,,70.907997,-6.221,0.042,,,-6.263,,,0.0,0.0,0.0,,,,,77.128997,-2.304,0.0,-4.299,,,,1.995,1.995,0.0,0.0,,56.101002,,,
12/31/2004,-7.405,-19.27,5.29,-5.204,,-5.204,11.779,,,,11.779,,12.403,-6.945,,,,-6.945,,,0.0,0.0,0.0,,,,,19.348,7.047,0.0,2.139,,,,4.908,4.908,0.0,0.0,,12.045,,,
03/31/2005,-14.363,-26.165001,5.679,3.262,,3.262,2.861,6.219,0.38,,-3.738,,27.673,-4.531,0.0,,,-4.531,,,0.0,0.0,0.0,,,,,32.204,2.142,0.0,-0.838,,,,2.987,2.987,0.0,-0.007,,15.452,,,
06/30/2005,-22.15,-26.912001,6.159,0.509,,0.509,-1.906,-4.121,-1.053,,3.268,,42.613998,-3.522,0.0,,,-3.522,,,0.0,0.0,0.0,,,,,46.135998,2.395,0.0,-0.452,,,,2.856,2.856,0.0,-0.009,,22.858999,,,
09/30/2005,-25.360001,-23.795,6.291,0.288,,0.288,-8.144,-3.991,-3.101,,-1.052,,41.959999,-3.208,0.0,,,-3.208,,,0.0,0.0,0.0,,,,,45.167999,270.241984,0.0,234.248985,,,,35.987999,35.987999,0.0,0.005,,286.84201,,,
12/31/2005,-16.125,-108.238998,7.819,75.431999,,75.431999,8.863,7.91,-3.646,,4.599,,-79.844002,-6.694,0.0,,,-6.694,,,0.0,0.0,0.0,,,,,-73.150002,0.025,0.0,-0.534,,,,0.593,0.593,0.0,-0.034,,-95.944,,,
03/31/2006,-38.730999,-33.471001,8.014,7.333,,7.333,-20.607,-9.308,-14.552,,3.252999,,34.021,-4.588,,,,-4.588,,,,,,,,,,38.609,5.465,,-0.284,,,,5.744,5.744,,0.005,,0.755,,,
06/30/2006,-32.757,-62.831001,7.688,24.194,,24.194,-1.808,-27.568001,16.931999,,8.828002,,-78.889,-6.953,0.0,,,-6.953,,,0.0,0.0,0.0,,,,,-71.936,1.607,0.0,-4.584,,,,6.152,6.152,0.0,0.039,,-110.039001,,,
09/30/2006,4.549,-19.604,4.26,6.816,,6.816,13.077,12.417,0.452,,0.208,,3.001,-4.482,0.0,,,-4.482,,,,,,,,,,7.483,-1.872,0.0,-2.759,,,,0.162,0.162,0.0,0.725,,5.678,,,
12/31/2006,-25.775999,-38.855,43.654999,-25.657,,-25.657,-4.919,-10.195,1.139,,4.136999,,-75.013,-6.501,0.0,,,-6.501,,,0.0,0.0,0.0,,,,,-68.512001,6.882,0.0,-2.861,,,,10.201,10.201,0.0,-0.458,,-93.906998,,,
03/31/2007,-28.997,-25.673,7.571,7.26,,7.26,-18.155001,-17.599001,-2.114,,1.558,,82.728996,-5.556,0.0,,,-5.556,,,0.0,0.0,0.0,,,,,88.284997,-34.351999,0.0,-36.425999,,,,2.134,2.134,0.0,-0.06,,19.379999,,,
06/30/2007,14.31,-27.51,7.242,4.954,,4.954,29.624,14.918,-0.458,,15.164,,-14.641,-5.987,0.0,,,-5.987,,,0.0,0.0,0.0,,,,,-8.654,0.047,0.0,-0.423,,,,0.574,0.574,0.0,-0.104,,-0.284,,,
09/30/2007,54.262,-18.621,7.495,1.426,,1.426,63.962,13.024,0.053,,50.885,,36.624,-9.183,0.0,,,-9.183,,,0.0,0.0,0.0,,,,,45.807,0.971,0.0,0.0,,,,0.771,0.771,0.0,0.2,,91.857,,,
12/31/2007,106.727,39.043,5.846,37.771,,37.771,24.067,13.975,4.022,,6.07,,-137.367,-12.07,0.0,,,-12.07,,,0.0,0.0,0.0,,,,,-125.297,-67.78,0.0,-68.699,,,,0.301,0.301,0.0,0.618,,-98.42,0.801,17.389,
03/31/2008,-64.972,-40.705002,5.917,0.764,,0.764,-30.948,7.597,1.16,,-39.705,,25.385,-5.281,0.0,,,-5.281,,,0.0,0.0,0.0,,,,,30.666,-0.03,0.0,-0.411,,,,0.371,0.371,0.0,0.01,,-39.617001,,,
06/30/2008,-31.453,-33.375,5.466,2.005,,2.005,-5.549,1.973,0.861,,-8.383,,27.508,-5.068,0.0,,,-5.068,,,28.59,28.59,0.0,,,,,3.986,-0.902,0.0,-0.74,,,,0.012,0.012,0.0,-0.174,,-4.847,,,
09/30/2008,-18.64,-37.038,6.571,10.628,,10.628,1.199,3.552,0.305,,-2.658,,51.328,-4.715,0.0,,,-4.715,,,0.0,0.0,0.0,,,,,56.043,-0.804,0.0,-0.759,,,,0.094,0.094,0.0,-0.139,,31.884,,,
12/31/2008,-30.717,76.782,4.535,-121.034,,-121.034,9.0,-2.646,0.542,,11.104,,170.431,111.04,114.831,,,-3.791,,,0.0,,0.0,,,,,59.391,-47.843,0.0,-48.215,,,,0.0,,0.0,0.372,,91.871,,,
03/31/2009,-42.394,-31.807,3.615,0.543,2.325,-1.782,-14.745,5.365,-4.073,-8.095,-7.942,0.0,9.29,-5.104,0.0,,0.0,-5.104,-5.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.394,-0.241,0.0,-0.302,,,-0.302,0.061,0.061,0.0,0.0,0.061,-33.284,,,
06/30/2009,-28.683,-32.069,3.744,4.493,2.366,2.127,-4.851,-3.003,3.282,2.582,-7.712,0.0,21.83,-2.895,0.0,,0.0,-2.895,-2.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.725,-0.285,0.0,-0.314,,,-0.314,0.029,0.029,0.0,0.0,-0.17,-7.308,,,
09/30/2009,-19.376,-30.967,3.717,-1.965,2.599,-4.564,9.839,2.143,1.18,1.466,5.05,0.0,-66.252,-2.764,0.0,,0.0,-2.764,-2.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.488,3.412,0.0,-0.319,,,-0.319,3.731,3.731,0.0,0.0,0.001,-82.215,,,
12/31/2009,130.192,-7.676,3.805,5.839,3.036,2.803,128.224,1.529,2.459,-3.999,128.235,0.0,-113.903,-14.379,0.0,,0.0,-14.379,-14.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.524,0.649,0.0,-0.35,,,-0.35,0.999,0.999,0.0,0.0,-0.118,16.82,,,
03/31/2010,-34.163,-6.13,4.149,1.324,3.744,-2.42,-33.506,-2.908,-2.232,1.748,-30.114,0.0,1.021,-3.973,0.0,,0.0,-3.973,-3.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.994,4.417,0.0,-0.359,,,-0.359,4.776,4.776,0.0,0.0,-0.3,-29.025,,,
06/30/2010,-19.953,-0.517,4.185,5.711,4.361,1.35,-29.332,-1.737,-1.074,0.435,-26.956,0.0,21.361,-4.823,0.0,,0.0,-4.823,-4.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.184,1.0,0.0,-0.372,,,-0.372,1.372,1.372,0.0,0.0,0.264,2.672,,,
09/30/2010,-22.162,-8.711,4.165,3.457,4.611,-1.154,-21.073,3.893,-1.683,-0.428,-22.855,0.0,11.494,-13.364,0.0,,0.0,-13.364,-13.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.858,0.606,0.0,-0.388,,,-0.388,0.994,0.994,0.0,0.0,-0.276,-10.338,,,
12/31/2010,20.407,-22.58,4.052,20.012,4.683,15.329,18.923,-19.549,4.194,2.519,31.759,0.0,-17.163,9.297,0.0,,0.0,9.297,9.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.866,1.512,0.0,-0.237,,,-0.237,1.749,1.749,0.0,0.0,0.093,4.849,,,
03/31/2011,-14.87,-36.034,3.856,2.368,4.802,-2.434,14.94,22.942,-4.446,-2.895,-0.661,0.0,-201.885,-3.765,0.0,,0.0,-3.765,-3.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-198.12,221.499,0.0,-0.459,,,-0.459,221.958,221.958,0.0,0.0,-0.014,4.73,,,
06/30/2011,-34.788,-36.381,3.793,5.085,4.88,0.205,-7.285,-6.3,1.915,-0.254,-2.646,0.0,22.799,-3.08,0.0,,0.0,-3.08,-3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.879,1.116,0.0,-0.475,,,-0.475,1.591,1.591,0.0,0.0,0.014,-10.859,,,
09/30/2011,-21.87,-24.068,3.775,3.584,4.819,-1.235,-5.161,-4.454,-0.857,-1.051,1.201,0.0,52.733,-1.449,0.0,,0.0,-1.449,-1.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.182,0.026,0.0,-0.497,,,-0.497,0.523,0.523,0.0,0.0,0.493,31.382,,,
12/31/2011,-42.214,-37.495,3.527,-4.003,4.384,-8.387,-4.243,7.976,-2.002,0.816,-11.033,0.0,14.401,-1.428,0.0,,0.0,-1.428,-1.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.829,-0.306,0.0,-0.547,,,-0.547,0.241,0.241,0.0,0.0,0.423,-27.696,,,
03/31/2012,-34.618,-41.097,3.48,9.318,4.234,5.084,-6.319,-5.865,-1.452,-1.29,2.288,0.0,48.425,-1.516,0.0,,0.0,-1.516,-1.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.941,119.502,0.0,-0.566,,,-0.566,0.479,0.479,0.0,119.589,-0.136,133.173,,,
06/30/2012,-20.591,-34.285,3.472,8.864,3.801,5.063,1.358,-0.558,-0.607,1.37,1.153,0.0,7.759,-1.656,0.0,,0.0,-1.656,-1.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.415,0.273,0.0,-0.585,,,-0.585,0.858,0.858,0.0,0.0,0.228,-12.331,,5.179,
09/30/2012,-82.38,-118.929,10.595,26.233,12.015,14.218,-0.279,1.027,-4.098,-0.401,3.193,0.0,50.793,-5.744,0.0,,0.0,-5.744,-5.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.537,26.591,0.0,-96.174,,78.006,-174.18,3.177,3.177,0.0,119.588,0.022,-4.974,,9.01,
12/31/2012,-47.376,-52.926,3.913,9.058,4.184,4.874,-7.421,-1.894,-1.515,0.279,-4.291,0.0,62.227,-4.839,0.0,,0.0,-4.839,-4.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.066,0.21,0.0,-0.73,,,-0.73,0.94,0.94,0.0,0.0,0.038,15.099,,0.61,
03/31/2013,-38.111,-55.063,3.628,5.548,4.245,1.303,7.776,2.158,-0.112,1.355,4.375,0.0,43.686,-0.316,0.0,,0.0,-0.316,-0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.002,-2.474,0.0,-0.692,,,-0.692,1.218,1.218,0.0,-3.0,-0.007,3.094,,8.25,
06/30/2013,-34.337,-42.748,3.653,10.304,4.356,5.948,-5.546,-2.394,-2.098,1.276,-2.33,0.0,46.597,-0.478,0.0,,0.0,-0.478,-0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.075,0.629,0.0,-0.774,,,-0.774,1.403,1.403,0.0,0.0,0.012,12.901,,0.82,
09/30/2013,-23.61,-16.543,3.601,-0.363,4.564,-4.927,-10.305,1.484,5.403,-1.934,-15.258,0.0,41.777,-0.588,0.0,,0.0,-0.588,-0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.365,1.897,0.0,-0.735,,,-0.735,2.632,2.632,0.0,0.0,0.015,20.079,,8.027,
12/31/2013,53.631,-47.659,3.393,18.724,4.543,14.181,79.173,2.328,1.624,5.502,69.719,0.0,-82.151,-2.709,0.0,,0.0,-2.709,-2.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.442,2.164,0.0,-0.791,,,-0.791,2.955,2.955,0.0,0.0,0.012,-26.344,,0.493,
03/31/2014,-62.29,-46.201,3.264,2.839,4.361,-1.522,-22.192,0.374,0.58,-6.126,-17.02,0.0,-58.213,-4.524,0.0,,0.0,-4.524,-4.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.689,113.868,0.0,-0.825,,,-0.825,121.693,121.693,0.0,-7.0,0.011,-6.624,,7.961,
06/30/2014,-9.085,-32.637,3.255,0.643,4.164,-3.521,19.654,-1.192,-1.239,4.308,17.777,0.0,5.302,-0.668,0.0,,0.0,-0.668,-0.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,2.044,0.0,-0.825,,,-0.825,2.869,2.869,0.0,0.0,-0.005,-1.744,,0.661,
09/30/2014,-46.004,70.605,3.214,-67.209,4.122,-71.331,-52.614,-43.027,2.416,-1.852,-10.151,0.0,40.148,-0.898,0.0,,0.0,-0.898,-0.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.046,7.214,0.0,-0.928,,,-0.928,8.142,8.142,0.0,0.0,-0.049,1.309,,7.865,
12/31/2014,-24.627,-45.683,3.194,62.04,4.37,57.67,-44.178,42.467,-1.257,-2.689,-82.699,0.0,-24.808,-3.886,0.0,,0.0,-3.886,-3.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.922,29.858,0.0,-0.958,,0.0,-0.958,30.816,30.816,0.0,0.0,-0.066,-19.643,,0.958,
03/31/2015,63.312,33.82,2.973,18.415,5.177,13.238,8.104,0.722,0.441,2.241,4.7,0.0,53.158,-1.059,0.0,,0.0,-1.059,-1.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.217,0.587,0.0,-1.098,,,-1.098,1.685,1.685,0.0,0.0,0.03,117.087,,7.855,
06/30/2015,-47.255,-52.657,2.86,-7.609,4.56,-12.169,10.151,-0.795,2.387,-2.251,10.81,0.0,-65.994,-3.525,0.0,0.0,0.0,-3.525,-3.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.469,4.727,0.0,-1.386,0.0,0.0,-1.386,6.113,6.113,0.0,0.0,-0.055,-108.577,,0.465,
09/30/2015,-14.031,-8.203,3.276,10.618,4.762,5.856,-19.722,0.714,-0.228,-0.515,-19.693,0.0,5.705,-4.138,0.0,0.0,0.0,-4.138,-4.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.843,6.404,0.0,-1.314,0.0,0.0,-1.314,7.718,7.718,0.0,0.0,-0.134,-2.056,,7.775,
12/31/2015,-75.109,-54.137,3.746,10.727,5.17,5.557,-35.445,-16.981,-0.994,0.113,-17.583,0.0,-7.205,-2.473,0.0,,0.0,-2.473,-2.473,0.0,0.0,,,0.0,0.0,0.0,0.0,-4.732,119.065,0.0,239.873,,,,16.692,16.692,0.0,-137.5,0.0,36.751,,4.13,
03/31/2016,-23.648,-19.498,3.715,10.286,6.363,3.923,-18.151,-19.73,0.096,-0.034,1.517,0.0,36.246,-1.679,0.0,0.0,0.0,-1.679,-1.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.925,4.373,0.0,-1.723,,,,6.096,6.096,0.0,0.0,0.008,16.979,,5.244,
06/30/2016,-13.604,-48.603,3.919,0.37,6.264,-5.894,30.71,11.9,0.988,0.051,17.771,0.0,-4.923,-1.555,0.0,0.0,0.0,-1.555,-1.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.368,1.753,0.0,-1.794,,,,3.547,3.547,0.0,0.0,-0.099,-16.873,,5.204,
09/30/2016,-27.361,-43.224,3.868,-1.217,6.166,-7.383,13.212,13.528,-0.492,4.782,-4.606,0.0,28.382,-0.507,0.0,0.0,0.0,-0.507,-0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.889,6.539,0.0,-1.859,,,,8.398,8.398,0.0,0.0,0.059,7.619,,5.065,
12/31/2016,-52.411,-42.199,3.849,-0.41,7.057,-7.467,-13.651,-1.429,-0.355,-4.281,-7.586,0.0,-142.105,-2.651,0.0,0.0,0.0,-2.651,-2.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139.454,190.953,0.0,-0.569,,,,191.522,191.522,0.0,0.0,-0.092,-3.655,0.757,5.076,
03/31/2017,-34.566,-63.866,4.033,4.967,8.184,-3.217,20.3,14.113,-1.907,4.117,3.977,0.0,-13.07,-4.089,0.0,0.0,0.0,-4.089,-4.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.981,11.179,0.0,-0.613,,,,11.792,11.792,0.0,0.0,0.297,-36.16,,5.067,
06/30/2017,-58.523,-59.871,4.254,9.27,8.099,1.171,-12.176,-2.549,2.008,-0.896,-10.739,0.0,41.972,-2.255,0.0,0.0,0.0,-2.255,-2.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.227,9.468,0.0,-0.756,,,,10.224,10.224,0.0,0.0,-0.248,-7.331,,4.943,
