Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2008,340.754,,-109.697,,231.057,,-191.373,,,,,39.684,-0.52,-0.85,0.075,-0.925,0.0,1.37,39.164,-14.696,24.468,0.0,,,24.468,0.0,24.468,0.0,0.0,24.468,24.468,0.86,32.856,0.74,0.74,0.77,33.284,0.74,0.74,0.77,
09/30/2008,340.543,,-112.412,,228.131,,-194.694,,,,,33.437,-1.526,-0.853,0.078,-0.931,0.0,2.379,31.911,-12.434,19.477,0.0,,,19.477,0.0,19.477,0.0,0.0,19.477,19.477,1.452,32.862,0.59,0.59,0.63,33.17,0.59,0.59,0.63,
12/31/2008,345.344,,-110.944,,234.4,,-202.399,,,,,32.001,-3.932,-0.195,0.075,-0.27,,4.127,28.069,-11.096,16.973,,,,16.973,,16.973,,0.0,16.973,16.973,,32.538,0.52,0.52,0.73,32.799,0.52,0.52,0.73,
03/31/2009,354.456,354.456,-271.071,271.071,83.385,0.0,-42.196,23.719,23.719,14.72,3.757,41.189,0.125,,,,,-0.125,41.314,-15.922,25.392,0.0,0.0,0.0,25.392,0.0,25.392,0.0,0.0,25.392,26.6036,1.2116,32.003,0.79,0.79,0.831285,32.362,0.78,0.78,0.817439,
06/30/2009,388.836,388.836,-287.608,287.608,101.228,0.0,-43.906,25.797,25.797,15.197,2.912,57.322,0.107,,,,,-0.107,57.429,-22.036,35.393,0.0,0.0,0.0,35.393,0.0,35.393,0.0,0.0,35.393,36.2666,0.8736,31.856,1.11,1.11,1.138454,32.195,1.1,1.1,1.127135,
09/30/2009,387.581,387.581,-288.687,288.687,98.894,0.0,-44.085,24.555,24.555,15.451,4.079,54.809,0.058,,,,,-0.058,54.867,-20.403,34.464,0.0,0.0,0.0,34.464,0.0,34.464,0.0,0.0,34.464,35.4676,1.0036,31.625,1.09,1.09,1.121505,31.949,1.08,1.08,1.111413,
12/31/2009,387.544,387.544,-292.532,292.532,95.012,0.0,-44.627,25.078,25.078,15.94,3.609,50.385,0.23,,,,,-0.23,50.615,-19.019,31.596,0.0,0.0,0.0,31.596,0.0,31.596,0.0,0.0,31.596,32.3786,0.7826,31.585,1.0,1.0,1.025126,31.904,0.99,0.99,1.01453,
03/31/2010,409.686,409.686,-302.691,302.691,106.995,0.0,-45.699,26.194,26.194,16.734,2.771,61.296,0.196,,,,,-0.196,61.492,-23.645,37.847,0.0,0.0,0.0,37.847,0.0,37.847,0.0,0.0,37.847,38.67185,0.82485,31.483,1.2,1.2,1.228341,31.814,1.19,1.19,1.215927,
06/30/2010,466.841,466.841,-341.452,341.452,125.389,0.0,-50.43,30.141,30.141,17.053,3.236,74.959,0.342,,,,,-0.342,75.301,-28.84,46.461,0.0,0.0,0.0,46.461,0.0,46.461,0.0,0.0,46.461,47.4438,0.9828,31.373,1.48,1.48,1.512249,31.802,1.46,1.46,1.490904,
09/30/2010,476.874,476.874,-344.995,344.995,131.879,0.0,-54.295,33.522,33.522,17.319,3.454,77.584,0.381,,,,,-0.381,77.965,-29.737,48.228,0.0,0.0,0.0,48.228,0.0,48.228,0.0,0.0,48.228,49.21015,0.98215,31.031,1.55,1.55,1.585838,31.629,1.52,1.52,1.551052,
12/31/2010,482.521,482.521,-357.379,357.379,125.142,0.0,-51.15,28.733,28.733,17.815,4.602,73.992,0.311,,,,,-0.311,74.303,-27.858,46.445,0.0,0.0,0.0,46.445,0.0,46.445,0.0,0.0,46.445,47.7476,1.3026,31.054,1.5,1.5,1.537567,31.702,1.47,1.47,1.511089,
03/31/2011,509.384,509.384,-380.896,380.896,128.488,0.0,-53.667,32.216,32.216,18.494,2.957,74.821,0.287,,,,,-0.287,75.108,-28.726,46.382,0.0,0.0,0.0,46.382,0.0,46.382,0.0,0.0,46.382,47.46165,1.07965,31.082,1.49,1.49,1.526982,31.717,1.46,1.46,1.49404,
06/30/2011,571.561,571.561,-424.242,424.242,147.319,0.0,-63.456,41.968,41.968,18.505,2.983,83.863,-2.006,,,,,2.006,81.857,-31.2,50.657,0.0,0.0,0.0,50.657,0.0,50.657,0.0,0.0,50.657,51.55205,0.89505,31.167,1.63,1.63,1.654059,31.761,1.59,1.59,1.618181,
09/30/2011,591.854,591.854,-434.123,434.123,157.731,0.0,-59.721,37.254,37.254,18.741,3.726,98.01,0.448,,,,,-0.448,98.458,-38.025,60.433,0.0,0.0,0.0,60.433,0.0,60.433,0.0,0.0,60.433,61.2637,0.8307,31.331,1.93,1.93,1.95537,31.832,1.9,1.9,1.926096,
12/31/2011,596.749,596.749,-441.06,441.06,155.689,0.0,-61.821,37.988,37.988,19.198,4.635,93.868,0.414,,,,,-0.414,94.282,-36.809,57.473,0.0,0.0,0.0,57.473,0.0,57.473,0.0,0.0,57.473,58.4415,0.9685,31.281,1.84,1.84,1.868275,31.784,1.81,1.81,1.840471,
03/31/2012,640.603,640.603,-465.263,465.263,175.34,0.0,-73.116,49.334,49.334,20.084,3.698,102.224,0.434,,,,,-0.434,102.658,-39.994,62.664,0.0,0.0,0.0,62.664,0.0,62.664,0.0,0.0,62.664,63.4765,0.8125,31.41,2.0,2.0,2.020901,31.846,1.97,1.97,1.995513,
06/30/2012,690.932,690.932,-489.523,489.523,201.409,0.0,-67.619,42.295,42.295,20.543,4.781,133.79,0.377,,,,,-0.377,134.167,-52.484,81.683,0.0,0.0,0.0,81.683,0.0,81.683,0.0,0.0,81.683,82.64175,0.95875,31.696,2.58,2.58,2.607324,31.951,2.56,2.56,2.590007,
09/30/2012,700.528,700.528,-508.726,508.726,191.802,0.0,-74.139,48.606,48.606,21.362,4.171,117.663,0.547,,,,,-0.547,118.21,-45.91,72.3,0.0,0.0,0.0,72.3,0.0,72.3,0.0,0.0,72.3,73.20935,0.90935,31.643,2.28,2.28,2.313603,31.846,2.27,2.27,2.298555,
12/31/2012,699.161,699.161,-527.372,527.372,171.789,0.0,-69.601,43.174,43.174,22.141,4.286,102.188,0.462,,,,,-0.462,102.65,-41.297,61.353,0.0,0.0,0.0,61.353,0.0,61.353,0.0,0.0,61.353,61.93995,0.58695,31.303,1.96,1.96,1.978722,31.486,1.95,1.95,1.968642,
03/31/2013,726.751,726.751,-535.334,535.334,191.417,0.0,-71.373,44.211,44.211,22.936,4.226,120.044,0.266,,,,,-0.266,120.31,-43.726,76.584,0.0,0.0,0.0,76.584,0.0,76.584,0.0,0.0,76.584,77.455,0.871,31.012,2.47,2.47,2.497582,31.229,2.45,2.45,2.477891,
06/30/2013,816.786,816.786,-591.174,591.174,225.612,0.0,-79.194,50.952,50.952,23.597,4.645,146.418,0.33,,,,,-0.33,146.748,-58.895,87.853,0.0,0.0,0.0,87.853,0.0,87.853,0.0,0.0,87.853,88.76235,0.90935,30.901,2.84,2.84,2.872475,31.176,2.82,2.82,2.849168,
09/30/2013,826.907,826.907,-605.4,605.4,221.507,0.0,-84.353,52.726,52.726,24.618,7.009,137.154,0.765,,,,,-0.765,137.919,-54.54,83.379,0.0,0.0,0.0,83.379,0.0,83.379,0.0,0.0,83.379,84.94225,1.56325,30.897,2.7,2.7,2.749207,31.296,2.66,2.66,2.70995,
12/31/2013,844.147,844.147,-627.914,627.914,216.233,0.0,-87.129,55.844,55.844,24.903,6.382,129.104,0.39,,,,,-0.39,129.494,-49.872,79.622,0.0,0.0,0.0,79.622,0.0,79.622,0.0,0.0,79.622,80.66655,1.04455,31.019,2.57,2.57,2.600553,31.425,2.53,2.53,2.563239,
03/31/2014,904.163,904.163,-669.983,669.983,234.18,0.0,-98.53,66.917,66.917,25.754,5.859,135.65,0.689,,,,,-0.689,136.339,-53.27,83.069,0.0,0.0,0.0,83.069,0.0,83.069,0.0,0.0,83.069,84.08235,1.01335,31.061,2.67,2.67,2.707007,31.486,2.64,2.64,2.672184,
06/30/2014,1050.073,1050.073,-763.349,763.349,286.724,0.0,-106.882,74.879,74.879,27.009,4.994,179.842,1.144,,,,,-1.144,180.986,-70.716,110.27,0.0,0.0,0.0,110.27,0.0,110.27,0.0,0.0,110.27,111.3113,1.0413,31.049,3.55,3.55,3.58502,31.474,3.5,3.5,3.533084,
09/30/2014,1084.222,1084.222,-772.218,772.218,312.004,0.0,-104.568,71.172,71.172,27.961,5.435,207.436,0.785,,,,,-0.785,208.221,-77.42,130.801,0.0,0.0,0.0,130.801,0.0,130.801,0.0,0.0,130.801,131.8449,1.0439,31.02,4.22,4.22,4.250319,31.547,4.15,4.15,4.18309,
12/31/2014,1069.811,1069.811,-784.963,784.963,284.848,0.0,-96.976,60.929,60.929,29.75,6.297,187.872,0.885,,,,,-0.885,188.757,-67.523,121.234,0.0,0.0,0.0,121.234,0.0,121.234,0.0,0.0,121.234,122.66985,1.43585,31.024,3.91,3.91,3.954031,31.542,3.84,3.84,3.885522,
03/31/2015,1089.043,1089.043,-789.903,789.903,299.14,0.0,-101.339,63.061,63.061,30.643,7.635,197.801,1.223,,,,,-1.223,199.024,-76.383,122.641,0.0,0.0,0.0,122.641,0.0,122.641,0.0,0.0,122.641,125.371,2.73,31.036,3.95,3.95,4.039535,31.592,3.88,3.88,3.966414,
06/30/2015,1197.783,1197.783,-862.659,862.659,335.124,0.0,-107.708,70.212,70.212,32.44,5.056,227.416,1.742,,,,,-1.742,229.158,-88.954,140.204,0.0,0.0,0.0,140.204,0.0,140.204,0.0,0.0,140.204,141.1062,0.9022,31.12,4.51,4.51,4.534261,31.526,4.45,4.45,4.478618,
09/30/2015,1216.89,1216.89,-872.397,872.397,344.493,0.0,-109.734,70.066,70.066,33.145,6.523,234.759,1.518,,,,,-1.518,236.277,-91.394,144.883,0.0,0.0,0.0,144.883,0.0,144.883,0.0,0.0,144.883,146.2844,1.4014,31.187,4.65,4.65,4.690557,31.548,4.59,4.59,4.634421,
12/31/2015,997.507,997.507,-801.977,801.977,195.53,0.0,-91.917,46.875,46.875,34.14,10.902,103.613,1.795,,,,,-1.795,105.408,-37.534,67.874,0.0,0.0,0.0,67.874,0.0,67.874,0.0,0.0,67.874,71.4165,3.5425,31.027,2.19,2.19,2.301753,31.312,2.17,2.17,2.283136,
03/31/2016,834.459,834.459,-777.628,777.628,56.831,0.0,-103.435,62.01,62.01,34.788,6.637,-46.604,2.126,,,,,-2.126,-44.478,18.046,-26.432,0.0,0.0,0.0,-26.432,0.0,-26.432,0.0,0.0,-26.432,-24.9916,1.4404,29.893,-0.88,-0.88,-0.836035,29.893,-0.88,-0.88,-0.836035,
06/30/2016,998.383,998.383,-843.338,843.338,155.045,0.0,-114.15,70.756,70.756,36.074,7.32,40.895,0.786,,,,,-0.786,41.681,-16.085,25.596,0.0,0.0,0.0,25.596,0.0,25.596,0.0,0.0,25.596,27.66755,2.07155,29.207,0.88,0.88,0.947292,29.34,0.87,0.87,0.940605,
09/30/2016,1036.982,1036.982,-890.29,890.29,146.692,0.0,-136.966,78.405,78.405,37.434,21.127,9.726,0.672,,,,,-0.672,10.398,-2.599,7.799,0.0,0.0,0.0,7.799,0.0,7.799,0.0,0.0,7.799,17.7238,9.9248,29.063,0.27,0.27,0.609841,29.171,0.27,0.27,0.609841,
12/31/2016,1034.56,1034.56,-894.914,894.914,139.646,0.0,-109.096,65.069,65.069,38.072,5.955,30.55,0.588,,,,,-0.588,31.138,-15.163,15.975,0.0,0.0,0.0,15.975,0.0,15.975,0.0,0.0,15.975,17.16905,1.19405,28.903,0.55,0.55,0.594023,29.003,0.55,0.55,0.59117,
03/31/2017,1068.829,1068.829,-879.217,879.217,189.612,0.0,-116.439,69.441,69.441,39.279,7.719,73.173,1.188,,,,,-1.188,74.361,-28.241,46.12,0.0,0.0,0.0,46.12,0.0,46.12,0.0,0.0,46.12,48.4925,2.3725,28.75,1.6,1.6,1.686696,28.85,1.6,1.6,1.682236,
06/30/2017,1169.409,1169.409,-949.009,949.009,220.4,0.0,-113.675,70.075,70.075,41.081,2.519,106.725,1.049,,,,,-1.049,107.774,-41.044,66.73,0.0,0.0,0.0,66.73,0.0,66.73,0.0,0.0,66.73,66.4804,-0.2496,28.649,2.33,2.33,2.320514,28.8,2.32,2.32,2.311333,
09/30/2017,1128.074,1128.074,-946.94,946.94,181.134,0.0,-150.267,99.182,99.182,41.546,9.539,30.867,1.275,,,,,-1.275,32.142,-12.532,19.61,0.0,0.0,0.0,19.61,0.0,19.61,0.0,0.0,19.61,23.99555,4.38555,28.415,0.69,0.69,0.844468,28.439,0.69,0.69,0.844209,
12/31/2017,1110.1,1110.1,-945.03,945.03,165.07,0.0,-105.041,57.69,57.69,41.442,5.909,60.029,1.437,,,,,-1.437,61.466,-17.673,43.793,0.0,0.0,0.0,43.793,0.0,43.793,0.0,0.0,43.793,39.9588,-3.8342,28.158,1.56,1.56,1.419092,28.164,1.55,1.55,1.413862,
03/31/2018,1148.397,1148.397,-924.103,924.103,224.294,0.0,-131.486,77.063,77.063,46.915,7.508,92.808,1.394,,,,,-1.394,94.202,-34.756,59.446,0.0,0.0,0.0,59.446,0.0,59.446,0.0,0.0,59.446,63.28461,3.83861,27.911,2.13,2.13,2.267372,27.95,2.13,2.13,2.267338,
06/30/2018,1266.52,1266.52,-1016.881,1016.881,249.639,0.0,-181.682,85.153,85.153,49.193,47.336,67.957,2.323,,,,,-2.323,70.28,-23.396,46.884,0.0,0.0,0.0,46.884,0.0,46.884,0.0,0.0,46.884,84.093,37.209,27.819,1.69,1.69,3.022862,27.935,1.68,1.68,3.011985,
09/30/2018,1225.007,1225.007,-996.257,996.257,228.75,0.0,-170.759,109.524,109.524,52.654,8.581,57.991,2.493,,,,,-2.493,60.484,-22.28,38.204,0.0,0.0,0.0,38.204,0.0,38.204,0.0,0.0,38.204,61.55185,23.34785,27.802,1.37,1.37,2.213936,28.017,1.36,1.36,2.193346,
12/31/2018,1225.061,1225.061,-1016.752,1016.752,208.309,0.0,-168.697,103.72,103.72,53.217,11.76,39.612,3.858,,,,,-3.858,43.47,-11.451,32.019,0.0,0.0,0.0,32.019,0.0,32.019,0.0,0.0,32.019,40.34023,8.32123,27.763,1.15,1.15,1.453021,27.946,1.15,1.15,1.447761,
03/31/2019,1308.217,1308.217,-1033.722,1033.722,274.495,0.0,-164.334,102.671,102.671,53.781,7.882,110.161,3.129,,,,,-3.129,113.29,-25.158,88.132,0.0,0.0,0.0,88.132,0.0,88.132,0.0,0.0,88.132,98.20913,10.07713,27.696,3.18,3.18,3.545968,28.118,3.13,3.13,3.488387,
06/30/2019,1434.231,1434.231,-1134.569,1134.569,299.662,0.0,-179.642,121.395,121.395,51.642,6.605,120.02,3.947,,,,,-3.947,123.967,-32.939,91.028,0.0,0.0,0.0,91.028,0.0,91.028,0.0,0.0,91.028,116.532,25.504,27.72,3.28,3.28,4.203896,28.3,3.22,3.22,4.121201,
09/30/2019,1403.697,1403.697,-1111.809,1111.809,291.888,0.0,-176.267,115.07,115.07,52.206,8.991,115.621,4.411,,,,,-4.411,120.032,-21.45,98.582,0.0,0.0,0.0,98.582,0.0,98.582,0.0,0.0,98.582,114.049,15.467,27.775,3.55,3.55,4.106175,28.388,3.47,3.47,4.014843,
12/31/2019,1440.224,1440.224,-1163.779,1163.779,276.445,0.0,-178.289,112.416,112.416,55.149,10.724,98.156,2.84,,,,,-2.84,100.996,-28.58,72.416,0.0,0.0,0.0,72.416,0.0,72.416,0.0,0.0,72.416,84.237,11.821,27.769,2.61,2.61,3.033491,28.372,2.55,2.55,2.966643,
03/31/2020,1410.772,1410.772,-1161.905,1161.905,248.867,0.0,-177.746,106.47,106.47,58.374,12.902,71.121,2.743,,,,,-2.743,73.864,2.524,76.388,0.0,0.0,0.0,76.388,0.0,76.388,0.0,0.0,76.388,89.67078,13.28278,27.792,2.75,2.75,3.226496,28.323,2.7,2.7,3.168975,
06/30/2020,1364.738,1364.738,-1197.976,1197.976,166.762,0.0,-171.701,102.647,102.647,60.024,9.03,-4.939,0.623,,,,,-0.623,-4.316,12.491,8.175,0.0,0.0,0.0,8.175,0.0,8.175,0.0,0.0,8.175,15.78294,7.60794,27.911,0.29,0.29,0.565474,28.333,0.29,0.29,0.558519,
09/30/2020,1584.677,,,,295.05101063,,,,,,,122.876,,,,,,,123.37,,92.741,,,,,,92.741,,,92.741,92.741,,,3.291,3.291,3.291,,3.291,3.291,3.291,
12/31/2020,1611.194,,,,323.78554624,,,,,,,150.8,,,,,,,151.63,,112.266,,,,,,112.266,,,112.266,112.266,,,4.01,4.01,4.01,,4.01,4.01,4.01,
