Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2013,5033.1,1398.0,1925.5,1611.9,,313.6,398.8,,,,572.9,572.9,665.7,665.7,0.0,,0.0,72.2,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.9,212.1,215.0,0.0,947.0,52.4,894.6,0,3682.8,188.3,4818.1,0.0,4818.1,5033.1,
03/31/2014,5462.9,1739.3,1984.2,1635.2,,349.0,419.7,,,,571.8,571.8,665.7,665.7,0.0,,0.0,82.2,,,0.0,,,,,0.0,,,,0.0,,,,,425.7,425.7,0.0,982.1,52.6,929.5,0,3871.1,184.0,5037.2,0.0,5037.2,5462.9,
06/30/2014,5669.0,1704.3,2203.0,1791.7,,411.3,426.0,,,,576.2,576.2,665.7,665.7,0.0,,0.0,93.8,,,0.0,,,,,0.0,,,,0.0,,,,,395.4,395.4,0.0,1009.7,52.6,957.1,0,4061.0,202.9,5273.6,0.0,5273.6,5669.0,
09/30/2014,5768.0,1644.5,2354.7,1936.7,,418.0,423.6,,,,572.3,572.3,665.7,665.7,0.0,,0.0,107.2,,,0.0,,,,,0.0,,,,,,,,,540.5,540.5,0.0,812.4,52.1,760.3,0,4249.1,166.0,5227.5,0.0,5227.5,5768.0,
12/31/2014,5644.4,1506.1,2292.3,1884.0,,408.3,442.8,,,,586.4,586.4,665.7,665.7,0.0,36.0,0.0,115.1,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,249.2,249.2,0.0,808.7,52.2,756.5,0,4450.1,136.4,5395.2,0.0,5395.2,5644.4,
03/31/2015,5962.0,1810.4,2308.9,1889.4,,419.5,447.3,,,,599.0,599.0,665.7,665.7,0.0,,0.0,130.7,,,0.0,,,,,0.0,,,,0.0,,,,,960.0,960.0,0.0,764.1,52.1,712.0,0,4099.7,138.2,5002.0,0.0,5002.0,5962.0,
06/30/2015,5415.5,1269.2,2271.1,1856.7,,414.4,449.4,,,,607.3,607.3,665.7,665.7,0.0,,0.0,152.8,,,0.0,,,,,0.0,,,,0.0,,,,,448.4,448.4,0.0,699.4,51.5,647.9,0,4141.9,125.8,4967.1,0.0,4967.1,5415.5,
09/30/2015,5266.6,1164.4,2200.6,1805.1,,395.5,431.4,,,,603.0,603.0,665.7,665.7,0.0,,0.0,201.5,,,0.0,,,,,0.0,,,,0.0,,,,,593.0,593.0,0.0,703.5,50.3,653.2,0,3881.2,88.9,4673.6,0.0,4673.6,5266.6,
12/31/2015,5106.9,1172.3,2018.9,1612.3,,406.6,446.0,,,,607.1,607.1,665.7,665.7,0.0,113.8,0.0,83.1,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,344.9,344.9,0.0,704.7,50.1,654.6,0,3970.7,86.6,4762.0,0.0,4762.0,5106.9,
03/31/2016,6203.9,1322.9,2934.6,573.9,,2360.7,428.1,,,,612.7,612.7,665.7,665.7,0.0,,0.0,239.9,,,0.0,,,,,0.0,,,,0.0,,,,,615.0,615.0,0.0,712.9,49.6,663.3,0,4021.8,29.1,4763.8,825.1,5588.9,6203.9,
06/30/2016,6581.7,1275.2,3265.4,579.1,,2686.3,427.4,,,,620.8,620.8,665.7,665.7,,,0.0,327.2,,,0.0,,,,,0.0,,,,,,,,,610.4,610.4,0.0,753.4,49.7,703.7,0,4081.2,26.3,4860.9,1110.4,5971.3,6581.7,
09/30/2016,6723.5,1401.0,3348.9,694.3,,2654.6,446.9,,,,615.6,615.6,665.7,665.7,0.0,,0.0,245.4,,,0.0,,,,,0.0,,,,0.0,,,,,775.9,775.9,0.0,703.5,49.0,654.5,0,4096.9,33.3,4833.7,1113.9,5947.6,6723.5,
12/31/2016,6225.0,1204.9,2938.0,709.0,,2229.0,455.1,,,,615.1,615.1,665.7,665.7,0.0,132.5,0.0,213.7,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,529.2,529.2,0.0,703.5,49.0,654.5,0,4293.6,11.5,5008.6,687.2,5695.8,6225.0,
03/31/2017,6275.6,1580.8,2647.1,706.3,,1940.8,482.5,,,,625.2,625.2,665.7,665.7,0.0,,0.0,274.3,,,0.0,,,,,0.0,,,,0.0,,,,,816.3,816.3,0.0,702.9,48.3,654.6,0,4302.7,-5.4,5000.2,459.1,5459.3,6275.6,
06/30/2017,6532.6,1542.2,2937.7,524.4,,2413.3,488.7,,,,624.3,624.3,665.7,665.7,0.0,,0.0,274.0,,,0.0,,,,,0.0,,,,0.0,,,,,736.4,736.4,0.0,702.6,48.1,654.5,0,4477.6,-11.6,5168.6,627.6,5796.2,6532.6,
09/30/2017,7379.6,1869.4,3441.4,573.0,,2868.4,507.9,,,,635.0,635.0,665.7,665.7,0.0,,0.0,260.2,,,0.0,,,,,0.0,,,,0.0,,,,,897.8,897.8,0.0,800.3,48.4,751.9,0,4728.2,-0.5,5528.0,953.8,6481.8,7379.6,
12/31/2017,7535.4,1902.7,3525.7,597.1,,2928.6,565.3,,,,652.0,652.0,665.7,665.7,0.0,70.3,0.0,153.7,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,718.2,718.2,0.0,895.1,49.0,846.1,0,4932.9,-3.6,5824.4,992.8,6817.2,7535.4,
03/31/2018,7374.3,1681.4,3605.9,,,3605.9,593.6,,,,650.2,650.2,665.7,665.7,0.0,,0.0,177.5,,,0.0,,,,,0.0,,,,0.0,,,,,925.9,925.9,0.0,703.3,48.7,654.6,0,5205.0,-6.4,5901.9,546.5,6448.4,7374.3,
06/30/2018,7882.2,1484.4,4316.5,,,4316.5,564.4,,,,655.2,655.2,665.7,665.7,0.0,,0.0,196.0,,,0.0,,,,,0.0,,,,,,,,,1028.4,1028.4,0.0,703.2,48.6,654.6,0,5435.1,-23.7,6114.6,739.2,6853.8,7882.2,
09/30/2018,8530.6,2090.6,4332.2,,,4332.2,583.1,,,,657.0,657.0,665.7,665.7,0.0,,0.0,202.0,,,0.0,,,,,0.0,,,,0.0,,,,,1209.5,1209.5,0.0,703.0,48.5,654.5,0,5788.5,-31.0,6460.5,860.6,7321.1,8530.6,
12/31/2018,7689.3,1425.2,4133.8,,,4133.8,549.6,,,,661.3,661.3,665.7,665.7,0.0,109.9,0.0,143.8,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,824.7,824.7,0.0,702.2,47.6,654.6,0,5464.1,-42.0,6124.3,740.3,6864.6,7689.3,
03/31/2019,8458.9,1657.4,4483.0,,,4483.0,604.6,,,,794.4,794.4,665.7,665.7,0.0,,0.0,253.8,,,21.6,21.6,,21.6,0.0,140.3,140.3,,140.3,0.0,,,,,1099.3,1261.2,0.0,701.8,47.3,654.5,0,5650.8,-41.6,6311.0,886.7,7197.7,8458.9,
06/30/2019,8912.3,1802.4,4778.6,,,4778.6,619.8,,,,792.1,792.1,665.7,665.7,0.0,,0.0,253.7,,,13.4,13.4,,13.4,0.0,141.5,141.5,,141.5,0.0,,,,,1166.0,1320.9,0.0,701.7,47.1,654.6,0,5915.9,-38.5,6579.1,1012.3,7591.4,8912.3,
09/30/2019,9397.8,2213.2,4853.3,,,4853.3,620.6,,,,790.1,790.1,665.7,665.7,0.0,,0.0,254.9,,,6.8,6.8,,6.8,0.0,139.6,139.6,,139.6,0.0,,,,,1308.7,1455.1,0.0,701.5,46.9,654.6,0,6187.0,-48.7,6839.8,1102.9,7942.7,9397.8,
12/31/2019,9330.4,1781.8,5216.7,,,5216.7,646.6,,,,785.2,785.2,665.7,665.7,0.0,77.1,0.0,157.3,,,26.6,26.6,,26.6,0.0,119.7,119.7,,119.7,0.0,0.0,0.0,0.0,,961.0,1107.3,0.0,701.6,47.0,654.6,0,6443.5,-43.0,7102.1,1121.0,8223.1,9330.4,
03/31/2020,8636.9,1562.4,4755.6,,,4755.6,585.3,,,,812.8,812.8,665.7,665.7,0.0,,0.0,255.1,,,,,,,,172.6,172.6,,172.6,0.0,,,,,1059.3,1231.9,0.0,700.2,45.6,654.6,0,5782.9,-49.1,6434.0,971.0,7405.0,8636.9,
06/30/2020,9477.3,2058.1,5061.5,,,5061.5,655.7,,,,816.9,816.9,665.7,665.7,0.0,,0.0,219.4,,,0.0,,,,,166.4,166.4,,166.4,0.0,,,,,1470.1,1636.5,0.0,700.0,45.4,654.6,0,6102.9,-52.2,6750.7,1090.1,7840.8,9477.3,
