Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2003,91.794998,35.107,31.715,3.392,18.573,,,1.661,0.805,0.351,0.505,0.0,10.423,,,,65.764,23.732,,,0.0,,2.299,0.0,0.0,0.0,,2.299,26.031,,1.872,1.872,,,,2.089,1.667,0.422,0.422,,29.224001,,,29.224001,33.185001,2.846,2.5,0.346,0.346,,0.0,,,,,0.0,2.846,36.031001,0.0,366.532013,,,0.0,-298.899994,-11.868011,55.764008,0.0,55.764008,91.795009,
09/30/2003,95.849998,39.248,37.25,1.998,20.794001,,,1.578,0.973,0.182,0.423,0.0,9.939,,,,71.558998,22.330999,,,0.0,,1.96,0.0,0.0,0.0,,1.96,24.290999,,1.755,1.755,,,,2.04,1.667,0.373,0.373,,31.620001,,,31.620001,35.415001,2.348,2.083,0.265,0.265,,0.0,,,,,0.0,2.348,37.763001,0.0,367.532013,,,0.0,-301.044006,-8.401001,58.087006,0.0,58.087006,95.850007,
12/31/2003,102.202003,47.230999,44.938999,2.292,21.264999,,,1.395,0.859,0.201,0.335,0.0,7.223,,,,77.113998,23.121,49.057999,-25.937,0.0,,1.967,0.0,0.0,0.0,,1.967,25.088,,3.095,3.095,,,,1.989,1.667,0.322,0.322,,32.292999,,,32.292999,37.376999,1.849,1.667,0.182,0.182,,0.0,,,,,0.0,1.849,39.225999,0.0,368.802002,,,0.0,-300.59201,-5.233978,62.976013,0.0,62.976013,102.202012,
03/31/2004,103.704,47.896,47.816,0.08,23.256,23.256,,1.272,,,,,6.688,,,,79.112,22.586,,,0.0,,2.006,0.0,0.0,0.0,,2.006,24.592,,2.307,2.307,,,,1.994,1.667,0.327,0.327,,29.283,,,29.283,33.584,1.348,1.25,0.098,0.098,,0.0,,,,,0.0,1.348,34.932,0.0,371.929,,,0.0,-300.035,-3.122,68.772,0.0,68.772,103.704,
06/30/2004,114.956001,56.098999,56.098999,0.0,25.737,,,1.359,,,,,6.673,,,,89.867996,23.174,,,0.0,,1.914,0.0,0.0,0.0,,1.914,25.088,,3.314,3.314,,,,1.914,1.914,0.0,0.0,,32.627999,,,32.627999,37.855999,0.931,0.931,0.0,0.0,,0.0,,,,,0.0,0.931,38.786999,0.0,373.880005,,,0.0,-296.263,-1.447998,76.169006,0.0,76.169006,114.956005,
09/30/2004,125.183998,63.734,63.215,0.519,27.663,,,2.15,,,,,6.136,,,,99.682999,23.304001,,,0.0,,2.197,0.0,0.0,0.0,,2.197,25.501001,,3.899,3.899,,,,1.932,1.932,0.0,0.0,,35.531,,,35.531,41.362,0.428,0.428,0.0,0.0,,0.0,,,,,0.0,0.428,41.79,0.0,376.533997,,,0.0,-292.945007,-0.195007,83.393982,0.0,83.393982,125.183981,
12/31/2004,130.712006,69.658997,69.658997,0.0,28.809,28.809,,2.852,0.953,1.547,0.352,0.0,5.514,,,,106.834,21.702,54.737999,-33.035999,0.0,,2.176,0.0,0.0,0.0,,2.176,23.878,,3.361,3.361,,,,1.849,1.667,0.182,0.182,,39.738002,,,39.738002,44.948002,0.0,0.0,0.0,0.0,,0.025,,,,,0.025,0.025,44.973002,0.0,377.565002,,,0.0,-291.824005,-0.001984,85.739014,0.0,85.739014,130.712016,
03/31/2005,136.671,69.238,68.988,0.25,31.875,31.875,,3.071,0.89,1.921,0.26,0.0,6.743,,,,110.927,22.105,,,0.0,,3.639,1.456,0.478,0.978,,2.183,25.744,,3.018,3.018,,,,1.349,1.349,0.0,0.0,,41.563,,,41.563,45.93,0.0,0.0,0.0,0.0,,0.035,,,,,0.035,0.035,45.965,0.0,380.653,,,0.0,-289.961,0.014,90.706,0.0,90.706,136.671,
06/30/2005,145.235,73.014,73.014,0.0,35.207,35.207,,3.125,0.94,1.919,0.266,0.0,8.259,,,,119.605,22.15,,,0.0,,3.48,1.369,0.478,0.891,,2.111,25.63,,4.256,4.256,,,,0.847,0.847,0.0,0.0,,48.219,,,48.219,53.322,0.0,0.0,0.0,0.0,,0.043,,,,,0.043,0.043,53.365,0.0,381.275,,,,-289.423,0.018,91.87,0.0,91.87,145.235,
09/30/2005,145.014,79.344,77.354,1.99,29.155,29.155,,3.594,1.539,1.803,0.252,0.0,5.304,,,,117.397,24.326,,,0.0,,3.291,1.283,0.478,0.805,,2.008,27.617,,3.653,3.653,,,,0.0,0.0,0.0,0.0,,48.992,,,48.992,52.645,0.0,0.0,0.0,0.0,,0.054,,,,,0.054,0.054,52.699,0.0,383.213,,,0.0,-290.939,0.041,92.315,0.0,92.315,145.014,
12/31/2005,142.11,74.219,74.219,0.0,29.305,29.305,,2.93,1.492,1.06,0.378,0.0,5.132,,,,111.586,26.427,65.676,-39.249,0.0,,4.097,1.197,0.478,0.719,,2.9,30.524,,2.489,2.489,,,,0.0,0.0,0.0,0.0,,46.119,,,46.119,48.608,0.0,0.0,0.0,0.0,,0.064,,,,,0.064,0.064,48.672,0.0,383.842,,,0.0,-290.411,0.007,93.438,0.0,93.438,142.11,
03/31/2006,144.988,71.783,71.783,0.0,32.057,32.057,,3.094,1.386,1.35,0.358,0.0,6.598,,,,113.532,28.022,,,,,3.434,1.111,0.478,0.633,,2.323,31.456,,2.892,2.892,,,,0.0,,,,,45.667,,,45.667,48.559,0.0,,,,,0.252,,,,,0.252,0.252,48.811,0.0,391.346,,,0.0,-295.175,0.006,96.177,0.0,96.177,144.988,
06/30/2006,141.757,69.754,57.486,12.268,32.79,32.79,,2.733,1.475,0.956,0.302,0.0,6.646,,,,111.923,26.61,,,,,3.224,1.024,0.478,0.546,,2.2,29.834,,4.813,4.813,,,,0.0,,,,,39.85,,,39.85,44.663,0.0,,,,,0.379,,,,,0.379,0.379,45.042,0.0,394.506,,,0.0,-297.785,-0.006,96.715,0.0,96.715,141.757,
09/30/2006,156.891,85.932,74.034,11.898,32.607,32.607,,2.665,1.545,0.76,0.36,0.0,5.46,,,,126.664,27.336,,,,,2.891,1.01,0.478,0.532,,1.881,30.227,,7.137,7.137,,,,15.0,,,,,44.034,,,44.034,66.171,0.0,,,,,0.296,,,,,0.296,0.296,66.467,0.0,398.525,,,,-308.105,0.004,90.424,0.0,90.424,156.891,
12/31/2006,151.558,64.044,55.113,8.931,33.635,33.635,,3.09,2.021,0.763,0.306,0.0,7.32,,,,108.089,26.904,73.883,-46.979,0.0,,16.565,14.302,0.478,13.824,,2.263,43.469,,5.034,5.034,,,,11.5,11.5,0.0,0.0,,51.249,,,51.249,67.783,0.0,0.0,0.0,0.0,,0.219,,,,,0.219,0.219,68.002,0.0,408.927,,,,-325.374,0.003,83.556,0.0,83.556,151.558,
03/31/2007,157.039,65.593,56.209,9.384,38.203,38.203,,3.725,2.061,1.231,0.433,0.0,7.719,,,,115.24,26.208,,,0.0,,15.591,13.457,0.478,12.979,,2.134,41.799,,6.761,6.761,,,,8.0,,,,,43.057,,,43.057,57.818,0.0,,,,,0.233,,,,,0.233,0.233,58.051,0.0,417.286,,,0.0,-318.396,0.098,98.988,0.0,98.988,157.039,
06/30/2007,182.354996,79.145001,65.594002,13.551,47.237,47.237,,3.388,2.367,0.679,0.342,0.0,8.655,,,,138.425003,26.674999,,,2.776,,14.479,12.511,0.478,12.033,,1.968,43.929999,,5.728,5.728,,,,0.0,,,,,48.107998,,,48.107998,53.835999,0.0,,,,,0.189,,,,,0.189,0.189,54.024999,0.0,432.941986,,,,-304.778015,0.166016,128.329987,0.0,128.329987,182.354985,
09/30/2007,206.893997,109.991001,87.969002,22.021999,46.001999,46.001999,,3.542,2.401,0.644,0.497,0.0,7.612,,,,167.147003,26.014,,,0.0,,13.733,11.802,0.478,11.324,,1.931,39.747,,6.344,6.344,,,,0.0,,,,,49.648001,,,49.648001,55.992001,0.0,,,,,0.195,,,,,0.195,0.195,56.187001,0.0,445.484985,,,,-295.317993,0.539978,150.70697,0.0,150.70697,206.893971,
12/31/2007,222.761,127.89,89.119,38.771,44.85,44.85,,2.91,1.983,0.631,0.296,0.0,8.867,,,,184.517,25.32,79.079,-53.759,0.0,,12.924,11.093,0.478,10.615,,1.831,38.244,,9.222,9.222,,,,0.0,0.0,0.0,0.0,,52.237,,,52.237,61.459,0.0,0.0,0.0,0.0,,0.148,,,,,0.148,0.148,61.607,0.0,450.147,,,,-289.65,0.657,161.154,0.0,161.154,222.761,
03/31/2008,231.05,132.363,113.68,18.683,47.475,47.475,,3.01,2.032,0.61,0.368,0.0,8.302,,,,191.15,27.762,,,,,12.138,10.384,0.478,9.906,,1.754,39.9,,10.1,10.1,,,,0.0,,,,,43.858,,,43.858,53.958,0.0,,,,,0.159,,,,,0.159,0.159,54.117,0.0,460.28,,,0.0,-284.346,0.999,176.933,0.0,176.933,231.05,
06/30/2008,217.169,110.062,64.339,45.723,51.173,51.173,,3.017,1.947,0.747,0.323,0.0,10.132,,,,174.384,29.525,,,,,13.26,9.684,0.478,9.206,,3.576,42.785,,8.965,8.965,,,,0.0,,,,,48.852,,,48.852,57.817,0.0,,,,,0.133,,,,,0.133,0.133,57.95,0.0,446.73,,,0.0,-288.43,0.919,159.219,0.0,159.219,217.169,
09/30/2008,216.52,114.255,79.756,34.499,48.872,48.872,,3.015,1.799,0.853,0.363,0.0,7.412,,,,173.554,29.568,,,,,13.398,8.966,0.478,8.488,,4.432,42.966,,7.485,7.485,,,,0.0,,,,,49.257,,,49.257,56.742,0.0,,,,,0.124,,,,,0.124,0.124,56.866,0.0,445.933,,,0.0,-286.726,0.447,159.654,0.0,159.654,216.52,
12/31/2008,279.341,110.166,87.1,23.066,52.362,52.362,,1.965,1.066,0.416,0.483,0.0,13.414,,,,177.907,26.979,88.342,-61.363,0.0,,74.455,8.266,0.478,7.788,,66.189,101.434,,5.58,5.58,,,,0.0,0.0,0.0,0.0,,54.992,,,54.992,60.572,0.0,0.0,0.0,0.0,,0.229,,,,,0.229,0.229,60.801,0.0,439.501,,,0.0,-221.23,0.269,218.54,0.0,218.54,279.341,
03/31/2009,289.277,124.684,97.051,27.633,51.665,51.665,0.0,2.068,0.916,0.402,0.75,0.0,14.588,,61.133,14.588,193.005,26.0,,,0.0,,70.272,7.566,0.478,7.088,,1.573,96.272,,41.72,6.064,,,35.656,0.0,0.0,,,,19.654,,,0.0,61.374,0.0,0.0,,,,0.204,,,,,0.204,0.204,61.578,0.0,446.361,0.007,446.354,0.0,-218.594,-0.068,227.699,0.0,227.699,289.277,
06/30/2009,307.794,143.077,122.182,20.895,53.236,53.236,,2.111,1.15,0.417,0.544,0.0,15.324,,61.133,15.324,213.748,24.518,,,0.0,,69.528,6.866,0.478,6.388,,1.529,94.046,,46.673,6.473,6.101,,34.099,0.0,0.0,,,,23.138,,,0.0,69.811,0.0,0.0,,,,0.205,,,,,0.205,0.205,70.016,,451.511,0.007,451.504,0.0,-214.049,0.316,237.778,,237.778,307.794,
09/30/2009,330.784,154.94,135.961,18.979,55.035,55.035,0.0,1.892,1.0,0.399,0.493,0.0,25.671,,61.048,25.671,237.538,24.429,,,0.0,,68.817,6.166,0.478,5.688,,1.603,93.246,,44.982,7.498,,,37.484,0.0,0.0,,,,27.92,,,0.0,72.902,0.0,0.0,,,,0.202,,,,,0.202,0.202,73.104,0.0,521.14,0.007,521.133,0.0,-263.991,0.531,257.68,0.0,257.68,330.784,
12/31/2009,355.24,186.465,166.487,19.978,54.537,54.537,0.0,2.046,1.079,0.46,0.507,0.0,18.251,0.0,61.535,18.251,261.299,24.971,94.977,-70.006,0.0,,68.97,5.466,0.478,4.988,,1.969,93.941,,48.944,6.122,2.92,0.0,39.902,0.0,0.0,0.0,0.0,,32.299,0.0,0.0,0.0,81.243,0.0,0.0,0.0,0.0,,0.961,0.0,0.0,0.0,0.0,0.961,0.961,82.204,0.0,525.08,0.007,525.073,0.0,-252.499,0.455,273.036,0.0,273.036,355.24,
03/31/2010,373.552,205.398,190.407,14.991,58.801,58.801,0.0,2.356,1.161,0.977,0.218,0.0,18.055,,56.56,18.055,284.61,25.418,,,,,63.524,4.766,0.478,4.288,,2.198,88.942,,39.203,4.513,2.866,,31.824,0.0,0.0,,,,37.047,,,0.0,76.25,0.0,0.0,,,,0.946,,,,,0.946,0.946,77.196,0.0,533.816,0.008,533.808,0.0,-237.569,0.109,296.356,0.0,296.356,373.552,
06/30/2010,408.692,244.799,235.801,8.998,62.93,62.93,0.0,2.487,1.209,1.096,0.182,0.0,20.881,,44.171,20.881,331.097,27.249,,,,,50.346,4.066,0.478,3.588,,2.109,77.595,,46.771,5.316,3.06,,38.395,0.0,0.0,,,,27.036,,,0.0,73.807,0.0,0.0,,,,0.932,,,,,0.932,0.932,74.739,0.0,539.168,0.008,539.16,0.0,-204.966,-0.249,333.953,0.0,333.953,408.692,
09/30/2010,445.235,272.32,264.924,7.396,63.811,63.811,0.0,2.382,1.557,0.667,0.158,0.0,19.429,,43.778,19.429,357.942,28.102,,,7.829,7.829,51.362,3.366,0.478,2.888,,4.218,87.293,,49.9,5.826,2.714,,41.36,0.0,0.0,,,,30.136,,,0.0,80.036,0.0,0.0,,,,5.797,,,,,5.797,5.797,85.833,0.0,547.236,0.008,547.228,0.0,-188.151,0.317,359.402,0.0,359.402,445.235,
12/31/2010,476.943,303.279,294.664,8.615,65.43,65.43,0.0,2.544,1.272,1.03,0.242,0.0,17.358,0.0,42.439,17.358,388.611,30.684,98.458,-67.774,9.089,9.089,48.559,2.666,0.478,2.188,,3.454,88.332,,59.126,7.768,1.936,0.0,49.422,0.0,0.0,0.0,0.0,,33.848,0.0,0.0,0.0,92.974,0.0,0.0,0.0,0.0,,6.222,0.0,0.0,0.0,0.0,6.222,6.222,99.196,0.0,555.859,0.008,555.851,0.0,-178.246,0.134,377.747,0.0,377.747,476.943,
03/31/2011,496.982,316.936,308.608,8.328,73.904,73.904,0.0,2.867,1.541,1.107,0.219,0.0,24.234,,38.024,24.234,417.941,30.722,,,5.615,5.615,42.704,1.966,0.478,1.488,,2.714,79.041,,50.795,6.594,0.347,,43.854,0.0,0.0,,,,37.199,,,0.0,87.994,0.0,0.0,,,,6.883,,,,,6.883,6.883,94.877,0.0,563.886,0.008,563.878,0.0,-162.405,0.624,402.105,0.0,402.105,496.982,
06/30/2011,547.049,175.362,168.607,6.755,82.13,82.13,0.0,6.272,3.834,1.377,1.061,0.0,22.809,,28.546,22.809,286.573,37.122,,,4.112,4.112,219.242,187.881,135.768,52.113,,2.815,260.476,,66.427,10.407,0.278,,55.742,0.0,0.0,,,,43.024,,,0.0,109.451,0.0,0.0,,,,7.816,,,,,7.816,7.816,117.267,0.0,580.282,0.008,580.274,0.0,-151.243,0.743,429.782,0.0,429.782,547.049,
09/30/2011,585.92,210.414,202.229,8.185,86.648,86.648,0.0,8.278,4.991,1.529,1.758,0.0,21.794,,22.945,21.794,327.134,46.388,,,0.677,0.677,211.721,186.022,135.743,50.279,,2.754,258.786,,72.419,14.138,0.31,,57.971,0.0,0.0,,,,47.768,,,0.0,120.187,0.0,0.0,,,,8.857,,,,,8.857,8.857,129.044,0.0,588.509,0.008,588.501,0.0,-131.979,0.346,456.876,0.0,456.876,585.92,
12/31/2011,649.264,248.07,240.675,7.395,91.537,91.537,0.0,9.402,4.542,2.486,2.374,0.0,35.807,0.0,22.337,35.807,384.816,53.965,129.432,-75.467,0.0,0.0,210.483,185.405,135.383,50.022,,2.741,264.448,,95.865,19.265,0.426,0.0,76.174,0.0,0.0,0.0,0.0,,52.252,0.0,0.0,0.0,148.117,0.0,0.0,0.0,0.0,,10.366,0.0,0.0,0.0,0.0,10.366,10.366,158.483,0.0,607.248,0.008,607.24,0.0,-116.513,0.046,490.781,0.0,490.781,649.264,
03/31/2012,670.436,240.379,224.361,16.018,94.441,94.441,0.0,13.434,5.032,4.74,3.662,0.0,37.242,,17.612,37.242,385.496,62.912,,,16.804,16.804,205.224,184.703,135.827,48.876,,2.909,284.94,,81.178,14.64,,,66.538,0.0,0.0,,,,54.65,,,0.0,135.828,0.0,0.0,,,,11.586,,,,,11.586,11.586,147.414,0.0,619.999,0.008,619.991,0.0,-97.17,0.193,523.022,0.0,523.022,670.436,
06/30/2012,744.163,283.551,262.799,20.752,102.149,102.149,0.0,14.623,4.029,5.082,5.512,0.0,34.812,,29.853,34.812,435.135,72.207,,,20.475,20.475,216.346,183.728,135.827,47.901,,2.765,309.028,,84.433,15.226,,,69.207,0.0,0.0,,,,59.403,,,0.0,143.836,0.0,0.0,,,,14.032,,,,,14.032,14.032,157.868,0.0,655.315,0.008,655.307,0.0,-68.68,-0.34,586.295,0.0,586.295,744.163,
09/30/2012,768.164,328.049,304.907,23.142,105.902,105.902,0.0,15.137,4.445,3.396,7.296,0.0,35.158,,27.189,35.158,484.246,75.248,,,20.802,20.802,187.868,157.979,111.162,46.817,,2.7,283.918,,86.364,14.415,,,71.949,0.0,0.0,,,,65.324,,,0.0,151.688,0.0,0.0,,,,14.311,,,,,14.311,14.311,165.999,0.0,676.613,0.008,676.605,0.0,-74.429,-0.019,602.165,0.0,602.165,768.164,
12/31/2012,756.312,334.871,306.386,28.485,98.992,98.992,0.0,15.122,7.629,3.889,3.604,0.0,36.808,0.0,21.609,36.808,485.793,79.191,165.126,-85.935,21.252,21.252,170.076,145.013,99.236,45.777,,3.454,270.519,,93.796,19.549,0.0,0.0,74.247,0.0,0.0,0.0,0.0,,61.975,0.0,0.0,0.0,155.771,0.0,0.0,0.0,0.0,,19.224,0.0,0.0,0.0,0.0,19.224,19.224,174.995,0.0,670.74,0.008,670.732,0.0,-89.626,0.203,581.317,0.0,581.317,756.312,
03/31/2013,726.245,366.72,328.745,37.975,108.672,108.672,0.0,15.442,7.381,3.196,4.865,0.0,36.497,,28.417,36.497,527.331,72.672,,,10.68,10.68,115.562,83.972,58.543,25.429,,3.173,198.914,,84.383,19.748,,,64.635,0.0,0.0,,,,59.472,,,0.0,143.855,0.0,0.0,,,,21.272,,,,,21.272,21.272,165.127,0.0,694.342,0.008,694.334,0.0,-133.375,0.151,561.118,0.0,561.118,726.245,
06/30/2013,703.894,278.43,164.497,113.933,112.367,112.367,0.0,15.704,6.464,3.895,5.345,0.0,35.592,,30.622,35.592,442.093,76.932,,,62.885,62.885,121.984,86.688,61.713,24.975,,4.674,261.801,,97.332,21.556,,,75.776,0.0,0.0,,,,63.322,,,0.0,160.654,0.0,0.0,,,,23.042,,,,,23.042,23.042,183.696,0.0,693.11,0.008,693.102,0.0,-172.868,-0.044,520.198,0.0,520.198,703.894,
09/30/2013,759.206,323.579,175.839,147.74,109.179,109.179,0.0,14.662,6.779,3.474,4.409,0.0,34.839,,28.822,34.839,482.259,76.552,,,76.836,76.836,123.559,86.107,61.745,24.362,,8.63,276.947,,92.871,19.157,,,73.714,0.0,0.0,,,,70.397,,,0.0,163.268,0.0,0.0,,,,20.254,,,,,20.254,20.254,183.522,0.0,713.684,0.008,713.676,0.0,-138.332,0.332,575.684,0.0,575.684,759.206,
12/31/2013,832.147,369.993,242.953,127.04,113.25,113.25,0.0,13.968,5.172,4.241,4.555,0.0,47.465,0.0,15.766,47.465,544.676,75.743,181.249,-105.506,101.978,101.978,109.75,85.362,61.623,23.739,,8.622,287.471,,98.063,17.718,0.0,0.0,80.345,0.0,0.0,0.0,0.0,,77.275,0.0,0.0,0.0,175.338,0.0,0.0,0.0,0.0,,22.839,0.0,0.0,0.0,0.0,22.839,22.839,198.177,0.0,729.586,0.008,729.578,0.0,-95.91,0.294,633.97,0.0,633.97,832.147,
03/31/2014,885.641,366.443,182.766,183.677,126.183,126.183,0.0,15.84,5.962,3.592,6.286,0.0,43.711,,22.739,43.711,552.177,79.093,,,138.929,138.929,115.442,84.388,61.751,22.637,,8.315,333.464,,89.855,18.506,,,71.349,0.0,0.0,,,,81.0,,,0.0,170.855,0.0,0.0,,,,18.033,,,,,18.033,18.033,188.888,0.0,759.776,0.008,759.768,0.0,-63.465,0.442,696.753,0.0,696.753,885.641,
06/30/2014,885.433,365.53,167.471,198.059,131.028,131.028,0.0,13.115,3.493,3.43,6.192,0.0,44.839,,20.456,44.839,554.512,81.312,,,137.148,137.148,112.461,83.795,61.807,21.988,,8.21,330.921,,101.988,20.939,8.695,,72.354,0.0,0.0,,,,85.125,,,0.0,187.113,0.0,0.0,,,,22.524,,,,,22.524,22.524,209.637,0.0,742.894,0.008,742.886,0.0,-67.606,0.508,675.796,0.0,675.796,885.433,
09/30/2014,948.289,425.496,180.676,244.82,130.047,130.047,0.0,15.983,6.24,3.734,6.009,0.0,44.146,,19.714,44.146,615.672,86.447,,,136.017,136.017,110.153,82.926,61.589,21.337,,7.513,332.617,,111.117,24.517,,,86.6,0.0,0.0,,,,87.443,,,0.0,198.56,0.0,0.0,,,,27.273,,,,,27.273,27.273,225.833,0.0,775.531,0.008,775.523,0.0,-53.135,0.06,722.456,0.0,722.456,948.289,
