Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1994,832.517029,,,-799.473022,,,33.044006,,-3.697,,,,29.347,55.432,,7.194,,0.0,,-62.625999,84.779,-31.381001,53.397999,0.0,,,53.397999,,53.397999,0.0,,53.397999,53.397999,,127.848,0.4175,0.4175,,127.848,0.4175,0.4175,0.4175,
09/30/1994,855.708984,,,-822.640991,,,33.067993,,-3.643,,,,29.424999,-2.338,,7.607,,0.0,,-5.269,27.086999,-10.186,16.900999,0.0,,,16.901,,16.900999,0.0,,16.900999,16.900999,,122.928001,0.1375,0.1375,,122.928001,0.1375,0.1375,0.1375,
12/31/1994,793.205017,,,-765.434998,,,27.77002,,-3.98,,,,23.790001,-4.479,,8.418,,0.0,,-3.939,19.311001,-6.254,13.057,0.0,,,13.057,,13.057,0.0,,13.057,13.057,,117.940002,0.11,0.11,,117.940002,0.11,0.11,0.11,
03/31/1995,796.072998,,,-770.197021,,,25.875977,,-3.933,,,,21.943001,-7.332,,9.795,,0.0,,-2.463,14.611001,-5.719,8.892,0.0,,,8.892001,,8.892,0.0,,8.892,8.892,,116.472,0.0775,0.0775,0.0775,116.472,0.0775,0.0775,0.0775,
06/30/1995,700.950012,,,-680.380005,,,20.570007,,-3.645,,,,16.924999,-3.852,,9.58,,0.0,,-5.728,13.072999,-5.2,7.873,0.0,,,7.873,,7.873,0.0,,7.873,7.873,,115.612,0.0675,0.0675,,115.612,0.0675,0.0675,0.0675,
09/30/1995,786.846008,,,-757.257019,,,29.588989,,-3.725,,,,25.864,-1.849,,9.714,,0.0,,-7.865,24.015,-9.464,14.551,0.0,,,14.551001,,14.551,0.0,,14.551,14.551,,116.075996,0.125,0.125,,116.075996,0.125,0.125,0.125,
12/31/1995,790.148987,,,-758.284973,,,31.864014,,-3.54,,,,28.323999,-3.418,,10.908,,0.0,,-7.49,24.905999,-9.75,15.156,0.0,,,15.155999,,15.156,0.0,,15.156,15.156,,116.919998,0.13,0.13,,116.919998,0.13,0.13,0.13,
03/31/1996,825.041992,,,-788.210022,,,36.83197,,-4.059,,,,32.772999,-6.981,,10.66,,0.0,,-3.679,25.791999,-10.007,15.785,0.0,,,15.784999,,15.785,0.0,,15.785,15.785,,116.848,0.135,0.135,0.135,116.848,0.135,0.135,0.135,
06/30/1996,892.411011,,,-837.700989,,,54.710022,,-4.049,,,,50.660999,-9.711,,9.582,,0.0,,0.129,40.95,-11.532,29.417999,0.0,,,29.418,-7.599,21.819,0.0,,21.819,21.819,,113.800003,0.195,0.195,0.195,117.568001,0.185,0.185,0.185,
09/30/1996,1001.603027,,,-934.070007,,,67.53302,,-4.426,,,,63.106998,-9.942,,9.209,,0.0,,0.733,53.164999,-15.079,38.085999,0.0,,,38.085998,-9.846,28.24,0.0,,28.24,28.24,,114.112,0.245,0.245,0.245,117.972,0.24,0.24,0.24,
12/31/1996,939.106995,,,-875.25,,,63.856995,,-4.285,,,,59.571999,-8.623,,7.969,,0.0,,0.654,50.948999,-15.031,35.917999,0.0,,,35.917999,-8.455,27.462999,0.0,,27.462999,27.462999,,114.68,0.24,0.24,0.24,118.683998,0.235,0.235,0.235,
03/31/1997,951.869995,,,-900.521973,,,51.348022,,-4.057,,,,47.291,-28.612,,7.302,,0.0,,21.309999,18.679001,-15.538,3.141,0.0,,,3.141001,25.9,29.041,0.0,,29.041,29.041,,115.667999,0.25,0.25,0.25,119.863998,0.24,0.24,0.24,
06/30/1997,861.375,,,-793.927979,,,67.447021,,-4.36,,,,63.087002,-9.155,,7.806,,0.0,,1.349,53.932002,-15.409,38.522999,0.0,,,38.523001,-11.513,27.01,0.0,,27.01,27.01,,116.360001,0.23,0.23,0.23,120.264,0.225,0.225,0.225,
09/30/1997,991.745972,,,-904.31897,,,87.427002,,-4.904,,,,82.523003,-10.29,,8.719,,0.0,,1.571,72.233003,-22.304001,49.929001,0.0,,,49.929002,-13.538,36.390999,0.0,,36.390999,36.390999,,118.015999,0.31,0.31,0.31,122.491997,0.295,0.295,0.295,
12/31/1997,983.083008,,,-898.536011,,,84.546997,,-5.014,,,,79.532997,-10.318,,8.293,,0.0,,2.025,69.214997,-21.542999,47.672001,0.0,,,47.671998,-10.292,37.380001,0.0,,37.380001,37.380001,,118.732002,0.315,0.315,0.315,123.519997,0.305,0.305,0.305,
03/31/1998,1139.245972,,,-1044.458008,,,94.787964,,-6.983,,,,87.805,-8.104,,8.438,,0.0,,-0.334,79.701001,-27.572001,52.129002,0.0,,,52.129,-8.104,44.025002,0.0,,44.025002,44.025002,,118.947998,0.37,0.37,0.37,123.846001,0.355,0.355,0.355,
06/30/1998,1110.605957,,,-1005.625977,,,104.97998,,-5.351,,,,99.628998,-10.499,,8.193,,0.0,,2.306,89.129998,-28.561001,60.569,0.0,,,60.568997,-12.408,48.160999,0.0,,48.160999,48.160999,,119.061996,0.405,0.405,0.405,123.945999,0.39,0.39,0.39,
09/30/1998,1243.082031,,,-1117.454956,,,125.627075,,-6.76,,,,118.866997,-12.497,,10.042,0.0,0.0,,2.455,106.369997,-33.803001,72.567001,0.0,,,72.566996,-16.004,56.563,0.0,,56.563,56.563,,119.098,0.475,0.475,0.475,124.061996,0.455,0.455,0.455,
12/31/1998,1256.08606,,,-1126.755981,,,129.330078,,-7.084,,,,122.246002,-13.773,,10.929,,0.0,,2.844,108.473002,-35.591,72.882004,0.0,,,72.882003,-13.839,59.042999,0.0,,59.042999,59.042999,,118.821999,0.495,0.495,0.495,123.323997,0.48,0.48,0.48,
03/31/1999,1545.06604,,,-1392.786987,,,152.279053,,-8.909,,,,143.369995,-20.436,-84.467003,12.417,-96.884003,0.0,,104.903003,122.933995,-43.376999,79.556999,0.0,,,79.556996,-11.362,68.195,0.0,,68.195,68.195,,118.928001,0.575,0.575,0.575,123.498001,0.55,0.55,0.55,
06/30/1999,1383.802002,,,-1258.046997,,,125.755005,,-9.055,,,,116.699997,-9.476,,11.828,,0.0,,-2.352,107.223997,-34.674,72.550003,0.0,,,72.549997,-14.114,58.436001,0.0,,58.436001,58.436001,,118.891998,0.49,0.49,0.49,123.218002,0.475,0.475,0.475,
09/30/1999,1443.055054,,,-1290.415039,,,152.640015,,-8.13,,,,144.509995,-16.587,15.533,15.533,,0.0,,1.054,127.922994,-41.835999,86.086998,0.0,,,86.086996,-20.591999,65.495003,0.0,,65.495003,65.495003,,118.870003,0.55,0.55,0.55,122.564003,0.535,0.535,0.535,
12/31/1999,1441.944946,,,-1295.666992,,,146.277954,,-8.483,,,,137.794998,-19.094999,18.466999,18.466999,,0.0,,0.628,118.699999,-38.553001,80.147003,0.0,,,80.146998,-16.971001,63.175999,0.0,,63.175999,63.175999,,118.459999,0.535,0.535,0.535,121.447998,0.52,0.52,0.52,
03/31/2000,1739.333984,,,-1577.765991,,,161.567993,,-7.347,,,,154.220993,-26.435001,,21.016001,,0.0,,5.419,127.785992,-44.666,83.120003,0.0,,,83.119992,-13.095,70.025002,0.0,,70.025002,70.025002,,118.239998,0.59,0.59,0.59,120.199997,0.585,0.585,0.585,
06/30/2000,1436.621948,,,-1317.937012,,,118.684937,,-8.731,,,,109.954002,-18.849001,,21.790001,,0.0,,-2.941,91.105001,-29.864,61.241001,0.0,,,61.241001,-13.036,48.205002,0.0,0.0,48.205002,48.205002,,117.606003,0.41,0.41,0.41,119.709999,0.405,0.405,0.405,
09/30/2000,1615.784058,,,-1478.995972,,,136.788086,,-8.774,,,,128.014008,-20.591999,,22.188999,,0.0,,-1.597,107.422008,-36.831001,70.591003,0.0,,,70.591007,-11.497,59.094002,0.0,0.0,59.094002,59.094002,,117.910004,0.5,0.5,0.5,120.608002,0.49,0.49,0.49,
12/31/2000,1653.498047,,,-1510.29895,,,143.199097,,-8.458,,,,134.740997,-17.953,,21.076,,0.0,,-3.123,116.787997,-42.027,74.761002,0.0,,,74.760997,-6.294,68.467003,0.0,0.0,68.467003,68.467003,,118.162003,0.58,0.58,0.58,121.860001,0.56,0.56,0.56,
03/31/2001,2004.831055,,,-1803.203979,,,201.627075,,-10.961,,,,190.666,-37.234998,-10.962,34.037998,-45.0,0.0,,48.197,153.431002,-45.632,107.799004,0.0,,,107.799002,-1.588,106.210999,0.0,0.0,106.210999,106.210999,,119.098,0.89,0.89,0.89,123.124001,0.865,0.865,0.865,
06/30/2001,1709.145,,,-1549.838,,,159.307,,-11.246,,,,148.061,-27.242,27.242,27.242,,,,0.0,120.819,-42.77,78.049,,,,78.049,-2.833,75.216,,,75.216,75.216,,120.349946,0.625,0.625,0.625,123.820184,0.61,0.61,0.61,
09/30/2001,1883.633057,,,-1682.76001,,,200.873047,,-12.98,,,,187.893005,-29.341999,,29.341999,,0.0,,0.0,158.551006,-58.924999,99.625999,0.0,,,99.626007,-6.237,93.389,0.0,0.0,93.389,93.389,,121.136002,0.77,0.77,0.77,124.580002,0.75,0.75,0.75,
12/31/2001,1894.484009,,,-1689.112061,,,205.371948,,-13.326,,,,192.046005,-28.046,,28.046,,0.0,,0.0,164.000006,-61.790001,102.209999,0.0,,,102.210005,-6.065,96.144997,0.0,0.0,96.144997,96.144997,,121.108002,0.795,0.795,0.795,124.860001,0.77,0.77,0.77,
03/31/2002,2261.167969,,,-2021.223999,,,239.94397,,-12.637,,,,227.307007,-31.136,-47.664001,31.136,-78.800003,0.0,,78.800003,196.171007,-73.054001,123.116997,0.0,,,123.117006,-5.641,117.475998,0.0,0.0,117.475998,117.475998,,121.900002,0.965,0.965,0.965,126.972,0.925,0.925,0.925,
06/30/2002,1811.413,,,-1649.342,,,162.071,,-12.634,,,,149.437,-15.829,15.334,15.334,,0.0,,0.495,133.608,-37.456,96.152,-0.485,,,96.637,-8.882,87.755,0.0,0.0,87.755,87.755,,122.337554,0.715,0.71,0.71,127.194232,0.69,0.685,0.685,
09/30/2002,2044.114,,,-1843.846,,,200.268,,-14.447,,,,185.821,-12.966,16.529,16.529,,0.0,,-3.563,172.855,-49.358,123.497,-0.613,,,124.11,-8.501,115.609,0.0,0.0,115.609,115.609,,121.751344,0.95,0.945,0.945,126.07258,0.915,0.91,0.91,
12/31/2002,2304.87207,,,-2026.624023,,,278.248047,,-13.755,,,,264.493011,-33.544998,33.544998,33.544998,,0.0,,0.0,230.948013,-66.999001,163.949005,0.0,,,163.949013,-8.065,155.884003,0.0,0.0,155.884003,155.884003,,120.893997,1.29,1.29,1.29,124.935997,1.25,1.25,1.25,
03/31/2003,2268.306,,,-2086.278,,,182.028,,-19.453,,,,162.575,47.364,-5.082,,,0.0,,-42.282,209.939,-66.725,143.214,-28.009,,,171.223,25.448,196.671,0.0,0.0,196.671,196.671,,121.274,1.62,1.39,1.39,126.262,1.56,1.34,1.34,
06/30/2003,2172.629,,,-1947.837,,,224.792,,-19.103,,,,205.689,-10.39,15.47,15.47,,,,-5.08,195.299,-62.081,133.218,-9.572,,,142.79,,142.79,,,142.79,142.79,,244.98106,0.585,0.545,0.545,255.731384,0.56,0.52,0.52,
09/30/2003,2428.325928,,,-2124.960938,,,303.36499,,-21.988001,,,,281.377014,-1.364,,16.444,,0.0,,-15.08,280.013014,-91.959,188.054001,1.925,,,186.129014,0.0,186.128998,0.0,0.0,186.128998,186.128998,,123.428001,1.51,1.53,1.53,129.076004,1.44,1.46,1.46,
12/31/2003,2651.328,,,-2361.638,,,289.69,,-30.297,,,,259.393,46.591,-131.651,4.149,-135.8,0.0,,85.06,305.984,-97.115,208.869,0.333,,,208.536,-9.866,198.67,0.0,0.0,198.67,198.67,,124.076292,1.6,1.605,1.605,130.659958,1.52,1.525,1.525,
03/31/2004,3111.108,,,-2704.274,,,406.834,,-34.141,,,,372.693,-4.925,3.806,3.806,,0.0,,1.119,367.768,-120.778,246.99,-43.241,,,290.231,9.866,300.097,0.0,0.0,300.097,300.097,,61.767,4.86,4.2075,4.2075,64.983,4.62,4.0,4.0,
06/30/2004,2766.07,,,-2473.35,,,292.72,,-19.585,,,,273.138,2.754,5.025,5.025,,0.0,,-7.779,275.892,-98.659,177.233,0.0,,,177.233,0.0,177.233,0.0,0.0,177.233,177.233,,123.573,1.43,1.43,1.43,130.927,1.35,1.35,1.35,
09/30/2004,2885.024,,,-2549.281,,,335.743,,-19.019,,,,316.724,-0.825,-155.589,4.711,-160.3,0.0,,156.414,315.899,-112.54,203.359,-7.253,,,210.612,0.0,210.612,0.0,0.0,210.612,210.612,,124.036791,1.7,1.64,1.64,130.981144,1.61,1.55,1.55,
12/31/2004,2989.695,,,-2627.728,,,361.967,,-23.137,,,,338.83,38.986,-155.339,4.961,-160.3,0.0,,116.353,377.816,-135.858,241.958,-11.813,,,253.771,0.0,253.771,0.0,0.0,253.771,253.771,,125.593379,2.02,1.93,1.93,132.54719,1.91,1.82,1.82,
03/31/2005,3633.513,,,-2857.671,,,775.842,,-21.136,,,,754.706,-265.575,,4.651,-398.1,0.0,,659.024,489.131,-155.056,334.075,-35.673,,,369.748,0.0,369.748,0.0,0.0,369.748,369.748,,127.739654,2.89,2.61,2.61,134.248349,2.75,2.49,2.49,
06/30/2005,2899.91,,,-2522.841,,,377.069,0.0,-20.602,,,,356.467,-17.577,-20.776,2.624,-23.4,0.0,-12.498,50.851,338.89,-128.051,210.839,-22.831,,,233.67,,233.67,0.0,0.0,233.67,233.67,,128.672028,1.82,1.64,1.64,134.584442,1.74,1.57,1.57,
09/30/2005,3424.38,,,-2949.465,,,474.915,0.0,-23.558,,,,451.357,3.058,-24.428,3.072,-27.5,0.0,-6.13,27.5,454.415,-133.216,321.199,-13.331,,,334.53,,334.53,0.0,0.0,334.53,334.53,,128.565026,2.6,2.5,2.5,134.526936,2.49,2.39,2.39,
12/31/2005,3525.145,,,-3044.271,,,480.874,0.0,-26.775,,,,454.099,45.948,-23.291,3.009,-26.3,0.0,-48.957,26.3,500.047,-186.835,313.212,-16.132,,,329.344,,329.344,0.0,0.0,329.344,329.344,,126.572663,2.6,2.47,2.47,132.077763,2.49,2.37,2.37,
03/31/2006,3002.429,,,-2257.77,,,744.659,0.0,-208.237,,,,536.422,41.951,-23.538,3.362,-26.9,0.0,-18.413,-0.551,578.924,-217.085,361.839,-29.93,,,391.769,,391.769,0.0,0.0,391.769,391.769,,123.673831,3.17,2.93,2.93,129.810047,3.01,2.92,2.92,
06/30/2006,2803.9,,,-2481.335,,,322.565,,-54.77,,,,267.795,10.668,-0.0294,,-0.0294,0.0,,-10.6386,278.463,-106.035,172.428,12.171,,,160.257,0.0,160.257,0.0,0.0,160.257,160.257,,121.969085,1.31,1.41,1.59,126.233469,1.27,1.37,1.55,
09/30/2006,2815.588,,,-2638.442,,,177.146,,-44.998,,,,132.148,-0.979,-8.037,21.763,-29.8,0.0,,9.016,131.169,-50.747,80.422,-56.978,,,137.4,0.0,137.4,0.0,0.0,137.4,137.4,,119.634303,1.15,0.67,0.67,123.504535,1.11,0.65,0.65,
12/31/2006,2726.216,,,-2907.25,,,-181.034,,-72.369,,,,-253.403,-46.165,-8.164,23.836,-32.0,0.0,,54.329,-299.568,57.223,-242.345,-14.199,,,-228.146,0.0,-228.146,0.0,0.0,-228.146,-228.146,,119.935522,-1.9,-2.02,-2.02,119.935522,-1.9,-2.02,-2.02,
03/31/2007,3637.026,,,-3638.551,,,-1.525,,-43.985,,,,-45.51,37.541,,,-30.6,0.0,,-6.941,-7.969,-14.685,-22.654,-221.509,,,198.855,0.0,198.855,0.0,0.0,198.855,198.855,,120.627559,1.65,-0.19,0.9,120.627559,1.65,-0.19,0.9,
06/30/2007,1901.786,,,-2038.543,,,-136.757,0.0,-44.981,,,,-181.738,-15.127,0.0,0.0,0.0,,25.353,-10.226,-196.865,64.784,-132.081,-4.122,,,-127.959,,-127.959,0.0,0.0,-127.959,-127.959,125.1328,121.469951,-1.05,-1.08,-0.05,121.469951,-1.05,-1.08,-0.05,
09/30/2007,2186.184,,,-3160.954,,,-974.77,0.0,-34.54,,,,-1009.31,-13.883,,0.0,,0.0,36.84,-22.957,-1023.193,378.432,-644.761,-0.928,,,-643.833,,-643.833,0.0,0.0,-643.833,-643.833,639.04035,122.301587,-5.26,-5.27,-0.05,122.301587,-5.26,-5.27,-0.05,
12/31/2007,1873.287,,,-2498.386,,,-625.099,0.0,-37.85,,,,-662.949,-59.205,,0.0,,,63.14,-3.935,-722.154,-253.897,-976.051,-0.863,,,-975.188,,-975.188,0.0,0.0,-975.188,-975.188,360.20725,122.787414,-7.94,-7.95,-5.017,122.787414,-7.94,-7.95,-5.017,
03/31/2008,2314.305,,,-2814.879,,,-500.574,0.0,-36.937,,,,-537.511,-350.547,,8.642,,,,341.905,-888.058,-24.871,-912.929,-2.427,,,-910.502,,-910.502,0.0,0.0,-910.502,-910.502,235.16935,123.750049,-7.36,-7.34,-5.44,123.750049,-7.36,-7.34,-5.44,
06/30/2008,1126.122,1049.699,76.423,-1002.307,997.582,4.725,123.815,0.0,-290.485,290.485,290.485,0.0,-166.67,-16.077,,6.18,,,20.297,-10.4,-182.747,13.635,-169.112,-19.013,-19.013,0.0,-150.099,,-150.099,0.0,0.0,-150.099,-142.6765,26.4355,124.231358,-1.21,-1.36,-1.148474,124.231358,-1.21,-1.36,-1.148474,
09/30/2008,1005.005,952.596,52.409,-1153.596,1057.029,96.567,-148.591,0.0,-53.435,53.435,53.435,0.0,-202.026,-10.019,,4.973,,,12.902,-7.856,-212.045,10.425,-201.62,-29.63,-29.63,0.0,-171.99,,-171.99,0.0,0.0,-171.99,-138.8833,62.7367,124.278555,-1.38,-1.62,-1.117516,124.278555,-1.38,-1.62,-1.117516,
12/31/2008,872.188,843.156,29.032,-1411.779,1368.418,43.361,-539.591,0.0,-40.683,40.683,40.683,0.0,-580.274,-80.589,,17.758,,,74.396,-11.565,-660.863,-3.043,-663.906,0.0,0.0,0.0,-663.906,,-663.906,0.0,0.0,-663.906,-272.09775,391.80825,124.360192,-5.34,-5.34,-2.187981,124.360192,-5.34,-5.34,-2.189408,
03/31/2009,823.215,791.079,32.136,-352.247,352.247,,470.968,0.0,-870.139,832.038,832.038,38.101,-399.171,-71.945,,23.805,,,51.854,-3.714,-471.116,65.603,-405.513,-2.754,-2.754,0.0,-402.759,,-402.759,0.0,0.0,-402.759,-149.40585,256.10715,124.36464,-3.238533,-3.260678,-1.201353,124.36464,-3.238533,-3.260678,-1.201353,
06/30/2009,573.973,551.102,22.871,-704.934,702.839,2.095,-130.961,0.0,-155.114,155.114,155.114,0.0,-286.075,-36.144,,26.355,,,15.267,-5.478,-322.219,407.334,85.115,0.0,0.0,0.0,85.115,,85.115,0.0,0.0,85.115,222.82725,137.71225,123.724483,0.68,0.68,1.800996,123.793011,0.68,0.68,1.79244,
