Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
06/30/2017,3401,911,,,,-2873.0,0.0,0.0,-29436.0,27555.0,-992.0,-620.0,-477.0,,2989.0,-5.0,0.0,-952.0,296.0,-2471.0,-92,
09/30/2017,4734,-91,,,,-10009.0,0.0,0.0,-30947.0,22635.0,-1697.0,979.0,-433.0,,668.0,-51.0,0.0,-495.0,2865.0,-1575.0,-4296,
12/31/2017,2050,2381,,,,282.0,0.0,0.0,-34722.0,36132.0,-1128.0,-2654.0,-467.0,0.0,0.0,-1013.0,0.0,-622.0,799.0,-1351.0,-322,
03/31/2018,1296,1253,,,,-485.0,0.0,0.0,-28936.0,28583.0,-132.0,415.0,-422.0,,14.0,-32.0,494.0,-1041.0,414.0,988.0,1226,
06/30/2018,5608,891,,,,-4279.0,0.0,0.0,-35455.0,31294.0,-118.0,1056.0,-474.0,,0.0,-168.0,780.0,-1115.0,1468.0,565.0,2385,
09/30/2018,3533,912,,,,-6228.0,0.0,0.0,-32513.0,26626.0,-341.0,-1127.0,-451.0,0.0,10.0,-1111.0,0.0,-636.0,2286.0,-1225.0,-3822,
12/31/2018,1301,2067,,,,5358.0,0.0,0.0,-28352.0,33206.0,504.0,-3328.0,-472.0,0.0,0.0,-560.0,74.0,0.0,98.0,-2468.0,3331,
03/31/2019,2072,1381,,,,-5699.0,0.0,0.0,-29311.0,23877.0,-265.0,2312.0,-437.0,,0.0,-10.0,0.0,-500.0,2987.0,272.0,-1315,
06/30/2019,2387,1741,,,,557.0,0.0,0.0,-22844.0,23966.0,-565.0,985.0,-476.0,,1382.0,-885.0,0.0,-750.0,1579.0,135.0,3929,
09/30/2019,4146,2184,,,,-5351.0,0.0,0.0,-24171.0,18436.0,384.0,2222.0,-445.0,0.0,0.0,-6.0,0.0,-785.0,424.0,3034.0,1017,
12/31/2019,5181,593,,-3088.0,,-7093.0,0.0,0.0,-32547.0,26573.0,-1119.0,-942.0,-463.0,0.0,0.0,-5.0,0.0,-250.0,1534.0,-1758.0,-2854,
03/31/2020,1847,4398,,,,-8337.0,0.0,0.0,-34269.0,22460.0,3472.0,13986.0,-436.0,,1074.0,-6.0,972.0,-500.0,4343.0,8539.0,7496,
06/30/2020,2704,145,,,,-1391.0,0.0,0.0,-24354.0,23031.0,-68.0,740.0,-496.0,,0.0,-7.0,0.0,0.0,2668.0,-1425.0,2053,
