Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Discontinued Operations,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2007,2215.426,1489.667,1203.412,286.255,151.665,0.0,0.0,0.0,0.0,0.0,0.0,154.774,,,,,,1796.106,63.295,,,0.0,,356.025,206.313,189.47,16.843,,149.712,419.32,,544.057,544.057,,,,1.6,1.6,0.0,0.0,,,607.751,,,,607.751,1153.408,152.941,152.941,0.0,0.0,,161.727,,,,,161.727,314.668,1468.076,0.0,350.94,,,0.0,396.236,0.174,747.35,0.0,747.35,2215.426,
12/31/2007,2082.731,1262.29,1008.409,253.881,307.513,0.0,0.0,0.0,0.0,0.0,0.0,121.139,,,,,,1690.942,66.56,99.879,-33.319,0.0,,325.229,205.756,189.47,16.286,,119.473,391.789,,546.125,546.125,,,,154.581,154.581,0.0,0.0,,,501.29,,,,501.29,1201.996,0.0,0.0,0.0,0.0,,72.844,,,,,72.844,72.844,1274.84,0.0,352.449,,,0.0,455.474,-0.032,807.891,0.0,807.891,2082.731,
03/31/2008,2216.599,1304.734,1234.246,70.488,225.765,0.0,0.0,0.0,0.0,0.0,0.0,180.407,,,,,,1710.906,65.808,,,111.31,,328.575,205.233,189.47,15.763,,123.342,505.693,,684.238,684.238,,,,153.821,153.821,0.0,0.0,,,500.794,,,,500.794,1338.853,0.0,0.0,0.0,0.0,,64.737,,,,,64.737,64.737,1403.59,0.0,358.526,,,0.0,456.794,-2.311,813.009,0.0,813.009,2216.599,
06/30/2008,2338.581,1400.558,1326.498,74.06,249.233,0.0,0.0,0.0,0.0,0.0,0.0,181.976,,,,,,1831.767,64.717,,,63.03,,379.067,204.776,189.47,15.306,,174.291,506.814,,732.426,732.426,,,,153.461,153.461,0.0,0.0,,,547.355,,,,547.355,1433.242,0.0,0.0,0.0,0.0,,68.587,,,,,68.587,68.587,1501.829,0.0,372.688,,,0.0,467.899,-3.835,836.752,0.0,836.752,2338.581,
09/30/2008,2240.535,1253.573,1176.283,77.29,234.44,0.0,0.0,0.0,0.0,0.0,0.0,185.227,,,,,,1673.24,65.618,,,56.031,,445.646,204.346,189.47,14.876,,241.3,567.295,,778.477,778.477,,,,153.501,153.501,0.0,0.0,,,397.849,,,,397.849,1329.827,0.0,0.0,0.0,0.0,,84.802,,,,,84.802,84.802,1414.629,0.0,381.559,,,0.0,449.73,-5.383,825.906,0.0,825.906,2240.535,
12/31/2008,2203.461,1252.034,1181.922,70.112,215.525,0.0,0.0,0.0,0.0,0.0,0.0,237.011,,,,,,1704.57,66.588,119.438,-52.85,54.972,,377.331,125.624,111.131,14.493,,251.707,498.891,,771.317,771.317,,,,152.8,152.8,0.0,0.0,,,440.439,,,,440.439,1364.556,0.0,0.0,0.0,0.0,,33.076,,,,,33.076,33.076,1397.632,0.0,390.949,,,0.0,418.641,-3.761,805.829,0.0,805.829,2203.461,
03/31/2009,2201.549,1208.358,1134.58,73.778,285.401,,0.0,0.0,0.0,0.0,0.0,243.772,,,19.814,,219.851,1737.531,66.373,,,48.404,48.404,349.241,125.241,111.131,14.11,,204.186,464.018,,1194.098,894.16,13.047,,286.891,152.381,0.0,,,,152.381,50.329,,,,31.686,1396.808,0.0,0.0,,,,30.44,,,,,30.44,30.44,1427.248,0.0,399.129,0.422,398.707,0.0,381.708,-6.536,774.301,0.0,774.301,2201.549,
06/30/2009,2093.357,1014.641,940.685,73.956,378.023,,0.0,0.0,0.0,0.0,0.0,240.701,,,23.603,,212.727,1633.365,63.856,,,51.488,51.488,344.648,124.858,111.131,13.727,,196.187,459.992,,1122.728,867.6,49.065,,206.063,0.0,0.0,,,,,82.446,,,,63.115,1205.174,0.0,0.0,,,,66.064,,,,,66.064,66.064,1271.238,0.0,406.553,0.422,406.131,0.0,418.713,-3.147,822.119,0.0,822.119,2093.357,
09/30/2009,2104.793,1230.574,1171.218,59.356,205.414,,0.0,0.0,0.0,0.0,0.0,257.566,,,21.105,,241.97,1693.554,60.098,,,53.301,53.301,297.84,124.475,111.131,13.344,,152.26,411.239,,1093.637,865.044,6.737,,221.856,0.0,0.0,,,,,82.841,,,,62.133,1176.478,0.0,0.0,,,,69.361,,,,,69.361,69.361,1245.839,0.0,413.637,0.423,413.214,0.0,447.373,-2.056,858.954,0.0,858.954,2104.793,
12/31/2009,2118.447,1220.853,1158.131,62.722,285.808,,0.0,0.0,0.0,0.0,0.0,210.804,,0.0,18.745,,181.93,1717.465,61.785,133.922,-72.137,51.71,51.71,287.487,124.092,111.131,12.961,,144.65,400.982,,1032.364,807.785,4.888,0.0,219.691,0.0,0.0,0.0,0.0,,,147.706,0.0,0.0,,57.21,1180.07,0.0,0.0,0.0,0.0,,57.477,0.0,0.0,0.0,0.0,57.477,57.477,1237.547,0.0,425.507,0.424,425.083,0.0,458.512,-3.119,880.9,0.0,880.9,2118.447,
03/31/2010,1917.559,1084.155,1027.337,56.818,262.027,,0.0,0.0,0.0,0.0,0.0,179.226,,,14.524,6.767,150.896,1525.408,67.077,,,45.64,45.64,279.434,123.709,111.131,12.578,,141.201,392.151,,913.484,713.755,,,199.729,0.0,0.0,,,,,61.883,,,,61.74,975.367,0.0,0.0,,,,58.586,,,,,58.586,58.586,1033.953,0.0,421.644,0.424,421.22,0.0,464.93,-2.968,883.606,0.0,883.606,1917.559,
06/30/2010,1965.801,1025.282,980.264,45.018,316.359,,0.0,0.0,0.0,0.0,0.0,169.381,,,81.544,,135.524,1511.022,65.299,,,42.477,42.477,347.003,123.325,111.131,12.194,,142.134,454.779,,828.72,668.212,8.204,,152.304,0.0,0.0,,,,,119.738,,,,119.624,948.458,0.0,0.0,,,,261.459,,,,,261.459,261.459,1209.917,0.0,421.914,0.424,421.49,0.0,336.059,-2.089,755.884,0.0,755.884,1965.801,
09/30/2010,2143.131,1163.724,1091.015,72.709,309.998,,0.0,0.0,0.0,0.0,0.0,233.006,,,69.277,,176.368,1706.728,68.534,,,46.838,46.838,321.031,122.942,111.131,11.811,,128.812,436.403,,881.729,712.533,18.362,,150.834,0.0,0.0,,,,,226.04,,,,160.048,1107.769,0.0,0.0,,,,233.326,,,,,233.326,233.326,1341.095,0.0,424.954,0.425,424.529,0.0,378.975,-1.893,802.036,0.0,802.036,2143.131,
12/31/2010,2247.293,1468.336,1359.548,108.788,127.796,,0.0,0.0,0.0,0.0,0.0,219.039,,0.0,58.34,,157.647,1815.171,76.825,163.469,-86.644,62.931,62.931,292.366,122.559,111.131,11.428,,111.467,432.122,,950.307,751.274,0.0,0.0,199.033,0.0,0.0,,,,,235.394,0.0,0.0,,168.011,1185.701,0.0,0.0,,,,229.546,0.0,0.0,0.0,0.0,229.546,229.546,1415.247,0.0,429.243,0.425,428.818,0.0,405.112,-2.309,832.046,0.0,832.046,2247.293,
03/31/2011,2249.209,1434.812,1232.918,201.894,190.182,,0.0,0.0,0.0,0.0,0.0,177.616,,,55.188,16.838,117.815,1802.61,75.98,,,83.717,83.717,286.902,122.176,111.131,11.045,,109.538,446.599,,950.601,798.253,,,152.348,0.0,0.0,,,,,210.134,,,,125.602,1160.735,0.0,0.0,,,,230.82,,,,,230.82,230.82,1391.555,0.0,433.236,0.426,432.81,0.0,426.442,-2.024,857.654,0.0,857.654,2249.209,
06/30/2011,2262.963,1457.584,1255.995,201.589,209.826,,0.0,0.0,0.0,0.0,0.0,178.771,,,52.817,,137.144,1846.181,78.247,,,91.717,91.717,246.818,121.793,111.131,10.662,,72.208,416.782,,905.313,730.246,20.708,,154.359,35.0,35.0,,,,,168.357,,,,102.163,1108.67,0.0,0.0,,,,218.334,,,,,218.334,218.334,1327.004,0.0,441.712,0.427,441.285,0.0,496.042,-1.795,935.959,0.0,935.959,2262.963,
09/30/2011,2819.325,2004.766,1787.733,217.033,223.826,,0.0,0.0,0.0,0.0,0.0,181.494,,,50.931,,139.724,2410.086,87.005,,,79.85,79.85,242.384,121.41,111.131,10.279,,70.043,409.239,,985.749,763.941,28.222,,193.586,9.375,0.0,,,,9.375,437.236,,,,161.479,1432.36,138.75,138.75,,,,223.458,,,,,223.458,362.208,1794.568,0.0,442.288,0.428,441.86,0.0,584.296,-1.827,1024.757,0.0,1024.757,2819.325,
12/31/2011,2488.111,1523.667,1325.098,198.569,217.509,,0.0,0.0,0.0,0.0,0.0,378.718,,0.0,,20.655,335.731,2119.894,98.238,189.686,-91.448,83.019,83.019,186.96,121.027,111.131,9.896,,65.933,368.217,,963.932,748.115,0.0,0.0,215.817,11.25,0.0,,,,11.25,147.958,0.0,0.0,1.026,147.794,1123.14,135.0,135.0,,,,113.125,0.0,0.0,0.0,0.0,112.099,248.125,1371.265,0.0,449.249,0.429,448.82,0.0,669.358,-1.761,1116.846,0.0,1116.846,2488.111,
03/31/2012,2689.11,1676.513,1444.875,231.638,422.095,,0.0,0.0,0.0,0.0,0.0,213.476,,,,,167.011,2312.084,105.129,,,88.137,88.137,183.76,120.673,111.131,9.542,,63.087,377.026,,933.007,732.065,29.911,,171.031,13.125,0.0,,,,13.125,342.142,,,14.086,135.01,1288.274,131.25,131.25,,,,88.27,,,,,74.184,219.52,1507.794,0.0,462.249,0.431,461.818,0.0,720.59,-1.523,1181.316,0.0,1181.316,2689.11,
06/30/2012,2690.95,1400.864,1150.246,250.618,606.642,,0.0,0.0,0.0,0.0,0.0,289.227,,,,9.184,231.799,2296.733,117.746,,,88.018,88.018,188.453,119.99,111.131,8.859,,68.463,394.217,,850.525,666.788,,,183.737,15.0,0.0,,,,15.0,376.262,,,15.404,135.558,1241.787,127.5,127.5,,,,90.166,,,,,74.762,217.666,1459.453,0.0,465.434,0.431,465.003,0.0,767.032,-0.969,1231.497,0.0,1231.497,2690.95,
09/30/2012,2543.787,1272.138,1062.34,209.798,393.508,,0.0,0.0,0.0,0.0,0.0,477.547,,,,39.92,409.69,2143.193,123.875,,,87.797,87.797,188.922,119.637,111.131,8.506,,69.285,400.594,,877.025,679.989,,,197.036,15.0,0.0,,,,15.0,155.566,,,22.573,155.425,1047.591,123.75,123.75,,,,99.146,,,,,76.573,222.896,1270.487,0.0,468.642,0.431,468.211,0.0,805.319,-0.661,1273.3,0.0,1273.3,2543.787,
12/31/2012,2675.5,1320.8,1100.5,220.3,387.3,,0.0,0.0,0.0,0.0,0.0,392.6,61.4,0.0,40.1,15.6,288.4,2100.7,131.5,240.3,-108.8,96.7,96.7,346.6,276.8,223.8,53.0,,29.7,574.8,,972.7,751.6,0.0,0.0,221.1,15.0,0.0,,,,15.0,125.7,0.0,0.0,42.1,85.5,1113.4,120.0,120.0,,,,119.0,0.0,0.0,0.0,0.0,76.9,239.0,1352.4,0.0,469.8,0.4,469.4,0.0,854.1,-0.8,1323.1,0.0,1323.1,2675.5,
03/31/2013,2998.402,1649.172,1378.284,270.888,435.245,,0.0,0.0,0.0,0.0,0.0,302.776,,,,24.148,255.28,2387.193,139.705,,,89.696,89.696,381.808,310.951,238.939,72.012,,70.857,611.209,,1076.803,895.936,,,180.867,38.0,0.0,,,,38.0,124.679,,,49.1,124.508,1239.482,317.5,317.5,,,,90.203,,,,,41.103,407.703,1647.185,0.0,476.875,0.434,476.441,0.0,875.604,-1.262,1351.217,0.0,1351.217,2998.402,
06/30/2013,3029.725,1506.439,1195.049,311.39,584.825,,0.0,0.0,0.0,0.0,0.0,300.989,,,,0.0,278.018,2392.253,143.389,,,103.664,103.664,390.419,306.935,236.756,70.179,,83.484,637.472,,1085.279,903.199,0.486,,181.594,38.0,0.0,,,,38.0,103.51,,,51.455,103.348,1226.789,308.0,308.0,,,,92.313,,,,,40.858,400.313,1627.102,0.0,481.532,0.435,481.097,0.0,922.504,-1.413,1402.623,0.0,1402.623,3029.725,
09/30/2013,3180.552,1708.15,1390.563,317.587,449.809,,0.0,0.0,0.0,0.0,0.0,401.262,,,,0.0,376.204,2559.221,144.273,,,86.994,86.994,390.064,305.101,236.756,68.345,,84.963,621.331,,1177.126,981.285,27.484,,168.357,39.875,0.0,,,,39.875,101.553,,,50.264,101.375,1318.554,296.625,296.625,,,,90.77,,,,,40.506,387.395,1705.949,0.0,489.534,0.437,489.097,0.0,986.498,-1.429,1474.603,0.0,1474.603,3180.552,
12/31/2013,3450.7,1797.2,1482.5,314.7,490.7,,0.0,0.0,0.0,0.0,0.0,404.8,58.4,0.0,34.4,7.1,315.6,2692.7,147.4,292.9,-145.5,80.4,80.4,530.2,303.3,236.8,66.5,,192.5,758.0,,1163.4,975.7,0.0,0.0,187.7,0.0,0.0,,,,0.0,73.7,0.0,0.0,55.4,39.1,1237.1,600.0,600.0,,,,95.7,0.0,0.0,0.0,0.0,40.3,695.7,1932.8,0.0,489.8,0.4,489.4,0.0,1029.4,-1.3,1517.9,0.0,1517.9,3450.7,
03/31/2014,3936.3,1947.0,1658.3,288.7,607.4,,0.0,0.0,0.0,0.0,0.0,620.8,,,,0.0,591.3,3175.2,152.5,,,136.4,136.4,472.2,366.7,244.9,121.8,,105.5,761.1,,1526.9,1151.7,5.0,,370.2,0.0,0.0,,,,,184.1,,,58.0,180.1,1711.0,600.0,600.0,,,,63.6,,,,,5.6,663.6,2374.6,0.0,489.2,0.4,488.8,0.0,1073.5,-1.0,1561.7,0.0,1561.7,3936.3,
06/30/2014,4149.5,1336.6,1114.2,222.4,965.7,,0.0,0.0,0.0,0.0,0.0,938.5,,,,27.9,879.0,3240.8,154.8,,,227.7,227.7,526.2,343.4,244.9,98.5,,182.8,908.7,,1743.2,1388.6,,,354.6,0.0,0.0,,,,,201.2,,,40.1,189.0,1944.4,600.0,600.0,,,,45.3,,,,,5.2,645.3,2589.7,0.0,494.1,0.4,493.7,0.0,1066.0,-0.3,1559.8,0.0,1559.8,4149.5,
09/30/2014,4455.7,1742.5,1550.5,192.0,588.6,,0.0,0.0,0.0,0.0,0.0,1219.1,,,,15.6,1175.9,3550.2,162.2,,,214.9,214.9,528.4,367.3,263.2,104.1,,161.1,905.5,,1853.3,1495.8,,,357.5,0.0,0.0,,,,,60.8,,,45.4,56.1,1914.1,900.0,900.0,,,,59.5,,,,,14.1,959.5,2873.6,0.0,497.1,0.4,496.7,0.0,1085.3,-0.3,1582.1,0.0,1582.1,4455.7,
12/31/2014,4495.0,1486.3,1313.5,172.8,609.0,,0.0,0.0,0.0,0.0,0.0,1431.0,46.5,0.0,,,1347.4,3526.3,187.1,378.7,-191.6,257.3,257.3,524.3,364.2,263.2,101.0,,160.1,968.7,,1799.3,1502.7,1.9,0.0,294.7,0.0,0.0,0.0,0.0,,,136.4,0.0,0.0,48.4,49.5,1935.7,900.0,900.0,0.0,0.0,,63.4,0.0,0.0,0.0,0.0,15.0,963.4,2899.1,0.0,503.4,0.4,503.0,0.0,1093.1,-0.6,1595.9,0.0,1595.9,4495.0,
03/31/2015,4670.6,1380.0,1172.9,207.1,735.4,,0.0,0.0,0.0,0.0,0.0,1595.3,,,,0.3,1567.1,3710.7,211.3,,,215.5,215.5,533.1,361.4,263.2,98.2,,171.7,959.9,,1813.5,1482.3,0.0,,331.2,0.0,0.0,,,,,272.5,,,53.0,267.5,2086.0,900.0,900.0,,,,70.5,,,,,17.5,970.5,3056.5,0.0,503.8,0.4,503.4,0.0,1110.6,-0.3,1614.1,0.0,1614.1,4670.6,
06/30/2015,5020.8,1560.3,1339.5,220.8,973.0,,0.0,0.0,0.0,0.0,0.0,1541.0,,,,,1508.8,4074.3,220.9,,,155.8,155.8,569.8,358.6,263.2,95.4,,211.2,946.5,,1758.1,1432.6,18.8,,306.7,0.0,0.0,,,,,284.7,,,76.7,276.9,2042.8,1213.3,1213.3,,,,95.6,,,,,18.9,1308.9,3351.7,0.0,507.9,0.4,507.5,0.0,1162.3,-1.1,1669.1,0.0,1669.1,5020.8,
09/30/2015,4940.7,1649.9,1423.1,226.8,667.3,,0.0,0.0,0.0,0.0,0.0,1693.8,,,,12.3,1648.4,4011.0,240.1,,,138.7,138.7,550.9,345.8,263.2,82.6,,205.1,929.7,,1854.4,1486.9,0.0,,367.5,300.0,0.0,,,,300.0,58.5,,,80.9,43.1,2212.9,912.7,912.7,,,,105.9,,,,,25.0,1018.6,3231.5,0.0,512.0,0.4,511.6,0.0,1198.7,-1.5,1709.2,0.0,1709.2,4940.7,
12/31/2015,5193.6,2611.4,2407.0,204.4,603.9,,0.0,0.0,0.0,0.0,0.0,1053.2,,0.0,,50.6,967.8,4268.5,244.8,491.9,-247.1,131.8,131.8,548.5,343.2,263.2,80.0,,205.3,925.1,,1941.2,1536.0,0.0,0.0,405.2,300.0,0.0,0.0,0.0,,300.0,200.4,0.0,0.0,87.4,172.7,2441.6,912.1,912.1,0.0,0.0,,111.6,0.0,0.0,0.0,0.0,24.2,1023.7,3465.3,0.0,518.8,0.4,518.4,0.0,1211.7,-2.2,1728.3,0.0,1728.3,5193.6,
03/31/2016,5319.8,2574.0,2391.6,182.4,747.7,,0.0,0.0,0.0,0.0,0.0,1088.8,,,,17.4,1071.4,4410.5,244.9,,,128.7,128.7,535.7,340.7,263.2,77.5,,195.0,909.3,,1929.3,1545.7,,,383.6,0.0,0.0,,,,0.0,432.6,,,68.0,421.9,2361.9,1097.1,1097.1,,,,93.7,,,,,25.7,1190.8,3552.7,0.0,520.5,0.4,520.1,0.0,1248.8,-2.2,1767.1,0.0,1767.1,5319.8,
06/30/2016,5562.4,2712.9,2524.1,188.8,1027.2,,0.0,0.0,0.0,0.0,0.0,894.7,,,,0.0,894.7,4634.8,243.6,,,109.0,109.0,575.0,372.1,290.4,81.7,,202.9,927.6,,2072.7,1618.7,42.9,,411.1,0.0,0.0,,,,0.0,443.4,,,57.6,439.7,2516.1,1097.2,1097.2,,,,82.7,,,,,25.1,1179.9,3696.0,0.0,528.2,0.4,527.8,0.0,1340.3,-2.1,1866.4,0.0,1866.4,5562.4,
09/30/2016,6525.5,4081.4,3878.4,203.0,430.2,,0.0,0.0,0.0,0.0,0.0,1103.1,,,,0.0,1103.1,5614.7,249.1,,,91.5,91.5,570.2,366.6,289.8,76.8,,203.6,910.8,,2185.8,1625.5,73.7,,486.6,0.0,0.0,,,,0.0,1343.9,,,27.3,943.7,3529.7,997.4,997.4,,,,55.5,,,,,28.2,1052.9,4582.6,0.0,536.1,0.4,535.7,0.0,1408.9,-2.1,1942.9,0.0,1942.9,6525.5,
12/31/2016,6152.8,4085.6,3961.4,124.2,498.6,,0.0,0.0,0.0,0.0,0.0,535.4,,0.0,,4.6,530.8,5119.6,274.5,598.6,-324.1,57.3,57.3,701.4,466.6,392.5,74.1,,234.8,1033.2,,2359.0,1690.5,2.9,0.0,665.6,0.0,0.0,0.0,0.0,,0.0,696.8,0.0,0.0,63.4,693.5,3055.8,997.6,997.6,0.0,0.0,,99.3,0.0,0.0,0.0,0.0,35.9,1096.9,4152.7,0.0,547.3,0.4,546.9,0.0,1453.8,-1.0,2000.1,0.0,2000.1,6152.8,
