Date,Revenue,Sales & Services Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,955.200012,,,,,-741.599976,,,213.600006,-10.6,,14.7,,,0.0,,-4.1,203.000006,-78.199997,124.800003,0.0,,,124.800009,0.0,124.800003,0.0,,124.800003,124.800003,,438.599991,0.285,0.285,,438.599991,0.285,0.285,0.285,
06/30/1995,935.200012,,,,,-760.299988,,,174.899994,-12.399999,,16.799999,,,0.0,,-4.4,162.499995,-60.700001,101.800003,0.0,,,101.799994,0.0,101.800003,0.0,,101.800003,101.800003,,436.800018,0.233332,0.233333,,436.800018,0.233333,0.233333,0.233333,
09/30/1995,921.599976,,,,,-763.200012,,,158.399994,-11.1,,15.8,,,0.0,,-4.7,147.299994,-56.0,91.300003,0.0,,,91.299994,0.0,91.300003,0.0,,91.300003,91.300003,,435.0,0.21,0.21,,435.0,0.21,0.21,0.21,
12/31/1995,958.299988,,,,,-810.299988,,,148.0,-11.0,,15.5,,,0.0,,-4.5,137.0,-52.0,85.0,0.0,,,85.0,0.0,85.0,0.0,,85.0,85.0,,438.0,0.193333,0.193333,0.193333,438.0,0.193333,0.193333,0.193333,
03/31/1996,1070.699951,,,,,-828.200012,,,242.5,-11.7,,15.2,,,0.0,,-3.5,230.8,-87.699997,143.100006,0.0,,,143.100003,0.0,143.100006,0.0,,143.100006,143.100006,,438.060013,0.326667,0.326667,0.326667,442.578003,0.323333,0.323333,0.323333,
06/30/1996,1036.800049,,,,,-843.5,,,193.300003,-12.4,,15.9,,,0.0,,-3.5,180.900003,-65.699997,115.199997,0.0,,,115.200006,0.0,115.199997,0.0,,115.199997,115.199997,,437.466019,0.263333,0.263333,0.263333,443.076004,0.26,0.26,0.26,
09/30/1996,989.0,,,,,-814.799988,,,174.199997,-10.8,,14.5,,,0.0,,-3.7,163.399997,-60.799999,102.599998,0.0,,,102.599998,0.0,102.599998,0.0,,102.599998,102.599998,,427.5,0.24,0.24,0.24,439.716019,0.233333,0.233333,0.233333,
12/31/1996,1052.5,,,,,-947.200012,,,105.300003,-12.4,,16.0,,,0.0,,-3.6,92.900003,5.5,98.400002,0.0,,,98.400003,0.0,98.400002,0.0,,98.400002,98.400002,,432.0,0.226667,0.226664,0.226667,441.599991,0.223333,0.223333,0.223333,
03/31/1997,1208.699951,,,,,-931.400024,,,277.299988,-14.3,,17.5,,,0.0,,-3.2,262.999988,-98.599998,164.399994,0.0,,,164.399989,0.0,164.399994,0.0,,164.399994,164.399994,,438.0,0.376667,0.376667,0.376667,447.0,0.366667,0.366667,0.366667,
06/30/1997,1449.800049,,,,,-1188.199951,,,261.600006,-23.599999,,31.4,,,0.0,,-7.8,238.000007,-93.0,145.0,0.0,,,145.000007,0.0,145.0,0.0,,145.0,145.0,,249.999001,0.57,0.57,0.57,255.999001,0.56,0.56,0.559998,
09/30/1997,1455.800049,,,,,-1206.900024,,,248.899994,-22.1,,28.1,,,0.0,,-6.0,226.799994,-86.800003,140.0,0.0,,,139.99999,0.0,140.0,0.0,,140.0,140.0,,506.001022,0.276667,0.276667,0.276667,519.998978,0.27,0.27,0.27,
12/31/1997,1894.699951,,,,,-1587.5,,,307.200012,-320.0,,30.0,,,0.0,,290.0,-12.799988,-2.6,-15.4,0.0,,,-15.399988,0.0,-15.4,0.0,,-15.4,-15.4,,510.900009,-0.025,-0.025,0.555,510.900009,-0.025,-0.025,0.555,
03/31/1998,1776.0,,,,,-1372.0,,,404.0,-23.0,,28.0,,,0.0,,-5.0,381.0,-150.0,231.0,0.0,,,231.0,0.0,231.0,0.0,,231.0,231.0,,513.300018,0.45,0.45,0.45,527.099991,0.436667,0.436667,0.436667,
06/30/1998,1750.0,,,,,-1404.0,,,346.0,-26.0,,33.0,,,0.0,,-7.0,320.0,-127.0,193.0,0.0,,,193.0,0.0,193.0,0.0,,193.0,193.0,,514.0,0.375,0.375,0.375,530.0,0.36,0.36,0.36,
09/30/1998,1719.0,,,,,-1384.0,,,335.0,-28.0,,33.0,,,0.0,,-5.0,307.0,-121.0,186.0,0.0,,,186.0,0.0,186.0,0.0,,186.0,186.0,,512.0,0.365,0.365,0.365,526.0,0.345,0.345,0.345,
12/31/1998,1945.0,,,,,-1614.0,,,331.0,-34.0,,46.0,,,0.0,,-12.0,297.0,-111.0,186.0,0.0,,,186.0,0.0,186.0,0.0,,186.0,186.0,,514.0,0.365,0.365,0.365,528.0,0.35,0.35,0.35,
03/31/1999,2351.0,,,,,-1832.0,,,519.0,-53.0,60.0,60.0,,,0.0,,-7.0,466.0,-187.0,279.0,0.0,,,279.0,0.0,279.0,0.0,,279.0,279.0,,516.0,0.54,0.54,0.54,532.0,0.515,0.515,0.515,
06/30/1999,2245.0,,,,,-1814.0,,,431.0,-135.0,55.0,55.0,,,0.0,,80.0,296.0,-119.0,177.0,0.0,,,177.0,0.0,177.0,0.0,,177.0,177.0,,526.0,0.34,0.34,0.435,544.0,0.315,0.315,0.41,
09/30/1999,2227.0,,,,,-1802.0,,,425.0,-53.0,59.0,59.0,,,0.0,,-6.0,372.0,-149.0,223.0,0.0,,,223.0,0.0,223.0,0.0,,223.0,223.0,,528.0,0.42,0.42,0.42,546.0,0.405,0.405,0.405,
12/31/1999,2334.0,,,,,-1913.0,,,421.0,-308.0,59.0,59.0,,,0.0,,249.0,113.0,-66.0,47.0,0.0,,,47.0,0.0,47.0,0.0,,47.0,47.0,182.0,534.0,0.085,0.085,0.425,550.0,0.08,0.08,0.41,
03/31/2000,2665.0,,,,,-2046.0,,,619.0,-55.0,55.0,60.0,-5.0,,0.0,,0.0,564.0,-223.0,341.0,0.0,,,341.0,-4.0,337.0,0.0,0.0,337.0,337.0,,536.0,0.63,0.63,0.63,560.0,0.595,0.595,0.595,
06/30/2000,2481.0,,,,,-1967.0,,,514.0,-62.0,62.0,68.0,-6.0,,0.0,,0.0,452.0,-171.0,281.0,0.0,,,281.0,-5.0,276.0,0.0,0.0,276.0,276.0,,540.0,0.51,0.51,0.51,566.0,0.48,0.48,0.48,
09/30/2000,2535.0,,,,,-2009.0,,,526.0,-56.0,56.0,63.0,-7.0,,0.0,,0.0,470.0,-182.0,288.0,0.0,,,288.0,-6.0,282.0,0.0,0.0,282.0,282.0,,544.0,0.52,0.52,0.52,572.0,0.485,0.485,0.485,
12/31/2000,2476.0,,,,,-1929.0,,,547.0,-53.0,51.0,56.0,-5.0,,0.0,,2.0,494.0,-187.0,307.0,0.0,,,307.0,-21.0,286.0,0.0,0.0,286.0,286.0,-1.0,554.0,0.515,0.515,0.515,576.0,0.49,0.49,0.49,
03/31/2001,2631.0,,,,,-1986.0,,,645.0,-47.0,47.0,52.0,-5.0,,0.0,,0.0,598.0,-224.0,374.0,0.0,,,374.0,-5.0,369.0,0.0,0.0,369.0,369.0,,552.0,0.665,0.665,0.665,576.0,0.635,0.635,0.635,
06/30/2001,2541.0,,,,,-2015.0,,,526.0,-49.0,49.0,56.0,-7.0,,0.0,,0.0,477.0,-179.0,298.0,0.0,,,298.0,-5.0,293.0,0.0,0.0,293.0,293.0,,1102.0,0.265,0.265,0.265,1146.0,0.255,0.255,0.255,
09/30/2001,2407.0,,,,,-2095.0,,,312.0,-40.0,40.0,46.0,-6.0,,0.0,,0.0,272.0,-100.0,172.0,0.0,,,172.0,-4.0,168.0,0.0,0.0,168.0,168.0,,1098.0,0.155,0.155,0.315,1138.0,0.145,0.145,0.295,
12/31/2001,2473.0,,,,,-1970.0,,,503.0,-260.0,37.0,42.0,-5.0,,0.0,,223.0,243.0,-96.0,147.0,0.0,,,147.0,-3.0,144.0,0.0,0.0,144.0,144.0,137.1,550.0,0.26,0.26,0.5,570.0,0.255,0.255,0.495,
03/31/2002,2603.0,,,,,-1948.0,,,655.0,0.0,32.0,37.0,-5.0,,0.0,,-32.0,655.0,-232.0,423.0,0.0,,,423.0,-5.0,418.0,0.0,0.0,418.0,418.0,,1096.0,0.38,0.38,0.38,1138.0,0.365,0.365,0.365,
06/30/2002,2607.0,,,,,-2047.0,,,560.0,-29.0,34.0,38.0,-4.0,,0.0,,-5.0,531.0,-189.0,342.0,0.0,,,342.0,-6.0,336.0,0.0,0.0,336.0,336.0,,1090.0,0.31,0.31,0.31,1124.0,0.3,0.3,0.3,
09/30/2002,2538.0,,,,,-2041.0,,,497.0,-23.0,38.0,43.0,-5.0,,0.0,,-15.0,474.0,-168.0,306.0,0.0,,,306.0,-7.0,299.0,0.0,0.0,299.0,299.0,,535.0,0.56,0.56,0.56,548.0,0.55,0.55,0.55,
12/31/2002,2640.0,,,,,-2130.0,,,510.0,-37.0,37.0,42.0,-5.0,,0.0,,0.0,473.0,-158.0,315.0,0.0,,,315.0,-3.0,312.0,0.0,0.0,312.0,312.0,,537.0,0.58,0.58,0.58,550.0,0.57,0.57,0.57,
03/31/2003,2852.0,,,,,-2135.0,,,717.0,-37.0,37.0,43.0,-6.0,,0.0,,0.0,680.0,-232.0,448.0,0.0,,,448.0,-5.0,443.0,0.0,0.0,443.0,443.0,,536.0,0.83,0.83,0.83,547.0,0.81,0.81,0.81,
06/30/2003,2865.0,,,,,-2266.0,,,599.0,-39.0,39.0,46.0,-7.0,,0.0,,0.0,560.0,-189.0,371.0,0.0,,,371.0,-6.0,365.0,0.0,0.0,365.0,365.0,,534.0,0.68,0.68,0.68,552.0,0.66,0.66,0.66,
09/30/2003,2837.0,,,,,-2244.0,,,593.0,-42.0,42.0,48.0,-6.0,,0.0,,0.0,551.0,-188.0,363.0,0.0,,,363.0,-6.0,357.0,0.0,0.0,357.0,357.0,,531.0,0.67,0.67,0.67,550.0,0.65,0.65,0.65,
12/31/2003,3034.0,,0.0,3034.0,,-2447.0,,,587.0,-43.0,,48.0,-5.0,,0.0,,0.0,544.0,-161.0,383.0,0.0,,,383.0,-8.0,375.0,0.0,0.0,375.0,375.0,,529.0,0.71,0.71,0.71,543.0,0.69,0.69,0.69,
03/31/2004,3163.0,,,,,-2428.0,,,735.0,-7.0,45.0,50.0,-5.0,,0.0,,-38.0,728.0,-281.0,447.0,0.0,,,447.0,-1.0,446.0,0.0,0.0,446.0,446.0,,525.0,0.85,0.85,0.94,540.0,0.83,0.83,0.91,
06/30/2004,2956.0,,,,,-2396.0,,,560.0,28.0,44.0,48.0,-4.0,,0.0,,-72.0,588.0,-194.0,394.0,0.0,,,394.0,-5.0,389.0,0.0,0.0,389.0,389.0,,522.0,0.75,0.75,0.75,534.0,0.73,0.73,0.73,
09/30/2004,2912.0,,,,,-2550.0,,,362.0,-283.0,49.0,55.0,-6.0,,0.0,,234.0,79.0,-52.0,27.0,0.0,,,27.0,-6.0,21.0,0.0,0.0,21.0,21.0,,521.0,0.04,0.04,0.38,533.0,0.04,0.04,0.37,
12/31/2004,2823.0,,,,,-3070.0,,,-247.0,-705.0,,66.0,-6.0,,0.0,,645.0,-952.0,271.0,-681.0,-3.0,,,-678.0,-2.0,-680.0,0.0,0.0,-680.0,-680.0,,529.0,-1.29,-1.29,0.26,529.0,-1.29,-1.29,0.26,
03/31/2005,3013.0,,,,,-2809.0,,,204.0,-3.0,60.0,69.0,-9.0,,0.0,,-57.0,201.0,-70.0,131.0,-5.0,,,136.0,-2.0,134.0,0.0,0.0,134.0,134.0,,531.0,0.25,0.24,0.51,536.0,0.25,0.24,0.51,
06/30/2005,2926.0,,,,,-2684.0,,,242.0,-11.0,62.0,73.0,-11.0,,0.0,,-51.0,231.0,-69.0,162.0,-6.0,,,168.0,-2.0,166.0,0.0,0.0,166.0,166.0,,535.0,0.31,0.3,0.42,538.0,0.31,0.3,0.42,
09/30/2005,2731.0,,,,,-2592.0,,,139.0,-50.0,98.0,111.0,-13.0,,0.0,,-48.0,89.0,-24.0,65.0,-6.0,,,71.0,-2.0,69.0,0.0,0.0,69.0,69.0,,539.0,0.13,0.12,0.27,544.0,0.12,0.11,0.26,
12/31/2005,2784.0,,,,,-2695.0,,,89.0,-38.0,,79.0,-14.0,,0.0,,-27.0,51.0,-30.0,21.0,-18.0,,,39.0,-4.0,35.0,0.0,0.0,35.0,35.0,,546.0,0.06,0.03,0.21,555.0,0.06,0.03,0.21,
03/31/2006,2674.0,,,,,-2337.0,,,337.0,-63.0,63.0,78.0,-15.0,,0.0,,0.0,274.0,-73.0,201.0,-216.0,,,417.0,-1.0,416.0,0.0,0.0,416.0,416.0,,547.0,0.76,0.37,0.44,555.0,0.75,0.36,0.43,
06/30/2006,2634.0,,,,,-2371.0,,,263.0,-66.0,66.0,78.0,-12.0,,,,0.0,197.0,-64.0,133.0,-41.0,,,174.0,-2.0,172.0,0.0,0.0,172.0,172.0,,549.0,0.31,0.24,0.29,555.0,0.31,0.24,0.29,
09/30/2006,2532.0,,,,,-2288.0,,,244.0,-60.0,60.0,75.0,-15.0,,0.0,,0.0,184.0,-48.0,136.0,-43.0,,,179.0,-3.0,176.0,0.0,0.0,176.0,176.0,,550.0,0.32,0.24,0.31,554.0,0.31,0.24,0.31,
12/31/2006,2707.0,,,,,-2396.0,,,311.0,-54.0,,72.0,-18.0,,0.0,,0.0,257.0,-87.0,170.0,-58.0,,,228.0,-2.0,226.0,0.0,0.0,226.0,226.0,,551.0,0.41,0.31,0.3,561.0,0.4,0.3,0.3,
03/31/2007,2812.0,,,,,-2425.0,,,387.0,-52.0,52.0,71.0,-19.0,,0.0,,0.0,335.0,-106.0,229.0,-40.0,,,269.0,-1.0,268.0,0.0,0.0,268.0,268.0,,553.0,0.49,0.41,0.46,562.0,0.47,0.41,0.45,
06/30/2007,2785.0,,,,,-2546.0,,,239.0,-26.0,60.0,75.0,-15.0,,0.0,,-34.0,213.0,-70.0,143.0,-37.0,,,180.0,-3.0,177.0,0.0,0.0,177.0,177.0,,548.0,0.32,0.26,0.3,558.0,0.31,0.25,0.29,
09/30/2007,2716.0,,,,,-2600.0,,,116.0,43.0,35.0,65.0,-30.0,,0.0,,-78.0,159.0,-75.0,84.0,-1865.0,,,1949.0,-4.0,1945.0,0.0,0.0,1945.0,1945.0,20.0,534.0,3.64,0.15,0.19,540.0,3.6,0.15,0.19,
12/31/2007,2864.0,,,,,-2760.0,,,104.0,36.0,,56.0,-31.0,,0.0,,-61.0,140.0,-44.0,96.0,5.0,,,91.0,-6.0,85.0,0.0,0.0,85.0,85.0,,520.0,0.15,0.18,0.25,525.0,0.15,0.18,0.24,
03/31/2008,3039.0,,,,0.0,-2702.0,,,337.0,-455.0,38.0,56.0,-18.0,,,,417.0,-118.0,-94.0,-212.0,-5.0,,,-207.0,-3.0,-210.0,0.0,0.0,-210.0,-210.0,,519.0,-0.4,-0.41,0.12,519.0,-0.4,-0.41,0.12,
06/30/2008,3048.0,,,,0.0,-2751.0,,,297.0,-174.0,43.0,55.0,-12.0,,,,131.0,123.0,-66.0,57.0,-10.0,,,67.0,-2.0,65.0,0.0,0.0,65.0,65.0,,512.0,0.13,0.11,0.41,518.0,0.13,0.11,0.41,
09/30/2008,2838.0,,,,0.0,-2768.0,,,70.0,-67.0,44.0,54.0,-10.0,,,,23.0,3.0,18.0,21.0,26.0,,,-5.0,-3.0,-8.0,0.0,0.0,-8.0,-8.0,,513.0,-0.02,0.04,0.22,523.0,-0.02,0.03,0.21,
12/31/2008,2642.0,,,,0.0,-2548.0,,,94.0,-28.0,47.0,55.0,-8.0,,,,-19.0,66.0,6.0,72.0,-11.0,,,83.0,-3.0,80.0,0.0,0.0,80.0,80.0,,514.0,0.16,0.14,0.37,514.0,0.15,0.13,0.37,
03/31/2009,2609.0,2609.0,,,0.0,-2285.0,,2285.0,324.0,-65.0,50.0,56.0,-6.0,15.0,,,0.0,259.0,-80.0,179.0,-1.0,-1.0,0.0,180.0,-4.0,176.0,0.0,0.0,176.0,212.7,37.7,515.0,0.33,0.33,0.41301,515.0,0.33,0.33,0.403204,
06/30/2009,2470.0,2470.0,,,0.0,-2176.0,,2176.0,294.0,-93.0,61.0,65.0,-4.0,32.0,,,0.0,201.0,-44.0,157.0,347.0,347.0,0.0,-190.0,-3.0,-193.0,0.0,0.0,-193.0,180.0,26.0,522.0,-0.36,0.28,0.344828,523.0,-0.36,0.28,0.329713,
09/30/2009,2354.0,2354.0,,,0.0,-2159.0,,2159.0,195.0,-34.0,56.0,59.0,-3.0,-22.0,,,0.0,161.0,46.0,207.0,-18.0,-18.0,0.0,225.0,-4.0,221.0,0.0,0.0,221.0,240.7,37.7,524.0,0.41,0.38,0.459351,526.0,0.41,0.38,0.451673,
12/31/2009,2564.0,2564.0,,,0.0,-2592.0,,2592.0,-28.0,-34.0,57.0,61.0,-4.0,-23.0,,,0.0,-62.0,57.0,-5.0,-30.0,-30.0,0.0,25.0,-2.0,23.0,0.0,0.0,23.0,214.65,221.65,528.0,0.04,-0.01,0.406534,531.0,0.04,-0.01,0.406534,
03/31/2010,2635.0,2635.0,,,0.0,-2210.0,,2210.0,425.0,-48.0,56.0,60.0,-4.0,-8.0,,,0.0,377.0,-103.0,274.0,22.0,22.0,0.0,252.0,-4.0,248.0,0.0,0.0,248.0,273.25,3.25,533.0,0.46,0.5,0.512664,536.0,0.45,0.49,0.496063,
06/30/2010,2606.0,2606.0,,,0.0,-2656.0,,2656.0,-50.0,-39.0,57.0,60.0,-3.0,-18.0,,,0.0,-89.0,60.0,-29.0,-271.0,-271.0,0.0,242.0,-6.0,236.0,,-3.0,233.0,-6.15,31.85,541.0,0.43,-0.06,-0.011368,545.0,0.43,-0.06,-0.011368,
09/30/2010,2524.0,2524.0,,,0.0,-2285.0,,2285.0,239.0,-56.0,54.0,60.0,-6.0,2.0,,,0.0,183.0,-55.0,128.0,-43.0,-43.0,0.0,171.0,-3.0,168.0,0.0,-3.0,165.0,143.45,21.45,543.0,0.3,0.23,0.26418,548.0,0.3,0.22,0.259142,
12/31/2010,2785.0,2785.0,,,0.0,-2460.0,,2460.0,325.0,-27.0,46.0,53.0,-7.0,-19.0,,,0.0,298.0,-106.0,192.0,-14.0,-14.0,0.0,206.0,-3.0,203.0,,0.0,203.0,226.05,37.05,542.0,0.37,0.35,0.417066,549.0,0.37,0.34,0.407486,
03/31/2011,2884.0,2884.0,,,0.0,-2412.0,,2412.0,472.0,-25.0,44.0,51.0,-7.0,-19.0,,,0.0,447.0,-128.0,319.0,-12.0,-12.0,0.0,331.0,-6.0,325.0,0.0,0.0,325.0,310.4,-2.6,544.0,0.59,0.57,0.570588,552.0,0.58,0.56,0.55529,
06/30/2011,2928.0,2928.0,,,0.0,-2463.0,,2463.0,465.0,-50.0,44.0,49.0,-5.0,6.0,,,0.0,415.0,-129.0,286.0,-3.0,-3.0,0.0,289.0,-7.0,282.0,0.0,0.0,282.0,279.65,0.65,547.0,0.51,0.51,0.511243,555.0,0.5,0.5,0.501171,
09/30/2011,2806.0,2806.0,,,0.0,-2496.0,,2496.0,310.0,-112.0,40.0,49.0,-9.0,0.0,,,72.0,198.0,-65.0,133.0,-2.0,-2.0,0.0,135.0,-5.0,130.0,0.0,-1.0,129.0,180.95,53.95,540.0,0.24,0.24,0.335093,549.0,0.24,0.23,0.32827,
12/31/2011,2908.0,2908.0,,,0.0,-2517.0,,2517.0,391.0,-47.0,43.0,50.0,-7.0,4.0,,,0.0,344.0,-100.0,244.0,-16.0,-16.0,0.0,260.0,-4.0,256.0,0.0,0.0,256.0,264.05,24.05,538.0,0.47,0.44,0.490799,548.0,0.46,0.44,0.483887,
03/31/2012,3051.0,3051.0,,,0.0,-2524.0,,2524.0,527.0,-20.0,40.0,46.0,-6.0,-20.0,,,0.0,507.0,-153.0,354.0,0.0,0.0,0.0,354.0,-7.0,347.0,0.0,0.0,347.0,350.25,3.25,542.0,0.64,0.64,0.646218,551.0,0.63,0.63,0.635898,
06/30/2012,3026.0,3026.0,,,0.0,-2508.0,,2508.0,518.0,-35.0,39.0,45.0,-6.0,-4.0,,,0.0,483.0,-144.0,339.0,2.0,2.0,0.0,337.0,-8.0,329.0,0.0,0.0,329.0,336.2,5.2,545.0,0.6,0.61,0.616881,553.0,0.59,0.6,0.609403,
09/30/2012,2845.0,2845.0,,,0.0,-2467.0,,2467.0,378.0,-42.0,38.0,44.0,-6.0,4.0,,,0.0,336.0,-90.0,246.0,-1.0,-1.0,0.0,247.0,-6.0,241.0,0.0,0.0,241.0,234.8,-5.2,544.0,0.44,0.44,0.431618,552.0,0.44,0.43,0.42058,
