Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/03/2001,1037.368042,,-698.908997,,338.459045,,-243.246994,,,95.211998,0.0,,0.0,,,0.0,0.0,95.211998,-34.757,60.455002,0.0,,,60.454998,0.0,60.455002,0.0,0.0,60.455002,60.455002,,171.459,0.35,0.35,0.35,172.682007,0.35,0.35,0.35,
06/02/2001,887.036987,,-574.60498,,312.432007,,-228.197998,,,84.234001,0.0,,0.0,,,0.0,0.0,84.234001,-30.745001,53.488998,0.0,,,53.489,0.0,53.488998,0.0,0.0,53.488998,53.488998,,171.740005,0.31,0.31,0.31,173.029007,0.31,0.31,0.31,
09/01/2001,920.809021,,-630.013977,,290.795044,,-237.057999,,,53.737,0.0,,0.0,,,0.0,0.0,53.737,-19.636999,34.099998,0.0,,,34.100001,0.0,34.099998,0.0,0.0,34.099998,34.099998,,171.901993,0.2,0.2,0.2,173.240997,0.2,0.2,0.2,
12/01/2001,977.132996,,-642.719971,,334.413025,,-255.347,,,79.066002,0.0,,0.0,,,0.0,0.0,79.066002,-28.858999,50.207001,0.0,,,50.207003,0.0,50.207001,0.0,0.0,50.207001,50.207001,,172.251999,0.29,0.29,0.29,173.597,0.29,0.29,0.29,
03/02/2002,1105.165039,,-740.419983,,364.745056,,-264.322998,,,100.421997,0.0,,0.0,,,0.0,0.0,100.421997,-36.653999,63.768002,0.0,,,63.767998,0.0,63.768002,0.0,0.0,63.768002,63.768002,,172.598007,0.37,0.37,0.37,173.934006,0.37,0.37,0.37,
06/01/2002,1022.08197,,-666.734985,,355.346985,,-259.188995,,,96.157997,0.0,,0.0,,,0.0,0.0,96.157997,-35.098,61.060001,0.0,,,61.059997,0.0,61.060001,0.0,0.0,61.060001,61.060001,,173.074005,0.35,0.35,0.35,174.356995,0.35,0.35,0.35,
08/31/2002,1058.271973,,-716.857971,,341.414002,,-275.438995,,,65.974998,0.0,,0.0,,,0.0,0.0,65.974998,-24.080999,41.894001,0.0,,,41.893999,0.0,41.894001,0.0,0.0,41.894001,41.894001,,173.276993,0.24,0.24,0.24,174.322006,0.24,0.24,0.24,
11/30/2002,1108.636963,,-727.804993,,380.83197,,-290.315002,,,90.516998,0.0,,0.0,,,0.0,0.0,90.516998,-33.039001,57.478001,0.0,,,57.477997,0.0,57.478001,0.0,0.0,57.478001,57.478001,,173.076996,0.33,0.33,0.33,173.942001,0.33,0.33,0.33,
03/01/2003,1256.182983,,-838.661987,,417.520996,,-303.01001,,,114.511002,0.0,,0.0,,,0.0,0.0,114.511002,-41.796001,72.714996,0.0,,,72.715001,0.0,72.714996,0.0,0.0,72.714996,72.714996,,172.151001,0.42,0.42,0.42,173.037003,0.42,0.42,0.42,
05/31/2003,1176.876953,,-768.494995,,408.381958,,-298.766998,,,109.614998,0.0,,0.0,,,0.0,0.0,109.614998,-40.009998,69.605003,0.0,,,69.605,0.0,69.605003,0.0,0.0,69.605003,69.605003,,172.074997,0.4,0.4,0.4,173.048996,0.4,0.4,0.4,
08/30/2003,1208.474,,-810.826111,,397.647889,,-322.565949,,,75.082008,0.0,,0.0,,,0.0,0.0,75.082008,-27.405,47.677006,0.0,,,47.677008,0.0,47.677006,0.0,0.0,47.677006,47.677006,,172.080978,0.28,0.28,0.28,173.388016,0.27,0.27,0.27,
11/29/2003,1244.682983,,-813.357971,,431.325012,,-331.428986,,,99.896004,0.0,,0.0,,,0.0,0.0,99.896004,-36.459,63.437,0.0,,,63.437004,0.0,63.437,0.0,0.0,63.437,63.437,,172.352997,0.37,0.37,0.37,173.641006,0.37,0.37,0.37,
02/28/2004,1402.798,,-928.984,,473.814,,-345.56,,,128.254,0.0,,0.0,,,0.0,0.0,128.254,-46.813,81.441,0.0,,,81.441,0.0,81.441,0.0,0.0,81.441,81.441,,172.061,0.47,0.47,0.47,173.003,0.47,0.47,0.47,
05/29/2004,1310.159,,-852.783,,457.376,,-341.14,,,116.236,0.0,,0.0,,,0.0,0.0,116.236,-42.426,73.81,0.0,,,73.81,0.0,73.81,0.0,0.0,73.81,73.81,,170.862,0.43,0.43,0.43,171.571,0.43,0.43,0.43,
08/28/2004,1324.248017,,-901.153029,,423.094988,,-354.869,,,68.226,0.0,,,,,0.0,,68.226,-25.244,42.982,0.0,,,42.982,0.0,42.982,0.0,0.0,42.982,42.982,,167.804003,0.256144,0.256144,0.256144,168.280994,0.255418,0.255418,0.255418,
11/27/2004,1380.244995,,-919.893005,,460.35199,,-375.187012,,,85.165001,0.0,,0.0,,,0.0,0.0,85.165001,-30.736,54.429001,0.0,,,54.429001,0.0,54.429001,0.0,0.0,54.429001,54.429001,,167.619003,0.32,0.32,0.32,168.007996,0.32,0.32,0.32,
02/26/2005,1586.754,,-1065.835,,520.919,,-394.422,,,126.497,0.0,,0.0,,,0.0,0.0,126.497,-46.424,80.073,0.0,,,80.073,0.0,80.073,0.0,0.0,80.073,80.073,,167.723,0.48,0.48,0.48,168.361,0.48,0.48,0.48,
05/28/2005,1427.966,,-948.614,,479.352,,-394.4,,,84.952,0.0,,0.0,,,0.0,0.0,84.952,-31.178,53.774,0.0,,,53.774,0.0,53.774,0.0,0.0,53.774,53.774,,166.858,0.32,0.32,0.32,167.16,0.32,0.32,0.32,
08/27/2005,1429.843,,-974.227,,455.616,,-409.435,,,46.181,0.0,,0.0,,,0.0,0.0,46.181,-16.948,29.233,0.0,,,29.233,0.0,29.233,0.0,0.0,29.233,29.233,,164.963,0.18,0.18,0.18,165.057,0.18,0.18,0.18,
11/26/2005,1511.457,,-1003.254,,508.203,0.0,-425.291,425.291,0.0,82.912,-1.342,1.342,2.193,-0.851,,0.0,0.0,81.57,-30.181,51.389,0.0,,,51.389,0.0,51.389,0.0,0.0,51.389,51.389,,159.33,0.32,0.32,0.32,160.472,0.32,0.32,0.32,
02/25/2006,1735.683,,-1165.194,,570.489,0.0,-438.177,438.177,0.0,132.312,-45.758,0.758,2.956,-2.198,,0.0,45.0,86.554,-32.025,54.529,0.0,,,54.529,0.0,54.529,0.0,0.0,54.529,54.529,,155.293,0.35,0.35,0.53,156.755,0.35,0.35,0.53,
05/27/2006,1569.516,,-1041.789,,527.727,,-435.366,,,92.361,-1.007,1.007,3.093,-2.086,,0.0,0.0,91.354,-34.44,56.914,0.0,,,56.914,0.0,56.914,0.0,0.0,56.914,56.914,,154.26,0.37,0.37,0.37,154.566,0.37,0.37,0.37,
08/26/2006,1578.116,,-1066.229,,511.887,0.0,-457.167,,,54.72,1.799,3.054,4.853,-1.799,,0.0,-4.853,56.519,-19.387,37.132,0.0,,,37.132,0.0,32.279,0.0,0.0,32.279,32.279,,153.71,0.21,0.21,0.21,307.42,0.21,0.21,0.21,
11/25/2006,1600.264,,-1047.382,,552.882,0.0,-461.755,461.755,0.0,91.127,-4.059,4.059,5.506,-1.447,,0.0,0.0,87.068,-32.944,54.124,0.0,,,54.124,0.0,54.124,0.0,0.0,54.124,54.124,,150.461,0.36,0.36,0.36,150.961,0.36,0.36,0.36,
03/03/2007,1947.38,,-1294.87,,652.51,0.0,-509.204,509.204,0.0,143.306,-1.159,1.159,4.667,-3.508,,0.0,0.0,142.147,-51.604,90.543,0.0,,,90.543,0.0,90.543,0.0,0.0,90.543,90.543,,150.656,0.6,0.6,0.6,150.925,0.6,0.6,0.6,
06/02/2007,1654.776,,-1077.765,,577.011,,-484.137,,,92.874,0.057,-0.057,3.167,-3.224,,0.0,0.0,92.931,-32.557,60.374,0.0,,,60.374,0.0,60.374,0.0,0.0,60.374,60.374,3.705,149.758,0.4,0.4,0.43,150.495,0.4,0.4,0.43,
09/01/2007,1631.885,,-1092.225,,539.66,,-478.334,478.334,0.0,61.326,-1.576,1.576,4.087,-2.511,,0.0,0.0,59.75,-21.937,37.813,0.0,,,37.813,0.0,37.813,0.0,0.0,37.813,37.813,,145.572,0.26,0.26,0.26,146.16,0.26,0.26,0.26,
12/01/2007,1683.043,,-1107.018,,576.025,0.0,-490.885,490.885,0.0,85.14,-2.526,2.526,4.611,-2.085,,,0.0,82.614,-30.668,51.946,0.0,,,51.946,0.0,51.946,0.0,0.0,51.946,51.946,0.0,140.936,0.37,0.37,0.37,141.324,0.37,0.37,0.37,
03/01/2008,1832.611,,-1233.528,,599.083,0.0,-502.62,502.62,0.0,96.463,-0.011,0.011,3.355,-3.344,,,0.0,96.452,-33.149,63.303,,,,63.303,,63.303,0.0,0.0,63.303,63.303,,140.439,0.45,0.45,0.45,140.617,0.45,0.45,0.45,
05/31/2008,1702.197,,-1112.755,,589.442,0.0,-487.835,487.835,0.0,101.607,-0.388,0.388,3.361,-2.973,,,0.0,101.219,-36.546,64.673,0.0,0.0,0.0,64.673,0.0,64.673,0.0,0.0,64.673,64.673,0.0,139.696,0.46,0.46,0.46,139.92,0.46,0.46,0.46,
08/30/2008,1765.777,,-1184.525,,581.252,,-499.156,,,82.096,-0.619,0.619,3.259,-2.64,,0.0,0.0,81.477,-28.326,53.151,0.0,,,53.151,0.0,53.151,0.0,0.0,53.151,53.151,,139.701,0.38,0.38,0.38,140.114,0.38,0.38,0.38,
11/29/2008,1753.833,1753.833,-1139.38,1139.38,614.453,0.0,-522.049,522.049,0.0,92.404,0.382,-0.382,3.217,-3.599,,,0.0,92.786,-33.497,59.289,0.0,0.0,0.0,59.289,0.0,59.289,0.0,0.0,59.289,60.3628,1.0738,139.817,0.42,0.42,0.431727,140.237,0.42,0.42,0.427657,
02/28/2009,1992.26,1992.26,-1320.956,1320.956,671.304,0.0,-537.218,537.218,0.0,134.086,-1.781,1.781,3.345,-1.564,,,0.0,132.305,-48.165,84.14,0.0,0.0,0.0,84.14,0.0,84.14,0.0,0.0,84.14,88.01075,3.87075,139.996,0.6,0.6,0.628666,140.456,0.6,0.6,0.627558,
05/30/2009,1843.089,1843.089,-1175.897,1175.897,667.192,0.0,-528.158,528.158,0.0,139.034,-2.337,2.337,3.216,-0.879,,,0.0,136.697,-48.976,87.721,0.0,0.0,0.0,87.721,0.0,87.721,0.0,0.0,87.721,93.91875,6.19775,140.319,0.63,0.63,0.669323,141.195,0.62,0.62,0.663895,
08/29/2009,1811.424,1811.424,-1186.168,1186.168,625.256,0.0,-533.511,533.511,0.0,91.745,-2.608,2.608,3.161,-0.553,,,0.0,89.137,-29.021,60.116,0.0,0.0,0.0,60.116,0.0,60.116,0.0,0.0,60.116,60.36885,0.25285,139.441,0.43,0.43,0.432935,140.199,0.43,0.43,0.431804,
11/28/2009,1822.906,1822.906,-1164.684,1164.684,658.222,0.0,-548.551,548.551,0.0,109.671,-2.94,2.94,3.335,-0.395,,,0.0,106.731,-39.11,67.621,0.0,0.0,0.0,67.621,0.0,67.621,0.0,0.0,67.621,69.27265,1.65165,138.686,0.49,0.49,0.499493,139.271,0.49,0.49,0.499493,
02/27/2010,2090.23,2090.23,-1349.399,1349.399,740.831,0.0,-559.48,559.48,0.0,181.351,-3.099,3.099,3.368,-0.269,,,0.0,178.252,-66.043,112.209,0.0,0.0,0.0,112.209,0.0,112.209,0.0,0.0,112.209,113.7261,1.5171,137.48,0.82,0.82,0.827219,138.142,0.81,0.81,0.820982,
05/29/2010,1996.989,1996.989,-1266.761,1266.761,730.228,0.0,-560.165,560.165,0.0,170.063,-2.865,2.865,3.297,-0.432,,,0.0,167.198,-62.847,104.351,0.0,0.0,0.0,104.351,0.0,104.351,0.0,0.0,104.351,104.507,0.156,134.766,0.77,0.77,0.77547,135.789,0.77,0.77,0.771149,
08/28/2010,1956.846,1956.846,-1278.127,1278.127,678.719,0.0,-564.206,564.206,0.0,114.513,-2.836,2.836,3.337,-0.501,-0.501,,0.501,111.677,-37.723,73.954,0.0,0.0,0.0,73.954,0.0,73.954,0.0,0.0,73.954,78.6626,4.7086,132.049,0.56,0.56,0.595708,133.181,0.56,0.56,0.595355,
11/27/2010,1996.941,1996.941,-1277.376,1277.376,719.565,0.0,-597.983,597.983,0.0,121.582,-3.131,,3.518,,-0.387,,0.0,118.451,-44.136,74.315,0.0,0.0,0.0,74.315,0.0,74.315,0.0,0.0,74.315,76.40995,2.09495,127.984,0.58,0.58,0.597027,129.141,0.58,0.58,0.596222,
02/26/2011,2263.169,2263.169,-1455.802,1455.802,807.367,0.0,-607.002,607.002,0.0,200.365,-4.16,,4.582,,-0.422,,0.0,196.205,-73.025,123.18,0.0,0.0,0.0,123.18,0.0,123.18,0.0,0.0,123.18,123.3308,0.1508,124.619,0.99,0.99,0.989663,125.701,0.98,0.98,0.9812,
05/28/2011,2153.395,2153.395,-1373.639,1373.639,779.756,0.0,-595.403,595.403,0.0,184.353,-6.689,,7.144,,-0.455,,0.0,177.664,-66.563,111.101,0.0,0.0,0.0,111.101,0.0,111.101,0.0,0.0,111.101,112.54335,1.44235,121.546,0.91,0.91,0.925932,122.656,0.91,0.91,0.921759,
08/27/2011,2134.33,2134.33,-1408.723,1408.723,725.607,0.0,-593.835,593.835,0.0,131.772,-6.934,,7.202,,-0.268,,0.0,124.838,-44.989,79.849,0.0,0.0,0.0,79.849,0.0,79.849,0.0,0.0,79.849,82.31055,2.46155,119.292,0.67,0.67,0.689992,120.444,0.66,0.66,0.680437,
