Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/28/2010,1195.874,442.494,84.349,358.145,113.901,113.901,0.0,0.0,0.0,0.0,0.0,0.0,45.453,,,,,21.576,601.848,27.256,55.96,-28.704,0.0,566.77,557.534,441.623,115.911,,9.236,594.026,,47.811,0.406,,,47.405,42.088,0.0,,,,42.088,172.511,,,0.0,262.41,327.099,327.099,,,,60.704,,,,,38.443,22.261,387.803,650.213,0,462.092,1.057,461.035,-21.614,111.531,-6.348,545.661,0,545.661,1195.874,
05/31/2010,947.931,213.547,152.148,61.399,92.53,92.53,0.0,0.0,0.0,0.0,0.0,0.0,56.309,,,,,32.975,362.386,25.387,55.643,-30.256,0.0,560.158,553.257,441.623,111.634,,6.901,585.545,,58.323,0.534,,,57.789,8.245,0.0,,,,8.245,182.606,,,0.0,249.174,62.325,62.325,,,,59.998,,,,,36.712,23.286,122.323,371.497,0,466.441,1.057,465.384,-21.618,135.598,-3.987,576.434,0,576.434,947.931,
08/31/2010,2948.455,240.328,197.735,42.593,114.527,114.527,0.0,0.0,0.0,0.0,0.0,0.0,90.872,40.529,,,,20.8,445.727,35.612,71.5,-35.888,0.0,2467.116,2436.42,1703.486,732.934,,30.696,2502.728,,111.727,1.462,,,110.265,11.663,0.0,,,,11.663,285.934,,,0.0,409.324,1254.048,1254.048,,,,250.883,,,,,223.736,27.147,1504.931,1914.255,0,916.032,1.193,914.839,-23.375,145.917,-4.374,1034.2,0,1034.2,2948.455,
11/30/2010,3057.481,342.24,269.423,72.817,137.988,137.988,0.0,0.0,0.0,0.0,0.0,0.0,94.734,18.315,0.0,,,18.894,574.962,35.723,80.631,-44.908,0.0,2446.796,2417.357,1706.671,710.686,,29.439,2482.519,,141.684,0.213,0.0,0.0,141.471,54.932,0.0,0.0,0.0,,54.932,269.468,0.0,0.0,0.0,466.084,1207.966,1207.966,0.0,0.0,,281.261,0.0,0.0,0.0,0.0,254.147,27.114,1489.227,1955.311,0,948.207,1.207,947.0,-35.201,190.007,-0.843,1102.17,0,1102.17,3057.481,
03/31/2011,2910.484,177.801,127.64,50.161,185.714,185.714,0.0,0.0,0.0,0.0,0.0,0.0,85.451,28.951,,,,18.562,448.966,33.065,81.19,-48.125,0.0,2428.453,2400.665,1706.671,693.994,,27.788,2461.518,,83.569,0.471,,,83.098,10.329,0.0,,,,10.329,284.119,,,0.0,378.017,1109.284,1109.284,,,,273.16,,,,,246.897,26.263,1382.444,1760.461,0,964.303,1.212,963.091,-38.097,223.528,0.289,1150.023,0,1150.023,2910.484,
06/30/2011,3009.587,287.062,175.895,111.167,177.189,177.189,0.0,0.0,0.0,0.0,0.0,0.0,97.069,35.675,,,,21.258,561.32,36.075,91.074,-54.999,0.0,2412.192,2386.156,1708.585,677.571,,26.036,2448.267,,116.12,0.625,,,115.495,10.331,0.0,,,,10.331,297.115,,,0.0,423.566,1106.7,1106.7,,,,270.276,,,,,241.538,28.738,1376.976,1800.542,0,977.883,1.216,976.667,-38.115,269.188,0.089,1209.045,0,1209.045,3009.587,
09/30/2011,3064.214,364.329,221.575,142.754,166.948,166.948,0.0,0.0,0.0,0.0,0.0,0.0,101.159,19.132,,,,27.015,632.436,36.911,93.938,-57.027,0.0,2394.867,2369.734,1708.585,661.149,,25.133,2431.778,,129.559,0.431,,,129.128,10.334,0.0,,,,10.334,294.001,,,0.0,433.894,1104.116,1104.116,,,,264.256,,,,,236.372,27.884,1368.372,1802.266,0,985.47,1.217,984.253,-38.142,318.975,-4.355,1261.948,0,1261.948,3064.214,
12/31/2011,3092.996,392.701,252.211,140.49,180.566,180.566,0.0,0.0,0.0,0.0,0.0,0.0,104.676,38.022,0.0,,,25.702,677.943,37.623,97.711,-60.088,0.0,2377.43,2353.466,1708.585,644.881,,23.964,2415.053,,150.862,0.239,0.0,0.0,150.623,10.339,0.0,0.0,0.0,,10.339,291.604,0.0,0.0,0.0,452.805,1066.548,1066.548,0.0,0.0,,268.211,0.0,0.0,0.0,0.0,240.456,27.755,1334.759,1787.564,0,996.892,1.227,995.665,-49.827,363.461,-5.094,1305.432,0,1305.432,3092.996,
03/31/2012,3113.047,460.179,266.022,194.157,172.181,172.181,0.0,0.0,0.0,0.0,0.0,0.0,80.772,16.741,,,,23.992,713.132,39.71,105.392,-65.682,0.0,2360.205,2337.507,1708.585,628.922,,22.698,2399.915,,78.316,0.166,,,78.15,10.342,0.0,,,,10.342,332.533,,,0.0,421.191,1063.962,1063.962,,,,263.29,,,,,235.429,27.861,1327.252,1748.443,0,1012.267,1.231,1011.036,-52.136,407.427,-2.954,1364.604,0,1364.604,3113.047,
06/30/2012,2994.89,359.767,273.307,86.46,136.074,136.074,0.0,0.0,0.0,0.0,0.0,0.0,109.26,37.927,,,,23.721,605.101,54.793,118.766,-63.973,0.0,2334.996,2321.548,1708.585,612.963,,13.448,2389.789,,106.87,0.657,,,106.213,43.07,0.0,,,,43.07,333.89,,,0.0,483.83,833.175,833.175,,,,268.229,,,,,230.232,37.997,1101.404,1585.234,0,1021.279,1.233,1020.046,-52.42,444.973,-4.176,1409.656,0,1409.656,2994.89,
09/30/2012,3053.191,434.343,340.458,93.885,124.309,124.309,0.0,0.0,0.0,0.0,0.0,0.0,112.129,39.611,,,,23.159,670.781,64.012,131.734,-67.722,0.0,2318.398,2305.589,1708.585,597.004,,12.809,2382.41,,126.92,1.694,,,125.226,43.082,0.0,,,,43.082,323.503,,,0.0,493.505,822.401,822.401,,,,269.222,,,,,226.796,42.426,1091.623,1585.128,0,1030.034,1.236,1028.798,-52.861,493.247,-2.357,1468.063,0,1468.063,3053.191,
12/31/2012,3019.639,254.207,183.309,70.898,153.557,153.557,0.0,0.0,0.0,0.0,0.0,0.0,107.071,32.431,0.0,,,25.085,514.835,67.419,126.497,-59.078,0.0,2437.385,2424.484,1783.41,641.074,,12.901,2504.804,,158.627,2.985,0.0,0.0,155.642,43.093,0.0,0.0,0.0,,43.093,308.225,0.0,0.0,0.0,509.945,811.623,811.623,0.0,0.0,,272.84,0.0,0.0,0.0,0.0,234.245,38.595,1084.463,1594.408,0,1001.254,1.24,1000.014,-120.926,547.699,-2.796,1425.231,0,1425.231,3019.639,
03/31/2013,3031.86,263.029,263.029,0.0,166.915,166.915,0.0,0.0,0.0,0.0,0.0,0.0,93.389,15.385,,,,24.261,523.333,64.608,126.996,-62.388,0.0,2443.919,2430.838,1799.453,631.385,,13.081,2508.527,,88.552,1.138,,,87.414,43.106,0.0,,,,43.106,351.193,,,0.0,482.851,785.856,785.856,,,,274.415,,,,,234.5,39.915,1060.271,1543.122,0,1018.148,1.249,1016.899,-130.323,606.636,-5.723,1488.738,0,1488.738,3031.86,
06/30/2013,3105.098,334.701,334.701,0.0,160.101,160.101,0.0,0.0,0.0,0.0,0.0,0.0,122.714,45.547,,,,23.677,617.516,65.982,132.806,-66.824,0.0,2421.6,2409.135,1792.31,616.825,,12.465,2487.582,,105.8,0.979,,,104.821,43.118,0.0,,,,43.118,347.548,,,0.0,496.466,775.072,775.072,,,,277.732,,,,,235.066,42.666,1052.804,1549.27,0,1025.761,1.251,1024.51,-130.847,667.689,-6.775,1555.828,0,1555.828,3105.098,
09/30/2013,3081.589,283.75,283.75,0.0,179.92,179.92,0.0,0.0,0.0,0.0,0.0,0.0,126.425,47.377,,,,28.662,590.095,73.809,147.665,-73.856,0.0,2417.685,2404.989,1797.223,607.766,,12.696,2491.494,,142.38,1.319,,,141.061,54.13,0.0,,,,54.13,335.443,,,0.0,531.953,753.285,753.285,,,,274.204,,,,,229.877,44.327,1027.489,1559.442,0,1037.985,1.253,1036.732,-236.136,722.999,-2.701,1522.147,0,1522.147,3081.589,
12/31/2013,3136.115,358.434,358.434,0.0,169.49,169.49,0.0,0.0,0.0,0.0,0.0,0.0,96.346,14.568,0.0,,,28.89,624.27,85.588,160.959,-75.371,0.0,2426.257,2408.871,1813.164,595.707,,17.386,2511.845,,163.378,1.198,0.0,0.0,162.18,19.772,0.0,0.0,0.0,,19.772,319.891,0.0,0.0,0.0,503.041,788.01,788.01,0.0,0.0,,280.717,0.0,0.0,0.0,0.0,234.649,46.068,1068.727,1571.768,0,1074.413,1.256,1073.157,-268.391,758.975,-0.65,1564.347,0,1564.347,3136.115,
03/31/2014,3093.818,260.45,260.45,0.0,191.905,191.905,0.0,0.0,0.0,0.0,0.0,0.0,536.505,17.091,,415.673,,27.746,988.86,79.758,157.612,-77.854,0.0,2025.2,2009.521,1547.173,462.348,,15.679,2104.958,,84.391,1.542,,,82.849,19.775,0.0,,,,19.775,442.485,,,128.2,546.651,783.065,783.065,,,,200.371,,,,,159.141,41.23,983.436,1530.087,0,1058.647,1.261,1057.386,-345.55,850.655,-0.021,1563.731,0,1563.731,3093.818,
06/30/2014,3133.235,683.239,683.239,0.0,213.432,213.432,0.0,0.0,0.0,0.0,0.0,0.0,110.222,33.57,,,,30.629,1006.893,94.803,187.082,-92.279,0.0,2031.539,2015.645,1561.12,454.525,,15.894,2126.342,,131.596,1.859,,,129.737,19.778,0.0,,,,19.778,324.117,,,0.0,475.491,778.119,778.119,,,,212.947,,,,,172.241,40.706,991.066,1466.557,0,1098.813,1.264,1097.549,-377.626,947.034,-1.543,1666.678,0,1666.678,3133.235,
09/30/2014,2880.279,448.193,448.193,0.0,191.806,191.806,0.0,0.0,0.0,0.0,0.0,0.0,118.59,35.027,,,,31.439,758.589,93.787,186.798,-93.011,0.0,2027.903,2012.477,1567.443,445.034,,15.426,2121.69,,157.597,1.695,,,155.902,19.8,0.0,,,,19.8,321.261,,,0.0,498.658,773.173,773.173,,,,211.933,,,,,171.681,40.252,985.106,1483.764,0,1018.571,1.266,1017.305,-588.119,978.358,-12.276,1396.534,0,1396.534,2880.298,
12/31/2014,2882.533,508.799,508.799,0.0,178.717,178.717,0.0,0.0,0.0,0.0,0.0,0.0,81.942,29.18,,,3.944,30.553,769.458,94.074,186.882,-92.808,0.0,2019.001,1998.532,1564.904,433.628,,16.525,2113.075,,161.894,2.835,0.0,0.0,159.059,0.0,0.0,0.0,0.0,,,311.018,0.0,,0.0,472.912,788.358,788.358,0.0,0.0,,188.43,0.0,0.0,0.0,0.0,137.838,50.592,976.788,1449.7,0,1023.487,1.266,1022.221,-588.378,1022.695,-24.971,1432.833,0,1432.833,2882.533,
03/31/2015,2896.527,537.751,537.751,0.0,184.827,184.827,0.0,0.0,0.0,0.0,0.0,0.0,66.054,16.344,,,,31.918,788.632,97.498,196.728,-99.23,0.0,2010.397,1979.462,1561.852,417.61,,30.935,2107.895,,106.891,1.139,,,105.752,0.0,0.0,,,,,344.869,,,0.0,451.76,800.0,800.0,,,,189.067,,,,,136.793,52.274,989.067,1440.827,0,1039.907,1.272,1038.635,-598.735,1046.098,-31.57,1455.7,0,1455.7,2896.527,
06/30/2015,2875.628,455.021,455.021,0.0,214.487,214.487,0.0,0.0,0.0,0.0,0.0,0.0,107.268,53.682,0.021,,,36.866,776.776,93.293,199.024,-105.731,0.0,2005.559,1975.652,1565.453,410.199,,29.886,2098.852,,119.782,2.17,,,117.612,0.0,0.0,,,,,338.85,,,0.0,458.632,800.0,800.0,,,,183.282,,,,,128.366,54.916,983.282,1441.914,0,1162.69,1.28,1161.41,-785.787,1081.671,-24.86,1433.714,0,1433.714,2875.628,
09/30/2015,3366.791,993.488,993.488,0.0,208.239,208.239,0.0,0.0,0.0,0.0,0.0,0.0,84.63,33.741,,,,36.791,1286.357,94.964,206.331,-111.367,0.0,1985.47,1963.03,1563.087,399.943,,22.44,2080.434,,162.825,1.806,,,161.019,0.0,0.0,,,,,328.139,,,0.0,490.964,1578.849,1578.849,,,,177.873,,,,,123.011,54.862,1756.722,2247.686,0,1168.175,1.281,1166.894,-1139.613,1121.858,-31.315,1119.105,0,1119.105,3366.791,
12/31/2015,3146.987,777.706,777.706,0.0,208.239,208.239,0.0,0.0,0.0,0.0,0.0,0.0,77.326,46.115,,,9.18,30.571,1063.271,98.926,213.606,-114.68,0.0,1984.79,1957.111,1565.621,391.49,,18.499,2083.716,,180.562,2.512,0.0,0.0,178.05,0.0,0.0,0.0,0.0,,,317.554,0.0,,0.0,498.116,1579.404,1579.404,0.0,0.0,,167.98,0.0,0.0,0.0,0.0,110.937,57.043,1747.384,2245.5,0,1174.465,1.282,1173.183,-1395.695,1158.462,-35.745,901.487,0,901.487,3146.987,
03/31/2016,2831.634,445.014,445.014,0.0,260.168,260.168,0.0,0.0,0.0,0.0,0.0,0.0,58.629,27.648,,,8.507,30.981,763.811,96.007,214.76,-118.753,0.0,1971.816,1945.046,1564.186,380.86,,18.263,2067.823,,108.46,1.514,,,106.946,0.0,0.0,,,,,360.008,,,0.0,468.468,1579.96,1579.96,,,,167.55,,,,,106.0,61.55,1747.51,2215.978,0,1197.028,1.288,1195.74,-1742.417,1196.783,-35.738,615.656,0,615.656,2831.634,
06/30/2016,2790.986,404.614,404.614,0.0,247.497,247.497,0.0,0.0,0.0,0.0,0.0,0.0,84.946,56.158,1.367,,9.242,28.788,737.057,97.808,223.133,-125.325,0.0,1956.121,1928.798,1560.083,368.715,,16.714,2053.929,,144.41,1.732,,,142.678,0.0,0.0,,,,,365.294,,,0.0,509.704,1580.515,1580.515,,,,165.614,,,,,105.006,60.608,1746.129,2255.833,0,1206.878,1.289,1205.589,-1865.719,1242.151,-48.157,535.153,0,535.153,2790.986,
09/30/2016,3307.084,974.062,974.062,0.0,235.803,235.803,0.0,0.0,0.0,0.0,0.0,0.0,52.498,20.585,,,9.793,31.702,1262.363,99.259,232.496,-133.237,0.0,1945.462,1916.862,1558.431,358.431,,18.807,2044.721,,173.498,1.249,,,172.249,0.0,0.0,,,,,343.279,,,0.0,516.777,2074.478,2074.478,,,,164.31,,,,,102.499,61.811,2238.788,2755.565,0,1216.951,1.29,1215.661,-1895.027,1280.497,-50.902,551.519,0,551.519,3307.084,
12/31/2016,3082.578,791.834,791.834,0.0,221.504,221.504,0.0,0.0,0.0,0.0,0.0,0.0,42.332,12.389,,,9.531,29.916,1055.67,95.585,232.426,-136.841,0.0,1931.323,1903.49,1555.85,347.64,,18.302,2026.908,,202.088,0.568,0.0,0.0,201.52,0.0,0.0,0.0,0.0,,,334.482,0.0,,0.0,536.57,2075.201,2075.201,0.0,0.0,,153.202,0.0,0.0,0.0,0.0,94.067,59.135,2228.403,2764.973,0,1226.855,1.29,1225.565,-2170.739,1322.224,-60.735,317.605,0,317.605,3082.578,
03/31/2017,3005.138,696.972,696.972,0.0,262.289,262.289,0.0,0.0,0.0,0.0,0.0,0.0,29.39,0.0,,,9.687,29.239,988.651,93.156,239.375,-146.219,0.0,1923.331,1895.56,1556.453,339.107,,18.084,2016.487,,117.73,1.138,3.755,,112.837,0.0,0.0,,,,,378.618,,,0.0,496.348,2075.924,2075.924,,,,154.028,,,,,91.845,62.183,2229.952,2726.3,0,1238.4,1.294,1237.106,-2271.112,1369.406,-57.856,278.838,0,278.838,3005.138,
06/30/2017,3090.097,750.581,750.581,0.0,289.227,289.227,0.0,0.0,0.0,0.0,0.0,0.0,43.63,16.201,,,9.992,27.42,1083.438,88.825,244.709,-155.884,0.0,1917.834,1891.053,1558.429,332.624,,16.789,2006.659,,153.154,0.329,,,152.825,0.0,0.0,,,,,399.243,,,0.0,552.397,2076.647,2076.647,,,,153.853,,,,,87.422,66.431,2230.5,2782.897,0,1248.074,1.295,1246.779,-2312.471,1424.962,-53.365,307.2,0,307.2,3090.097,
09/30/2017,3154.472,799.015,799.015,0.0,309.196,309.196,0.0,0.0,0.0,0.0,0.0,0.0,44.87,7.42,,,11.091,37.34,1153.081,85.68,250.484,-164.804,0.0,1915.711,1888.495,1560.169,328.326,,16.125,2001.391,,188.652,2.385,,,186.267,0.0,0.0,,,,,374.865,,,0.0,563.517,2077.37,2077.37,,,,153.271,,,,,84.432,68.839,2230.641,2794.158,0,1256.911,1.295,1255.616,-2321.862,1475.347,-50.082,360.314,0,360.314,3154.472,
12/31/2017,3275.668,889.502,889.502,0.0,327.597,327.597,0.0,0.0,0.0,0.0,0.0,0.0,50.03,15.103,,,12.013,34.927,1267.129,94.437,265.717,-171.28,0.0,1914.102,1882.457,1560.621,321.836,,19.632,2008.539,,233.188,1.612,0.0,0.0,231.576,0.0,0.0,0.0,0.0,,,374.483,0.0,,0.0,607.671,2078.093,2078.093,0.0,0.0,,188.892,0.0,0.0,0.0,0.0,78.027,110.865,2266.985,2874.656,0,1266.144,1.295,1264.849,-2321.989,1505.204,-48.347,401.012,0,401.012,3275.668,
03/31/2018,3344.494,849.828,849.828,0.0,462.577,462.577,0.0,0.0,0.0,0.0,0.0,0.0,35.952,1.153,,,11.876,34.799,1348.357,86.31,263.872,-177.562,0.0,1909.827,1878.919,1562.66,316.259,,19.032,1996.137,,152.583,1.382,22.144,,129.057,0.0,0.0,,,,,503.298,,,0.0,655.881,2078.816,2078.816,,,,188.423,,,,,76.768,111.655,2267.239,2923.12,0,1277.409,1.3,1276.109,-2413.283,1601.583,-44.335,421.374,0,421.374,3344.494,
06/30/2018,3785.803,1367.596,1367.596,0.0,394.886,394.886,0.0,0.0,0.0,0.0,0.0,0.0,57.009,23.636,,,11.666,33.373,1819.491,81.0,263.978,-182.978,0.0,1885.312,1855.319,1556.353,298.966,,18.327,1966.312,,202.453,1.237,21.693,,179.523,0.0,0.0,,,,,483.229,,,0.0,685.682,2573.73,2573.73,,,,179.969,,,,,73.549,106.42,2753.699,3439.381,0,1286.675,1.3,1285.375,-2569.528,1684.158,-54.883,346.422,0,346.422,3785.803,
09/30/2018,3806.405,1398.398,1398.398,0.0,378.705,378.705,0.0,0.0,0.0,0.0,0.0,0.0,80.243,21.276,,18.995,11.86,39.972,1857.346,82.745,261.363,-178.618,0.0,1866.314,1834.447,1547.002,287.445,,20.007,1949.059,,227.932,2.2,9.581,,216.151,0.0,0.0,,,,,447.118,,,5.234,675.05,2574.616,2574.616,,,,178.298,,,,,70.629,107.669,2752.914,3427.964,0,1296.75,1.3,1295.45,-2615.827,1755.727,-58.209,378.441,0,378.441,3806.405,
12/31/2018,3387.952,904.176,904.176,0.0,473.433,473.433,0.0,0.0,0.0,0.0,0.0,0.0,57.48,19.273,,,14.903,38.207,1435.089,90.877,276.382,-185.505,0.0,1861.986,1826.564,1545.761,280.803,,20.519,1952.863,,271.031,3.892,16.253,0.0,250.886,0.0,0.0,0.0,0.0,,,537.977,0.0,,0.0,809.008,2575.502,2575.502,0.0,0.0,,169.936,0.0,0.0,0.0,0.0,82.008,87.928,2745.438,3554.446,0,1307.728,1.3,1306.428,-3272.774,1856.951,-58.399,-166.494,0,-166.494,3387.952,
03/31/2019,3295.565,642.781,642.781,0.0,427.099,427.099,0.0,0.0,0.0,0.0,0.0,0.0,108.046,72.505,,,20.211,35.541,1177.926,256.66,446.263,-189.603,0.0,1860.979,1821.537,1546.961,274.576,,19.231,2117.639,,173.56,2.099,10.422,,161.039,22.251,0.0,22.251,,22.251,,524.988,,,0.0,720.799,2744.875,2576.388,168.487,,168.487,146.399,,,,,79.598,66.801,2891.274,3612.073,0,1318.16,1.323,1316.837,-3557.27,1979.804,-57.202,-316.508,0,-316.508,3295.565,
06/30/2019,3425.09,771.117,771.117,0.0,438.313,438.313,0.0,0.0,0.0,0.0,0.0,0.0,113.652,80.828,,,15.877,32.824,1323.082,253.809,450.289,-196.48,0.0,1848.199,1813.815,1545.724,268.091,,18.507,2102.008,,216.964,3.489,10.71,,202.765,21.074,0.0,21.074,,21.074,,528.919,,,0.0,766.957,2743.664,2577.273,166.391,,166.391,146.271,,,,,77.837,68.434,2889.935,3656.892,0,1328.921,1.323,1327.598,-3558.845,2055.881,-57.759,-231.802,0,-231.802,3425.09,
09/30/2019,3479.742,881.15,881.15,0.0,409.519,409.519,0.0,0.0,0.0,0.0,0.0,0.0,95.419,55.02,,,16.584,40.399,1386.088,251.357,411.428,-160.071,0.0,1842.297,1806.02,1544.078,261.942,,19.693,2093.654,,244.326,2.396,11.654,,230.276,20.824,0.0,20.824,,20.824,,479.371,,,0.0,744.521,2741.726,2578.159,163.567,,163.567,141.351,,,,,72.96,68.391,2883.077,3627.598,0,1339.517,1.323,1338.194,-3559.963,2134.688,-62.098,-147.856,0,-147.856,3479.742,
