Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/26/2000,681.112976,,,-449.808014,,,231.304962,,-121.669998,,,,109.635002,24.794001,-2.872,,,,,-21.922001,134.429003,-54.202,80.226997,0.0,,,80.227003,0.0,80.226997,0.0,0.0,80.226997,80.226997,,302.89801,0.26,0.26,0.24,307.712006,0.26,0.26,0.24,
06/25/2000,754.973,,,-497.827,,,257.146,,-132.177,,,,124.969,14.895,-3.424,,,,,-11.471,139.864,-49.277,90.587,0.0,,,90.587,0.0,90.587,0.0,0.0,90.587,90.587,,303.337,0.3,0.3,0.3,308.104,0.29,0.29,0.29,
09/24/2000,714.119,,,-474.505,,,239.614,,-125.194,,,,114.42,14.32,-5.323,,,,,-8.997,128.74,-45.702,83.038,0.0,,,83.038,0.0,83.038,0.0,0.0,83.038,83.038,,302.674,0.27,0.27,0.27,307.612,0.27,0.27,0.27,
12/31/2000,756.16,,,-493.407,,,262.753,,-133.983,,,,128.77,16.753,-5.964,,,,,-10.789,145.523,-51.662,93.861,0.0,,,93.861,0.0,93.861,0.0,0.0,93.861,93.861,,302.56,0.31,0.31,0.31,307.158,0.31,0.31,0.31,
03/25/2001,809.875,,,-550.998,,,258.877,,-121.144,,,,137.733,3.879,-4.8,,-4.8,,,0.921,141.612,-49.564,92.048,,,,92.048,,92.048,,,92.048,92.048,,301.922,0.3,0.3,0.3,306.063,0.3,0.3,0.3,
06/24/2001,914.329,,,-602.548,,,311.781,,-138.671,,,,173.11,4.777,-4.8,,-4.8,,,0.023,177.887,-62.26,115.627,,,,115.627,,115.627,,,115.627,115.627,,302.621,0.38,0.38,0.38,306.569,0.38,0.38,0.38,
09/23/2001,909.176,,,-595.443,,,313.733,,-144.527,,,,169.206,2.674,-4.499,,,,,1.825,171.88,-60.159,111.721,,,,111.721,,111.721,,,111.721,111.721,,303.108,0.37,0.37,0.37,306.818,0.36,0.36,0.36,
12/31/2001,905.887,,,-593.004,,,312.883,,-119.446,,,,193.437,-11.361,-3.386,,,,,14.747,182.076,-63.726,118.35,0.0,,,118.35,0.0,118.35,0.0,0.0,118.35,118.35,,302.343,0.39,0.39,0.39,305.512,0.39,0.39,0.39,
03/31/2002,927.845,,,-612.568,,,315.277,,-145.705,,,,169.572,13.632,-2.2,,-2.2,,,-11.432,183.204,-63.206,119.998,0.0,,,119.998,0.0,119.998,0.0,0.0,119.998,119.998,,302.475,0.4,0.4,0.4,305.618,0.39,0.39,0.39,
06/30/2002,1001.094,,,-666.006,,,335.088,,-155.811,,,,179.277,41.089,-4.4,,-4.4,,,-36.689,220.366,-76.025,144.341,0.0,,,144.341,0.0,144.341,0.0,0.0,144.341,144.341,,302.209,0.48,0.48,0.48,305.194,0.47,0.47,0.47,
09/29/2002,1135.499,,,-738.649,,,396.85,,-177.055,,,,219.795,32.14,-4.894,,,,,-27.246,251.935,-86.918,165.017,0.0,,,165.017,0.0,165.017,0.0,0.0,165.017,165.017,,302.109,0.55,0.55,0.55,304.783,0.54,0.54,0.54,
12/31/2002,1026.532,,,-655.906,,,370.626,,-160.795,,,,209.831,20.491,-5.047,0.0,,,0.0,-15.444,230.322,-79.461,150.861,0.0,,,150.861,0.0,150.861,0.0,0.0,150.861,150.861,,302.395,0.5,0.5,0.5,305.037,0.49,0.49,0.49,
03/30/2003,1113.691,,,-710.659,,,403.032,,-167.88,,,,235.152,49.098,-5.957,,-5.957,,,-43.141,284.25,-98.066,186.184,0.0,,,186.184,0.0,186.184,0.0,0.0,186.184,186.184,,302.364,0.62,0.62,0.62,304.56,0.61,0.61,0.61,
06/29/2003,1218.872,,,-775.654,,,443.218,,-180.648,,,,262.57,46.195,-6.388,,,,,-39.807,308.765,-106.523,202.242,0.0,,,202.242,0.0,202.242,0.0,0.0,202.242,202.242,,302.164,0.67,0.67,0.67,304.339,0.66,0.66,0.66,
09/28/2003,1133.641,,,-730.351,,,403.29,,-164.684,,,,238.606,51.578,-5.64,,,,,-45.938,290.184,-100.112,190.072,0.0,,,190.072,0.0,190.072,0.0,0.0,190.072,190.072,,302.313,0.63,0.63,0.63,304.58,0.62,0.62,0.62,
12/31/2003,1158.07,,,-742.044,,,416.026,,-167.488,,,,248.538,34.298,-5.103,,,,,-29.195,282.836,-100.406,182.43,0.0,,,182.43,0.0,182.43,0.0,0.0,182.43,182.43,,302.244,0.6,0.6,0.6,304.404,0.6,0.6,0.6,
03/28/2004,1165.7,,,-725.572,,,440.128,,-177.52,,,,262.608,54.57,-4.97,,,,,-49.6,317.178,-112.599,204.579,0.0,,,204.579,0.0,204.579,0.0,0.0,204.579,204.579,,297.832,0.69,0.69,0.69,299.932,0.68,0.68,0.68,
06/27/2004,1327.81,,,-824.392,,,503.418,,-173.367,,,,330.051,53.271,,,,,,-53.271,383.322,-136.079,247.243,0.0,,,247.243,0.0,247.243,0.0,0.0,247.243,247.243,,294.304,0.84,0.84,0.84,296.396,0.83,0.83,0.83,
09/26/2004,1300.684,,,-806.116,,,494.568,,-191.328,,,,303.24,51.773,,,,,,-51.773,355.013,-126.03,228.983,0.0,,,228.983,0.0,228.983,0.0,0.0,228.983,228.983,,294.031,0.78,0.78,0.78,295.824,0.77,0.77,0.77,
12/31/2004,1221.0,,,-759.575012,,,461.424988,,-184.429001,,,,276.993011,40.180998,,6.800001,,,,-46.980999,317.174009,-115.012001,208.962006,0.0,,,202.162008,0.0,208.962006,0.0,0.0,208.962006,208.962006,,294.01001,0.71,0.71,0.71,295.410004,0.71,0.71,0.71,
03/27/2005,1324.276,,,-806.434,,,517.842,0.0,-172.7,172.7,,0.0,345.142,7.129,-25.1,8.9,-34.0,,,17.971,352.271,-125.056,227.215,0.0,,,227.215,0.0,227.215,0.0,0.0,227.215,227.215,,293.148,0.78,0.78,0.78,294.161,0.77,0.77,0.77,
06/26/2005,1333.264038,,,-832.830017,,,500.434021,,-137.074997,,,,363.359009,4.688999,-23.299999,9.1,-32.400002,,,18.611002,368.048008,-130.656998,237.391006,0.0,,,237.39101,0.0,237.391006,0.0,0.0,237.391006,237.391006,,280.576996,0.85,0.85,0.85,281.181,0.84,0.84,0.84,
09/25/2005,1512.594971,,,-869.879028,,,642.715942,,-231.854004,,,,410.862,-0.079,-20.6,8.1,-28.700001,,,20.679001,410.782999,-145.828995,264.95401,0.0,,,264.954004,0.0,264.95401,0.0,0.0,264.95401,264.95401,,274.415009,0.97,0.97,0.97,275.459991,0.96,0.96,0.96,
12/31/2005,1503.697021,,,-932.570007,,,571.127014,,-220.479004,,,,350.64801,6.008999,-24.669001,10.1,-34.769001,,,18.660002,356.657009,-126.612999,230.044006,0.0,,,230.04401,0.0,230.044006,0.0,0.0,230.044006,230.044006,,273.071991,0.84,0.84,0.84,273.338013,0.84,0.84,0.84,
03/26/2006,1380.991,,,-836.146,,,544.845,0.0,-185.659,185.659,,0.0,359.186,7.317,-27.3,15.1,-42.4,,,19.983,366.503,-131.94,234.563,0.0,,,234.563,0.0,234.563,0.0,0.0,234.563,234.563,,272.966,0.86,0.86,0.86,273.623,0.86,0.86,0.86,
06/25/2006,1377.046997,,,-860.721008,,,516.325989,,-141.852005,,,,374.473999,5.884999,-24.799999,14.7,-39.5,,,18.915001,380.358998,-136.929001,243.429993,0.0,,,243.429997,0.0,243.429993,0.0,0.0,243.429993,243.429993,,267.487,0.91,0.91,0.91,268.130005,0.91,0.91,0.91,
09/24/2006,1733.26001,,,-983.661011,,,749.598999,,-265.612,,,,483.987,4.659,-24.200001,13.5,-37.700001,,,19.541,488.646,-175.912003,312.734009,0.0,,,312.733997,0.0,312.734009,0.0,0.0,312.734009,312.734009,,260.269989,1.2,1.2,1.2,261.229004,1.2,1.2,1.2,
12/31/2006,1694.279,,,-1061.478,,,632.801,,-253.295,,,,379.506,2.126001,,7.099999,-90.304,,,81.078,381.632001,-136.306,252.426,0.0,,,245.326001,0.0,252.426,0.0,0.0,252.426,252.426,,258.138,0.97,0.97,0.97,259.158,0.96,0.96,0.96,
04/01/2007,1288.037964,,,-806.054993,,,481.982971,,-192.570999,,,,289.411987,8.743999,-29.6,21.1,-50.700001,,,20.856001,298.155987,-105.846001,192.309998,0.0,,,192.309986,0.0,192.309998,0.0,0.0,192.309998,192.309998,,257.325989,0.75,0.75,0.75,258.15799,0.74,0.74,0.74,
07/01/2007,1620.218018,,,-1015.051025,,,605.166992,,-160.134995,,,,445.032013,5.334999,-27.4,18.0,-45.400002,,,22.065002,450.367012,-159.876999,290.48999,0.0,,,290.490013,0.0,290.48999,0.0,0.0,290.48999,290.48999,,253.154999,1.15,1.15,1.15,254.016998,1.14,1.14,1.14,
09/30/2007,1639.871948,,,-999.049988,,,640.82196,,-235.360001,,,,405.462006,5.352999,-24.4,19.200001,-43.599998,,,19.046999,410.815004,-145.848999,264.966003,0.0,,,264.966005,0.0,264.966003,0.0,0.0,264.966003,264.966003,,247.057007,1.07,1.07,1.07,247.613998,1.07,1.07,1.07,
12/31/2007,1594.916,,,-996.619,,,598.297,,-312.642,,,,285.655,2.826,-33.903,23.2,-57.103,,,31.077,288.481,-102.404,186.077,0.0,,,186.077,0.0,186.077,0.0,0.0,186.077,186.077,,239.39,0.78,0.78,0.78,239.845,0.78,0.78,0.78,
03/30/2008,1399.602,,,-888.558,,,511.044,,-219.991,219.991,,0.0,291.053,2.042,-30.7,24.6,-55.3,,0.0,28.658,293.095,-105.514,187.581,0.0,,,187.581,0.0,187.581,0.0,0.0,187.581,187.581,,237.078,0.79,0.79,0.79,237.25,0.79,0.79,0.79,
06/29/2008,1679.409,,,-1080.338,,,599.071,,-253.208,253.208,,0.0,345.863,2.24,-34.4,28.0,-62.4,,0.0,32.16,348.103,-125.316,222.787,0.0,,,222.787,0.0,222.787,0.0,0.0,222.787,222.787,,235.067,0.95,0.95,0.95,235.314,0.95,0.95,0.95,
09/28/2008,1534.8,,,-1015.095,,,519.705,,-251.703,251.703,,0.0,268.002,1.525,-42.3,37.5,-79.8,,0.0,40.775,269.527,-102.986,166.541,0.0,,,166.541,0.0,166.541,0.0,0.0,166.541,166.541,,233.081,0.71,0.71,0.78,233.42,0.71,0.71,0.78,
12/31/2008,1342.918,,,-959.559,,,383.359,0.0,-246.046,246.046,,0.0,137.313,0.725,,3.316,,,,-4.041,138.038,-46.094,91.944,14.135,,,77.809,0.0,77.809,0.0,0.0,77.809,77.809,0.0,231.786,0.34,0.4,0.4,232.037,0.34,0.4,0.4,
03/29/2009,1383.099,1278.432,104.667,-863.997,804.386,59.611,519.102,0.0,-276.884,242.022,,34.862,242.218,-7.793,9.746,9.746,0.0,-1.953,,0.0,234.425,-106.372,128.053,10.706,10.706,0.0,117.347,0.0,117.347,0.0,0.0,117.347,189.9183,61.8653,232.263,0.51,0.55,0.817686,232.65,0.5,0.55,0.815916,
06/28/2009,1259.701,1135.734,123.967,-903.132,748.539,154.593,356.569,0.0,-272.882,229.364,,43.518,83.687,-0.523,-105.319,0.84,-106.159,-0.317,,106.159,83.164,-49.787,33.377,13.627,13.627,0.0,19.75,0.0,19.75,0.0,0.0,19.75,81.37125,47.99425,232.616,0.08,0.14,0.349809,233.52,0.08,0.14,0.345525,
09/27/2009,1245.458,1108.465,136.993,-874.95,738.331,136.619,370.508,0.0,-271.399,219.45,,51.949,99.109,0.065,-112.929,0.882,-113.811,-0.947,,113.811,99.174,-42.793,56.381,29.898,29.898,0.0,26.483,0.0,26.483,0.0,0.0,26.483,114.21215,57.83115,232.677,0.11,0.24,0.490861,233.875,0.11,0.24,0.487274,
12/31/2009,893.651,764.499,129.152,-743.856,609.678,134.178,149.795,0.0,-378.723,256.387,,122.336,-228.928,-9.175,-107.812,10.212,-118.024,-1.037,,118.024,-238.103,90.933,-147.17,71.526,71.526,0.0,-218.696,0.0,-218.696,0.0,0.0,-218.696,-67.6516,79.5184,232.72,-0.94,-0.63,-0.2907,232.72,-0.94,-0.63,-0.2907,
03/28/2010,1207.172,1037.335,169.837,-770.797,657.788,113.009,436.375,0.0,-283.586,235.35,,48.236,152.789,-22.579,-136.557,23.455,-160.012,-0.876,,160.012,130.21,-61.469,68.741,35.416,35.416,0.0,33.325,0.0,33.325,0.0,0.0,33.325,100.0944,31.3534,232.864,0.14,0.3,0.429841,234.228,0.14,0.29,0.423858,
06/27/2010,1308.806,1135.101,173.705,-816.5,738.117,78.383,492.306,0.0,-273.554,243.429,,30.125,218.752,-22.04,-136.454,23.591,-160.045,-1.551,,160.045,196.712,-57.425,139.287,68.13,68.13,0.0,71.157,0.0,71.157,0.0,0.0,71.157,158.86825,19.58125,233.314,0.3,0.6,0.68092,234.853,0.3,0.59,0.673377,
09/26/2010,1259.96,1087.115,172.845,-798.138,707.309,90.829,461.822,0.0,-309.452,241.976,,67.476,152.37,-21.863,-136.593,23.102,-159.695,-1.239,,159.695,130.507,-36.79,93.717,4.888,4.888,0.0,88.829,0.0,88.829,0.0,0.0,88.829,137.5764,43.8594,233.504,0.38,0.4,0.589182,234.786,0.38,0.4,0.586806,
12/31/2010,1083.398,917.076,166.322,-768.854,646.01,122.844,314.544,0.0,-277.824,260.153,,17.671,36.72,-103.68,-135.246,20.209,-155.455,-1.776,,240.702,-66.96,24.884,-42.076,4.69,4.69,0.0,-46.766,0.0,-46.766,0.0,0.0,-46.766,24.8207,66.8967,233.535,-0.2,-0.18,0.106283,233.535,-0.2,-0.18,0.106283,
03/27/2011,1224.93,1063.044,161.886,-774.819,711.178,63.641,450.111,0.0,-257.114,234.115,,22.999,192.997,-10.083,-137.944,11.481,-149.425,-1.398,,149.425,182.914,-63.654,119.26,0.0,0.0,0.0,119.26,0.0,119.26,0.0,0.0,119.26,134.20935,14.94935,233.82,0.51,0.51,0.573986,235.903,0.51,0.51,0.573371,
06/26/2011,1505.597,1339.744,165.853,-921.677,871.476,50.201,583.92,0.0,-282.018,268.424,,13.594,301.902,-9.602,-139.19,11.35,-150.54,-1.748,,150.54,292.3,-101.72,190.58,0.0,0.0,0.0,190.58,0.0,190.58,0.0,0.0,190.58,194.61715,4.03715,234.336,0.81,0.81,0.830505,236.168,0.81,0.81,0.827094,
09/25/2011,1397.256,1232.699,164.557,-885.404,817.308,68.096,511.852,0.0,-269.164,256.735,,12.429,242.688,-8.791,-139.591,11.27,-150.861,-2.479,,150.861,233.897,-50.303,183.594,0.0,0.0,0.0,183.594,0.0,183.594,0.0,0.0,183.594,197.309,13.715,233.8,0.79,0.79,0.843922,235.861,0.78,0.78,0.838149,
12/31/2011,1183.93,1026.777,157.153,-806.662,706.326,100.336,377.268,0.0,-284.888,265.918,,18.97,92.38,-8.827,-136.684,11.165,-147.849,-2.338,,147.849,83.553,-28.909,54.644,-51.036,-51.036,0.0,105.68,0.0,105.68,0.0,0.0,105.68,66.9745,12.3305,229.827,0.46,0.24,0.291413,231.968,0.46,0.24,0.291413,
