Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1993,80.450996,,,,,,,,,,,,,,,,,,,,,,,,,,3.942,,,3.942,3.942,,100.738777,0.039426,0.039426,,100.738777,0.039426,0.039426,0.039426,
12/31/1993,78.904999,,,-64.870003,,,14.034996,,-8.346,,,5.689,0.111,,,,0.0,-0.111,5.8,-2.204,3.596,0.0,,,3.596,0.0,3.596,0.0,,3.596,3.596,,107.23191,0.033118,0.033118,0.033118,107.23191,0.033118,0.033118,0.033118,
03/31/1994,82.606003,,,-68.190002,,,14.416001,,-8.716,,,5.7,0.098,,,,0.0,-0.098,5.798,-2.1,3.698,0.0,,,3.698,0.0,3.698,0.0,,3.698,3.698,,107.517253,0.034695,0.034695,0.034695,107.517253,0.034695,0.034695,0.034695,
06/30/1994,107.781998,,,-90.053001,,,17.728997,,-10.562,,,7.167,0.162,,,,0.0,-0.162,7.329,-2.639,4.69,0.0,,,4.69,0.0,4.69,0.0,,4.69,4.69,,110.02756,0.041792,0.041792,0.041792,110.02756,0.041792,0.041792,0.041792,
09/30/1994,124.024002,,,-102.986,,,21.038002,,-11.449,,,9.589,0.075,,0.0,,0.0,-0.075,9.664,-3.985,5.679,0.0,,,5.679,0.0,5.679,0.0,,5.679,5.679,,100.737461,0.056837,0.056837,,100.737461,0.056837,0.056837,0.056837,
12/31/1994,96.956001,,,-80.307999,,,16.648002,,-10.603,,,6.045,0.021,,,,0.0,-0.021,6.066,-2.246,3.82,0.0,,,3.82,0.0,3.82,0.0,,3.82,3.82,,100.671658,0.038448,0.038448,0.038448,100.671658,0.038448,0.038448,0.038448,
06/30/1995,120.528999,,,-98.882004,,,21.646995,,-11.953,,,9.694,-0.351,,0.56,,0.0,-0.209,9.343,-3.253,6.09,0.0,,,6.09,0.0,6.09,0.0,,6.09,6.09,,101.052478,0.06013,0.06013,0.06013,101.052478,0.06013,0.06013,0.06013,
12/31/1995,121.068001,,,-99.535004,,,21.532997,,-12.513,,,9.02,-0.295,,0.669,,0.0,-0.374,8.725,-3.31,5.415,0.0,,,5.415,0.0,5.415,0.0,,5.415,5.415,,102.537402,0.05357,0.05357,0.05357,102.537402,0.05357,0.05357,0.05357,
03/31/1996,114.042,,,-93.866997,,,20.175003,,-12.06,,,8.115,-0.049,,0.272,,0.0,-0.223,8.066,-2.944,5.122,0.0,,,5.122,0.0,5.122,0.0,,5.122,5.122,,114.387789,0.045917,0.045917,0.045917,114.387789,0.045917,0.045917,0.045917,
06/30/1996,143.283005,,,-117.386002,,,25.897003,,-14.101,,,11.796,0.233,,0.216,,0.0,-0.449,12.029,-4.595,7.434,0.0,,,7.434,0.0,7.434,0.0,,7.434,7.434,,119.678438,0.063366,0.063366,0.063366,119.678438,0.063366,0.063366,0.063366,
09/30/1996,168.942993,,,,,,,,,,,168.942993,,,,,,,,,168.942993,,,,,,9.408,,,9.408,9.408,,119.562284,0.079896,0.079896,0.079896,119.562284,0.079896,0.079896,0.079896,
12/31/1996,144.381,,,-118.036,,,26.345,,-15.117,,,11.228,-0.069,0.784,0.784,,0.0,-0.715,11.159,-4.352,6.807,0.0,,,6.807,0.0,6.807,,,6.807,6.807,,117.511508,0.057856,0.057856,0.057856,119.790959,0.057856,0.057856,0.057856,
03/31/1997,159.596,,,-129.792,,,29.804,,-18.794,,,11.01,-0.408,0.816,0.816,,0.0,-0.408,10.602,-3.911,6.691,0.0,,,6.691,0.0,6.691,,,6.691,6.691,,124.422455,0.055101,0.055101,0.055101,124.422455,0.055101,0.055101,0.055101,
06/30/1997,250.096,,,-205.901,,,44.195,,-27.097,,,17.098,-0.977,1.731,1.731,,0.0,-0.754,16.121,-6.368,9.753,0.0,,,9.753,0.0,9.753,,,9.753,9.753,,137.257071,0.071631,0.071631,0.071631,137.257071,0.071631,0.071631,0.071631,
09/30/1997,480.868011,,,,,,,,,,,86.188004,,,,,,,,,21.75,0.0,,,,0.0,21.75,0.0,,21.75,21.75,,192.551907,0.112957,0.112957,0.112957,213.368231,0.101937,0.101937,0.101937,
12/31/1997,231.152,,,-187.212,,,43.94,,-25.703,,,18.237,-0.443,1.169,1.169,,0.0,-0.726,17.794,-6.96,10.834,0.0,,,10.834,0.0,10.834,,,10.834,10.834,,135.522075,0.079896,0.079896,0.079896,140.792398,0.077141,0.077141,0.077141,
03/31/1998,452.959015,,,-368.772003,,,84.187012,,-50.923,,,33.264,-1.06,,2.593,,0.0,-1.533,32.204,-12.712,19.492001,0.0,,,19.492,0.0,11.74,0.0,,11.74,11.74,,191.818708,0.101937,0.101937,0.101937,225.985058,0.090917,0.090917,0.090917,
06/30/1998,613.864014,,,-499.783997,,,114.080017,,-62.259998,,,51.82,-12.936,,4.136,,0.0,8.8,38.884,-15.796,23.087999,0.0,,,23.088,0.0,23.087999,0.0,,23.087999,23.087999,,192.613619,0.121222,0.121222,0.151528,225.916105,0.107447,0.107447,0.137752,
09/30/1998,686.921021,,,-556.419983,,,130.501038,,-69.481003,,,61.02,-3.427,,4.816,,0.0,-1.389,57.593001,-25.117001,32.476002,0.0,,,32.476,0.0,32.476002,0.0,,32.476002,32.476002,,199.793152,0.162548,0.162548,0.162548,222.409817,0.146018,0.146018,0.146018,
12/31/1998,660.63,,,-531.523,,,129.107,,-73.917,,,55.19,-0.924,2.793,2.793,,0.0,-1.869,54.266,-21.571,32.695,0.0,,,32.695,0.0,32.695,0.0,,32.695,32.695,,217.821872,0.148773,0.148773,0.148773,226.41337,0.143263,0.143263,0.143263,
03/31/1999,699.081,,,-570.988,,,128.093,,-71.85,,,56.243,-1.594,3.088,3.088,,0.0,-1.494,54.649,-21.229,33.42,0.0,,,33.42,0.0,33.42,0.0,,33.42,33.42,,229.883362,0.146018,0.146018,0.146018,233.211796,0.143263,0.143263,0.143263,
06/30/1999,842.95,,,-679.473,,,163.477,,-88.888,,,74.589,-1.308021,2.874,2.874,,0.0,-1.565979,73.280979,-28.947,44.334,0.0,,,44.333979,0.0,44.334,0.0,,44.334,44.334,,232.620155,0.190098,0.190098,0.190098,235.636435,0.187343,0.187343,0.187343,
09/30/1999,953.55,,,-770.407,,,183.143,,-95.761,,,87.382,-5.752,7.696,7.696,,0.0,-1.944,81.63,-32.252,49.378,0.0,,,49.378,0.0,49.378,0.0,,49.378,49.378,,231.455022,0.212139,0.212139,0.212139,233.941366,0.212139,0.212139,0.212139,
12/31/1999,808.94,,,-648.186,,,160.754,,-90.672,,,70.082,-1.481,3.295,3.295,,0.0,-1.814,68.601,-26.069,42.532,0.0,,,42.532,0.0,42.532,0.0,0.0,42.532,42.532,,227.400648,0.187343,0.187343,0.187343,229.219127,0.187343,0.187343,0.187343,
03/31/2000,798.864,,,-645.479,,,153.385,,-90.155,,,63.23,0.373,1.561,1.561,,0.0,-1.934,63.603,-24.169,39.434,0.0,,,39.434,0.0,39.434,0.0,0.0,39.434,39.434,,224.456962,0.176323,0.176323,0.176323,226.003214,0.173568,0.173568,0.173568,
06/30/2000,959.216,,,-775.399,,,183.817,,-106.398,,,77.419,0.108,2.339,2.339,,0.0,-2.447,77.527,-29.46,48.067,0.0,,,48.067,0.0,48.067,0.0,0.0,48.067,48.067,,224.398887,0.214894,0.214894,0.214894,226.206477,0.212139,0.212139,0.212139,
09/30/2000,1086.675,,,-877.661,,,209.014,,-108.649,,,100.365,-3.032,3.032,3.032,,0.0,0.0,97.333,-37.807,61.686,0.0,,,59.526,0.0,61.686,0.0,,61.686,61.686,,224.441944,0.273273,0.273273,0.273273,227.105943,0.27027,0.27027,0.27027,
12/31/2000,887.663,,,-704.463,,,183.2,,-102.035,,,81.165,-4.804,2.906,2.906,,0.0,1.898,76.361,-28.636,47.725,-2.136,,,49.861,0.0,49.861,0.0,0.0,49.861,49.861,,224.898154,0.222222,0.21021,0.21021,228.344703,0.219219,0.21021,0.21021,
03/31/2001,906.836,,,-714.282,,,192.554,,-103.931,,,88.623,-6.094,1.623,1.623,,0.0,4.471,82.529,-30.948,51.581,0.0,,,51.581,0.0,51.581,0.0,0.0,51.581,51.581,,226.298943,0.23,0.23,0.23,230.180942,0.223333,0.223333,0.223333,
06/30/2001,1120.981,,,-882.807,,,238.174,,-121.625,,,116.549,-6.464,3.664,3.664,,,2.8,110.085,-41.282,68.803,,,,68.803,,68.803,0.0,0.0,68.803,68.803,0.403,226.778943,0.303333,0.303333,0.303333,230.696942,0.3,0.3,0.3,
09/30/2001,1540.034,,,-1229.303,,,310.731,,-151.809,,,158.922,-20.1,2.191,2.191,,0.0,17.909,138.822,-52.058,86.764,0.0,,,86.764,0.0,86.764,0.0,0.0,86.764,86.764,,230.099942,0.376667,0.376667,0.376667,234.299941,0.37,0.37,0.37,
12/31/2001,1159.89,,,-908.141,,,251.749,,-133.54,,,118.209,-0.724,1.196,1.196,,0.0,-0.472,117.485,-44.057,73.428,0.0,,,73.428,0.0,73.428,0.0,0.0,73.428,73.428,,230.882942,0.32,0.32,0.32,235.010941,0.31,0.31,0.31,
03/31/2002,1600.065,,,-1296.044,,,304.021,,-164.412,,,139.609,2.681,2.563,2.563,,0.0,-5.244,142.29,-53.359,88.931,0.0,,,88.931,0.0,88.931,0.0,0.0,88.931,88.931,,257.792936,0.345,0.345,0.345,282.944929,0.32,0.32,0.32,
06/30/2002,1808.479,,,-1443.143,,,365.336,,-195.24,,,170.096,-0.593,1.465,1.465,,0.0,-0.872,169.503,-63.563,105.94,0.0,,,105.94,0.0,105.94,0.0,0.0,105.94,105.94,,292.661927,0.36,0.36,0.36,317.913921,0.335,0.335,0.335,
09/30/2002,2170.396,,,-1722.604,,,447.792,,-221.348,,,226.444,-8.215,0.788,0.788,,0.0,7.427,218.229,-81.836,136.393,0.0,,,136.393,0.0,136.393,0.0,0.0,136.393,136.393,,292.999927,0.465,0.465,0.465,297.599926,0.46,0.46,0.46,
12/31/2002,1744.934,,,-1370.606,,,374.328,,-201.188,,,173.14,5.786,0.347,0.347,,0.0,-6.133,178.926,-67.097,111.829,0.0,,,111.829,0.0,111.829,0.0,0.0,111.829,111.829,,293.045927,0.3825,0.3825,0.3825,297.005926,0.375,0.375,0.375,
03/31/2003,1908.547,,,-1497.887,,,410.66,,-209.52,,,201.14,5.046,0.007,0.007,,0.0,-5.053,206.186,-78.351,127.835,0.0,,,127.835,0.0,127.835,0.0,0.0,127.835,127.835,,292.653927,0.435,0.435,0.435,296.435926,0.43,0.43,0.43,
06/30/2003,2212.387,,,-1728.563,,,483.824,,-233.315,,,250.509,0.401,1.703,1.703,,0.0,-2.104,250.91,-95.345,155.565,0.0,,,155.565,0.0,155.565,0.0,0.0,155.565,155.565,,291.993327,0.5325,0.5325,0.5325,314.953321,0.495,0.495,0.495,
09/30/2003,2862.232,,,-2216.173,,,646.059,,-271.328,,,374.731,-2.591,3.097,3.097,,0.0,-0.506,372.14,-141.414,230.726,0.0,,,230.726,0.0,230.726,0.0,0.0,230.726,230.726,,310.399922,0.745,0.745,0.745,315.599921,0.73,0.73,0.73,
12/31/2003,2204.53,,,-1671.57,,,532.96,,-238.009,212.52,25.489,294.952,6.86,0.265,0.265,,0.0,-7.125,301.812,-116.198,185.614,0.0,,,185.614,0.0,185.614,0.0,0.0,185.614,185.614,,309.713923,0.6,0.6,0.6,315.619921,0.585,0.585,0.585,
03/31/2004,2335.263,,,-1777.323,,,557.94,,-248.89,222.679,26.211,309.05,-2.454,3.064,3.064,,0.0,-0.61,306.596,-118.039,188.557,0.0,,,188.557,0.0,188.557,0.0,0.0,188.557,188.557,,310.417256,0.6075,0.6075,0.6075,316.127921,0.6,0.6,0.6,
06/30/2004,2790.396,,,-2117.476,,,672.92,,-276.435,244.293,32.142,396.485,12.126,0.011,0.011,,0.0,-12.137,408.611,-157.315,251.296,0.0,,,251.296,0.0,251.296,0.0,0.0,251.296,251.296,,310.742589,0.81,0.81,0.81,316.117254,0.795,0.795,0.795,
09/30/2004,3510.611,,,-2636.832,,,873.779,,-316.666,,,557.113,8.768,0.06,0.06,,0.0,-8.828,565.881,-216.248,349.633,0.0,,,349.633,0.0,349.633,0.0,0.0,349.633,349.633,,310.933256,1.125,1.125,1.125,316.266588,1.1025,1.1025,1.1025,
12/31/2004,2520.1,,,-1847.1,,,673.0,,-290.4,257.7,32.7,382.6,9.2,2.4,2.4,,0.0,-11.6,391.8,-150.8,241.0,0.0,,,241.0,0.0,241.0,0.0,0.0,241.0,241.0,,415.07323,0.5775,0.5775,0.5775,422.666561,0.57,0.57,0.57,
03/31/2005,2876.7,,,-2107.4,,,769.3,0.0,-300.9,267.0,33.9,468.4,9.6,,2.6,,0.0,-12.2,478.0,-184.0,294.0,0.0,,,294.0,,294.0,0.0,0.0,294.0,294.0,,312.0,0.94,0.94,0.94,318.0,0.92,0.92,0.92,
06/30/2005,3370.2,,,-2430.7,,,939.5,0.0,-340.5,302.0,38.5,599.0,5.4,,4.1,,0.0,-9.5,604.4,-232.7,371.7,0.0,,,371.7,,371.7,0.0,0.0,371.7,371.7,,312.4,1.19,1.19,1.19,318.3,1.17,1.17,1.17,
09/30/2005,5096.7,,,-3755.1,,,1341.6,0.0,-442.3,399.8,42.5,899.3,12.8,,4.4,,,-17.2,912.1,-340.6,563.8,,,,571.5,,563.8,,0.0,563.8,563.8,,312.8,1.8,1.8,1.8,318.9,1.77,1.77,1.77,
12/31/2005,2903.1,,,-2044.6,,,858.5,,-373.0,325.7,47.3,485.5,14.6,4.5,4.5,,0.0,-19.1,500.1,-190.0,310.1,0.0,,,310.1,0.0,310.1,0.0,0.0,310.1,310.1,,312.9,0.99,0.99,0.99,317.6,0.98,0.98,0.98,
03/31/2006,3597.6,,,-2622.7,,,974.9,0.0,-414.3,364.9,49.4,560.6,8.4,,10.6,,0.0,-19.0,569.0,-216.2,352.8,0.0,,,352.8,,352.8,0.0,0.0,352.8,352.8,,312.4,1.13,1.13,1.13,316.7,1.11,1.11,1.11,
06/30/2006,3667.8,,,-2747.0,,,920.8,0.0,-407.2,356.4,50.8,513.6,-41.4,,,,0.0,41.4,472.2,-179.4,292.8,0.0,,,292.8,,292.8,0.0,0.0,292.8,292.8,,312.8,0.94,0.94,1.05,315.8,0.93,0.93,1.04,
09/30/2006,4882.7,,,-3784.8,,,1097.9,,-464.2,,,633.7,-187.9,2.8,2.8,,,185.1,445.8,-168.1,277.7,,,,277.7,,277.7,,,277.7,277.7,,313.1,0.89,0.89,0.89,314.8,0.88,0.88,0.88,
12/31/2006,2868.0,,,-2289.5,,,578.5,,-340.3,,,238.2,-61.3,,0.0,,0.0,61.3,176.9,-67.2,109.7,0.0,,,109.7,0.0,109.7,0.0,0.0,109.7,109.7,48.174,313.4,0.35,0.35,0.5,315.6,0.35,0.35,0.5,
03/31/2007,2658.1,,,-2170.3,,,487.8,0.0,-334.4,296.0,38.4,153.4,-70.0,-10.6,0.0,-10.6,0.0,80.6,83.4,-31.7,51.7,0.0,,,51.7,,51.7,0.0,0.0,51.7,51.7,,313.9,0.16,0.16,0.32,316.1,0.16,0.16,0.32,
06/30/2007,2598.1,,,-2128.5,,,469.6,,-303.5,,,166.1,-1277.5,,0.0,,0.0,1277.5,-1111.4,287.6,-823.8,0.0,,,-823.8,0.0,-823.8,0.0,0.0,-823.8,-823.8,,314.3,-2.62,-2.62,0.42,314.3,-2.62,-2.62,0.42,
09/30/2007,3172.3,,,-2577.1,,,595.2,,-317.1,,,287.9,-378.2,,0.0,,0.0,378.2,-90.3,50.0,-50.1,0.0,,,-40.3,0.0,-50.1,0.0,0.0,-50.1,-50.1,-116.321,314.1,-0.16,-0.16,0.73,314.1,-0.16,-0.16,0.73,
12/31/2007,1742.6,,,-1460.5,,,282.1,0.0,-243.6,243.6,0.0,38.5,-241.4,,1.3,,,240.1,-202.9,74.1,-128.8,,,,-128.8,,-128.8,0.0,0.0,-128.8,-128.8,159.575,315.0,-0.41,-0.41,0.099,315.0,-0.41,-0.41,0.099,
03/31/2008,1656.9,,,-1468.7,,,188.2,0.0,-231.1,231.1,0.0,-42.9,-841.7,,12.0,,,829.7,-884.6,-421.0,-1305.6,,,,-1305.6,,-1305.6,,0.0,-1305.6,-1305.6,542.165,315.4,-4.14,-4.14,-2.421,315.4,-4.14,-4.14,-2.421,
06/30/2008,1464.2,,,-1285.9,,,178.3,0.0,-217.8,217.8,0.0,-39.5,-339.6,,12.3,,,327.3,-379.1,-20.2,-399.3,0.0,,,-399.3,,-399.3,0.0,0.0,-399.3,-399.3,216.45,316.0,-1.26,-1.26,-0.58,316.0,-1.26,-1.26,-0.58,
09/30/2008,1782.4,,,-1582.1,,,200.3,0.0,-199.4,199.4,0.0,0.9,-1166.1,,17.1,,,1149.0,-1165.2,365.3,-799.9,0.0,,,-799.9,,-799.9,0.0,0.0,-799.9,-799.9,750.1,316.6,-2.53,-2.53,-0.16,316.6,-2.53,-2.53,-0.16,
12/31/2008,918.0,900.3,17.7,-760.4,760.4,,157.6,0.0,-206.4,150.2,56.2,-48.8,-12.5,23.0,26.3,-3.3,,-10.5,-61.3,-1.3,-62.6,0.0,0.0,0.0,-62.6,,-62.6,0.0,0.0,-62.6,-69.945,-7.345,316.7,-0.2,-0.2,-0.220856,316.7,-0.2,-0.2,-0.223192,
03/31/2009,778.0,775.3,2.7,-672.2,672.2,,105.8,4.6,-190.0,144.1,45.9,-79.6,-23.4,,23.4,,,0.0,-103.0,-5.6,-108.6,0.0,0.0,0.0,-108.6,,-108.6,0.0,0.0,-108.6,-130.245,-21.645,316.8,-0.34,-0.34,-0.411127,316.8,-0.34,-0.34,-0.411127,
06/30/2009,932.9,914.1,18.8,-811.7,811.7,0.0,121.2,0.0,-267.1,152.4,114.7,-145.9,-17.5,-23.7,22.0,-45.7,,41.2,-163.4,19.6,-143.8,0.0,0.0,0.0,-143.8,,-143.8,0.0,0.0,-143.8,-133.595,10.205,316.9,-0.45,-0.45,-0.421568,316.9,-0.45,-0.45,-0.421568,
09/30/2009,1028.9,1014.3,14.6,-886.9,886.9,,142.0,0.0,-347.0,154.4,192.6,-205.0,-24.1,-22.2,30.1,-52.3,,46.3,-229.1,-5.8,-234.9,0.0,0.0,0.0,-234.9,,-234.9,0.0,0.0,-234.9,-223.005,11.895,317.2,-0.74,-0.74,-0.703042,317.2,-0.74,-0.74,-0.703042,
12/31/2009,1132.2,1108.9,23.3,-919.4,919.4,,212.8,0.0,-148.3,147.1,1.2,64.5,-21.7,25.9,27.4,-1.5,,-4.2,42.8,149.2,192.0,0.0,0.0,0.0,192.0,,192.0,,0.0,192.0,-8.165,-200.165,317.7,0.6,0.6,-0.0257,356.1,0.56,0.56,-0.0257,
03/31/2010,913.5,896.8,16.7,-735.2,735.2,,178.3,0.0,-148.8,146.4,2.4,29.5,-17.4,-22.9,22.9,-45.8,,40.3,12.1,-0.7,11.4,0.0,0.0,0.0,11.4,,11.4,0.0,0.0,11.4,11.465,0.065,318.1,0.04,0.04,0.036042,319.0,0.04,0.04,0.036042,
06/30/2010,1406.1,1378.3,27.8,-1141.2,1141.2,,264.9,0.0,-195.0,164.7,30.3,69.9,-23.6,-21.0,20.3,-41.3,,44.6,46.3,4.2,50.5,0.0,0.0,0.0,50.5,,50.5,0.0,0.0,50.5,47.475,-3.025,318.2,0.16,0.16,0.149199,319.1,0.16,0.16,0.149199,
09/30/2010,948.4,925.7,22.7,-767.1,767.1,,181.3,0.0,-172.5,141.7,30.8,8.8,-10.5,-18.8,17.5,-36.3,,29.3,-1.7,-7.2,-8.9,0.0,0.0,0.0,-8.9,,-8.9,,0.0,-8.9,-9.03,-0.13,318.5,-0.03,-0.03,-0.028352,318.5,-0.03,-0.03,-0.030408,
12/31/2010,788.2,767.0,21.2,-648.4,648.4,,139.8,0.0,-146.3,137.9,8.4,-6.5,-13.4,-18.7,16.5,-35.2,,32.1,-19.9,-0.5,-20.4,0.0,0.0,0.0,-20.4,,-20.4,0.0,0.0,-20.4,-18.19,2.21,319.1,-0.06,-0.06,-0.057004,319.1,-0.06,-0.06,-0.057004,
03/31/2011,751.1,733.1,18.0,-614.0,614.0,,137.1,0.0,-155.7,141.4,14.3,-18.6,-12.2,-19.0,14.8,-33.8,,31.2,-30.8,58.6,27.8,0.0,0.0,0.0,27.8,,27.8,0.0,0.0,27.8,30.4,2.6,319.3,0.09,0.09,0.095208,319.9,0.09,0.09,0.095208,
06/30/2011,999.2,975.4,23.8,-814.2,814.2,,185.0,0.0,-142.9,133.0,9.9,42.1,-13.2,-21.0,10.4,-31.4,,34.2,28.9,-0.2,28.7,0.0,0.0,0.0,28.7,,28.7,,0.0,28.7,34.29,5.59,318.7,0.09,0.09,0.107593,319.0,0.09,0.09,0.107524,
09/30/2011,1098.3,1074.1,24.2,-901.3,901.3,,197.0,0.0,-157.0,144.2,12.8,40.0,-6.2,-120.1,10.1,-130.2,,126.3,33.8,1.9,35.7,0.0,0.0,0.0,35.7,,35.7,,0.0,35.7,37.52,1.82,316.0,0.11,0.11,0.118734,316.2,0.11,0.11,0.115756,
12/31/2011,906.6,885.6,21.0,-735.6,735.6,,171.0,0.0,-139.3,137.9,1.4,31.7,-2.5,-20.1,7.8,-27.9,,22.6,29.2,-1.5,27.7,0.0,0.0,0.0,27.7,,27.7,0.0,0.0,27.7,28.22,0.52,316.3,0.09,0.09,0.089219,316.5,0.09,0.09,0.089219,
03/31/2012,961.2,935.6,25.6,-770.4,770.4,,190.8,0.0,-147.9,147.1,0.8,42.9,-0.6,-22.6,6.3,-28.9,,23.2,42.3,-1.7,40.6,0.0,0.0,0.0,40.6,,40.6,0.0,0.0,40.6,40.925,0.325,317.6,0.13,0.13,0.128857,320.1,0.13,0.13,0.128857,
06/30/2012,1150.0,1116.2,33.8,-915.4,915.4,,234.6,0.0,-160.4,157.9,2.5,74.2,-2.0,-25.6,6.2,-31.8,,27.6,72.2,715.6,787.8,0.0,0.0,0.0,787.8,,787.8,0.0,0.0,787.8,71.49,-716.31,318.8,2.47,2.47,0.224247,360.0,2.22,2.22,0.224247,
09/30/2012,1336.2,1298.8,37.4,-1064.8,1064.8,,271.4,0.0,-173.0,171.5,1.5,98.4,0.8,-27.8,5.8,-33.6,,27.0,99.2,0.9,100.1,0.0,0.0,0.0,100.1,,100.1,0.0,0.0,100.1,100.75,0.65,319.6,0.31,0.31,0.315238,362.8,0.3,0.3,0.301792,
12/31/2012,1275.1,1233.2,41.9,-1001.0,1001.0,,274.1,0.0,-167.8,166.5,1.3,106.3,1.6,-33.9,4.2,-38.1,,32.3,107.9,-41.6,66.3,0.0,0.0,0.0,66.3,,66.3,0.0,0.0,66.3,67.015,0.715,321.1,0.21,0.21,0.208704,364.1,0.2,0.2,0.201964,
03/31/2013,1431.6,1390.4,41.2,-1107.4,1107.4,,324.2,0.0,-184.9,183.1,1.8,139.3,2.8,-40.1,3.0,-43.1,,37.3,142.1,-31.1,111.0,0.0,0.0,0.0,111.0,,111.0,0.0,0.0,111.0,112.17,1.17,321.7,0.35,0.35,0.348679,365.4,0.32,0.32,0.323202,
06/30/2013,1692.8,1644.5,48.3,-1294.6,1294.6,,398.2,0.0,-199.6,198.8,0.8,198.6,6.5,-44.4,0.0,-44.4,,37.9,205.1,-59.1,146.0,0.0,0.0,0.0,146.0,,146.0,0.0,0.0,146.0,146.52,0.52,322.6,0.45,0.45,0.454185,365.6,0.42,0.42,0.421422,
09/30/2013,1859.8,1817.8,42.0,-1419.3,1419.3,,440.5,0.0,-245.2,218.1,27.1,195.3,7.5,-2.9,0.0,-2.9,,-4.6,202.8,-63.3,139.5,0.0,0.0,0.0,139.5,,139.5,0.0,0.0,139.5,157.18,17.68,322.9,0.43,0.43,0.486776,364.4,0.4,0.4,0.448518,
12/31/2013,1670.6,1635.6,35.0,-1271.0,1271.0,,399.6,0.0,-215.8,213.2,2.6,183.8,5.9,-49.3,0.0,-49.3,,43.4,189.7,-66.5,123.2,0.0,0.0,0.0,123.2,,123.2,0.0,0.0,123.2,124.89,1.69,323.1,0.38,0.38,0.386537,364.4,0.36,0.36,0.364638,
