Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1998,52.454994,,,,,,,-74.949997,,,,,,9.182993,4.425,,,,0.0,-4.425,13.607993,-5.253,8.353993,0.0,,,8.354992,0.0,8.354,0.0,,8.354,8.354,,104.603996,0.0575,0.0575,0.0575,114.176003,0.0525,0.0525,0.0525,
03/31/1999,57.793,,,,,,0.0,-51.564,18.622,3.974,,,32.942,6.229,0.82,,,-0.82,0.0,0.0,7.049,-2.77,4.279,0.0,,,4.279,0.0,4.279,0.0,0.0,4.279,4.279,,217.112,0.02,0.02,0.02,244.592,0.0175,0.0175,0.0175,
06/30/1999,64.198997,,,,,,,-52.876999,,,,,,11.322,0.859,,,-0.859,0.0,0.0,12.181,-4.495,7.686,0.0,,,7.686,0.0,7.686,0.0,,7.686,7.686,,109.772003,0.07,0.07,0.075,122.328003,0.0625,0.0625,0.0675,
09/30/1999,73.028999,,,,,,,-59.695,,,,,,13.334,0.97,,,-0.97,0.0,0.0,14.304,-5.436,8.868,0.0,,,8.868,0.0,8.868,0.0,,8.868,8.868,,111.456001,0.08,0.08,0.0875,124.155998,0.0725,0.0725,0.0775,
12/31/1999,81.821999,,,,,,,-67.403,,,,,,14.419,0.853,,,-1.578,0.0,0.725,15.272,-5.805,9.467,0.0,,,9.467,0.0,9.467,0.0,,9.467,9.467,,112.998001,0.085,0.085,0.095,130.834,0.07,0.07,0.08,
03/31/2000,100.334,,,,,,,-82.707001,,,,,,17.627001,2.12,,,-2.473,0.0,0.353,19.747001,-7.857,11.89,0.0,,,11.890001,0.0,11.89,0.0,0.0,11.89,11.89,,116.208,0.1,0.1,0.11,133.039993,0.09,0.09,0.095,
06/30/2000,125.768997,,,,,,,-105.232002,,,,,,20.537001,5.014,,,-2.768,0.0,-2.246,25.551001,-10.589,14.962,0.0,,,14.962001,0.0,14.962,0.0,0.0,14.962,14.962,,117.926003,0.13,0.13,0.135,133.001999,0.11,0.11,0.115,
09/30/2000,138.057007,,,,,,,-117.690002,,,,,,20.367001,3.155,,,-3.248,0.0,0.093,23.522001,-11.536,11.986,0.0,,,11.986,0.0,11.986,0.0,0.0,11.986,11.986,,118.989998,0.1,0.1,0.14,134.375,0.09,0.09,0.12,
12/31/2000,139.179001,,,,,,,-128.992004,,,,,,10.187,1.783,,,-3.189,0.0,1.406,11.97,-3.943,8.027,0.0,,,8.027,0.095,8.122,0.0,,8.122,8.122,,121.222,0.07,0.07,0.11,131.070007,0.06,0.06,0.1,
03/31/2001,109.140999,,,,,,,-129.636993,,,,,,-20.496,-45.380001,,,-3.022,0.0,48.402001,-65.876001,17.622,-48.254002,0.0,,,-48.254002,0.001,-48.252998,0.0,0.0,-48.252998,-48.252998,,122.278,-0.39,-0.39,-0.05,122.278,-0.39,-0.39,-0.05,
06/30/2001,93.093002,,,,,,,-120.303001,,,,,,-27.209999,-3.376,,,-2.674,0.0,6.05,-30.585999,13.134,-17.454,0.0,,,-17.451999,0.084,-17.370001,0.0,0.0,-17.370001,-17.370001,,123.011002,-0.14,-0.14,-0.07,123.011002,-0.14,-0.14,-0.07,
09/30/2001,74.450996,,,,,,,-99.723999,,,,,,-25.273001,-40.536999,,,-2.315,0.0,42.851999,-65.809999,-29.030001,-94.839996,0.0,,,-94.84,0.189,-94.651001,0.0,0.0,-94.651001,-94.651001,,125.346001,-0.76,-0.76,-0.2,125.346001,-0.76,-0.76,-0.2,
12/31/2001,63.291,,,,,,,-88.630997,,,,,,-25.34,-5.709,,,-1.396,0.0,7.105,-31.049,1.365,-29.684,0.0,,,-29.684,0.19,-29.493999,0.0,0.0,-29.493999,-29.493999,,126.246002,-0.23,-0.23,-0.11,126.246002,-0.23,-0.23,-0.11,
03/31/2002,51.794998,,,,,,,-77.042,,,,,,-25.247,-47.561001,,,-1.191,0.0,48.752001,-72.808001,19.459999,-53.348,0.624,,,-53.972001,0.0,-53.972,0.0,0.0,-53.972,-53.972,,126.600998,-0.43,-0.42,-0.02,126.600998,-0.43,-0.42,-0.02,
06/30/2002,41.791,,,,,,,-65.870003,,,,,,-24.079,-114.745003,,,-1.229,0.0,115.974003,-138.824003,-0.451,-139.274994,0.453,,,-139.728003,0.0,-139.727997,0.0,0.0,-139.727997,-139.727997,,126.68,-1.1,-1.1,-0.17,126.68,-1.1,-1.1,-0.17,
09/30/2002,44.935001,,,,,,,-58.903,,,,,,-13.968,5.16,,,-0.977,0.0,-4.183,-8.808001,-0.174,-8.982,1.855,,,-10.837001,0.0,-10.837,0.0,0.0,-10.837,-10.837,,124.613998,-0.09,-0.07,-0.09,124.613998,-0.09,-0.07,-0.09,
12/31/2002,43.852001,,,,,,,-53.041,,,,,,-9.189,-11.418,,,-0.915,0.0,12.333,-20.607,-0.25,-20.857,3.87,,,-24.727,0.061,-24.666,0.0,0.0,-24.666,-24.666,,121.998001,-0.2,-0.17,-0.06,121.998001,-0.2,-0.17,-0.06,
03/31/2003,46.200001,,,,,,,-50.408001,,,,,,-4.208,0.476,,,-0.502,0.0,0.026,-3.732,-0.355,-4.087,0.0,,,-4.087,0.0,-4.087,0.0,0.0,-4.087,-4.087,,121.064003,-0.03,-0.03,-0.02,121.064003,-0.03,-0.03,-0.02,
06/30/2003,46.785999,,,,,,,-49.93,,,,,,-3.144,-0.964,,,-0.604,0.0,1.568,-4.108,-0.27,-4.378,0.0,,,-4.378,0.0,-4.378,0.0,0.0,-4.378,-4.378,,120.636002,-0.04,-0.04,-0.03,120.636002,-0.04,-0.04,-0.03,
09/30/2003,46.925999,,,,,,,-46.744999,,,,,,0.181,1.133,,,-0.385,0.0,-0.748,1.314,-0.305,1.009,0.0,,,1.009,0.0,1.009,0.0,0.0,1.009,1.009,,121.181999,0.01,0.01,0.02,124.803001,0.01,0.01,0.02,
12/31/2003,54.457001,,,,,,,-53.342999,,,,,,1.114,1.851,,,-0.411,0.0,-1.44,2.965,-0.407,2.558,0.0,,,2.558,0.0,2.558,0.0,0.0,2.558,2.558,,121.860001,0.02,0.02,0.01,126.184998,0.02,0.02,0.01,
03/31/2004,61.056999,,,,,,,-60.069,,,,,,0.988,0.455,,,-0.455,0.0,0.0,1.443,-0.148,1.295,0.0,,,1.295,0.0,1.295,0.0,0.0,1.295,1.295,,122.324997,0.01,0.01,0.01,127.325996,0.01,0.01,0.01,
06/30/2004,68.017998,,,,,,,-61.848,,,,,,6.17,-0.268,,,-0.581,0.0,0.849,5.902,-0.232,5.67,0.0,,,5.67,0.0,5.67,0.0,0.0,5.67,5.67,,122.695999,0.05,0.05,0.06,127.360001,0.04,0.04,0.05,
09/30/2004,67.371002,,,,,,,-59.632999,,,,,,7.738,0.485,,,-0.721,0.0,0.236,8.223,-0.39,7.833,0.0,,,7.833,0.0,7.833,0.0,0.0,7.833,7.833,,123.171997,0.06,0.06,0.06,128.462006,0.06,0.06,0.06,
12/31/2004,69.59,,,,,,,-60.846,,,,,,8.744,0.94,,,-0.898,0.0,-0.042,9.684,-1.663,8.021,0.0,,,8.021,0.0,8.021,0.0,0.0,8.021,8.021,,123.955,0.06,0.06,0.06,130.859,0.06,0.06,0.06,
03/31/2005,75.274,,,-45.447,,29.827,,-24.197,,,,,,5.63,0.891,-1.012,,,0.0,0.121,6.521,-0.983,5.538,-0.366,,,5.904,0.0,5.904,0.0,0.0,5.904,5.904,,124.179,0.05,0.04,0.04,129.873,0.05,0.04,0.04,
06/30/2005,74.94,,,-42.465,,32.475,,-24.546,,,,,,7.929,-4.454,-1.125,,,0.0,5.579,3.475,-0.55,2.925,0.053,,,2.872,0.0,2.872,0.0,0.0,2.872,2.872,,124.427,0.02,0.02,0.05,129.851,0.02,0.02,0.05,
09/30/2005,80.321,,,-50.531,,29.79,,-24.236,,,,,,5.554,0.958,-1.075,,,0.0,0.117,6.512,-1.118,5.394,-0.025,,,5.419,0.0,5.419,0.0,0.0,5.419,5.419,,125.361,0.04,0.04,0.0426,131.026,0.04,0.04,0.0425,
12/31/2005,83.021,,,-48.639,,34.382,,-26.568,,,,,,7.814,4.793,,,-0.969,0.0,-3.824,12.607,-1.026,11.581,-0.623,,,12.204,0.0,12.204,0.0,0.0,12.204,12.204,,124.917,0.1,0.09,0.07,128.272,0.1,0.09,0.07,
03/31/2006,87.094,,,-57.942,,29.152,,-31.184,,,,,,-2.032,0.566,-1.38,,,0.0,0.814,-1.466,0.238,-1.228,0.214,,,-1.442,0.0,-1.442,0.0,0.0,-1.442,-1.442,,124.173,-0.01,-0.01,-0.0005,124.173,-0.01,-0.01,-0.0005,
06/30/2006,98.003,,,-66.232,,31.771,,-28.833,,,,,,2.938,0.982,-2.16,,,0.0,1.178,3.92,-3.742,0.178,-4.769,,,4.947,0.0,4.947,0.0,0.0,4.947,4.947,,124.373,0.04,0.0,0.01,127.098,0.04,0.0,0.01,
09/30/2006,106.924,,,-72.811,,34.113,,-36.505,,,,,,-2.392,0.993,-1.18,,,0.0,0.187,-1.399,2.134,0.735,0.0,,,0.735,0.0,0.735,0.0,0.0,0.735,0.735,,123.051,0.01,0.01,0.0184,126.125,0.01,0.01,0.0182,
12/31/2006,113.561,,,-73.228,,40.333,,-39.245,,,,,,1.088,0.87,-1.239,,,0.0,0.369,1.958,-3.062,-1.104,0.0,,,-1.104,0.0,-1.104,0.0,0.0,-1.104,-1.104,,123.19,-0.01,-0.01,0.0,123.19,-0.01,-0.01,0.0,
03/31/2007,121.295,,,-83.83,,37.465,,-37.654,,,,,,-0.189,1.415,-1.303,,,0.0,-0.112,1.226,-0.451,0.775,0.0,,,0.775,0.0,0.775,0.0,0.0,0.775,0.775,,123.301,0.01,0.01,0.0122,126.894,0.01,0.01,0.0121,
06/30/2007,128.594,,,-87.157,,41.437,,-40.105,,,,,,1.332,1.273,-1.216,,,0.0,-0.057,2.605,-1.758,0.847,0.0,,,0.847,0.0,0.847,0.0,0.0,0.847,0.847,,123.423,0.01,0.01,0.01,127.576,0.01,0.01,0.01,
09/30/2007,141.59,,,-96.694,,44.896,,-38.374,,,,,,6.522,1.631,-1.596,,,0.0,-0.035,8.153,-3.732,4.421,0.0,,,4.421,0.0,4.421,0.0,0.0,4.421,4.421,,124.875,0.04,0.04,0.04,128.314,0.03,0.03,0.03,
12/31/2007,154.959,,,-104.682,,50.277,,-39.635,,,,,,10.642,1.063,,,,0.0,-1.063,11.705,-3.018,9.173,0.0,,,8.687,0.0,9.173,0.0,0.0,9.173,9.173,,125.03,0.07,0.07,0.07,128.68,0.07,0.07,0.07,
03/31/2008,154.231,,,-106.907,,47.324,,-41.381,,,,,,5.943,2.627,-2.77,,,0.0,0.143,8.57,-1.454,7.116,0.0,,,7.116,0.0,7.116,0.0,0.0,7.116,7.116,,126.031,0.06,0.06,0.06,128.956,0.06,0.06,0.06,
06/30/2008,165.826,,,-110.674,,55.152,,-43.126,,,,,,12.026,1.72,-1.584,,,0.0,-0.136,13.746,-2.172,11.574,0.0,,,11.574,0.0,11.574,0.0,0.0,11.574,11.574,,125.544,0.09,0.09,0.09,128.645,0.09,0.09,0.09,
09/30/2008,177.671,,,-114.031,,63.64,,-42.853,42.121,8.659,,,0.732,20.787,1.358,-1.45,,,0.0,0.092,22.145,-4.078,18.067,0.0,,,18.067,0.0,18.067,0.0,0.0,18.067,18.067,,125.835,0.14,0.14,0.14,130.113,0.14,0.14,0.14,
12/31/2008,164.684,,,-103.896,,60.788,,-34.721,,,,,,26.067,1.187,-1.282,,,0.0,0.095,27.254,-1.535,25.719,0.0,,,25.719,0.0,25.719,0.0,0.0,25.719,25.719,,126.528,0.2,0.2,0.21,128.929,0.2,0.2,0.21,
03/31/2009,142.359,142.359,6.953,-100.178,107.131,42.181,0.0,-37.146,33.496,7.142,26.354,0.867,2.783,5.035,1.006,-1.006,,,,0.0,6.041,-1.543,4.498,0.0,0.0,0.0,4.498,0.0,4.498,0.0,0.0,4.498,7.131,2.633,126.889,0.04,0.04,0.056199,130.368,0.03,0.03,0.050197,
06/30/2009,147.534,147.534,6.07,-101.939,108.009,45.595,0.0,-37.129,35.038,7.274,27.764,0.898,1.193,8.466,0.809,-0.809,,,,0.0,9.275,-1.679,7.596,0.0,0.0,0.0,7.596,0.0,7.596,0.0,0.0,7.596,8.766,1.17,127.066,0.06,0.06,0.068988,130.825,0.06,0.06,0.068943,
09/30/2009,172.46,165.541,6.919,-121.138,121.138,51.322,0.0,-43.571,38.262,8.055,30.207,1.681,3.628,7.751,0.652,-0.652,,,,0.0,8.403,-2.47,5.933,0.0,0.0,0.0,5.933,0.0,5.933,0.0,0.0,5.933,9.489,3.556,128.582,0.05,0.05,0.073797,135.321,0.04,0.04,0.066278,
12/31/2009,183.45,183.45,7.851,-119.523,127.374,63.927,0.0,-44.759,43.153,9.46,33.693,1.7,-0.094,19.168,0.689,-0.689,,,,0.0,19.857,50.242,70.099,0.0,0.0,0.0,70.099,0.0,70.099,0.0,0.0,70.099,11.758,-58.341,129.273,0.54,0.54,0.090955,136.362,0.51,0.51,0.082161,
03/31/2010,183.223,183.223,8.501,-127.767,136.268,55.456,0.0,-46.454,44.59,8.647,35.943,1.467,0.397,9.002,0.8,-0.8,,,,0.0,9.802,-3.563,6.239,0.0,0.0,0.0,6.239,0.0,6.239,0.0,0.0,6.239,6.581,0.342,130.054,0.05,0.05,0.050602,136.797,0.05,0.05,0.050602,
06/30/2010,210.701,200.351,10.35,-149.695,149.695,61.006,0.0,-48.147,46.66,10.225,36.435,1.359,0.128,12.859,0.745,-0.745,,,,0.0,13.604,-6.0,7.604,0.0,0.0,0.0,7.604,0.0,7.604,0.0,0.0,7.604,7.68,0.076,130.915,0.06,0.06,0.058664,137.911,0.06,0.06,0.058664,
09/30/2010,228.582,217.057,11.525,-159.528,159.528,69.054,0.0,-49.076,47.741,9.298,38.443,1.301,0.034,19.978,0.942,-0.942,,,,0.0,20.92,-6.645,14.275,0.0,0.0,0.0,14.275,0.0,14.275,0.0,0.0,14.275,14.295,0.02,132.774,0.11,0.11,0.107664,139.243,0.1,0.1,0.100144,
12/31/2010,232.513,222.88,9.633,-158.448,158.448,74.065,0.0,-52.006,50.719,10.663,40.056,1.321,-0.034,22.059,1.218,-1.218,,,,0.0,23.277,-7.59,15.687,0.0,0.0,0.0,15.687,0.0,15.687,0.0,0.0,15.687,15.667,-0.02,133.582,0.12,0.12,0.117284,139.87,0.11,0.11,0.109857,
03/31/2011,249.894,241.34,8.554,-175.23,175.23,74.664,0.0,-56.176,49.261,10.156,39.105,1.273,5.642,18.488,1.459,-1.459,,,,0.0,19.947,-7.789,12.158,0.0,0.0,0.0,12.158,0.0,12.158,0.0,0.0,12.158,15.654,3.496,136.293,0.09,0.09,0.114855,140.565,0.09,0.09,0.114855,
06/30/2011,265.458,254.616,10.842,-187.581,187.581,77.877,0.0,-54.747,53.292,10.316,42.976,1.288,0.167,23.13,1.256,-1.256,,,,0.0,24.386,-9.182,15.204,0.0,0.0,0.0,15.204,0.0,15.204,0.0,0.0,15.204,15.322,0.118,137.608,0.11,0.11,0.111345,142.072,0.11,0.11,0.110831,
09/30/2011,273.882,262.73,11.152,-186.941,186.941,86.941,0.0,-57.059,53.061,8.632,44.429,1.725,2.273,29.882,2.037,-2.037,,,,0.0,31.919,-12.168,19.751,0.0,0.0,0.0,19.751,0.0,19.751,0.0,0.0,19.751,21.21,1.459,138.679,0.14,0.14,0.152943,142.608,0.14,0.14,0.150231,
12/31/2011,273.213,262.397,10.816,-181.583,181.583,91.63,0.0,-57.827,55.014,9.921,45.093,2.527,0.286,33.803,1.59,-1.59,,,,0.0,35.393,-8.407,26.986,0.0,0.0,0.0,26.986,0.0,26.986,0.0,0.0,26.986,27.224,0.238,139.126,0.19,0.19,0.195679,143.296,0.19,0.19,0.191661,
03/31/2012,269.162,260.379,8.783,-192.553,192.553,76.609,0.0,-61.079,57.408,10.695,46.713,2.622,1.049,15.53,1.822,-1.525,0.0,-1.525,,-0.297,17.352,-8.467,8.885,0.0,0.0,0.0,8.885,0.0,8.885,0.0,0.0,8.885,9.627,0.742,139.458,0.06,0.06,0.069032,143.916,0.06,0.06,0.065156,
06/30/2012,289.095,278.989,10.106,-202.688,202.688,86.407,0.0,-62.672,59.473,11.23,48.243,2.745,0.454,23.735,1.079,-0.808,0.371,-1.179,,-0.271,24.814,-10.692,14.122,0.0,0.0,0.0,14.122,0.0,14.122,0.0,0.0,14.122,14.458,0.336,139.31,0.1,0.1,0.103783,143.512,0.1,0.1,0.102341,
09/30/2012,299.268,288.467,10.801,-205.344,205.344,93.924,0.0,-61.719,57.873,11.221,46.652,2.744,1.102,32.205,0.812,-0.659,0.719,-1.378,,-0.153,33.017,-12.041,20.976,0.0,0.0,0.0,20.976,0.0,20.976,0.0,0.0,20.976,21.702,0.726,136.883,0.15,0.15,0.158544,140.158,0.15,0.15,0.15518,
12/31/2012,304.023,293.175,10.848,-211.951,211.951,92.072,0.0,-67.521,62.437,11.515,50.922,2.941,2.143,24.551,0.871,-0.743,0.728,-1.471,,-0.128,25.422,-10.586,14.836,0.0,0.0,0.0,14.836,0.0,14.836,0.0,0.0,14.836,16.276,1.44,137.101,0.11,0.11,0.122,140.85,0.11,0.11,0.122,
03/31/2013,302.983,292.638,10.345,-217.768,217.768,85.215,0.0,-73.993,65.928,11.749,54.179,3.657,4.408,11.222,0.872,-0.812,0.694,-1.506,,-0.06,12.094,-6.225,5.869,0.0,0.0,0.0,5.869,0.046,5.915,0.0,0.0,5.915,9.015,3.1,137.425,0.04,0.04,0.065599,142.206,0.04,0.04,0.061799,
06/30/2013,326.607,314.334,12.273,-224.486,224.486,102.121,0.0,-68.597,66.649,12.953,53.696,3.263,-1.315,33.524,1.2,-0.904,0.666,-1.57,,-0.296,34.724,-11.972,22.752,0.0,0.0,0.0,22.752,0.041,22.793,0.0,0.0,22.793,21.893,-0.9,138.791,0.16,0.16,0.157741,142.901,0.16,0.16,0.153702,
09/30/2013,334.88,323.793,11.087,-230.741,230.741,104.139,0.0,-66.546,64.239,11.926,52.313,3.007,-0.7,37.593,1.341,-0.857,0.636,-1.493,,-0.484,38.934,-12.677,26.257,0.0,0.0,0.0,26.257,0.088,26.345,0.0,0.0,26.345,25.638,-0.707,139.959,0.19,0.19,0.183182,142.261,0.19,0.19,0.183182,
12/31/2013,340.762,328.653,12.109,-230.604,230.604,110.158,0.0,-74.6,70.222,13.813,56.409,2.883,1.495,35.558,1.478,-1.43,0.623,-2.053,,-0.048,37.036,-16.068,20.968,0.0,0.0,0.0,20.968,0.008,20.976,0.0,0.0,20.976,22.0102,1.0342,140.305,0.15,0.15,0.1758,143.176,0.15,0.15,0.1723,
03/31/2014,353.176,341.541,11.635,-256.204,256.204,96.972,0.0,-77.136,73.542,15.585,57.957,3.219,0.375,19.836,1.658,-1.289,0.667,-1.956,,-0.369,21.494,-7.905,13.589,0.0,0.0,0.0,13.589,0.036,13.625,0.0,0.0,13.625,15.135,1.51,140.411,0.1,0.1,0.107791,143.513,0.09,0.09,0.100522,
06/30/2014,378.763,362.187,16.576,-262.962,262.962,115.801,0.0,-80.459,74.72,15.172,59.548,3.822,1.917,35.342,1.334,-1.233,0.82,-2.053,,-0.101,36.676,-13.431,23.245,0.0,0.0,0.0,23.245,0.041,23.286,0.0,0.0,23.286,24.589,1.303,141.85,0.16,0.16,0.173345,144.052,0.16,0.16,0.169045,
09/30/2014,364.632,350.704,13.928,-250.79,250.79,113.842,0.0,-80.025,74.21,13.556,60.654,3.389,2.426,33.817,1.316,-1.288,0.924,-2.212,,-0.028,35.133,-12.796,22.337,0.0,0.0,0.0,22.337,-0.07,22.267,0.0,0.0,22.267,23.875,1.608,141.624,0.16,0.16,0.16858,143.097,0.16,0.16,0.16858,
12/31/2014,369.0,,,,,122.877,,,,,,,,40.4,,,,,,,,,26.35,,,,,,26.35,,,26.35,33.85,,,0.185,0.185,0.235,,0.185,0.185,0.235,
03/31/2015,384.0,,,,,113.664,,,,,,,,27.0,,,,,,,,,17.9,,,,,,17.9,,,17.9,24.9,,,0.12,0.12,0.17,,0.12,0.12,0.17,
