Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2012,3886.056,29.662,29.662,0.0,585.979,585.979,0.0,1435.85,181.781,129.662,1124.407,0.0,204.037,,394.729,,48.94,2255.528,612.515,,,0,1018.013,558.115,433.033,125.082,,65.169,1630.528,,597.381,394.978,,,202.403,364.891,46.693,,,,318.198,1.171,,,0.0,963.443,1660.685,1660.685,,,,604.17,,484.529,119.641,2264.855,3228.298,0,271.304,0.976,270.328,0,721.187,-334.733,657.758,0,657.758,3886.056,
09/29/2012,3939.559,182.269,182.269,0.0,585.49,585.49,0.0,1340.776,177.693,136.399,1026.684,0.0,210.319,,396.667,,53.28,2318.854,606.011,,,0,1014.694,556.392,433.321,123.071,,61.635,1620.705,,688.01,429.166,,,258.844,389.938,50.778,,,,339.16,0.928,,,0.0,1078.876,1500.0,1500.0,,,,583.616,,471.335,112.281,2083.616,3162.492,0,278.239,0.979,277.26,0,831.079,-332.251,777.067,0,777.067,3939.559,
12/29/2012,3631.7,42.796,42.796,0.0,506.278,506.278,0.0,1253.136,167.883,143.713,941.54,0.0,225.315,0.0,397.529,,58.038,2027.525,596.158,1413.377,-817.219,0,1008.017,553.414,433.3,120.114,,57.074,1604.175,,675.348,403.644,0.0,0.0,271.704,200.052,26.216,0.0,0.0,,173.836,0.268,0.0,0.0,0.0,875.668,1317.5,1317.5,0.0,0.0,,551.666,0.0,446.267,105.399,1869.166,2744.834,0,293.012,0.983,292.029,0,911.467,-317.613,886.866,0,886.866,3631.7,
03/30/2013,3807.125,68.545,68.545,0.0,550.65,550.65,0.0,1346.985,181.616,139.466,1025.903,0.0,231.378,,414.789,,62.476,2197.558,582.382,,,0,1027.185,550.412,433.321,117.091,,61.984,1609.567,,685.114,419.302,,,265.812,189.574,29.827,,,,159.747,0.874,,,0.0,875.562,1435.0,1435.0,,,,548.009,,423.567,124.442,1983.009,2858.571,0,301.965,0.985,300.98,0,962.846,-316.257,948.554,0,948.554,3807.125,
06/29/2013,3849.53,82.305,82.305,0.0,616.622,616.622,0.0,1337.174,187.315,137.086,1012.773,0.0,223.863,,406.779,,53.603,2259.964,576.58,,,0,1012.986,547.475,432.95,114.525,,58.732,1589.566,,692.657,442.27,,,250.387,200.784,30.305,,,,170.479,0.566,,,0.0,894.007,1374.5,1374.5,,,,536.885,,415.276,121.609,1911.385,2805.392,0,299.389,0.99,298.399,0,1064.266,-319.517,1044.138,0,1044.138,3849.53,
09/28/2013,3835.017,132.32,132.32,0.0,585.71,585.71,0.0,1313.971,180.092,131.549,1002.33,0.0,225.052,,405.135,,55.619,2257.053,566.776,,,0,1011.188,544.818,432.979,111.839,,61.235,1577.964,,741.428,440.357,,,301.071,5.209,5.209,,,,,167.048,,,166.614,913.685,1250.0,1250.0,,,,519.228,,404.554,114.674,1769.228,2682.913,0,301.214,0.991,300.223,0,1169.345,-318.455,1152.104,0,1152.104,3835.017,
12/28/2013,4090.048,115.863,115.863,0.0,578.558,578.558,0.0,1283.331,170.524,142.713,970.094,0.0,265.914,0.0,207.426,,67.652,2243.666,579.883,1402.986,-823.103,0,1266.499,1004.143,626.392,377.751,,54.93,1846.382,,609.785,466.27,0.0,0.0,143.515,217.982,36.192,0.0,0.0,,181.79,171.511,0.0,0.0,171.483,999.278,1467.0,1467.0,0.0,0.0,,393.147,0.0,263.819,129.328,1860.147,2859.425,0,286.222,0.995,285.227,0,1181.418,-237.017,1230.623,0,1230.623,4090.048,
03/29/2014,4273.919,151.136,151.136,0.0,611.6,611.6,0.0,1402.122,184.087,146.39,1071.645,0.0,276.093,,207.758,,77.644,2440.951,572.575,,,0,1260.393,999.195,626.505,372.69,,53.44,1832.968,,824.983,492.357,,,332.626,203.367,38.488,,,,164.879,1.013,,,0.0,1029.363,1620.0,1620.0,,,,378.079,,246.938,131.141,1998.079,3027.442,0,291.657,0.996,290.661,0,1192.618,-237.798,1246.477,0,1246.477,4273.919,
06/28/2014,4415.018,143.617,143.617,0.0,779.52,779.52,0.0,1401.615,192.592,150.86,1058.163,0.0,262.984,,208.703,,64.765,2587.736,571.744,,,0,1255.538,994.388,626.568,367.82,,52.447,1827.282,,888.394,563.758,,,324.636,265.802,40.802,,,,225.0,1.142,,,0.0,1155.338,1523.0,1523.0,,,,358.252,,220.014,138.238,1881.252,3036.59,0,295.51,0.996,294.514,0,1316.748,-233.83,1378.428,0,1378.428,4415.018,
09/27/2014,5543.494,215.832,215.832,0.0,874.922,874.922,0.0,1666.008,225.702,158.097,1282.209,0.0,397.658,,211.262,,187.457,3154.42,673.295,,,0,1715.779,1436.984,721.16,715.824,,67.533,2389.074,,1292.839,673.937,,,618.902,382.769,137.948,,,,244.821,0.347,,,0.0,1675.955,1908.733,1908.733,,,,494.136,,242.89,251.246,2402.869,4078.824,0,294.769,0.999,293.77,0,1405.415,-235.514,1464.67,0,1464.67,5543.494,
01/03/2015,5208.193,239.855,239.855,0.0,672.048,672.048,0.0,1537.2,122.873,196.886,1217.441,0.0,101.064,0.0,495.824,,94.657,2550.167,674.379,1538.044,-863.665,0,1983.647,1414.321,723.12,691.201,,73.502,2658.026,,764.446,621.22,0.0,0.0,143.226,369.755,144.438,0.0,0.0,,225.317,348.213,0.0,0.0,348.104,1482.414,1613.997,1613.997,0.0,0.0,,725.01,0.0,472.003,253.007,2339.007,3821.421,0,294.934,4.008,290.926,0,1464.427,-372.589,1386.772,0,1386.772,5208.193,
04/04/2015,5407.926,277.067,277.067,0.0,713.113,713.113,0.0,1692.712,172.48,176.02,1344.212,0.0,337.796,,293.116,,112.29,3020.688,662.809,,,0,1724.429,1363.024,712.41,650.614,,68.289,2387.238,,1072.083,613.261,,,458.822,327.815,116.742,,,,211.073,0.848,,,0.0,1400.746,1973.876,1973.876,,,,630.075,,365.503,264.572,2603.951,4004.697,0,294.665,4.014,290.651,0,1476.31,-367.746,1403.229,0,1403.229,5407.926,
07/04/2015,5872.381,315.354,315.354,0.0,835.299,835.299,0.0,1766.761,179.215,188.594,1398.952,0.0,378.908,,291.073,,156.416,3296.322,658.789,,,0,1917.27,1548.81,835.027,713.783,,77.387,2576.059,,1133.732,661.369,,,472.363,379.383,112.818,,,,266.565,0.575,,,0.0,1513.69,2217.76,2217.76,,,,689.159,,364.433,324.726,2906.919,4420.609,0,289.529,4.025,285.504,0,1530.495,-368.252,1451.772,0,1451.772,5872.381,
10/03/2015,5819.4,284.595,284.595,0.0,850.334,850.334,0.0,1813.51,172.921,202.026,1438.563,0.0,317.015,,278.968,,95.424,3265.454,652.391,,,0,1901.555,1549.192,837.975,711.217,,73.395,2553.946,,1153.72,637.788,,,515.932,417.754,120.083,,,,297.671,0.663,,,0.0,1572.137,2361.607,2361.607,,,,635.357,,362.545,272.812,2996.964,4569.101,0,284.622,3.923,280.699,0,1349.059,-383.382,1250.299,0,1250.299,5819.4,
01/02/2016,5597.59,319.169,319.169,0.0,680.417,680.417,0.0,1814.602,173.336,200.836,1440.43,0.0,103.679,0.0,445.179,0.0,98.465,2917.867,650.462,1553.121,-902.659,0,2029.261,1534.83,834.315,700.515,,49.252,2679.723,,1132.2,672.972,0.0,0.0,459.228,370.604,117.785,0.0,0.0,,252.819,1.105,0.0,0.0,0.0,1503.909,2232.712,2232.712,0.0,0.0,,585.078,0.0,362.266,222.812,2817.79,4321.699,0,281.486,3.917,277.569,0,1389.338,-394.933,1275.891,0,1275.891,5597.59,
04/02/2016,5822.061,332.422,332.422,0.0,722.103,722.103,0.0,1969.872,162.016,219.833,1588.023,0.0,93.283,,452.709,,92.813,3117.68,652.126,,,0,2052.255,1550.934,838.984,711.95,,48.612,2704.381,,985.925,530.436,,,455.489,377.562,115.237,,,,262.325,5.025,,,0.0,1368.512,2963.424,2963.424,,,,538.084,,322.586,215.498,3501.508,4870.02,0,279.712,3.775,275.937,0,1057.046,-384.717,952.041,0,952.041,5822.061,
07/02/2016,6614.65,660.997,660.997,0.0,857.562,857.562,0.0,2006.867,146.981,204.402,1655.484,0.0,108.066,,461.359,,104.422,3633.492,672.807,,,0,2308.351,1786.104,947.955,838.149,,60.888,2981.158,,1187.191,664.186,,,523.005,361.277,85.528,,,,275.749,2.446,,,0.0,1550.914,3466.525,3466.525,,,,547.519,,319.527,227.992,4014.044,5564.958,0,278.985,3.778,275.207,0,1149.236,-378.529,1049.692,0,1049.692,6614.65,
10/01/2016,7304.334,450.213,450.213,0.0,961.659,961.659,0.0,2004.997,147.274,200.067,1657.656,0.0,145.258,,471.01,8.405,119.759,3562.127,718.999,,,0,3023.208,2490.059,1142.523,1347.536,,62.139,3742.207,,1413.534,757.72,,,655.814,444.082,60.646,,,,383.436,15.264,,,0.0,1872.88,3684.408,3684.408,,,,560.521,,317.351,243.17,4244.929,6117.809,0,286.711,3.779,282.932,0,1281.056,-381.242,1186.525,0,1186.525,7304.334,
12/31/2016,6930.48,460.245,460.245,0.0,836.924,836.924,0.0,1840.565,131.228,185.066,1524.271,0.0,183.432,0.0,464.872,9.466,116.443,3321.166,692.464,1642.51,-950.046,0,2916.85,2383.998,1098.54,1285.458,,67.98,3609.314,,1381.063,761.647,0.0,0.0,619.416,234.76,56.396,0.0,0.0,,178.364,9.845,0.0,0.0,0.0,1625.668,3507.685,3507.685,0.0,0.0,,573.213,0.0,371.612,201.601,4080.898,5706.566,0,263.789,3.787,260.002,0,1396.116,-435.991,1223.914,0,1223.914,6930.48,
04/01/2017,7055.928,463.623,463.623,0.0,800.467,800.467,0.0,1998.501,138.868,205.381,1654.252,0.0,196.216,,467.993,0.0,189.913,3458.807,620.393,,,0,2976.728,2437.413,1118.509,1318.904,,71.322,3597.121,,1378.526,756.176,,,622.35,376.824,43.418,,,,333.406,7.144,,,0.0,1762.494,3763.119,3763.119,,,,572.255,,375.036,197.219,4335.374,6097.868,0,257.284,3.641,253.643,0,1120.541,-419.765,958.06,0,958.06,7055.928,
07/01/2017,7236.971,449.415,449.415,0.0,935.548,935.548,0.0,2000.436,136.532,198.198,1665.706,0.0,192.603,,480.001,0.0,192.307,3578.002,619.883,,,0,3039.086,2479.35,1132.981,1346.369,,79.735,3658.969,,1335.917,784.96,,,550.957,428.485,72.157,,,,356.328,14.186,,,0.0,1778.588,3797.245,3797.245,,,,582.812,,377.715,205.097,4380.057,6158.645,0,271.651,3.644,268.007,0,1238.368,-431.693,1078.326,0,1078.326,7236.971,
09/30/2017,7280.723,400.045,400.045,0.0,1009.188,1009.188,0.0,1953.918,130.567,201.729,1621.622,0.0,196.875,,504.059,0.0,195.427,3560.026,624.602,,,0,3096.095,2512.949,1141.942,1371.007,,79.087,3720.697,,1441.598,852.671,,,588.927,429.359,23.969,,,,405.39,25.672,,,0.0,1896.629,3566.547,3566.547,,,,586.38,,378.573,207.807,4152.927,6049.556,0,271.321,3.646,267.675,0,1386.488,-426.642,1231.167,0,1231.167,7280.723,
12/30/2017,6894.775,421.566,421.566,0.0,903.318,903.318,0.0,1874.99,129.287,226.659,1519.044,0.0,186.496,0.0,234.932,0.0,184.896,3386.37,623.991,1637.491,-1013.5,0,2884.414,2569.864,1167.007,1402.857,,79.618,3508.405,,1494.715,867.649,0.0,0.0,627.066,261.462,11.873,0.0,0.0,,249.589,22.568,0.0,0.0,0.0,1778.745,3702.054,3702.054,0.0,0.0,,727.774,0.0,405.238,322.536,4429.828,6208.573,0,275.063,3.601,271.462,0,850.345,-439.206,686.202,0,686.202,6894.775,
03/31/2018,7327.775,373.662,373.662,0.0,874.684,874.684,0.0,2044.68,135.327,213.029,1696.324,0.0,106.8,,233.279,0.0,104.629,3399.826,630.669,,,0,3297.28,2951.38,1282.504,1668.876,,112.621,3927.949,,1319.115,813.981,,,505.134,340.613,17.83,,,,322.783,18.032,,,0.0,1677.76,4185.252,4185.252,,,,759.068,,408.787,350.281,4944.32,6622.08,0,281.359,3.604,277.755,0,875.035,-450.699,705.695,0,705.695,7327.775,
06/30/2018,7427.886,397.971,397.971,0.0,973.807,973.807,0.0,2112.211,137.205,214.679,1760.327,0.0,132.757,,218.269,0.0,110.31,3616.746,617.302,,,0,3193.838,2869.577,1259.01,1610.567,,105.992,3811.14,,1440.101,935.176,,,504.925,349.275,14.54,,,,334.735,1.435,,,0.0,1790.811,4149.201,4149.201,,,,720.683,,388.256,332.427,4869.884,6660.695,0,278.725,3.605,275.12,0,961.02,-472.554,767.191,0,767.191,7427.886,
09/29/2018,7455.506,398.499,398.499,0.0,1044.516,1044.516,0.0,2139.281,134.684,195.559,1809.038,0.0,154.909,,191.649,0.0,135.819,3737.205,607.649,,,0,3110.652,2838.672,1252.524,1586.148,,80.331,3718.301,,1505.136,975.138,,,529.998,520.25,14.051,,,,506.199,1.742,,,0.0,2027.128,3863.58,3863.58,,,,694.21,,386.647,307.563,4557.79,6584.918,0,279.278,3.607,275.671,0,1077.808,-486.498,870.588,0,870.588,7455.506,
12/29/2018,7238.24,433.022,433.022,0.0,870.878,870.878,0.0,2056.838,107.3,182.966,1766.572,0.0,181.377,0.0,207.449,0.0,162.996,3542.115,607.688,1677.525,-1069.837,0,3088.437,2797.108,1241.727,1555.381,0.0,83.88,3696.125,,1599.13,1029.933,0.0,0.0,569.197,446.408,5.824,0.0,0.0,,440.584,0.4,0.0,0.0,0.0,2045.938,3534.183,3534.183,0.0,0.0,,785.993,0.0,378.972,407.021,4320.176,6366.114,0,288.49,3.613,284.877,0,1079.503,-495.867,872.126,0,872.126,7238.24,
03/30/2019,7824.159,287.08,287.08,0.0,932.875,932.875,0.0,2232.719,118.824,170.746,1943.149,0.0,189.012,,213.728,,167.031,3641.686,1086.142,,,0,3096.331,2788.37,1240.652,1547.718,,94.233,4182.473,,1574.598,1007.42,,,567.178,623.003,5.753,140.435,,140.435,476.815,1.272,,,0.0,2198.873,3988.858,3615.493,373.365,,373.365,703.437,,352.069,351.368,4692.295,6891.168,0,309.699,3.615,306.084,0,1191.111,-567.819,932.991,0,932.991,7824.159,
06/29/2019,7876.892,257.941,257.941,0.0,1011.816,1011.816,0.0,2233.76,107.561,169.509,1956.69,0.0,152.925,,264.592,0.0,138.525,3656.442,1081.612,,,0,3138.838,2782.159,1240.853,1541.306,,92.087,4220.45,,1572.123,1026.863,,,545.26,495.648,4.695,144.453,,144.453,346.5,2.046,,,0.0,2069.817,4043.03,3671.066,371.964,,371.964,629.195,,351.453,277.742,4672.225,6742.042,0,312.17,3.615,308.555,0,1395.306,-572.626,1134.85,0,1134.85,7876.892,
09/28/2019,7773.298,317.024,317.024,0.0,1033.938,1033.938,0.0,2108.281,98.373,137.248,1872.66,0.0,166.727,,257.314,0.0,134.712,3625.97,1057.008,,,0,3090.32,2717.185,1223.216,1493.969,,115.821,4147.328,,1586.575,997.069,,,589.506,509.843,4.275,145.055,,145.055,360.513,0.486,,,0.0,2096.904,3831.674,3467.591,364.083,,364.083,614.478,,348.674,265.804,4446.152,6543.056,0,313.943,3.616,310.327,0,1528.258,-611.959,1230.242,0,1230.242,7773.298,
12/28/2019,7353.986,328.876,328.876,0.0,815.21,815.21,0.0,1905.845,83.545,136.592,1685.708,0.0,174.634,2.975,203.331,0.0,170.992,3224.565,1075.683,2152.138,-1076.455,0,3053.738,2756.511,1235.711,1520.8,1.016,89.905,4129.421,,1486.797,959.006,0.0,0.0,527.791,281.249,4.244,166.091,0.0,166.091,110.914,3.393,0.0,0.0,0.0,1771.439,3615.151,3256.87,358.281,,358.281,730.801,0.0,403.458,327.343,4345.952,6117.391,0,308.019,3.624,304.395,0,1546.224,-617.648,1236.595,0,1236.595,7353.986,
