Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1997,298.72699,283.282997,177.190994,106.092003,0.0,,,0.0,,,,,2.183,,,285.466003,10.182,32.784,-22.601999,0.0,,,,3.079,,,,,,3.079,13.261,,8.525,8.525,,,,2.677,,,,,,0.556001,,,0.556001,11.758,5.488,,,,,0.0,,,,,,0.0,5.488,17.246,0,391.307007,,,0.0,,-109.825996,281.48101,0.0,281.48101,298.727011,
12/31/1997,295.604004,279.670997,71.454002,208.216995,0.0,,,0.0,,,,,1.952,,,281.622986,11.095,34.720001,-23.625,0.0,,,,2.886,,,,,,2.886,13.981,,4.247,4.247,,,,2.51,,,,,,6.941,,,6.941,13.698,5.905,,,,,0.0,,,,,,0.0,5.905,19.603,0,392.623993,,,0.0,,-116.623001,276.000992,0.0,276.000992,295.603992,
03/31/1998,283.345978,265.873993,58.445999,207.427994,0.0,,,0.0,0.0,0.0,0.0,,1.662,,,267.53598,12.380999,36.938999,-24.558001,0.0,,,,3.429,0.0,,,,,3.429,15.809999,,6.174,6.174,,,,2.537,,,,,,0.0,,,0.0,8.710999,6.209,,,,,0.0,,,,,,0.0,6.209,14.92,0,393.565002,,,0.0,,-125.139,268.426003,0.0,268.426003,283.346002,
06/30/1998,274.899994,256.137997,36.273998,219.863998,0.0,,,0.0,0.0,0.0,0.0,,1.788,,,257.925995,13.616999,39.216999,-25.6,0.0,,,,3.357,0.0,,,,,3.357,16.973999,,5.998,5.998,,,,2.678,,,,,,0.0,,,0.0,8.676001,6.885,,,,,0.0,,,,,,0.0,6.885,15.561001,0,394.089996,,,0.0,,-134.751007,259.338989,0.0,259.338989,274.89999,
09/30/1998,277.871002,258.913002,49.652,209.261002,0.0,,,0.0,0.0,0.0,0.0,,1.972,,,260.88501,13.709002,40.450001,-26.740999,0.0,,,,3.277,0.0,,,,,3.277,16.986001,,8.32,8.32,,,,2.84,,,,,,0.0,,,0.0,11.16,7.629,,,,,0.0,,,,,,0.0,7.629,18.789,0,394.626007,,,0.0,,-135.544006,259.082001,0.0,259.082001,277.871001,
12/31/1998,266.346008,245.652002,24.169001,221.483002,0.0,,,0.0,0.0,0.0,0.0,,3.056,,,248.707993,14.476,42.620998,-28.145,0.0,,,,3.162,0.0,,,,,3.162,17.638,,2.808,2.808,,,,2.752,,,,,,7.542,,,7.542,13.102,7.032,,,,,0.0,,,,,,0.0,7.032,20.134,0,395.419006,,,0.0,,-149.207001,246.212006,0.0,246.212006,266.346006,
03/31/1999,249.702,224.3,19.81,204.49,0.0,,,0.0,0.0,0.0,0.0,,2.429,,,226.729,15.692,45.08,-29.388,0.0,,,,7.281,0.0,,,,,7.281,22.973,,11.112,11.112,,,,2.673,0.0,2.673,2.673,,,0.0,,,0.0,13.785,6.406,0.0,6.406,6.406,,0.0,,,,,,0.0,6.406,20.191,0,396.715,,,0.0,-167.415,0.211,229.511,0.0,229.511,249.702,
06/30/1999,238.632,204.992,11.173,193.819,0.0,,,0.0,0.0,0.0,0.0,,6.342,,,211.334,19.65771,50.452,-30.794,0.0,,,,7.64,0.0,,,,2.575,5.065,27.29771,,11.659,11.659,,,,2.561,0.0,2.561,2.561,,,0.0,,,0.0,14.22,5.828,0.0,5.828,5.828,,0.0,,,,,,0.0,5.828,20.048,0,397.773,,,0.0,-178.256,-0.933,218.584,0.0,218.584,238.632,
09/30/1999,224.848,188.114,22.369,165.745,4.79,4.79,,0.0,0.0,0.0,0.0,0.0,1.222,,,194.126,23.603,,,0.0,,,,7.119,0.0,,,,,7.119,30.722,,10.619,10.619,,,,2.452,0.0,2.452,2.452,,,0.0,,,0.0,13.071,5.257,0.0,5.257,5.257,,0.0,,,,,,0.0,5.257,18.328,0,399.392,,,0.0,-192.542,-0.33,206.52,0.0,206.52,224.848,
12/31/1999,232.445,187.802,31.548,156.254,5.956,5.956,,0.0,0.0,0.0,0.0,0.0,1.439,,,195.197,24.48,58.831,-34.351,0.0,,,,12.768,0.0,,,,2.276,10.492,37.248,,2.979,2.979,,,,2.366,0.0,2.366,2.366,,,13.173,,,13.173,18.518,4.693,0.0,4.693,4.693,,0.0,,,,,,0.0,4.693,23.211,0,401.145,,,0.0,-190.827,-1.084,209.234,0.0,209.234,232.445,
03/31/2000,396.931,347.248,191.75,155.498,4.506,4.506,,0.0,0.0,0.0,0.0,0.0,1.997,,,353.751,25.21,61.405,-36.195,0.0,,,,17.97,0.0,,,,2.295,15.675,43.18,,13.767,13.767,,,,2.272,0.0,2.272,2.272,,,0.0,,,0.0,16.039,179.155,0.0,179.155,179.155,,0.0,,,,,,0.0,179.155,195.194,0,410.196,,,0.0,-206.986,-1.473,201.737,0.0,201.737,396.931,
06/30/2000,428.322,378.385,183.208,195.177,5.434,5.434,,0.0,0.0,0.0,0.0,0.0,1.7,,,385.519,25.08,63.264,-38.184,0.0,,,,17.723,0.0,,,,2.3,15.423,42.803,,17.64453,17.64453,,,,2.204,0.0,2.204,2.204,,,4.74247,,,4.74247,24.591,178.619,0.0,178.619,178.619,,0.0,,,,,,0.0,178.619,203.21,0,420.73,,,0.0,-194.373,-1.245,225.112,0.0,225.112,428.322,
09/30/2000,774.563,713.347,471.429,241.918,7.087,7.087,,0.0,0.0,0.0,0.0,0.0,1.751,,,722.185,24.691,64.934,-40.243,0.0,,,,27.687,0.0,,,,1.883,25.804,52.378,,31.387,31.387,,,,163.8,0.0,163.8,163.8,,,4.65,,,4.65,199.837,348.121,0.0,348.121,348.121,,0.0,,,,,,0.0,348.121,547.958,0,445.46,,,0.0,-219.231,0.376,226.605,0.0,226.605,774.563,
12/31/2000,772.881,388.599,322.09,66.509,12.262,12.262,,0.0,0.0,0.0,0.0,0.0,2.325,,,403.186,28.149,70.744,-42.595,318.825,,,,22.721,0.0,,,,1.726,20.995,369.695,,3.847,3.847,,,,2.377,1.113,1.264,1.264,,,32.447,,,32.447,38.671,347.313,347.225,0.088,0.088,,0.0,,,,,,0.0,347.313,385.984,0,613.762,,,0.0,-230.485,3.62,386.897,0.0,386.897,772.881,
03/31/2001,769.544,323.336,222.662,100.674,7.615,7.615,,0.0,0.0,0.0,0.0,0.0,2.327,,,333.278,36.063,,,361.535,,,,38.668,,,,,1.726,36.942,436.266,,2.596,2.596,,,,2.186,0.0,2.186,2.186,,,27.09,,,27.09,31.872,346.966,345.0,1.966,1.966,,0.0,,,,,,0.0,346.966,378.838,0,621.901,,,0.0,-239.355,8.16,390.706,0.0,390.706,769.544,
06/30/2001,766.834,320.028,168.527,151.501,8.414,8.414,,0.0,0.0,0.0,0.0,0.0,2.032,,,330.474,43.534,,,355.427,,,,37.399,,,,,1.4,35.999,436.36,,6.362,6.362,,,,2.016,0.0,2.016,2.016,,,30.474,,,30.474,38.852,346.633,345.0,1.633,1.633,,0.0,,,,,,0.0,346.633,385.485,0,625.095,,,0.0,-251.462,7.716,381.349,0.0,381.349,766.834,
09/30/2001,922.37,381.866,195.951,185.915,35.925,35.925,,0.0,0.0,0.0,0.0,0.0,10.627,,,428.418,75.064,,,348.461,,,,70.427,,,,,18.863,51.564,493.952,,6.377,6.377,,,,4.562,0.0,4.562,4.562,,,80.959,,,80.959,91.898,354.185,345.0,9.185,9.185,,0.0,,,,,,0.0,354.185,446.083,0,775.266,,,0.0,-311.272,12.293,476.287,0.0,476.287,922.37,
12/31/2001,925.131,743.202,189.205,553.997,20.265,,,0.0,0.0,0.0,0.0,0.0,12.625,,,776.092,80.377,149.276,-68.899,26.433,,,,42.229,0.0,,,,,42.229,149.039,,11.628,11.628,,,,4.579,1.85,2.729,2.729,,,75.346,,,75.346,91.553,323.026,321.948,1.078,1.078,,35.201,,,,,,35.201,358.227,449.78,0,778.769,,,0.0,,-303.418,475.351,0.0,475.351,925.131,
03/31/2002,875.51,699.03,176.229,522.801,14.342,14.342,,0.0,0.0,0.0,0.0,0.0,10.411,,,723.783,84.628,,,26.433,,,,40.666,,,,,,40.666,151.727,,10.913,10.913,,,,3.928,0.0,3.928,3.928,,,50.706,,,50.706,65.547,322.331,315.0,7.331,7.331,,37.523,,,,,,37.523,359.854,425.401,0,781.776,,,0.0,-336.599,4.932,450.109,0.0,450.109,875.51,
06/30/2002,860.474,679.845,125.268,554.577,18.056,18.056,,0.0,0.0,0.0,0.0,0.0,9.707,,,707.608,86.222,,,26.433,,,,40.211,,,,,,40.211,152.866,,9.764,9.764,,,,3.519,0.0,3.519,3.519,,,49.003,,,49.003,62.286,321.73,315.0,6.73,6.73,,39.778,,,,,,39.778,361.508,423.794,0,787.644,,,0.0,-357.618,6.654,436.68,0.0,436.68,860.474,
09/30/2002,831.069,651.354,103.594,547.76,13.1,13.1,,,,,,,9.199,,,673.653,92.391,,,26.433,,,,38.592,,,,,,38.592,157.416,,12.17,12.17,,,,2.969,0.0,2.969,2.969,,,43.649,,,43.649,58.788,321.313,315.0,6.313,6.313,,42.755,,,,,,42.755,364.068,422.856,0,791.389,,,,-391.07,7.894,408.213,0.0,408.213,831.069,
12/31/2002,815.72,634.984,108.098,526.886,13.2,,,0.0,0.0,0.0,0.0,0.0,8.388,,,656.572,95.991,181.994,-86.003,26.433,,,,36.724,,,,,,36.724,159.148,,16.745,16.745,,,,2.195,1.217,0.978,0.978,,,45.657,,,45.657,64.597,325.944,325.845,0.099,0.099,,46.598,,,,,,46.598,372.542,437.139,0,794.97,,,0.0,,-416.389,378.581,0.0,378.581,815.72,
03/31/2003,840.306,680.089,180.773,499.316,11.925,11.925,,0.0,0.0,0.0,0.0,0.0,5.961,,,697.975,87.346,,,18.863,,,,36.122,,,,,,36.122,142.331,,10.0,10.0,,,,1.374,0.0,1.374,1.374,,,44.917,,,44.917,56.291,328.523,328.5,0.023,0.023,,55.223,,,,,,55.223,383.746,440.037,0,798.376,,,0.0,-402.542,4.435,400.269,0.0,400.269,840.306,
06/30/2003,787.456,633.396,133.41,499.986,9.72,9.72,,0.0,0.0,0.0,0.0,0.0,6.126,,,649.242,86.081,,,18.863,,,,33.27,,,,,,33.27,138.214,,9.267,9.267,,,,0.846,0.0,0.846,0.846,,,76.408,,,76.408,86.521,328.5,,,,,58.918,,,,,,58.918,387.418,473.939,0,801.303,,,0.0,-492.47,4.684,313.517,0.0,313.517,787.456,
09/30/2003,742.676,595.604,77.449,518.155,7.85,7.85,,0.0,0.0,0.0,0.0,0.0,6.821,,,610.275,82.029,,,18.863,,,,31.509,,,,,,31.509,132.401,,8.069,8.069,,,,4.837,4.394,0.443,0.443,,,106.919,,,106.919,119.825,333.46,333.46,0.0,0.0,,58.109,,,,,,58.109,391.569,511.394,0,806.49,,,0.0,0.0,-575.208,231.282,0.0,231.282,742.676,
12/31/2003,724.411,583.164,98.159,485.005,7.324,7.324,,0.0,0.0,0.0,0.0,0.0,3.318,,,593.806,80.083,186.534,-106.451,18.863,,,,31.659,,,,,,31.659,130.605,,12.306,12.306,,,,14.113,14.0,0.113,0.113,,,112.648,,,112.648,139.067,333.46,333.46,0.0,0.0,,59.039,,,,,,59.039,392.499,531.566,0,811.187,,,0.0,-619.92,1.578,192.845,0.0,192.845,724.411,
03/31/2004,669.188,520.574,53.007,467.567,7.937,7.937,,0.0,0.0,0.0,0.0,0.0,4.927,,,533.438,76.17,,,18.863,,,,40.717,,,,,,40.717,135.75,,7.741,7.741,,,,14.036,14.0,0.036,0.036,,,99.063,,,99.063,120.84,333.46,,,,,57.792,,,,,,57.792,391.252,512.092,0,816.646,,,0.0,-660.358,0.808,157.096,0.0,157.096,669.188,
06/30/2004,624.051,460.368,63.692,396.676,9.939,9.939,,0.0,0.0,0.0,0.0,0.0,3.908,,,474.215,73.226,,,18.863,,,,57.747,,,,,,57.747,149.836,,7.815,7.815,,,,0.0,0.0,0.0,0.0,,,129.636,,,129.636,137.451,334.997,334.997,0.0,0.0,,41.31,,,,,,41.31,376.307,513.758,0,827.25,,,0.0,-704.627,-12.33,110.293,0.0,110.293,624.051,
09/30/2004,574.362,418.427,37.037,381.39,8.48,8.48,,0.0,0.0,0.0,0.0,0.0,5.925,,,432.832,68.179,,,18.863,,,,54.488,,,,,,54.488,141.53,,9.504,9.504,,,,4.688,4.688,0.0,0.0,,,120.254,,,120.254,134.446,317.925,317.925,0.0,0.0,,47.671,,,,,,47.671,365.596,500.042,0,829.011,,,0.0,-743.398,-11.293,74.32,0.0,74.32,574.362,
12/31/2004,545.453,392.32,55.006,337.314,11.891,11.891,,0.0,0.0,0.0,0.0,0.0,2.501,,,406.712,64.225,191.019,-126.794,18.863,,,,55.653,,,,,,55.653,138.741,,6.66,6.66,,,,0.0,0.0,0.0,0.0,,,147.085,,,147.085,153.745,334.997,334.997,0.0,0.0,,21.27,,,,,,21.27,356.267,510.012,0,834.639,,,0.0,-786.167,-13.031,35.441,0.0,35.441,545.453,
03/31/2005,484.229,334.332,37.371,296.961,10.866,10.866,,0.0,0.0,0.0,0.0,0.0,4.831,,,350.029,60.7,,,18.863,,,,54.637,,,,,,54.637,134.2,,8.474,8.474,,,,0.0,0.0,0.0,0.0,,,139.693,,,139.693,148.167,334.997,334.997,0.0,0.0,,9.556,,,,,,9.556,344.553,492.72,0,839.343,,,0.0,-830.887,-16.947,-8.491,0.0,-8.491,484.229,
06/30/2005,596.903,446.606,194.695,251.911,13.941,13.941,,0.0,0.0,0.0,0.0,0.0,4.763,,,465.31,58.496,,,18.863,,,,54.234,,,,,,54.234,131.593,,9.429,9.429,,,,0.0,,,,,,128.557,,,128.557,137.986,334.997,,,,,0.962,,,,,,0.962,335.959,473.945,0,1009.734,,,,-871.875,-14.901,122.958,0.0,122.958,596.903,
09/30/2005,550.575,399.165,101.619,297.546,20.764,20.764,,0.0,0.0,0.0,0.0,0.0,4.405,,,424.334,56.127,,,18.863,,,,51.251,,,,,,51.251,126.241,,6.46,6.46,,,,0.0,0.0,0.0,0.0,,,115.35,,,115.35,121.81,294.547,294.547,0.0,0.0,,0.906,,,,,,0.906,295.453,417.263,0,1102.163,,,0.0,-951.453,-17.398,133.312,0.0,133.312,550.575,
12/31/2005,548.998,361.157,78.045,283.112,20.595,20.595,,0.0,0.0,0.0,0.0,0.0,3.303,,,385.055,54.533,202.359,-147.826,65.216,,46.353,,44.194,,,,,,44.194,163.943,,6.21,6.21,,,,0.0,0.0,0.0,0.0,,,94.033,,,94.033,100.243,180.097,180.097,0.0,0.0,,29.482,,,,,,29.482,209.579,309.822,0,1245.041,,,0.0,-989.584,-16.281,239.176,0.0,239.176,548.998,
03/31/2006,524.658,339.459,81.827,257.632,23.779,23.779,,0.0,0.0,0.0,0.0,0.0,6.81,,,370.048,55.869,,,54.163,,39.314,,44.578,,,,,,44.578,154.61,,6.259,6.259,,,,0.0,0.0,0.0,0.0,,,75.984,,,75.984,82.243,180.097,180.097,0.0,0.0,,29.406,,,,,,29.406,209.503,291.746,0,1261.688,,,0.0,-1039.671,10.895,232.912,0.0,232.912,524.658,
06/30/2006,625.478,262.341,41.43,220.911,183.668,183.668,,0.0,0.0,0.0,0.0,0.0,6.58,,,452.589,59.971,,,68.372,,53.523,,44.546,,,,,,44.546,172.889,,8.277,8.277,,,,0.0,0.0,0.0,0.0,,,100.458,,,100.458,108.735,180.092,180.092,0.0,0.0,,161.655,,,,,,161.655,341.747,450.482,0,1284.073,,,0.0,-1117.329,8.252,174.996,0.0,174.996,625.478,
09/30/2006,902.111,694.755,483.431,211.324,42.614,42.614,,0.0,0.0,0.0,0.0,0.0,5.331,,,742.7,61.135,,,57.593,,57.593,,40.683,,,,,,40.683,159.411,,7.144,7.144,,,,42.102,42.102,0.0,0.0,,,112.209,,,112.209,161.455,79.645,79.645,0.0,0.0,,153.242,,,,,,153.242,232.887,394.342,0,1678.145,,,0.0,-1169.131,-1.245,507.769,0.0,507.769,902.111,
