Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2002,285.040985,185.243004,68.759003,116.484001,29.051001,,,,11.439,0.0,0.0,0.0,11.439,15.865,,,,,241.598007,32.351002,,,0.0,,11.092,1.984,0.0,1.984,9.108,43.443002,,4.998,4.998,,,,0.0,0.0,0.0,0.0,56.160001,,,,56.160001,61.158001,0.0,0.0,0.0,0.0,46.388,,,,,46.388,46.388,107.546001,0,472.809998,,,-5.63,,-289.786992,177.393005,0.102,177.495005,285.041007,
12/31/2002,262.653015,150.313995,91.228996,59.084999,29.134001,,,,11.468,0.0,0.0,11.468,0.0,11.329,,,,,202.244995,24.261999,52.34,-28.077999,20.426001,,15.72,1.386,,,14.334,60.408,,4.005,4.005,,,,0.0,0.0,0.0,0.0,62.914998,,,,62.914998,66.919998,0.0,0.0,0.0,0.0,39.929001,,,,,39.929001,39.929001,106.848999,0,470.924011,,,-5.688,,-309.431995,155.804016,0.0,155.804016,262.653015,
03/31/2003,245.429001,124.411999,85.916,38.495998,37.220001,,,,11.072,0.0,0.0,11.072,0.0,15.355,,,,,188.059006,19.899,,,23.764999,,13.706,2.17,,,11.536,57.37,,3.015,3.015,,,,0.0,0.0,0.0,0.0,59.388,,,,59.388,62.403,0.0,0.0,0.0,0.0,34.771,,,,,34.771,34.771,97.174,0,471.901001,,,-9.117,-311.549988,-2.979009,148.255005,0.0,148.255005,245.429005,
06/30/2003,230.108002,123.771999,74.653999,49.118,35.174999,,,,8.674,0.0,0.0,8.674,0.0,13.095,,,,,180.716003,17.08,,,17.450001,,14.862,1.605,,,13.257,49.392001,,3.741,3.741,,,,0.0,0.0,0.0,0.0,51.022001,,,,51.022001,54.763,0.0,0.0,0.0,0.0,29.511,,,,,29.511,29.511,84.274,0,471.903015,,,-9.117,-315.73999,-1.21201,145.834015,0.0,145.834015,230.108015,
09/30/2003,223.106003,124.754002,76.778,47.976002,24.632999,,,,15.517,0.0,0.0,15.517,0.0,16.613001,,,,,181.516998,15.173,,,17.639999,,8.776,1.286,0.0,1.286,7.49,41.589,,4.104,4.104,,,,0.0,0.0,0.0,0.0,45.347,,,,45.347,49.451,0.0,0.0,0.0,0.0,24.997,,,,,24.997,24.997,74.448,0,473.005005,,,-9.117,,-315.229985,148.65802,0.0,148.65802,223.10602,
12/31/2003,226.899994,140.553001,67.592003,72.960999,30.077999,30.077999,,,14.387,0.0,0.0,14.387,0.0,9.457,,,,,194.475006,13.18,39.456001,-26.275999,9.201,,10.044,1.158,,,8.886,32.425,,3.882,3.882,,,,0.0,0.0,0.0,0.0,47.435001,,,,47.435001,51.317001,0.0,0.0,0.0,0.0,23.171,,,,,23.171,23.171,74.488001,0,472.951996,,,-9.118,-312.697998,1.27599,152.411987,0.0,152.411987,226.899988,
03/31/2004,225.347,132.451996,68.032997,64.418999,35.637001,35.637001,,,13.571,0.0,0.0,13.571,0.0,11.874,,,,,193.533997,11.775,,,14.426,,5.612,1.029,0.0,1.029,4.583,31.812999,,2.899,2.899,,,,0.0,0.0,0.0,0.0,44.315001,,,,44.315001,47.214001,0.0,0.0,0.0,0.0,21.493999,,,,,21.493999,21.493999,68.708,0,474.578003,,,-9.118,-311.403015,2.58202,156.639008,0.0,156.639008,225.347008,
06/30/2004,237.656998,122.502003,71.650002,50.852001,42.540001,42.540001,,,14.941,0.0,0.0,14.941,0.0,11.848,,,,,191.830994,11.456,,,29.049999,,5.32,0.9,,,4.42,45.826,,4.523,4.523,,,,0.0,0.0,0.0,0.0,51.200999,,,,51.200999,55.723999,0.0,0.0,0.0,0.0,20.518999,,,,,20.518999,20.518999,76.242998,0,474.69101,,,-8.996,-305.733002,1.451994,161.414001,0.0,161.414001,237.657,
09/30/2004,246.167007,104.882999,55.228001,49.654999,40.091,40.091,,,15.825,0.0,0.0,15.825,0.0,14.708,,,,,175.507004,12.119,,,53.681,,4.86,0.772,0.0,0.772,4.088,70.66,,35.720001,35.720001,,,,0.0,0.0,0.0,0.0,18.995998,,,,18.995998,54.716,0.0,0.0,0.0,0.0,18.212999,,,,,18.212999,18.212999,72.928999,0,477.269012,,,-7.87,-297.899994,1.738988,173.238007,0.0,173.238007,246.167006,
12/31/2004,269.603,104.951,66.779,38.172,51.278,51.278,,,16.875,0.0,16.875,0.0,0.0,12.22,,,,,185.324,14.612,31.883,-17.271,64.006,,5.661,0.643,0.0,0.643,5.018,84.279,,6.125,6.125,,,,0.0,0.0,0.0,0.0,60.515,,,,60.515,66.64,0.0,0.0,0.0,0.0,17.03,,,,,17.03,17.03,83.67,0,478.973,,,-7.251,-289.879,4.09,185.933,0.0,185.933,269.603,
03/31/2005,267.709,115.548,48.847,66.701,49.539,49.539,,,21.444,0.0,21.444,0.0,0.0,14.006,,,,,200.537,17.466,,,44.261,,5.445,0.515,0.0,0.515,4.93,67.172,,5.97,5.97,,,,0.0,0.0,0.0,0.0,58.012,,,,58.012,63.982,0.0,0.0,0.0,0.0,14.73,,,,,14.73,14.73,78.712,0,479.356,,,-9.667,-283.728,3.036,188.997,0.0,188.997,267.709,
06/30/2005,276.922,122.904,50.24,72.664,49.323,49.323,,,24.055,0.0,24.055,0.0,0.0,14.767,,,,,211.049,20.15,,,25.851,,19.872,15.472,11.77,3.702,4.4,65.873,,7.055,7.055,,,,0.0,0.0,0.0,0.0,52.433,,,,52.433,59.488,0.0,0.0,0.0,0.0,19.395,,,,,19.395,19.395,78.883,0,484.291,,,-7.934,-280.964,2.646,198.039,0.0,198.039,276.922,
09/30/2005,285.016,137.572,50.854,86.718,62.843,62.843,,,29.269,0.0,29.269,0.0,0.0,11.971,,,,,241.655,20.161,,,5.444,,17.756,15.091,11.77,3.321,2.665,43.361,,5.182,5.182,,,,0.0,0.0,0.0,0.0,56.333,,,,56.333,61.515,0.0,0.0,0.0,0.0,17.769,,,,,17.769,17.769,79.284,0,495.81,,,-4.832,-274.654,-10.592,205.732,0.0,205.732,285.016,
12/31/2005,286.051,156.236,69.948,86.288,60.016,60.016,,,16.849,0.0,16.849,0.0,0.0,10.716,,,,,243.817,20.561,34.169,-13.608,0.0,,21.673,14.71,11.77,2.94,6.963,42.234,,5.396,5.396,,,,0.0,0.0,0.0,0.0,58.893,,,,58.893,64.289,0.0,0.0,0.0,0.0,20.342,,,,,20.342,20.342,84.631,0,543.332,,,-18.601,-312.435,-10.876,201.42,0.0,201.42,286.051,
03/31/2006,299.041,104.116,39.282,64.834,71.802,71.802,,,30.9,,30.9,,,12.734,,,,,219.552,22.903,,,1.5,,55.086,48.011,37.938,10.073,7.075,79.489,,7.032,7.032,,,,0.0,0.0,0.0,0.0,64.929,,,,64.929,71.961,0.0,0.0,0.0,0.0,18.916,,,,,18.916,18.916,90.877,0,494.015,,,-22.685,-265.078,1.912,208.164,0.0,208.164,299.041,
06/30/2006,316.388,95.663,47.66,48.003,87.443,87.443,,,30.033,0.0,30.033,0.0,0.0,20.955,,,,,234.094,23.77,,,0.0,,58.524,48.162,38.929,9.233,10.362,82.294,,7.756,7.756,,,,0.0,0.0,0.0,0.0,83.388,,,,83.388,91.144,0.0,0.0,0.0,0.0,19.462,,,,,19.462,19.462,110.606,0,544.153,,,-31.83,-308.93,2.389,205.782,0.0,205.782,316.388,
09/30/2006,322.875,105.601,50.954,54.647,85.878,85.878,,,30.962,0.0,30.962,0.0,0.0,18.234,,,,,240.675,24.368,,,0.0,,57.832,47.321,38.929,8.392,10.511,82.2,,10.997,10.997,,,,0.0,0.0,0.0,0.0,84.282,,,,84.282,95.279,0.0,0.0,0.0,0.0,19.185,,,,,19.185,19.185,114.464,0,544.867,,,-31.654,-308.195,3.393,208.411,0.0,208.411,322.875,
12/31/2006,342.064,126.881,75.022,51.859,75.402,75.402,,,34.201,0.0,34.201,0.0,0.0,21.116,,,,,257.6,27.623,48.498,-20.875,0.0,,56.841,46.479,38.929,7.55,10.362,84.464,,9.818,9.818,,,,0.0,0.0,0.0,0.0,98.883,,,,98.883,108.701,0.0,0.0,0.0,0.0,18.866,,,,,18.866,18.866,127.567,0,548.687,,,-30.673,-309.299,5.782,214.497,0.0,214.497,342.064,
03/31/2007,337.126,108.262,53.058,55.204,89.609,89.609,,,33.081,0.0,33.081,0.0,0.0,23.312,,,,,254.264,27.412,,,0.0,,55.45,45.937,38.929,7.008,9.513,82.862,,8.745,8.745,,,,0.0,0.0,0.0,0.0,87.915,,,,87.915,96.66,0.0,0.0,0.0,0.0,20.007,,,,,20.007,20.007,116.667,0,553.016,,,-30.502,-308.524,6.469,220.459,0.0,220.459,337.126,
06/30/2007,365.977,108.356,59.431,48.925,103.919,103.919,,,35.558,0.0,35.558,0.0,0.0,26.043,,,,,273.876,34.064,,,1.077,1.077,56.96,46.814,40.329,6.485,10.146,92.101,,9.433,9.433,,,,0.0,0.0,0.0,0.0,104.399,,,,104.399,113.832,0.0,0.0,0.0,0.0,19.945,,,,,19.945,19.945,133.777,0,558.12,,,-28.352,-307.677,10.109,232.2,0.0,232.2,365.977,
09/30/2007,384.393,145.743,113.794,31.949,84.218,84.218,,,37.344,0.0,37.344,0.0,0.0,25.596,,,,,292.901,36.021,,,0.0,,55.471,46.327,40.329,5.998,9.144,91.492,,6.009,6.009,,,,0.0,0.0,0.0,0.0,115.702,,,,115.702,121.711,0.0,0.0,0.0,0.0,20.779,,,,,20.779,20.779,142.49,0,560.083,,,-27.644,-303.256,12.72,241.903,0.0,241.903,384.393,
12/31/2007,407.604,176.364,118.697,57.667,82.413,82.413,,,33.403,0.0,33.403,0.0,0.0,23.178,,,,,315.358,34.914,71.873,-36.959,0.0,,57.332,46.056,40.544,5.512,11.276,92.246,,7.264,7.264,,,,0.0,0.0,0.0,0.0,118.893,,,,118.893,126.157,0.0,0.0,0.0,0.0,20.888,,,,,20.888,20.888,147.045,0,566.196,,,-24.24,-294.083,12.686,260.559,0.0,260.559,407.604,
03/31/2008,399.142,141.68,133.318,8.362,85.798,85.798,,,37.811,0.0,37.811,0.0,0.0,19.393,,,,,284.682,35.345,,,21.317,,57.798,45.569,40.544,5.025,12.229,114.46,,10.609,10.609,,,,0.0,0.0,0.0,0.0,100.326,,,,100.326,110.935,0.0,0.0,0.0,0.0,19.922,,,,,19.922,19.922,130.857,0,568.217,,,-24.046,-286.967,11.081,268.285,0.0,268.285,399.142,
06/30/2008,416.388,145.76,140.225,5.535,89.185,89.185,,,43.978,0.0,43.978,0.0,0.0,22.459,,,,,301.382,37.19,,,19.252,,58.564,45.326,40.774,4.552,13.238,115.006,,9.797,9.797,,,,0.0,0.0,0.0,0.0,112.133,,,,112.133,121.93,0.0,0.0,0.0,0.0,21.671,,,,,21.671,21.671,143.601,0,571.893,,,-30.57,-275.393,6.857,272.787,0.0,272.787,416.388,
09/30/2008,454.931,149.748,135.112,14.636,97.933,97.933,,,47.73,,47.73,,,24.305,,,,,319.716,34.45,,,18.335,18.335,82.43,69.818,57.604,12.214,12.612,135.215,,9.73,9.73,,,,0.0,,,,127.813,,,,127.813,137.543,0.0,,,,24.018,,,,,24.018,24.018,161.561,0,580.265,,,-24.396,-257.326,-5.173,293.37,0.0,293.37,454.931,
12/31/2008,452.27,172.802,169.34,3.462,88.93,88.93,,,43.665,0.0,43.665,0.0,0.0,20.595,,,,,325.992,32.397,79.801,-47.404,17.267,,76.614,61.355,51.711,9.644,15.259,126.278,,6.977,6.977,,,,0.0,0.0,0.0,0.0,120.953,,,,120.953,127.93,0.0,0.0,0.0,0.0,22.393,,,,,22.393,22.393,150.323,0,582.254,,,-24.165,-231.607,-24.535,301.947,0.0,301.947,452.27,
03/31/2009,424.457,139.759,138.062,1.697,81.818,81.818,0.0,58.598,0.0,0.0,0.0,0.0,0.0,18.597,2.733,,,15.097,298.772,29.187,,,17.441,17.441,79.057,65.409,56.736,8.673,13.648,125.685,,87.742,7.093,5.548,,75.101,0.0,0.0,,,10.961,0.217,,,0.0,98.703,0.0,0.0,,,21.693,4.197,,,,17.279,21.693,120.396,0,582.552,1.318,581.234,-22.016,-227.109,-29.366,304.061,0.0,304.061,424.457,
06/30/2009,471.117,174.612,173.632,0.98,94.636,94.636,0.0,47.706,0.0,0.0,0.0,0.0,0.0,22.528,,,,22.528,339.482,29.544,,,17.954,17.954,84.137,69.084,60.455,8.629,15.053,131.635,,105.121,9.297,,,95.824,0.0,0.0,,,12.903,0.145,,,0.0,118.024,0.0,0.0,,,22.283,3.574,,,,18.564,22.283,140.307,0,585.75,1.318,584.432,-21.558,-219.513,-13.869,330.81,0.0,330.81,471.117,
09/30/2009,517.392,191.849,175.669,16.18,93.443,93.443,0.0,49.076,0.0,0.0,0.0,0.0,0.0,36.218,,,,36.218,370.586,30.644,,,1.362,1.362,114.8,100.745,75.996,24.749,14.055,146.806,,126.246,19.188,,,107.058,0.0,0.0,,,15.266,0.072,,,0.0,141.512,0.0,0.0,,,26.28,3.817,,,,22.391,26.28,167.792,0,580.784,1.33,579.454,-2.316,-213.58,-15.288,349.6,0.0,349.6,517.392,
12/31/2009,594.919,211.76,195.678,16.082,111.987,111.987,0.0,47.426,0.0,0.0,0.0,0.0,0.0,52.902,,0.0,33.521,25.286,424.075,29.229,94.148,-64.919,1.362,1.362,140.253,99.065,76.004,23.061,7.667,170.844,,127.831,19.238,8.534,0.0,100.059,0.0,0.0,0.0,0.0,19.68,1.579,0.0,,0.0,147.511,0.0,0.0,0.0,0.0,21.207,2.994,0.0,,,16.634,21.207,168.718,0,584.624,1.333,583.291,-2.316,-143.481,-12.626,426.201,0.0,426.201,594.919,
03/31/2010,540.59,155.647,142.067,13.58,104.85,104.85,0.0,63.367,0.0,0.0,0.0,0.0,0.0,47.234,,,34.059,22.487,371.098,27.785,,,1.358,1.358,140.349,98.507,77.22,21.287,7.783,169.492,,113.643,16.649,,,96.994,0.0,0.0,,,16.702,,,1.454,0.0,130.345,0.0,0.0,,,20.636,1.897,,,,17.285,20.636,150.981,0,543.298,1.345,541.953,-2.316,-137.242,-14.131,389.609,0.0,389.609,540.59,
