Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2013,14490.7,811.6,811.6,0.0,992.8,992.8,0.0,,0.0,0.0,0.0,0.0,0.0,1029.7,,,,978.6,2834.1,428.3,1057.8,-629.5,0.0,,11228.3,10967.9,8490.9,2477.0,,260.4,11656.6,,672.1,,,,672.1,117.1,0.0,,,,117.1,1008.3,34.0,1.7,799.5,771.6,1797.5,4704.1,4704.1,,,,1185.4,,,,,350.2,5889.5,7687.0,0.0,7223.4,3.9,7219.5,-2909.1,2334.4,-1.2,6647.5,156.2,6803.7,14490.7,
12/31/2013,13960.1,547.5,547.5,0.0,987.9,987.9,0.0,,0.0,0.0,0.0,0.0,0.0,816.5,,0.0,,757.6,2351.9,439.0,1077.4,-638.4,0.0,,11169.2,10902.6,8500.0,2402.6,,266.6,11608.2,,768.0,147.0,0.0,0.0,621.0,128.8,0.0,,,,128.8,775.9,27.2,,823.6,532.3,1672.7,4339.8,4339.8,,,,1210.3,0.0,45.9,45.9,0.0,313.6,5550.1,7222.8,0.0,7251.5,3.9,7247.6,-3003.0,2341.9,-9.9,6580.5,156.8,6737.3,13960.1,
03/31/2014,14270.9,737.7,737.7,0.0,987.9,987.9,0.0,,0.0,0.0,0.0,0.0,0.0,962.7,,,,909.9,2688.3,449.2,1112.6,-663.4,0.0,,11133.4,10856.0,8500.0,2356.0,,277.4,11582.6,,653.2,,,,653.2,49.7,0.0,,,,49.7,1001.5,26.7,2.2,810.7,729.7,1704.4,4728.9,4728.9,,,,1135.2,,,,,295.6,5864.1,7568.5,0.0,7275.4,3.9,7271.5,-3172.1,2427.6,3.2,6534.1,168.3,6702.4,14270.9,
06/30/2014,14440.8,793.7,793.7,0.0,1018.2,1018.2,0.0,,0.0,0.0,0.0,0.0,0.0,1023.0,,8.3,,949.0,2834.9,459.0,1163.5,-704.5,0.0,,11146.9,10846.1,8517.7,2328.4,,300.8,11605.9,,648.5,,,,648.5,23.0,0.0,,,,23.0,1029.8,28.2,3.2,816.4,752.9,1701.3,4900.5,4900.5,,,,1138.9,,,,,291.1,6039.4,7740.7,0.0,7290.4,3.9,7286.5,-3319.2,2538.0,12.9,6522.1,178.0,6700.1,14440.8,
09/30/2014,14172.1,611.8,611.8,0.0,1050.5,1050.5,0.0,,0.0,0.0,0.0,0.0,0.0,900.6,,8.5,,820.7,2562.9,456.3,1151.4,-695.1,0.0,,11152.9,10856.6,8564.7,2291.9,,296.3,11609.2,,656.5,,,,656.5,6.3,0.0,,,,6.3,806.9,25.6,0.4,840.6,545.6,1469.7,4966.8,4966.8,,,,1144.1,,,,,277.5,6110.9,7580.6,0.0,7308.6,3.9,7304.7,-3433.6,2620.0,-40.5,6454.5,137.0,6591.5,14172.1,
12/31/2014,14520.5,492.8,492.8,0.0,1126.4,1126.4,0.0,,0.0,0.0,0.0,0.0,0.0,853.9,,6.8,9.5,779.7,2473.1,483.3,1204.4,-721.1,0.0,,11564.1,11252.2,8877.6,2374.6,,302.4,12047.4,,730.3,186.8,0.0,0.0,543.5,13.1,0.0,,,,13.1,855.5,26.1,,874.4,572.4,1598.9,5054.6,5054.6,,,,1175.5,0.0,51.6,51.6,0.0,223.4,6230.1,7829.0,0.0,7340.7,3.9,7336.8,-3423.6,2746.8,-107.2,6556.7,134.8,6691.5,14520.5,
03/31/2015,14500.0,489.0,489.0,0.0,1130.7,1130.7,0.0,,0.0,0.0,0.0,0.0,0.0,977.3,,0.0,,908.7,2597.0,490.0,1210.3,-720.3,0.0,,11413.0,11108.9,8834.8,2274.1,,304.1,11903.0,,798.4,,,,798.4,13.6,0.0,,,,13.6,949.1,26.7,,847.0,614.7,1761.1,5182.8,5182.8,,,,1073.7,,,,,200.0,6256.5,8017.6,0.0,7367.1,3.9,7363.2,-3562.1,2784.3,-227.8,6361.5,120.9,6482.4,14500.0,
06/30/2015,14303.5,446.4,446.4,0.0,1127.3,1127.3,0.0,,0.0,0.0,0.0,0.0,0.0,908.9,,0.0,,838.7,2482.6,495.0,1236.5,-741.5,0.0,,11325.9,11013.0,8751.8,2261.2,,312.9,11820.9,,794.6,,,,794.6,13.5,0.0,,,,13.5,869.2,28.1,,837.7,550.3,1677.3,5029.8,5029.8,,,,1065.1,,,,,199.3,6094.9,7772.2,0.0,7389.9,3.9,7386.0,-3702.2,2950.9,-198.1,6440.5,90.8,6531.3,14303.5,
09/30/2015,14187.8,441.5,441.5,0.0,1125.1,1125.1,0.0,,0.0,0.0,0.0,0.0,0.0,869.7,,0.0,,790.1,2436.3,481.0,1242.3,-761.3,0.0,,11270.5,10955.9,8761.5,2194.4,,314.6,11751.5,,714.4,,,,714.4,13.4,0.0,,,,13.4,838.4,27.9,,843.9,564.9,1566.2,4957.0,4957.0,,,,1060.4,,,,,188.6,6017.4,7583.6,0.0,7420.3,3.9,7416.4,-3683.3,3053.1,-261.4,6528.7,75.5,6604.2,14187.8,
12/31/2015,26200.0,682.0,682.0,0.0,1731.0,1731.0,0.0,,0.0,0.0,0.0,0.0,0.0,1096.0,1.0,0.0,22.0,996.0,3509.0,611.0,1396.0,-785.0,0.0,,22080.0,21741.0,14745.0,6996.0,,316.0,22691.0,,1196.0,564.0,0.0,0.0,632.0,15.0,0.0,,,,15.0,1153.0,30.0,1.0,2658.0,536.0,2364.0,11429.0,11429.0,,,,3000.0,0.0,49.0,49.0,0.0,262.0,14429.0,16793.0,0.0,10214.0,4.0,10210.0,-3687.0,3073.0,-279.0,9321.0,86.0,9407.0,26200.0,
03/31/2016,26430.0,702.0,702.0,0.0,1727.0,1727.0,0.0,,0.0,0.0,0.0,0.0,0.0,1200.0,,0.0,,1058.0,3629.0,611.0,1426.0,-815.0,0.0,,22190.0,21835.0,14576.0,7259.0,,355.0,22801.0,,1194.0,,,,1194.0,764.0,0.0,,,,764.0,1364.0,19.0,5.0,2743.0,572.0,3322.0,10533.0,10533.0,,,,3086.0,,,,,319.0,13619.0,16941.0,0.0,10243.0,4.0,10239.0,-3661.0,3043.0,-232.0,9393.0,96.0,9489.0,26430.0,
06/30/2016,26384.0,765.0,765.0,0.0,1646.0,1646.0,,,0.0,0.0,0.0,0.0,0.0,1267.0,,0.0,,1115.0,3678.0,595.0,1443.0,-848.0,,,22111.0,21748.0,14565.0,7183.0,,363.0,22706.0,,1157.0,,,,1157.0,913.0,0.0,,,,913.0,1426.0,21.0,,2729.0,669.0,3496.0,10208.0,10208.0,,,,3073.0,,,,,323.0,13281.0,16777.0,0.0,10295.0,4.0,10291.0,-3630.0,3078.0,-246.0,9497.0,110.0,9607.0,26384.0,
09/30/2016,26134.0,701.0,701.0,0.0,1649.0,1649.0,0.0,,0.0,0.0,0.0,0.0,0.0,1173.0,0.0,0.0,,1091.0,3523.0,604.0,1490.0,-886.0,0.0,,22007.0,21647.0,14569.0,7078.0,,360.0,22611.0,,1169.0,,,,1169.0,317.0,0.0,,,,317.0,1451.0,17.0,2.0,2629.0,699.0,2937.0,10470.0,10470.0,,,,2971.0,,,,,323.0,13441.0,16378.0,0.0,10338.0,4.0,10334.0,-3614.0,3177.0,-240.0,9661.0,95.0,9756.0,26134.0,
12/31/2016,26031.0,683.0,683.0,0.0,1639.0,1639.0,0.0,,0.0,0.0,0.0,0.0,0.0,1960.0,0.0,863.0,25.0,996.0,4282.0,626.0,1488.0,-862.0,0.0,,21123.0,20760.0,14178.0,6582.0,,338.0,21749.0,,1146.0,512.0,0.0,0.0,634.0,332.0,0.0,,,,332.0,1673.0,19.0,0.0,2484.0,989.0,3151.0,10146.0,10103.0,43.0,43.0,,2889.0,0.0,50.0,50.0,0.0,336.0,13035.0,16186.0,0.0,10384.0,4.0,10380.0,-3611.0,3299.0,-331.0,9741.0,104.0,9845.0,26031.0,
03/31/2017,25086.0,705.0,705.0,0.0,1596.0,1596.0,0.0,,0.0,0.0,0.0,0.0,0.0,1108.0,,0.0,,1108.0,3409.0,610.0,1520.0,-910.0,0.0,,21067.0,20689.0,14184.0,6505.0,,378.0,21677.0,,1269.0,,,,1269.0,351.0,0.0,,,,351.0,1518.0,21.0,,2389.0,758.0,3138.0,9154.0,9154.0,,,,2804.0,,,,,394.0,11958.0,15096.0,0.0,10423.0,4.0,10419.0,-3588.0,3341.0,-298.0,9878.0,112.0,9990.0,25086.0,
06/30/2017,24970.0,786.0,786.0,0.0,1456.0,1456.0,0.0,,0.0,0.0,0.0,0.0,0.0,1820.0,,753.0,,1067.0,4062.0,584.0,1521.0,-937.0,0.0,,20324.0,19930.0,13645.0,6285.0,,394.0,20908.0,,969.0,969.0,,,,297.0,0.0,,,,297.0,1463.0,22.0,,2372.0,756.0,2729.0,9415.0,9415.0,,,,2821.0,,,,,427.0,12236.0,14965.0,0.0,10451.0,4.0,10447.0,-3552.0,3377.0,-385.0,9891.0,114.0,10005.0,24970.0,
09/30/2017,24294.0,720.0,720.0,0.0,1598.0,1598.0,0.0,,0.0,0.0,0.0,0.0,0.0,1006.0,,0.0,,1006.0,3324.0,576.0,1620.0,-1044.0,0.0,,20394.0,19844.0,13699.0,6145.0,,550.0,20970.0,,1064.0,1064.0,,,,296.0,0.0,,,,296.0,1298.0,22.0,,2305.0,671.0,2658.0,8813.0,8813.0,,,,2734.0,,,,,407.0,11547.0,14205.0,0.0,10499.0,4.0,10495.0,-3515.0,3341.0,-340.0,9985.0,104.0,10089.0,24294.0,
12/31/2017,24517.0,665.0,665.0,0.0,1650.0,1650.0,0.0,,0.0,0.0,0.0,0.0,0.0,1291.0,0.0,0.0,30.0,1291.0,3606.0,610.0,1657.0,-1047.0,0.0,,20301.0,19770.0,13730.0,6040.0,,501.0,20911.0,,1241.0,776.0,0.0,0.0,465.0,1045.0,0.0,,,,1045.0,1637.0,21.0,0.0,1508.0,949.0,3923.0,7718.0,7718.0,,,,1932.0,0.0,57.0,57.0,0.0,346.0,9650.0,13573.0,0.0,10538.0,4.0,10534.0,-3604.0,4233.0,-332.0,10835.0,109.0,10944.0,24517.0,
03/31/2018,24405.0,725.0,725.0,0.0,1562.0,1562.0,0.0,,0.0,0.0,0.0,0.0,0.0,1448.0,,,,1448.0,3735.0,581.0,1672.0,-1091.0,0.0,,20089.0,19585.0,13747.0,5838.0,,504.0,20670.0,,1018.0,1018.0,,,,1036.0,0.0,,,,1036.0,1762.0,105.0,,1443.0,920.0,3816.0,8040.0,8040.0,,,,1938.0,,,,,390.0,9978.0,13794.0,0.0,10589.0,4.0,10585.0,-3962.0,4186.0,-318.0,10495.0,116.0,10611.0,24405.0,
06/30/2018,23868.0,683.0,683.0,0.0,1408.0,1408.0,0.0,,0.0,0.0,0.0,0.0,0.0,1403.0,,0.0,,1403.0,3494.0,557.0,1675.0,-1118.0,0.0,,19817.0,19325.0,13666.0,5659.0,,492.0,20374.0,,934.0,934.0,,,,38.0,0.0,,,,38.0,1562.0,103.0,,1455.0,796.0,2534.0,8854.0,8854.0,,,,1936.0,,,,,378.0,10790.0,13324.0,0.0,10663.0,4.0,10659.0,-4112.0,4291.0,-403.0,10439.0,105.0,10544.0,23868.0,
09/30/2018,23694.0,632.0,632.0,0.0,1398.0,1398.0,0.0,,0.0,0.0,0.0,0.0,0.0,1567.0,,53.0,,1514.0,3597.0,546.0,1686.0,-1140.0,0.0,,19551.0,19041.0,13585.0,5456.0,,510.0,20097.0,,1007.0,1007.0,,,,40.0,0.0,,,,40.0,1645.0,61.0,,1402.0,953.0,2692.0,8998.0,8998.0,,,,1838.0,,,,,375.0,10836.0,13528.0,0.0,10719.0,4.0,10715.0,-4544.0,4339.0,-433.0,10081.0,85.0,10166.0,23694.0,
12/31/2018,23770.0,703.0,703.0,0.0,1472.0,1472.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,1435.0,0.0,0.0,32.0,1435.0,3733.0,587.0,1645.0,-1058.0,0.0,,19450.0,18947.0,13545.0,5402.0,,471.0,20037.0,,1099.0,687.0,,,412.0,315.0,267.0,,,,48.0,1711.0,67.0,0.0,1360.0,972.0,3125.0,8670.0,8579.0,91.0,91.0,,1753.0,0.0,54.0,54.0,0.0,272.0,10423.0,13548.0,0.0,10804.0,4.0,10800.0,-4687.0,4528.0,-430.0,10215.0,7.0,10222.0,23770.0,
03/31/2019,24073.0,576.0,576.0,0.0,1451.0,1451.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,1461.0,,,,1461.0,3611.0,996.0,2090.0,-1094.0,0.0,,19466.0,18878.0,13544.0,5334.0,,588.0,20462.0,,959.0,,,,959.0,762.0,600.0,109.0,,109.0,53.0,1800.0,55.0,,1351.0,946.0,3521.0,8898.0,8562.0,336.0,,336.0,1751.0,,,,,345.0,10649.0,14170.0,0.0,10848.0,4.0,10844.0,-5083.0,4558.0,-427.0,9896.0,7.0,9903.0,24073.0,
06/30/2019,32859.0,9756.0,9756.0,0.0,1366.0,1366.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,1261.0,,0.0,,1261.0,12505.0,960.0,2203.0,-1243.0,0.0,,19394.0,18764.0,13542.0,5222.0,,630.0,20354.0,,925.0,,,,925.0,1665.0,1507.0,105.0,,105.0,53.0,1580.0,56.0,,1295.0,792.0,4170.0,17003.0,16682.0,321.0,,321.0,1694.0,,,,,343.0,18697.0,22867.0,0.0,10891.0,4.0,10887.0,-5067.0,4599.0,-438.0,9985.0,7.0,9992.0,32859.0,
09/30/2019,83718.0,1305.0,1305.0,0.0,3065.0,3065.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,4802.0,,,,4802.0,9325.0,1332.0,2547.0,-1215.0,0.0,,73061.0,71586.0,51890.0,19696.0,,1475.0,74393.0,,2014.0,,,,2014.0,3377.0,3169.0,129.0,,129.0,79.0,5510.0,51.0,,4198.0,4791.0,10901.0,17370.0,16945.0,425.0,,425.0,6235.0,,,,,1986.0,23605.0,34506.0,0.0,45069.0,6.0,45063.0,-21.0,4538.0,-391.0,49195.0,17.0,49212.0,83718.0,
12/31/2019,83806.0,1152.0,1152.0,0.0,3242.0,3242.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,4174.0,,0.0,38.0,4174.0,8692.0,1464.0,2741.0,-1277.0,0.0,,73650.0,71911.0,52242.0,19669.0,,1701.0,75114.0,,3502.0,1386.0,,,2116.0,3221.0,2952.0,129.0,,129.0,140.0,3659.0,52.0,,4281.0,2842.0,10382.0,17695.0,17229.0,466.0,,466.0,6273.0,0.0,0.0,0.0,0.0,1940.0,23968.0,34350.0,0.0,45364.0,6.0,45358.0,-52.0,4161.0,-33.0,49440.0,16.0,49456.0,83806.0,
03/31/2020,82474.0,1373.0,1373.0,0.0,3116.0,3116.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,3716.0,,,,3716.0,8346.0,870.0,2179.0,-1309.0,0.0,,73258.0,70959.0,51823.0,19136.0,,2299.0,74128.0,,2199.0,2199.0,,,,1395.0,743.0,,,,652.0,4332.0,47.0,,4131.0,3434.0,7926.0,18982.0,18982.0,,,,6209.0,,,,,2031.0,25191.0,33117.0,0.0,45554.0,6.0,45548.0,-91.0,3952.0,-248.0,49167.0,190.0,49357.0,82474.0,
06/30/2020,82642.0,1183.0,1183.0,0.0,3104.0,3104.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,4163.0,,0.0,,4163.0,8600.0,887.0,2240.0,-1353.0,0.0,,73155.0,70620.0,51940.0,18680.0,,2535.0,74042.0,,2063.0,,,,2063.0,4994.0,3217.0,,,,1777.0,5060.0,40.0,,4091.0,4214.0,12117.0,14874.0,14874.0,,,,6418.0,,,,,2287.0,21292.0,33409.0,0.0,45742.0,6.0,45736.0,-94.0,3753.0,-358.0,49043.0,190.0,49233.0,82642.0,
