Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2008,686.721,,,-379.961,,306.76,,-184.285,,,,,,122.475,-42.881,37.786,42.95,-5.164,0.0,,5.095,79.594,-34.714,44.88,0.0,,,44.88,0.0,44.88,0.0,0.0,44.88,44.88,3.106,175.316005,0.259519,0.259519,0.279482,178.271592,0.259519,0.259519,0.279482,
12/31/2008,723.634,,,-427.123,,296.511,0.0,-197.069,113.135,,,,83.934,99.442,-51.755,40.614,43.366,-2.752,0.0,,11.141,47.687,-33.113,14.574,0.0,,,14.574,,14.574,0.0,0.0,14.574,14.574,,175.495807,0.079852,0.079852,0.119778,177.972012,0.079852,0.079852,0.119778,
03/31/2009,795.329,795.329,,-470.593,470.593,324.736,0.0,-193.249,136.411,,,81.746,-24.908,131.487,-59.178,,58.432,,,,0.746,72.309,-28.336,43.973,0.0,0.0,0.0,43.973,0.0,43.973,0.0,0.0,43.973,28.38145,-15.59155,175.870616,0.239556,0.239556,0.161377,178.544841,0.239556,0.239556,0.15223,
06/30/2009,859.612,859.612,,-496.133,496.133,363.479,0.0,-247.706,142.321,,,91.375,14.01,115.773,-70.987,70.061,70.535,-0.474,,,0.926,44.786,-18.59,26.196,0.0,0.0,0.0,26.196,0.0,26.196,0.0,0.0,26.196,35.6483,9.4523,176.282178,0.139741,0.139741,0.202223,178.874404,0.139741,0.139741,0.192585,
09/30/2009,895.593,895.593,,-497.38,497.38,398.213,0.0,-240.006,138.46,,,98.977,2.569,158.207,-70.307,69.536,70.391,-0.855,,,0.771,87.9,-14.35,73.55,0.0,0.0,0.0,73.55,0.0,73.55,0.0,0.0,73.55,75.3765,1.8265,176.417524,0.419223,0.419223,0.427263,178.008856,0.419223,0.419223,0.427263,
12/31/2009,929.982,929.982,,-540.218,540.218,389.764,0.0,-259.942,150.539,,0.0,105.758,3.645,129.822,-71.138,70.177,70.927,-0.75,0.0,0.0,0.961,58.684,-25.559,33.125,0.0,0.0,0.0,33.125,0.0,33.125,0.0,0.0,33.125,36.1007,2.9757,176.522485,0.19963,0.19963,0.204511,177.183802,0.179667,0.179667,0.196462,
03/31/2010,970.503,970.503,,-598.39,598.39,372.113,0.0,-266.882,159.909,,,107.801,-0.828,105.231,-67.473,67.018,67.482,-0.464,,,0.455,37.758,-15.097,22.661,0.0,0.0,0.0,22.661,0.0,22.661,0.0,0.0,22.661,22.03895,-0.62205,176.718201,0.119778,0.119778,0.124713,177.329653,0.119778,0.119778,0.116271,
06/30/2010,1012.536,1012.536,,-543.522,543.522,469.014,0.0,-270.602,158.6,,,109.302,2.7,198.412,-65.59,65.111,65.503,-0.392,,,0.479,132.822,-52.907,79.915,0.0,0.0,0.0,79.915,0.0,79.915,0.0,0.0,79.915,81.72785,1.81285,176.966422,0.439186,0.439186,0.461827,178.172163,0.439186,0.439186,0.449362,
09/30/2010,1020.789,1020.789,,-569.953,569.953,450.836,0.0,-242.902,147.431,,,113.804,-18.333,207.934,-81.281,65.229,65.726,-0.497,,,16.052,126.653,-49.366,77.287,0.0,0.0,0.0,77.287,0.0,77.287,0.0,0.0,77.287,75.4241,-1.8629,177.305103,0.439186,0.439186,0.425392,178.541732,0.439186,0.439186,0.425392,
12/31/2010,1065.526,1065.526,,-606.01,606.01,459.516,0.0,-252.195,155.72,,0.0,118.826,-22.351,207.321,-192.261,63.814,64.415,-0.601,,,128.447,15.06,-1.509,13.551,0.0,0.0,0.0,13.551,0.0,13.551,0.0,0.0,13.551,73.9691,60.4181,177.730347,0.079852,0.079852,0.416187,179.763356,0.079852,0.079852,0.415949,
03/31/2011,1194.377,1194.377,,-750.679,750.679,443.698,0.0,-298.361,169.771,,,128.695,-0.105,145.337,-55.791,56.046,56.561,-0.515,,,-0.255,89.546,-33.168,56.378,0.0,0.0,0.0,56.378,0.0,56.378,0.0,0.0,56.378,56.20055,-0.17745,178.824782,0.319408,0.319408,0.314278,181.037836,0.299445,0.299445,0.298465,
06/30/2011,1209.453,1209.453,,-708.564,708.564,500.889,0.0,-290.634,154.556,,,134.525,1.553,210.255,-75.819,66.469,66.98,-0.511,,,9.35,134.436,-50.101,84.335,0.0,0.0,0.0,84.335,0.0,84.335,0.0,0.0,84.335,91.4447,7.1097,180.44689,0.459149,0.459149,0.506767,183.033569,0.459149,0.459149,0.497994,
09/30/2011,1205.388,1205.388,,-725.506,725.506,479.882,0.0,-303.051,162.459,,,139.309,1.283,176.831,-68.887,68.98,69.511,-0.531,,,-0.093,107.944,-38.618,69.326,0.0,0.0,0.0,69.326,0.0,69.326,0.0,0.0,69.326,70.08065,0.75465,181.344909,0.379297,0.379297,0.38645,182.770556,0.379297,0.379297,0.383426,
12/31/2011,1238.164,1238.164,,-728.682,728.682,509.482,0.0,-294.367,157.173,,0.0,136.306,0.888,215.115,-67.386,67.55,68.021,-0.471,0.0,0.0,-0.164,147.729,-56.458,91.271,0.0,0.0,0.0,91.271,0.0,91.271,0.0,0.0,91.271,91.8144,0.5434,181.500757,0.499076,0.499076,0.505863,182.104906,0.499076,0.499076,0.50206,
03/31/2012,1276.59,1276.59,,-847.791,847.791,428.799,0.0,-330.532,176.593,,,152.819,1.12,98.267,-69.605,69.708,70.083,-0.375,,,-0.103,28.662,-7.658,21.004,0.0,0.0,0.0,21.004,0.0,21.004,0.0,0.0,21.004,21.70795,0.70395,181.695261,0.119778,0.119778,0.119475,182.478984,0.119778,0.119778,0.119475,
06/30/2012,4883.0,4816.0,67.0,-2674.0,2674.0,2209.0,0.0,-1757.0,871.0,871.0,,819.0,67.0,452.0,-110.0,133.0,151.0,-18.0,,,-23.0,342.0,-135.0,207.0,0.0,0.0,0.0,207.0,0.0,207.0,0.0,0.0,207.0,238.2,31.2,268.138827,0.778558,0.778558,0.888346,268.138827,0.778558,0.778558,0.888346,
09/30/2012,4893.0,4815.0,78.0,-2830.0,2830.0,2063.0,0.0,-9656.0,840.0,840.0,,825.0,7991.0,-7593.0,-130.0,145.0,165.0,-20.0,,,-15.0,-7723.0,-12.0,-7735.0,0.0,0.0,0.0,-7735.0,0.0,-7735.0,0.0,0.0,-7735.0,-2424.5,5310.5,268.138827,-28.846564,-28.846564,-9.041958,268.138827,-28.846564,-28.846564,-9.041958,
12/31/2012,4909.0,4845.0,64.0,-2127.0,2127.0,2782.0,0.0,-2535.0,1792.0,,0.0,796.0,-53.0,247.0,-177.0,150.0,174.0,-24.0,0.0,0.0,27.0,70.0,-78.0,-8.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,0.0,-8.0,-6.7,1.3,268.138827,-0.019963,-0.019963,-0.024988,268.138827,-0.019963,-0.019963,-0.024988,
03/31/2013,4677.0,4611.0,66.0,-1995.0,1995.0,2682.0,2.0,-2305.0,1506.0,,,755.0,44.0,379.0,-200.0,194.0,229.0,-35.0,0.0,,6.0,179.0,-72.0,107.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,0.0,107.0,135.6,28.6,268.138827,0.39926,0.39926,0.505707,268.138827,0.39926,0.39926,0.505707,
06/30/2013,6228.0,6135.0,93.0,-4291.0,4291.0,1937.0,0.0,-1756.0,819.0,819.0,,888.0,49.0,181.0,-176.0,294.0,334.0,-40.0,,,-118.0,5.0,-21.0,-16.0,0.0,0.0,0.0,-16.0,0.0,-16.0,0.0,0.0,-16.0,15.85,31.85,665.834811,-0.019963,-0.019963,0.023805,665.834811,-0.019963,-0.019963,0.023805,
09/30/2013,6688.0,6605.0,83.0,-4498.0,4498.0,2190.0,0.0,-1893.0,894.0,894.0,,987.0,12.0,297.0,-291.0,284.0,334.0,-50.0,,,7.0,6.0,-42.0,-36.0,0.0,0.0,0.0,-36.0,0.0,-36.0,0.0,0.0,-36.0,-28.2,7.8,728.223944,-0.049908,-0.049908,-0.038724,728.223944,-0.049908,-0.049908,-0.039196,
12/31/2013,6827.0,6750.0,77.0,-3538.0,3538.0,3289.0,0.0,-3150.0,2096.0,,0.0,997.0,57.0,139.0,-278.0,262.0,326.0,-64.0,0.0,,16.0,-139.0,119.0,-20.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,0.0,-20.0,37.2,57.2,763.376203,-0.029945,-0.029945,0.048731,763.376203,-0.029945,-0.029945,0.044986,
03/31/2014,6875.0,6785.0,90.0,-3750.0,3750.0,3125.0,10.0,-3163.0,2096.0,,,1055.0,12.0,-28.0,-225.0,219.0,294.0,-75.0,,,6.0,-253.0,102.0,-151.0,0.0,0.0,0.0,-151.0,0.0,-151.0,0.0,0.0,-151.0,-143.2,7.8,804.007333,-0.189649,-0.189649,-0.178108,804.007333,-0.189649,-0.189649,-0.179948,
06/30/2014,7185.0,7084.0,101.0,-3668.0,3668.0,3517.0,747.0,-3302.0,2151.0,,,1129.0,22.0,962.0,-285.0,273.0,356.0,-83.0,,,12.0,677.0,-286.0,391.0,0.0,0.0,0.0,391.0,0.0,391.0,0.0,0.0,391.0,-80.25,-471.25,805.413122,0.489094,0.489094,-0.099638,815.063189,0.479112,0.479112,-0.099638,
09/30/2014,7350.0,7245.0,105.0,-3796.0,3796.0,3554.0,0.0,-3505.0,2283.0,,,1138.0,84.0,49.0,-260.0,246.0,343.0,-97.0,,,14.0,-211.0,117.0,-94.0,0.0,0.0,0.0,-94.0,0.0,-94.0,0.0,0.0,-94.0,-38.1,55.9,808.717079,-0.119778,-0.119778,-0.047112,808.717079,-0.119778,-0.119778,-0.050656,
12/31/2014,8154.0,8050.0,104.0,-4195.0,4195.0,3959.0,0.0,-3526.0,2333.0,,,1090.0,103.0,433.0,-233.0,254.0,358.0,-104.0,,,-21.0,200.0,-99.0,101.0,0.0,0.0,0.0,101.0,0.0,101.0,0.0,0.0,101.0,164.7,63.7,808.892066,0.12976,0.12976,0.203612,823.22944,0.119778,0.119778,0.197157,
03/31/2015,7778.0,7670.0,108.0,-4074.0,4074.0,3704.0,0.0,-3587.0,2372.0,,,1087.0,128.0,117.0,-221.0,213.0,325.0,-112.0,,,8.0,-104.0,41.0,-63.0,0.0,0.0,0.0,-63.0,0.0,-63.0,-14.0,0.0,-77.0,6.2,83.2,810.103407,-0.089834,-0.089834,0.007654,810.103407,-0.089834,-0.089834,0.007654,
06/30/2015,8179.0,8059.0,120.0,-4058.0,4058.0,4121.0,0.0,-3524.0,2438.0,,,1075.0,11.0,597.0,-234.0,235.0,349.0,-114.0,,,-1.0,363.0,-2.0,361.0,0.0,0.0,0.0,361.0,0.0,361.0,-14.0,0.0,347.0,354.15,7.15,813.108469,0.429205,0.429205,0.435551,822.643605,0.419223,0.419223,0.427915,
09/30/2015,7849.0,7718.0,131.0,-3363.0,3363.0,4486.0,0.0,-3973.0,2624.0,,,1157.0,192.0,513.0,-275.0,274.0,383.0,-109.0,,,1.0,238.0,-100.0,138.0,0.0,0.0,0.0,138.0,0.0,138.0,-13.0,0.0,125.0,249.8,124.8,816.579127,0.149723,0.149723,0.30591,823.539945,0.149723,0.149723,0.301264,
12/31/2015,8247.0,8092.0,155.0,-3403.0,3403.0,4844.0,0.0,-4006.0,2755.0,,,1369.0,-118.0,838.0,-357.0,354.0,439.0,-85.0,,,3.0,481.0,-184.0,297.0,0.0,0.0,0.0,297.0,0.0,297.0,-14.0,0.0,283.0,206.3,-76.7,818.098446,0.349353,0.349353,0.25217,826.243844,0.339371,0.339371,0.246541,
03/31/2016,8664.0,8429.0,235.0,-3795.0,3795.0,4869.0,0.0,-3701.0,2749.0,,,1552.0,-600.0,1168.0,-417.0,415.0,418.0,-3.0,,,2.0,751.0,-272.0,479.0,0.0,0.0,0.0,479.0,0.0,479.0,-14.0,0.0,465.0,75.0,-390.0,820.949697,0.568946,0.568946,0.091358,860.974769,0.558965,0.558965,0.091358,
06/30/2016,9287.0,9076.0,211.0,-4048.0,4048.0,5239.0,0.0,-4406.0,2772.0,,,1575.0,59.0,833.0,-461.0,458.0,461.0,-3.0,,,3.0,372.0,-147.0,225.0,0.0,0.0,0.0,225.0,0.0,225.0,-14.0,0.0,211.0,225.3,14.3,823.957988,0.259519,0.259519,0.273436,831.290011,0.249538,0.249538,0.26674,
09/30/2016,9305.0,9081.0,224.0,-3975.0,3975.0,5330.0,0.0,-4282.0,2898.0,,,1568.0,-184.0,1048.0,-450.0,449.0,452.0,-3.0,,,1.0,598.0,-232.0,366.0,0.0,0.0,0.0,366.0,0.0,366.0,-13.0,0.0,353.0,233.4,-119.6,824.52324,0.429205,0.429205,0.283073,833.799514,0.419223,0.419223,0.275784,
12/31/2016,10234.0,9985.0,249.0,-4732.0,4732.0,5502.0,0.0,-4501.0,2959.0,,0.0,1548.0,-6.0,1001.0,-395.0,395.0,399.0,-4.0,0.0,,0.0,606.0,-216.0,390.0,0.0,0.0,0.0,390.0,0.0,390.0,-14.0,0.0,376.0,372.1,-3.9,826.510953,0.459149,0.459149,0.450206,868.868939,0.449168,0.449168,0.444679,
03/31/2017,9613.0,9372.0,241.0,-4094.0,4094.0,5519.0,0.0,-4482.0,2955.0,,,1564.0,-37.0,1037.0,-430.0,432.0,439.0,-7.0,,,-2.0,607.0,91.0,698.0,0.0,0.0,0.0,698.0,0.0,698.0,-14.0,0.0,684.0,389.95,-294.05,829.256329,0.828465,0.828465,0.470241,871.006475,0.798521,0.798521,0.460922,
06/30/2017,10213.0,9951.0,262.0,-4364.0,4364.0,5849.0,0.0,-4433.0,2915.0,,,1519.0,-1.0,1416.0,-482.0,390.0,396.0,-6.0,,,92.0,934.0,-353.0,581.0,0.0,0.0,0.0,581.0,0.0,581.0,-14.0,0.0,567.0,566.35,-0.65,832.510841,0.678743,0.678743,0.680292,872.068902,0.668761,0.668761,0.668016,
09/30/2017,10019.0,9747.0,272.0,-4211.0,4211.0,5808.0,0.0,-4485.0,3098.0,,,1416.0,-29.0,1323.0,-417.0,418.0,420.0,-2.0,,,-1.0,906.0,-356.0,550.0,0.0,0.0,0.0,550.0,0.0,550.0,-13.0,0.0,537.0,518.15,-18.85,832.729496,0.648798,0.648798,0.622231,873.034305,0.628835,0.628835,0.607244,
12/31/2017,10759.0,10465.0,294.0,-5039.0,5039.0,5720.0,0.0,-4608.0,3291.0,,,1485.0,-168.0,1112.0,-398.0,414.0,416.0,-2.0,,,-16.0,714.0,1993.0,2707.0,0.0,0.0,0.0,2707.0,0.0,2707.0,-14.0,0.0,2693.0,383.8,-2309.2,838.967935,3.214046,3.214046,0.457467,873.115969,3.10425,3.10425,0.457467,
03/31/2018,10455.0,10159.0,296.0,-4434.0,4434.0,6021.0,0.0,-4739.0,3164.0,,,1575.0,0.0,1282.0,-401.0,411.0,417.0,-6.0,,,-10.0,881.0,-210.0,671.0,0.0,0.0,0.0,671.0,0.0,671.0,0.0,0.0,671.0,673.37,2.37,856.8069,0.778558,0.778558,0.785906,863.841327,0.778558,0.778558,0.781302,
06/30/2018,10571.0,10256.0,315.0,-4302.0,4302.0,6269.0,0.0,-4819.0,3185.0,,,1634.0,0.0,1450.0,-382.0,318.0,324.0,-6.0,,,64.0,1068.0,-286.0,782.0,0.0,0.0,0.0,782.0,0.0,782.0,0.0,0.0,782.0,815.97,33.97,849.230716,0.918299,0.918299,0.960834,853.619012,0.918299,0.918299,0.958094,
09/30/2018,10839.0,10457.0,382.0,-4448.0,4448.0,6391.0,0.0,-4951.0,3314.0,,,1637.0,0.0,1440.0,-310.0,313.0,318.0,-5.0,,,-3.0,1130.0,-335.0,795.0,0.0,0.0,0.0,795.0,0.0,795.0,0.0,0.0,795.0,842.4,47.4,848.656285,0.938262,0.938262,0.992628,855.434462,0.92828,0.92828,0.983691,
12/31/2018,11445.0,11129.0,316.0,-5170.0,5170.0,6275.0,0.0,-5138.0,3498.0,,,1640.0,0.0,1137.0,-299.0,296.0,298.0,-2.0,,,3.0,838.0,-198.0,640.0,0.0,0.0,0.0,640.0,0.0,640.0,0.0,0.0,640.0,739.0,99.0,850.675684,0.748613,0.748613,0.868721,857.930661,0.748613,0.748613,0.864007,
03/31/2019,11080.0,10793.0,287.0,-4562.0,4562.0,6518.0,0.0,-5042.0,3442.0,,,1600.0,0.0,1476.0,-273.0,280.0,288.0,-8.0,,,-7.0,1203.0,-295.0,908.0,0.0,0.0,0.0,908.0,0.0,908.0,0.0,0.0,908.0,998.85,90.85,852.800326,1.068022,1.068022,1.171259,860.234054,1.05804,1.05804,1.16365,
06/30/2019,10979.0,10689.0,290.0,-4310.0,4310.0,6669.0,0.0,-5128.0,3543.0,,,1585.0,0.0,1541.0,-301.0,279.0,283.0,-4.0,,,22.0,1240.0,-301.0,939.0,0.0,0.0,0.0,939.0,0.0,939.0,0.0,0.0,939.0,1115.96,176.96,855.951097,1.097966,1.097966,1.303766,861.72893,1.087985,1.087985,1.293339,
09/30/2019,11061.0,10769.0,292.0,-4437.0,4437.0,6624.0,0.0,-5153.0,3498.0,,,1655.0,0.0,1471.0,-276.0,279.0,284.0,-5.0,,,-3.0,1195.0,-325.0,870.0,0.0,0.0,0.0,870.0,0.0,870.0,0.0,0.0,870.0,997.98,127.98,856.161283,1.018114,1.018114,1.165645,864.288821,1.008133,1.008133,1.156208,
12/31/2019,11878.0,11583.0,295.0,-5212.0,5212.0,6666.0,0.0,-5432.0,3656.0,,,1776.0,0.0,1234.0,-269.0,273.0,280.0,-7.0,,,-4.0,965.0,-214.0,751.0,0.0,0.0,0.0,751.0,0.0,751.0,0.0,0.0,751.0,852.05,101.05,857.880688,0.878373,0.878373,0.993203,865.759528,0.868391,0.868391,0.98511,
03/31/2020,11113.0,10830.0,283.0,-4168.0,4168.0,6945.0,0.0,-5406.0,3688.0,,,1718.0,0.0,1539.0,-282.0,272.0,284.0,-12.0,,,10.0,1257.0,-306.0,951.0,0.0,0.0,0.0,951.0,0.0,951.0,0.0,0.0,951.0,1083.72,132.72,859.737939,1.107948,1.107948,1.260524,867.602729,1.097966,1.097966,1.25094,
06/30/2020,17671.0,17499.0,172.0,-6765.0,6765.0,10906.0,0.0,-10086.0,5604.0,,,4064.0,418.0,820.0,-1028.0,833.0,839.0,-6.0,,,195.0,-208.0,-2.0,-210.0,-320.0,-320.0,0.0,110.0,0.0,110.0,0.0,0.0,110.0,424.37,634.37,1236.528444,0.09,-0.17,0.343195,1236.528444,0.09,-0.17,0.343025,
09/30/2020,17795.467,,,,,10726.03977958,,,,,,,,1699.714,,,,,,,,926.909,,668.357,,,,,,668.357,,,668.357,668.357,,,0.563,0.563,0.597,,0.563,0.563,0.597,
12/31/2020,18668.714,,,,,10653.11495696,,,,,,,,1537.857,,,,,,,,694.545,,539.071,,,,,,539.071,,,539.071,539.071,,,0.45,0.45,0.468,,0.45,0.45,0.468,
