Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/1993,-42.057999,16.636,2.212,,-8.778,,,,-8.778,-52.127998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,126.606003,15.397,2.449,,-24.533001,,,,-24.533001,133.292999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-56.467999,15.426,6.314,,2.571,,,,2.571,-80.778999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.467999,,,
03/31/1994,-292.173004,12.438,3.291,,-5.796,,,,-5.796,-302.105988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,147.264008,16.417999,2.602,,0.243,,,,0.243,128.001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,121.403999,17.665001,2.852,,-3.007,,,,-3.007,103.893997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,-29.093,17.306,6.314,,-9.461,,,,-9.461,-43.251999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,137.654999,16.000999,3.065,,-0.913,,,,-0.913,119.501999,,,,,,,,-3.719,,-3.719,,,,,,,,,,,,,,,,,,3.719,,,,,,,,,,,,,,,,,
06/30/1995,26.323999,20.521,3.423,,-0.068,,,,-0.068,2.448,,,,,,,,-5.738,,-5.738,,,,,,,,,,,,,,,,,,5.738,,,,,,,,,,,,,,,,,
09/30/1995,-71.976997,22.291,4.535,,-2.807,,,,-2.807,-95.996002,,,,,,,,-4.394,,-4.394,,,,,,,,,,,,,,,,,,4.394,,,,,,,,,,,,,,,,,
12/31/1995,118.151001,22.514999,6.047,,-5.206,,,,-5.206,94.794998,,,,,,,-3.675,-3.675,,-3.675,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,114.476001,,,
03/31/1996,-18.294001,23.671,3.585,,-6.968,,,,-6.968,-38.582001,,,,,,,,-4.222,,-4.222,,,,,,,,,,,,,,,,,,4.222,,,,,,,,,,,,,,,,,
06/30/1996,-86.975998,25.063999,4.79,,-4.233,,,,-4.233,-112.597,,,,,,,,-4.845,,-4.845,,,,,,,,,,,,,,,,,,4.845,,,,,,,,,,,,,,,,,
09/30/1996,81.762001,25.76,4.175,,-0.143,,,,-0.143,51.970001,,,,,,,,-5.357,,-5.357,,,,,,,,,,,,,,,,,,5.357,,,,,,,,,,,,,,,,,
12/31/1996,175.334,26.855,3.819,,24.737,,,,24.737,119.922997,,,,,,,-6.201,-6.201,,-6.201,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,169.133,,,
03/31/1997,-120.224,30.585,7.347,,-31.716,,,,-31.716,-126.44,,,,,,,-697.853,-7.863,0.144,-8.007,-420.183,195.836,,,,-616.019,,,,-270.169,,,,,,,,0.362,786.665,-6.776,649.251,,,,,-25.352,0.773,-26.125,169.542,0.0,,-31.412,0.365,70.992,
06/30/1997,-258.206,33.337,8.446,,0.608,,,,0.608,-300.597,,,,,,,-35.654,-7.353,0.56,-7.913,252.006,462.009,,,,-210.003,,,,-352.873,,,,,,,,72.566,350.851,-7.744,256.506,,,,,-28.605,0.381,-28.986,130.694,0.0,,56.991,31.473,92.548,
09/30/1997,261.877014,30.700001,,,,,,,,,,,,,,,,-12.387,,-12.387,,,,,,,,,,,,,,,,,,12.387,,,,,,,,,,,,,,,,,
12/31/1997,132.776001,32.483002,,,,,,,,,,,,,,,,-11.03,,-11.03,,,,,,,,,,,,,,,,,,11.03,,,,,,,,,,,,,,,,,
03/31/1998,-263.687012,38.995998,14.673,,-79.011002,,,,-79.011002,-238.345001,,,,,,,53.783001,-11.246,0.244,-11.49,194.007996,798.312012,,,,-604.304016,,,,-140.949005,,,,,,,,11.97001,131.177,-9.04,-41.510998,,,,,-12.054,0.729,-12.783,193.781998,,,-78.726997,1.888,90.380997,
06/30/1998,161.906006,32.984001,14.73,,193.158005,,,,193.158005,-78.966003,,,,,,,-495.312012,-8.932,2.147,-11.079,-321.240051,970.143005,,,,-1291.383057,,,,-182.339005,,,,,,,,17.199044,399.22699,-10.675,280.153993,,,,,132.633998,133.253998,-0.62,-2.886,,,65.820999,23.110001,102.584,
09/30/1998,-45.720001,41.007,,,,,,,,,,,,,,,,-14.024,,-14.024,,,,,,,,,,,,,,,,,,14.024,,,,,,,,,,,,,,,,,
12/31/1998,132.964005,29.937,,,,,,,,,,,,,,,,-38.894001,,-38.894001,,,,,,,,,,,,,,,,,,38.894001,,,,,,,,,,,,,,,,,
03/31/1999,16.714,46.904,27.723,,-89.233,,,,-89.233,31.32,,,,,,,-379.388,-12.739,1.627,-14.366,-26.664,715.174,,,,-741.838,,,,-352.664,,,,,,,,12.679,291.138,-11.06,381.49,,,,,1.402,1.596,-0.194,-80.694,,,-71.536,0.055,142.438,
06/30/1999,-151.337,50.833,27.33,,-32.456,,,,-32.456,-197.044,,,,,,,-362.9,-25.272,1.784,-27.056,-177.536,370.199,,,,-547.735,,,,-167.454,,,,,,,,7.362,603.926,-22.93,738.054,,,,,0.465,1.237,-0.772,-111.663,,,89.689,17.665,149.095,
09/30/1999,146.541,53.778,31.565,,138.328,,,,138.328,-77.13,,,,,,,-995.701,-24.214,10.648,-34.862,-529.393,275.208,,,,-804.601,,,,-441.082,,,,,,,,-1.012,704.701,-22.953,814.528,,,,,-2.975,0.828,-3.803,-83.899,,,-144.459,9.35,156.513,
12/31/1999,-10.49,42.549,21.86,,-197.628,,,,-197.628,122.729,,,,,,,-17.485,-17.485,,-17.485,,,,,,,,,,,,,,,,,,0.0,9.753,,,,,,,9.753,9.753,,,,,-18.222,1.23,169.554,
03/31/2000,17.4,-28.492,28.7,,53.089,,,,53.089,-35.897,,,,,,,-598.358,-14.647,1.892,-16.539,-227.877,206.182,,,,-434.059,,,,-355.107,,,,,,,,-0.727,612.421,-24.831,114.54,,,,,-0.125,3.687,-3.812,522.837,,,31.463,0.004,185.685,
06/30/2000,128.368,59.583,30.151,,-12.016,,,,-12.016,50.65,,,,,,,-651.809,-15.358,3.091,-18.449,14.424,737.923,,,,-723.499,,,,-655.563,,,,,,,,4.688,475.742,-17.141,563.156,,,,,0.52,0.544,-0.024,-70.793,,,-47.699,22.552,205.431,
09/30/2000,-59.897,64.644,32.769,,-40.819,,,,-40.819,-116.491,,,,,,,92.986,-9.733,3.386,-13.119,188.001,905.763,,,,-717.762,,,,-98.911,,,,,,,,13.629,27.192,-17.389,-387.697,,,,,1.824,1.887,-0.063,430.454,,,60.281,18.501,213.762,
12/31/2000,263.316,65.974,55.163,,-37.608,,,,-37.608,179.787,,,,,,,-34.181,-34.181,,-34.181,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,229.135,22.768,207.14,
03/31/2001,154.303,64.742,37.667,,112.879,,,,112.879,-60.985,,,,,,,345.772,-21.529,0.279,-21.808,439.351,2000.704,,,,-1561.353,,,,-161.782,,,,,,,,89.732,-486.202,-18.458,-983.524,,,,,2.876,2.876,,512.904,,,13.873,11.861,198.621,
06/30/2001,-67.297,73.595,43.148,,-333.725,,,,-333.725,149.685,,,,,,,445.395,-24.609,1.903,-26.512,1062.032,2359.898,,,,-1297.866,,,,-769.691,,,,,,,,177.663,-460.385,-18.527,-261.658,,,,,8.799,8.799,,-122.955,-66.044,,-82.287,13.813,173.809,
09/30/2001,294.985,72.797,52.875,,312.065,,,,312.065,-142.752,,,,,,,-821.266,-17.194,6.568,-23.762,-502.668,2441.794,,,,-2944.462,,,,-258.463,,,,,,,,-42.941,457.908,-18.461,238.228,,,,,-26.225,2.762,-28.987,264.366,,,-68.373,6.492,143.765,
12/31/2001,461.386,71.886,59.115,,290.137,,,,290.137,40.248,,,,,,,-19.842,-19.842,,-19.842,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,441.544,124.141,134.888,
03/31/2002,9.256,47.262,37.832,,-61.107,,,,-61.107,-14.731,,,,,,,-597.867,-17.858,0.814,-18.672,103.463,5328.714,,,,-5225.251,,,,-662.38,,,,,,,,-21.092,516.613,-18.401,313.086,,,,,-19.563,5.739,-25.302,241.491,,,-71.998,1.785,81.636,
06/30/2002,37.774,82.075,42.136,,-109.011,,,,-109.011,22.574,,,,,,,-753.836,-10.413,4.526,-14.939,-53.96,2631.292,,,,-2685.252,,,,-649.332,,,,,,,,-40.131,834.229,-18.35,86.269,,,,,-31.159,,-31.159,788.087,9.382,,118.167,80.175,131.673,
09/30/2002,154.027,39.446,77.766,,139.502,,,,139.502,-102.687,,,,,,,-444.442,-39.95,1.039,-40.989,-618.976,2133.894,,,,-2752.87,,,,213.343,,,,,,,,1.141,291.084,-18.299,-359.756,,,,,-23.464,3.527,-26.991,692.603,,,0.669,7.79,103.532,
12/31/2002,-3.681,87.495,11.182,,-73.378,,,,-73.378,-28.98,,,,,,,-23.221,-23.221,,-23.221,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-26.902,23.599,107.894,
03/31/2003,195.413,87.704,38.645,,-8.226,,,,-8.226,77.29,,,,,,,-791.657,-22.428,1.129,-23.557,-623.926,2531.919,,,,-3155.845,,,,-158.984,,,,,,,,13.681,596.858,-19.031,-11.986,,,,,-22.678,1.549,-24.227,650.553,,,0.614,26.071,82.733,
06/30/2003,-39.604,92.425,42.576,,-67.416,,,,-67.416,-107.189,,,,,,,-261.451,-19.579,0.058,-19.637,66.419,2282.021,,,,-2215.602,,,,-315.734,,,,,,,,7.443,438.461,-18.924,641.325,,,,,-26.071,6.16,-32.231,-157.869,,,137.406,103.766,83.476,
09/30/2003,143.316,62.084,44.858,,22.415,,,,22.415,13.959,,,,,,,20.203,-17.505,0.672,-18.177,67.139,1090.335,,,,-1023.196,,,,-35.864,,,,,,,,6.433,-220.224,-26.936,-416.419,,,,,3.122,22.394,-19.272,248.378,-28.369,,-56.705,49.93,84.496,
12/31/2003,141.062,87.322,38.397,,0.0,,,,0.0,43.561,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,141.062,65.931,62.968,
03/31/2004,122.741,99.669,35.581,,0.0,,,,0.0,62.997,,,,,,,0.0,6.54,6.54,0.0,1483.43,1483.43,,,,0.0,,,,0.0,,,,,,,,-1489.97,956.701,0.0,301.21,,,,,15.454,15.454,0.0,640.037,0.0,,0.0,0.037,64.249,
06/30/2004,-35.971,98.842,35.197,,-68.652,,,,-68.652,-101.358,,,,,,,-678.644,-11.786,1.685,-13.471,261.628,1467.405,,,,-1205.777,,,,-933.632,,,,,,,,5.146,780.712,-28.778,-172.395,,,,,-1.035,23.972,-25.007,984.608,-1.688,,66.097,135.847,77.439,
09/30/2004,423.366,102.495,37.1,,63.609,,,,63.609,220.162,,,,,,,0.0,1.38,1.38,0.0,634.312,634.312,,,,0.0,,,,0.0,,,,,,,,-635.692,823.229,0.0,0.0,,,,,14.351,14.351,0.0,808.878,0.0,,0.0,38.937,79.437,
12/31/2004,152.236,104.981,,,-28.774,,,,-28.774,76.029,,,,,,,-1130.037,-20.944,1.696,-22.64,-15.421,738.439,,,,-753.86,,,,-1082.465,,,,,,,,-11.207,762.283,-28.851,660.752,,,,,3.473,28.473,-25.0,127.13,-0.221,,-215.518,65.952,100.552,
03/31/2005,261.322,110.234,22.547,9.383,-27.188,,-9.15,,-18.038,146.346,,,,,,,-188.444,-13.413,1.47,-14.883,177.123,924.146,,,,-747.023,,,,-357.197,,,,,,,,5.043,161.606,-32.571,-386.79,,,,,-5.86,24.21,-30.07,586.827,0.0,,234.484,0.358,98.549,
06/30/2005,113.399,118.81,35.367,,23.996,,,,23.996,-64.774,,,,,,,-863.03,-17.35,0.518,-17.868,30.414,754.448,,,,-724.034,,,,-865.527,,,,,,,,-10.567,896.676,-32.522,399.387,,,,,-13.486,36.502,-49.988,543.297,,,147.045,133.675,129.485,
09/30/2005,-14.448,122.97,36.886,,-145.188,,,,-145.188,-29.116,,,,,,,-568.283,-15.719,1.17,-16.889,-28.177,1219.199,,,,-1247.376,,,,-525.301,,,,,,,,0.914,459.406,-32.546,-517.312,,,,,8.058,8.795,-0.737,1001.206,,,-123.325,55.438,133.205,
12/31/2005,393.921,128.107,39.507,,-59.027,,,,-59.027,285.334,,,,,,,-811.791,-16.182,2.173,-18.355,-30.564,1174.913,,,,-1205.477,,,,-596.705,,,,,,,,-168.34,1015.258,-32.661,167.675,,,,,19.877,21.293,-1.416,863.835,-3.468,,597.388,68.379,167.771,
03/31/2006,212.884,137.633,32.012,14.512,33.582,,-8.81,-0.284,42.676,-4.855,,,,,,,-732.118,-21.41,2.156,-23.566,69.532,1609.059,,,,-1539.527,,,,-784.797,,,,,,,,4.557,397.501,-38.135,159.188,,,,,46.148,46.176,-0.028,230.3,,,-121.733,7.155,200.408,
06/30/2006,243.896,145.31,32.343,17.022,-27.25,,8.905,-1.782,-34.373,76.471,,,,,,,-1677.1,-28.418,2.699,-31.117,88.859,1624.397,,,,-1535.538,,,,-1757.892,,,,,,,,20.351,1622.176,-38.324,1258.007,,,,,20.991,22.301,-1.31,381.502,,,188.972,143.415,251.212,
09/30/2006,194.434,153.674,35.442,14.363,-1.412,,-1.212,4.023,-4.223,-7.633,,,,,,,-828.644,-31.941,1.137,-33.078,24.077,1204.651,,,,-1180.574,,,,-830.044,,,,,,,,9.264,480.853,-38.418,116.773,,,,,15.717,15.818,-0.101,386.781,,,-153.357,56.435,266.766,
12/31/2006,395.773,146.508,60.649,,167.677,,,,167.677,20.939,,,,,,,-999.198,-37.031,0.0,-37.031,46.976,46.976,,,,0.0,,,,-1001.433,,,,,,,,-7.71,925.325,-45.944,-583.34,,,,,221.712,246.756,-25.044,1340.755,-7.858,,321.9,66.149,303.874,
03/31/2007,127.232,153.258,30.167,9.111,-155.157,,-20.73,-1.351,-133.076,89.853,,,,,,,-654.342,-20.783,1.916,-22.699,98.709,733.388,,,,-634.679,,,,-783.636,,,,,,,,51.368,162.819,-46.353,21.52,,,,,-60.907,42.335,-103.242,248.559,,,-364.291,-0.016,306.039,
06/30/2007,179.085,159.214,32.042,17.763,44.512,,-1.294,3.74,42.066,-74.446,,,,,,,-240.798,-24.35,1.838,-26.188,308.018,1034.419,,,,-726.401,,,,-525.428,,,,,,,,0.962,128.14,-50.103,425.672,,,,,-107.939,20.664,-128.603,-139.49,,,66.427,171.999,322.947,
09/30/2007,206.102,135.732,31.326,55.354,-31.963,,-30.075,5.552,-7.44,15.653,,,,,,,-1433.683,-25.371,3.221,-28.592,-54.504,990.211,,,,-1044.715,,,,-1342.431,,,,,,,,-11.377,1067.873,-49.906,1718.791,,,,,-85.165,4.964,-90.129,-515.847,,,-159.708,84.489,335.531,
12/31/2007,220.481,45.541,101.42,,117.98,,,,117.98,-44.46,,,,,,,-2727.47,-20.582,5.162,-25.744,-766.055,1505.981,,,,-2272.036,,,,-1955.289,,,,,,,,14.456,2880.906,-49.288,1589.195,,,,,3.274,3.325,-0.051,1337.876,-0.151,,373.917,99.213,353.839,
03/31/2008,306.297,106.749,28.614,92.282,0.408,,-32.237,6.339,26.306,78.244,,,,,,,-848.532,-18.52,7.258,-25.778,589.518,1450.028,,,,-860.51,,,,-1425.458,,,,,,,,5.928,347.619,-48.459,-198.568,,,,,1.239,1.476,-0.237,593.538,-0.131,,-194.616,20.429,302.021,
06/30/2008,-17.717,72.198,35.565,114.192,-128.853,,-38.657,7.642,-97.838,-110.819,,,,,,,-1253.949,-16.859,1.17,-18.029,126.567,1747.005,,,,-1620.438,,,,-1376.72,,,,,,,,13.063,1362.851,-48.647,1321.699,,,,,-1.347,0.996,-2.343,91.626,-0.48,,91.185,196.823,252.635,
09/30/2008,495.299,37.76,37.647,156.606,-21.332,,-48.293,13.126,13.835,284.618,,,,,,,745.166,-37.893,0.106,-37.999,-16.152,493.157,,,,-509.309,,,,95.396,,,,,,,,703.815,-1550.232,-49.951,-2042.593,,,,,291.433,291.488,-0.055,250.943,-0.064,,-309.767,42.15,239.041,
12/31/2008,390.07,-482.976,323.564,,654.049,,,,654.049,-104.567,,,,,,,-1714.949,-28.744,3.614,-32.358,144.987,293.248,,,,-148.261,,,,-1869.955,,,,,,,,38.763,1358.898,-48.622,-2717.813,,,,,1399.76,1400.006,-0.246,2725.573,0.0,,34.019,43.778,218.022,
03/31/2009,154.498,-826.041,36.396,299.451,758.147,-8.004,-158.607,8.12,916.638,-113.455,-23.134,-67.338,27.336,-5.035,-45.284,0.0,355.425,-32.56,4.715,-37.275,-584.727,374.129,29.67,344.459,0.0,-958.856,-16.488,-942.368,0.0,826.108,374.228,435.569,16.311,113.471,0.0,113.471,0.0,33.133,-663.927,-25.694,-1576.228,-1830.753,0.0,255.167,-0.642,-0.106,0.017,-0.123,947.125,-9.024,0.0,-154.004,-0.224,159.327,
06/30/2009,225.458,-50.729,36.721,770.581,-377.707,-6.898,59.424,7.207,-437.44,-153.408,-13.41,16.065,9.851,-21.657,-144.257,0.0,984.313,-20.387,0.021,-20.408,-75.949,452.233,25.233,419.761,7.239,-528.182,-15.301,-512.881,0.0,976.832,125.364,817.888,33.58,33.48,0.0,33.48,0.0,70.337,-1302.538,-24.85,-473.675,-400.869,0.0,36.151,-108.957,76.446,77.423,-0.977,-871.4,-9.059,0.0,-92.767,-29.79,164.442,
09/30/2009,747.728,-155.277,87.85,602.467,-8.355,50.066,-50.47,,-7.951,221.043,1.899,,,,219.144,0.0,-123.727,292.502,305.464,-12.962,275.131,364.054,75.494,288.56,0.0,-88.923,-14.041,-74.882,0.0,118.599,0.0,0.0,118.599,0.0,0.0,0.0,0.0,-809.959,-860.266,-22.626,44.58,-360.996,0.0,405.724,-0.148,187.366,187.366,0.0,-1065.061,-4.525,0.0,-236.265,0.09,139.077,
12/31/2009,-54.952,-184.064,52.073,409.939,160.266,-36.379,145.06,-15.315,66.9,-493.166,53.166,51.273,-37.187,26.692,-587.11,0.0,2412.022,-336.69,0.0,-336.69,-136.504,216.568,36.411,180.157,0.0,-353.072,-30.492,-322.58,0.0,1558.257,900.793,721.65,-64.186,305.241,452.192,-146.951,0.0,1021.718,-1979.821,-23.101,-943.059,-414.444,0.0,6.98,-535.595,200.404,200.404,0.0,-1165.159,-48.906,,377.249,-101.263,114.953,
03/31/2010,670.544,-60.21,46.254,245.432,1.094,,-36.163,,37.257,437.974,-27.155,24.981,,,440.148,0.0,-1648.189,-15.549,0.0,-15.549,-2562.661,453.025,26.651,409.761,16.613,-3015.686,-22.884,-196.548,-2796.254,35.163,0.0,0.0,35.163,0.0,0.0,0.0,0.0,894.858,652.847,-22.882,269.061,229.424,0.0,39.698,-0.061,149.908,149.908,0.0,257.421,-0.661,,-324.798,-352.753,102.672,
06/30/2010,88.013,-112.993,96.262,229.146,35.156,,-15.795,,50.951,-159.558,-35.009,-14.242,,,-110.307,0.0,-528.833,-17.038,0.0,-17.038,60.564,210.461,58.055,152.406,0.0,-149.897,-7.502,-139.336,-3.059,-879.887,0.0,-1437.786,557.899,0.0,0.0,0.0,0.0,307.528,464.184,-21.979,-30.527,0.0,11.998,22.768,-65.293,600.814,600.814,0.0,-81.816,-2.308,,23.364,28.181,89.653,
09/30/2010,372.628,-47.325,65.488,185.772,-11.902,-23.475,-21.039,,32.612,180.595,42.896,,,,137.699,0.0,753.047,-4.487,21.149,-25.636,483.248,710.991,36.328,279.045,395.618,-227.743,-24.907,-202.836,0.0,108.564,0.0,0.0,108.564,0.0,0.0,0.0,0.0,165.722,-1133.784,-29.772,-160.198,-175.146,0.0,22.947,-7.999,110.041,110.041,0.0,-1053.713,-0.142,,-8.109,-0.22,92.587,
12/31/2010,329.809,-72.2,164.75,187.051,61.227,-20.217,44.332,,37.112,-11.019,-5.856,,,,-5.163,0.0,-501.722,-41.997,,,-4907.517,277.364,33.872,242.862,0.63,-5184.881,-31.275,-1178.798,-3974.808,417.45,1753.525,,-1336.075,21.149,21.149,0.0,0.0,4009.193,35.393,-34.683,-20.94,-85.817,0.0,65.0,-0.123,116.382,116.382,0.0,-25.116,-0.25,,-136.52,-0.012,73.244,
03/31/2011,269.221,52.817,89.806,50.46,74.219,,53.79,,20.429,1.919,-7.882,28.471,,,-18.67,0.0,28.495,-20.185,0.0,-20.185,0.568,336.154,29.108,302.25,4.796,-335.586,-5.493,-279.886,-50.207,1.082,0.0,0.0,1.082,0.0,0.0,0.0,0.0,47.03,-272.702,-34.601,79.936,80.092,0.0,0.0,-0.156,25.212,25.212,0.0,-342.542,-0.707,,25.014,-0.108,91.281,
06/30/2011,346.226,72.875,105.79,-0.574,50.435,,33.913,,16.522,117.7,5.397,41.041,,,71.262,0.0,-655.844,-19.295,0.0,-19.295,35.971,295.864,12.923,277.419,5.522,-259.893,-21.316,-238.577,0.0,-767.556,,-291.604,-475.952,0.0,0.0,0.0,0.0,95.036,395.506,-40.303,-160.6,0.0,-190.675,30.25,-0.175,0.195,0.195,0.0,598.817,-2.603,,85.888,0.536,51.039,
09/30/2011,215.904,109.093,52.288,12.351,70.333,,41.563,,28.77,-28.161,1.37,21.237,,,-50.768,0.0,-260.786,-22.749,0.0,-22.749,-228.359,540.128,30.08,507.676,2.372,-768.487,-9.667,-523.772,-235.048,-98.923,,,-98.923,0.0,0.0,0.0,0.0,89.245,112.622,-40.297,-19.162,-34.498,0.0,23.527,-8.191,0.237,0.237,0.0,171.934,-0.09,,67.74,,71.22,
12/31/2011,296.86,89.019,52.064,3.009,12.174,,-13.662,,25.836,140.594,9.509,-40.053,,,171.138,0.0,-4052.194,-15.44,0.0,-15.44,-1389.052,1156.035,29.782,1119.536,6.717,-2545.087,-32.695,-380.906,-2131.486,-2778.886,-1245.151,-2125.137,591.402,0.0,0.0,0.0,0.0,131.184,1460.175,-40.934,-11.313,-254.135,190.675,52.288,-0.141,0.042,0.042,0.0,1512.488,-0.108,,-2295.159,3.315,49.798,
03/31/2012,248.095,89.676,57.143,11.96,15.537,,19.685,,-4.148,73.779,21.24,20.913,,,31.626,0.0,-63.88,-15.162,0.0,-15.162,-507.269,467.29,20.579,440.982,5.729,-974.559,-9.277,-406.303,-558.979,26.309,0.0,0.0,26.309,0.0,0.0,0.0,0.0,432.242,-326.379,-40.796,163.778,-168.831,0.0,332.75,-0.141,0.342,0.342,0.0,252.837,-702.54,,-142.164,-21.668,62.789,
06/30/2012,260.707,91.737,62.166,15.721,15.458,,-0.63,,16.088,75.625,-1.506,50.464,,,26.667,0.0,-567.889,-17.655,0.0,-17.655,-231.461,269.298,34.106,235.192,0.0,-500.759,-24.461,-187.627,-288.671,-383.703,-397.181,0.0,13.478,0.0,0.0,0.0,0.0,64.93,492.169,-35.522,329.637,318.039,0.0,266.636,-255.038,141.661,141.661,0.0,61.16,-4.767,,184.987,81.352,44.539,
