Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/01/2011,10586.39,10586.39,-8638.79,8638.79,1947.6,0.0,-1438.26,,1438.26,509.34,-29.724,,29.474,,,,0.25,479.616,-176.963,302.653,0.0,0.0,0.0,302.653,0.0,302.653,0.0,0.0,302.653,326.003,23.35,592.003631,0.51,0.51,0.550677,593.449101,0.51,0.51,0.549346,
12/31/2011,10244.421,10244.421,-8398.771,8398.771,1845.65,0.0,-1418.652,,1418.652,426.998,-24.852,,28.324,,,,-3.472,402.146,-152.033,250.113,0.0,0.0,0.0,250.113,0.0,250.113,0.0,0.0,250.113,272.723,22.61,586.188302,0.43,0.43,0.465248,587.034204,0.43,0.43,0.46,
03/31/2012,10504.746,10504.746,-8633.13,8633.13,1871.616,0.0,-1432.786,,1432.786,438.83,-26.042,,28.29,,,,-2.248,412.788,-153.238,259.55,0.0,0.0,0.0,259.55,0.0,259.55,0.0,0.0,259.55,289.79,30.24,585.823393,0.44,0.44,0.494671,587.214691,0.44,0.44,0.49,
06/30/2012,11045.382,11045.382,-9033.671,9033.671,2011.711,0.0,-1496.247,0.0,1496.247,515.464,-26.012,,27.308,,0.0,0.0,-1.296,489.452,-180.183,309.269,0.0,0.0,0.0,309.269,0.0,309.269,0.0,0.0,309.269,368.275,59.006,586.890718,0.53,0.53,0.627502,588.268439,0.53,0.53,0.627502,
09/29/2012,11086.916,11086.916,-9083.372,9083.372,2003.544,0.0,-1524.762,,1524.762,478.782,-28.391,30.868,30.868,0.0,0.0,,-2.477,450.391,-163.793,286.598,0.0,0.0,0.0,286.598,0.0,286.598,0.0,0.0,286.598,340.141,53.543,587.757832,0.49,0.49,0.578709,589.838819,0.49,0.49,0.578709,
12/29/2012,10796.89,10796.89,-8879.324,8879.324,1917.566,0.0,-1534.915,,1534.915,382.651,-30.489,32.242,32.242,0.0,0.0,,-1.753,352.162,-130.793,221.369,0.0,0.0,0.0,221.369,0.0,221.369,0.0,0.0,221.369,278.477,57.108,587.091968,0.38,0.38,0.474333,589.751933,0.38,0.38,0.474333,
03/30/2013,10926.371,10926.371,-8983.889,8983.889,1942.482,0.0,-1605.28,,1605.28,337.202,-30.805,34.215,34.215,0.0,0.0,,-3.41,306.397,-104.98,201.417,0.0,0.0,0.0,201.417,0.0,201.417,0.0,0.0,201.417,285.472,84.055,589.149731,0.34,0.34,0.484549,592.903799,0.34,0.34,0.481768,
06/29/2013,11601.056,11601.056,-9564.894,9564.894,2036.162,0.0,-1576.319,0.0,1576.319,459.843,-21.338,31.17,31.17,0.0,0.0,0.0,-9.832,438.505,-155.462,283.043,0.0,0.0,0.0,283.043,0.0,283.043,0.0,0.0,283.043,352.853,69.81,592.922702,0.48,0.48,0.595108,597.536893,0.47,0.47,0.58683,
09/28/2013,11714.267,11714.267,-9648.78,9648.78,2065.487,0.0,-1587.289,,1587.289,478.198,-25.994,,30.528,,0.0,,-4.534,452.204,-166.614,285.59,0.0,0.0,0.0,285.59,0.0,285.59,0.0,0.0,285.59,329.135,43.545,587.621529,0.49,0.49,0.560114,591.458948,0.48,0.48,0.553623,
12/28/2013,11237.969,11237.969,-9273.018,9273.018,1964.951,0.0,-1613.174,,1613.174,351.777,-25.573,,29.784,,,,-4.211,326.204,-115.369,210.835,0.0,0.0,0.0,210.835,0.0,210.835,0.0,0.0,210.835,214.124,3.289,584.253842,0.36,0.36,0.366491,587.926287,0.36,0.36,0.365594,
03/29/2014,11277.484,11277.484,-9282.743,9282.743,1994.741,0.0,-1662.116,,1662.116,332.625,-35.942,,32.224,,0.0,,3.718,296.683,-115.746,180.937,0.0,0.0,0.0,180.937,0.0,180.937,0.0,0.0,180.937,202.722,21.785,585.885137,0.31,0.31,0.34601,590.470283,0.31,0.31,0.34601,
06/28/2014,12286.992,12286.992,-10131.136,10131.136,2155.856,0.0,-1731.334,0.0,1731.334,424.522,-23.989,31.205,31.205,0.0,0.0,0.0,-7.216,400.533,-146.362,254.171,0.0,0.0,0.0,254.171,0.0,254.171,0.0,0.0,254.171,290.241,36.07,586.544337,0.43,0.43,0.494832,591.361869,0.43,0.43,0.490995,
09/27/2014,12445.081,12445.081,-10256.364,10256.364,2188.717,0.0,-1723.104,0.0,1723.104,465.613,-28.746,30.934,30.934,0.0,0.0,0.0,-2.188,436.867,-158.054,278.813,0.0,0.0,0.0,278.813,0.0,278.813,0.0,0.0,278.813,306.533,27.72,588.277056,0.47,0.47,0.521069,593.30975,0.47,0.47,0.516721,
12/27/2014,12087.074,12087.074,-10001.937,10001.937,2085.137,0.0,-1769.691,0.0,1769.691,315.446,-79.249,77.042,77.042,0.0,0.0,0.0,2.207,236.197,-78.218,157.979,0.0,0.0,0.0,157.979,0.0,157.979,0.0,0.0,157.979,210.674,52.695,590.723351,0.27,0.27,0.356637,595.91168,0.27,0.27,0.356637,
03/28/2015,11746.659,11746.659,-9689.161,9689.161,2057.498,0.0,-1730.19,0.0,1730.19,327.308,-60.973,69.55,69.55,0.0,0.0,0.0,-8.577,266.335,-89.38,176.955,0.0,0.0,0.0,176.955,0.0,176.955,0.0,0.0,176.955,210.158,33.203,594.030427,0.3,0.3,0.353783,598.92107,0.3,0.3,0.353783,
06/27/2015,12401.938,12401.938,-10181.774,10181.774,2220.164,0.0,-2099.169,0.0,2099.169,120.995,-52.247,77.281,77.281,0.0,0.0,0.0,-25.034,68.748,4.278,73.026,0.0,0.0,0.0,73.026,,73.026,0.0,0.0,73.026,286.443,213.417,595.258654,0.12,0.12,0.481208,599.259889,0.12,0.12,0.476134,
09/26/2015,12562.611,12562.611,-10324.616,10324.616,2237.995,0.0,-1744.521,0.0,1744.521,493.474,-111.667,126.907,126.907,0.0,0.0,0.0,-15.24,381.807,-137.387,244.42,0.0,0.0,0.0,244.42,0.0,244.42,0.0,0.0,244.42,370.63315,126.21315,596.698935,0.41,0.41,0.621139,600.789913,0.41,0.41,0.620079,
12/26/2015,12153.626,12153.626,-9996.812,9996.812,2156.814,0.0,-1724.231,,1724.231,432.583,-39.471,47.235,47.235,0.0,0.0,,-7.764,393.112,-120.713,272.399,0.0,0.0,0.0,272.399,0.0,272.399,0.0,0.0,272.399,254.365,-18.034,566.881538,0.48,0.48,0.448709,571.452124,0.48,0.48,0.448442,
03/26/2016,12002.791,12002.791,-9859.966,9859.966,2142.825,0.0,-1765.207,,1765.207,377.618,-50.747,57.699,57.699,0.0,0.0,,-6.952,326.871,-109.735,217.136,0.0,0.0,0.0,217.136,0.0,217.136,0.0,0.0,217.136,259.7354,42.5994,566.487516,0.38,0.38,0.458502,570.814798,0.38,0.38,0.454629,
07/02/2016,13647.891,13647.891,-11145.053,11145.053,2502.838,0.0,-1956.013,0.0,1956.013,546.825,-215.608,74.305,74.305,0.0,0.0,0.0,141.303,331.217,-115.55,215.667,0.0,0.0,0.0,215.667,,215.667,0.0,0.0,215.667,276.443,60.776,562.924016,0.38,0.38,0.491084,567.99729,0.38,0.38,0.487001,
10/01/2016,13968.654,13968.654,-11276.735,11276.735,2691.919,0.0,-2125.086,0.0,2125.086,566.833,-66.407,73.623,73.623,0.0,0.0,0.0,-7.216,500.426,-176.539,323.887,0.0,0.0,0.0,323.887,,323.887,0.0,0.0,323.887,379.938387,56.051387,555.437764,0.58,0.58,0.684034,560.954068,0.58,0.58,0.679922,
12/31/2016,13457.268,13457.268,-10885.405,10885.405,2571.863,0.0,-2079.446,,2079.446,492.417,-69.911,72.231,72.231,0.0,0.0,,-2.32,422.506,-147.339,275.167,0.0,0.0,0.0,275.167,,275.167,0.0,0.0,275.167,318.789,43.622,545.132762,0.5,0.5,0.584791,550.372067,0.5,0.5,0.579259,
04/01/2017,13524.172,13524.172,-10990.037,10990.037,2534.135,0.0,-2098.173,,2098.173,435.962,-76.189,81.004,81.004,0.0,,,-4.815,359.773,-121.495,238.278,0.0,0.0,0.0,238.278,,238.278,0.0,0.0,238.278,275.862,37.584,539.291561,0.44,0.44,0.511527,544.068915,0.44,0.44,0.509079,
07/01/2017,14421.045,14421.045,-11661.455,11661.455,2759.59,0.0,-2201.631,0.0,2201.631,557.959,-74.434,76.02,76.02,0.0,0.0,,-1.586,483.525,-178.354,305.171,0.0,0.0,0.0,305.171,,305.171,0.0,0.0,305.171,368.002645,62.831645,534.137743,0.57,0.57,0.688966,538.797624,0.57,0.57,0.686615,
09/30/2017,14650.424,14650.424,-11856.756,11856.756,2793.668,0.0,-2174.303,,2174.303,619.365,-72.909,80.884,80.884,0.0,0.0,,-7.975,546.456,-178.816,367.64,0.0,0.0,0.0,367.64,,367.64,0.0,0.0,367.64,394.497,26.857,527.289675,0.7,0.7,0.74816,533.063426,0.69,0.69,0.740382,
12/30/2017,14411.49,14411.49,-11712.104,11712.104,2699.386,0.0,-2170.834,,2170.834,528.552,-76.824,85.986,85.986,0.0,0.0,,-9.162,451.728,-167.615,284.113,0.0,0.0,0.0,284.113,,284.113,0.0,0.0,284.113,411.874,127.761,521.284182,0.55,0.55,0.790114,527.249587,0.54,0.54,0.782316,
03/31/2018,14349.504,14349.504,-11673.876,11673.876,2675.628,0.0,-2193.425,,2193.425,482.203,-117.319,136.145,136.145,0.0,,,-18.826,364.884,-34.799,330.085,0.0,0.0,0.0,330.085,,330.085,0.0,0.0,330.085,355.593,25.508,521.832671,0.63,0.63,0.681431,527.990563,0.63,0.63,0.678311,
06/30/2018,15315.906,15315.906,-12399.197,12399.197,2916.709,0.0,-2232.773,,2232.773,683.936,-90.78,92.468,92.468,0.0,,,-1.688,593.156,-144.228,448.928,0.0,0.0,0.0,448.928,,448.928,0.0,0.0,448.928,497.871,48.943,521.298942,0.86,0.86,0.955059,528.053652,0.85,0.85,0.942686,
09/29/2018,15215.279,15215.279,-12311.494,12311.494,2903.785,0.0,-2275.645,,2275.645,628.14,-90.148,89.016,89.016,0.0,,,1.132,537.992,-106.95,431.042,0.0,0.0,0.0,431.042,,431.042,0.0,0.0,431.042,479.216,48.174,520.856599,0.83,0.83,0.920054,529.03447,0.81,0.81,0.90106,
12/29/2018,14765.707,14765.707,-11993.995,11993.995,2771.712,0.0,-2319.817,,2319.817,451.895,-97.31,87.113,87.113,0.0,,,10.197,354.585,-87.205,267.38,0.0,0.0,0.0,267.38,,267.38,0.0,0.0,267.38,393.481,126.101,517.871328,0.52,0.52,0.759805,524.60051,0.51,0.51,0.750375,
03/30/2019,14658.074,14658.074,-11903.776,11903.776,2754.298,0.0,-2224.713,,2224.713,529.585,-98.634,94.514,94.514,0.0,,,4.12,430.951,9.132,440.083,0.0,0.0,0.0,440.083,,440.083,0.0,0.0,440.083,411.182,-28.901,514.185453,0.86,0.86,0.799676,519.821311,0.85,0.85,0.794402,
06/29/2019,15474.862,15474.862,-12495.67,12495.67,2979.192,0.0,-2258.662,,2258.662,720.53,-38.222,89.78,89.78,0.0,,,-51.558,682.308,-146.542,535.766,0.0,0.0,0.0,535.766,,535.766,0.0,0.0,535.766,572.97,37.204,514.646741,1.04,1.04,1.113327,520.060241,1.03,1.03,1.101538,
09/28/2019,15303.005,15303.005,-12359.635,12359.635,2943.37,0.0,-2275.052,,2275.052,668.318,-86.447,83.335,83.335,0.0,,,3.112,581.871,-128.09,453.781,0.0,0.0,0.0,453.781,,453.781,0.0,0.0,453.781,510.266,56.485,513.496296,0.88,0.88,0.993709,518.761456,0.87,0.87,0.978884,
12/28/2019,15025.042,15025.042,-12196.643,12196.643,2828.399,0.0,-2275.906,,2275.906,552.493,-75.955,76.762,76.762,0.0,,,-0.807,476.538,-93.128,383.41,0.0,0.0,0.0,383.41,,383.41,0.0,0.0,383.41,437.797,54.387,509.984743,0.75,0.75,0.858451,515.517792,0.74,0.74,0.8455,
03/28/2020,13698.699,13698.699,-11134.459,11134.459,2564.24,0.0,-2503.966,,2503.966,60.274,-89.054,83.854,83.854,0.0,,,5.2,-28.78,25.483,-3.297,0.0,0.0,0.0,-3.297,,-3.297,0.0,0.0,-3.297,231.795,235.092,508.745253,-0.01,-0.01,0.455621,512.657657,-0.01,-0.01,0.448575,
06/27/2020,8866.564,8866.564,-7300.909,7300.909,1565.655,0.0,-2097.235,,2097.235,-531.58,-204.665,164.269,164.269,0.0,,,40.396,-736.245,117.826,-618.419,0.0,0.0,0.0,-618.419,,-618.419,0.0,0.0,-618.419,-471.279,147.14,508.296452,-1.22,-1.22,-0.927173,508.296452,-1.22,-1.22,-0.930523,
09/30/2020,11928.429,,,,2198.17089612,,,,,356.0,,,,,,,,175.0,,220.4,,,,,,220.4,,,220.4,132.7,,,0.245,0.245,0.236,,0.245,0.245,0.236,
12/31/2020,13193.857,,,,2430.44039797,,,,,457.286,,,,,,,,293.8,,257.667,,,,,,257.667,,,257.667,224.0,,,0.415,0.415,0.381,,0.415,0.415,0.381,
