Date,Cash From Operating Activities,Net Income,D&A and Provision for Loan Losses,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Change in Loans,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Deposits,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
09/30/2000,,368.748993,257.925995,14.249,-775.505005,-134.580994,,,-115.613998,,,,,,,,,,,,,,,,
12/31/2000,,423.825989,265.889008,298.001007,-779.18988,208.526001,,,-90.778023,,,,,,,,,,,,,,,,
03/31/2001,,311.054993,326.584015,-64.217003,-996.125,-422.703003,,,-148.445007,,,,,,,,,,,,,,,,
06/30/2001,,380.127991,434.204987,-30.400999,825.171021,1609.103027,,,-144.544006,,,,,,,,,,,,,,,,
09/30/2001,,478.34201,421.955994,310.21701,-2316.189941,-1105.675049,,,-159.362,,,,,,,,,,,,,,,,
12/31/2001,,524.765991,673.255981,-546.094971,1998.312012,2650.239014,,,-99.762001,,,,,,,,,,,,,,,,
03/31/2002,,369.910004,531.606995,112.915001,-142.177002,872.255005,,,-86.158997,,,,,,,,,,,,,,,,
06/30/2002,,457.84201,455.940002,192.285004,5.666,1111.733032,,,-92.198997,,,,,,,,,,,,,,,,
09/30/2002,,398.041992,476.028015,-174.076004,-559.283997,140.710007,,,-97.346001,,,,,,,,,,,,,,,,
12/31/2002,,540.159973,656.219971,-79.031998,1357.098022,2474.446045,,,-84.315002,,,,,,,,,,,,,,,,
03/31/2003,,432.509003,593.460999,-49.320999,-147.856995,828.791992,,,-77.872002,,,,,,,,,,,,,,,,
06/30/2003,,543.34198,551.705017,-49.581001,-672.458008,373.007996,,,-96.553001,,,,,,,,,,,,,,,,
09/30/2003,,658.763,543.544006,437.147003,-2427.537109,-788.083008,,,-120.553001,,,,,,,,,,,,,,,,
12/31/2003,,703.48999,565.450012,-330.654999,2515.799072,3454.083984,,,-119.855003,,,,,,,,,,,,,,,,
03/31/2004,,519.708008,624.703979,143.078003,-1979.993042,-692.502991,1861.456055,0.0,-172.106003,-3462.024902,520.455994,5330.818848,-355.687988,-1045.063965,-131.251007,-28.787001,8.962,-762.77301,65.597,-193.804001,-3.008,0.0,123.889,,
06/30/2004,,660.335022,449.178009,-121.846001,722.755005,1710.421997,-1368.297974,0.0,-84.549004,-584.551025,274.856995,-974.054993,0.0,-412.196014,-156.820007,-193.164993,0.0,-152.033005,24.320999,-65.209,130.710007,0.0,-70.071999,,
09/30/2004,,728.309021,524.632996,3.85,992.414001,2249.206055,-2096.615967,0.0,-110.674004,-357.05899,357.315002,-1986.197998,0.0,-71.589996,-156.843994,-86.028,496.444,-499.683014,19.795,-31.223,185.949005,0.0,81.0,,
12/31/2004,,768.94397,500.992004,413.747009,-317.428009,1366.255005,666.838013,0.0,-160.100006,,2230.211914,-1403.274048,0.0,-1878.225952,-156.819,108.093002,1.123,-744.093994,82.559998,-142.156998,-1031.187012,4.255,154.867004,,
03/31/2005,,31.73,543.020996,667.744019,12.608,1255.103027,-1234.866943,0.0,-94.768997,-2798.675049,415.026001,1243.551025,0.0,-167.876007,-157.149002,-86.406998,660.197021,-112.900002,136.113007,-561.299988,-42.057999,-4.372,-147.639999,,
06/30/2005,,632.145996,413.365997,-1318.365967,33.499001,-239.354996,-1100.314941,0.0,-126.275002,-206.634995,763.788025,-1323.270996,-207.921997,1393.296997,-181.878998,771.927002,1394.812988,-221.167007,81.731003,-294.837006,-148.807007,-8.484,53.626999,,
09/30/2005,,717.895996,506.307007,1393.062012,-5.151,2612.114014,-2399.950928,0.0,-84.766998,0.0,1509.892944,-3608.187988,-216.889008,-1155.91394,-179.248001,-527.784973,2595.717041,-1306.64502,44.143002,-146.988007,-1632.660034,-2.448,-943.750977,,
