Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1999,143.418,,-82.979,,60.439,,-33.81,,,,,,26.629,1.317,-1.317,,,0.0,0.0,27.946,-11.119,16.827,0.0,,,16.827,0.0,16.827,0.0,0.0,16.827,16.827,,172.7055,0.097778,0.097778,0.097778,174.36375,0.097778,0.097778,0.097778,
02/29/2000,133.98,,-82.672,,51.308,,-32.298,,,,,,19.01,1.279,-1.279,,,0.0,0.0,20.289,-8.376,11.913,0.0,,,11.913,0.0,11.913,0.0,0.0,11.913,11.913,,170.50725,0.066667,0.066667,0.066667,172.16775,0.066667,0.066667,0.066667,
05/31/2000,167.591,,-97.441,,70.15,,-35.581,,,,,,34.569,1.59,-1.59,,,0.0,0.0,36.159,-15.016,21.143,0.0,,,21.143,0.0,21.143,0.0,0.0,21.143,21.143,,169.36425,0.124444,0.124444,0.142222,171.2835,0.124444,0.124444,0.142222,
08/31/2000,165.008,,-89.782,,75.226,,-41.357,,,,,,33.869,2.042,,,,0.0,-2.042,35.911,-14.603,21.308,0.0,,,21.308,0.0,21.308,0.0,0.0,21.308,21.308,,169.46775,0.124444,0.124444,0.124444,171.9405,0.124444,0.124444,0.124444,
11/30/2000,177.073,,-95.235,,81.838,,-42.994,,,,,,38.844,3.168,-3.168,0.111,-3.279,0.0,0.0,42.012,-17.183,24.829,0.0,,,24.829,0.0,24.829,0.0,-0.39,24.439,24.439,,170.451,0.146667,0.146667,0.146667,172.8135,0.142222,0.142222,0.142222,
02/28/2001,162.98,,-94.237,,68.743,,-44.714,,,,,,24.029,3.661,-3.661,0.111,-3.772,0.0,0.0,27.69,-11.341,16.349,0.0,,,16.349,0.0,16.349,0.0,-0.654,15.695,15.695,,171.465,0.093333,0.093333,0.093333,174.012,0.093333,0.093333,0.093333,
05/31/2001,214.305,,-107.871,,106.434,,-53.727,,,,,,52.707,3.755,-3.687,0.113,-3.8,0.0,-0.068,56.462,-21.074,35.388,0.0,,,35.388,0.0,35.388,0.0,-1.164,34.224,34.224,,171.7575,0.2,0.2,0.2,174.36,0.193333,0.193333,0.193333,
08/31/2001,215.116,,-112.741,,102.375,,-56.952,,,,,,45.423,3.522,,,,0.0,-3.522,48.945,-17.694,31.251,0.0,,,31.251,0.0,31.251,0.0,0.0,31.251,31.251,,174.81,0.173333,0.173333,0.173333,174.81,0.173333,0.173333,0.173333,
11/30/2001,228.179,,-116.76,,111.419,,-60.073,,,,,,51.346,3.043,0.089,0.089,,0.0,-3.132,54.389,-21.43,32.959,0.0,,,32.959,0.0,32.959,0.0,-1.291,31.668,31.668,,172.1475,0.186667,0.186667,0.186667,174.9225,0.18,0.18,0.18,
02/28/2002,222.618,,-118.778,,103.84,,-60.219,,,,,,43.621,2.736,0.136,0.136,,0.0,-2.872,46.357,-18.264,28.093,0.0,,,28.093,0.0,28.093,0.0,-1.531,26.562,26.562,,172.644,0.153333,0.153333,0.153333,175.425,0.153333,0.153333,0.153333,
05/31/2002,276.349,,-129.764,,146.585,,-65.806,,,,,,80.779,3.068,0.113,0.113,,0.0,-3.181,83.847,-33.048,50.799,0.0,,,50.799,0.0,50.799,0.0,-2.43,48.369,48.369,,173.112,0.28,0.28,0.28,176.04,0.27,0.27,0.27,
08/31/2002,282.309,,-133.152,,149.157,,-71.051,,,,,,78.106,3.225,,,,0.0,-3.225,81.331,-32.032,49.299,0.0,,,49.299,0.0,49.299,0.0,-2.737,46.562,46.562,,176.401,0.26,0.26,0.26,176.401,0.26,0.26,0.26,
11/30/2002,308.897,,-142.103,,166.794,,-76.473,,,,,,90.321,3.534,-3.534,,,0.0,0.0,93.855,-37.166,56.689,0.0,,,56.689,0.0,56.689,0.0,-2.919,53.77,53.77,,174.109,0.31,0.31,0.31,176.884,0.3,0.3,0.3,
02/28/2003,295.181,,-143.249,,151.932,,-81.187,,,,,,70.745,3.509,-3.509,,,0.0,0.0,74.254,-28.568,45.686,0.0,,,45.686,0.0,45.686,0.0,-3.079,42.607,42.607,,174.829,0.24,0.24,0.24,177.309,0.24,0.24,0.24,
05/31/2003,364.166,,-159.345,,204.821,,-88.005,,,,,,116.816,3.853,-3.853,,,0.0,0.0,120.669,-46.412,74.257,0.0,,,74.257,0.0,74.257,0.0,-4.441,69.816,69.816,,175.311,0.4,0.4,0.4,177.931,0.39,0.39,0.39,
08/31/2003,371.273,,-168.243,,203.03,,-93.653,,,,,,109.377,3.649,,,,0.0,-3.649,113.026,-42.648,70.378,0.0,,,70.378,0.0,70.378,0.0,-4.869,65.509,65.509,,178.426,0.37,0.37,0.37,178.426,0.37,0.37,0.37,
11/30/2003,411.809,,-174.887,,236.922,,-102.247,,,,,,134.675,4.157,0.003,0.003,,0.0,-4.16,138.832,-54.561,84.271,0.0,,,84.271,0.0,84.271,0.0,-5.916,78.355,78.355,,176.097,0.44,0.44,0.44,178.726,0.44,0.44,0.44,
02/29/2004,396.862,,-181.104,,215.758,,-107.477,,,,,,108.281,4.574,0.037,0.037,,0.0,-4.611,112.855,-44.352,68.503,0.0,,,68.503,,68.503,0.0,-5.459,63.044,63.044,,176.279,0.36,0.36,0.36,178.924,0.35,0.35,0.35,
05/31/2004,496.999,,-196.026,,300.973,,-126.136,,,,,,174.837,4.886,0.02,0.02,,0.0,-4.906,179.723,-70.387,109.336,0.0,,,109.336,0.0,109.336,0.0,-8.233,101.103,101.103,,176.554,0.57,0.57,0.57,179.36,0.56,0.56,0.56,
08/31/2004,492.753,,-213.478,,279.275,,-258.843,,,,,,20.432,-0.019,0.019,0.019,,0.0,0.0,20.413,-9.414,15.664,0.0,,,10.999,0.0,15.664,0.0,-120.365,-104.701,-104.701,,178.577,0.0,0.0,0.52,178.577,0.0,0.0,0.52,
11/30/2004,534.926,,-217.417,,317.509,,-141.773,,,,,,175.736,4.562,0.022,0.022,,,-4.584,180.298,-70.767,109.531,,,,109.531,,109.531,,,109.531,109.531,,186.369,0.59,0.59,0.59,189.831,0.58,0.58,0.58,
02/28/2005,505.693,,-221.635,,284.058,,-144.515,,,,,,139.543,3.855,0.037,0.037,,,-3.892,143.398,-56.284,87.114,,,,87.114,,87.114,,,87.114,87.114,,183.742,0.47,0.47,0.47,187.007,0.47,0.47,0.47,
05/31/2005,617.745,,-246.064,,371.681,,-150.488,,,,,,221.193,3.934,-3.934,0.0,,0.0,0.0,225.127,-87.864,137.263,0.0,,,137.263,0.0,137.263,0.0,0.0,137.263,137.263,,181.461,0.76,0.76,0.76,184.36,0.74,0.74,0.74,
08/31/2005,592.199,,-259.796,,332.403,,-153.704,,,,,,178.699,4.545,,,,0.0,-4.545,183.244,-72.48,110.764,0.0,,,110.764,0.0,110.764,0.0,0.0,110.764,110.764,,180.142,0.61,0.61,0.61,182.951,0.61,0.61,0.61,
11/30/2005,628.673,,-265.108,,363.565,,-155.302,155.302,127.972,,,0.0,208.263,4.458,-4.458,,,0.0,0.0,212.721,-84.142,128.579,0.0,,,128.579,0.0,128.579,0.0,0.0,128.579,128.579,,178.104,0.72,0.72,0.72,180.641,0.71,0.71,0.71,
02/28/2006,570.55,,-262.634,,307.916,,-183.213,,,,,,124.703,3.526,-3.526,0.0,,0.0,0.0,128.229,-49.14,79.089,0.0,,,79.089,0.0,79.089,0.0,0.0,79.089,79.089,,173.496,0.46,0.46,0.46,175.435,0.45,0.45,0.45,
05/31/2006,653.397,,-284.375,,369.022,,-167.946,,,,,,201.076,4.437,-4.437,0.0,,0.0,0.0,205.513,-74.059,131.454,0.0,,,131.454,0.0,131.454,0.0,0.0,131.454,131.454,,172.817,0.76,0.76,0.76,174.453,0.75,0.75,0.75,
08/31/2006,624.913,,-300.543,,324.37,,-188.173,,,,,,136.197,-14.572,,,,0.0,14.572,121.625,-45.914,75.711,0.0,,,75.711,0.0,75.711,0.0,0.0,75.711,75.711,,172.981,0.44,0.44,0.557,174.514,0.43,0.43,0.556,
11/30/2006,667.786,,-295.974,,371.812,,-191.831,191.831,155.435,,,0.0,179.981,6.432,-6.432,,,0.0,0.0,186.413,-72.539,113.874,0.0,,,113.874,0.0,113.874,0.0,0.0,113.874,113.874,,173.122,0.66,0.66,0.66,174.521,0.65,0.65,0.65,
02/28/2007,608.693,,-294.439,,314.254,,-216.754,,,,,,97.5,1.278,-6.978,0.0,,0.0,5.7,98.778,-38.44,60.338,0.0,,,60.338,0.0,60.338,0.0,0.0,60.338,60.338,,173.185,0.35,0.35,0.37,174.624,0.35,0.35,0.37,
05/31/2007,733.392,,-321.05,,412.342,,-208.97,,,,,,203.372,8.53,-8.53,0.0,,0.0,0.0,211.902,-80.464,131.438,0.0,,,131.438,0.0,131.438,0.0,0.0,131.438,131.438,,173.188,0.76,0.76,0.79,174.62,0.75,0.75,0.78,
08/31/2007,713.922,,-327.247,,386.675,,-236.131,236.131,,,,0.0,150.544,9.66,-9.66,0.0,,0.0,0.0,160.204,-57.044,103.16,0.0,,,103.16,0.0,103.16,0.0,0.0,103.16,103.16,3.91,169.77,0.61,0.61,0.63,171.347,0.6,0.6,0.62,
11/30/2007,780.674,,-333.289,,447.385,,-228.19,,,,,,219.195,9.65,-9.65,0.0,,0.0,0.0,228.845,-88.98,139.865,0.0,,,139.865,0.0,139.865,0.0,0.0,139.865,139.865,,167.036,0.84,0.84,0.84,169.289,0.83,0.83,0.83,
02/29/2008,693.643,,-327.723,,365.92,,-256.716,,,,,,109.204,-160.341,-8.059,0.0,,0.0,168.4,-51.137,19.098,-32.039,0.0,,,-32.039,0.0,-32.039,0.0,0.0,-32.039,-32.039,,168.005,-0.19,-0.19,0.42,168.005,-0.19,-0.19,0.42,
05/31/2008,835.217,,-347.598,,487.619,,-264.554,,,,,,223.065,1.763,-5.0,2.0,-7.0,0.0,3.237,224.828,-85.951,138.877,0.0,,,138.877,0.229,139.106,0.0,0.0,139.106,139.106,,162.751,0.85,0.85,0.85,163.841,0.85,0.85,0.85,
08/31/2008,831.397,,-362.268,,469.129,0.0,-271.127,271.127,223.137,,,0.0,198.002,182.316,-12.35,,,,-169.966,380.318,-151.094,229.224,,,,229.224,0.369,229.593,,0.0,229.593,229.593,-110.5,158.719,1.45,1.45,0.75,160.118,1.43,1.43,0.74,
11/30/2008,970.967,970.967,-377.296,377.296,593.671,0.0,-286.806,286.806,228.585,58.221,,0.0,306.865,1.516,-3.947,1.432,-5.379,,2.431,308.381,-128.073,180.308,0.0,0.0,0.0,180.308,0.052,180.36,0.0,0.0,180.36,180.36,0.0,159.138,1.13,1.13,1.13,160.762,1.12,1.12,1.12,
02/28/2009,869.543,869.543,-364.416,364.416,505.127,0.0,-294.017,294.017,224.567,69.45,,0.0,211.11,2.608,-2.809,0.621,-3.43,,0.201,213.718,-85.19,128.528,3.452,3.452,0.0,125.076,0.27,125.346,0.0,0.0,125.346,128.798,0.0,160.153,0.78,0.8,0.8,162.757,0.77,0.79,0.79,
05/31/2009,1047.574,1047.574,-390.642,390.642,656.932,0.0,-312.121,312.121,241.259,70.862,,0.0,344.811,3.668,-1.886,0.509,-2.395,,-1.782,348.479,-142.537,205.942,5.33,5.33,0.0,200.612,0.492,201.104,0.0,0.0,201.104,206.434,0.0,157.616,1.28,1.31,1.31,159.305,1.26,1.3,1.3,
08/31/2009,1073.167,1073.167,-443.72,443.72,629.447,0.0,-429.51,349.01,260.695,88.315,,80.5,199.937,-6.8,0.5,1.889,-1.389,,6.3,193.137,-99.648,93.489,5.655,5.655,0.0,87.834,3.675,91.509,0.0,0.0,91.509,159.1844,62.0204,154.201,0.59,0.63,1.032318,155.722,0.59,0.62,1.018276,
11/30/2009,1258.659,1258.659,-430.675,430.675,827.984,0.0,-434.925,222.276,151.617,70.659,34.68,177.969,393.059,-2.646,1.976,2.908,-0.932,,0.67,390.413,-149.981,240.432,0.3,0.3,0.0,240.132,0.01,240.142,0.0,0.0,240.142,229.042,-11.4,154.824,1.55,1.55,1.47937,156.045,1.54,1.54,1.466944,
02/28/2010,1070.336,1070.336,-415.458,415.458,654.878,0.0,-481.888,210.108,141.308,68.8,35.244,236.536,172.99,-2.774,2.695,3.22,-0.525,,0.079,170.216,-69.064,101.152,10.638,10.638,0.0,90.514,2.092,92.606,0.0,0.0,92.606,130.144,26.9,154.119,0.6,0.67,0.844438,155.168,0.6,0.67,0.84336,
05/31/2010,1337.404,1337.404,-441.7,441.7,895.704,0.0,-593.398,227.03,151.668,75.362,36.701,329.667,302.306,-2.464,1.152,1.979,-0.827,,1.312,299.842,-122.39,177.452,-2.084,-2.084,0.0,179.536,-0.253,179.283,0.0,0.0,179.283,263.046253,85.847253,151.127,1.19,1.17,1.740564,152.291,1.18,1.16,1.723705,
08/31/2010,1259.42,1259.42,-445.301,445.301,814.119,0.0,-671.75,265.445,179.15,86.295,38.939,367.366,142.369,-1.772,3.148,3.784,-0.636,,-1.376,140.597,-122.628,17.969,6.57,6.57,0.0,11.399,29.572,40.971,0.0,0.0,40.971,162.701371,115.160371,147.829,0.28,0.32,1.100605,148.334,0.28,0.32,1.096359,
11/30/2010,1326.435,1326.435,-455.812,455.812,870.623,0.0,-463.507,251.017,166.143,84.874,37.102,175.388,407.116,-1.241,1.187,2.17,-0.983,,0.054,405.875,-169.579,236.296,0.628,0.628,0.0,235.668,-0.255,235.413,0.0,0.0,235.413,238.897,2.856,146.352,1.61,1.61,1.632345,146.663,1.61,1.61,1.629473,
02/28/2011,1048.629,1048.629,-421.644,421.644,626.985,0.0,-650.025,241.559,157.215,84.344,39.142,369.324,-23.04,-0.556,0.869,1.654,-0.785,,-0.313,-23.596,-76.052,-99.648,-2.575,-2.575,0.0,-97.073,33.035,-64.038,0.0,0.0,-64.038,149.845,216.458,142.354,-0.45,-0.47,1.052622,142.354,-0.45,-0.47,1.050561,
05/31/2011,1235.837,1235.837,-458.145,458.145,777.692,0.0,-431.204,248.891,161.034,87.857,41.125,141.188,346.488,-3.378,1.516,2.383,-0.867,,1.862,343.11,-130.385,212.725,-0.54,-0.54,0.0,213.265,-0.825,212.44,0.0,0.0,212.44,213.2312,1.3312,139.856,1.52,1.52,1.524648,140.343,1.51,1.51,1.519485,
08/31/2011,1120.22,1120.22,-435.181,435.181,685.039,0.0,-452.334,269.133,170.66,98.473,41.529,141.672,232.705,-2.209,2.226,2.724,-0.498,,-0.017,230.496,-45.303,185.193,1.257,1.257,0.0,183.936,4.676,188.612,0.0,0.0,188.612,140.835,-49.034,136.594,1.38,1.39,1.031048,137.295,1.37,1.38,1.022857,
11/30/2011,1171.9,1171.9,-453.281,453.281,718.619,0.0,-456.951,245.463,165.564,79.899,46.167,165.321,261.668,-1.353,1.493,1.999,-0.506,,-0.14,260.315,-115.179,145.136,-2.148,-2.148,0.0,147.284,2.03,149.314,0.0,0.0,149.314,163.499491,16.333491,130.318,1.15,1.13,1.254619,130.874,1.14,1.13,1.254619,
02/29/2012,962.682,962.682,-425.607,425.607,537.075,0.0,-433.37,242.967,158.973,83.994,41.854,148.549,103.705,-1.356,1.574,1.789,-0.215,,-0.218,102.349,-43.108,59.241,-1.93,-1.93,0.0,61.171,2.711,63.882,0.0,0.0,63.882,71.901,9.949,125.298,0.51,0.5,0.57384,126.467,0.51,0.49,0.568669,
05/31/2012,1122.258,1122.258,-466.117,466.117,656.141,0.0,-434.732,246.668,158.583,88.085,45.042,143.022,221.409,-3.072,2.67,2.83,-0.16,,0.402,218.337,-87.059,131.278,-3.104,-3.104,0.0,134.382,-0.348,134.034,0.0,0.0,134.034,139.4329,8.5029,118.134,1.13,1.11,1.180294,118.793,1.13,1.11,1.180294,
08/31/2012,996.497,996.497,-455.564,455.564,540.933,0.0,-451.378,272.644,180.322,92.322,44.741,133.993,89.555,-4.301,4.821,5.127,-0.306,,-0.52,85.254,-37.726,47.528,-26.641,-26.641,0.0,74.169,1.279,75.448,0.0,0.0,75.448,56.90795,8.10095,112.815,0.67,0.432629,0.504436,113.539,0.66,0.425358,0.496708,
11/30/2012,1055.183,1055.183,-432.15,432.15,623.033,0.0,-392.087,236.412,162.873,73.539,43.695,111.98,230.946,0.306,1.493,2.042,-0.549,,-1.799,231.252,-97.512,133.74,0.0,0.0,0.0,133.74,-0.245,133.495,0.0,0.0,133.495,137.884,4.389,112.42,1.19,1.19,1.226508,112.849,1.18,1.18,1.218893,
02/28/2013,834.372,834.372,-383.702,383.702,450.67,0.0,-420.89,254.531,173.313,81.218,41.499,124.86,29.78,-1.83,1.704,2.092,-0.388,,0.126,27.95,-14.291,13.659,0.0,0.0,0.0,13.659,-0.132,13.527,0.0,0.0,13.527,24.7569,11.2299,112.573,0.12,0.12,0.219919,113.068,0.12,0.12,0.21932,
05/31/2013,946.774,946.774,-393.387,393.387,553.387,0.0,-421.434,239.635,156.918,82.717,38.36,143.439,131.953,-2.296,1.434,1.94,-0.506,,0.862,129.657,-49.487,80.17,0.0,0.0,0.0,80.17,-0.217,79.953,0.0,0.0,79.953,119.115,39.162,112.742,0.71,0.71,1.056527,113.372,0.71,0.71,1.055429,
08/31/2013,836.358,836.358,-366.307,366.307,470.051,0.0,-431.501,254.439,163.142,91.297,38.179,138.883,38.55,-0.605,2.201,2.671,-0.47,,-1.596,37.945,-14.219,23.726,2.33,2.33,0.0,21.396,0.155,21.551,0.0,0.0,21.551,66.7355,42.8545,113.105,0.19,0.21,0.590031,113.74,0.19,0.21,0.586776,
11/30/2013,848.148,848.148,-337.202,337.202,510.946,0.0,-340.585,208.608,133.829,74.779,36.338,95.639,170.361,-0.711,1.518,2.086,-0.568,,-0.807,169.65,-70.218,99.432,0.391,0.391,0.0,99.041,-0.15,98.891,0.0,0.0,98.891,119.105,19.823,113.326,0.87,0.88,1.050994,113.96,0.87,0.87,1.043947,
02/28/2014,672.754,672.754,-316.577,316.577,356.177,0.0,-345.881,206.547,139.272,67.275,37.465,101.869,10.296,-1.277,1.384,1.983,-0.599,,-0.107,9.019,5.13,14.149,1.972,1.972,0.0,12.177,2.428,14.605,0.0,0.0,14.605,23.931,7.354,112.151,0.13,0.15,0.213382,113.38,0.13,0.15,0.213382,
05/31/2014,793.61,793.61,-324.621,324.621,468.989,0.0,-352.665,211.006,135.894,75.112,37.721,103.938,116.324,-1.746,1.462,1.915,-0.453,,0.284,114.578,-47.539,67.039,2.029,2.029,0.0,65.01,1.015,66.025,0.0,0.0,66.025,86.907,18.853,110.613,0.6,0.62,0.785685,112.082,0.59,0.61,0.778207,
08/31/2014,696.074,696.074,-315.198,315.198,380.876,0.0,-337.341,214.83,144.594,70.236,35.862,86.649,43.535,-2.499,1.32,1.93,-0.61,,1.179,41.036,-9.254,31.782,3.212,3.212,0.0,28.57,1.213,29.783,0.0,0.0,29.783,42.5539,9.5589,109.364,0.27,0.3,0.389103,110.839,0.27,0.3,0.386241,
11/30/2014,714.525,714.525,-321.574,321.574,392.951,0.0,-328.787,198.706,126.883,71.823,33.631,96.45,64.164,-2.363,1.073,1.662,-0.589,,1.29,61.801,-27.054,34.747,2.278,2.278,0.0,32.469,1.316,33.785,0.0,0.0,33.785,50.34155,14.27855,108.581,0.31,0.33,0.463631,109.378,0.31,0.33,0.460543,
02/28/2015,575.103,575.103,-290.933,290.933,284.17,0.0,-321.639,195.353,125.398,69.955,32.105,94.181,-37.469,-2.151,0.999,1.739,-0.74,,1.152,-39.62,13.924,-25.696,10.442,10.442,0.0,-36.138,2.528,-33.61,0.0,0.0,-33.61,-7.3262,15.8418,108.166,-0.31,-0.21,-0.067731,108.166,-0.31,-0.21,-0.067731,
05/31/2015,676.358,676.358,-294.841,294.841,381.517,0.0,-288.233,181.276,116.839,64.437,29.969,76.988,93.284,-2.991,0.953,1.715,-0.762,,2.038,90.293,-40.667,49.626,2.186,2.186,0.0,47.44,0.624,48.064,0.0,0.0,48.064,62.711,12.461,107.678,0.45,0.47,0.582394,108.623,0.44,0.46,0.574718,
08/31/2015,600.291,600.291,-300.187,300.187,300.104,0.0,-305.139,186.086,118.639,67.447,29.598,89.455,-5.035,-1.796,0.52,1.479,-0.959,,1.276,-6.831,-4.366,-11.197,8.279,8.279,0.0,-19.476,0.992,-18.484,0.0,0.0,-18.484,9.79745,20.00245,107.95,-0.17,-0.09,0.090759,107.95,-0.17,-0.09,0.090759,
