Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/01/2013,81.223,81.223,-39.397,39.397,41.826,0.0,-38.416,38.416,,0.0,3.41,-0.129,,,,0.129,3.281,-1.328,1.953,0.0,0.0,0.0,1.953,0.0,1.953,0.0,0.0,1.953,1.953,0.0,10.712718,0.18,0.18,0.18,10.885849,0.18,0.18,0.18,
08/31/2013,77.152,77.152,-38.429,38.429,38.723,0.0,-37.9,37.9,,0.0,0.823,-0.229,,,,0.229,0.594,-0.038,0.556,0.0,0.0,0.0,0.556,0.0,0.556,0.0,0.0,0.556,0.71915,0.16315,10.742625,0.05,0.05,0.066944,10.742625,0.05,0.05,0.065187,
11/30/2013,83.062,83.062,-38.977,38.977,44.085,0.0,-40.677,40.322,,0.355,3.408,-0.792,,,,0.792,2.616,-1.009,1.607,0.0,0.0,0.0,1.607,0.0,1.607,0.0,0.0,1.607,1.8774,0.2704,10.713333,0.15,0.15,0.17524,10.713333,0.15,0.15,0.17524,
03/01/2014,75.647,75.647,-35.394,35.394,40.253,0.0,-39.167,38.58,,0.587,1.086,0.285,,,,-0.285,1.371,-0.528,0.843,0.0,0.0,0.0,0.843,0.0,0.843,0.0,0.0,0.843,0.752,-0.091,10.691646,0.08,0.08,0.070335,10.842803,0.08,0.08,0.070335,
05/31/2014,85.185,85.185,-39.872,39.872,45.313,0.0,-41.422,40.901,,0.521,3.891,-0.272,,,,0.272,3.619,-1.068,2.551,0.0,0.0,0.0,2.551,0.0,2.551,0.0,0.0,2.551,2.5198,-0.0312,10.621707,0.24,0.24,0.237231,10.77928,0.24,0.24,0.237106,
08/30/2014,85.186,85.186,-40.168,40.168,45.018,0.0,-41.619,41.51,,0.109,3.399,-0.065,,,,0.065,3.334,-1.078,2.256,0.0,0.0,0.0,2.256,0.0,2.256,0.0,0.0,2.256,2.2443,-0.0117,10.475945,0.22,0.22,0.214234,10.611154,0.21,0.21,0.208897,
11/29/2014,94.72,94.72,-42.883,42.883,51.837,0.0,-45.082,45.082,,0.0,6.755,-0.472,,,,0.472,6.283,-2.634,3.649,0.0,0.0,0.0,3.649,0.0,3.649,0.0,0.0,3.649,3.649,0.0,10.552462,0.35,0.35,0.35,10.552462,0.35,0.35,0.35,
02/28/2015,92.807,92.807,-41.93,41.93,50.877,0.0,-48.0,47.475,,0.525,2.877,6.59,,,0.0,-6.59,9.467,-3.511,5.956,0.0,0.0,0.0,5.956,0.0,5.956,0.0,0.0,5.956,1.8064,-4.1496,10.480656,0.57,0.57,0.172356,10.656512,0.56,0.56,0.170604,
05/30/2015,111.553,111.553,-46.921,46.921,64.632,0.0,-57.918,57.425,,0.493,6.714,0.469,,,,-0.469,7.183,-2.654,4.529,0.0,0.0,0.0,4.529,0.0,4.529,0.0,0.0,4.529,4.87805,0.34905,10.678298,0.42,0.42,0.456819,10.844216,0.42,0.42,0.452188,
08/29/2015,111.011,111.011,-44.824,44.824,66.187,0.0,-58.495,58.303,,0.192,7.692,-0.472,,,,0.472,7.22,-2.954,4.266,0.0,0.0,0.0,4.266,0.0,4.266,0.0,0.0,4.266,4.266,0.0,10.816293,0.39,0.39,0.39,10.932868,0.39,0.39,0.39,
11/28/2015,115.555,115.555,-45.615,45.615,69.94,0.0,-61.234,60.847,,0.387,8.706,-0.707,0.171,,,0.536,7.999,-2.317,5.682,0.0,0.0,0.0,5.682,0.0,5.682,0.0,0.0,5.682,5.682,0.0,10.7207,0.53,0.53,0.53,10.7207,0.52,0.52,0.52,
02/27/2016,106.873,106.873,-41.986,41.986,64.887,0.0,-59.096,58.957,,0.139,5.791,-0.657,,,,0.657,5.134,-1.9,3.234,0.0,0.0,0.0,3.234,0.0,3.234,0.0,0.0,3.234,3.234,0.0,10.780229,0.3,0.3,0.3,10.884556,0.3,0.3,0.3,
05/28/2016,106.667,106.667,-42.419,42.419,64.248,0.0,-58.395,58.088,,0.307,5.853,-0.6,,,,0.6,5.253,-1.868,3.385,0.0,0.0,0.0,3.385,0.0,3.385,0.0,0.0,3.385,3.385,0.0,10.767082,0.31,0.31,0.31,10.912691,0.31,0.31,0.31,
08/27/2016,104.712,104.712,-40.091,40.091,64.621,0.0,-57.081,56.8,,0.281,7.54,-0.647,,,,0.647,6.893,-2.728,4.165,0.0,0.0,0.0,4.165,0.0,4.165,0.0,0.0,4.165,3.2368,-0.9282,10.739006,0.39,0.39,0.301406,10.878667,0.38,0.38,0.294677,
11/26/2016,113.786,113.786,-43.023,43.023,70.763,0.0,-61.754,61.333,,0.421,9.009,-0.512,,,,0.512,8.497,-3.452,5.045,0.0,0.0,0.0,5.045,0.0,5.045,0.0,0.0,5.045,5.045,0.0,10.734,0.47,0.47,0.47,10.734,0.47,0.47,0.47,
02/25/2017,105.892,105.892,-41.898,41.898,63.994,0.0,-59.33,58.524,,0.806,4.664,-0.733,,,,0.733,3.931,-1.07,2.861,0.0,0.0,0.0,2.861,0.0,2.861,0.0,0.0,2.861,2.861,0.0,10.613639,0.27,0.27,0.27,10.719275,0.27,0.27,0.27,
05/27/2017,114.125,114.125,-44.981,44.981,69.144,0.0,-61.544,61.075,,0.469,7.6,1.505,,,,-1.505,9.105,-3.263,5.842,0.0,0.0,0.0,5.842,0.0,5.842,0.0,0.0,5.842,4.42305,-1.41895,10.648033,0.55,0.55,0.415387,10.722326,0.54,0.54,0.407664,
08/26/2017,114.261,114.261,-45.32,45.32,68.941,0.0,-61.681,61.373,,0.308,7.26,-0.583,,,,0.583,6.677,-2.098,4.579,0.0,0.0,0.0,4.579,0.0,4.579,0.0,0.0,4.579,3.7483,-0.8307,10.661433,0.43,0.43,0.351576,10.731205,0.43,0.43,0.351576,
11/25/2017,118.225,118.225,-45.38,45.38,72.845,0.0,-65.351,64.521,0.0,0.83,7.494,0.669,,,,-0.669,8.163,-3.189,4.974,0.0,0.0,0.0,4.974,0.0,4.974,0.0,0.0,4.974,4.4111,-0.5629,10.735,0.46,0.46,0.410908,10.735,0.46,0.46,0.407564,
02/24/2018,110.272,110.272,-43.269,43.269,67.003,0.0,-64.953,64.251,,0.702,2.05,-0.627,,,,0.627,1.423,-2.336,-0.913,0.0,0.0,0.0,-0.913,0.0,-0.913,0.0,0.0,-0.913,1.313762,2.226762,10.686477,-0.09,-0.09,0.122937,10.686477,-0.09,-0.09,0.118372,
05/26/2018,116.98,116.98,-45.66,45.66,71.32,0.0,-65.657,65.456,,0.201,5.663,-0.233,,,,0.233,5.43,-1.141,4.289,0.0,0.0,0.0,4.289,0.0,4.289,0.0,0.0,4.289,4.15312,-0.13588,10.701154,0.4,0.4,0.3881,10.741336,0.4,0.4,0.38735,
08/25/2018,112.956,112.956,-44.821,44.821,68.135,0.0,-63.811,63.279,,0.532,4.324,-0.492,,,,0.492,3.832,-0.887,2.945,0.0,0.0,0.0,2.945,0.0,2.945,0.0,0.0,2.945,2.94974,0.00474,10.666529,0.28,0.28,0.276542,10.699717,0.28,0.28,0.276542,
11/24/2018,116.647,116.647,-45.831,45.831,70.816,0.0,-68.769,67.999,0.0,0.77,2.047,-0.526,,,,0.526,1.521,0.376,1.897,0.0,0.0,0.0,1.897,0.0,1.897,0.0,0.0,1.897,2.18535,0.28835,10.538889,0.18,0.18,0.207361,10.538889,0.18,0.18,0.207361,
03/02/2019,120.841,120.841,-49.177,49.177,71.664,0.0,-70.715,69.386,,1.329,0.949,-0.123,,,,0.123,0.826,-0.218,0.608,0.0,0.0,0.0,0.608,0.0,0.608,0.0,0.0,0.608,0.60089,-0.00711,10.454348,0.06,0.06,0.057478,10.483241,0.06,0.06,0.057478,
06/01/2019,108.19,108.19,-42.53,42.53,65.66,0.0,-64.959,64.59,,0.369,0.701,-0.145,,,,0.145,0.556,-0.111,0.445,0.0,0.0,0.0,0.445,0.0,0.445,0.0,0.0,0.445,0.44974,0.00474,10.433492,0.04,0.04,0.043105,10.459821,0.04,0.04,0.040453,
08/31/2019,109.419,109.419,-42.246,42.246,67.173,0.0,-63.773,63.519,,0.254,3.4,-0.298,,,,0.298,3.102,-0.945,2.157,0.0,0.0,0.0,2.157,0.0,2.157,0.0,0.0,2.157,2.08195,-0.07505,10.212259,0.21,0.21,0.203868,10.240535,0.21,0.21,0.202671,
11/30/2019,113.637,113.637,-45.291,45.291,68.346,0.0,-73.991,66.785,,7.206,-5.645,-0.579,,,,0.579,-6.224,1.086,-5.138,0.0,0.0,0.0,-5.138,0.0,-5.138,0.0,0.0,-5.138,1.86592,7.00392,10.041945,-0.511654,-0.511654,0.185813,10.041945,-0.511654,-0.511654,0.185813,
02/29/2020,112.12,112.12,-45.27,45.27,66.85,0.0,-64.64,64.64,,0.0,2.21,-0.362,,,,0.362,1.848,-0.638,1.21,0.0,0.0,0.0,1.21,0.0,1.21,0.0,0.0,1.21,1.16418,-0.04582,10.027227,0.12,0.12,0.116102,10.053196,0.12,0.12,0.115442,
05/30/2020,63.801,63.801,-29.452,29.452,34.349,0.0,-65.578,50.373,,15.205,-31.229,-0.765,,,,0.765,-31.994,11.642,-20.352,0.0,0.0,0.0,-20.352,0.0,-20.352,0.0,0.0,-20.352,-7.84951,12.50249,9.956975,-2.04,-2.04,-0.788343,9.956975,-2.04,-2.04,-0.788343,
08/31/2020,79.6,,,,46.2476,,,,,,-0.853,,,,,,-1.17,,-0.735,,,,,,-0.735,,,-0.735,-0.735,,,-0.07,-0.07,,,-0.07,-0.07,,
11/30/2020,93.6,,,,54.6624,,,,,,4.11,,,,,,3.7,,2.32,,,,,,2.32,,,2.32,2.32,,,0.24,0.24,,,0.24,0.24,,
