Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2001,743.123,3.641,3.641,0,42.763,42.763,,26.606,,,26.606,0.0,20.194,,,,,93.204,619.83,1225.62,-605.79,0.0,30.089,,,,,30.089,649.919,,41.644,41.644,,,,0.0,,,,,,29.824,,,,29.824,71.468,350.0,,,,,125.568,,,125.568,475.568,547.036,0.0,22.538,,,-25.196,183.677,2.067,183.086,13.001,196.087,743.123,
03/31/2002,727.682,1.315,1.315,0,41.771,41.771,,24.547,,,24.547,0.0,8.326,,,,,75.959,622.852,1242.433,-619.581,0.0,28.871,,,,,28.871,651.723,,29.403,29.403,,,,0.0,,,,,,40.307,,,,40.307,69.71,342.7,,,,,124.784,,,124.784,467.484,537.194,0.0,22.132,,,-24.045,190.392,-11.285,177.194,13.294,190.488,727.682,
06/30/2002,724.977,2.789,2.789,0,28.787,28.787,,25.434,0.0,0.0,25.434,0.0,8.21,,,,,65.22,631.221,1264.556,-633.335,0.0,28.536,0.0,0.0,0.0,,28.536,659.757,,27.448,27.448,,,,0.0,,,,,,31.133,,,,31.133,58.581,344.5,,,,,127.44,,,127.44,471.94,530.521,0.0,22.207,,,-23.571,192.162,-9.503,181.295,13.161,194.456,724.977,
09/30/2002,737.81,0.508,0.508,0,23.807,23.807,,27.246,0.0,0.0,27.246,0.0,6.492,,,,,58.053,647.128,1293.675,-646.547,0.0,32.629,0.0,0.0,0.0,,32.629,679.757,,24.417,24.417,,,,0.0,0.0,0.0,0.0,,,38.368,,,,38.368,62.785,353.2,353.2,0.0,0.0,,128.823,,,128.823,482.023,544.808,0.0,21.833,,,-22.434,193.436,-12.651,180.184,12.818,193.002,737.81,
12/31/2002,740.162,1.69,1.69,0,42.115,42.115,,24.735,,,24.735,0.0,7.598,,,,,76.138,632.161,1291.559,-659.398,0.0,31.863,,,,,31.863,664.024,,29.881,29.881,,,,0.0,,,,,,44.676,,,,44.676,74.557,342.4,,,,,133.262,,,133.262,475.662,550.219,0.0,21.904,,,-19.981,197.988,-22.423,177.488,12.455,189.943,740.162,
03/31/2003,759.713,3.781,3.781,0,52.639,52.639,,16.331,0.0,0.0,16.331,0.0,5.412,,,,,78.163,650.581,1317.634,-667.053,0.0,30.969,0.0,0.0,0.0,,30.969,681.55,,31.451,31.451,,,,0.0,0.0,0.0,0.0,,,51.281,,,,51.281,82.732,225.0,225.0,0.0,0.0,,146.872,,,146.872,371.872,454.604,0.0,125.115,,,-19.864,211.63,-25.037,291.844,13.265,305.109,759.713,
06/30/2003,788.779,2.013,2.013,0,38.174,38.174,,19.837,0.0,0.0,19.837,0.0,5.39,,,,,65.414,693.346,1373.737,-680.391,14.231,15.788,0.0,0.0,0.0,,15.788,723.365,,32.401,32.401,,,,0.0,0.0,0.0,0.0,,,45.051,,,,45.051,77.452,247.8,247.8,0.0,0.0,,153.14,,,153.14,400.94,478.392,0.0,124.872,,,-18.388,221.156,-30.551,297.089,13.298,310.387,788.779,
09/30/2003,838.452,1.37,1.37,0,39.939,39.939,,29.807,0.0,0.0,29.807,0.0,8.743,,,,,79.859,729.88,1421.801,-691.921,0.0,28.713,0.0,0.0,0.0,,28.713,758.593,,43.95,43.95,,,,37.0,37.0,0.0,0.0,,,34.979,,,,34.979,115.929,225.0,225.0,0.0,0.0,,162.985,,,162.985,387.985,503.914,0.0,124.853,,,-18.196,232.034,-17.047,321.644,12.894,334.538,838.452,
12/31/2003,890.71,1.277,1.277,0,58.543,58.543,,32.525,0.0,0.0,32.525,0.0,7.965,,,,,100.31,762.284,1469.004,-706.72,0.0,28.116,0.0,0.0,0.0,,28.116,790.4,,54.186,54.186,,,,0.0,0.0,0.0,0.0,,,40.882,,,,40.882,95.068,278.8,278.8,0.0,0.0,,163.154,,,163.154,441.954,537.022,0.0,127.242,,,-14.571,246.885,-17.995,341.561,12.127,353.688,890.71,
03/31/2004,911.002,1.083,1.083,0,53.668,53.668,,20.824,0.0,0.0,20.824,0.0,4.798,,,,,80.373,801.295,1523.272,-721.977,14.032,15.302,0.0,0.0,0.0,,15.302,830.629,,56.598,56.598,,,,0.0,0.0,0.0,0.0,,,44.723,,,,44.723,101.321,255.0,255.0,0.0,0.0,,180.543,,,180.543,435.543,536.864,0.0,128.021,,,-18.248,271.357,-19.517,361.613,12.525,374.138,911.002,
06/30/2004,978.438,1.086,1.086,0,53.915,53.915,,23.698,0.0,0.0,23.698,0.0,12.671,,,,,91.37,858.283,1596.303,-738.02,13.295,15.49,0.0,0.0,0.0,,15.49,887.068,,63.993,63.993,,,,0.0,0.0,0.0,0.0,,,43.598,,,,43.598,107.591,278.0,278.0,0.0,0.0,,200.404,,,200.404,478.404,585.995,0.0,128.403,,,-16.389,292.147,-24.201,379.96,12.483,392.443,978.438,
09/30/2004,1062.63,1.234,1.234,0,46.959,46.959,,38.527,0.0,0.0,38.527,0.0,19.697,,,,,106.417,928.25,1685.36,-757.11,0.0,27.959,0.0,0.0,0.0,,27.959,956.209,,73.611,73.611,,,,0.0,0.0,0.0,0.0,,,66.606,,,,66.606,140.217,295.5,295.5,0.0,0.0,,217.316,,,217.316,512.816,653.033,0.0,129.218,,,-10.962,317.546,-38.576,397.226,12.367,409.593,1062.626,
12/31/2004,1146.144043,1.235,1.235,0,86.267998,86.267998,,32.248001,0.0,0.0,32.248001,0.0,11.234,,,,,130.985001,984.156006,1761.344971,-777.189026,0.0,31.003,0.0,0.0,0.0,,31.003,1015.159006,,81.585999,81.585999,,,,0.0,0.0,0.0,0.0,,,52.113998,,,,52.113998,133.699997,325.0,325.0,0.0,0.0,,227.908005,,,227.908005,552.908005,686.608002,0.0,132.475998,,,-9.156,350.460999,-26.10401,447.676987,11.859,459.535987,1146.143989,
03/31/2005,1200.259,0.857,0.857,0,77.02,77.02,,16.258,0.0,0.0,16.258,0.0,29.607,,,,,123.742,1044.062,1841.434,-797.372,0.0,32.455,,,,,32.455,1076.517,,79.729,79.729,,,,0.0,,,,,,104.376,,,,104.376,184.105,298.0,,,,,263.295,,,263.295,561.295,745.4,0.0,132.921,,,-8.486,383.082,-64.609,442.908,11.951,454.859,1200.259,
06/30/2005,1269.475,0.745,0.745,0,60.895,60.895,,25.621,0.0,0.0,25.621,0.0,22.193,,,,,109.454,1126.813,1947.09,-820.277,0.0,33.208,0.0,0.0,0.0,,33.208,1160.021,,84.088,84.088,,,,0.0,0.0,0.0,0.0,,,79.491,,,,79.491,163.579,328.1,328.1,0.0,0.0,,277.788,,,277.788,605.888,769.467,0.0,138.833,,,-5.374,409.896,-55.421,487.934,12.074,500.008,1269.475,
09/30/2005,1908.385,388.201,388.201,0,88.865,88.865,,44.801,0.0,0.0,44.801,0.0,95.788,,,,,617.655,1255.592,2100.737,-845.145,,35.138,0.0,0.0,0.0,,35.138,1290.73,,115.22,115.22,,,,125.0,125.0,0.0,0.0,,,233.997,,,,233.997,474.217,100.0,100.0,0.0,0.0,,333.91,,,333.91,433.91,908.127,0.0,720.121,,,-4.801,449.365,-176.67,988.015,12.243,1000.258,1908.385,
12/31/2005,1868.524,223.705,223.705,0,128.948,128.948,,49.513,0.0,0.0,0.0,49.513,58.898,,,,,461.064,1370.397,2242.615,-872.218,17.1,19.963,0.0,,,,19.963,1407.46,,154.385,154.385,,,,0.0,0.0,0.0,0.0,,,148.001,,,,148.001,302.386,100.0,100.0,0.0,0.0,,344.221,,,344.221,444.221,746.607,0.0,728.041,,,-3.39,498.221,-112.568,1110.304,11.613,1121.917,1868.524,
03/31/2006,1931.884,212.363,212.363,0,90.57,90.57,,34.041,0.0,0.0,34.041,0.0,41.015,,,,,377.989,1508.578,2408.954,-900.376,18.025,27.292,,,,,27.292,1553.895,,125.49,125.49,,,,0.0,,,,,,84.179,,,,84.179,209.669,100.0,,,,,374.059,,,374.059,474.059,683.728,0.0,724.366,,,-2.272,556.616,-42.459,1236.251,11.905,1248.156,1931.884,
06/30/2006,2044.417,175.992,175.992,0,80.99,80.99,,47.248,0.0,0.0,0.0,47.248,32.64,,,,,336.87,1683.995,2617.551,-933.556,0.0,23.552,0.0,,,,23.552,1707.547,,148.873,148.873,,,,1.2,,,,,,64.567,,,,64.567,214.64,137.2,,,,,379.501,,,379.501,516.701,731.341,0.0,729.417,,,-0.802,593.62,-20.763,1301.472,11.604,1313.076,2044.417,
09/30/2006,2180.543,53.121,53.121,0,82.041,82.041,,61.167,0.0,0.0,0.0,61.167,50.479,,,,,246.808,1889.882,2865.663,-975.781,0.0,43.853,0.0,,,,43.853,1933.735,,175.4,175.4,,,,1.2,,,,,,81.168,,,,81.168,257.768,137.2,,,,,396.567,,,396.567,533.767,791.535,0.0,732.818,,,-0.579,627.097,18.289,1377.625,11.383,1389.008,2180.543,
12/31/2006,2379.069,42.927,42.927,0,131.37,131.37,,62.488,0.0,0.0,0.0,62.488,87.051,,,,,323.836,2016.5,3039.286,-1022.786,0.0,38.733,0.0,0.0,0.0,,38.733,2055.233,,266.023,266.023,,,,1.2,1.2,0.0,0.0,,,111.637,,,,111.637,378.86,136.6,136.6,0.0,0.0,,417.932,,,417.932,554.532,933.392,0.0,742.299,,,0.0,660.857,31.487,1434.643,11.034,1445.677,2379.069,
03/31/2007,2546.798,0.888,0.888,0,148.201,148.201,,47.861,0.0,0.0,0.0,47.861,39.639,,,,,236.589,2285.728,3364.093,-1078.365,0.0,24.481,0.0,,,,24.481,2310.209,,217.103,217.103,,,,1.2,1.2,0.0,0.0,,,103.444,,,,103.444,321.747,327.4,327.4,0.0,0.0,,442.575,,,442.575,769.975,1091.722,0.0,758.791,,,0.0,711.845,-26.678,1443.958,11.118,1455.076,2546.798,
06/30/2007,2928.994,0.311,0.311,0,153.156,153.156,,61.678,0.0,0.0,0.0,61.678,69.029,,,,,284.174,2615.454,3760.292,-1144.838,0.0,29.366,,,,,29.366,2644.82,,319.163,319.163,,,,1.2,,,,,,89.223,,,,89.223,409.586,496.1,,,,,473.479,,,473.479,969.579,1379.165,0.0,767.756,,,0.0,759.439,11.541,1538.736,11.093,1549.829,2928.994,
09/30/2007,3293.129,0.615,0.615,0,136.053,136.053,,75.244,0.0,0.0,0.0,75.244,99.241,,,,,311.153,2947.311,4172.838,-1225.527,0.0,34.665,,,,,34.665,2981.976,,333.676,333.676,,,,1.2,,,,,,94.634,,,,94.634,429.51,730.3,,,,,511.893,,,511.893,1242.193,1671.703,0.0,770.015,,,-4.652,810.399,34.752,1610.514,10.912,1621.426,3293.129,
12/31/2007,3622.716,0.727,0.727,0,177.68,177.68,,33.034,0.0,0.0,0.0,33.034,151.9,,,,,363.341,3077.63,4278.384,-1200.754,0.0,181.745,0.0,0.0,0.0,,181.745,3259.375,,313.07,313.07,,,,1.2,1.2,0.0,0.0,,,116.625,,,,116.625,430.895,977.6,977.6,0.0,0.0,,557.151,,,557.151,1534.751,1965.646,0.0,755.785,,,-4.664,882.031,13.348,1646.5,10.57,1657.07,3622.716,
03/31/2008,3974.762,0.471,0.471,0,216.903,216.903,,22.139,0.0,0.0,0.0,22.139,157.87,,,,,397.383,3390.743,4686.993,-1296.25,0.0,186.636,0.0,,,,186.636,3577.379,,346.857,346.857,,,,1.2,1.2,0.0,0.0,,,304.176,,,,304.176,652.233,1076.6,1076.6,0.0,0.0,,668.238,,,668.238,1744.838,2397.071,0.0,759.22,,,-4.716,991.06,-178.578,1566.986,10.705,1577.691,3974.762,
06/30/2008,4137.46,177.091,177.091,0,306.794,306.794,,27.814,0.0,0.0,0.0,27.814,294.294,,,,,805.993,3117.992,4510.372,-1392.38,0.0,213.475,,,,,213.475,3331.467,,427.702,427.702,,,,61.2,61.2,0.0,0.0,,,680.547,,,,680.547,1169.449,674.8,674.8,0.0,0.0,,819.491,,,819.491,1494.291,2663.74,0.0,802.178,,,-4.725,1127.61,-462.061,1463.002,10.718,1473.72,4137.46,
09/30/2008,4364.006,426.188,426.188,0,254.129,254.129,,48.364,0.0,0.0,0.0,48.364,160.936,,,,,889.617,3344.458,4844.09,-1499.632,0.0,129.931,,,,,129.931,3474.389,,440.526,440.526,,,,61.2,61.2,0.0,0.0,,,231.119,,,,231.119,732.845,674.8,674.8,0.0,0.0,,725.001,,,725.001,1399.801,2132.646,0.0,810.451,,,-4.732,1345.778,69.255,2220.752,10.608,2231.36,4364.006,
12/31/2008,4760.158,196.277,196.277,0,254.557,254.557,,50.377,0.0,0.0,0.0,50.377,388.054,,,,,889.265,3713.607,5328.914,-1615.307,0.0,157.286,0.0,0.0,0.0,,157.286,3870.893,,464.145,464.145,,,,61.2,61.2,0.0,0.0,,,267.516,,,,267.516,792.861,674.2,674.2,0.0,0.0,,775.134,,,775.134,1449.334,2242.195,0.0,814.928,,,-4.74,1449.977,247.665,2507.83,10.133,2517.963,4760.158,
03/31/2009,4228.576,82.322,82.322,0,209.834,209.834,,35.345,,,,,525.691,,,,69.08,853.192,3192.354,5840.684,-2648.33,,183.03,,,,,183.03,3375.384,,489.191,457.534,20.0,11.657,,61.2,0.0,,,,61.2,293.644,,2.854,489.885,116.764,844.035,674.2,674.2,,,,536.017,,14.944,28.334,1210.217,2054.252,,818.798,3.436,815.362,-4.283,1017.147,332.551,2164.213,10.111,2174.324,4228.576,
06/30/2009,4338.282,2.245,2.245,0,213.404,213.404,0.0,32.215,,,,,416.912,,,,67.594,664.776,3531.275,6298.5,-2767.225,,142.231,,,,,142.231,3673.506,,407.578,364.003,23.459,20.116,,1.2,0.0,,,,1.2,235.446,,4.012,554.434,99.272,644.224,869.6,869.6,,,,616.114,,13.452,44.216,1485.714,2129.938,,825.873,3.445,822.428,-4.3,1138.247,238.55,2198.37,9.974,2208.344,4338.282,
09/30/2009,4458.143,9.659,9.659,0,199.011,199.011,,30.309,,,,,294.857,,,,64.579,533.836,3827.242,6709.592,-2882.35,,97.065,,,,,97.065,3924.307,,379.612,348.518,21.18,9.914,,1.2,0.0,,,,1.2,180.704,,10.265,632.89,87.364,561.516,958.3,958.3,,,,708.762,,12.56,53.047,1667.062,2228.578,,830.493,3.453,827.04,-4.316,1256.501,136.999,2219.677,9.888,2229.565,4458.143,
12/31/2009,4770.25,13.184,13.184,0,263.076,263.076,,30.009,,,,,258.232,,0.0,,95.163,564.501,4127.253,7154.021,-3026.768,0.0,78.496,0.0,0.0,0.0,,78.496,4205.749,,449.97,404.695,25.5,19.775,0.0,1.2,0.0,0.0,0.0,,1.2,85.246,0.0,3.057,811.902,65.194,536.416,997.5,997.5,0.0,0.0,,895.353,0.0,12.63,67.764,1892.853,2429.269,0.0,836.955,3.461,833.494,-4.333,1414.327,84.276,2331.225,9.756,2340.981,4770.25,
03/31/2010,5132.234,13.9,13.9,0,269.534,269.534,0.0,24.22,,,,,264.106,,36.117,,69.385,571.76,4462.508,7629.222,-3166.714,0.0,97.966,,,,,61.849,4560.474,,467.816,430.463,27.506,9.847,,1.2,0.0,,,,1.2,149.041,,2.38,859.171,68.634,618.057,1017.8,1017.8,,,,943.992,,14.607,67.834,1961.792,2579.849,0.0,841.213,3.462,837.751,-4.457,1586.124,119.778,2542.658,9.727,2552.385,5132.234,
06/30/2010,5590.351,13.948,13.948,0,294.232,294.232,,29.73,,,,,573.386,,99.801,,405.08,911.296,4523.808,7877.441,-3353.633,,155.247,,,,,55.446,4679.055,,494.927,445.261,29.713,19.953,,1.2,0.0,,,,1.2,168.156,,58.611,937.331,93.729,664.283,1178.0,1178.0,,,,1082.201,,13.135,73.124,2260.201,2924.484,,846.091,3.463,842.628,-4.484,1708.193,106.506,2656.306,9.561,2665.867,5590.351,
09/30/2010,5992.724,14.197,14.197,0,297.389,297.389,,30.856,,,,,618.754,,105.189,,416.115,961.196,4867.243,8382.654,-3515.411,,164.285,,,,,59.096,5031.528,,469.872,435.32,24.585,9.967,,1.2,0.0,,,,1.2,175.07,,25.751,1061.579,93.217,646.142,1289.4,1289.4,,,,1176.681,,11.26,78.091,2466.081,3112.223,,851.676,3.47,848.206,-4.51,1868.934,155.006,2871.106,9.395,2880.501,5992.724,
12/31/2010,6017.463,16.055,16.055,0,351.573,351.573,0.0,35.098,,,,,178.167,,77.913,,47.755,580.893,5298.197,8980.885,-3682.688,0.0,138.373,0.0,0.0,0.0,,60.46,5436.57,,543.895,473.89,50.051,19.954,0.0,1.2,0.0,0.0,0.0,,1.2,148.888,0.0,40.188,1130.292,97.114,693.983,1093.0,1093.0,0.0,0.0,,1265.604,0.0,15.777,79.347,2358.604,3052.587,0.0,865.9,3.477,862.423,-3.444,2018.445,83.975,2964.876,,2964.876,6017.463,
03/31/2011,6340.748,17.387,17.387,0,339.59,339.59,,33.007,,,,,167.161,,60.013,,38.379,557.145,5655.935,9516.988,-3861.053,,127.668,,,,,67.655,5783.603,,533.796,487.249,36.406,10.141,,1.2,0.0,,,,1.2,160.195,,60.651,1203.334,108.519,695.191,1202.9,1202.9,,,,1357.364,,18.324,75.055,2560.264,3255.455,,873.545,3.48,870.065,-2.748,2155.054,59.442,3085.293,,3085.293,6340.748,
06/30/2011,6742.101,13.279,13.279,0,336.717,336.717,0.0,33.378,,,,,302.768,,57.382,,119.49,686.142,5931.066,9973.824,-4042.758,,124.893,,,,,67.511,6055.959,,593.714,536.213,37.711,19.79,,1.2,0.0,,,,1.2,172.435,,32.816,1323.97,104.008,767.349,1215.4,1215.4,,,,1452.921,,14.982,81.153,2668.321,3435.67,,878.308,3.481,874.827,-2.768,2322.508,108.383,3306.431,,3306.431,6742.101,
09/30/2011,7214.107,13.293,13.293,0,346.896,346.896,,46.532,,,,,429.399,,96.465,,113.853,836.12,6214.272,10444.393,-4230.121,,163.715,,,,,67.25,6377.987,,526.662,487.186,28.887,10.589,,1.2,0.0,,,,1.2,238.388,,4.582,1461.205,113.448,766.25,1271.0,1271.0,,,,1568.304,,13.629,88.888,2839.304,3605.554,,883.908,3.483,880.425,-2.786,2497.681,229.75,3608.553,,3608.553,7214.107,
12/31/2011,7902.897,15.627,15.627,0,341.915,341.915,0.0,46.234,,,,,574.502,,201.081,,60.037,978.278,6645.48,11060.819,-4415.339,0.0,279.139,0.0,0.0,0.0,,78.058,6924.619,,575.327,514.071,40.691,20.565,0.0,1.2,0.0,0.0,0.0,,1.2,308.386,0.0,0.055,1586.798,101.765,884.913,1342.1,1342.1,0.0,0.0,,1706.58,0.0,20.338,99.389,3048.68,3933.593,0.0,906.89,3.491,903.399,-2.228,2656.214,408.428,3969.304,0.0,3969.304,7902.897,
03/31/2012,8554.161,206.167,206.167,0,299.316,299.316,0.0,37.323,,,,,685.601,60.652,4.815,,4.238,1228.407,7026.072,11643.954,-4617.882,0.0,299.682,,,0.0,,294.867,7325.754,,574.84,512.017,48.976,13.847,,2.4,1.2,,,,1.2,383.404,,0.136,1660.284,134.577,960.644,1669.38,1669.38,,,,1772.378,,20.284,91.674,3441.758,4402.402,0.0,915.138,3.492,911.646,-2.295,2763.918,474.998,4151.759,0.0,4151.759,8554.161,
06/30/2012,7503.963,41.499,41.499,0,272.75,272.75,0.0,34.529,,,,,654.735,,128.501,,211.274,1003.513,6289.5,12053.382,-5763.882,0.0,210.95,,,,,82.449,6500.45,,580.034,484.146,61.453,34.435,,0.0,0.0,,,,,305.915,,0.06,1321.98,130.832,885.949,1668.811,1668.811,,,,1433.326,,16.716,94.57,3102.137,3988.086,0.0,920.443,3.492,916.951,-2.315,2275.818,321.931,3515.877,0.0,3515.877,7503.963,
09/30/2012,7072.951,18.56,18.56,0,297.773,297.773,0.0,30.63,,,,,499.784,,48.252,,198.923,846.747,6091.948,12506.903,-6414.955,0.0,134.256,,,,,86.004,6226.204,,519.78,468.646,36.902,14.232,,1.2,0.0,,,,1.2,240.185,,,1203.703,121.666,761.165,1695.342,1695.342,,,,1363.165,,18.141,141.321,3058.507,3819.672,0.0,931.826,3.504,928.322,-1.59,2131.003,192.04,3253.279,0.0,3253.279,7072.951,
12/31/2012,6737.527,53.583,53.583,0,377.638,377.638,0.0,28.141,,,,,349.55,40.18,9.451,,26.677,808.912,5836.976,13028.439,-7191.463,0.0,91.639,0.0,0.0,0.0,,82.188,5928.615,,556.98,459.569,62.98,34.431,0.0,1.2,0.0,0.0,0.0,,1.2,209.591,0.0,4.128,1049.138,103.33,767.771,1668.273,1668.273,0.0,0.0,,1265.611,0.0,33.174,179.171,2933.884,3701.655,0.0,938.45,3.511,934.939,-1.532,1949.15,149.804,3035.872,0.0,3035.872,6737.527,
03/31/2013,6916.791,17.508,17.508,0,387.324,387.324,0.0,30.408,,,,,181.567,25.306,30.443,,23.249,616.807,6181.508,13561.738,-7380.23,0.0,118.476,,,,,88.033,6299.984,,616.135,553.147,48.803,14.185,,1.2,0.0,,,,1.2,114.139,,62.034,1131.312,64.434,731.474,1703.403,1703.403,,,,1400.106,,33.773,172.987,3103.509,3834.983,0.0,950.028,3.516,946.512,-0.492,2076.665,55.607,3081.808,0.0,3081.808,6916.791,
