Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
11/30/2003,134.232,84.271,10.703,23.129,,-2.055,25.184,16.129,-12.375,0.0,,28.504,,-124.584,-25.984,0.0,,,-25.984,,,0.0,0.0,0.0,,,,,-98.6,23.544,0.0,0.0,,,23.857,23.857,0.0,-0.313,,33.192,,,
02/29/2004,91.11,68.503,10.538,18.248,,-3.872,22.12,-6.179,-22.259,,,16.08,,-54.847,-30.668,0.0,,,-30.668,,,0.0,0.0,0.0,,,,,-24.179,-24.31,0.0,0.0,,,-24.472,13.546,-38.018,0.162,,11.953,,,
05/31/2004,160.995,109.336,11.27,12.358,,-5.286,17.644,28.031,-32.02,,,60.051,,-104.466,-27.083,0.0,,,-27.083,,,0.0,0.0,0.0,,,,,-77.383,-29.117,0.0,0.0,,,-29.199,8.501,-37.7,0.082,,27.412,,,
08/31/2004,127.016,15.664,10.685,95.295,,,95.295,5.372,,,,5.372,,109.294,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,109.294,5.15,0.0,0.0,,,5.15,5.15,0.0,0.0,,0.0,,,
11/30/2004,162.844,109.531,12.306,30.17,,12.797,17.373,10.837,-14.153,0.0,,24.99,,91.326,-23.129,0.0,,,-23.129,,,0.0,0.0,0.0,,,,,114.455,-305.632,0.0,0.0,,,-305.086,14.235,-319.321,-0.546,,-51.462,,,
02/28/2005,67.097,87.114,12.787,31.241,,4.249,26.992,-64.045,-29.507,0.0,,-34.538,,39.421,-20.768,0.0,,,-20.768,,,0.0,0.0,0.0,,,,,60.189,-203.847,0.0,0.0,,,-204.037,19.63,-223.667,0.19,,-97.329,,,
05/31/2005,254.465,137.263,4.984,24.556,,-10.3,34.856,87.662,-20.376,0.0,,108.038,,-44.881,-27.55,0.0,,,-27.55,,,0.0,0.0,0.0,,,,,-17.331,-146.466,0.0,0.0,,,-146.558,9.305,-155.863,0.092,,63.118,,,
08/31/2005,128.834,110.764,15.515,31.702,,-6.413,38.115,-29.147,-35.866,0.0,,6.719,,44.004,-23.035,0.0,,,-23.035,,,0.0,0.0,0.0,,,,,67.039,-100.06,0.0,0.0,,,-99.751,9.59,-109.341,-0.309,,72.778,239.327,0.0,
11/30/2005,215.89,128.579,16.846,20.897,-0.201,-7.998,29.096,49.568,-17.921,,,67.489,,76.13,-20.824,0.0,,,-20.824,,,0.0,0.0,0.0,,,,,96.954,-269.996,0.0,0.0,,,-269.876,16.039,-285.915,-0.12,,22.024,,,
02/28/2006,36.529,79.089,15.66,27.482,,1.384,26.098,-85.702,-20.596,,,-65.106,,32.301,-9.245,0.0,,,-9.245,,,0.0,0.0,0.0,,,,,41.546,-215.54,0.0,0.0,,,-209.034,15.933,-224.967,-6.506,,-146.71,,,
05/31/2006,177.707,131.454,16.71,20.511,,-10.467,30.978,9.032,-10.131,0.0,,19.163,,-7.275,-48.766,0.0,,,-48.766,,,0.0,0.0,0.0,,,,,41.491,9.433,0.0,0.0,,,9.753,13.802,-4.049,-0.32,,179.865,,,
08/31/2006,113.035,75.711,18.48,53.408,,-10.227,63.635,-34.564,-39.901,0.0,,5.337,,-0.58,-32.363,0.0,,,-32.363,,,0.0,0.0,0.0,,,,,31.783,4.622,0.0,0.0,,,3.993,3.993,0.0,0.629,,117.077,273.915,0.0,
11/30/2006,152.892,113.874,17.191,19.59,9.116,-11.521,21.995,2.237,-49.794,,,52.031,,-41.343,-25.185,0.0,,,-25.185,,,0.0,0.0,0.0,,,,,-16.158,5.552,0.0,0.0,,,5.379,5.379,0.0,0.173,,117.101,,,
02/28/2007,40.855,60.338,17.598,36.89,,-11.056,47.946,-73.971,-38.053,,,-35.918,,-43.15,-25.028,0.0,,,-25.028,,,0.0,0.0,0.0,,,,,-18.122,0.224,0.0,0.0,,,0.139,0.139,0.0,0.085,,-2.071,,,
05/31/2007,212.715,131.438,19.211,22.259,,-12.266,34.525,39.807,-14.424,,,54.231,,-10.292,-20.197,0.0,,,-20.197,,,0.0,0.0,0.0,,,,,9.905,1.463,0.0,0.0,,,2.05,2.05,0.0,-0.587,,203.886,,,
08/31/2007,182.16,103.16,17.115,47.286,,-11.197,58.483,14.599,-48.672,0.0,,63.271,,-37.15,-34.141,0.0,,,-34.141,,,0.0,0.0,0.0,,,,,-3.009,-433.665,0.0,0.0,,,-433.543,4.192,-437.735,-0.122,,-288.655,,,
11/30/2007,207.838,139.865,18.113,27.0,,-2.665,29.665,22.86,-26.76,,,49.62,,-68.432,-24.114,0.0,,,-24.114,,,0.0,0.0,0.0,,,,,-44.318,63.403,0.0,0.0,,,64.013,64.013,0.0,-0.61,,202.809,,,
02/29/2008,101.63,-32.039,19.398,137.721,,-69.312,207.033,-23.45,0.472,,,-23.922,,-192.647,-31.864,0.0,,,-31.864,,,0.0,0.0,0.0,,,,,-160.783,32.424,0.0,0.0,,,32.684,32.684,0.0,-0.26,,-58.593,,,
05/31/2008,258.974,139.106,20.223,36.735,,2.576,34.159,62.91,-13.227,,,76.137,,-59.472,-24.264,0.0,,,-24.264,,,0.0,0.0,0.0,,,,,-35.208,-445.965,0.0,-0.709,,,-452.391,1.971,-454.362,7.135,,-246.463,168.092,,
08/31/2008,157.564,229.593,21.992,-54.062,17.566,62.777,-134.405,-39.959,-66.211,,,26.252,,131.298,-24.637,0.0,,,-24.637,,,0.0,0.0,0.0,,,,,155.935,28.826,0.0,0.265,,,22.949,22.949,0.0,5.612,,317.688,-168.092,,
11/30/2008,380.796,180.308,22.897,36.638,11.169,-8.776,34.245,140.953,-21.142,,,162.095,0.0,-87.593,-30.646,0.0,0.0,0.0,-30.646,-30.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.947,21.34,0.0,1.562,13.126,-11.564,19.778,22.283,-2.505,0.0,-0.836,313.707,19.27,0.734,
02/28/2009,94.847,125.346,23.441,39.964,9.008,-3.807,34.763,-93.904,-27.13,0.0,,-66.774,0.0,-88.998,-33.373,0.0,0.0,0.0,-33.373,-33.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.625,81.944,0.0,-3.44,0.494,-3.934,85.384,85.384,0.0,0.0,-0.271,87.522,250.376,0.529,
05/31/2009,425.75,201.104,26.519,65.064,17.699,16.6,30.765,133.063,-33.391,,,166.454,,-21.086,-30.854,0.0,0.0,0.0,-30.854,-30.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.768,-402.171,0.0,-0.713,0.0,-0.713,-403.458,2.805,-406.263,2.0,0.376,2.869,44.698,0.671,
08/31/2009,102.279,91.509,40.493,144.088,11.619,-17.816,150.285,-173.811,-110.626,,,-63.185,,-445.439,-32.483,0.0,0.0,0.0,-32.483,-32.483,0.0,0.0,0.0,0.0,-523.795,0.0,-523.795,0.0,110.839,516.828,0.0,478.42,499.55,-21.13,-18.572,25.147,-43.719,56.98,-1.121,172.547,157.897,1.749,
11/30/2009,405.23,240.142,35.575,49.351,13.916,-15.899,51.334,80.162,-104.798,,,184.96,,-75.399,-37.574,0.0,0.0,0.0,-37.574,-37.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.825,-392.891,0.0,-397.875,12.251,-410.126,4.984,6.009,-1.025,0.0,0.076,-62.984,2.535,1.536,
02/28/2010,29.634,92.606,32.358,143.806,14.861,-3.776,132.721,-239.136,-12.081,,,-227.055,,-67.48,-30.458,0.0,0.0,0.0,-30.458,-30.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.022,-205.346,0.0,-8.156,5.568,-13.724,-197.19,2.896,-200.086,0.0,-1.226,-244.418,240.9,2.047,
05/31/2010,369.916,179.283,33.43,191.591,11.032,-49.896,230.455,-34.388,-58.966,0.0,,24.578,0.0,-15.361,-40.284,0.0,0.0,0.0,-40.284,-40.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.923,-122.779,0.0,-0.92,0.005,-0.925,-124.319,15.731,-140.05,2.46,-0.639,231.137,113.135,1.709,
08/31/2010,228.462,40.971,39.002,165.102,17.848,-55.828,203.082,-16.613,-90.151,,,73.538,,-137.049,-59.861,0.0,0.0,0.0,-59.861,-59.861,0.0,0.0,0.0,0.0,-5.497,0.0,-5.497,0.0,-71.691,301.283,0.0,404.837,,,-103.554,1.683,-105.237,0.0,0.092,392.788,157.962,2.545,
11/30/2010,385.676,235.413,37.102,73.467,14.963,-2.379,60.883,39.694,-40.333,,,80.027,,-50.64,-50.64,0.0,0.0,0.0,-50.64,-50.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-579.499,0.0,-404.484,1.799,-406.283,-175.015,1.916,-176.931,0.0,0.184,-244.279,17.08,3.179,
02/28/2011,76.969,-64.038,39.142,256.988,14.958,3.222,238.808,-155.123,7.89,0.0,,-163.013,0.0,-14.532,-24.532,6.25,6.25,0.0,-30.782,-30.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-70.303,0.0,-6.841,6.33,-13.171,-70.337,4.735,-75.072,6.875,0.719,-7.147,205.362,2.411,
05/31/2011,285.907,212.44,41.125,25.396,19.318,-4.17,10.248,6.946,-48.772,0.0,-12.44,68.158,,260.691,-34.942,3.362,3.362,0.0,-38.304,-38.304,0.0,0.0,0.0,0.0,169.018,169.018,0.0,0.0,126.615,-153.732,0.0,-2.318,3.553,-5.871,-151.414,4.803,-156.217,0.0,0.137,393.003,104.557,2.473,
08/31/2011,148.57,188.612,41.637,89.359,16.787,59.15,13.422,-171.038,-39.905,0.0,8.527,-139.66,,-31.208,-31.208,11.639,11.639,0.0,-42.847,-42.847,0.0,0.0,0.0,0.0,-169.018,-169.018,0.0,0.0,169.018,28.284,0.0,385.769,398.369,-12.6,-357.485,17.463,-374.948,0.0,-0.328,145.318,137.702,2.909,
11/30/2011,301.242,149.314,46.298,64.123,20.52,-1.747,45.35,41.507,-75.698,0.0,0.858,116.347,,-97.321,-23.585,0.0,0.0,0.0,-23.585,-23.585,0.0,0.0,0.0,0.0,-73.736,0.0,-73.736,0.0,0.0,-574.057,0.0,-496.322,0.0,-496.322,-77.735,2.947,-80.682,0.0,-0.491,-370.627,1.316,2.344,
02/29/2012,83.237,63.882,41.985,11.294,18.835,-8.096,0.555,-33.924,11.605,0.0,19.507,-45.529,,-327.181,-35.487,3.285,3.285,0.0,-38.772,-38.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-291.694,-301.081,0.0,-2.573,0.0,-2.573,-298.508,7.526,-306.034,0.0,-0.279,-545.304,139.731,2.515,
05/31/2012,31.296,134.034,45.155,100.04,18.946,41.229,39.865,-247.933,-21.695,0.0,-8.174,-218.064,0.0,266.655,-23.345,0.0,0.0,0.0,-23.345,-23.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,-350.988,0.0,-7.117,2.437,-9.554,-343.871,1.185,-345.056,0.0,-0.552,-53.589,70.453,2.319,
08/31/2012,135.525,75.448,44.796,23.493,19.254,-9.536,13.775,-8.212,-43.985,0.0,20.699,15.074,,43.664,43.664,73.149,73.149,0.0,-29.485,-29.485,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,494.188,0.0,572.888,626.708,-53.82,-78.7,1.441,-80.141,0.0,0.854,674.231,35.324,2.616,
11/30/2012,210.131,133.495,43.695,42.041,16.889,6.064,19.088,-9.1,-36.349,0.0,-11.771,39.02,,-42.358,-27.539,0.0,0.0,0.0,-27.539,-27.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.819,-668.445,0.0,-623.586,2.176,-625.762,-2.359,1.113,-3.472,-42.5,0.306,-500.366,10.243,1.906,
02/28/2013,88.819,13.527,41.499,37.707,10.626,-10.164,37.245,-3.914,2.43,,12.865,-19.209,0.0,-40.14,-21.485,0.0,0.0,0.0,-21.485,-21.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.655,-3.173,0.0,-3.782,0.0,-3.782,0.609,1.018,-0.409,0.0,-0.352,45.154,90.47,2.104,
05/31/2013,91.403,79.953,38.36,39.568,12.359,-17.143,44.352,-66.478,-36.842,,1.145,-30.781,0.0,-130.054,-47.711,0.0,0.0,0.0,-47.711,-47.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.343,-4.845,0.0,-3.906,,,-0.939,0.876,-1.815,0.0,-0.928,-44.424,33.488,1.893,
08/31/2013,87.695,21.551,38.179,71.387,9.571,-8.274,70.09,-43.422,-32.608,0.0,-4.014,-6.8,0.0,-52.1,-22.613,0.0,0.0,0.0,-22.613,-22.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.487,602.159,0.0,605.123,608.06,-2.937,-2.964,0.877,-3.841,0.0,-0.008,637.746,66.854,1.966,
11/30/2013,128.897,98.891,36.338,21.356,11.973,4.738,4.645,-27.688,-11.148,0.0,-8.835,-7.705,,-123.287,-34.366,0.0,0.0,0.0,-34.366,-34.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.921,-632.0,0.0,-615.925,0.0,-615.925,-16.075,0.796,-16.871,0.0,0.035,-626.355,0.0,1.891,
02/28/2014,64.587,14.605,37.465,9.616,10.537,-10.993,10.072,2.901,4.679,0.0,-2.619,0.841,,-149.064,-23.753,0.0,0.0,0.0,-23.753,-23.753,0.0,0.0,0.0,0.0,-94.937,0.0,-94.937,0.0,-30.374,-57.712,0.0,-3.343,0.0,-3.343,-54.369,0.997,-55.366,0.0,-0.001,-142.19,70.868,2.02,
05/31/2014,95.522,66.025,37.721,11.813,11.135,-15.812,16.49,-20.037,-14.003,,0.665,-6.699,,-53.225,-22.523,0.0,0.0,0.0,-22.523,-22.523,0.0,0.0,0.0,0.0,-24.517,0.0,-24.517,0.0,-6.185,-50.236,0.0,-4.044,1.081,-5.125,-46.192,0.049,-46.241,0.0,0.795,-7.144,42.885,1.948,
08/31/2014,86.901,29.783,39.051,49.315,7.889,8.155,33.271,-31.248,-40.963,0.0,-1.161,10.876,,-24.741,-20.024,0.0,0.0,0.0,-20.024,-20.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.717,528.59,0.0,586.621,,,-52.995,1.236,-54.231,-5.036,-0.733,590.017,47.41,1.798,
11/30/2014,18.299,33.785,36.404,21.063,10.482,2.938,7.643,-72.953,-50.331,0.0,5.156,-27.778,,-25.448,-20.337,0.0,0.0,0.0,-20.337,-20.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.111,-634.215,0.0,-593.226,3.563,-596.789,-19.618,0.446,-20.064,-21.371,-2.473,-643.837,3.214,1.701,
02/28/2015,36.814,-33.61,34.819,38.795,11.196,-13.372,40.971,-3.19,-0.868,0.0,2.714,-5.036,,-34.454,-22.973,0.0,0.0,0.0,-22.973,-22.973,0.0,0.0,0.0,0.0,-21.166,0.0,-21.166,0.0,9.685,-20.053,0.0,-2.184,0.952,-3.136,-17.869,0.785,-18.654,0.0,-1.205,-18.898,34.132,1.813,
05/31/2015,68.59,48.064,30.556,24.29,7.854,-2.037,18.473,-34.32,-0.356,0.0,-0.117,-33.847,0.0,-49.862,-30.944,0.0,0.0,0.0,-30.944,-30.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.918,-7.271,0.0,-5.289,,,-1.982,0.0,-1.982,0.0,-0.313,11.144,-0.801,1.62,
08/31/2015,44.879,-18.484,30.233,78.631,8.901,15.223,54.507,-45.501,-22.92,0.0,-5.759,-16.822,,-44.537,-23.707,0.0,0.0,0.0,-23.707,-23.707,0.0,0.0,0.0,0.0,-10.539,0.0,-10.539,0.0,-10.291,-63.201,0.0,-8.236,,,-3.48,0.543,-4.023,-51.485,-0.438,-63.297,11.291,1.54,
11/30/2015,-18.867,-60.765,27.394,90.257,9.52,0.003,80.734,-75.753,-32.899,0.0,-14.69,-28.164,,-61.591,-14.456,0.0,0.0,0.0,-14.456,-14.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.135,-3.039,0.0,-2.522,0.926,-3.448,-0.517,0.0,-0.517,0.0,-0.442,-83.939,0.0,1.392,
02/29/2016,41.95,-60.396,26.754,28.474,9.066,-11.492,30.9,47.118,-41.181,0.0,20.583,67.716,,-52.23,-19.247,0.0,0.0,0.0,-19.247,-19.247,0.0,0.0,0.0,0.0,-101.196,0.0,-101.196,0.0,68.213,-2.348,0.0,-2.877,51.828,-54.705,0.529,0.638,-0.109,0.0,1.676,-10.952,0.0,2.089,
05/31/2016,-13.45,20.744,28.33,29.717,8.732,5.314,15.671,-92.241,36.784,0.0,-14.765,-114.26,0.0,-34.66,-17.711,0.0,0.0,0.0,-17.711,-17.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.949,-1.531,0.0,-1.425,,,-0.106,0.0,-0.106,0.0,2.353,-47.288,1.144,1.6,
08/31/2016,35.451,15.863,27.46,41.424,5.544,7.27,28.61,-49.296,-48.376,0.0,3.39,-4.31,,43.495,-21.66,0.0,0.0,0.0,-21.66,-21.66,0.0,0.0,,,3.919,0.0,3.919,0.0,61.236,24.375,0.0,27.561,,,-3.186,0.536,-3.722,0.0,-0.823,102.498,-1.061,1.674,
11/30/2016,16.454,4.07,26.854,16.733,3.401,8.708,4.624,-31.203,-39.851,0.0,4.176,4.472,,70.858,-20.872,0.0,0.0,0.0,-20.872,-20.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.73,-33.374,0.0,-32.377,0.0,-32.377,-0.997,0.0,-0.997,0.0,-0.688,53.25,0.0,1.455,
