Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/2007,9163.6,420.6,420.6,,516.3,516.3,,787.4,9.7,138.8,529.0,109.9,231.2,,,,,,,1955.5,4449.4,6079.0,-1629.6,,,2758.7,2283.8,2283.8,0,,384.9,90.0,7208.1,,433.5,433.5,,,,542.4,,,,,,653.8,,,,653.8,1629.7,1816.2,,,,,1511.5,,,1511.5,3327.7,4957.4,,2322.4,,,0.0,1402.6,458.9,4183.9,22.3,4206.2,9163.6,
08/31/2007,9313.1,639.2,639.2,0.0,508.5,508.5,,817.8,14.7,144.2,551.0,107.9,204.5,,,,,,,2170.0,4447.2,6157.6,-1710.4,0.0,,2695.9,2207.1,2207.1,0,,379.9,108.9,7143.1,,386.4,386.4,,,,604.4,,,,,,613.5,,,,613.5,1604.3,1585.7,,,,,1551.3,,,1551.3,3137.0,4741.3,0.0,2344.8,,,0.0,1708.1,495.3,4548.2,23.6,4571.8,9313.1,
11/30/2007,9694.1,642.2,642.2,0.0,613.6,613.6,,866.7,16.7,152.1,581.3,116.6,155.3,,,,,,,2277.8,4578.2,6390.0,-1811.8,0.0,,2838.1,2160.0,2160.0,0,,429.3,248.8,7416.3,,515.5,515.5,,,,304.9,,,,,,623.6,,,,623.6,1444.0,1382.6,,,,,1651.1,,,1651.1,3033.7,4477.7,0.0,2370.1,,,0.0,2102.1,717.9,5190.1,26.3,5216.4,9694.1,
02/29/2008,10600.6,1134.2,1134.2,0.0,644.1,644.1,,1037.2,65.9,177.5,678.3,115.5,351.7,,,,,,,3167.2,4602.0,6505.0,-1903.0,0.0,,2831.4,2100.1,2100.1,0,,486.2,245.1,7433.4,,537.3,537.3,,,,274.9,274.9,0.0,0.0,,,999.0,,,,999.0,1811.2,1378.4,1378.4,0.0,0.0,,1547.7,,,1547.7,2926.1,4737.3,0.0,2429.6,,,0.0,2622.9,783.1,5835.6,27.7,5863.3,10600.6,
05/31/2008,11819.8,1960.7,1960.7,,972.5,972.5,,1350.9,74.0,255.8,940.4,80.7,525.4,,,,,,,4809.5,4648.0,6641.9,-1993.9,,,2362.3,1875.2,1875.2,0,,353.8,133.3,7010.3,,1022.1,1022.1,,,,176.4,,,,,,987.6,,,,987.6,2186.1,1375.0,,,,,1504.1,,,1504.1,2879.1,5065.2,,2455.2,,,0.0,3485.4,790.6,6731.2,23.4,6754.6,11819.8,
08/31/2008,13010.1,2189.7,2189.7,0.0,1449.1,1449.1,0.0,1945.1,157.6,325.7,1382.2,79.6,593.1,,,,,,378.3,6177.0,4559.2,6607.5,-2048.3,0.0,,2273.9,1808.4,1808.4,0,,356.4,109.1,6833.1,,2428.5,1266.6,358.7,,803.2,178.7,109.4,,,,69.3,32.6,,,492.4,0.0,2639.8,1311.4,1311.4,,,,1365.1,,,872.7,2676.5,5316.3,0.0,2469.0,4.4,2464.6,0.0,4647.2,551.5,7667.7,26.1,7693.8,13010.1,
11/30/2008,12427.7,2811.6,2811.6,0.0,892.3,892.3,0.0,1614.2,161.2,404.0,960.1,88.9,652.4,,2.2,,,,421.6,5970.5,4331.9,6382.1,-2050.2,0.0,,2125.3,1682.0,1682.0,0,,280.7,160.4,6457.2,,1560.5,768.2,0.0,,792.3,140.7,110.5,,,,30.2,28.7,,93.3,629.9,0.0,1729.9,1272.7,1272.7,,,,1550.8,,,827.6,2823.5,4553.4,0.0,2477.1,4.4,2472.7,0.0,5585.0,-209.3,7852.8,21.5,7874.3,12427.7,
02/28/2009,11773.3,2529.0,2529.0,0.0,627.9,627.9,0.0,1434.7,66.9,392.9,880.4,94.5,628.0,,2.4,,,,390.2,5219.6,4379.9,6475.0,-2095.1,0.0,,2173.8,1660.4,1660.4,0,,300.5,210.5,6553.7,,1070.2,296.0,0.0,,774.2,119.8,90.0,,,,29.8,38.8,,131.0,619.9,0.0,1228.8,1268.1,1268.1,,,,1481.1,,,730.2,2749.2,3978.0,0.0,2481.0,4.4,2476.6,0.0,5621.6,-327.7,7774.9,20.4,7795.3,11773.3,
05/31/2009,12676.2,2703.2,2703.2,0.0,582.5,582.5,0.0,1125.9,31.2,339.0,655.2,100.5,896.2,,1.3,0.0,262.3,338.4,329.1,5307.8,4899.3,7102.8,-2203.5,0.0,,2469.1,1734.1,1734.1,0,,357.8,113.6,7368.4,,1291.7,383.6,327.6,0.0,580.5,136.0,92.7,,,,43.3,194.1,,5.2,456.6,0.0,1621.8,1256.5,1256.5,,,,1282.7,0.0,242.4,578.5,2539.2,4161.0,0.0,2488.2,4.4,2483.8,0.0,5746.2,258.6,8493.0,22.2,8515.2,12676.2,
08/31/2009,12478.9,2598.7,2598.7,0.0,471.3,471.3,0.0,1046.7,23.9,347.6,572.8,102.4,885.5,,0.4,,253.4,,675.4,5002.2,5007.7,7299.9,-2292.2,0.0,,2469.0,1733.1,1733.1,0,,375.5,106.6,7476.7,,1109.2,429.8,11.2,,668.2,136.8,107.1,,,,29.7,69.3,,80.0,456.0,0.0,1315.3,1253.2,1253.2,,,,1295.8,,,759.8,2549.0,3864.3,0.0,2505.0,4.5,2500.5,0.0,5824.6,260.2,8589.8,24.8,8614.6,12478.9,
11/30/2009,12696.6,2648.1,2648.1,0.0,563.3,563.3,0.0,969.1,19.4,313.6,541.9,94.2,830.8,,,,259.6,,637.9,5011.3,5157.9,7557.6,-2399.7,0.0,,2527.4,1756.6,1756.6,0,,389.9,121.3,7685.3,,1591.2,505.8,0.0,,1085.4,156.2,140.2,,,,16.0,120.4,,,471.1,0.0,1867.8,1250.2,1250.2,,,,1325.7,,,854.6,2575.9,4443.7,0.0,2510.8,4.5,2506.3,0.0,5331.3,384.1,8226.2,26.7,8252.9,12696.6,
02/28/2010,12278.2,2291.8,2291.8,0.0,582.7,582.7,0.0,939.5,17.3,274.3,556.8,91.1,977.3,,,400.5,246.3,,387.1,4791.3,5253.2,7709.4,-2456.2,0.0,,2233.7,1765.3,1765.3,0,,54.1,168.0,7486.9,,1031.9,475.1,0.0,,556.8,112.8,96.3,,,,16.5,81.9,,,476.4,0.0,1226.6,1246.0,1246.0,,,,1313.4,,,837.0,2559.4,3786.0,0.0,2522.8,4.5,2518.3,0.0,5531.5,411.0,8465.3,26.9,8492.2,12278.2,
05/31/2010,12707.7,2523.0,2523.0,0.0,614.8,614.8,0.0,1002.3,49.2,295.5,573.4,84.2,834.7,99.1,0.2,399.6,305.9,91.1,116.5,4974.8,5465.6,8008.5,-2542.9,0.0,,2267.3,1763.2,1763.2,0,,54.7,143.3,7732.9,,1152.1,566.7,,0.0,585.4,98.3,83.1,,,,15.2,53.5,0.0,1.4,501.7,0.0,1303.9,1245.6,1245.6,,,,1409.8,0.0,287.5,619.2,2655.4,3959.3,0.0,2527.5,4.5,2523.0,0.0,5905.3,289.4,8722.2,26.2,8748.4,12707.7,
08/31/2010,13071.9,2362.7,2362.7,0.0,553.9,553.9,0.0,1045.3,45.8,233.3,703.5,62.7,792.9,,0.0,392.5,293.3,,267.1,4754.8,5658.1,,,0.0,,2659.0,1758.5,1758.5,0,,442.8,164.4,8317.1,,1254.8,559.1,16.2,,679.5,88.5,75.9,,,,12.6,35.8,,26.7,481.3,0.0,1379.1,1244.1,1244.1,,,,1390.0,,,882.0,2634.1,4013.2,0.0,2540.9,4.5,2536.4,0.0,6180.7,309.1,9030.7,28.0,9058.7,13071.9,
11/30/2010,14199.4,3659.4,3659.4,0.0,651.0,651.0,0.0,816.9,40.5,215.7,496.6,64.1,397.0,,0.0,54.4,289.8,,218.3,5524.3,5969.0,8728.4,-2759.4,0.0,,2706.1,1794.2,1794.2,0,,442.0,180.1,8675.1,,1190.9,539.3,,,651.6,520.8,54.5,,,,466.3,58.3,,10.5,501.1,0.0,1770.0,788.4,788.4,,,,1370.2,,,858.6,2158.6,3928.6,0.0,2560.5,4.5,2556.0,0.0,7184.0,496.7,10241.2,29.6,10270.8,14199.4,
02/28/2011,14699.1,3352.1,3352.1,0.0,777.9,777.9,0.0,1133.6,49.8,264.4,751.4,68.0,430.0,,,0.0,235.7,,289.0,5693.6,6330.3,9207.4,-2877.1,0.0,,2675.2,1828.8,1828.8,0,,438.9,171.8,9005.5,,1351.6,670.1,32.0,,649.5,124.5,74.2,,,,50.3,58.4,,3.6,514.1,0.0,1534.5,762.2,762.2,,,,1392.8,,,875.1,2155.0,3689.5,0.0,2577.0,4.5,2572.5,0.0,7703.7,702.7,10983.4,26.2,11009.6,14699.1,
05/31/2011,15786.9,3906.4,3906.4,0.0,926.0,926.0,0.0,1266.4,58.6,284.3,852.9,70.6,586.1,157.4,0.6,0.0,6.5,60.4,67.0,6684.9,6635.9,9611.7,-2975.8,0.0,,2466.1,1829.8,1829.8,0,,434.3,194.9,9102.0,,1774.4,941.1,,0.0,833.3,71.6,23.6,0.0,0.0,,48.0,82.5,0.0,1.5,580.1,0.0,1928.5,761.3,761.3,0.0,0.0,,1435.2,0.0,207.7,645.9,2196.5,4125.0,0.0,2600.8,4.5,2596.3,,8330.6,710.2,11641.6,20.3,11661.9,15786.9,
08/31/2011,16180.8,4038.0,4038.0,0.0,784.6,784.6,0.0,1402.0,57.9,275.3,997.6,71.2,533.2,,0.1,,4.7,,296.6,6757.8,6890.9,9978.0,-3087.1,0.0,,2532.1,1895.7,1895.7,0,,433.1,198.5,9423.0,,1609.9,903.1,0.0,0.0,706.8,87.7,13.6,,,,74.1,86.3,0.0,2.1,579.7,0.0,1783.9,737.4,737.4,,,,1420.8,0.0,,839.0,2158.2,3942.1,0.0,2614.8,4.5,2610.3,,8834.2,769.2,12218.2,20.5,12238.7,16180.8,
11/30/2011,15802.3,3627.6,3627.6,0.0,919.2,919.2,0.0,1206.7,62.7,327.3,744.8,71.9,605.9,,0.0,,5.8,,399.4,6359.4,6975.0,10125.3,-3150.3,0.0,,2467.9,1830.1,1830.1,0,,439.3,192.7,9442.9,,1447.7,853.6,,,594.1,541.8,28.3,,,,513.5,109.2,,5.1,589.4,0.0,2098.7,1008.9,1008.9,,,,1374.5,,,780.0,2383.4,4482.1,0.0,1456.5,4.3,1452.2,,9435.5,408.1,11300.1,20.1,11320.2,15802.3,
02/29/2012,15936.7,3201.9,3201.9,0.0,656.3,656.3,0.0,1327.3,64.8,306.3,882.3,73.9,744.9,,0.0,,94.2,,566.4,5930.4,7379.5,10580.1,-3200.6,0.0,,2626.8,1874.2,1874.2,0,,438.4,220.0,10006.3,,1424.9,800.5,,,624.4,82.7,81.6,,,,1.1,107.2,,10.1,611.2,0.0,1614.8,1010.6,1010.6,,,,1481.0,,,859.7,2491.6,4106.4,0.0,1459.3,4.3,1455.0,,9687.4,664.2,11810.9,19.4,11830.3,15936.7,
05/31/2012,16690.4,3811.0,3811.0,0.0,751.6,751.6,0.0,1237.6,61.8,340.1,764.8,70.9,780.9,132.1,0.0,44.2,50.6,214.0,122.1,6581.1,7545.9,10830.1,-3284.2,0.0,,2563.4,1844.4,1844.4,0,,454.2,214.2,10109.3,,1759.9,912.4,,0.0,847.5,43.0,42.5,0.0,0.0,,0.5,114.8,0.0,8.3,787.9,0.0,1917.7,1010.0,1010.0,0.0,0.0,,1763.3,0.0,229.2,737.9,2773.3,4691.0,0.0,1463.8,4.3,1459.5,,10141.3,378.0,11983.1,16.3,11999.4,16690.4,
08/31/2012,17070.1,3594.8,3594.8,0.0,732.0,732.0,0.0,1484.4,68.7,377.8,959.6,78.3,729.7,,0.0,,46.4,,449.3,6540.9,7944.3,11388.2,-3443.9,0.0,,2584.9,1889.5,1889.5,0,,445.2,203.8,10529.2,,1576.0,801.3,0.0,0.0,774.7,18.2,17.6,,,,0.6,81.9,0.0,6.5,817.6,0.0,1676.1,1010.9,1010.9,,,,1803.3,0.0,,979.2,2814.2,4490.3,0.0,1480.6,4.3,1476.3,,10464.1,617.7,12562.4,17.4,12579.8,17070.1,
11/30/2012,17440.7,3420.7,3420.7,0.0,797.5,797.5,0.0,1518.5,52.5,399.0,989.7,77.3,796.4,,0.0,,115.3,,527.9,6533.1,8246.1,11809.9,-3563.8,0.0,,2661.5,1889.4,1889.4,0,,441.4,215.4,10907.6,,1507.1,913.7,,,593.4,21.9,21.2,,,,0.7,118.4,,8.3,827.6,0.0,1647.4,1010.6,1010.6,,,,1681.9,,,846.0,2692.5,4339.9,0.0,1485.1,4.3,1480.8,,10986.2,611.1,13082.4,18.4,13100.8,17440.7,
09/30/2013,17656.6,3338.6,3338.6,0.0,478.7,478.7,0.0,1495.0,27.6,415.9,983.5,68.0,979.0,,0.2,,212.5,,880.6,6291.3,8513.0,12429.8,-3916.8,0.0,,2852.3,1833.2,1833.2,0,,562.1,244.3,11365.3,,1155.3,611.7,,,543.6,15.3,14.5,,,,0.8,131.7,,0.0,960.9,0.0,1302.3,1011.5,1011.5,,,,1791.7,,,830.8,2803.2,4105.5,0.0,1512.1,4.3,1507.8,,11707.6,312.9,13532.6,18.5,13551.1,17656.6,
12/31/2013,19554.0,5293.1,5293.1,0.0,543.1,543.1,0.0,1432.9,34.0,433.6,891.6,73.7,836.7,115.8,,52.2,152.2,272.6,266.2,8105.8,8576.6,12601.6,-4025.0,0.0,,2871.6,1794.4,1794.4,0,,576.4,348.6,11448.2,,1236.5,570.2,,0.0,666.3,23.0,22.6,0.0,0.0,,0.4,2006.4,,,1031.5,1985.9,3265.9,3008.9,3008.9,0.0,0.0,,1958.6,,155.3,771.8,4967.5,8233.4,0.0,5.9,4.3,1.6,,11182.1,114.3,11302.3,18.3,11320.6,19554.0,
03/31/2014,18112.3,2490.7,2490.7,0.0,597.4,597.4,0.0,1606.6,32.4,558.4,935.9,79.9,660.7,123.0,,55.4,189.2,195.6,130.2,5355.4,9551.9,13689.4,-4137.5,0.0,,3205.0,1764.7,1764.7,0,,579.6,671.5,12756.9,,1346.0,592.8,,,753.2,41.7,41.3,,,,0.4,775.6,,,993.2,755.8,2163.3,3009.1,3009.1,,,,2088.8,,113.2,982.4,5097.9,7261.2,0.0,36.3,3.9,32.4,,10916.7,-120.7,10832.3,18.8,10851.1,18112.3,
06/30/2014,18293.5,2367.0,2367.0,0.0,604.2,604.2,0.0,1579.6,42.1,536.3,921.6,79.6,637.6,118.6,,70.5,192.3,144.8,142.7,5188.4,9694.5,14035.9,-4341.4,0.0,,3410.6,1792.9,1792.9,0,,720.8,704.6,13105.1,,1582.4,750.2,,,832.2,13.3,12.7,,,,0.6,326.6,,,1009.0,306.5,1922.3,3012.9,3012.9,,,,2093.7,,105.1,979.6,5106.6,7028.9,0.0,46.1,3.8,42.3,,11069.2,130.6,11245.9,18.7,11264.6,18293.5,
09/30/2014,18455.5,2970.6,2970.6,0.0,573.9,573.9,0.0,1471.5,39.2,488.7,866.0,77.6,642.5,107.7,,55.6,187.5,140.0,167.4,5658.5,9413.7,13869.9,-4456.2,0.0,,3383.3,1741.3,1741.3,0,,840.0,614.5,12797.0,,1488.7,762.2,14.5,,712.0,41.4,0.4,,,,41.0,19.5,,,963.9,0.0,1549.6,3774.2,3774.2,,,,2169.2,,102.9,1102.4,5943.4,7493.0,0.0,4.2,3.7,0.5,,11153.2,-212.8,10944.6,17.9,10962.5,18455.5,
12/31/2014,18283.0,2374.6,2374.6,0.0,754.4,754.4,0.0,1718.3,114.6,505.1,1025.5,73.1,368.2,63.8,,52.6,543.1,201.9,49.9,5215.5,9313.9,13947.3,-4633.4,0.0,,3753.6,1806.5,1806.5,0,,849.8,554.2,13067.5,,1542.2,797.3,18.8,0.0,726.1,54.5,13.5,,,,41.0,0.0,,,987.7,0.0,1596.7,3778.0,3778.0,,,,2187.7,,165.5,1034.5,5965.7,7562.4,0.0,7.9,3.7,4.2,,11168.9,-473.7,10703.1,17.5,10720.6,18283.0,
03/31/2015,17631.9,2517.4,2517.4,0.0,661.4,661.4,0.0,1523.0,80.5,466.8,908.1,67.6,549.8,75.2,,51.7,383.5,151.7,112.8,5251.6,8899.4,13579.4,-4680.0,0.0,,3480.9,1686.7,1686.7,0,,862.1,548.6,12380.3,,1569.3,706.8,9.1,,853.4,51.4,10.4,,,,41.0,0.0,,,901.2,0.0,1620.7,3775.2,3775.2,,,,2029.3,,187.1,941.0,5804.5,7425.2,0.0,16.9,3.7,13.2,,11258.5,-1083.2,10192.2,14.5,10206.7,17631.9,
06/30/2015,17776.9,2209.9,2209.9,0.0,626.6,626.6,0.0,1612.2,55.7,443.1,1039.9,73.5,651.4,86.7,,74.7,423.0,207.5,134.3,5100.1,9041.2,13934.9,-4893.7,0.0,,3635.6,1709.6,1709.6,0,,930.5,572.5,12676.8,,1798.9,858.2,0.0,,940.7,84.1,27.0,,,,57.1,0.0,,,968.8,0.0,1883.0,3761.8,3761.8,,,,1980.3,,175.9,835.6,5742.1,7625.1,0.0,12.8,3.6,9.2,,11065.4,-941.4,10136.8,15.0,10151.8,17776.9,
09/30/2015,17117.9,1284.9,1284.9,0.0,675.1,675.1,0.0,1549.5,61.5,443.8,974.4,69.8,753.5,70.9,,89.8,423.6,185.2,232.6,4263.0,8734.0,13674.8,-4940.8,0.0,,4120.9,1625.0,1625.0,0,66.0,876.1,1130.2,12854.9,,1811.3,914.9,0.1,,896.3,60.2,18.0,,,,42.2,0.0,,,895.3,0.0,1871.5,3738.1,3738.1,,,,1881.3,,104.3,881.7,5619.4,7490.9,0.0,4.5,3.6,0.9,,11058.5,-1448.7,9614.3,12.7,9627.0,17117.9,
12/31/2015,17389.5,1276.3,1276.3,0.0,675.0,675.0,0.0,1563.5,68.1,435.9,991.0,68.5,628.6,123.1,6.8,80.5,691.9,249.4,175.6,4143.4,8721.0,13759.9,-5038.9,0.0,,4525.1,1595.3,1595.3,0,,980.5,1250.6,13246.1,,1979.8,1002.3,,0.0,977.5,67.2,25.5,,,,41.7,0.0,0.0,79.3,977.4,0.0,2047.0,3769.5,3749.7,19.8,19.8,,2008.0,0.0,161.5,789.8,5777.5,7824.5,0.0,9.9,3.5,6.4,,11014.8,-1492.9,9531.8,33.2,9565.0,17389.5,
03/31/2016,17627.1,1057.7,1057.7,0.0,677.2,677.2,0.0,1566.0,55.7,422.4,1018.0,69.9,656.2,149.3,,107.7,697.6,245.5,153.7,3957.1,9020.4,14346.6,-5326.2,0.0,,4649.6,1661.1,1661.1,0,,973.7,1317.2,13670.0,,1730.5,871.9,,0.0,858.6,83.8,41.8,,,,42.0,0.0,0.0,0.0,1065.9,0.0,1814.3,3774.0,3774.0,,,,2007.8,0.0,172.1,769.8,5781.8,7596.1,0.0,16.3,3.5,12.8,,11206.1,-1225.6,9996.8,34.2,10031.0,17627.1,
06/30/2016,17684.8,1059.3,1059.3,0.0,399.6,399.6,0.0,1702.1,43.4,387.1,1193.2,78.4,631.5,142.6,,124.9,726.5,244.4,119.6,3792.5,9197.5,14665.8,-5468.3,0.0,,4694.8,1667.5,1667.5,0,,1043.7,1257.1,13892.3,,1806.4,818.1,0.0,,988.3,96.3,54.0,,,,42.3,0.0,,,1069.6,0.0,1902.7,3772.6,3772.6,,,,2015.3,,172.8,772.9,5787.9,7690.6,0.0,23.0,3.5,19.5,,11103.0,-1168.3,9957.7,36.5,9994.2,17684.8,
09/30/2016,17263.2,653.5,653.5,0.0,512.4,512.4,0.0,1500.1,51.6,366.0,1003.9,78.6,783.2,135.3,,86.6,789.0,256.5,304.8,3449.2,9230.6,14834.1,-5603.5,602.1,602.1,3981.3,1651.6,1651.6,0,,1064.3,476.4,13814.0,,1513.0,710.6,0.0,,802.4,426.4,53.6,,,,372.8,0.0,,,1061.5,0.0,1939.4,3450.3,3450.3,,,,1999.2,,183.0,754.7,5449.5,7388.9,0.0,22.8,3.5,19.3,,11045.4,-1231.5,9836.7,37.6,9874.3,17263.2,
12/31/2016,16840.7,673.1,673.1,0.0,627.8,627.8,0.0,1391.1,42.9,332.9,936.7,78.6,365.7,99.9,16.2,87.9,836.4,146.3,31.6,3057.7,9198.5,14917.2,-5718.7,0.0,,4584.5,1630.9,1630.9,0,,1063.1,1037.9,13783.0,,947.3,600.6,,101.8,244.9,38.9,0.1,,,,38.8,490.6,0.0,17.3,1009.2,490.6,1476.8,3779.3,3713.6,65.7,65.7,,1962.1,0.0,166.9,768.7,5741.4,7218.2,0.0,33.4,3.5,29.9,,10863.4,-1312.2,9584.6,37.9,9622.5,16840.7,
