Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1020.900024,,-892.400024,,,128.5,,-28.0,,,100.5,-16.0,,15.9,,3.3,,-3.2,84.5,-34.0,50.5,0.0,,,50.5,0.0,50.5,0.0,,50.5,50.5,,86.740997,0.58,0.58,,86.740997,0.58,0.58,0.58,
12/31/1992,902.299988,,-809.5,,,92.799988,,-29.299999,,,63.5,-20.9,,25.5,,3.5,,-8.1,42.6,-8.2,34.400002,0.0,,,34.4,-4.6,29.799999,0.0,,29.799999,29.799999,,85.87896,0.347,0.35,0.35,85.87896,0.347,0.35,0.35,
03/31/1993,913.099976,,-813.900024,,,99.199951,,-31.9,,,67.300003,-20.2,,20.1,,2.6,,-2.5,47.100003,-17.700001,29.4,65.699997,,,-36.299995,0.0,-36.299999,0.0,,-36.299999,-36.299999,,84.350166,-0.43,0.35,,84.350166,-0.43,0.35,0.35,
06/30/1993,1168.599976,,-1023.0,,,145.599976,,-32.799999,,,112.800003,-24.599999,,24.799999,,2.2,,-2.4,88.200004,-31.4,56.799999,0.0,,,56.800004,-0.2,56.599998,0.0,,56.599998,56.599998,,87.28685,0.65,0.65,,87.28685,0.65,0.65,0.65,
09/30/1993,1145.699951,,-948.099976,,,197.599976,,-80.800003,,,116.800003,-23.600001,,24.1,,1.6,,-2.1,93.200003,-33.5,59.700001,0.0,,,59.700003,0.0,59.700001,0.0,,59.700001,59.700001,,88.306969,0.68,0.68,,88.306969,0.68,0.68,0.68,
12/31/1993,935.200012,,-689.0,,,246.200012,,-172.800003,,,73.400002,-17.099999,,20.799999,,4.4,,-8.1,56.300003,-14.8,41.5,16.1,,,25.400002,-6.3,19.1,0.0,,19.1,19.1,,88.699997,0.22,0.4,,88.699997,0.22,0.4,0.4,
03/31/1994,943.0,,-779.900024,,,163.099976,,-85.599998,,,77.5,-23.7,,21.6,,3.5,,-1.4,53.8,-20.5,33.299999,0.0,,,33.3,0.3,33.599998,0.0,,33.599998,33.599998,,88.872002,0.38,0.38,,88.872002,0.38,0.38,0.38,
06/30/1994,1134.5,,-932.700012,,,201.799988,,-87.900002,,,113.900002,-23.1,,22.1,,2.6,,-1.6,90.800001,-30.0,60.799999,0.0,,,60.800001,4.0,64.800003,0.0,,64.800003,64.800003,,89.094002,0.73,0.73,,89.094002,0.73,0.73,0.73,
09/30/1994,1283.300049,,-1074.400024,,,208.900024,,-87.800003,,,121.099998,-139.1,,26.9,,-0.3,,112.5,-18.000001,8.4,-9.6,0.0,,,-9.600002,2.1,-7.5,0.0,,-7.5,-7.5,,89.115997,-0.08,-0.08,,89.115997,-0.08,-0.08,-0.08,
12/31/1994,1091.400024,,-912.5,,,178.900024,,-92.400002,,,86.5,-26.500001,,28.200001,,4.3,,-6.0,59.999999,-13.5,46.5,0.0,,,46.499999,-6.4,40.099998,0.0,,40.099998,40.099998,,89.101997,0.45,0.45,,89.101997,0.45,0.45,0.45,
03/31/1995,1126.699951,,-932.0,,,194.699951,,-100.0,,,94.699997,-34.3,,35.5,,1.6,,-2.8,60.399997,-19.700001,40.700001,0.0,,,40.699996,-4.2,36.5,0.0,,36.5,36.5,,89.639999,0.41,0.41,,89.639999,0.41,0.41,0.41,
06/30/1995,1385.800049,,-1153.800049,,,232.0,,-101.0,,,131.0,-54.4,,38.0,,0.0,,16.4,76.6,-21.6,55.0,0.0,,,55.0,-2.8,52.200001,0.0,,52.200001,52.200001,,90.196999,0.58,0.58,,90.196999,0.58,0.58,0.58,
09/30/1995,1427.099976,,-1249.699951,,,177.400024,,-103.300003,,,74.099998,-115.499995,,38.099998,,-1.8,,79.199997,-41.399997,23.9,-17.5,0.0,,,-17.499997,-2.4,-19.9,0.0,,-19.9,-19.9,,90.469002,-0.22,-0.22,,90.469002,-0.22,-0.22,-0.22,
12/31/1995,1114.199951,,-975.5,,,138.699951,,-91.300003,,,47.400002,-43.2,,37.0,,-0.9,,7.1,4.200002,-7.5,-3.3,0.0,,,-3.299998,9.4,6.1,0.0,,6.1,6.1,,90.613998,0.07,0.07,0.07,90.613998,0.07,0.07,0.07,
03/31/1996,1551.199951,,-1276.300049,,,274.899902,,-164.199997,,,110.699997,-51.699999,,62.099998,,2.3,,-12.7,58.999998,-18.9,40.099998,0.0,,,40.099999,-8.8,31.299999,-2.2,,29.099999,29.099999,,105.120003,0.28,0.28,0.28,105.120003,0.28,0.28,0.28,
06/30/1996,2353.699951,,-1894.0,,,459.699951,,-241.399994,,,218.300003,-77.200003,,110.800003,,-41.0,,7.4,141.1,-34.700001,106.400002,0.0,,,106.399999,-2.3,104.099998,-5.8,,98.299998,98.299998,,128.5,0.77,0.77,0.77,128.5,0.75,0.75,0.75,
09/30/1996,2462.100098,,-1988.599976,,,473.500122,,-231.600006,,,241.899994,-75.399998,,106.699997,,3.0,,-34.299999,166.499996,-54.099998,112.400002,0.0,,,112.399998,-3.0,109.400002,-5.9,,103.500001,103.500001,,128.5,0.81,0.81,0.81,128.5,0.78,0.78,0.78,
12/31/1996,1964.900024,,-1573.599976,,,391.300048,,-245.899994,,,145.399994,-80.999999,,26.200001,,-0.8,,55.599998,64.399995,-26.700001,37.700001,0.0,,,37.699994,1.5,39.200001,-5.9,,33.300001,33.300001,,128.319,0.26,0.26,0.26,128.319,0.26,0.26,0.26,
03/31/1997,1937.300049,,-1544.400024,,,392.900024,,-243.199997,,,149.699997,-80.299999,,92.599998,,1.1,,-13.4,69.399998,-25.799999,43.599998,0.0,,,43.599999,-4.6,39.0,-5.9,,33.1,33.1,,128.479996,0.26,0.26,0.22,140.522995,0.26,0.26,0.22,
06/30/1997,2286.600098,,-1786.0,,,500.600098,,-243.5,,,257.100006,-58.199998,,84.599998,,1.7,,-28.1,198.900008,-64.099998,134.800003,0.0,,,134.800009,-2.8,132.0,-5.8,,126.2,126.2,,128.554993,0.98,0.98,0.98,140.554001,0.94,0.94,0.94,
09/30/1997,2341.300049,,-1835.900024,,,505.400024,,-239.399994,,,266.0,-150.400001,,84.5,,3.2,,62.700001,115.599999,-35.299999,80.300003,0.0,,,80.3,5.0,85.300003,-5.9,,79.400003,79.400003,,128.300003,0.62,0.62,0.91,140.091003,0.61,0.61,0.9,
12/31/1997,1929.400024,,-1541.400024,,,388.0,,-227.5,,,160.5,-87.4,,85.5,,1.9,,0.0,73.1,-22.5,50.599998,7.6,,,43.0,-5.3,37.700001,-5.8,,31.900001,31.900001,,128.373993,0.25,0.31,0.31,139.968994,0.25,0.31,0.31,
03/31/1998,1892.4,,-1502.2,,,390.2,0.0,-234.2,97.6,136.6,156.0,-88.1,86.4,93.8,-7.4,1.7,,0.0,67.9,-27.9,40.0,,,,40.0,1.7,41.7,-5.1,0.0,36.6,36.6,,127.100189,0.29,0.29,0.29,137.782068,0.29,0.29,0.29,
06/30/1998,2245.0,,-1727.2,,,517.8,0.0,-229.3,93.2,136.1,288.5,-97.5,91.7,104.1,-12.4,5.8,,0.0,191.0,-64.4,126.6,,,,126.6,-0.9,125.7,-4.1,0.0,121.6,121.6,,124.442024,0.98,0.98,0.98,132.826655,0.95,0.95,0.95,
09/30/1998,2291.0,,-1803.7,,,487.3,0.0,-225.0,91.1,133.9,262.3,-284.2,89.8,102.2,-12.4,7.8,,186.6,-21.9,3.8,-18.1,,,,-18.1,-3.0,-21.1,-4.1,0.0,-25.2,-25.2,,123.7,-0.203719,-0.203719,,131.6,-0.203719,-0.203719,,
12/31/1998,1871.599976,,-1493.900024,,,377.699952,,-223.5,,,154.199997,-211.2,,107.900002,,-1.3,,104.599998,-57.000003,14.5,-42.5,0.0,,,-42.500003,1.2,-41.299999,-3.7,,-44.999999,-44.999999,,122.336998,-0.37,-0.37,0.27,129.968994,-0.37,-0.37,0.27,
03/31/1999,1853.0,,-1578.400024,,,274.599976,,-123.0,,,151.600006,-92.099998,,93.099998,,8.9,,-9.9,59.500008,-28.4,31.1,0.0,,,31.100008,-1.6,29.5,-3.9,,25.6,25.6,,122.325996,0.21,0.21,0.21,129.957993,0.21,0.21,0.21,
06/30/1999,2067.0,,-1697.599976,,,369.400024,,-123.0,,,246.399994,-83.599997,,91.199997,,1.0,,-8.6,162.799997,-55.0,107.800003,0.0,,,107.799997,-8.2,99.599998,-3.9,,95.699998,95.699998,,122.349998,0.78,0.78,0.78,130.039993,0.77,0.77,0.77,
09/30/1999,2216.0,,-1850.0,,,366.0,,-116.0,,,250.0,-67.6,,91.0,,2.2,,-25.6,182.4,-57.099998,125.300003,0.0,,,125.300002,-7.3,118.0,-4.0,,114.0,114.0,,122.332001,0.93,0.93,0.88,129.962997,0.91,0.91,0.87,
12/31/1999,1862.0,,-1595.0,,,267.0,,-113.0,,,154.0,-249.700003,,91.699997,,0.9,,157.100006,-95.700003,35.5,-60.200001,0.0,,,-60.200003,-5.9,-66.099998,-3.2,,-69.299999,-69.299999,,121.700996,-0.57,-0.57,0.3,129.337006,-0.57,-0.57,0.3,
03/31/2000,1699.0,,-1449.0,,,250.0,,-116.0,,,134.0,-88.0,,92.0,,0.0,,-4.0,46.0,-19.0,27.0,0.0,,,27.0,-4.0,23.0,-2.0,0.0,21.0,21.0,,123.870003,0.17,0.17,0.17,128.570007,0.17,0.17,0.17,
06/30/2000,1935.0,,-1647.0,,,288.0,,-108.0,,,180.0,-170.0,,97.0,,2.0,,71.0,10.0,-8.0,2.0,0.0,,,2.0,-6.0,-4.0,0.0,0.0,-4.0,-4.0,,127.432999,-0.03,-0.03,0.5,127.432999,-0.03,-0.03,0.5,
09/30/2000,2019.0,,-1742.0,,,277.0,,-106.0,,,171.0,-99.0,,102.0,,2.0,,-5.0,72.0,-23.0,49.0,0.0,,,49.0,-5.0,44.0,0.0,0.0,44.0,44.0,,125.788002,0.35,0.35,0.35,125.788002,0.35,0.35,0.35,
12/31/2000,1636.0,,-1432.0,,,204.0,0.0,-191.0,74.0,117.0,13.0,-358.0,97.0,102.0,-5.0,4.0,,257.0,-345.0,108.0,-237.0,,,,-237.0,,-237.0,0.0,0.0,-237.0,-237.0,,125.620188,-1.886639,-1.886639,-1.886639,125.620188,-1.886639,-1.886639,-1.886639,
03/31/2001,1658.0,,-1490.0,,,168.0,,-115.0,,,53.0,-114.0,,115.0,-6.0,3.0,,2.0,-61.0,11.0,-50.0,-4.0,,,-46.0,0.0,-46.0,0.0,0.0,-46.0,-46.0,,125.624001,-0.37,-0.4,-0.37,125.624001,-0.37,-0.4,-0.37,
06/30/2001,1878.0,,-1639.0,,,239.0,,-98.0,,,141.0,-120.0,,120.0,-5.0,3.0,,2.0,21.0,-14.0,7.0,0.0,,,7.0,-2.0,5.0,0.0,0.0,5.0,5.0,,125.636002,0.04,0.04,0.05,125.636002,0.04,0.04,0.05,
09/30/2001,1985.0,,-1766.0,,,219.0,,-107.0,,,112.0,-116.0,,116.0,-3.0,3.0,,0.0,-4.0,-7.0,-11.0,0.0,,,-11.0,-2.0,-13.0,0.0,0.0,-13.0,-13.0,,125.653,-0.1,-0.1,-0.1,125.653,-0.1,-0.1,-0.1,
12/31/2001,1666.0,,-1554.0,,,112.0,,-103.0,,,9.0,-409.0,,104.0,-4.0,1.0,,308.0,-400.0,-518.0,-918.0,0.0,,,-918.0,0.0,-918.0,0.0,0.0,-918.0,-918.0,,125.679001,-7.3,-7.3,-0.35,125.679001,-7.3,-7.3,-0.35,
03/31/2002,1567.0,,-1396.0,,,171.0,,-76.0,,,95.0,-125.0,,93.0,-3.0,9.0,,26.0,-30.0,-20.0,-50.0,1014.0,,,-1064.0,-4.0,-1068.0,0.0,0.0,-1068.0,-1068.0,,125.731003,-8.5,-0.43,-0.1,126.436996,-8.5,-0.43,-0.1,
06/30/2002,1789.0,,-1549.0,,,240.0,,-76.0,,,164.0,-68.0,,86.0,-2.0,9.0,,-25.0,96.0,-26.0,70.0,0.0,,,70.0,-6.0,64.0,0.0,0.0,64.0,64.0,,131.160995,0.49,0.49,0.33,133.238007,0.48,0.48,0.32,
09/30/2002,1892.0,,-1646.0,,,246.0,,-81.0,,,165.0,-89.0,,84.0,-2.0,6.0,,1.0,76.0,-3.0,73.0,0.0,,,73.0,-2.0,71.0,0.0,0.0,71.0,71.0,,158.436005,0.45,0.45,0.34,159.050003,0.45,0.45,0.34,
12/31/2002,1544.0,,-1403.0,,,141.0,,-84.0,,,57.0,-316.0,,79.0,-4.0,3.0,,238.0,-259.0,19.0,-240.0,28.0,,,-268.0,-4.0,-272.0,0.0,0.0,-272.0,-272.0,,159.371002,-1.71,-1.71,-0.09,159.371002,-1.71,-1.71,-0.09,
03/31/2003,1460.0,,-1312.0,,,148.0,,-81.0,,,67.0,-75.0,,79.0,-2.0,-13.0,,11.0,-8.0,-19.0,-27.0,0.0,,,-27.0,-7.0,-34.0,0.0,0.0,-34.0,-34.0,,163.843002,-0.21,-0.21,-0.2,164.776993,-0.21,-0.21,-0.2,
06/30/2003,1726.0,,-1507.0,,,219.0,,-81.0,,,138.0,-37.0,,101.0,-3.0,-56.0,,-5.0,101.0,-20.0,81.0,0.0,,,81.0,-31.0,50.0,0.0,0.0,50.0,50.0,,164.910004,0.3,0.3,0.16,165.843002,0.3,0.3,0.16,
09/30/2003,1853.0,,-1613.0,,,240.0,,-80.0,,,160.0,-99.0,,100.0,-5.0,-48.0,,52.0,61.0,-45.0,16.0,0.0,,,16.0,-10.0,6.0,0.0,0.0,6.0,6.0,,164.942993,0.04,0.04,0.16,166.182007,0.04,0.04,0.16,
12/31/2003,1591.000122,,-1432.999878,,,158.000244,,-95.0,,,63.0,-98.0,,99.0,-4.0,-90.0,,93.0,-35.0,-11.0,-46.0,0.0,,,-46.0,-8.0,-54.0,0.0,0.0,-54.0,-54.0,,164.992996,-0.33,-0.33,-0.2,166.664001,-0.33,-0.33,-0.2,
03/31/2004,1623.0,,-1438.0,,,185.0,,-92.0,,,93.0,-96.0,,90.0,-2.0,4.0,,4.0,-3.0,-8.0,-11.0,0.0,,,-11.0,-5.0,-16.0,0.0,0.0,-16.0,-16.0,,165.076004,-0.1,-0.1,-0.07,167.192993,-0.1,-0.1,-0.07,
06/30/2004,1836.0,,-1577.0,,,259.0,,-90.0,,,169.0,-111.0,,89.0,-1.0,23.0,,0.0,58.0,-16.0,42.0,0.0,,,42.0,-6.0,36.0,0.0,0.0,36.0,36.0,,165.164993,0.22,0.22,0.31,167.343994,0.22,0.22,0.31,
09/30/2004,1826.0,,-1576.0,,,250.0,,-77.0,,,173.0,-89.0,89.0,91.0,-2.0,-34.0,,34.0,84.0,-27.0,57.0,-8.0,,,65.0,-7.0,58.0,0.0,0.0,58.0,58.0,,165.310715,0.35,0.3,0.35,168.000748,0.35,0.3,0.35,
12/31/2004,1748.0,,-1558.0,,,190.0,,-94.0,,,96.0,-74.0,,91.0,-3.0,-91.0,,77.0,22.0,-26.0,-4.0,0.0,,,-4.0,-23.0,-27.0,0.0,0.0,-27.0,-27.0,,165.448,-0.16,-0.16,-0.04,170.466,-0.16,-0.16,-0.04,
03/31/2005,1529.0,,-1286.0,,,243.0,,-145.0,84.0,61.0,98.0,-117.0,92.0,94.0,-2.0,30.0,,-5.0,-19.0,5.0,-14.0,-8.0,,,-6.0,-4.0,-10.0,0.0,0.0,-10.0,-10.0,,165.819217,-0.06,-0.11,-0.01,171.863163,-0.06,-0.11,-0.01,
06/30/2005,1783.0,,-1464.0,,,319.0,,-150.0,88.0,62.0,169.0,-143.0,93.0,95.0,-2.0,65.0,,-15.0,26.0,-3.0,23.0,-12.0,,,35.0,-7.0,28.0,0.0,0.0,28.0,28.0,,165.694221,0.17,0.1,0.2147,171.526145,0.16,0.09,0.2008,
09/30/2005,1890.0,,-1555.0,,,335.0,,-150.0,87.0,63.0,185.0,-76.0,92.0,94.0,-2.0,-19.0,,3.0,109.0,-17.0,92.0,4.0,,,88.0,-10.0,78.0,0.0,0.0,78.0,78.0,,165.867132,0.47,0.49,0.5,171.909751,0.45,0.47,0.48,
12/31/2005,1575.0,,-1324.0,,,251.0,,-143.0,,,108.0,-498.0,75.0,78.0,-3.0,18.0,,405.0,-390.0,6.0,-384.0,56.0,,,-440.0,-18.0,-458.0,0.0,0.0,-458.0,-458.0,,166.228,-2.76,-2.42,0.0,166.228,-2.76,-2.42,0.0,
03/31/2006,1524.0,,-1284.0,,,240.0,,-135.0,81.0,54.0,105.0,-72.0,64.0,67.0,-3.0,0.0,,8.0,33.0,-7.0,26.0,2.0,,,24.0,-14.0,10.0,0.0,0.0,10.0,10.0,,167.075638,0.06,0.07,0.13,171.640555,0.06,0.07,0.13,
06/30/2006,1781.0,,-1478.0,,,303.0,0.0,-132.0,74.0,58.0,171.0,-63.0,67.0,70.0,-3.0,-9.0,,5.0,108.0,-19.0,89.0,24.0,,,65.0,-15.0,50.0,0.0,0.0,50.0,50.0,,167.085962,0.3,0.44,0.43,170.917175,0.29,0.43,0.42,
09/30/2006,2022.0,,-1702.0,,,320.0,,-136.0,78.0,58.0,184.0,-69.0,71.0,73.0,-2.0,-1.0,,-1.0,115.0,-16.0,99.0,2.0,,,97.0,-12.0,85.0,0.0,0.0,85.0,85.0,,165.711447,0.51,0.52,0.52,169.829685,0.5,0.51,0.504,
12/31/2006,1676.0,,-1420.0,,,256.0,,-141.0,,,115.0,-37.0,72.0,76.0,-4.0,16.0,,-51.0,78.0,104.0,182.0,6.0,,,176.0,-14.0,164.0,0.0,0.0,164.0,164.0,,162.286149,1.0,1.04,0.14,166.666073,0.97,1.01,0.13,
03/31/2007,1713.0,,-1443.0,,,270.0,,-150.0,,,120.0,-72.0,73.0,76.0,-3.0,-1.0,,0.0,48.0,-18.0,30.0,0.0,,,30.0,-12.0,18.0,0.0,0.0,18.0,18.0,,162.273453,0.11,0.11,0.11,166.681274,0.11,0.11,0.11,
06/30/2007,1990.0,,-1647.0,,,343.0,,-150.0,93.0,57.0,193.0,-61.0,73.0,77.0,-4.0,-7.0,,-5.0,132.0,-22.0,110.0,0.0,,,110.0,-19.0,91.0,0.0,0.0,91.0,91.0,,162.900139,0.56,0.54,0.4541,167.182198,0.54,0.53,0.4463,
09/30/2007,2153.0,,-1785.0,,,368.0,,-153.0,,,215.0,-77.0,77.0,79.0,-2.0,-5.0,,5.0,138.0,-22.0,116.0,,,,116.0,-23.0,93.0,0.0,0.0,93.0,93.0,,161.238846,0.58,0.58,0.6,165.217102,0.56,0.56,0.58,
12/31/2007,1871.0,,-1596.0,,,275.0,,-161.0,100.0,61.0,114.0,-231.0,81.0,86.0,-5.0,1.0,,149.0,-117.0,462.0,345.0,0.0,,,345.0,-19.0,326.0,0.0,0.0,326.0,326.0,,158.876567,2.05,2.05,0.01,162.741499,2.0,2.0,0.01,
03/31/2008,1863.0,,-1554.0,,,309.0,,-155.0,,,154.0,-80.0,74.0,77.0,-3.0,4.0,,2.0,74.0,-26.0,48.0,0.0,,,48.0,-21.0,27.0,0.0,0.0,27.0,27.0,,159.187317,0.17,0.17,0.18,162.776276,0.17,0.17,0.18,
06/30/2008,2196.0,,-1789.0,,,407.0,,-161.0,105.0,56.0,246.0,-74.0,77.0,79.0,-2.0,1.0,,-1.0,172.0,-42.0,130.0,,,,130.0,-31.0,99.0,0.0,0.0,99.0,99.0,,159.63167,0.62,0.62,0.624079,163.298467,0.61,0.61,0.61,
09/30/2008,2369.0,,-1938.0,,,431.0,0.0,-158.0,102.0,56.0,273.0,-83.0,73.0,76.0,-3.0,5.0,-2.0,5.0,190.0,-45.0,143.0,0.0,,,143.0,-29.0,114.0,0.0,0.0,114.0,114.0,,160.006745,0.71,0.71,0.73,163.441406,0.7,0.7,0.72,
12/31/2008,1877.0,,-1600.0,,,277.0,0.0,-138.0,87.0,51.0,139.0,-131.0,67.0,70.0,-3.0,15.0,,48.0,8.0,1.0,9.0,0.0,,,9.0,-23.0,-14.0,0.0,0.0,-14.0,-14.0,11.0,159.527322,-0.09,-0.09,-0.02,162.204888,-0.09,-0.09,-0.02,
03/31/2009,1684.0,1684.0,-1392.0,1392.0,47.0,292.0,0.0,-137.0,89.0,1.0,155.0,-63.0,59.0,61.0,-2.0,4.0,-5.0,0.0,92.0,-24.0,63.0,0.0,0.0,0.0,63.0,-23.0,40.0,0.0,0.0,40.0,45.65,5.65,158.491731,0.25,0.25,0.288028,161.28688,0.25,0.25,0.285031,
06/30/2009,2055.0,2055.0,-1676.0,1676.0,46.0,379.0,0.0,-136.0,90.0,0.0,243.0,-61.0,61.0,62.0,-1.0,,1.0,0.0,182.0,-44.0,139.0,0.0,0.0,0.0,139.0,-34.0,105.0,0.0,0.0,105.0,105.35,0.35,158.920842,0.66,0.66,0.662909,161.728278,0.65,0.65,0.652164,
09/30/2009,2282.0,2282.0,-1868.0,1868.0,49.0,414.0,0.0,-183.0,95.0,39.0,231.0,-87.0,65.0,66.0,-1.0,-5.0,,27.0,144.0,-3.0,141.0,0.0,0.0,0.0,141.0,-33.0,108.0,0.0,0.0,108.0,130.35,22.35,159.208879,0.68,0.68,0.818736,162.120722,0.67,0.67,0.80786,
12/31/2009,1917.0,1917.0,-1615.0,1615.0,52.0,302.0,0.0,-211.0,107.0,52.0,91.0,-50.0,56.0,58.0,-2.0,-5.0,2.0,-1.0,41.0,64.0,107.0,0.0,0.0,0.0,107.0,-26.0,81.0,0.0,0.0,81.0,47.0,-34.0,159.920777,0.51,0.51,0.293896,162.636437,0.5,0.5,0.293896,
03/31/2010,1777.0,1777.0,-1483.0,1483.0,44.0,294.0,0.0,-144.0,79.0,21.0,150.0,-44.0,46.0,47.0,-1.0,-2.0,,0.0,106.0,-39.0,67.0,0.0,0.0,0.0,67.0,-26.0,41.0,0.0,0.0,41.0,49.0,8.0,160.714929,0.26,0.26,0.304888,163.100074,0.25,0.25,0.29905,
06/30/2010,2010.0,2010.0,-1631.0,1631.0,44.0,379.0,0.0,-135.0,95.0,-4.0,244.0,-43.0,43.0,45.0,-2.0,,,0.0,201.0,-57.0,144.0,0.0,0.0,0.0,144.0,-32.0,112.0,0.0,0.0,112.0,109.0,-3.0,160.961879,0.7,0.7,0.677179,163.292749,0.69,0.69,0.671628,
09/30/2010,2205.0,2205.0,-1788.0,1788.0,40.0,417.0,0.0,-143.0,82.0,21.0,274.0,-66.0,52.0,55.0,-3.0,-2.0,,16.0,208.0,-47.0,161.0,0.0,0.0,0.0,161.0,-35.0,126.0,0.0,0.0,126.0,137.75,11.75,159.181133,0.79,0.79,0.865366,161.674329,0.78,0.78,0.852677,
12/31/2010,1949.0,1949.0,-1617.0,1617.0,44.0,332.0,0.0,-180.0,104.0,32.0,152.0,-53.0,53.0,56.0,-3.0,,3.0,0.0,99.0,-22.0,80.0,0.0,0.0,0.0,80.0,-35.0,45.0,0.0,0.0,45.0,68.0,23.0,156.782335,0.29,0.29,0.433722,160.04688,0.28,0.28,0.423708,
