Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
06/30/1998,24.459,7.367,11.895,0.0,5.838,-0.641,,0.0,-87.121002,-7.321,0.0,1.003,0.0,-30.679001,-1.716,-125.834,179.014999,-14.069,-8.209,-41.166,,242.459,0.0,0.0,77.639999,
09/30/1998,31.599001,8.8,15.312,0.0,3.557,3.93,,0.0,-292.885986,-12.799,0.0,-1.293,0.0,50.429001,-5.421,-261.970001,150.906998,-14.936,-9.458,175.490005,,,0.0,-0.189,-79.463997,
12/31/1998,2.35,18.4,14.222,0.0,4.878,-35.150002,,0.0,-100.009003,-17.079,0.0,15.073,0.0,-0.548,-2.756,-105.319,111.209999,-16.441999,-9.781,103.438004,,33.994999,0.0,0.0,8.241,
03/31/1999,22.279,13.318,15.418,0.0,4.203,-10.66,,0.0,-4.069,-15.752,0.0,-9.016,0.0,-71.573,-4.316,-104.726,81.183,-22.11,-4.421,107.714,107.714,0.0,0.0,0.0,-1.264,
06/30/1999,36.622,13.407,15.295,0.0,3.272,4.648,,0.0,-0.157,-13.088,0.0,-72.259,0.0,1.205,-3.616,-87.915,52.024,-21.796,-4.42,78.24,,0.0,0.0,0.0,0.731,
09/30/1999,38.069,13.865,15.903,0.0,3.173,5.128,,0.0,-0.692,-14.995,0.0,-1.118,0.0,-17.195,-2.262,-36.262,-3.092,-22.8,-4.74,24.448,,0.0,0.0,0.0,-1.285,
12/31/1999,42.606,88.421,14.958,0.0,-66.816,6.043,,106.904,-137.646,-37.938,0.0,82.393,0.0,-25.337,-7.158,-18.782,-6.694,-47.553,-4.557,45.416,,0.0,0.0,0.0,17.13,
03/31/2000,25.382,10.974,14.536,0.0,3.004,-3.132,,0.0,-0.586,-6.601,0.0,0.0,0.0,-0.217,-1.634,-9.038,-26.043,-23.277,-4.648,1.882,,0.0,0.0,0.0,-9.699,
06/30/2000,23.28,12.245,15.049,0.0,2.487,-6.501,,0.0,-0.87,-7.25,0.0,0.0,0.0,72.428,-3.806,60.502,-79.584,-25.286,-4.649,-49.649,,0.0,0.0,0.0,4.198,
09/30/2000,37.339,11.817,15.072,0.0,4.474,5.976,,0.0,-1.678,-14.549,0.0,0.0,0.0,2.04,-2.799,-16.986,-19.508,-19.585,-4.648,4.725,,0.0,0.0,0.0,0.845,
12/31/2000,35.219,21.893,17.023,0.0,6.243,-9.94,,0.0,-2.505,-22.321,0.0,0.0,0.0,-4.456,-3.113,-32.395,-2.35,-29.769,-5.013,32.817,,0.0,0.0,-0.385,0.474,
03/31/2001,21.563,11.25,16.112,0.0,2.635,-8.434,,0.0,-4.007,-10.474,0.0,0.0,0.0,0.479,-1.044,-15.046,-21.028,-23.435,-4.831,8.447,8.447,0.0,0.0,-1.209,-14.511,
06/30/2001,32.747,11.657,16.396,0.0,2.117,2.577,,0.0,-0.696,-12.078,0.0,0.0,0.0,1.62,-3.387,-14.541,-12.604,-30.16,-4.831,22.677,,0.0,0.0,-0.29,5.602,
09/30/2001,45.161,14.281,16.609,0.0,3.074,11.197,,0.0,-6.456,-10.805,0.0,0.0,0.0,-5.046,-3.803,-26.11,-18.533,-19.603,-5.013,6.851,,0.0,0.0,-0.768,0.518,
12/31/2001,41.035,40.535,16.899,0.0,-11.282,-5.117,,39.744,-3.73,-29.763,0.0,0.0,0.0,-2.439,-5.434,-1.622,-40.825,-27.946,-5.013,-7.281,,0.0,0.0,-0.585,-1.412,
03/31/2002,39.593,22.363,16.632,0.0,-7.683,8.281,,23.716,-0.753,-8.155,0.0,0.0,0.0,3.202,-2.407,15.603,-13.1,-22.214,-5.013,-37.449,-37.449,0.0,0.0,51.576,42.096,
06/30/2002,25.737,3.736,17.135,0.0,2.649,2.217,,0.101,-158.896,-10.674,0.0,0.0,0.0,14.339,-3.847,-158.977,124.279,-23.973,-5.013,154.687,,0.0,0.0,-1.422,-8.961,
09/30/2002,66.116,16.871,21.487,0.0,13.973,13.785,,0.0,-304.636,-14.943,0.0,-19.696,0.0,-349.27,-4.583,-693.128,630.572,-24.351,-5.196,672.657,,0.0,0.0,-12.538,3.56,
12/31/2002,74.779,38.412,22.513,0.0,-7.398,21.252,,,-31.541,-35.511,0.0,-8.837,0.0,-9.352,3.485,-81.756,-2.629,-33.789,-5.195,-383.55,,0.0,0.0,419.905,-9.606,
03/31/2003,79.687,24.62,23.356,,5.183,26.528,,18.26,-1.097,-32.479,,-7.771,,-69.667,-3.245,-95.999,68.507,-39.87,-5.195,110.93,110.93,2.874,,-0.232,52.195,
06/30/2003,15.132,33.77,23.454,0.0,-33.086,-9.006,,64.505,-1.284,-36.747,0.0,-5.01,0.0,20.092,-6.567,34.989,-76.162,-42.644,-5.196,-30.987,-30.987,5.056,0.0,-2.391,-26.041,
09/30/2003,86.395,41.799,72.176,0.0,-54.387,26.807,,112.803,-160.775,-119.583,0.0,-4.055,0.0,-47.033,-14.434,-233.077,112.388,-108.87,-12.458,229.133,,7.203,0.0,-2.62,-34.294,
12/31/2003,74.039,27.846,34.618,0.0,6.141,5.434,,14.241,,-72.85,0.0,3.351,0.0,-22.214,-3.639,-81.111,-23.42,-63.687,-2.358,43.331,,0.0,0.0,-0.706,-30.492,
03/31/2004,75.844,20.328,34.301,0.0,4.397,16.818,,0.0,-3.008,-59.887,0.0,0.0,0.0,-0.522,-5.71,-69.127,27.06,-43.301,-2.212,65.944,65.944,6.847,0.0,-0.218,33.777,
06/30/2004,5.809,19.326,35.311,0.0,-25.739,-23.089,,0.457,-30.244,-33.805,0.0,0.0,0.0,1.08,-5.729,-68.241,74.877,-40.981,-2.213,183.711,183.711,0.304,0.0,0.0,12.445,
09/30/2004,82.902,19.657,40.157,0.0,2.861,20.227,,0.0,-142.53,0.0,0.0,5.813,0.0,-7.423,-6.143,-150.283,18.788,-47.145,-2.213,73.536,,1.947,0.0,-7.337,-48.593,
12/31/2004,48.642,32.323,36.609,0.0,-4.771,-15.519,,46.173,-269.055,0.0,0.0,-5.813,0.0,31.311,-4.787,-202.171,187.658,-46.29,-2.356,237.056,,0.416,0.0,-1.168,34.129,
03/31/2005,60.053,20.498,39.278,0.0,-8.703,8.98,,6.945,-30.831,0.0,0.0,-0.154,0.0,-45.353,-7.825,-77.218,-1.861,-47.152,-2.358,47.726,47.726,0.0,0.0,-0.077,-19.026,
06/30/2005,31.786,11.313,56.626,0.0,-14.396,-21.757,,0.213,-23.944,0.0,0.0,0.154,0.0,70.297,-6.886,39.834,-50.93,-49.61,-2.357,1.483,,0.808,0.0,-1.254,20.69,
09/30/2005,93.139,10.338,59.961,0.0,-18.581,41.421,,0.0,-55.515,0.0,0.0,0.0,0.0,8.807,-11.241,-57.949,-40.751,-51.124,-4.801,11.802,,3.561,0.0,-0.189,-5.561,
12/31/2005,50.318,29.537,61.353,0.0,-22.618,-17.952,,0.0,-61.552,0.0,0.0,0.0,0.0,25.585,-0.648,-36.615,73.193,-54.192,-5.969,135.747,,0.228,0.0,-2.621,86.896,
03/31/2006,51.591,13.423,66.016,0.0,-19.833,-8.015,,0.155,-262.672,0.0,0.0,-9.772,0.0,21.328,-10.389,-261.35,121.454,-59.512,-5.97,-558.999,-558.999,746.835,0.0,-0.9,-88.305,
06/30/2006,32.66,31.642,61.28,0.0,-39.847,-20.415,,116.645,-78.474,0.0,0.0,-0.228,0.0,97.419,-1.106,134.256,-188.235,-87.432,-5.969,-94.936,,0.35,0.0,-0.248,-21.319,
09/30/2006,54.654,53.167,58.307,0.0,-56.467,-0.353,,121.138,-151.432,0.0,-30.123,0.0,0.0,19.691,-16.633,-57.359,19.263,-61.182,-5.971,91.8,,0.027,0.0,-5.411,16.558,
12/31/2006,72.945,154.13,60.674,0.0,-133.783,-8.076,,372.64,-330.325,0.0,-9.74,10.0,0.0,18.039,-2.897,57.717,76.726,-61.293,-6.197,144.487,,0.056,0.0,-0.327,207.388,
03/31/2007,56.294,6.083,59.365,0.0,-11.878,2.724,,5.768,-105.618,0.0,0.322,0.0,0.0,33.645,-11.224,-77.107,-200.677,-57.487,-6.122,-2.277,-2.277,0.533,-74.97,-60.354,-221.49,
06/30/2007,45.678,17.594,63.093,0.0,-14.667,-20.342,,8.782,-117.859,0.0,0.402,0.0,0.0,15.911,-11.889,-104.653,60.064,-61.367,-6.122,127.922,,0.0,0.0,-0.369,1.089,
09/30/2007,106.099,20.922,62.989,0.0,-10.941,33.129,,1.264,-210.656,0.0,0.188,0.0,0.0,180.308,-4.079,-32.975,-79.308,-67.536,-6.122,-5.015,,0.411,0.0,-1.046,-6.184,
12/31/2007,117.999,41.209,65.542,0.0,-27.004,38.252,,14.447,-609.667,0.0,0.41,0.0,0.0,5.774,-61.512,-650.548,574.972,-59.601,-6.356,640.883,,0.609,0.0,-0.563,42.423,
03/31/2008,34.996,95.064,65.746,0.0,-100.935,-24.879,,1.037,-127.159,0.0,0.192,0.0,0.0,-93.837,-25.006,-244.773,188.764,-67.305,-6.632,261.89,261.89,0.89,0.0,-0.079,-21.013,
06/30/2008,72.25,16.56,62.491,0.0,-8.858,2.057,,2.245,-199.565,0.0,0.615,0.0,0.0,0.9,-12.622,-208.427,125.724,-61.676,-2.441,195.042,,0.464,0.0,-5.665,-10.453,
09/30/2008,68.584,3.473,66.621,,-8.517,7.007,,,-129.559,0.0,0.0,0.0,0.0,64.073,-3.098,-68.584,-8.727,-70.331,-1.671,59.674,,7.581,0.0,-3.98,-8.727,
12/31/2008,76.117,50.952,104.709,0.0,-70.385,-9.159,,43.881,-78.98,0.0,0.629,0.0,0.0,9.239,-11.941,-37.172,-17.496,-75.322,0.0,165.042,,0.349,0.0,-107.565,21.449,
03/31/2009,21.573,14.016,67.396,,-30.009,-29.83,,2.48,-55.959,0.0,0.0,0.0,0.0,61.388,-10.151,-2.242,-6.324,-71.263,-0.393,98.487,98.487,0.0,0.0,-33.155,13.007,
06/30/2009,44.214,-21.736,67.165,,5.581,-6.796,,5.914,-41.377,0.0,0.638,0.0,0.0,16.273,-15.399,-33.951,-31.91,-9.719,,-52.935,-52.935,0.368,0.0,30.376,-21.647,
09/30/2009,7.948,142.838,64.619,,-155.697,-43.812,,333.715,-36.35,0.0,0.0,0.0,0.0,17.726,-5.907,309.184,-295.463,-5.855,0.0,-452.624,-452.624,0.0,0.0,163.016,21.669,
12/31/2009,47.155,-14.376,78.292,,2.825,-19.586,,75.341,-63.797,0.0,0.645,0.0,0.0,22.017,-4.841,29.365,-62.823,-8.828,0.0,-451.335,-451.335,398.3,0.0,-0.96,13.697,
03/31/2010,64.917,-6.357,61.906,,-8.777,18.145,,0.0,-67.191,0.0,0.0,0.0,0.0,26.529,-10.943,-51.605,-10.341,-9.119,0.0,4.763,4.763,0.0,0.0,-5.985,2.971,
06/30/2010,7.869,-0.44,63.362,,-7.812,-47.232,,0.814,,0.0,0.654,11.763,0.0,22.721,-8.116,27.836,464.787,-72.762,0.0,-658.807,-658.807,1203.617,0.0,-7.261,500.492,
09/30/2010,54.039,8.429,66.45,,-9.018,-11.822,,0.0,-63.266,0.0,0.0,0.0,0.0,16.882,-42.3,-88.684,-75.647,-72.046,0.0,10.82,10.82,0.0,0.0,-14.421,-110.292,
12/31/2010,73.61,23.558,68.534,,-5.858,-12.624,,0.0,-56.146,0.0,0.662,0.0,0.0,33.743,-7.978,-29.719,-84.672,-72.031,0.0,-15.614,-15.614,0.475,0.0,2.498,-40.781,
03/31/2011,41.548,0.034,68.003,0.4,-23.565,-3.324,,4.785,-35.995,0.0,0.0,0.0,0.0,-26.302,-15.831,-73.343,-225.825,-73.123,0.0,-121.215,-121.215,0.0,0.0,-31.487,-257.62,
06/30/2011,48.312,-19.216,69.349,1.117,16.621,-19.559,,0.09,-55.273,0.0,0.672,0.0,0.0,-55.422,-13.984,-123.917,-39.191,-72.279,0.0,52.179,52.179,0.32,0.0,-19.411,-114.796,
09/30/2011,90.625,12.941,71.48,0.858,-9.886,15.232,,1.38,-17.686,-34.932,0.1,0.0,0.0,124.866,-60.984,12.744,-37.178,-72.197,-11.398,50.261,50.261,0.049,0.0,-3.893,66.191,
12/31/2011,56.8,163.107,73.811,0.837,-149.961,-30.994,,10.705,-39.84,0.0,0.59,0.0,0.0,16.258,-15.283,-27.57,-101.402,-79.349,0.0,148.406,148.406,0.663,-1.278,-169.844,-72.172,
03/31/2012,86.221,-14.068,83.8,0.821,14.756,0.912,,23.18,-70.925,-16.292,0.099,-12.5,0.0,17.384,-12.433,-71.487,147.278,-81.644,-0.01,234.831,234.831,0.0,0.0,-5.899,162.012,
06/30/2012,47.189,133.354,78.553,0.761,-144.299,-21.18,,107.465,0.0,-16.292,0.59,0.0,,13.812,3.891,142.05,-277.029,-79.495,-0.005,-190.191,-190.191,0.425,-3.448,-4.315,-87.79,
09/30/2012,108.199,43.893,81.007,0.618,-32.44,15.121,,0.046,0.0,-24.846,0.099,0.0,0.0,139.345,-93.73,20.914,-208.6,-79.496,-0.056,-277.026,-277.026,176.1,0.0,-28.122,-79.487,
12/31/2012,112.032,174.247,91.684,1.129,-160.384,-23.607,,6.016,-990.926,-163.018,0.59,0.0,0.0,56.993,35.494,-1054.851,948.974,-85.55,-0.015,1053.947,1053.947,0.387,-3.923,-15.872,6.155,
03/31/2013,107.543,18.092,95.465,0.756,-6.916,0.146,,6.059,-470.0,-47.642,0.099,-13.33,0.0,78.553,-10.355,-456.616,352.094,-86.207,-1.022,448.82,448.82,0.0,0.0,-9.497,3.021,
06/30/2013,75.244,218.997,95.966,1.827,-214.755,-26.791,,309.0,-22.577,-50.389,0.59,0.0,0.0,99.529,-0.016,336.137,-433.252,-87.21,0.0,-511.952,-511.952,171.633,0.0,-5.723,-21.871,
09/30/2013,146.069,38.123,94.502,0.648,-28.292,41.088,,12.0,0.0,-82.403,32.017,0.0,0.0,352.424,41.489,354.937,-485.841,-87.725,0.0,-391.96,-391.96,0.046,0.0,-6.202,15.165,
12/31/2013,93.179,144.878,97.069,0.919,-131.36,-18.327,,89.018,-23.662,-29.931,0.0,0.0,0.0,-9.767,11.751,37.409,-122.981,-94.364,-0.044,-23.216,-23.216,0.611,0.0,-5.968,7.607,
03/31/2014,97.911,17.819,107.074,0.372,-12.667,-14.687,,24.514,0.0,-34.37,0.0,0.0,0.0,-6.965,-5.43,-22.251,-80.449,-95.342,-0.203,29.757,29.757,0.0,0.0,-14.661,-4.789,
06/30/2014,92.661,16.088,73.3,3.058,13.597,-13.382,,0.9,-15.233,-62.684,0.0,0.0,,-68.609,-6.922,-152.548,51.461,-95.858,-0.018,141.327,141.327,0.645,0.0,5.365,-8.426,
09/30/2014,106.334,35.914,118.608,0.022,-48.0,-0.21,,25.936,0.0,-65.071,0.0,3.169,,-127.306,-4.328,-167.6,63.245,-95.006,-0.015,162.117,162.117,0.0,,-3.851,1.979,
12/31/2014,103.8,1429.221,88.803,0.51,-1387.925,-26.809,,268.773,0.0,-90.005,4.825,-68.299,0.0,-52.763,24.077,86.608,-163.98,-59.841,0.0,18.665,18.665,0.0,-4.917,-117.887,26.428,
03/31/2015,162.13,24.611,122.418,1.33,-26.858,40.629,,1.44,-26.25,-94.012,0.452,0.0,0.0,-20.188,-11.462,-150.02,21.144,-111.462,0.0,141.102,141.102,0.0,0.0,-8.496,33.254,
06/30/2015,110.749,14.395,140.315,1.826,-24.978,-20.809,,0.0,0.0,-55.051,0.457,0.0,0.0,-245.853,-7.653,-308.1,189.516,-110.449,-0.189,304.482,304.482,0.745,0.0,-5.073,-7.835,
09/30/2015,140.772,33.597,99.948,0.61,12.073,-5.456,,10.215,0.0,-93.963,0.459,0.0,0.0,-4.122,-6.228,-93.639,-64.45,-110.491,-1.625,92.459,92.459,0.0,0.0,-44.793,-17.317,
12/31/2015,141.305,414.959,108.639,0.932,-371.097,-12.128,,635.243,0.0,-95.143,0.0,0.0,0.0,-50.383,-38.982,450.735,-598.539,-454.707,-0.235,258.415,258.415,0.767,-400.144,-2.635,-6.499,
03/31/2016,119.869,420.915,88.176,0.919,-393.92,3.779,,600.665,0.0,-66.206,0.932,0.0,0.0,-168.768,-8.208,358.415,-458.289,-452.225,-0.03,413.044,413.044,0.0,-400.018,-19.06,19.995,
06/30/2016,99.84,45.222,86.914,1.372,-15.232,-18.436,,95.059,0.0,-55.626,2.229,0.0,0.0,94.81,-10.103,126.369,-259.576,-109.386,0.0,253.125,253.125,0.834,-400.0,-4.149,-33.367,
09/30/2016,111.378,13.73,88.424,0.169,5.105,3.95,,0.992,0.0,-55.937,0.2,0.0,,81.08,-16.993,9.342,-109.677,-106.174,0.0,14.992,14.992,0.0,0.0,-18.495,11.043,
12/31/2016,98.447,37.128,91.844,1.126,0.289,-31.362,,27.559,0.0,-81.71,0.316,0.0,0.0,6.545,7.23,-40.06,-39.96,-111.523,0.0,72.074,72.074,0.863,0.0,-1.374,18.427,
03/31/2017,102.704,69.243,84.551,1.318,-44.777,-7.631,,167.649,0.0,-37.363,0.212,0.0,0.0,87.935,-11.267,207.166,-311.557,-110.621,-0.015,-63.927,-63.927,0.0,-132.55,-4.444,-1.687,
06/30/2017,87.523,26.638,84.665,2.04,-8.944,-16.876,,0.0,-0.018,-39.99,0.407,0.0,0.0,31.496,-8.286,-16.391,-76.005,-109.325,-0.07,84.508,84.508,0.986,-49.19,-2.914,-4.873,
09/30/2017,109.623,17.498,84.577,0.448,-4.975,12.075,,0.84,0.0,-47.83,0.009,0.0,0.0,26.389,-5.492,-26.084,-99.152,-108.787,-0.824,64.98,64.98,0.0,-39.688,-14.833,-15.613,
12/31/2017,86.539,32.751,87.482,0.508,-6.106,-28.096,,86.823,0.0,-76.967,6.445,0.0,0.0,4.606,-6.547,14.36,-79.555,-115.106,-0.011,124.711,124.711,0.882,0.0,-90.031,21.344,
03/31/2018,94.968,-33.573,81.524,1.354,25.275,20.388,,1.45,0.0,-54.21,0.202,0.0,0.0,377.343,-13.384,311.401,-381.622,-113.782,-0.065,-267.643,-267.643,0.0,0.0,-0.132,24.747,
06/30/2018,69.882,7.816,80.894,1.245,-0.714,-19.359,,25.613,0.0,-62.063,0.416,0.0,0.0,-4.293,-4.939,-45.266,-49.956,-112.963,-0.058,62.305,62.305,0.806,0.0,-0.046,-25.34,
09/30/2018,82.311,74.028,83.62,1.188,-57.533,-18.992,,55.966,0.0,-49.91,0.211,0.0,0.0,-10.774,-5.469,-9.976,-70.747,-112.698,-0.596,42.628,42.628,0.0,0.0,-0.081,1.588,
12/31/2018,97.15,11.749,88.644,0.876,14.189,-18.308,,2.847,0.0,-71.048,0.214,0.0,0.0,-6.872,-4.977,-79.836,-12.113,-114.191,-0.04,107.896,107.896,0.764,0.0,-6.542,5.201,
03/31/2019,98.84,7.824,83.233,1.826,-1.458,7.415,,1.015,0.0,-37.083,65.348,0.0,0.0,-21.654,-8.848,-1.222,-92.844,-114.396,-0.027,27.642,27.642,0.0,0.0,-6.063,4.774,
06/30/2019,66.238,15.734,84.138,2.007,-2.082,-33.559,,0.0,0.0,-37.22,0.221,0.0,0.0,16.016,-0.682,-21.665,-50.22,-130.157,-0.01,103.798,103.798,0.819,0.0,-24.67,-5.647,
09/30/2019,106.899,46.371,84.575,2.934,-12.64,-14.341,,0.23,0.0,-51.716,0.222,0.0,,92.081,-1.355,39.462,-187.521,-114.823,-0.014,-100.956,-100.956,0.0,0.0,28.272,-41.16,
12/31/2019,83.18,26.891,85.721,0.915,-14.717,-15.63,,4.275,0.0,-61.886,3.028,0.0,0.0,-72.997,-1.021,-128.601,52.369,-115.158,-0.016,169.01,169.01,0.7,0.0,-2.167,6.948,
03/31/2020,49.7,7.522,83.827,0.913,31.7,-74.262,,0.0,0.0,-28.251,0.0,0.0,0.0,-12.177,-0.981,-41.409,540.6,-114.672,-0.002,655.439,655.439,0.0,0.0,-0.165,548.891,
06/30/2020,-65.082,-25.116,81.924,27.777,19.535,-169.202,,0.331,0.0,-23.316,0.0,0.0,0.0,-44.097,-0.6,-67.682,-22.679,-15.865,-0.016,-7.751,-7.751,0.852,0.0,0.101,-155.443,
