Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,6612.0,6612.0,-5198.0,5198.0,1414.0,0.0,-589.0,589.0,589.0,,0.0,825.0,-70.0,,57.0,,,13.0,755.0,-235.0,520.0,0.0,0.0,0.0,520.0,0.0,520.0,0.0,0.0,520.0,520.0,0.0,274.9,1.89,1.89,1.89,279.3,1.86,1.86,1.86,
12/31/2011,6506.0,6506.0,-5070.0,5070.0,1436.0,0.0,-637.0,637.0,637.0,,0.0,799.0,-17.0,,53.0,,,-36.0,782.0,-232.0,550.0,2.0,2.0,0.0,548.0,0.0,548.0,0.0,0.0,548.0,550.0,0.0,257.9,2.124855,2.13261,2.13261,262.7,2.08603,2.093643,2.093643,
03/31/2012,6198.0,6198.0,-4841.0,4841.0,1357.0,0.0,-561.0,561.0,561.0,,0.0,796.0,-40.0,,53.0,,,-13.0,756.0,-250.0,506.0,0.0,0.0,0.0,506.0,0.0,506.0,0.0,0.0,506.0,506.0,0.0,253.1,2.0,2.0,2.0,258.0,1.96,1.96,1.96,
06/30/2012,6274.0,6274.0,-4920.0,4920.0,1354.0,0.0,-580.0,580.0,580.0,,0.0,774.0,-47.0,,52.0,,,-5.0,727.0,-247.0,480.0,0.0,0.0,0.0,480.0,0.0,480.0,0.0,0.0,480.0,480.0,0.0,250.8,1.91,1.91,1.91,254.7,1.88,1.88,1.88,
09/30/2012,6270.0,6270.0,-4962.0,4962.0,1308.0,0.0,-572.0,572.0,572.0,,0.0,736.0,-41.0,,53.0,,,-12.0,695.0,-236.0,459.0,0.0,0.0,0.0,459.0,0.0,459.0,0.0,0.0,459.0,459.0,0.0,247.2,1.86,1.86,1.86,252.1,1.82,1.82,1.82,
12/31/2012,6476.0,6476.0,-4915.0,4915.0,1561.0,0.0,-737.0,737.0,737.0,,0.0,824.0,-37.0,,54.0,,,-17.0,787.0,-254.0,533.0,0.0,0.0,0.0,533.0,0.0,533.0,0.0,0.0,533.0,533.0,0.0,243.2,2.191612,2.191612,2.191612,248.6,2.144006,2.144006,2.144006,
03/31/2013,6104.0,6104.0,-4787.0,4787.0,1317.0,0.0,-558.0,558.0,558.0,,0.0,759.0,-47.0,,53.0,,,-6.0,712.0,-223.0,489.0,0.0,0.0,0.0,489.0,0.0,489.0,0.0,0.0,489.0,489.0,0.0,236.4,2.07,2.07,2.07,241.0,2.03,2.03,2.03,
06/30/2013,6294.0,6294.0,-4906.0,4906.0,1388.0,0.0,-582.0,582.0,582.0,,0.0,806.0,-82.0,,60.0,,,22.0,724.0,-236.0,488.0,0.0,0.0,0.0,488.0,0.0,488.0,0.0,0.0,488.0,507.0,19.0,234.0,2.09,2.09,2.166667,237.5,2.05,2.05,2.13,
09/30/2013,6106.0,6106.0,-4761.0,4761.0,1345.0,0.0,-555.0,555.0,555.0,,0.0,790.0,-70.0,,70.0,,,0.0,720.0,-223.0,497.0,0.0,0.0,0.0,497.0,0.0,497.0,0.0,0.0,497.0,497.0,0.0,228.2,2.18,2.18,2.18,232.6,2.14,2.14,2.14,
12/31/2013,6157.0,6157.0,-4828.0,4828.0,1329.0,0.0,-561.0,561.0,561.0,,0.0,768.0,-61.0,,74.0,,,-13.0,707.0,-229.0,478.0,0.0,0.0,0.0,478.0,0.0,478.0,0.0,0.0,478.0,496.712,18.712,220.0,2.172727,2.172727,2.257782,224.6,2.128228,2.128228,2.211541,
03/31/2014,5848.0,5848.0,-4461.0,4461.0,1387.0,0.0,-542.0,542.0,542.0,,0.0,845.0,-59.0,,69.0,,,-10.0,786.0,-207.0,579.0,0.0,0.0,0.0,579.0,0.0,579.0,0.0,0.0,579.0,528.0,-51.0,216.3,2.68,2.68,2.441054,220.4,2.63,2.63,2.398603,
06/30/2014,6039.0,6039.0,-4629.0,4629.0,1410.0,0.0,-590.0,590.0,590.0,,0.0,820.0,-64.0,,70.0,,,-6.0,756.0,-245.0,511.0,0.0,0.0,0.0,511.0,0.0,511.0,0.0,0.0,511.0,511.0,0.0,212.4,2.41,2.41,2.41,215.2,2.37,2.37,2.37,
09/30/2014,5984.0,5984.0,-4635.0,4635.0,1349.0,0.0,-580.0,580.0,580.0,,0.0,769.0,-75.0,,69.0,,,6.0,694.0,-221.0,473.0,0.0,0.0,0.0,473.0,0.0,473.0,0.0,0.0,473.0,473.0,0.0,206.2,2.29,2.29,2.29,209.2,2.26,2.26,2.26,
12/31/2014,6108.0,6108.0,-4653.0,4653.0,1455.0,0.0,-693.0,693.0,693.0,,0.0,762.0,-61.0,,74.0,,,-13.0,701.0,-195.0,506.0,0.0,0.0,0.0,506.0,0.0,506.0,0.0,0.0,506.0,455.0,-51.0,200.4,2.52495,2.52495,2.270459,204.0,2.480392,2.480392,2.230392,
03/31/2015,5957.0,5957.0,-4542.0,4542.0,1415.0,0.0,-635.0,635.0,635.0,,0.0,780.0,-76.0,,76.0,,,0.0,704.0,-220.0,484.0,0.0,0.0,0.0,484.0,0.0,484.0,0.0,0.0,484.0,537.95,53.95,197.7,2.45,2.45,2.721042,200.5,2.41,2.41,2.679077,
06/30/2015,5896.0,5896.0,-4442.0,4442.0,1454.0,0.0,-641.0,641.0,641.0,,0.0,813.0,-77.0,,75.0,,,2.0,736.0,-205.0,531.0,0.0,0.0,0.0,531.0,0.0,531.0,0.0,0.0,531.0,583.65,52.65,191.8,2.77,2.77,3.043014,193.7,2.74,2.74,3.011812,
09/30/2015,5979.0,5979.0,-4522.0,4522.0,1457.0,0.0,-663.0,663.0,663.0,,0.0,794.0,-65.0,,75.0,,,-10.0,729.0,-213.0,516.0,0.0,0.0,0.0,516.0,0.0,516.0,0.0,0.0,516.0,579.05,63.05,185.8,2.78,2.78,3.116523,187.9,2.75,2.75,3.085551,
12/31/2015,5694.0,5694.0,-4378.0,4378.0,1316.0,0.0,-627.0,627.0,627.0,,0.0,689.0,-68.0,,75.0,,,-7.0,621.0,-162.0,459.0,0.0,0.0,0.0,459.0,0.0,459.0,0.0,0.0,459.0,455.55,-3.45,182.2,2.51921,2.51921,2.500274,184.4,2.489154,2.489154,2.470445,
03/31/2016,5956.0,5956.0,-4561.0,4561.0,1395.0,0.0,-656.0,656.0,656.0,,0.0,739.0,-63.0,,76.0,,,-13.0,676.0,-120.0,556.0,0.0,0.0,0.0,556.0,0.0,556.0,0.0,0.0,556.0,604.1,48.1,181.3,3.07,3.07,3.332046,183.4,3.03,3.03,3.292268,
06/30/2016,6000.0,6000.0,-4583.0,4583.0,1417.0,0.0,-620.0,620.0,620.0,,0.0,797.0,-67.0,,74.0,,,-7.0,730.0,-213.0,517.0,0.0,0.0,0.0,517.0,0.0,517.0,0.0,0.0,517.0,561.85,44.85,180.1,2.87,2.87,3.119656,181.5,2.85,2.85,3.097107,
09/30/2016,6155.0,6155.0,-4667.0,4667.0,1488.0,0.0,-662.0,662.0,662.0,,0.0,826.0,-57.0,,74.0,,,-17.0,769.0,-167.0,602.0,0.0,0.0,0.0,602.0,0.0,602.0,0.0,0.0,602.0,661.15,59.15,178.1,3.38,3.38,3.71224,179.6,3.35,3.35,3.679343,
12/31/2016,6595.0,6595.0,-4986.0,4986.0,1609.0,0.0,-694.0,694.0,694.0,,0.0,915.0,-409.0,,77.0,,,332.0,506.0,-138.0,368.0,0.0,0.0,0.0,368.0,0.0,368.0,0.0,0.0,368.0,805.9,437.9,176.1,2.089722,2.089722,4.576377,177.5,2.073239,2.073239,4.540282,
03/31/2017,6410.0,6410.0,-4850.0,4850.0,1560.0,0.0,-698.0,698.0,698.0,,0.0,862.0,-74.0,,75.0,,,-1.0,788.0,-138.0,650.0,0.0,0.0,0.0,650.0,0.0,650.0,0.0,0.0,650.0,624.1,-25.9,174.8,3.72,3.72,3.570366,176.1,3.69,3.69,3.542924,
06/30/2017,6473.0,6473.0,-4914.0,4914.0,1559.0,0.0,-686.0,686.0,686.0,,0.0,873.0,-61.0,,76.0,,,-15.0,812.0,-257.0,555.0,0.0,0.0,0.0,555.0,0.0,555.0,0.0,0.0,555.0,655.1,100.1,174.5,3.18,3.18,3.754155,175.5,3.16,3.16,3.73037,
09/30/2017,6569.0,6569.0,-5053.0,5053.0,1516.0,0.0,-679.0,679.0,679.0,,0.0,837.0,-55.0,,73.0,,,-18.0,782.0,-139.0,643.0,0.0,0.0,0.0,643.0,0.0,643.0,0.0,0.0,643.0,753.5,110.5,174.2,3.69,3.69,4.325488,175.3,3.67,3.67,4.300348,
12/31/2017,6692.0,6692.0,-5354.0,5354.0,1338.0,0.0,-682.0,682.0,682.0,,0.0,656.0,1193.0,,136.0,,,-1329.0,1849.0,-827.0,1022.0,0.0,0.0,0.0,1022.0,0.0,1022.0,0.0,0.0,1022.0,443.05,-578.95,174.1,5.87019,5.87019,2.544802,175.5,5.823362,5.823362,2.524501,
03/31/2018,6735.0,6735.0,-5176.0,5176.0,1559.0,0.0,-711.0,711.0,711.0,,0.0,848.0,151.0,,143.0,,,-294.0,999.0,-159.0,840.0,0.0,0.0,0.0,840.0,0.0,840.0,0.0,0.0,840.0,940.33,100.33,174.3,4.82,4.82,5.394894,175.4,4.82,4.82,5.392007,
06/30/2018,7119.0,7119.0,-5563.0,5563.0,1556.0,0.0,-739.0,739.0,739.0,,0.0,817.0,159.0,,144.0,,,-303.0,976.0,-187.0,789.0,0.0,0.0,0.0,789.0,0.0,789.0,0.0,0.0,789.0,897.23,108.23,174.5,4.52,4.52,5.141719,175.4,4.5,4.5,5.117047,
09/30/2018,8085.0,8085.0,-6096.0,6096.0,1989.0,0.0,-817.0,817.0,817.0,,0.0,1172.0,192.0,,133.0,,,-325.0,1364.0,-120.0,1244.0,0.0,0.0,0.0,1244.0,0.0,1244.0,0.0,0.0,1244.0,1383.04,139.04,174.1,7.15,7.15,7.94394,174.9,7.11,7.11,7.904969,
12/31/2018,8156.0,8156.0,-6469.0,6469.0,1687.0,0.0,-744.0,744.0,744.0,,0.0,943.0,-540.0,,142.0,,,398.0,403.0,-47.0,356.0,0.0,0.0,0.0,356.0,0.0,356.0,0.0,0.0,356.0,503.4,147.4,171.9,2.070971,2.070971,2.928447,172.8,2.060185,2.060185,2.913194,
03/31/2019,8189.0,8189.0,-6493.0,6493.0,1696.0,0.0,-760.0,760.0,760.0,,0.0,936.0,98.0,,138.0,,,-236.0,1034.0,-171.0,863.0,0.0,0.0,0.0,863.0,0.0,863.0,0.0,0.0,863.0,948.32,85.32,170.0,5.08,5.08,5.578353,170.7,5.06,5.06,5.559824,
06/30/2019,8456.0,8456.0,-6726.0,6726.0,1730.0,0.0,-784.0,784.0,784.0,,0.0,946.0,82.0,,137.0,,,-219.0,1028.0,-167.0,861.0,0.0,0.0,0.0,861.0,0.0,861.0,0.0,0.0,861.0,945.53,84.53,169.7,5.07,5.07,5.571774,170.3,5.06,5.06,5.556359,
09/30/2019,8475.0,8475.0,-6748.0,6748.0,1727.0,0.0,-776.0,776.0,776.0,,0.0,951.0,104.0,,123.0,,,-227.0,1055.0,-122.0,933.0,0.0,0.0,0.0,933.0,0.0,933.0,0.0,0.0,933.0,1036.49,103.49,169.1,5.52,5.52,6.12945,169.9,5.49,5.49,6.099123,
12/31/2019,8721.0,8721.0,-6615.0,6615.0,2106.0,0.0,-970.0,970.0,970.0,,0.0,1136.0,-1705.0,,130.0,,,1575.0,-569.0,160.0,-409.0,0.0,0.0,0.0,-409.0,0.0,-409.0,0.0,0.0,-409.0,675.66,1084.66,168.4,-2.428741,-2.428741,4.012233,169.1,-2.428741,-2.428741,3.98557,
03/31/2020,8620.0,8620.0,-6898.0,6898.0,1722.0,0.0,-788.0,788.0,788.0,,0.0,934.0,119.0,,125.0,,,-244.0,1053.0,-185.0,868.0,0.0,0.0,0.0,868.0,0.0,868.0,0.0,0.0,868.0,924.0,56.0,167.7,5.18,5.18,5.509839,168.4,5.15,5.15,5.482542,
06/30/2020,8884.0,8884.0,-7058.0,7058.0,1826.0,0.0,-832.0,832.0,832.0,,0.0,994.0,209.0,,154.0,,,-363.0,1203.0,-198.0,1005.0,0.0,0.0,0.0,1005.0,0.0,1005.0,0.0,0.0,1005.0,967.0,-38.0,166.9,6.02,6.02,5.793889,167.3,6.01,6.01,5.782863,
09/30/2020,8868.176,,,,1824.36116672,,,,,,,961.7,,,,,,,1120.833,,942.5,,,,,,942.5,,,942.5,942.4,,,5.634,5.634,5.641,,5.634,5.634,5.641,
12/31/2020,9095.529,,,,1976.36749641,,,,,,,984.8,,,,,,,1144.667,,954.0,,,,,,954.0,,,954.0,955.0,,,5.729,5.729,5.741,,5.729,5.729,5.741,
