Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/28/1995,196.117996,5.15,5.15,0.0,0.0,,,127.818001,,,,,3.848,,,,136.815994,52.422001,,,0.0,,6.88,,,,6.88,59.302001,,42.536999,42.536999,,,,0.0,,,,,21.838001,,,21.838001,64.375,11.82,,,,,5.288,,,,,5.288,17.108,81.483,0.0,43.923,,,0.0,,70.711998,114.634998,0.0,114.634998,196.117998,
08/27/1995,211.820999,4.54,4.54,0.0,0.0,,,140.996002,,,,,4.11,,,,149.645996,54.540001,,,0.0,,7.635,,,,7.635,62.175001,,45.589001,45.589001,,,,0.0,,,,,23.84,,,23.84,69.429001,10.0,,,,,5.717,,,,,5.717,15.717,85.146001,0.0,44.987999,,,0.0,,81.686996,126.674995,0.0,126.674995,211.820996,
11/26/1995,247.332993,2.618,2.618,0.0,0.0,,,167.716995,,,,,4.96,,,,175.294998,63.41,,,0.0,,8.628,,,,8.628,72.038,,61.317001,61.317001,,,,0.0,,,,,28.000999,,,28.000999,89.318001,14.25,,,,,6.288,,,,,6.288,20.538,109.856001,0.0,45.784,,,0.0,,91.693001,137.477001,0.0,137.477001,247.333002,
02/25/1996,235.809998,10.267,10.267,0.0,0.0,,,148.382996,,,,,1.63,,,,160.279999,66.635002,95.333,-28.698,0.0,,8.895,,,,8.895,75.530003,,39.025002,39.025002,,,,0.0,,,,,33.528,,,33.528,72.553001,5.0,,,,,6.811,,,,,6.811,11.811,84.364001,0.0,46.935001,,,0.0,,104.511002,151.446003,0.0,151.446003,235.810004,
05/26/1996,269.707001,9.487,9.487,0.0,0.0,,,179.065994,,,,,2.309,,,,190.862,68.785004,100.440002,-31.655001,0.0,,10.06,,,,10.06,78.845004,,62.062,62.062,,,,0.0,,,,,36.294003,,,36.294003,98.356003,0.0,,,,,7.444,,,,,7.444,7.444,105.800003,0.0,51.681999,,,0.0,,112.224998,163.906998,0.0,163.906998,269.707,
08/25/1996,291.514008,13.759,13.759,0.0,0.0,,,190.026993,,,,,2.346,,,,206.132004,74.441002,,,0.0,,10.941,,,,10.941,85.382002,,59.279999,59.279999,,,,0.0,,,,,44.600998,,,44.600998,103.880997,0.0,,,,,8.101,,,,,8.101,8.101,111.981997,0.0,52.202,,,0.0,,127.330002,179.532001,0.0,179.532001,291.513998,
11/24/1996,339.024994,13.646,13.646,0.0,0.0,,,225.160004,,,,,2.292,,,,241.098007,86.240997,,,0.0,,11.686,,,,11.686,97.926997,,86.544998,86.544998,,,,0.0,,,,,49.197998,,,49.197998,135.742996,0.0,,,,,8.811,,,,,8.811,8.811,144.553996,0.0,53.261002,,,0.0,,141.210007,194.471008,0.0,194.471008,339.025004,
03/01/1997,329.924988,38.764999,38.764999,0.0,0.0,,,187.184998,,,,,1.605,,,,227.554993,88.332001,130.468994,-42.137001,0.0,,14.038,,,,14.038,102.370001,,47.820999,47.820999,,,,0.0,,,,,58.055,,,58.055,105.875999,0.0,,,,,9.688,,,,,9.688,9.688,115.563999,0.0,54.834999,,,0.0,,159.526001,214.361,0.0,214.361,329.924999,
05/31/1997,390.557007,44.095001,44.095001,0.0,0.0,,,234.632996,,,,,3.01,,,,281.738007,94.305,140.496002,-46.191002,0.0,,14.514,,,,14.514,108.819,,90.422997,90.422997,,,,0.0,,,,,64.396004,,,64.396004,154.819,0.0,,,,,10.518,,,,,10.518,10.518,165.337,0.0,55.786999,,,0.0,,169.432999,225.219997,0.0,225.219997,390.556997,
08/30/1997,425.020996,49.161999,49.161999,0.0,0.0,,,257.71701,,,,,2.452,,,,309.330994,99.685997,150.233994,-50.548,0.0,,16.004,,,,16.004,115.689997,,93.490997,93.490997,,,,0.0,,,,,72.167007,,,72.167007,165.658005,0.0,,,,,11.37,,,,,11.37,11.37,177.028005,0.0,59.112999,,,0.0,,188.880005,247.993004,0.0,247.993004,425.021008,
11/29/1997,473.10199,40.397999,40.397999,0.0,0.0,,,303.92099,,,,,2.277,,,,346.596008,109.390999,164.671005,-55.279999,0.0,,17.115,,,,17.115,126.505999,,116.706001,116.706001,,,,0.0,,,,,75.549995,,,75.549995,192.255997,0.0,,,,,12.315,,,,,12.315,12.315,204.570996,0.0,60.708,,,0.0,,207.822998,268.530998,0.0,268.530998,473.101995,
03/01/1998,458.329987,53.279999,53.279999,0.0,0.0,,,270.356995,,,,,2.323,,,,325.959991,111.380997,168.843994,-57.463001,0.0,,20.989,,,,20.989,132.369997,,64.718002,64.718002,,,,0.0,,,,,85.625,,,85.625,150.343002,0.0,,,,,12.59,,,,,12.59,12.59,162.933002,0.0,62.729,,,0.0,,232.667999,295.396999,0.0,295.396999,458.330002,
05/30/1998,518.028992,57.212002,57.212002,0.0,0.0,,,316.54599,,,,,5.376,,,,379.134003,115.745003,178.410004,-62.665001,0.0,,23.15,,,,23.15,138.895002,,103.723,103.723,,,,0.0,,,,,86.612007,,,86.612007,190.335007,0.0,,,,,13.562,,,,,13.562,13.562,203.897007,0.0,68.473,,,0.0,,245.658997,314.131996,0.0,314.131996,518.029003,
08/29/1998,557.926025,58.908001,58.908001,0.0,0.0,,,342.524994,,,,,5.787,,,,407.220001,126.07,193.813995,-67.744003,0.0,,24.636,,,,24.636,150.705999,,109.505997,109.505997,,,,0.0,,,,,91.089005,,,91.089005,200.595001,0.0,,,,,14.38,,,,,14.38,14.38,214.975001,0.0,71.786003,,,0.0,,271.165009,342.951012,0.0,342.951012,557.926013,
11/28/1998,646.867981,74.550003,74.550003,0.0,0.0,,,401.748993,0.0,0.0,401.748993,0.0,7.517,,,,483.81601,137.251007,210.893005,-73.641998,0.0,,25.801001,0.0,,,25.801001,163.052008,,163.354004,163.354004,,,,0.0,,,,,95.013,,,95.013,258.367004,0.0,,,,,15.367,,,,,15.367,15.367,273.734004,0.0,77.315002,,,0.0,,295.815002,373.130005,0.0,373.130005,646.864009,
02/27/1999,633.14801,90.396004,90.396004,0.0,0.0,,,360.337006,0.0,0.0,360.337006,,4.546,,,,455.278992,150.438004,230.654999,-80.217003,0.0,,27.431,0.0,,,27.431,177.869003,,99.370003,99.370003,,,,0.0,,,,,106.334999,,,106.334999,205.705002,0.0,,,,,16.356001,,,,,16.356001,16.356001,222.061003,0.0,81.072998,,,0.0,,330.014008,411.087006,0.0,411.087006,633.148008,
05/29/1999,724.64801,123.758003,123.758003,0.0,0.0,,,415.075989,0.0,0.0,415.075989,0.0,6.392,,,,545.226013,150.591003,237.688004,-87.097,0.0,,28.830999,0.0,,,28.830999,179.422003,,150.253006,150.253006,,,,0.0,,,,,123.404984,,,123.404984,273.65799,0.0,,,,,17.291,,,,,17.291,17.291,290.94899,0.0,85.801003,,,0.0,,347.890991,433.691994,0.0,433.691994,724.640984,
08/28/1999,770.085,130.845,130.845,0.0,0.0,,,439.535,0.0,0.0,439.535004,0.0,7.545,,,,577.925,160.457,254.875,-94.417999,0.0,,31.703,0.0,,,31.703,192.16,,151.558,151.558,,,,0.0,,,,,131.115,,,131.115,282.673,0.0,,,,,18.177,,,,,18.177,18.177,300.85,0.0,88.09,,,0.0,381.145,0.0,469.235,0.0,469.235,770.085,
11/27/1999,875.365,107.635,107.635,0.0,0.0,,,522.433,0.0,0.0,522.432983,0.0,9.749,,,,639.817,202.362,304.949005,-102.586998,0.0,,33.186,0.0,,,33.186,235.548,,201.997,201.997,,,,0.0,,,,,144.988,,,144.988,346.985,0.0,,,,,19.067,,,,,19.067,19.067,366.052,0.0,96.462,,,0.0,412.851,0.0,509.313,0.0,509.313,875.365,
02/26/2000,865.799988,144.031006,144.031006,0.0,0.0,,,470.433014,0.0,0.0,470.433014,0.0,32.903999,,,,647.367981,208.910995,320.752991,-111.842003,0.0,,9.521,0.0,0.0,0.0,9.521,218.431995,,145.113998,145.113998,,,,0.0,0.0,0.0,0.0,,141.668991,,,141.668991,286.78299,0.0,0.0,0.0,0.0,,19.972,,,,,19.972,19.972,306.75499,0.0,97.802002,,,0.0,,461.243011,559.045013,0.0,559.045013,865.800003,
05/27/2000,954.619019,136.386993,136.386993,0.0,0.0,,,548.018005,0.0,0.0,548.018005,0.0,42.063999,,,,726.468994,218.018997,339.789001,-121.769997,0.0,,10.131,,,,10.131,228.149997,,188.218002,188.218002,,,,0.0,,,,,144.638992,,,144.638992,332.856995,0.0,,,,,20.788,,,,,20.788,20.788,353.644995,0.0,116.366997,,,0.0,,484.606995,600.973991,0.0,600.973991,954.618986,
08/26/2000,1037.526978,147.699997,147.699997,0.0,0.0,,,594.60199,0.0,0.0,594.60199,0.0,38.634998,,,,780.937012,245.686005,378.218994,-132.533005,0.0,,10.904,,,,10.904,256.590005,,214.25,214.25,,,,0.0,,,,,153.048004,,,153.048004,367.298004,0.0,,,,,21.615999,,,,,21.615999,21.615999,388.914003,0.0,120.428001,,,0.0,,528.184998,648.612999,0.0,648.612999,1037.527002,
11/25/2000,1166.47998,140.860992,140.860992,0.0,0.0,,,687.143005,0.0,0.0,687.143005,0.0,38.886002,,,,866.890015,288.149994,,,0.0,,11.44,,,,11.44,299.589993,,270.045013,270.045013,,,,0.0,,,,,148.906982,,,148.906982,418.951996,0.0,,,,,22.450001,,,,,22.450001,22.450001,441.401997,0.0,156.227997,,,0.0,,568.849976,725.077972,0.0,725.077972,1166.479969,
03/03/2001,1195.724976,239.328003,239.328003,0.0,0.0,,,606.703979,0.0,0.0,606.703979,0.0,39.681,,,,885.713013,302.656006,461.14801,-158.492004,0.0,,7.356,,,,7.356,310.012006,,192.401001,192.401001,,,,0.0,,,,,160.787994,,,160.787994,353.188995,0.0,,,,,25.518,,,,,25.518,25.518,378.706995,0.0,183.852997,,,0.0,,633.164978,817.017975,0.0,817.017975,1195.72497,
06/02/2001,1337.790039,275.966003,275.966003,0.0,0.0,,,696.895996,0.0,0.0,696.895996,0.0,44.959999,,,,1017.822021,312.658997,,,0.0,,7.309,,,,7.309,319.967997,,260.121002,260.121002,,,,0.0,,,,,180.68399,,,180.68399,440.804993,0.0,,,,,27.992001,,,,,27.992001,27.992001,468.796993,0.0,205.820999,,,0.0,,663.171997,868.992996,0.0,868.992996,1337.789989,
09/01/2001,1448.727051,338.769989,338.769989,0.0,0.0,,,733.156982,0.0,0.0,733.156982,0.0,46.403,,,,1118.329956,322.705994,,,0.0,,7.691,,,,7.691,330.396994,,296.165985,296.165985,,,,0.0,,,,,188.46402,,,188.46402,484.630005,0.0,,,,,30.415001,,,,,30.415001,30.415001,515.045006,0.0,216.556,,,0.0,,717.125977,933.681976,0.0,933.681976,1448.726982,
12/01/2001,1585.204956,321.332001,321.332001,0.0,0.0,,,849.237976,0.0,0.0,849.237976,0.0,53.238998,,,,1223.80896,353.514008,,,0.0,,7.882,,,,7.882,361.396008,,346.264008,346.264008,,,,0.0,,,,,213.301971,,,213.301971,559.565979,0.0,,,,,32.834,,,,,32.834,32.834,592.399979,0.0,222.714996,,,0.0,,770.090027,992.805023,0.0,992.805023,1585.205002,
03/02/2002,1647.516968,429.496002,429.496002,0.0,0.0,,,753.971985,0.0,0.0,753.971985,0.0,43.249001,,,,1226.717041,361.740997,582.780029,-221.039001,51.909,,7.15,,,,7.15,420.799998,,270.916992,270.916992,,,,0.0,,,,,240.361023,,,240.361023,511.278015,0.0,,,,,41.889,,,,,41.889,41.889,553.167015,0.0,241.585999,,,0.0,,852.763977,1094.349976,0.0,1094.349976,1647.516991,
06/01/2002,1809.948975,380.434998,380.434998,0.0,0.0,,,850.041016,0.0,0.0,850.041016,0.0,50.935001,,,,1281.411011,357.914001,,,146.673004,,23.951,,,,23.951,528.538006,,329.316986,329.316986,,,,0.0,,,,,284.139984,,,284.139984,613.45697,0.0,,,,,45.231998,,,,,45.231998,45.231998,658.688969,0.0,252.197006,,,0.0,,899.062988,1151.259995,0.0,1151.259995,1809.948963,
08/31/2002,1879.659058,433.626007,333.626007,100.0,0.0,,,859.890991,0.0,0.0,859.890991,0.0,54.011002,,,,1347.527954,381.760986,,,126.426003,,23.944,,,,23.944,532.130989,,311.604004,311.604004,,,,0.0,,,,,282.856018,,,282.856018,594.460022,0.0,,,,,47.480999,,,,,47.480999,47.480999,641.941021,0.0,263.196014,,,0.0,,974.521973,1237.717987,0.0,1237.717987,1879.659008,
11/30/2002,2107.537109,443.031006,293.031006,150.0,0.0,,,989.073975,0.0,0.0,989.073975,0.0,73.621002,,,,1505.725952,428.876007,,,149.179993,,23.754999,,,,23.754999,601.810999,,427.324005,427.324005,,,,0.0,,,,,291.722015,,,291.722015,719.046021,0.0,,,,,48.999001,,,,,48.999001,48.999001,768.045021,0.0,289.858002,,,0.0,,1049.634033,1339.492035,0.0,1339.492035,2107.537056,
03/01/2003,2188.842041,616.596985,515.669983,100.927002,0.0,,,915.671021,0.0,0.0,915.671021,0.0,62.123001,,,,1594.390991,423.907013,719.770996,-295.864014,148.005005,,22.539,15.556,15.556,0.0,6.983,594.451017,,362.964996,362.964996,,,,0.0,,,,,317.206024,,,317.206024,680.171021,0.0,,,,,56.75,,,,,56.75,56.75,736.921021,0.0,296.977997,,,0.0,1154.942993,0.0,1451.92099,0.0,1451.92099,2188.84201,
05/31/2003,2309.970947,734.426994,683.744995,50.681999,0.0,,,926.906006,0.0,0.0,926.906006,0.0,72.476997,,,,1733.810059,412.882996,,,140.755997,,22.521999,,,,22.521999,576.160992,,379.23999,379.23999,,,,0.0,,,,,335.80304,,,335.80304,715.04303,0.0,,,,,60.395,,,,,60.395,60.395,775.43803,0.0,322.082001,,,0.0,1212.45105,0.0,1534.533051,0.0,1534.533051,2309.971081,
08/30/2003,2488.945068,682.649979,617.380981,65.268997,0.0,,,958.778015,0.0,0.0,958.778015,0.0,78.410004,,,,1719.838013,477.213013,,,119.847,,172.046997,145.932007,145.932007,0.0,26.11499,769.10701,,386.334991,386.334991,,,,0.0,,,,,380.03299,,,380.03299,766.367981,0.0,,,,,79.991997,,,,,79.991997,79.991997,846.359978,0.0,332.925995,,,0.0,1309.659058,0.0,1642.585052,0.0,1642.585052,2488.94503,
11/29/2003,2779.061035,704.389992,620.330994,84.058998,0.0,,,1167.008057,0.0,0.0,1167.008057,0.0,95.625,,,,1967.022949,506.063995,,,133.876007,,172.098007,145.932007,145.932007,0.0,26.166,812.03801,,529.440002,529.440002,,,,0.0,,,,,367.362,,,367.362,896.802002,0.0,,,,,82.316002,,,,,82.316002,82.316002,979.118004,0.0,389.778015,,,0.0,1410.165039,0.0,1799.943054,0.0,1799.943054,2779.061058,
02/28/2004,2865.022949,866.595016,825.015015,41.580002,0.0,,,1012.333984,0.0,0.0,1012.333984,0.0,90.357002,,,,1969.286011,516.164001,896.20697,-380.042999,210.787994,,168.785004,147.268997,147.268997,0.0,21.516006,895.737,,398.649994,398.649994,,,,0.0,,,,,370.884003,,,370.884003,769.533997,0.0,,,,,104.668999,,,,,104.668999,104.668999,874.202995,0.0,436.407013,,,0.0,1554.412964,0.0,1990.819977,0.0,1990.819977,2865.022972,
05/29/2004,2975.939941,814.782013,758.101013,56.681,0.0,,,1065.519043,0.0,0.0,1065.519043,0.0,106.491997,,,,1986.792969,516.583008,,,303.833008,,168.731003,147.268997,147.268997,0.0,21.462006,989.147018,,428.294006,428.294006,,,,0.0,,,,,356.48999,,,356.48999,784.783997,0.0,,,,,111.561996,,,,,111.561996,111.561996,896.345993,0.0,443.131989,,,0.0,1636.462036,0.0,2079.594025,0.0,2079.594025,2975.940018,
08/28/2004,3122.849121,951.848022,295.075012,656.77301,0.0,,,1052.812988,0.0,0.0,1052.812988,0.0,108.443001,,,,2113.104004,534.794983,,,305.832001,,169.117996,147.559006,147.559006,0.0,21.55899,1009.74498,,428.393005,428.393005,,,,0.0,,,,,376.049011,,,376.049011,804.442017,0.0,,,,,110.876999,,,,,110.876999,110.876999,915.319016,0.0,451.059998,,,0.0,1756.469971,0.0,2207.529968,0.0,2207.529968,3122.848984,
11/27/2004,3366.958984,968.776001,781.921997,186.854004,0.0,,,1213.785034,0.0,0.0,1213.785034,0.0,125.639,,,,2308.199951,558.495972,,,331.556,,168.707001,147.559006,147.559006,0.0,21.147995,1058.758972,,518.817017,518.817017,,,,0.0,,,,,366.205994,,,366.205994,885.02301,0.0,,,,,114.755997,,,,,114.755997,114.755997,999.779007,0.0,488.78299,,,0.0,1878.396973,0.0,2367.179962,0.0,2367.179962,3366.958969,
02/26/2005,3199.979,851.447,222.108,629.339,0.0,,,1152.028,0.0,0.0,1152.028,0.0,93.527,,,,2097.002,609.631,1086.638,-477.007,324.209,,169.137,147.559,147.559,0.0,21.578,1102.977,,450.525,450.525,,,,0.0,,,,,423.068,,,423.068,873.593,0.0,,,,,122.624,,,,,122.624,122.624,996.217,0.0,494.536,,,-350.151,2059.377,0.0,2203.762,0.0,2203.762,3199.979,
05/28/2005,3372.342041,876.510971,224.528,651.982971,,,,1238.975952,,,1238.975952,,108.943001,,,,2224.429932,616.315002,,,362.436005,,169.160995,147.559006,147.559006,0.0,21.60199,1147.912003,,481.949005,481.949005,,,,0.0,,,,,438.043976,,,438.043976,919.992981,0.0,,,,,132.046005,,,,,132.046005,132.046005,1052.038986,,544.887024,,,-350.151001,2158.280029,-32.713013,2320.30304,,2320.30304,3372.342026,
08/27/2005,3521.278076,999.872009,296.47699,703.39502,0.0,,,1238.875,0.0,0.0,1238.875,0.0,114.172997,,,,2352.919922,645.573975,,,353.515991,,169.268005,147.559006,147.559006,0.0,21.709,1168.357971,,503.056,503.056,,,,0.0,,,,,393.529999,,,393.529999,896.585999,0.0,,,,,131.701004,,,,,131.701004,131.701004,1028.287003,0.0,576.156982,,,-350.151001,2299.681885,-32.696899,2492.990967,0.0,2492.990967,3521.277969,
11/26/2005,3784.773926,941.031982,368.612,572.419983,,,,1424.72998,,,1424.72998,,147.576996,,,,2513.339111,696.682983,,,405.518005,,169.233994,147.559006,147.559006,0.0,21.674988,1271.434982,,604.716003,604.716003,,,,0.0,,,,,397.904968,,,397.904968,1002.620972,0.0,,,,,134.576004,,,,,134.576004,134.576004,1137.196976,,564.046021,,,-350.770996,2434.302002,0.0,2647.577026,,2647.577026,3784.774002,
02/25/2006,3382.14,651.81,247.697,404.113,,,,1301.72,,,1301.72,,118.415,,,,2071.945,738.742,1326.525,-587.783,393.862,,177.591,147.6,147.6,0.0,29.991,1310.195,,534.91,534.91,,,,0.0,,,,,454.636,,,454.636,989.546,0.0,,,,,130.144,,,,,130.144,130.144,1119.69,,578.621,,,-948.395,2632.224,0.0,2262.45,,2262.45,3382.14,
05/27/2006,3532.759,642.267,87.795,554.472,,,,1391.048,,,1391.048,,135.302,,,,2168.617,765.101,,,413.424,,185.617,,,,185.617,1364.142,,551.244,551.244,,,,0.0,,,,,459.317,,,459.317,1010.561,0.0,,,,,137.727,,,,,137.727,137.727,1148.288,,600.968,,,-949.152,2732.655,0.0,2384.471,,2384.471,3532.759,
08/26/2006,3710.769,817.247,167.994,649.253,,,,1421.922,,,1421.922,,143.854,,,,2383.023,801.438,,,332.98,,193.328,,,,193.328,1327.746,,592.21,592.21,,,,0.0,,,,,423.92,,,423.92,1016.13,0.0,,,,,145.419,,,,,145.419,145.419,1161.549,,620.28,,,-949.25,2878.19,0.0,2549.22,,2549.22,3710.769,
11/25/2006,3972.917,817.554,300.324,517.23,,,,1639.355,,,1639.355,,203.582,,,,2660.491,878.006,1561.306,-683.3,232.82,,201.6,,,,201.6,1312.426,,668.727,668.727,,,,0.0,,,,,423.737,,,423.737,1092.464,0.0,,,,,152.148,,,,,152.148,152.148,1244.612,,657.062,,,-949.383,3020.626,0.0,2728.305,,2728.305,3972.917,
03/03/2007,3959.304,988.262,213.381,774.881,0.0,,,1505.8,0.0,0.0,1505.8,0.0,204.552,,,,2698.614,929.507,1650.099,-720.592,102.692,,228.491,167.5,147.6,19.9,60.991,1260.69,,615.156,615.156,,,,0.0,,,,,529.917,,,529.917,1145.073,0.0,,,,,165.08,,,,,165.08,165.08,1310.153,0.0,740.307,,,-1249.397,3153.856,4.385,2649.151,0.0,2649.151,3959.304,
06/02/2007,3868.64,695.153,183.131,512.022,,,,1558.478,,,,,274.795,,,,2528.426,954.62,1712.02,-757.4,74.937,,310.657,,,,310.657,1340.214,,608.982,608.982,,,,,,,,,464.025,,,464.025,1073.007,,,,,,294.739,,,,,294.739,294.739,1367.746,,763.587,,,-1538.612,3271.605,4.314,2500.894,,2500.894,3868.64,
09/01/2007,3817.731,583.734,122.963,460.771,0.0,,,1602.677,0.0,0.0,1602.677,0.0,288.621,,,,2475.032,994.344,1789.544,-795.2,32.152,,316.203,,,,316.203,1342.699,,649.052,649.052,,,,0.0,,,,,456.979,,,456.979,1106.031,0.0,,,,,291.033,,,,,291.033,291.033,1397.064,0.0,775.533,,,-1777.723,3418.613,4.244,2420.667,0.0,2420.667,3817.731,
12/01/2007,3863.892,377.23,190.433,186.797,0.0,0.0,,1797.784,0.0,0.0,1797.784,0.0,314.8,,,,2489.814,1064.081,1900.881,-836.8,0.128,,309.869,,,,309.869,1374.078,,680.716,680.716,,,,0.0,,,,,435.688,,,435.688,1116.404,0.0,,,,,273.953,,,,,273.953,273.953,1390.357,0.0,793.715,,,-1881.092,3556.845,4.067,2473.535,0.0,2473.535,3863.892,
