Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2008,630.492,508.442,725.2,663.056,62.144,-216.758,122.05,-6.035,,,,108.045,20.04,-285.189,345.303,-396.636,,396.636,-51.333,-559.675,559.675,-611.008,126.512,,-484.496,0.0,,,-484.496,1.52,-482.976,-15.108,,-498.084,-498.084,,114.065,-4.37,-4.37,-1.18,114.206,-4.37,-4.37,-1.18,
03/31/2009,329.513,474.775,639.702,587.821,51.881,-164.927,-145.262,-62.507,0.0,-79.715,17.208,105.266,-188.021,-297.624,31.889,-1010.197,0.0,1010.197,-978.308,0.0,0.0,-978.308,151.727,,-826.581,0.0,0.0,0.0,-826.581,0.54,-826.041,-26.286,0.0,-852.327,-215.21865,637.10835,114.106,-7.47,-7.47,-1.886129,114.106,-7.47,-7.47,-1.886522,
06/30/2009,1106.424,493.688,637.696,589.868,47.828,-144.008,612.736,489.208,0.0,-41.144,530.352,107.914,15.614,-762.654,343.77,-419.469,0.0,419.469,-75.699,0.0,0.0,-75.699,23.761,,-51.938,0.0,0.0,0.0,-51.938,1.209,-50.729,-25.447,52.418,-23.758,-28.55405,-4.79605,115.908,-0.21,-0.21,-0.246351,115.908,-0.21,-0.21,-0.251378,
09/30/2009,742.92,472.18,631.802,592.566,39.236,-159.622,270.74,13.778,0.0,-56.42,70.198,104.261,152.701,-565.93,176.99,-434.707,0.0,434.707,-257.717,0.0,0.0,-257.717,100.046,,-157.671,0.0,0.0,0.0,-157.671,2.394,-155.277,-26.603,0.0,-181.88,-275.90445,-94.02445,127.581,-1.43,-1.43,-2.162583,127.581,-1.43,-1.43,-2.166978,
12/31/2009,522.776,456.889,606.126,576.702,29.424,-149.237,65.887,-53.576,0.0,-108.855,55.279,105.137,14.326,-390.719,132.057,-443.353,0.0,443.353,-311.296,0.0,0.0,-311.296,125.809,,-185.487,0.0,0.0,0.0,-185.487,1.423,-184.064,-24.633,32.215,-176.482,-174.2944,2.1876,139.859,-1.26,-1.26,-1.246215,139.859,-1.26,-1.26,-1.246215,
03/31/2010,562.91,455.3,580.135,547.014,33.121,-124.835,107.61,-22.445,0.0,-33.172,10.727,104.691,25.364,-265.565,297.345,-389.126,0.0,389.126,-91.781,0.0,0.0,-91.781,28.644,,-63.137,0.0,0.0,0.0,-63.137,2.927,-60.21,-26.311,0.0,-86.521,-86.521,0.0,151.073,-0.57,-0.57,-0.57,151.073,-0.57,-0.57,-0.57,
06/30/2010,522.759,413.346,583.738,550.263,33.475,-170.392,109.413,-9.849,0.0,-19.03,9.181,107.942,11.32,-228.663,294.096,-430.355,0.0,430.355,-136.259,0.0,0.0,-136.259,22.898,,-113.361,0.0,0.0,0.0,-113.361,0.368,-112.993,-25.342,3.107,-135.228,-135.228,0.0,161.81,-0.84,-0.84,-0.84,161.81,-0.84,-0.84,-0.84,
09/30/2010,562.075,451.875,581.934,551.753,30.181,-130.059,110.2,-25.066,0.0,-16.366,-8.7,106.213,29.053,-184.668,377.407,-456.044,0.0,456.044,-78.637,0.0,0.0,-78.637,31.18,,-47.457,0.0,0.0,0.0,-47.457,0.132,-47.325,-33.144,0.0,-80.469,-71.434,9.035,172.865,-0.47,-0.47,-0.413236,172.865,-0.47,-0.47,-0.417734,
12/31/2010,520.107,406.868,574.038,542.871,31.167,-167.17,113.239,-1.124,0.0,-11.725,10.601,103.077,11.286,-173.242,346.865,-443.356,0.0,443.356,-96.491,0.0,0.0,-96.491,24.097,0.0,-72.394,0.0,0.0,0.0,-72.394,0.194,-72.2,-38.087,0.0,-110.287,-110.287,0.0,178.098,-0.62,-0.62,-0.62,178.098,-0.62,-0.62,-0.62,
03/31/2011,557.999,423.856,552.392,521.0,31.392,-128.536,134.143,6.167,0.0,-2.267,8.434,98.982,28.994,-60.0,497.999,-408.375,0.0,408.375,89.624,0.0,0.0,89.624,-37.033,,52.591,0.0,0.0,0.0,52.591,0.226,52.817,-38.05,0.0,14.767,14.767,0.0,181.707,0.08,0.08,0.08,181.998,0.08,0.08,0.08,
06/30/2011,544.521,416.172,558.666,526.94,31.726,-142.494,128.349,3.363,0.0,-9.19,12.553,103.851,21.135,-1.33,543.191,-416.256,0.0,416.256,126.935,0.0,0.0,126.935,-54.325,,72.61,0.0,0.0,0.0,72.61,0.265,72.875,-43.837,0.0,29.038,29.038,0.0,182.472,0.16,0.16,0.16,182.728,0.16,0.16,0.16,
09/30/2011,591.637,470.595,554.396,523.615,30.781,-83.801,121.042,7.001,0.0,4.99,2.011,101.896,12.145,-14.553,577.084,-409.018,0.0,409.018,168.066,0.0,0.0,168.066,-59.348,,108.718,0.0,0.0,0.0,108.718,0.375,109.093,-43.928,0.0,65.165,65.165,0.0,182.676,0.35,0.35,0.35,182.858,0.35,0.35,0.35,
12/31/2011,560.212,457.666,535.231,504.309,30.922,-77.565,102.546,-5.408,0.0,-8.837,3.429,98.193,9.761,1.426,561.638,-424.99,0.0,424.99,136.648,0.0,0.0,136.648,-47.877,0.0,88.771,0.0,0.0,0.0,88.771,0.248,89.019,-44.599,0.0,44.42,44.42,0.0,182.703,0.24,0.24,0.24,182.823,0.24,0.24,0.24,
03/31/2012,549.298,437.478,518.877,486.422,32.455,-81.399,111.82,0.99,0.0,-0.344,1.334,97.305,13.525,-15.664,533.634,-392.372,0.0,392.372,141.262,0.0,0.0,141.262,-51.859,,89.403,0.0,0.0,0.0,89.403,0.273,89.676,-64.187,0.0,25.489,25.489,0.0,182.798,0.14,0.14,0.14,182.964,0.14,0.14,0.14,
06/30/2012,555.009,426.344,512.588,478.025,34.563,-86.244,128.665,-1.124,0.0,-1.682,0.558,105.967,23.822,-10.853,544.156,-401.656,0.0,401.656,142.5,0.0,0.0,142.5,-51.036,,91.464,0.0,0.0,0.0,91.464,0.273,91.737,-36.522,0.0,55.215,55.215,0.0,182.985,0.3,0.3,0.3,183.137,0.3,0.3,0.3,
09/30/2012,563.387,438.161,509.0,478.511,30.489,-70.839,125.226,3.199,0.0,2.993,0.206,106.846,15.181,1.889,565.276,-394.975,0.0,394.975,170.301,0.0,0.0,170.301,-60.704,,109.597,0.0,0.0,0.0,109.597,0.254,109.851,-47.529,0.0,62.322,62.322,0.0,183.237,0.34,0.34,0.34,183.383,0.34,0.34,0.34,
12/31/2012,484.116,429.957,498.257,468.006,30.251,-68.3,54.159,-71.301,0.0,-74.231,2.93,109.034,16.426,10.401,494.517,-407.014,0.0,407.014,87.503,0.0,0.0,87.503,-29.817,0.0,57.686,0.0,0.0,0.0,57.686,0.566,58.252,-22.647,0.0,35.605,36.188,0.583,183.3,0.19,0.19,0.197425,183.456,0.19,0.19,0.193178,
03/31/2013,539.334,418.115,484.748,458.872,25.876,-66.633,121.219,-1.945,0.0,-3.986,2.041,104.256,18.908,29.035,568.369,-397.348,0.0,397.348,171.021,0.0,0.0,171.021,-60.634,,110.387,0.0,0.0,0.0,110.387,0.336,110.723,-22.399,0.0,88.324,88.324,0.0,183.396,0.48,0.48,0.48,183.655,0.48,0.48,0.48,
06/30/2013,555.805,430.657,493.233,466.072,27.161,-62.576,125.148,0.622,0.0,-3.161,3.783,108.672,15.854,21.99,577.795,-451.678,0.0,451.678,126.117,0.0,0.0,126.117,-43.091,,83.026,0.0,0.0,0.0,83.026,0.0,83.026,-27.641,0.0,55.385,80.285,24.9,183.647,0.3,0.3,0.43717,184.062,0.3,0.3,0.435281,
09/30/2013,537.711,415.521,473.407,448.541,24.866,-57.886,122.19,-1.416,0.0,-4.322,2.906,106.262,17.344,5.573,543.284,-370.663,0.0,370.663,172.621,0.0,0.0,172.621,-61.107,,111.514,0.0,0.0,0.0,111.514,0.0,111.514,-27.507,125.7,209.707,209.707,0.0,184.112,1.13,1.13,1.13,184.742,1.12,1.12,1.12,
12/31/2013,400.885,432.035,490.017,464.478,25.539,-57.982,-31.15,-146.874,0.0,-148.043,1.169,103.828,11.896,30.538,431.423,-494.75,0.0,494.75,-63.327,0.0,0.0,-63.327,21.855,,-41.472,0.0,0.0,0.0,-41.472,0.0,-41.472,-17.965,0.0,-59.437,-9.70057,49.73643,184.209,-0.32,-0.32,-0.052661,184.209,-0.32,-0.32,-0.052661,
03/31/2014,554.784,416.471,467.574,439.48,28.094,-51.103,138.313,28.303,0.0,31.799,-3.496,99.622,10.388,0.61,555.394,-398.063,0.0,398.063,157.331,0.0,0.0,157.331,-56.121,,101.21,0.0,0.0,0.0,101.21,0.0,101.21,-25.02,0.0,76.19,79.8833,3.6933,184.44,0.41,0.41,0.433113,185.123,0.41,0.41,0.429951,
06/30/2014,541.133,416.284,463.192,438.69,24.502,-46.908,124.849,11.48,0.0,7.539,3.941,104.671,8.698,54.416,595.549,-406.027,0.0,406.027,189.522,0.0,0.0,189.522,-69.972,,119.55,0.0,0.0,0.0,119.55,0.0,119.55,-15.06,0.0,104.49,105.27975,0.78975,184.668,0.56,0.56,0.570103,185.286,0.56,0.56,0.564262,
09/30/2014,532.89,416.819,460.276,435.899,24.377,-43.457,116.071,-8.017,0.0,-13.461,5.444,110.137,13.951,54.643,587.533,-438.536,0.0,438.536,148.997,0.0,0.0,148.997,-53.109,,95.888,0.0,0.0,0.0,95.888,0.0,95.888,-16.761,0.0,79.127,111.19865,32.07165,196.687,0.4,0.4,0.565358,197.271,0.4,0.4,0.562577,
12/31/2014,559.826,430.43,461.96,436.997,24.963,-31.53,129.396,3.291,0.0,-2.014,5.305,107.566,18.539,-11.587,548.239,-422.666,0.0,422.666,125.573,0.0,0.0,125.573,-43.759,,81.814,0.0,0.0,0.0,81.814,0.0,81.814,-15.053,0.0,66.761,67.89655,1.13555,202.783,0.33,0.33,0.334824,203.278,0.33,0.33,0.334824,
03/31/2015,534.684,417.346,448.446,420.973,27.473,-31.1,117.338,7.527,0.0,3.114,4.413,99.517,10.294,1.494,536.178,-392.977,0.0,392.977,143.201,0.0,0.0,143.201,-51.176,,92.025,0.0,0.0,0.0,92.025,0.0,92.025,-16.746,0.0,75.279,77.24135,1.96235,202.603,0.37,0.37,0.381245,202.944,0.37,0.37,0.379669,
06/30/2015,419.022,423.704,455.236,426.427,28.809,-31.532,-4.682,-124.478,0.0,-133.597,9.119,104.76,15.036,-0.566,418.456,-398.997,0.0,398.997,19.459,0.0,0.0,19.459,-5.499,,13.96,0.0,0.0,0.0,13.96,0.0,13.96,-15.06,0.0,-1.1,-0.98235,0.11765,202.888,-0.01,-0.01,-0.004842,202.888,-0.01,-0.01,-0.00942,
09/30/2015,551.321,425.377,456.23,425.999,30.231,-30.853,125.944,8.646,0.0,3.577,5.069,106.388,10.91,-18.262,533.059,-391.28,0.0,391.28,141.779,0.0,0.0,141.779,-40.78,,100.999,0.0,0.0,0.0,100.999,0.0,100.999,-16.761,0.0,84.238,87.5491,3.3111,203.668,0.41,0.41,0.429862,204.155,0.41,0.41,0.426219,
12/31/2015,567.474,448.833,473.559,435.986,37.573,-24.726,118.641,6.989,0.0,0.046,6.943,106.648,5.004,-22.701,544.773,-397.353,0.0,397.353,147.42,0.0,0.0,147.42,-44.933,,102.487,0.0,0.0,0.0,102.487,0.0,102.487,-14.29,0.0,88.197,91.11745,2.92045,203.884,0.43,0.43,0.446908,204.277,0.43,0.43,0.444297,
03/31/2016,569.603,452.842,474.901,427.537,47.364,-22.059,116.761,2.56,0.0,-0.522,3.082,106.668,7.533,-42.145,527.458,-395.573,0.0,395.573,131.885,0.0,0.0,131.885,-41.448,,90.437,0.0,0.0,0.0,90.437,0.0,90.437,-11.66,0.0,78.777,81.8411,3.0641,203.967,0.38,0.38,0.401247,204.096,0.38,0.38,0.395013,
06/30/2016,590.566,464.849,486.952,439.307,47.645,-22.103,125.717,5.369,0.0,2.734,2.635,112.98,7.368,-34.492,556.074,-381.894,0.0,381.894,174.18,0.0,0.0,174.18,-60.231,,113.949,0.0,0.0,0.0,113.949,0.0,113.949,-13.543,-9.759,90.647,90.8771,0.2301,204.236,0.44,0.44,0.444961,204.536,0.44,0.44,0.441125,
09/30/2016,614.0,469.0,491.0,442.0,49.0,-22.0,145.0,14.0,0.0,8.0,6.0,120.0,11.0,-19.0,595.0,-403.0,0.0,403.0,192.0,0.0,0.0,192.0,-65.0,,127.0,0.0,0.0,0.0,127.0,0.0,127.0,-10.0,0.0,117.0,117.0,0.0,204.312,0.57,0.57,0.57,204.714,0.57,0.57,0.57,
12/31/2016,608.714,480.47,501.766,442.192,59.574,-21.296,128.244,9.238,0.0,-3.422,12.66,112.198,6.808,2.687,611.401,-404.515,0.0,404.515,206.886,0.0,0.0,206.886,-69.485,,137.401,0.0,0.0,0.0,137.401,0.0,137.401,-12.411,0.0,124.99,127.44635,2.45635,202.886,0.61,0.61,0.628167,205.446,0.6,0.6,0.611956,
03/31/2017,621.0,489.0,515.0,437.0,78.0,-26.0,132.0,12.0,0.0,5.0,7.0,108.0,12.0,-23.0,598.0,-414.0,0.0,414.0,184.0,0.0,0.0,184.0,-45.0,,139.0,0.0,0.0,0.0,139.0,0.0,139.0,-10.0,0.0,129.0,132.9,3.9,202.347,0.63,0.63,0.656793,210.405,0.61,0.61,0.628536,
06/30/2017,660.0,528.0,558.0,474.0,84.0,-30.0,132.0,8.0,0.0,2.0,6.0,115.0,9.0,-7.0,653.0,-405.0,0.0,405.0,248.0,0.0,0.0,248.0,-80.0,,168.0,0.0,0.0,0.0,168.0,0.0,168.0,-12.0,-2.0,154.0,154.65,0.65,201.822,0.76,0.76,0.766269,208.183,0.73,0.73,0.733122,
09/30/2017,661.0,522.0,557.0,473.0,84.0,-35.0,139.0,13.0,0.0,5.0,8.0,114.0,12.0,-5.0,656.0,-413.0,0.0,413.0,243.0,0.0,0.0,243.0,-83.0,,160.0,0.0,0.0,0.0,160.0,0.0,160.0,-8.0,0.0,152.0,153.3,1.3,200.332,0.75,0.75,0.76523,209.106,0.72,0.72,0.726217,
12/31/2017,665.0,526.0,562.0,482.0,80.0,-36.0,139.0,9.0,0.0,0.0,9.0,118.0,12.0,11.0,676.0,-417.0,0.0,417.0,259.0,0.0,0.0,259.0,-136.0,,123.0,0.0,0.0,0.0,123.0,0.0,123.0,-9.0,0.0,114.0,170.1,56.1,198.648,0.57,0.57,0.856289,209.681,0.54,0.54,0.807549,
03/31/2018,680.0,542.0,589.0,503.0,86.0,-47.0,138.0,8.0,0.0,,8.0,115.0,15.0,47.0,727.0,-419.0,0.0,419.0,308.0,0.0,0.0,308.0,-70.0,,238.0,0.0,0.0,0.0,238.0,0.0,238.0,-7.0,0.0,231.0,231.0,0.0,196.722,1.16,1.16,1.16,210.243,1.09,1.09,1.09,
06/30/2018,686.0,548.0,606.0,521.0,85.0,-58.0,138.0,8.0,0.0,1.0,7.0,118.0,12.0,-12.0,674.0,-421.0,0.0,421.0,253.0,0.0,0.0,253.0,-56.0,,197.0,0.0,0.0,0.0,197.0,0.0,197.0,-10.0,0.0,187.0,187.79,0.79,195.583,0.95,0.95,0.960155,209.247,0.89,0.89,0.893775,
09/30/2018,701.0,565.0,631.0,545.0,86.0,-66.0,136.0,13.0,0.0,-1.0,14.0,55.0,68.0,11.0,712.0,-420.0,0.0,420.0,292.0,0.0,0.0,292.0,-69.0,,223.0,0.0,0.0,0.0,223.0,0.0,223.0,-8.0,0.0,215.0,217.37,2.37,192.973,1.11,1.11,1.126427,205.765,1.04,1.04,1.051518,
12/31/2018,716.0,576.0,656.0,563.0,93.0,-80.0,140.0,11.0,0.0,2.0,9.0,119.0,10.0,-7.0,709.0,-419.0,0.0,419.0,290.0,0.0,0.0,290.0,-64.0,,226.0,0.0,0.0,0.0,226.0,0.0,226.0,-9.0,0.0,217.0,217.79,0.79,189.169,1.14,1.14,1.151299,199.048,1.08,1.08,1.083969,
03/31/2019,708.0,576.0,675.0,579.0,96.0,-99.0,132.0,18.0,0.0,1.0,17.0,57.0,57.0,-4.0,704.0,-430.0,0.0,430.0,274.0,0.0,0.0,274.0,-61.0,,213.0,0.0,0.0,0.0,213.0,0.0,213.0,-8.0,0.0,205.0,202.63,-2.37,184.767,1.1,1.1,1.096679,195.241,1.04,1.04,1.027861,
06/30/2019,701.0,569.0,684.0,589.0,95.0,-115.0,132.0,6.0,0.0,-3.0,9.0,121.0,5.0,-21.0,680.0,-424.0,0.0,424.0,256.0,0.0,0.0,256.0,-58.0,,198.0,0.0,0.0,0.0,198.0,0.0,198.0,-9.0,0.0,189.0,189.79,0.79,179.156,1.05,1.05,1.059356,189.098,0.99,0.99,0.994178,
09/30/2019,713.0,567.0,677.0,589.0,88.0,-110.0,146.0,25.0,0.0,2.0,23.0,61.0,60.0,-10.0,703.0,-415.0,0.0,415.0,288.0,0.0,0.0,288.0,-66.0,,222.0,0.0,0.0,0.0,222.0,0.0,222.0,-8.0,0.0,214.0,215.58,1.58,173.16,1.23,1.23,1.244976,181.87,1.17,1.17,1.178688,
12/31/2019,711.0,559.0,647.0,564.0,83.0,-88.0,152.0,21.0,0.0,2.0,19.0,58.0,73.0,-4.0,707.0,-472.0,0.0,472.0,235.0,0.0,0.0,235.0,-52.0,,183.0,0.0,0.0,0.0,183.0,0.0,183.0,-9.0,0.0,174.0,203.23,29.23,167.078,1.03,1.03,1.216378,178.718,0.97,0.97,1.133554,
03/31/2020,682.0,548.0,622.0,540.0,82.0,-74.0,134.0,18.0,0.0,-6.0,24.0,69.0,47.0,-258.0,424.0,-408.0,0.0,408.0,16.0,0.0,0.0,16.0,-2.0,,14.0,0.0,0.0,0.0,14.0,0.0,14.0,-8.0,0.0,6.0,-1.9,-7.9,164.143,0.04,0.04,-0.011575,172.998,0.04,0.04,-0.011575,
06/30/2020,680.0,563.0,595.0,515.0,80.0,-32.0,117.0,2.0,0.0,-4.0,6.0,67.0,48.0,-168.0,512.0,-430.0,0.0,430.0,82.0,0.0,0.0,82.0,-16.0,,66.0,0.0,0.0,0.0,66.0,0.0,66.0,-9.0,0.0,57.0,69.64,12.64,163.542,0.34,0.34,0.425823,164.425,0.34,0.34,0.416874,
09/30/2020,708.5,,,,,,,,,,,,,,,,,,199.0,,,169.072,,,128.936,,,,,,128.936,,,128.936,125.911,,,0.745,0.745,0.812,,0.745,0.745,0.812,
12/31/2020,721.714,,,,,,,,,,,,,,,,,,219.5,,,183.778,,,134.179,,,,,,134.179,,,134.179,138.139,,,0.811,0.811,0.836,,0.811,0.811,0.836,
