Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,3321.0,1775.0,2833.0,2302.0,531.0,-1058.0,1546.0,-49.0,,,,1425.0,170.0,-205.0,3116.0,-1464.0,0.0,1464.0,1652.0,0.0,0.0,1652.0,-509.0,,,,1143.0,0.0,,,1143.0,0.0,1143.0,0.0,0.0,1143.0,1143.0,,1816.0,0.63,0.63,0.63,1841.0,0.62,0.62,0.62,
03/31/2006,3329.0,1715.0,2891.0,2375.0,516.0,-1176.0,1614.0,0.0,,,,1383.0,231.0,-115.0,3214.0,-1500.0,0.0,1500.0,1714.0,0.0,0.0,1714.0,-561.0,,,,1153.0,0.0,,,1153.0,0.0,1153.0,0.0,0.0,1153.0,1153.0,,1801.0,0.64,0.64,0.64,1826.0,0.63,0.63,0.63,
06/30/2006,3441.0,1686.0,3018.0,2485.0,533.0,-1332.0,1755.0,3.0,,,,1573.0,179.0,-125.0,3316.0,-1519.0,0.0,1519.0,1797.0,-11.0,11.0,1786.0,-585.0,,,,1201.0,0.0,,,1201.0,0.0,1201.0,-17.0,0.0,1184.0,1184.0,7.0,1781.0,0.66,0.66,0.66,1805.0,0.66,0.66,0.66,
09/30/2006,3408.0,1660.0,3149.0,2609.0,540.0,-1489.0,1748.0,0.0,,,,1558.0,190.0,-135.0,3273.0,-1538.0,0.0,1538.0,1735.0,0.0,0.0,1735.0,-532.0,,,,1203.0,0.0,,,1203.0,0.0,1203.0,-16.0,0.0,1187.0,1187.0,,1771.0,0.67,0.67,0.67,1796.0,0.66,0.66,0.66,
12/31/2006,3357.0,1680.0,3205.0,2630.0,575.0,-1525.0,1677.0,11.0,,,,1505.0,161.0,-169.0,3188.0,-1590.0,0.0,1590.0,1598.0,30.0,-30.0,1628.0,-434.0,,,,1194.0,0.0,,,1194.0,0.0,1194.0,-15.0,0.0,1179.0,1179.0,,1761.0,0.67,0.67,0.66,1789.0,0.66,0.66,0.65,
03/31/2007,3345.0,1649.0,3187.0,2612.0,575.0,-1538.0,1696.0,1.0,,,,1536.0,159.0,-177.0,3168.0,-1545.0,0.0,1545.0,1623.0,0.0,0.0,1623.0,-493.0,,,,1130.0,0.0,,,1130.0,0.0,1130.0,-15.0,0.0,1115.0,1115.0,,1752.0,0.64,0.64,0.64,1780.0,0.63,0.63,0.63,
06/30/2007,3487.0,1632.0,3236.0,2650.0,586.0,-1604.0,1855.0,3.0,,,,1683.0,169.0,-191.0,3296.0,-1640.0,0.0,1640.0,1656.0,0.0,0.0,1656.0,-500.0,,,,1156.0,0.0,,,1156.0,0.0,1156.0,-15.0,0.0,1141.0,1141.0,,1736.0,0.66,0.66,0.66,1760.0,0.65,0.65,0.65,
09/30/2007,3511.0,1667.0,3334.0,2736.0,598.0,-1667.0,1844.0,7.0,,,,1687.0,150.0,-199.0,3312.0,-1628.0,0.0,1628.0,1684.0,-115.0,115.0,1569.0,-473.0,,,,1096.0,0.0,,,1096.0,0.0,1096.0,-15.0,0.0,1081.0,1081.0,75.0,1725.0,0.63,0.63,0.67,1745.0,0.62,0.62,0.66,
12/31/2007,3518.0,1741.0,3379.0,2766.0,613.0,-1638.0,1777.0,4.0,,,,1727.0,46.0,-225.0,3293.0,-1612.0,0.0,1612.0,1681.0,-322.0,322.0,1359.0,-417.0,,,,942.0,0.0,,,942.0,0.0,942.0,-15.0,0.0,927.0,927.0,,1726.0,0.54,0.54,0.66,1746.0,0.53,0.53,0.65,
03/31/2008,3847.0,1803.0,3205.0,2597.0,608.0,-1402.0,2044.0,-251.0,,,,1736.0,559.0,-485.0,3362.0,-1796.0,0.0,1796.0,1566.0,0.0,0.0,1566.0,-476.0,,,,1090.0,,,,1090.0,,1090.0,-12.0,0.0,1078.0,1078.0,,1731.0,0.62,0.62,0.62,1749.0,0.62,0.62,0.62,
06/30/2008,3844.0,1875.0,3015.0,2472.0,543.0,-1140.0,1969.0,14.0,,,,1842.0,113.0,-596.0,3248.0,-1818.0,0.0,1818.0,1430.0,-77.0,77.0,1353.0,-386.0,,,,967.0,0.0,,,967.0,-17.0,950.0,-22.0,-2.0,926.0,926.0,,1740.0,0.53,0.53,0.56,1755.0,0.53,0.53,0.56,
09/30/2008,3345.0,1933.0,3057.0,2527.0,530.0,-1124.0,1412.0,-411.0,,,,1815.0,8.0,-748.0,2597.0,-1813.0,0.0,1813.0,784.0,0.0,0.0,784.0,-198.0,,,,586.0,0.0,,,586.0,-10.0,576.0,-19.0,0.0,557.0,557.0,0.0,1743.0,0.32,0.32,0.32,1756.0,0.32,0.32,0.32,
12/31/2008,3584.0,2121.0,3141.0,2611.0,530.0,-1020.0,1463.0,-253.0,,,,1655.0,61.0,-1267.0,2317.0,-1960.0,0.0,1960.0,357.0,0.0,0.0,357.0,-27.0,,,,330.0,0.0,,,330.0,0.0,330.0,-89.0,0.0,241.0,241.0,,1754.0,0.15,0.15,0.15,1764.0,0.15,0.15,0.15,
03/31/2009,3835.0,2047.0,2867.0,2370.0,497.0,-820.0,1788.0,-198.0,0.0,-198.0,0.0,1817.0,169.0,-1318.0,2517.0,-1871.0,0.0,1871.0,646.0,0.0,0.0,646.0,-101.0,423.0,-322.0,,545.0,0.0,0.0,0.0,545.0,-16.0,529.0,-100.0,-10.0,419.0,419.0,0.0,1754.0,0.24,0.24,0.24,1760.0,0.24,0.24,0.24,
06/30/2009,4109.0,2054.0,2840.0,2367.0,473.0,-786.0,2055.0,-19.0,0.0,-19.0,0.0,1984.0,90.0,-1395.0,2714.0,-2129.0,0.0,2129.0,585.0,0.0,0.0,585.0,-100.0,346.0,-246.0,0.0,485.0,0.0,0.0,0.0,485.0,-14.0,471.0,-90.0,-160.0,221.0,300.95,79.95,1833.0,0.12,0.12,0.164184,1840.0,0.12,0.12,0.163451,
09/30/2009,4200.0,2107.0,2857.0,2396.0,461.0,-750.0,2093.0,-76.0,,-76.0,0.0,2001.0,168.0,-1456.0,2744.0,-2053.0,0.0,2053.0,691.0,0.0,0.0,691.0,-86.0,394.0,-308.0,,605.0,0.0,0.0,0.0,605.0,-2.0,603.0,-20.0,0.0,583.0,583.0,0.0,1908.0,0.31,0.31,0.31,1917.0,0.3,0.3,0.3,
12/31/2009,4326.0,2310.0,2974.0,2522.0,452.0,-664.0,2016.0,-158.0,0.0,-158.0,0.0,1929.0,245.0,-1388.0,2938.0,-2228.0,0.0,2228.0,710.0,0.0,0.0,710.0,-108.0,-223.0,331.0,,602.0,0.0,0.0,0.0,602.0,,602.0,-22.0,0.0,580.0,580.0,0.0,1908.0,0.3,0.3,0.3,1917.0,0.3,0.3,0.3,
03/31/2010,4270.0,2352.0,2993.0,2539.0,454.0,-641.0,1918.0,-34.0,0.0,-34.0,0.0,1817.0,135.0,-1310.0,2960.0,-2136.0,0.0,2136.0,824.0,0.0,0.0,824.0,-161.0,183.0,-22.0,,663.0,0.0,0.0,0.0,663.0,6.0,669.0,-19.0,-2.0,648.0,648.0,0.0,1910.0,0.34,0.34,0.34,1919.0,0.34,0.34,0.34,
06/30/2010,4467.0,2357.0,2995.0,2554.0,441.0,-638.0,2110.0,-21.0,,-21.0,0.0,1961.0,170.0,-1139.0,3328.0,-2377.0,0.0,2377.0,951.0,0.0,0.0,951.0,-199.0,333.0,-134.0,0.0,752.0,0.0,0.0,0.0,752.0,14.0,766.0,,0.0,766.0,766.0,0.0,1912.0,0.45,0.45,0.45,1921.0,0.45,0.45,0.45,
09/30/2010,4534.0,2424.0,3077.0,2606.0,471.0,-653.0,2110.0,-9.0,0.0,-9.0,0.0,1988.0,131.0,-995.0,3539.0,-2385.0,0.0,2385.0,1154.0,0.0,0.0,1154.0,-260.0,395.0,-135.0,,894.0,0.0,0.0,0.0,894.0,14.0,908.0,-33.0,-4.0,871.0,871.0,0.0,1913.0,0.46,0.46,0.46,1920.0,0.45,0.45,0.45,
12/31/2010,4668.0,2446.0,3093.0,2612.0,481.0,-647.0,2222.0,-14.0,0.0,-14.0,0.0,1941.0,295.0,-912.0,3756.0,-2485.0,0.0,2485.0,1271.0,0.0,0.0,1271.0,-315.0,394.0,-79.0,,956.0,0.0,0.0,0.0,956.0,18.0,974.0,-23.0,0.0,951.0,910.0,-41.0,1914.0,0.5,0.5,0.475444,1922.0,0.49,0.49,0.468668,
03/31/2011,4464.0,2452.0,3100.0,2609.0,491.0,-648.0,2012.0,-5.0,0.0,-5.0,0.0,1813.0,204.0,-755.0,3709.0,-2314.0,0.0,2314.0,1395.0,0.0,0.0,1395.0,-366.0,416.0,-50.0,,1029.0,0.0,0.0,0.0,1029.0,17.0,1046.0,-39.0,-4.0,1003.0,973.1,-29.9,1918.0,0.52,0.52,0.507351,1928.0,0.52,0.52,0.504492,
06/30/2011,4634.0,2488.0,3119.0,2626.0,493.0,-631.0,2146.0,-8.0,0.0,-8.0,0.0,1979.0,175.0,-572.0,4062.0,-2425.0,0.0,2425.0,1637.0,0.0,0.0,1637.0,-458.0,113.0,345.0,,1179.0,0.0,0.0,0.0,1179.0,24.0,1203.0,-30.0,-6.0,1167.0,1167.0,0.0,1921.0,0.61,0.61,0.61,1929.0,0.6,0.6,0.6,
09/30/2011,4737.0,2566.0,3200.0,2688.0,512.0,-634.0,2171.0,-9.0,0.0,-9.0,0.0,1994.0,186.0,-519.0,4218.0,-2476.0,0.0,2476.0,1742.0,0.0,0.0,1742.0,-490.0,535.0,-45.0,0.0,1252.0,0.0,0.0,0.0,1252.0,21.0,1273.0,-30.0,-6.0,1237.0,1237.0,0.0,1915.0,0.65,0.65,0.65,1922.0,0.64,0.64,0.64,
12/31/2011,5048.0,2617.0,3220.0,2696.0,524.0,-603.0,2431.0,-9.0,0.0,-9.0,0.0,1994.0,446.0,-497.0,4551.0,-2696.0,0.0,2696.0,1855.0,0.0,0.0,1855.0,-527.0,29.0,498.0,,1328.0,0.0,0.0,0.0,1328.0,22.0,1350.0,-30.0,-6.0,1314.0,1227.55,-86.45,1904.0,0.69,0.69,0.644722,1911.0,0.69,0.69,0.644722,
03/31/2012,4873.0,2634.0,3232.0,2699.0,533.0,-598.0,2239.0,0.0,0.0,,0.0,2038.0,201.0,-481.0,4392.0,-2560.0,0.0,2560.0,1832.0,0.0,0.0,1832.0,-527.0,454.0,73.0,,1305.0,0.0,0.0,0.0,1305.0,33.0,1338.0,-46.0,-7.0,1285.0,1285.0,0.0,1901.0,0.68,0.68,0.68,1910.0,0.67,0.67,0.67,
06/30/2012,5013.0,2658.0,3228.0,2691.0,537.0,-570.0,2355.0,-19.0,,-19.0,0.0,2177.0,197.0,-470.0,4543.0,-2601.0,0.0,2601.0,1942.0,0.0,0.0,1942.0,-564.0,663.0,-99.0,,1378.0,0.0,0.0,0.0,1378.0,37.0,1415.0,-64.0,-6.0,1345.0,1345.0,0.0,1888.0,0.71,0.71,0.71,1898.0,0.71,0.71,0.71,
09/30/2012,5122.0,2726.0,3227.0,2713.0,514.0,-501.0,2396.0,1.0,,1.0,0.0,2202.0,193.0,-488.0,4634.0,-2609.0,,2609.0,2025.0,0.0,0.0,2025.0,-593.0,538.0,55.0,,1432.0,0.0,0.0,0.0,1432.0,42.0,1474.0,-64.0,-6.0,1404.0,1404.0,0.0,1886.0,0.74,0.74,0.74,1897.0,0.74,0.74,0.74,
12/31/2012,5056.0,2727.0,3196.0,2706.0,490.0,-469.0,2329.0,3.0,0.0,3.0,0.0,2174.0,152.0,-443.0,4613.0,-2686.0,0.0,2686.0,1927.0,0.0,0.0,1927.0,-552.0,532.0,20.0,,1375.0,0.0,0.0,0.0,1375.0,45.0,1420.0,-71.0,0.0,1349.0,1401.0,52.0,1872.0,0.72,0.72,0.748397,1880.0,0.72,0.72,0.74766,
03/31/2013,4818.0,2653.0,3111.0,2629.0,482.0,-458.0,2165.0,5.0,0.0,5.0,0.0,2022.0,138.0,-403.0,4415.0,-2470.0,0.0,2470.0,1945.0,0.0,0.0,1945.0,-558.0,548.0,10.0,,1387.0,0.0,0.0,0.0,1387.0,41.0,1428.0,-64.0,-6.0,1358.0,1358.0,0.0,1858.0,0.73,0.73,0.73,1867.0,0.73,0.73,0.73,
06/30/2013,4892.0,2616.0,3038.0,2592.0,446.0,-422.0,2276.0,6.0,0.0,6.0,0.0,2111.0,159.0,-362.0,4530.0,-2557.0,0.0,2557.0,1973.0,0.0,0.0,1973.0,-529.0,645.0,-116.0,0.0,1444.0,0.0,0.0,0.0,1444.0,40.0,1484.0,-64.0,-15.0,1405.0,1405.0,0.0,1843.0,0.76,0.76,0.76,1853.0,0.76,0.76,0.76,
09/30/2013,4835.0,2658.0,3068.0,2602.0,466.0,-410.0,2177.0,-3.0,0.0,-3.0,0.0,2065.0,115.0,-298.0,4537.0,-2565.0,0.0,2565.0,1972.0,0.0,0.0,1972.0,-542.0,474.0,68.0,0.0,1430.0,0.0,0.0,0.0,1430.0,38.0,1468.0,-61.0,-7.0,1400.0,1400.0,0.0,1832.0,0.76,0.76,0.76,1843.0,0.76,0.76,0.76,
12/31/2013,4833.0,2677.0,3068.0,2628.0,440.0,-391.0,2156.0,1.0,0.0,1.0,0.0,1998.0,157.0,-277.0,4556.0,-2682.0,0.0,2682.0,1874.0,0.0,0.0,1874.0,-403.0,434.0,-31.0,,1471.0,0.0,0.0,0.0,1471.0,-15.0,1456.0,-67.0,0.0,1389.0,1389.0,0.0,1821.0,0.76,0.76,0.76,1832.0,0.76,0.76,0.76,
03/31/2014,4758.0,2650.0,3022.0,2554.0,468.0,-372.0,2108.0,5.0,0.0,5.0,0.0,1927.0,176.0,-306.0,4452.0,-2544.0,0.0,2544.0,1908.0,0.0,0.0,1908.0,-496.0,573.0,-77.0,,1412.0,0.0,0.0,0.0,1412.0,-15.0,1397.0,-60.0,-6.0,1331.0,1331.0,0.0,1818.0,0.73,0.73,0.73,1828.0,0.73,0.73,0.73,
06/30/2014,5133.0,2689.0,3047.0,2562.0,485.0,-358.0,2444.0,0.0,0.0,,0.0,2075.0,369.0,-324.0,4809.0,-2753.0,0.0,2753.0,2056.0,0.0,0.0,2056.0,-547.0,505.0,42.0,,1509.0,0.0,0.0,0.0,1509.0,-14.0,1495.0,-61.0,-7.0,1427.0,1696.1,269.1,1811.0,0.79,0.79,0.936554,1821.0,0.78,0.78,0.927776,
09/30/2014,4934.0,2692.0,3057.0,2545.0,512.0,-365.0,2242.0,-3.0,0.0,-3.0,0.0,2068.0,177.0,-311.0,4623.0,-2614.0,0.0,2614.0,2009.0,0.0,0.0,2009.0,-523.0,524.0,-1.0,,1486.0,0.0,0.0,0.0,1486.0,-15.0,1471.0,-60.0,-6.0,1405.0,1405.0,0.0,1798.0,0.78,0.78,0.78,1807.0,0.78,0.78,0.78,
12/31/2014,5114.0,2744.0,3102.0,2573.0,529.0,-358.0,2370.0,1.0,0.0,1.0,0.0,2051.0,318.0,-288.0,4826.0,-2804.0,0.0,2804.0,2022.0,0.0,0.0,2022.0,-521.0,617.0,-96.0,,1501.0,0.0,0.0,0.0,1501.0,-13.0,1488.0,-68.0,0.0,1420.0,1454.45,34.45,1787.0,0.79,0.79,0.813906,1796.0,0.79,0.79,0.809182,
