Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,4607.618,4607.618,-1908.567,1908.567,2699.051,0.0,-2024.932,1495.931,502.108,26.893,674.119,-49.926,,44.979,,-38.227,,43.174,624.193,-121.639,502.554,0.0,0.0,0.0,502.554,-25.406,477.148,0.0,0.0,477.148,500.91,23.762,2066.136,0.23,0.23,0.242438,2258.278,0.21,0.21,0.220522,
06/30/2011,4845.338,4845.338,-1965.051,1965.051,2880.287,0.0,-2135.796,1575.689,538.891,21.216,744.491,19.867,,46.476,,-35.986,,-30.357,764.358,-172.731,591.627,0.0,0.0,0.0,591.627,-45.133,546.494,0.0,0.0,546.494,592.416,45.922,2060.748,0.27,0.27,0.287476,2266.465,0.24,0.24,0.260262,
09/30/2011,4980.201,4980.201,-1913.936,1913.936,3066.265,0.0,-2181.237,1612.914,548.021,20.302,885.028,-71.828,,44.322,,-32.293,,59.799,813.2,-171.086,642.114,0.0,0.0,0.0,642.114,-36.465,605.649,0.0,0.0,605.649,640.723792,35.074792,2054.007,0.29,0.29,0.311938,2207.099,0.27,0.27,0.285892,
12/31/2011,5574.431,5574.431,-2051.092,2051.092,3523.339,0.0,-2384.538,1794.848,560.767,28.923,1138.801,-91.282,,34.689,,-22.742,,79.335,1047.519,-174.929,872.59,0.0,0.0,0.0,872.59,-40.544,832.046,0.0,0.0,832.046,857.266,25.22,2041.587,0.41,0.41,0.419902,2182.933,0.38,0.38,0.391553,
03/31/2012,5094.378,5094.378,-1981.161,1981.161,3113.217,0.0,-2263.907,1650.197,587.817,25.893,849.31,-32.421,,18.183,,-29.452,,43.69,816.889,-190.91,625.979,0.0,0.0,0.0,625.979,-39.137,586.842,0.0,0.0,586.842,606.669,19.827,2067.828,0.28,0.28,0.293385,2201.933,0.27,0.27,0.279004,
06/30/2012,5311.0,5311.0,-1964.0,1964.0,3347.0,0.0,-2400.0,1717.0,655.0,28.0,947.0,-43.0,,18.0,,-26.0,,51.0,904.0,-214.0,690.0,0.0,0.0,0.0,690.0,-40.0,650.0,0.0,0.0,650.0,665.376,15.376,2096.0,0.31,0.31,0.31745,2208.0,0.29,0.29,0.296964,
09/30/2012,5278.0,5278.0,-1990.0,1990.0,3288.0,0.0,-2389.0,1709.0,653.0,27.0,899.0,-55.0,-4.0,21.0,-25.0,-29.0,,88.0,844.0,-185.0,659.0,0.0,0.0,0.0,659.0,-33.0,626.0,0.0,0.0,626.0,650.0,24.0,2104.0,0.3,0.3,0.308935,2210.0,0.28,0.28,0.29086,
12/31/2012,6030.0,6030.0,-2140.0,2140.0,3890.0,0.0,-2621.0,1928.0,663.0,30.0,1269.0,-30.0,-5.0,21.0,-26.0,-30.0,,65.0,1239.0,-327.0,912.0,0.0,0.0,0.0,912.0,-42.0,870.0,0.0,0.0,870.0,970.01,100.01,2105.0,0.41,0.41,0.460812,2201.0,0.39,0.39,0.435438,
03/31/2013,5387.0,5387.0,-2089.0,2089.0,3298.0,0.0,-2537.0,1713.0,676.0,148.0,761.0,-70.0,-5.0,21.0,-26.0,-33.0,,108.0,691.0,-76.0,615.0,0.0,0.0,0.0,615.0,-35.0,580.0,0.0,0.0,580.0,625.0,45.0,2102.0,0.28,0.28,0.297336,2189.0,0.26,0.26,0.280557,
06/30/2013,5614.0,5614.0,-2105.0,2105.0,3509.0,0.0,-2487.0,1785.0,695.0,7.0,1022.0,-56.0,5.0,31.0,-26.0,-34.0,,85.0,966.0,-216.0,750.0,0.0,0.0,0.0,750.0,-49.0,701.0,0.0,0.0,701.0,695.0,-6.0,2092.0,0.34,0.34,0.332218,2174.0,0.32,0.32,0.31724,
09/30/2013,5539.0,5539.0,-2097.0,2097.0,3442.0,0.0,-2535.0,1809.0,686.0,40.0,907.0,-87.0,31.0,58.0,-27.0,-26.0,,82.0,820.0,-181.0,639.0,0.0,0.0,0.0,639.0,-53.0,586.0,0.0,0.0,586.0,628.0,42.0,2069.0,0.28,0.28,0.303528,2165.0,0.27,0.27,0.2894,
12/31/2013,6682.0,6682.0,-2458.0,2458.0,4224.0,0.0,-2763.0,2029.0,705.0,29.0,1461.0,-73.0,-59.0,47.0,-106.0,-35.0,,167.0,1388.0,-298.0,1090.0,0.0,0.0,0.0,1090.0,-68.0,1022.0,0.0,0.0,1022.0,1042.3,20.3,2034.0,0.5,0.5,0.512439,2114.0,0.48,0.48,0.489603,
03/31/2014,5479.0,5479.0,-2132.0,2132.0,3347.0,0.0,-2702.0,1852.0,731.0,119.0,645.0,-74.0,7.0,34.0,-27.0,-36.0,,103.0,571.0,-139.0,432.0,0.0,0.0,0.0,432.0,-40.0,392.0,0.0,0.0,392.0,498.0,106.0,2029.0,0.19,0.19,0.245441,2076.0,0.19,0.19,0.24106,
06/30/2014,5880.0,5880.0,-2226.0,2226.0,3654.0,0.0,-2780.0,2010.0,740.0,30.0,874.0,-65.0,9.0,34.0,-25.0,-35.0,,91.0,809.0,-187.0,622.0,0.0,0.0,0.0,622.0,-33.0,589.0,0.0,0.0,589.0,638.0,49.0,2037.0,0.29,0.29,0.313206,2064.0,0.28,0.28,0.30374,
09/30/2014,6032.0,6032.0,-2289.0,2289.0,3743.0,0.0,-2796.0,1990.0,767.0,39.0,947.0,-114.0,16.0,40.0,-24.0,-29.0,,127.0,833.0,-206.0,627.0,0.0,0.0,0.0,627.0,-40.0,587.0,0.0,0.0,587.0,662.0,75.0,2032.0,0.29,0.29,0.325787,2057.0,0.28,0.28,0.316461,
12/31/2014,7048.0,7048.0,-2543.0,2543.0,4505.0,0.0,-2935.0,2131.0,752.0,52.0,1570.0,-21.0,16.0,39.0,-23.0,-24.0,,29.0,1549.0,-336.0,1213.0,0.0,0.0,0.0,1213.0,-66.0,1147.0,0.0,0.0,1147.0,1114.392,-32.608,2014.0,0.57,0.57,0.553323,2038.0,0.56,0.56,0.544,
03/31/2015,5613.0,5613.0,-2274.0,2274.0,3339.0,0.0,-2960.0,2037.0,788.0,135.0,379.0,-6.0,15.0,40.0,-25.0,-24.0,,15.0,373.0,-82.0,291.0,0.0,0.0,0.0,291.0,-39.0,252.0,0.0,0.0,252.0,379.9,127.9,1974.0,0.13,0.13,0.192452,1996.0,0.13,0.13,0.192452,
06/30/2015,5997.0,5997.0,-2410.0,2410.0,3587.0,0.0,-2907.0,2102.0,782.0,23.0,680.0,9.0,15.0,41.0,-26.0,-26.0,,2.0,689.0,-170.0,519.0,0.0,0.0,0.0,519.0,-32.0,487.0,0.0,0.0,487.0,611.75,124.75,1927.0,0.25,0.25,0.317462,1947.0,0.25,0.25,0.314073,
09/30/2015,6079.0,6079.0,-2374.0,2374.0,3705.0,0.0,-3015.0,2145.0,802.0,68.0,690.0,6.0,13.0,41.0,-28.0,-25.0,,6.0,696.0,-168.0,528.0,0.0,0.0,0.0,528.0,-48.0,480.0,0.0,0.0,480.0,561.6,81.6,1934.0,0.25,0.25,0.290383,1948.0,0.25,0.25,0.290383,
12/31/2015,7014.0,7014.0,-2654.0,2654.0,4360.0,0.0,-3267.0,2248.0,795.0,224.0,1093.0,30.0,15.0,42.0,-27.0,-19.0,,-26.0,1123.0,-290.0,833.0,0.0,0.0,0.0,833.0,-62.0,771.0,0.0,0.0,771.0,964.2,193.2,1941.0,0.4,0.4,0.496754,1957.0,0.39,0.39,0.488723,
03/31/2016,5475.0,5475.0,-2215.0,2215.0,3260.0,0.0,-2850.0,1987.0,814.0,49.0,410.0,-24.0,13.0,41.0,-28.0,-13.0,,24.0,386.0,-89.0,297.0,0.0,0.0,0.0,297.0,-29.0,268.0,0.0,0.0,268.0,334.25,66.25,1949.0,0.14,0.14,0.171498,1965.0,0.14,0.14,0.171498,
06/30/2016,6017.0,6017.0,-2281.0,2281.0,3736.0,0.0,-2854.0,2034.0,821.0,-1.0,882.0,-30.0,14.0,42.0,-28.0,-26.0,,42.0,852.0,-222.0,630.0,0.0,0.0,0.0,630.0,-49.0,581.0,0.0,0.0,581.0,621.25,40.25,1955.0,0.3,0.3,0.317775,1973.0,0.29,0.29,0.3104,
