Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,546.400024,,,-430.799988,,115.600037,,-86.699997,,,,,28.9,-21.800001,,35.200001,,,,,-13.4,7.099998,-0.9,,,6.2,-9.9,,,16.099998,0.0,16.1,-2.9,,13.2,13.2,,293.333336,0.045,0.011667,,293.333336,0.045,0.011667,0.011667,
09/30/1992,554.900024,,,-431.5,,123.400024,,-73.199997,,,,,50.200001,-24.400001,,38.200001,,,,,-13.8,25.8,-7.2,,,18.6,0.0,,,18.6,0.0,18.6,-3.6,,15.0,15.0,,281.25,0.053333,0.053333,,281.25,0.053333,0.053333,0.053333,
12/31/1992,776.799988,,,-592.799988,,184.0,,-76.400002,,,,,107.599998,-16.700001,,40.200001,,,0.0,,-23.5,90.899997,-26.9,,,64.0,0.0,,,63.999997,0.0,64.0,-5.1,,58.9,58.9,,276.198006,0.213333,0.213333,0.213333,276.198006,0.213333,0.213333,0.213333,
03/31/1993,750.799988,,,-544.700012,,206.099976,,-81.5,,,,,124.599998,69.5,,37.099998,,,0.0,,-106.599998,194.099998,-68.5,,,125.599998,0.0,,,125.599998,0.0,125.599998,-5.1,,120.499999,120.499999,,278.669998,0.426667,0.426667,,278.669998,0.426667,0.426667,0.426667,
06/30/1993,541.900024,,,-387.799988,,154.100037,,-82.400002,,,,,71.699997,-19.000002,,40.900002,,,0.0,,-21.9,52.699995,-16.6,,,36.099998,0.0,,,36.099995,0.0,36.099998,-2.2,,33.899998,33.899998,,297.01799,0.11,0.11,,297.01799,0.108333,0.11,0.11,
09/30/1993,371.0,,,-267.100006,,103.899994,,-52.400002,,,,,51.5,-17.6,,36.0,,,0.0,,-18.4,33.9,-27.0,,,6.9,-11.1,,,18.0,0.0,18.0,-2.2,,15.8,15.8,,310.902008,0.05,0.015,,310.902008,0.05,0.015,0.015,
12/31/1993,420.399994,,,-288.799988,,131.600006,,-72.199997,,,,,59.400002,-20.700002,,34.400002,,,0.0,,-13.7,38.7,-3.5,,,35.200001,-16.9,,,52.1,0.0,52.099998,-2.3,,49.799998,49.799998,,311.961,0.16,0.106667,0.106667,311.961,0.16,0.106667,0.106667,
03/31/1994,386.600006,,,-248.5,,138.100006,,-62.599998,,,,,75.5,-18.200001,,34.700001,,,0.0,,-16.5,57.299999,-16.700001,,,40.599998,-12.2,,,52.799998,0.0,52.799999,-2.2,,50.599999,50.599999,,312.719994,0.16,0.12,,312.719994,0.16,0.12,0.12,
06/30/1994,419.899994,,,-274.0,,145.899994,,-64.300003,,,,,81.599998,8.5,,32.400002,,,0.0,,-40.900002,90.099998,-32.200001,,,57.900002,-5.0,,,62.899998,0.0,62.900002,-2.2,,60.700001,60.700001,,314.271011,0.193333,0.176667,,314.661003,0.193333,0.176667,0.176667,
09/30/1994,467.299988,,,-335.399994,,131.899994,,-61.400002,,,,,70.5,-21.899999,,33.599998,,,0.0,,-11.7,48.600001,-16.4,,,32.200001,-23.4,,,55.600001,0.0,55.599998,-2.2,,53.399998,53.399998,,314.358009,0.17,0.096667,,314.358009,0.17,0.096667,0.096667,
12/31/1994,477.299988,,,-329.799988,,147.5,,-66.099998,,,,,81.400002,-30.799998,,39.099998,,,0.0,,-8.3,50.600004,-16.4,,,34.200001,-41.200001,,,75.400005,0.0,75.400002,-2.2,,73.200002,73.200002,,288.483009,0.253333,0.11,0.11,288.483009,0.253333,0.11,0.11,
03/31/1995,642.400024,,,-351.100006,,291.300018,,-125.5,,,,,165.800003,-32.900002,,67.300003,,,0.0,,-34.400002,132.900002,-49.700001,,,83.199997,-1005.699951,,,1088.899952,0.0,1088.900024,-2.1,,1086.800025,1086.800025,,281.759995,3.856667,0.286667,,282.35099,3.85,0.286667,0.286667,
06/30/1995,663.900024,,,-400.100006,,263.800018,,-127.5,,,,,136.300003,-54.900001,,63.700001,,,0.0,,-8.8,81.400002,1.9,,,83.300003,0.0,,,83.300002,0.0,83.300003,-3.4,,79.900003,79.900003,,305.216995,0.263333,0.263333,,313.553993,0.26,0.26,0.26,
09/30/1995,712.400024,,,-438.899994,,273.500031,,-126.5,,,,,147.0,-41.800001,,62.700001,,,0.0,,-20.9,105.199999,-36.700001,,,68.5,0.0,,,68.499998,0.0,68.5,-7.1,,61.4,61.4,,316.521011,0.193333,0.193333,,328.760994,0.193333,0.193333,0.193333,
12/31/1995,837.0,,,-510.600006,,326.399994,,-146.899994,,,,,179.5,-97.599997,,69.699997,,,0.0,,27.9,81.900003,-17.5,,,64.400002,-13.1,,,77.500003,0.0,77.5,-2.7,,74.8,74.8,,321.042,0.233333,0.193333,0.193333,321.042,0.233333,0.193333,0.193333,
03/31/1996,893.700012,,,-499.399994,,394.300018,,-149.300003,,,,,245.0,-79.100003,,80.300003,,,0.0,,-1.2,165.899997,-61.0,,,104.900002,0.0,,,104.899997,0.0,104.900002,-2.6,,102.300002,102.300002,,323.280006,0.32,0.32,0.32,335.736008,0.31,0.31,0.31,
06/30/1996,837.5,,,-493.899994,,343.600006,,-149.100006,,,,,194.5,-85.000001,,89.400002,,,0.0,,-4.4,109.499999,-29.1,,,80.400002,0.0,,,80.399998,0.0,80.400002,-2.6,,77.800002,77.800002,,324.744003,0.24,0.24,0.24,336.461998,0.24,0.24,0.24,
09/30/1996,842.200012,,,-509.299988,,332.900024,,-149.600006,,,,,183.300003,-79.700002,,91.400002,,,0.0,,-11.7,103.600001,-32.599998,,,71.0,0.0,,,71.000003,0.0,71.0,-2.6,,68.4,68.4,,324.825005,0.21,0.21,0.21,336.932991,0.21,0.21,0.21,
12/31/1996,957.799988,,,-561.5,,396.299988,,-178.899994,,,,,217.399994,-51.0,,91.900002,,,0.0,,-40.900002,166.399994,-60.400002,,,106.0,0.0,,,105.999992,0.0,106.0,-2.6,,103.4,103.4,,216.292008,0.48,0.48,0.48,227.955994,0.465,0.465,0.465,
03/31/1997,1928.6,,,-1425.6,,503.0,,-167.5,,,,,335.5,-50.6,107.0,107.0,,,0.0,,-56.4,284.9,-105.1,,,179.8,0.0,,,179.8,-1.2,178.6,-2.6,0.0,176.0,176.0,,823.208,0.215,0.215,0.215,858.148,0.21,0.21,0.21,
06/30/1997,1870.9,,,-1419.2,,451.7,,-195.6,,,,,256.1,-90.2,111.8,111.8,,,,,-21.6,165.9,-41.2,,,124.7,,,,124.7,-6.2,118.5,-2.6,,115.9,115.9,,822.846,0.14,0.14,0.14,856.992,0.14,0.14,0.14,
09/30/1997,2099.0,,,-1609.5,,489.5,,-213.7,,,,,275.8,-126.1,110.4,110.4,,,0.0,,15.7,149.7,-57.1,,,92.6,73.7,,,18.9,-5.2,13.7,-2.4,0.0,11.3,11.3,,823.642,0.015,0.105,0.105,858.31,0.015,0.1,0.1,
12/31/1997,2329.0,,,-1772.900024,,556.099976,,-287.299988,,,,,268.799988,-146.200001,,111.0,,,0.0,,35.200001,122.599987,-47.799999,,,74.800003,11.7,,,63.099988,-5.6,57.5,-2.2,,55.3,55.3,,321.18399,0.13,0.14,0.21,337.539001,0.13,0.14,0.21,
03/31/1998,1958.8,,,-1423.1,,535.7,,-267.5,,,,,268.2,-147.5,109.8,109.8,,,,,37.7,120.7,-45.5,,,75.2,4.8,,,70.4,-2.3,68.1,-2.2,,65.9,65.9,,417.347,0.16,0.17,0.17,439.031,0.16,0.17,0.17,
06/30/1998,1774.3,,,-1259.1,,515.2,,-275.2,,,,,240.0,-115.6,118.7,118.7,,,0.0,,-3.1,124.4,-42.3,,,82.1,0.0,,,82.1,-3.3,78.8,-1.6,0.0,77.2,77.2,,426.163,0.14,0.14,0.14,441.464,0.14,0.14,0.14,
09/30/1998,1886.8,,,-1377.2,,509.6,,-318.8,,,,,190.8,-117.9,118.9,118.9,,,0.0,,-1.0,72.9,-23.7,,,49.2,0.0,,,49.2,0.1,49.3,-1.9,0.0,47.4,47.4,,428.594,0.07,0.07,0.07,442.08,0.07,0.07,0.07,
12/31/1998,2038.400024,,,-1473.0,,565.400024,,-361.299988,,,,,204.100006,-239.700005,,137.100006,,,0.0,,102.599998,-35.599998,1.1,,,-34.5,14.3,,,-48.799999,15.1,-33.700001,-1.4,,-35.100001,-35.100001,,430.4375,-0.08,-0.08,0.14,434.404999,-0.08,-0.08,0.14,
03/31/1999,1944.1,,,-1398.5,,545.6,,-321.6,,,,,224.0,-123.4,133.9,133.9,,,0.0,,-10.5,100.6,-41.5,,,59.1,5.6,,,53.5,-0.6,52.9,-1.6,,51.3,51.3,,432.091,0.12,0.13,0.13,437.0,0.12,0.13,0.13,
06/30/1999,1993.0,,,-1435.9,,557.1,,-373.5,,,,,183.6,-112.6,117.1,117.1,,,0.0,,-4.5,71.0,-49.5,,,21.5,0.0,,,21.5,-3.4,18.1,-0.9,,17.2,17.2,,435.052,0.04,0.04,0.12,441.746,0.04,0.04,0.12,
09/30/1999,2207.2,,,-1666.9,,540.3,,-323.9,,,,,216.4,-145.0,158.0,158.0,,,0.0,,-13.0,71.4,-40.4,,,31.0,0.0,,,31.0,-2.9,28.1,-0.3,,27.8,27.8,,436.546,0.06,0.06,0.06,442.244,0.06,0.06,0.06,
12/31/1999,798.3,,,-574.3,,224.0,,44.9,,,,,268.9,-160.6,188.4,188.4,,,0.0,,-27.8,108.3,-29.8,,,78.5,-54.6,,,133.1,-10.8,122.3,0.0,,122.3,122.3,,440.779,0.27,0.27,0.08,440.779,0.27,0.27,0.08,
03/31/2000,1899.3,,,-1310.0,,589.3,,-204.2,,,,,385.1,-132.8,159.4,159.4,,,0.0,,-26.6,252.3,-100.3,,,152.0,39.2,,,112.8,-13.1,99.7,0.0,0.0,99.7,99.7,,442.884,0.22,0.31,0.31,448.105,0.22,0.31,0.31,
06/30/2000,2349.7,,,-1489.4,,860.3,,-251.9,,,,,608.4,-125.5,142.6,142.6,,,0.0,,-17.1,482.9,-182.6,,,300.3,-65.4,,,365.7,-13.9,351.8,0.0,0.0,351.8,351.8,,443.778,0.79,0.64,0.64,448.617,0.78,0.63,0.63,
09/30/2000,2329.4,,,-1667.3,,662.1,,-208.6,,,,,453.5,-151.1,167.1,167.1,,,0.0,,-16.0,302.4,-112.4,,,190.0,55.4,,,134.6,-13.5,121.1,0.0,0.0,121.1,121.1,,445.066,0.27,0.39,0.39,450.294,0.27,0.39,0.39,
12/31/2000,2725.9,,,-1687.5,,1038.4,,-204.0,,,,,834.4,-218.7,190.0,190.0,,,0.0,,28.7,615.7,-234.6,,,381.1,411.9,,,-30.8,-17.5,-48.3,0.0,0.0,-48.3,-48.3,,445.936,-0.1,0.83,1.01,450.264,-0.1,0.82,1.0,
03/31/2001,3209.4,,,-2189.4,,1020.0,,-253.9,,,,,766.1,-141.0,170.3,170.3,,,0.0,,-29.3,625.1,-232.9,,,392.2,167.7,,,224.5,-25.3,199.2,0.0,0.0,199.2,199.2,,479.09,0.42,0.77,0.78,483.31,0.41,0.76,0.77,
06/30/2001,2921.3,,,-2119.8,,801.5,,-220.9,,,,,580.6,-19.2,150.0,150.0,,,0.0,,-130.8,561.4,-210.9,,,350.5,-10.7,,,361.2,-21.7,339.5,0.0,0.0,339.5,339.5,,487.211,0.7,0.68,0.58,491.698,0.69,0.67,0.57,
09/30/2001,2727.3,,,-1814.8,,912.5,,-278.5,,,,,634.0,-235.1,167.4,167.4,,,0.0,,67.7,398.9,-182.8,,,216.1,-27.4,,,243.5,-22.2,221.3,0.0,0.0,221.3,221.3,,502.877,0.44,0.39,0.59,506.165,0.44,0.39,0.59,
12/31/2001,,,,,,,,-164.0,,,,,320.9,-413.3,194.5,194.5,,,0.0,,218.8,-92.4,17.0,,,-75.4,1150.8,,,-1226.2,-11.5,-1237.7,0.0,0.0,-1237.7,-1237.7,,496.935,-2.52,-0.22,0.12,500.567,-2.49,-0.21,0.13,
03/31/2002,1622.0,,,-816.700012,,805.299988,,-204.300003,,,,,601.0,-414.5,,205.399994,,,0.0,,209.100006,186.5,-73.0,,,113.5,-9.3,,,122.8,-15.1,107.699997,-69.699997,0.0,38.0,38.0,,519.223999,0.07,0.05,0.46,521.23999,0.07,0.05,0.46,
06/30/2002,747.1,,,-612.1,,135.0,,-196.7,,,,,-61.7,-415.0,247.4,247.4,,,0.0,,167.6,-476.7,156.4,,,-320.3,17.3,,,-337.6,-11.5,-349.1,-6.8,0.0,-355.9,-355.9,,520.427,-0.68,-0.65,-0.41,520.427,-0.68,-0.65,-0.41,
09/30/2002,719.2,,,-527.3,,191.9,,-202.2,,,,,-10.3,-220.9,334.3,334.3,,,0.0,,-113.4,-231.2,72.2,,,-159.0,122.9,,,-281.9,-12.2,-294.1,-6.8,0.0,-300.9,-300.9,,516.901,-0.58,-0.34,-0.47,516.901,-0.58,-0.34,-0.47,
12/31/2002,1702.699951,,,-1063.800049,,638.899902,,,,,,,638.900024,-359.0,,359.0,,,0.0,,,279.900024,,,,-106.0,94.599998,,,,-18.6,-219.199997,-6.8,0.0,-225.999997,-225.999997,,517.104004,-0.44,-0.26,0.15,517.104004,-0.44,-0.26,0.15,
03/31/2003,5360.2,,,-4847.7,,512.5,,-172.3,,,,,340.2,-406.1,360.7,360.7,,,0.0,,45.4,-65.9,24.3,,,-41.6,756.8,,,-798.4,-16.1,-814.5,-6.8,0.0,-821.3,-821.3,,517.652,-1.59,-0.13,0.04,517.652,-1.59,-0.13,0.04,
06/30/2003,3612.3,,,-3024.8,,587.5,,-137.2,,,,,450.3,-204.7,394.6,394.6,,,0.0,,-189.9,245.6,-125.9,,,119.7,-156.0,,,275.7,-6.0,269.7,-22.7,0.0,247.0,247.0,,518.09,0.48,0.18,-0.02,534.839,0.46,0.17,-0.02,
09/30/2003,4743.4,,,-4387.6,,355.8,,-89.1,,,,,266.7,-218.1,264.9,264.9,,,,,-46.8,48.6,-23.0,,,25.6,-86.3,,,111.9,-5.6,106.3,0.0,0.0,106.3,106.3,,518.292,0.21,0.04,0.04,524.711,0.2,0.04,0.04,
12/31/2003,3529.300049,,,-3183.699951,,345.600098,,,,,,,345.600006,,,,,,,,,,,,,-84.5,-30.799999,,,,,-53.700001,0.0,0.0,-53.700001,-53.700001,,518.502014,-0.1,-0.16,0.14,518.502014,-0.1,-0.16,0.14,
03/31/2004,3114.2,,,-2735.5,,378.7,,-117.4,,,,,261.3,-236.1,228.8,239.3,-10.5,,0.0,,7.3,25.2,-15.0,,,10.2,-4.5,,,14.7,-4.8,9.9,0.0,0.0,9.9,9.9,,519.485,0.02,0.01,0.02,525.752,0.02,0.01,0.02,
06/30/2004,3048.7,,,-2658.3,,390.4,,-110.2,,,,,280.2,-309.5,221.6,221.6,,,0.0,,87.9,-29.3,17.3,,,-12.0,0.2,,,-12.2,-6.0,-18.2,0.0,0.0,-18.2,-18.2,,521.698,-0.03,-0.03,0.12,521.698,-0.03,-0.03,0.12,
09/30/2004,3372.8,,,-2854.5,,518.3,,-87.9,,,,,430.4,-360.7,196.3,196.3,,,0.0,,164.4,69.7,-48.4,,,21.3,-82.5,,,103.8,-5.2,98.6,0.0,0.0,98.6,98.6,,523.111,0.19,0.03,0.26,529.525,0.19,0.03,0.26,
12/31/2004,2925.6,,,-2503.4,,422.2,,-108.2,,,,,314.0,-181.0,,170.5,,,0.0,,-36.8,180.3,-85.2,,,95.1,16.3,,,78.8,-5.4,73.4,0.0,0.0,73.4,73.4,,552.458,0.13,0.17,0.12,565.469,0.13,0.17,0.12,
03/31/2005,2954.0,,,-2390.3,,563.7,,-101.5,,,,,462.2,-125.3,163.6,163.6,,,0.0,,-38.3,336.9,-129.5,,,207.4,1.1,,,206.3,-5.2,201.1,0.0,0.0,201.1,201.1,,564.437,0.36,0.36,0.11,599.422,0.34,0.34,0.1,
06/30/2005,2871.2,,,-2491.6,,379.6,,-98.2,,,,,281.4,-194.2,163.2,163.2,,,0.0,,31.0,87.2,-41.7,,,45.5,-0.6,,,46.1,-4.8,41.3,0.0,0.0,41.3,41.3,,571.208,0.07,0.07,0.09,578.902,0.07,0.07,0.09,
09/30/2005,3082.3,,,-2826.2,,256.1,,-133.4,,,,,122.7,-112.8,164.2,164.2,,,0.0,,-51.4,9.9,2.6,,,12.5,1.3,,,11.2,-6.8,4.4,0.0,0.0,4.4,4.4,,572.543,0.01,0.01,0.14,580.735,0.01,0.01,0.14,
12/31/2005,3676.1,,,-3162.9,,513.2,,-208.4,,,,,304.8,-181.8,,173.5,,,0.0,,8.3,123.0,-45.3,,,77.7,2.0,,,75.7,-8.9,66.8,0.0,0.0,66.8,66.8,,573.37,0.12,0.12,0.33,609.11,0.11,0.11,0.31,
03/31/2006,3027.5,,,-2588.7,,438.8,,-80.5,,,,,358.3,-131.8,159.8,159.8,,,0.0,,-28.0,226.5,-88.3,,,138.2,-0.8,,,139.0,-7.1,131.9,0.0,0.0,131.9,131.9,,591.407,0.22,0.22,0.21,607.073,0.22,0.22,0.21,
06/30/2006,2219.9,,,-1776.8,,443.1,,-195.4,,,,,247.7,-293.9,175.9,175.9,,,0.0,,118.0,-46.2,-4.3,,,-50.5,17.2,,,-67.7,-8.3,-76.0,0.0,0.0,-76.0,-76.0,,595.561,-0.13,-0.1,0.21,595.561,-0.13,-0.1,0.21,
09/30/2006,2511.8,,,-2039.6,,472.2,,-148.0,,,,,324.2,-98.6,156.2,156.2,,,0.0,,-57.6,225.6,-100.6,,,125.0,6.7,,,118.3,-12.1,106.2,0.0,0.0,106.2,106.2,,596.199,0.18,0.19,0.294,609.062,0.18,0.19,0.292,
12/31/2006,1616.8,,,-1160.9,,455.9,,-127.7,,,,,328.2,-136.1,161.1,161.1,,,0.0,,-25.0,192.1,-17.8,,,174.3,14.9,,,159.4,-12.5,146.9,0.0,0.0,146.9,146.9,,597.045,0.25,0.23,0.27,622.812,0.24,0.22,0.26,
03/31/2007,2368.0,,,-1843.0,,525.0,,-124.0,102.0,,,22.0,401.0,-113.0,167.0,167.0,,,0.0,,-54.0,288.0,-104.0,,,184.0,36.0,,,148.0,-14.0,134.0,0.0,0.0,134.0,134.0,,598.031,0.22,0.28,0.3,611.47,0.22,0.28,0.3,
06/30/2007,2823.4,,,-2180.2,,643.2,,-131.2,,,,,512.0,-90.6,165.4,165.4,,,0.0,,-74.8,421.4,-152.1,,,269.3,-189.2,,,458.5,-25.4,433.1,0.0,0.0,433.1,433.1,,599.518,0.72,0.4,0.44,613.172,0.71,0.4,0.44,
09/30/2007,2860.1,,,-2221.3,,638.8,,-148.0,,,,,490.8,-74.4,161.6,161.6,,,0.0,,-87.2,416.4,-160.2,,,256.2,29.9,,,226.3,-28.3,198.0,0.0,0.0,198.0,198.0,,596.836,0.33,0.38,0.45,610.651,0.33,0.38,0.44,
12/31/2007,2433.9,,,-1762.7,,671.2,,-216.0,,,,,455.2,-119.6,,159.4,,,0.0,,-39.8,335.6,-106.8,,,228.8,-18.9,,,247.7,-22.7,225.0,0.0,0.0,225.0,225.0,,604.243,0.37,0.34,0.34,604.243,0.37,0.34,0.34,
03/31/2008,3204.0,,,-2353.0,,851.0,0.0,-36.0,112.0,,,-76.0,815.0,-97.0,,157.0,,,,,-60.0,718.0,-263.0,,,455.0,-84.0,,,539.0,-39.0,500.0,0.0,0.0,500.0,500.0,,585.518,0.85,0.71,0.71,598.627,0.84,0.7,0.7,
06/30/2008,3657.0,,,-2739.0,,918.0,0.0,-99.0,131.0,,,-32.0,819.0,-91.0,,145.0,,,,,-54.0,728.0,-257.0,,,471.0,-29.0,,,500.0,-63.0,437.0,0.0,0.0,437.0,437.0,0.0,583.4,0.75,0.71,0.71,596.187,0.73,0.69,0.69,
09/30/2008,3201.0,,,-2378.0,,823.0,0.0,-134.0,133.0,,,1.0,689.0,-79.0,,146.0,,,0.0,,-67.0,610.0,-199.0,,,411.0,-10.0,,,421.0,-55.0,366.0,0.0,0.0,366.0,366.0,0.0,577.448,0.63,0.62,0.62,589.138,0.62,0.61,0.61,
12/31/2008,2084.0,,,-1618.0,,466.0,0.0,-244.0,129.0,,,115.0,222.0,-115.0,,134.0,,,,-10.0,-9.0,107.0,30.0,,,137.0,5.0,,,132.0,-17.0,115.0,0.0,0.0,115.0,115.0,,587.057,0.2,0.21,0.21,587.057,0.2,0.21,0.21,
03/31/2009,1922.0,1933.0,-11.0,-1444.0,1444.0,478.0,0.0,-198.0,125.0,,,73.0,280.0,-205.0,,142.0,,61.0,,-23.0,25.0,75.0,-56.0,18.0,38.0,19.0,243.0,243.0,0.0,-224.0,52.0,-172.0,0.0,0.0,-172.0,168.87605,97.87605,579.495,-0.3,0.12252,0.291419,582.361,-0.3,0.117267,0.285335,
06/30/2009,1909.0,2354.0,-445.0,-1392.0,1392.0,517.0,0.0,-166.0,129.0,,,37.0,351.0,-120.0,,145.0,,-24.0,,-26.0,25.0,231.0,-80.0,59.0,21.0,151.0,-18.0,-18.0,0.0,169.0,-27.0,142.0,0.0,0.0,142.0,117.0,-7.0,580.726,0.24,0.21,0.201472,588.78,0.24,0.21,0.198111,
09/30/2009,2098.0,2589.0,-491.0,-1537.0,1537.0,561.0,0.0,-167.0,126.0,,,41.0,394.0,-115.0,,153.0,,-39.0,,-44.0,45.0,279.0,-87.0,-7.0,94.0,192.0,-2.0,-2.0,0.0,194.0,-51.0,143.0,0.0,0.0,143.0,149.5,8.5,583.103,0.24,0.24,0.256387,590.059,0.24,0.24,0.254405,
12/31/2009,2326.0,2993.0,-667.0,-1708.0,1708.0,618.0,0.0,-162.0,132.0,,,30.0,456.0,-98.0,,145.0,,-44.0,,-43.0,40.0,358.0,-136.0,-27.0,163.0,222.0,0.0,0.0,0.0,222.0,-50.0,172.0,0.0,0.0,172.0,152.900009,-19.099991,591.439,0.29,0.29,0.258522,591.439,0.29,0.29,0.257706,
03/31/2010,2591.0,2647.0,-56.0,-1917.0,1917.0,674.0,0.0,-195.0,111.0,,,84.0,479.0,-721.0,,147.0,,-39.0,,-40.0,653.0,-242.0,94.0,-122.0,28.0,-148.0,-2.0,-2.0,0.0,-146.0,-47.0,-193.0,0.0,0.0,-193.0,209.503106,404.503106,583.929,-0.33,-0.33,0.358782,583.929,-0.33,-0.33,0.358782,
06/30/2010,2289.0,2301.0,-12.0,-1717.0,1717.0,572.0,0.0,-156.0,123.0,,,33.0,416.0,-87.0,,141.0,,-55.0,,-39.0,40.0,329.0,-104.0,83.0,21.0,225.0,3.0,3.0,0.0,222.0,-37.0,185.0,0.0,0.0,185.0,165.096774,-22.903226,584.414,0.32,0.32,0.2825,592.498,0.31,0.31,0.271345,
09/30/2010,2300.0,2332.0,-32.0,-1748.0,1748.0,552.0,0.0,-1842.0,122.0,,,1720.0,-1290.0,-81.0,,145.0,,-68.0,,-38.0,42.0,-1371.0,150.0,90.0,-240.0,-1221.0,5.0,5.0,0.0,-1226.0,-37.0,-1263.0,0.0,0.0,-1263.0,125.05,1383.05,584.744,-2.16,-2.15,0.213854,584.744,-2.16,-2.15,0.213854,
