Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
09/30/1998,119.351,117.757,,0.342,,1.252,-69.602,43.446,,,2.578,23.578,,,,49.749,-17.739,18.387,-0.608,-0.04,32.01,,,,,,,,,,31.54,,,23.771,23.771,,66.508302,0.357809,0.357809,0.357809,67.144819,0.357809,0.357809,0.357809,,,,,,19.178,,19.178,,19.178,0.285621,0.285621,,,,0.0,
12/31/1998,120.517998,120.259003,0.0,0.336,0.0,-0.077,-74.769,43.902,,,1.301,30.316,0.0,,-0.75,45.748999,-13.607999,18.216999,-0.679,-3.93,32.141,0.0,,,,0.0,,,32.141,,31.673,,0.0,22.091,22.091,,65.758578,0.338468,0.338468,0.328798,67.263148,0.328798,0.328798,0.328798,,,,,,48.141998,,48.141998,,48.141998,0.715726,0.715726,0.493197,68.908583,68.908583,67.678955,
03/31/1999,120.608,118.573,,0.339,,1.696,-45.783,43.415,,,2.368,27.226,,,,47.599,-32.266,16.468,-0.726,16.524,15.333,,,,,,,,,,14.9,,0.0,4.955,4.955,,66.166658,0.077364,0.077364,0.232093,67.435448,0.077364,0.077364,0.232093,,,,,,48.896,,48.896,,48.896,0.725079,0.725079,0.493197,68.019769,68.019769,66.739985,
06/30/1999,124.945,122.807,,0.314,,1.824,-72.026,44.173,,,2.425,25.428,,,,52.919,10.498,18.695,-0.68,-28.513,63.417,,,,,,,,,,62.922,,,52.977,52.977,,66.675757,0.783313,0.783313,0.783313,68.112712,0.773642,0.773642,0.773642,,,,,,50.595,,50.595,,50.595,0.742813,0.742813,0.493197,66.395831,66.395831,64.995097,
09/30/1999,133.412,130.734,,0.277,,2.401,-77.228,46.714,,,2.37,28.144,,,,56.184,-21.38,19.752,-0.86,2.488,34.804,,,,,,,,,,34.28,,,24.336,24.336,,67.041225,0.357809,0.357809,0.357809,68.47911,0.357809,0.357809,0.357809,,,,,,54.885,,54.885,,54.885,0.801485,0.801485,0.502867,62.741926,62.741926,61.424507,
12/31/1999,133.981995,132.326004,0.0,0.246,0.0,1.41,-91.001,43.474998,,,2.41,28.388,0.0,,16.728001,42.981001,15.251,20.107,-0.601,-34.757,58.232001,0.0,,,,0.0,,,58.232001,,74.233002,,,64.288002,64.288002,,68.765655,0.454515,0.454515,0.454515,69.177218,0.444844,0.444844,0.444844,,,,,,58.104,,58.104,,58.104,0.83993,0.83993,0.502867,59.870164,59.870164,57.3007,
03/31/2000,136.108,134.785,,0.248,,1.075,-76.934,44.568,,,2.947,29.419,,,,59.174,-11.463,20.067,-0.694,-7.91,47.711,,,,,,,,,,47.172,,,37.227,37.227,,67.95823,0.541549,0.541549,0.541549,69.466225,0.531879,0.531879,0.531879,,,,,,58.614,,58.614,,58.614,0.843777,0.843777,0.524142,62.118604,62.118604,61.029788,
06/30/2000,140.906,139.632,,0.252,,1.022,-80.955,46.461,,,3.285,31.209,,,,59.951,-8.819,20.363,-0.702,-10.842,51.132,,,,,,,,,,50.657,,,40.712,40.712,,68.350482,0.599573,0.599573,0.599573,70.20665,0.589902,0.589902,0.589902,,,,,,60.97,,60.97,,60.97,0.868436,0.868436,0.541549,62.359144,62.359144,60.710453,
09/30/2000,147.628,145.954,,0.261,,1.413,-82.506,48.548,,,3.359,30.599,,,,65.122,-6.143,21.385,-0.721,-14.521,58.979,,,,,,,,,,58.494,,,48.55,48.55,,68.756189,0.696278,0.696278,0.696278,70.9534,0.686607,0.686607,0.686607,,,,,,64.498,,64.498,,64.498,0.909019,0.909019,0.524142,57.660222,57.660222,55.462185,
12/31/2000,153.516998,151.572006,0.0,0.29,0.0,1.655,-84.849997,50.044998,,,3.422,31.382999,0.0,,0.0,68.667002,-13.977001,21.794001,-0.311,-7.506,54.690001,0.0,,,,0.0,,,54.690001,,54.280998,,0.0,44.335998,44.335998,,69.28269,0.667266,0.667266,0.880018,70.31676,0.647925,0.647925,0.851006,,,,,,67.931,,67.931,,67.931,0.966071,0.966071,0.541549,56.056881,56.056881,52.905152,
03/31/2001,157.573,155.329,,0.331,,1.913,-56.403,52.598,,,3.805,31.129,,,,70.041,-18.117,23.124,-0.106,-4.901,51.924,,,,,,,,,,51.599,,0.0,41.654,41.654,,69.504953,0.599573,0.599573,0.599573,71.625631,0.589902,0.589902,0.589902,,,,,,67.699,,67.699,,67.699,0.945178,0.945178,0.598606,63.332542,63.332542,61.457404,
06/30/2001,163.82,161.932,,0.318,,1.57,-89.647,53.743,,,3.743,32.161,,,,74.173,-25.491,25.313,0.178,,48.682,,,,,,,,,,48.518,,,39.131,39.131,,69.909646,0.56089,0.56089,0.56089,71.836479,0.55122,0.55122,0.55122,,,,,,71.169,,71.169,,71.169,0.990708,0.990708,0.618914,62.471827,62.471827,60.796177,
09/30/2001,162.818,160.772,0.0,0.336,0.0,1.71,-89.992,54.769,,,3.421,31.802,0.0,,0.0,72.826,13.004,26.693,-0.599,-39.098,85.83,0.0,,,,-0.872,,,86.702,,86.668,,0.0,79.229,79.229,,70.420424,1.121781,1.11211,1.11211,72.504721,1.10244,1.092769,1.092769,,,,,,72.319,,72.319,,72.319,0.997439,0.997439,0.618914,62.050303,62.050303,60.26654,
12/31/2001,162.218994,157.296005,0.0,0.34,0.0,4.583,-91.050002,52.171001,,,4.255,34.624001,0.0,,0.0,71.169001,-9.48,28.065001,0.268,-18.853001,61.689001,0.0,,,,0.0,,,61.689001,,62.212002,,0.0,56.486002,56.486002,,70.755209,0.802654,0.802654,0.802654,72.702359,0.783313,0.783313,0.783313,,,,,,72.107002,,72.107002,,72.107002,0.991811,0.991811,0.618914,62.40237,62.40237,60.751381,
03/31/2002,151.635,145.578,,0.388,,5.669,-86.985,51.227,,,3.607,32.151,,,,64.65,-26.784,27.351,-0.567,,37.866,,,,,-3.106,,,,,40.721,,,35.69,35.69,,70.878647,0.502867,0.454515,0.454515,73.02794,0.493197,0.444844,0.444844,,,,,,69.71,,69.71,,69.71,0.954566,0.954566,0.676937,70.915646,70.915646,68.828521,
06/30/2002,161.758,158.023,,0.471,,3.264,-95.477,56.95,,,3.483,35.044,,,,66.281,-28.249,28.55,-0.301,,38.032,,,,,,,,,,37.346,,,32.315,32.315,,71.43445,0.454515,0.454515,0.454515,73.620354,0.444844,0.444844,0.444844,,,,,,67.497,,67.497,,67.497,0.916825,0.916825,0.676937,73.834873,73.834873,71.6426,
09/30/2002,148.82,147.662,,0.249,,0.909,-93.413,55.724,,,2.966,34.723,,,,55.407,-31.728,31.386,0.098,0.244,23.679,,,,,-5.261,,,,,28.711,,,24.685,24.685,,71.510123,0.348139,0.270775,0.270775,73.470362,0.338468,0.261104,0.261104,,,,,,61.81,,61.81,,61.81,0.841292,0.841292,0.676937,80.463985,80.463985,78.317152,
12/31/2002,150.292999,149.050995,0.0,0.278,0.0,0.964,-95.977998,56.216999,,,3.44,36.320999,0.0,,0.0,54.314999,-41.127999,33.050999,1.277,6.8,13.187,0.0,,,,-53.654999,,,66.841999,,66.842003,,0.0,63.033003,63.033003,,70.607332,0.889688,0.135387,0.232093,72.286662,0.880018,0.135387,0.232093,,,,,,52.394001,,52.394001,,52.394001,0.724809,0.724809,0.676937,93.395231,93.395231,131.018824,
03/31/2003,148.904,147.738,,0.264,,0.902,-93.84,56.235,,,3.631,33.974,,,,55.064,-22.447,36.669,-0.528,-13.694,32.617,,,,,-4.991,,,,,37.388,,,33.7,33.7,,69.929068,0.483526,0.212752,0.212752,71.471592,0.473856,0.203081,0.203081,,,,,,57.557,,57.557,,57.557,0.805313,0.805313,0.676937,84.058843,84.058843,82.244656,
06/30/2003,150.228,149.101,0.0,0.247,0.0,0.88,-97.188,56.512,,,3.623,37.053,0.0,,0.0,53.04,-33.86,34.067,-0.207,0.0,19.18,0.0,,,,-57.522,,,76.702,,76.468,,0.0,73.762,73.762,,69.52156,1.063758,0.261104,0.261104,71.250525,1.044417,0.261104,0.261104,,,,,,57.153,,57.153,,57.153,0.802141,0.802141,0.676937,84.391196,84.391196,82.343884,
09/30/2003,152.034,150.948,,0.234,,0.852,-100.972,60.265,,,3.382,37.325,,,,51.062,-9.704,33.272,-23.988,0.42,41.358,,,,,-16.331,,,,,57.387,,,55.212,55.212,,71.122744,0.773642,0.541549,0.541549,72.934943,0.763971,0.541549,0.541549,,,,,,56.158,,56.158,,56.158,0.769974,0.769974,0.676937,87.916849,87.916849,85.732398,
12/31/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.464,,58.464,,58.464,,,,,,0.0,
03/31/2004,156.899,156.731,0.0,0.148,0.0,0.02,-105.074,61.532,,,3.971,39.571,0.0,,0.0,51.825,-32.099,32.286,-0.187,0.0,19.726,0.0,,,,-5.731,,,25.457,,25.277,,0.0,23.102,23.102,,73.336244,0.319127,0.241763,0.241763,75.015574,0.309457,0.232093,0.232093,,,,,,57.378,,57.378,,57.378,0.764881,0.764881,0.676937,88.502213,88.502213,86.520966,
06/30/2004,162.294,162.101,0.0,0.157,0.0,0.036,-107.265,63.021,,,4.071,40.173,0.0,,0.0,55.029,-32.558,32.482,0.076,0.0,22.471,0.0,,,,-12.983,,,35.454,,35.034,,0.0,32.859,32.859,,73.842939,0.444844,0.270775,0.270775,75.525371,0.444844,0.270775,0.270775,,,,,,60.45,,60.45,,60.45,0.800393,0.800393,0.676937,84.575517,84.575517,82.691481,
09/30/2004,155.913,155.756,,0.157,,,-105.319,61.722,,,3.898,39.699,,,,50.594,-33.083,33.132,-0.049,,17.511,,,,,-28.402,,,,,45.366,,,43.191,43.191,,74.229742,0.580232,0.193411,0.193411,76.090721,0.580232,0.193411,0.193411,,,,,,63.601,,63.601,,63.601,0.835857,0.835857,0.676937,80.987102,80.987102,79.00637,
12/31/2004,138.738,138.652,0.0,0.142,0.0,-0.056,-59.51,54.534,,,4.976,32.548,0.0,,0.0,45.522,-33.441,33.203,0.238,0.0,25.499,0.0,,,,-100.99,,,126.489,,114.068,,0.0,111.893,111.893,,74.595742,1.498931,0.164399,0.164399,76.573918,1.46992,0.154728,0.154728,,,,,,64.818,,64.818,,64.818,0.846476,0.846476,0.676937,79.97115,79.97115,93.273718,
03/31/2005,159.979,159.545,,0.434,,,-106.539,60.506,,,7.159,38.874,,,,53.44,-25.535,32.118,-6.583,,27.905,,,,,-42.218,,,,,69.61,,,67.435,67.435,,74.966366,0.899359,0.338468,0.338468,76.788276,0.889688,0.338468,0.338468,,,,,,71.249,0.0,71.249,-0.005981,71.243019,0.927863,0.927785,0.686607,73.998779,74.004992,72.243054,
06/30/2005,165.652,164.289,,1.363,,,-107.956,62.317,,,6.262,39.377,,,,57.696,-27.317,32.112,-0.178,-4.617,30.379,,,,,-26.869,,,,,56.911,,,54.736,54.736,,75.266563,0.725289,0.36748,0.36748,77.130491,0.715619,0.36748,0.36748,,,,,,72.325,0.0,72.325,-4.321,68.004,0.937697,0.881675,0.686607,73.222755,77.875357,71.45326,
09/30/2005,170.817,169.438,,1.379,,,-111.969,67.325,,,5.857,38.787,,,,58.848,-31.582,31.79,-0.208,,27.266,,,,,-72.177,,,,,99.128,,,96.953,96.953,,75.688458,1.276509,0.328798,0.328798,77.560179,1.257168,0.319127,0.319127,,,,,,68.091,0.0,68.091,-0.004842,68.086158,0.877912,0.877849,0.686607,78.209139,78.214701,76.321756,
12/31/2005,173.098,171.969,0.0,1.129,0.0,0.0,-114.372,66.548,,,6.483,41.341,0.0,,0.0,58.726,-30.99,31.076,-0.086,0.0,27.736,0.0,,,,-69.165,,,96.901,,96.729,,0.0,94.554,94.554,,75.83766,1.247498,0.36748,0.36748,77.692781,1.218486,0.357809,0.357809,,,,,,70.108,,70.108,,70.108,0.902375,0.902375,0.686607,76.088934,76.088934,88.239187,
03/31/2006,175.159,173.952,0.0,1.207,0.0,0.0,-115.136,68.628,,,6.283,40.225,0.0,,0.0,60.023,-15.271,28.664,-0.227,-13.166,44.752,0.0,,,111.114,-66.494,,,111.246,0.099,111.114,-2.175,0.0,108.939,108.939,,76.323303,1.431238,0.56089,0.56089,77.855259,1.402226,0.55122,0.55122,,40.57,,-65.419,0.0,84.189,0.0,84.189,-5.559,78.63,1.081353,1.009951,0.754301,69.755309,74.686884,71.459454,
06/30/2006,179.083,177.688,0.0,1.395,0.0,0.0,-118.204,70.44,,,6.479,41.285,0.0,,0.0,60.879,-25.908,26.115,-0.207,0.0,34.971,,,,67.006,-32.163,,,,0.099,67.006,-2.175,0.0,64.831,64.831,,76.625414,0.841336,0.425503,0.425503,77.929491,0.831665,0.415833,0.415833,,41.917,,0.0,0.0,74.855,0.0,74.855,-5.377,69.478,0.960548,0.89155,0.754301,78.528209,84.605617,77.214113,
09/30/2006,183.646,182.061,0.0,1.585,0.0,0.0,-117.163,71.778,,,5.633,39.752,0.0,,0.0,66.483,-25.385,26.479,-0.589,-0.505,41.098,0.0,,,42.113,-1.15,,,42.248,0.099,42.113,-2.175,0.0,39.938,39.938,,76.755715,0.522208,0.502867,0.502867,78.26762,0.512538,0.493197,0.493197,,41.224,,0.0,0.0,81.261,0.0,81.261,-6.361,74.9,1.038245,0.956973,0.754301,72.651507,78.82155,71.24809,
12/31/2006,189.788,187.715,0.0,2.073,0.0,0.0,-81.603,75.231,,,6.372,40.753,0.0,,0.0,67.432,-22.296,28.397,-6.253,0.152,49.276,0.0,,,46.313,-1.177,,,50.453,0.095,46.313,-2.175,0.0,44.138,44.138,,76.890343,0.570561,0.55122,0.55122,78.482811,0.56089,0.541549,0.541549,,42.27,,-97.411,-6.609,79.894,0.0,79.894,-6.847,73.047,1.017972,0.930731,0.754301,74.098413,81.043966,72.603956,
03/31/2007,188.615,187.171,0.0,1.444,0.0,0.0,-121.234,72.44,,,6.78,42.014,0.0,,0.0,67.381,-22.727,23.186,0.086,-0.545,44.654,0.0,,,46.52,-2.315,,,46.969,0.088,46.52,-2.175,0.0,44.345,44.345,,81.104112,0.55122,0.522208,0.522208,82.653989,0.541549,0.512538,0.512538,,44.685,,0.0,0.0,89.118,0.0,89.118,-6.606,82.512,1.078206,0.998282,0.821995,76.237276,82.340915,74.807722,
06/30/2007,190.924,189.436,0.0,1.488,0.0,0.0,-122.029,73.839,,,6.642,41.548,0.0,,0.0,68.895,-22.109,21.913,0.196,0.0,46.786,0.0,,,51.052,-4.723,,,51.509,0.084,51.052,-2.175,,48.877,48.877,,82.13417,0.599573,0.541549,0.541549,83.395175,0.589902,0.531879,0.531879,,45.08,,0.0,0.0,94.041,0.0,94.041,-6.684,87.357,1.127655,1.047507,0.821995,72.894149,78.471544,71.791929,
09/30/2007,196.532,195.042,0.0,1.49,0.0,0.0,-126.129,76.592,,,6.645,42.892,0.0,,0.0,70.403,-24.388,24.331,0.057,0.0,46.015,0.0,,,128.769,-83.085,,,129.1,0.053,128.769,-2.175,0.0,126.594,126.594,,81.652871,1.547284,0.531879,0.531879,82.751156,1.527943,0.522208,0.522208,,46.913,,-78.258,0.0,95.302,0.0,95.302,-7.008,88.294,1.15167,1.066982,0.821995,71.374165,77.039218,70.426877,
12/31/2007,212.385,210.664,0.0,1.721,0.0,0.0,-94.815,86.388,,,8.427,47.179,0.0,,0.0,70.391,32.898,26.262,-59.16,0.0,103.289,0.0,,,358.16,-28.53,,,131.819,0.28,131.819,-8.7,0.0,129.644,129.644,,80.555126,1.605307,1.255215,1.247498,81.521643,1.595637,1.245668,1.246531,,184.731,,-106.487,-59.927,368.057,0.0,368.057,-7.18,360.877,4.457102,4.370153,0.821995,18.442358,18.809286,17.99066,
03/31/2008,204.173,202.535,,1.638,0.0,0.0,-86.869,78.75,,,8.119,45.941,,,0.0,71.363,-27.627,27.661,-0.034,0.0,43.736,0.0,,,48.45,-4.82,,,48.556,0.057,48.45,-2.175,0.0,46.275,46.275,,79.20997,0.580232,0.522208,0.522208,80.079303,0.580232,0.522208,0.522208,,49.785,,0.0,0.0,96.117,0.0,96.117,-7.159,88.958,1.200273,1.110874,0.863094,71.908191,77.695088,71.127563,
06/30/2008,211.191,209.612,,1.579,0.0,0.0,-89.546,80.163,,,9.383,47.648,,,0.0,73.997,-25.798,29.598,-3.8,0.0,48.199,0.0,,,127.333,-79.24,,,127.439,0.057,127.334,-2.175,0.0,125.159,125.159,0.0,79.368958,1.576296,0.580232,0.580232,80.22172,1.556955,0.570561,0.570561,,50.259,,-74.139,-3.483,97.852,0.0,97.852,-7.159,90.693,1.219769,1.130529,0.863094,70.758815,76.344278,70.006644,
09/30/2008,215.39,213.768,0.0,1.622,0.0,0.0,-92.825,83.507,,,9.318,48.698,0.0,,0.0,73.867,-27.868,28.363,-0.495,0.0,45.999,0.0,,,233.581,-186.887,,,232.886,0.057,233.581,-2.175,0.0,231.406,231.406,0.0,79.451674,2.901158,0.56089,0.56089,80.224026,2.881817,0.56089,0.56089,,51.263,,-183.711,0.0,99.015,0.0,99.015,-7.753,91.262,1.234231,1.137589,0.863094,69.929714,75.870467,69.256469,
12/31/2008,220.353,218.59,0.0,1.763,0.0,0.0,-159.006,92.091,,,15.96,50.955,0.0,,0.0,61.347,-87.65,29.256,0.495,57.899,-26.303,0.0,,,2.123,-27.436,,,1.133,0.44,1.133,-3.929,0.0,-2.796,-2.796,57.899,77.734587,-0.02,-0.388913,0.72,77.734587,-0.02,-0.388913,0.72,,51.776,,-27.051,,22.963,0.0,22.963,-7.836,15.127,0.295996,0.194989,0.8925,301.524737,457.718817,298.773536,
03/31/2009,209.733,208.265,0.0,1.468,0.0,0.0,-140.986,83.666,20.886,62.78,7.247,50.073,,0.0,0.0,68.747,-25.611,30.13,-3.457,-1.062,43.136,0.0,0.0,0.0,47.425,-3.965,-3.965,0.0,47.101,0.025,47.425,,0.0,47.425,42.398,-1.062,78.752744,0.6,0.55,0.538369,79.792281,0.59,0.54,0.52669,,53.525,,,,100.975,0.0,100.975,-6.507,94.468,1.265473,1.183924,0.8925,70.526973,75.384904,70.603615,
