Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
06/30/1994,61.472,61.298,61.298,,2.957437,0.674688,0.34037,0.165,0.165,0.165,0.165,0.165,0.165,0.24,0.027897,0.027897,,,0.149629,9.728348,,19.028794,
09/30/1994,61.540001,61.515999,61.515999,,3.148872,0.846755,0.544818,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.357631,0.357631,,,0.120166,9.723415,,18.918101,
12/31/1994,61.548,61.546001,61.546001,,3.363176,0.880886,0.4612,0.215,0.215,0.215,0.215,0.215,0.215,0.24,1.319078,1.319078,,,0.118168,9.712712,,19.731981,
03/31/1995,61.548,61.548,61.548,,3.507409,1.107965,0.726279,0.32,0.325,0.325,0.32,0.325,0.325,0.2425,1.405033,0.937463,,,0.181874,9.780756,,19.406268,
06/30/1995,61.548,61.487999,61.487999,,2.862185,0.729313,0.348475,0.115,0.115,0.115,0.115,0.115,0.115,0.2425,-0.141589,-0.541081,,,0.179876,9.683304,,19.419412,
09/30/1995,61.548,61.487999,61.487999,,3.189744,1.077495,0.681808,0.335,0.335,0.335,0.335,0.335,0.335,0.2425,1.126675,0.576096,,,0.087883,9.772064,,19.409616,
12/31/1995,61.548,61.548,61.548,,3.562423,1.043413,0.671882,0.18,0.389,0.39,0.18,1.165,0.39,0.2425,0.670566,-0.138006,,,0.184994,9.707383,,19.928072,
03/31/1996,61.548,61.548,61.548,,4.238594,1.290814,0.879996,0.515,0.515,0.515,0.515,0.515,0.515,0.24625,1.214418,0.698658,,,0.128924,9.969909,,19.595958,
06/30/1996,61.59,61.59,61.59,,3.381929,0.88227,0.50539,0.27,0.27,0.27,0.27,0.27,0.27,0.24625,-0.095714,-0.59797,,,0.156438,9.995373,,19.717372,
09/30/1996,61.59,61.59,61.59,,3.446387,0.856568,0.468696,0.205,0.226,0.226,0.205,0.226,0.226,0.24625,0.805293,0.206689,,,0.105845,9.959506,,19.986442,
12/31/1996,61.548,61.59,61.59,,4.08201,0.839454,0.444033,0.18,0.18,0.18,0.18,0.18,0.18,0.24625,1.211934,0.142247,,,0.17986,9.867989,,20.156122,
03/31/1997,61.548,152.166,152.166,,4.361349,0.799305,0.627045,0.2815,0.2815,0.2815,0.2815,0.2815,0.2815,0.25,0.617037,0.389752,,,0.181419,9.974881,,20.162426,
06/30/1997,61.577999,152.266006,152.266006,,3.243285,0.56136,0.383014,0.135,0.135,0.135,0.135,0.135,0.135,0.25,-0.148319,-0.383441,,,0.698009,9.867355,,20.294147,
09/30/1997,61.577999,152.654007,152.654007,,3.647844,0.981127,0.788037,0.36,0.36,0.36,0.36,0.36,0.36,0.25,0.267251,0.075445,,,0.142129,9.835786,,20.282586,
12/31/1997,152.962006,60.987999,60.987999,,3.877386,1.132715,0.593445,0.27,0.27,0.27,0.27,0.27,0.27,0.25,0.683512,-0.061783,,,0.178665,10.761065,,20.302284,
03/31/1998,,153.49,153.49,,3.62423,1.01389,0.523506,0.188,0.188,0.2535,0.188,0.188,0.2535,0.25,1.19843,0.85442,,,,,,,
06/30/1998,153.748001,153.600006,153.600006,,3.196693,1.204831,0.210638,-0.059,-0.059,0.1685,-0.059,-0.059,0.1685,0.25,1.223112,0.109342,,,0.206305,10.795639,,19.883946,
09/30/1998,154.268005,154.016006,154.016006,,3.605554,1.27255,0.793398,0.3355,0.3355,0.3745,0.3355,0.3355,0.3745,0.25,1.028464,0.486118,,,0.061367,10.014883,,19.893645,
12/31/1998,155.259995,154.524002,154.524002,,3.418666,0.771841,0.313213,0.165,0.165,0.175,0.165,0.165,0.175,0.25,0.610637,-0.280862,,,0.204992,10.345839,10.345839,19.977329,
03/31/1999,155.872,155.558,155.56,,3.515396,1.103439,0.597756,0.27,0.27,0.27,0.27,0.27,0.27,0.25,1.104577,0.737677,,,0.347612,10.856491,10.856491,19.690599,
06/30/1999,156.848007,156.427994,156.427994,,3.10759,0.862064,0.385212,0.245,0.245,0.11,0.245,0.245,0.11,0.25,0.225657,-0.193942,,,0.187462,11.268285,11.268285,19.615895,
09/30/1999,157.408005,157.138,157.138,,3.80771,1.338308,0.832396,0.455,0.455,0.455,0.455,0.455,0.455,0.25,1.047881,0.543828,,,0.438529,12.596691,,19.634306,
12/31/1999,157.96804,157.694,157.694,,3.593402,0.991262,0.586509,0.285,0.285,0.285,0.285,0.285,0.285,0.25,0.368093,-1.526431,,,0.71957,13.645577,,19.803221,
03/31/2000,157.952,158.542,158.542,,3.621122,1.066859,0.557518,0.12,0.12,0.28,0.12,0.12,0.28,0.25,1.182002,-2.180495,,,0.300724,15.304232,,19.730538,
06/30/2000,158.0058,158.024,158.024,,3.315224,0.899857,0.380746,0.27,0.27,0.11,0.27,0.27,0.11,0.25,0.093112,-0.401249,,,0.201695,13.832157,,19.746199,
09/30/2000,158.02194,158.32,158.008,,3.817478,1.421763,0.886164,1.75,1.645,0.465,1.745,1.64,0.465,0.25,1.032612,-0.142448,,,0.451007,13.151098,,19.721135,
12/31/2000,158.02,158.332,158.332,,4.444989,1.176844,0.584076,0.385,0.385,0.385,0.385,0.385,0.385,0.25,0.462888,-3.074988,,,1.727186,12.89376,,19.92039,
03/31/2001,158.11,158.396,158.396,,5.085987,1.00661,0.438142,0.06,0.115,0.115,0.06,0.115,0.115,0.25,1.020398,-0.278378,,,0.726652,11.763873,,18.735785,
06/30/2001,158.1,158.35,158.35,,3.605936,0.906517,0.342911,0.24,0.055,0.16,0.24,0.055,0.16,0.25,0.396476,-0.695516,,,0.561898,10.802049,,18.854061,
09/30/2001,158.84,158.7,158.48,,3.982206,1.359995,0.790005,0.435,0.335,0.45,0.435,0.335,0.45,0.25,1.624205,-0.089418,,,0.582611,10.084104,,18.874962,
12/31/2001,,169.642,168.758,,3.831054,2.034529,0.46815,0.33,0.33,0.33,0.33,0.33,0.33,0.25,2.524977,-1.831327,,,,,,,
03/31/2002,180.452,180.108,180.108,,3.172741,0.774791,0.354587,0.055,-0.045,0.025,0.055,-0.045,0.025,0.25,0.819814,-0.126985,,,0.38168,10.593643,,16.81471,
06/30/2002,181.50512,181.106,180.94,,3.009064,0.886089,0.333818,0.035,-0.035,0.03,0.035,-0.035,0.03,0.25,0.700873,-0.682801,,,0.40438,10.115373,,16.939952,
09/30/2002,183.18914,182.516,182.364,,3.615993,1.187707,0.726125,0.245,0.255,0.295,0.245,0.255,0.295,0.25,0.769818,-0.374663,,,0.468396,9.663613,,17.058031,
12/31/2002,184.60844,183.942,183.764,,3.870546,0.646585,0.525168,0.223803,0.26737,0.26737,0.223587,0.223587,0.223587,0.25,0.764459,0.491963,,,0.340499,9.946403,,21.551041,
03/31/2003,185.4676,185.076,185.022,,4.908768,0.858898,0.415859,-0.005,0.08,0.08,-0.005,0.08,0.08,0.125,0.923139,-0.634406,,,0.354428,9.963357,,19.67555,
06/30/2003,186.1522,186.044,186.044,,3.473866,0.712487,0.306067,0.175,0.065,0.065,0.175,0.065,0.065,0.125,0.311996,-0.7457,,,0.361188,10.269591,,20.102174,
09/30/2003,221.3874,218.866,218.442,,3.404313,1.121424,0.751998,0.475,0.39,0.39,0.47,0.39,0.39,0.125,-0.135871,-0.858878,,,0.422757,10.454556,,17.189601,
12/31/2003,221.92582,222.366,222.366,,2.613138,0.757494,0.457125,0.1636,0.147698,0.147698,0.1636,0.147698,0.147698,0.125,0.993065,0.048267,,,1.091721,10.685165,,19.973336,
03/31/2004,222.64276,223.158,222.306,,3.643626,0.699036,0.327477,0.155,0.165,0.165,0.155,0.165,0.165,0.125,0.95364,0.342771,,,0.882274,10.747971,,20.112026,
06/30/2004,226.355088,224.158,224.158,,2.95389,0.360692,0.358756,-0.06,-0.06,0.12,-0.06,-0.06,0.12,0.125,-0.127691,-0.270697,,,0.835524,10.477105,,20.144283,
09/30/2004,231.031966,229.406,228.492,,3.035555,1.035957,0.728253,0.36,0.405,0.41,0.355,0.4,0.405,0.125,0.258294,-0.307451,,,0.796708,10.896709,,20.005552,
12/31/2004,231.483632,232.886,232.886,,2.237077,0.654028,0.359828,0.123189,0.41195,0.41195,0.123189,0.41195,0.41195,0.13125,0.912867,0.092363,,,0.87436,11.065145,11.052185,18.455301,
03/31/2005,232.393636,232.738,232.064,,3.442154,0.787714,0.37662,0.01,0.115,0.155,0.01,0.115,0.155,0.13125,0.899321,0.416264,,,0.709572,10.929301,,20.214839,
06/30/2005,232.715818,232.566,232.566,,3.009038,0.764514,0.357748,-0.25,0.035,0.275,-0.25,0.035,0.275,0.13125,0.652288,-0.01075,,,1.038176,10.433326,,20.208768,
09/30/2005,233.689072,234.068,233.278,,3.74746,1.890448,0.854345,0.48,0.425,0.6,0.48,0.425,0.6,0.13125,2.488019,1.189996,,,0.599087,10.935899,,19.919203,
12/31/2005,234.071586,234.972,234.972,,3.690227,0.855847,0.521339,-0.313382,-0.232578,-0.232578,-0.313382,-0.232578,-0.232578,0.13125,0.254924,-0.50389,,,0.877082,10.426298,10.413481,19.10313,
03/31/2006,235.079292,234.686,234.074,,3.976947,0.849731,0.511804,-0.005,0.055,0.265,-0.005,0.055,0.265,0.14375,0.215317,-0.230269,,,0.214821,10.553035,10.553035,18.999972,
06/30/2006,235.370372,235.378,234.61,,2.970035,0.735689,0.417288,0.195,0.195,0.195,0.195,0.195,0.195,0.14375,0.699459,0.574144,,,0.599056,10.60074,,19.076743,
09/30/2006,232.15971,234.996,234.22,,3.801554,0.907694,0.727948,0.335,0.375,0.375,0.335,0.375,0.375,0.14375,0.505935,0.178892,,,0.516455,10.674979,10.674979,19.446527,
12/31/2006,232.253198,232.46,231.7,,3.630988,0.73716,0.454467,0.835,0.825,0.15,0.83,0.825,0.15,0.14375,0.30341,-0.249892,,,1.141857,11.415559,11.415559,19.726316,
06/30/2007,223.842128,226.052,225.556,,3.308269,0.775861,0.430048,0.215,0.2,0.2,0.215,0.2,0.2,0.15875,0.610935,-0.001773,,,0.55977,11.151609,11.151609,20.993367,
09/30/2007,220.631208,222.112,221.762,,4.091323,1.265771,0.918101,0.54,0.525,0.505,0.54,0.525,0.505,0.15875,0.368864,-0.218703,,,0.489958,11.384609,11.384609,21.508743,
12/31/2007,220.718628,220.498,220.116,,3.968816,0.696451,0.560613,0.88,0.905,0.35,0.88,0.905,0.35,0.15875,0.862727,0.204438,,,3.378057,12.147593,12.134001,19.637219,
03/31/2008,220.873648,220.608,220.296,,4.503032,0.847496,0.567872,0.31,0.31,0.31,0.31,0.31,0.31,0.175,0.746269,0.143443,,,2.863175,12.313375,12.313375,20.098821,
06/30/2008,220.911022,220.644,220.336,,3.755174,0.757479,0.372159,0.275,0.235,0.235,0.275,0.235,0.235,0.175,0.763833,-0.647647,,,2.597879,12.424912,12.424912,21.061421,
09/30/2008,220.898198,220.626,220.364,,4.448549,1.179866,0.864479,0.49,0.495,0.495,0.49,0.495,0.495,0.175,0.705197,-0.18651,,,1.717533,12.734825,12.734825,21.624893,
12/31/2008,220.898198,220.584,220.368,,4.002396,0.732411,0.412946,0.23,0.23,0.23,0.23,0.23,0.23,0.175,-0.349869,-1.433057,,,1.570407,12.781906,12.781906,22.640293,
03/31/2009,221.270054,220.61,220.436,,4.309187,0.629661,0.334337,0.33,0.33,-0.008165,0.33,0.33,-0.008165,0.1875,1.213958,-0.205955,,,1.282144,12.909112,12.637951,23.575264,
06/30/2009,221.266638,220.698,220.532,,3.35915,0.680173,0.282952,0.13,0.13,0.172764,0.13,0.13,0.171233,0.1875,0.781293,-0.647979,,,1.112685,12.854627,12.854627,25.040829,
09/30/2009,221.268552,220.576,220.576,,4.007689,1.093954,0.722653,-0.2,-0.2,0.382634,-0.2,-0.2,0.380299,0.1875,0.682758,-0.749855,,,0.798577,12.472175,12.472175,26.019061,
12/31/2009,221.312996,220.78,220.602,,3.869865,0.833175,0.456478,0.245,0.24,0.217516,0.245,0.24,0.217516,0.1875,0.301901,-0.869439,,,0.792091,12.527958,12.527958,26.747638,
03/31/2010,221.535952,220.902,220.736,,4.032872,0.89111,0.493803,0.195,0.195,0.22878,0.195,0.195,0.227141,0.1975,0.857133,-0.181665,,,0.632854,12.522572,12.522572,27.292184,
06/30/2010,221.59163,220.98,220.818,,3.358422,0.799301,0.456032,0.215,0.215,0.264018,0.215,0.215,0.261611,0.1975,1.313299,0.558378,,,0.772141,12.541539,,27.770905,
09/30/2010,221.71005,221.088,220.938,,4.307543,1.521241,1.11615,0.675,0.685,0.685,0.675,0.685,0.685,0.1975,0.97946,0.010863,,,0.617924,13.02512,,28.366328,
12/31/2010,221.787802,221.198,221.042,,3.766705,0.863637,0.451498,0.215,0.215,0.215,0.215,0.215,0.215,0.1975,1.308801,0.146578,,,0.718254,13.046705,13.046705,29.126489,
03/31/2011,221.884256,221.264,221.138,,3.966754,0.994402,0.575659,0.33,0.325,0.339607,0.33,0.325,0.33901,0.2125,1.181615,0.109434,,,0.568314,13.162268,13.162268,29.530261,
06/30/2011,221.959022,221.354,221.248,,3.220368,0.756165,0.319099,0.23,0.225,0.213787,0.23,0.225,0.211447,0.2125,0.928822,0.379212,,,0.347361,13.18802,13.18802,29.169799,
09/30/2011,221.963022,221.39,221.294,,3.935489,1.375998,0.946252,0.55,0.615,0.628123,0.55,0.615,0.624486,0.2125,0.659304,-0.09806,,,0.20589,13.522973,13.522973,29.430578,
12/31/2011,221.9748,221.418,221.326,,3.437463,0.911325,0.478932,0.255,0.29,0.302269,0.255,0.29,0.302269,0.2125,0.40664,-0.25799,,,0.051357,13.573613,13.573613,29.798428,
03/31/2012,221.924178,221.482,221.432,,3.457946,0.872503,0.431735,0.16,0.18,0.246125,0.16,0.18,0.246125,0.225,0.970953,0.358575,,,0.139237,13.506865,,30.008898,
06/30/2012,221.952284,221.538,221.512,,3.11631,0.91688,0.49117,0.3,0.3,0.27927,0.3,0.3,0.27927,0.225,0.560692,-0.282603,,,0.138769,13.581298,,30.42681,
09/30/2012,221.9748,221.558,221.536,,4.006572,1.403835,0.964629,0.68,0.67,0.592569,0.68,0.67,0.59,0.225,1.178589,0.291149,,,0.185156,14.037629,,30.943152,
12/31/2012,221.9748,221.564,221.544,,3.389394,0.904109,0.4586,0.31,0.32,0.32,0.31,0.32,0.32,0.225,1.086917,-1.797837,,,0.095506,14.122774,14.122774,33.257379,
03/31/2013,221.84403,221.552,221.534,,3.880217,1.006617,0.544837,0.315,0.33,0.356153,0.315,0.33,0.356153,0.235,0.896476,0.141288,,,0.24071,14.180684,,33.634892,
06/30/2013,221.887338,221.56,221.552,,3.240774,0.927547,0.465805,0.295,0.295,0.267446,0.295,0.295,0.265,0.235,1.014209,0.103813,,,0.051828,14.243715,,34.129482,
09/30/2013,221.887338,221.57,221.566,,3.91125,1.368892,0.908984,0.71,0.715,0.715,0.71,0.715,0.715,0.235,0.992029,0.12863,,,0.07977,14.722336,,34.636046,
12/31/2013,221.887338,221.6,221.6,,3.75722,0.962094,0.490072,0.295,0.3,0.3,0.295,0.3,0.3,0.235,0.396661,-0.677347,,,0.044167,14.788586,14.788586,35.367047,
03/31/2014,221.874364,221.6,221.6,,4.299639,1.126805,0.695848,0.485,0.485,0.485,0.485,0.485,0.485,0.255,1.32491,0.544224,,,0.065352,15.015254,,35.802243,
06/30/2014,221.87136,221.6,221.6,,3.38583,0.898466,0.466155,0.28,0.28,0.28,0.28,0.28,0.28,0.255,0.697653,-0.166516,,,0.073015,15.04205,,36.408485,
09/30/2014,221.87136,221.6,221.6,,3.804603,1.317238,0.879061,0.69,0.7,0.7,0.69,0.7,0.7,0.255,1.424639,0.215253,,,0.049578,15.484648,,37.265738,
12/31/2014,221.87136,221.6,221.6,,3.62861,0.861913,0.412004,0.27,0.27,0.27,0.27,0.27,0.27,0.255,0.576264,-0.643502,,,0.256455,15.49862,15.49862,40.286407,
03/31/2015,225.954476,222.2,222.2,,4.038704,1.139064,0.688119,0.435,0.435,0.435,0.435,0.435,0.435,0.275,1.416292,0.310081,,,0.431945,15.919578,,40.052316,
06/30/2015,226.527248,226.2,226.2,,3.170645,0.925729,0.481874,0.3,0.305,0.334659,0.3,0.305,0.334659,0.275,0.895668,-0.088417,,,0.241914,15.983949,,40.496232,
09/30/2015,226.72085,226.4,226.4,,3.970406,1.480565,1.041961,0.79,0.79,0.815813,0.79,0.79,0.810759,0.275,0.786219,-0.353357,,,0.613971,16.518992,,41.312919,
12/31/2015,226.918432,226.6,226.6,,3.266108,0.796999,0.349515,0.15,0.16,0.167255,0.15,0.16,0.167255,0.275,0.776258,-0.582524,,,0.02556,16.411624,16.411624,41.949435,
03/31/2016,227.125301,226.8,226.8,,3.720459,1.095238,0.643298,0.43,0.43,0.43,0.43,0.43,0.43,0.29375,1.006614,-0.04806,,,0.021134,16.574992,,42.384534,
06/30/2016,227.333746,227.0,227.0,,3.324229,1.0163,0.56652,0.37,0.37,0.37,0.37,0.37,0.37,0.29375,1.240969,0.004405,,,0.028592,16.672404,,43.312531,
09/30/2016,227.500428,227.2,227.2,,4.069542,1.173856,0.715669,0.57,0.57,1.177183,0.57,0.57,1.177183,0.29375,0.633803,-0.541373,,,0.372307,16.963045,,43.606072,
12/31/2016,227.673654,227.4,227.4,,3.504837,0.891821,0.439314,0.28,0.28,0.28,0.28,0.28,0.28,0.29375,0.904134,-0.898417,,,0.036016,16.962876,16.962876,45.148834,
03/31/2017,227.823278,227.6,227.6,,3.751757,1.116872,0.646749,0.44,0.43,0.43,0.44,0.43,0.43,0.315,0.522847,-0.658612,,,0.036871,17.104925,,45.863619,
06/30/2017,231.062417,229.0,229.0,,3.341921,1.173362,0.671179,0.41,0.41,0.41,0.41,0.41,0.41,0.315,0.037118,-1.258515,,,0.031593,17.529463,,45.910106,
09/30/2017,231.20436,231.0,231.0,,3.925974,1.545455,1.022944,0.73,0.73,0.754545,0.73,0.73,0.75381,0.315,0.472294,-0.845022,,,0.039792,17.967654,,47.278953,
12/31/2017,231.348646,231.2,231.2,,3.702855,1.094723,0.579585,0.41,0.41,0.366674,0.41,0.41,0.366674,0.315,1.232699,-1.349481,,,0.120597,18.077478,18.077478,48.560907,
03/31/2018,231.481828,231.4,231.4,,3.95981,1.236387,0.716076,0.52,0.52,0.52,0.52,0.52,0.52,0.335,0.675454,-0.77312,,,0.082512,18.280053,,49.418998,
06/30/2018,233.772908,232.0,232.0,,3.517672,1.199138,0.651724,0.43,0.43,0.43,0.43,0.43,0.43,0.335,0.509052,-1.061638,,,0.021388,18.610796,,50.030177,
09/30/2018,235.936447,235.2,235.2,,3.948129,1.63733,1.088861,0.87,0.87,0.849915,0.87,0.87,0.84619,0.335,0.713435,-0.904762,,,1.015952,19.371318,,50.883194,
12/31/2018,236.063279,236.0,236.0,,3.701271,1.067373,0.514407,0.36,0.36,0.36,0.36,0.36,0.36,0.335,0.362288,-1.983898,,,0.088536,19.425724,19.425724,52.792624,
03/31/2019,237.394409,236.6,236.5,,4.174207,1.326427,0.747569,0.53,0.53,0.53,0.53,0.53,0.53,0.355,0.765751,-0.815645,,,0.042545,19.724138,,53.350877,
06/30/2019,237.521074,238.1,237.5,,3.327158,1.232421,0.630737,0.4,0.4,0.4,0.4,0.4,0.4,0.355,0.403368,-0.769263,,,0.716568,19.786034,,54.117303,
09/30/2019,240.342949,239.9,239.1,,4.141363,1.819322,1.213718,0.95,0.95,0.95,0.94,0.94,0.94,0.355,0.97156,-0.498118,,,0.805932,20.675456,,54.634846,
12/31/2019,245.0228,241.4,241.0,,3.651867,1.263485,0.667635,0.46,0.46,0.445228,0.46,0.46,0.442601,0.355,0.627386,-2.012448,,,0.066524,21.243329,21.243329,55.207515,
03/31/2020,249.503754,244.6,244.4,,3.746727,1.369067,0.770458,0.7,0.7,0.719313,0.7,0.7,0.719313,0.38,0.655483,-0.481588,,,0.221239,22.053376,,54.848874,
06/30/2020,249.644352,249.8,249.6,,3.057292,1.282853,0.673478,0.54,0.54,0.54,0.54,0.54,0.54,0.38,0.639022,-0.58734,,,0.833586,22.224817,,55.825016,
09/30/2020,,,,,,,,0.918,0.918,0.918,0.918,0.918,0.918,0.383,1.57,,1.57,1.57,,,,,
12/31/2020,,,,,,,,0.286,0.286,0.286,0.286,0.286,0.286,0.383,1.02,,1.02,1.02,,,,,
