Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,700.751,697.414,3.337,-483.949,396.931,87.018,216.802,0.0,-23.7,23.086,23.086,4.255,-3.641,193.102,-4.953,3.792,4.17,-0.378,,,1.161,188.149,-66.635,121.514,0.094,0.094,0.0,121.42,0.0,121.42,0.0,0.0,121.42,119.114,-2.4,107.066,1.13,1.13,1.112529,108.782,1.11,1.11,1.087938,
12/31/2011,732.588,729.306,3.282,-477.32,391.032,86.288,255.268,0.0,-24.729,26.163,26.163,3.249,-4.683,230.539,-2.104,2.125,2.461,-0.336,,,-0.021,228.435,-84.138,144.297,0.011,0.011,0.0,144.286,0.0,144.286,0.0,0.0,144.286,141.297,-3.0,107.186,1.34,1.34,1.318241,108.788,1.32,1.32,1.292423,
03/31/2012,769.982,766.313,3.669,-539.142,448.208,90.934,230.84,0.0,-23.815,27.805,27.805,3.83,-7.82,207.025,-2.107,2.065,2.421,-0.356,,,0.042,204.918,-75.155,129.763,0.044,0.044,0.0,129.719,0.0,129.719,0.0,0.0,129.719,124.863,-4.9,107.385,1.2,1.2,1.16276,109.042,1.18,1.18,1.135063,
06/30/2012,819.785,815.885,3.9,-559.117,463.935,95.182,260.668,0.0,-28.013,25.576,25.576,4.299,-1.862,232.655,-1.773,2.082,2.411,-0.329,,,-0.309,230.882,-80.939,149.943,0.018,0.018,0.0,149.925,0.0,149.925,0.0,0.0,149.925,148.743,-1.2,107.016,1.4,1.4,1.389914,108.425,1.38,1.38,1.368932,
09/30/2012,829.447,826.084,3.363,-562.48,447.335,115.145,266.967,0.0,-27.587,27.763,27.763,4.682,-4.858,239.38,-1.035,1.001,1.36,-0.359,,,0.034,238.345,-88.739,149.606,-7.509,-7.509,0.0,157.115,0.0,157.115,0.0,0.0,157.115,146.606,-3.0,105.695,1.48,1.41,1.387067,107.086,1.46,1.39,1.361985,
12/31/2012,844.572,841.015,3.557,-573.47,466.871,106.599,271.102,0.0,-30.555,32.421,32.421,3.353,-5.219,240.547,5.786,0.882,1.308,-0.426,,,-6.668,246.333,-86.722,159.611,0.008,0.008,0.0,159.603,0.0,159.603,0.0,0.0,159.603,150.711,-8.9,105.867,1.5,1.5,1.423588,107.412,1.48,1.48,1.397141,
03/31/2013,838.309,835.407,2.902,-574.17,461.737,112.433,264.139,0.0,-31.219,32.836,32.836,3.696,-5.313,232.92,-0.768,0.871,1.186,-0.315,,,-0.103,232.152,-81.085,151.067,-0.013,-0.013,0.0,151.08,0.0,151.08,0.0,0.0,151.08,147.667,-3.4,106.326,1.41,1.41,1.358814,107.786,1.39,1.39,1.358456,
06/30/2013,840.197,836.653,3.544,-568.78,450.99,117.79,271.417,0.0,-31.457,31.09,31.09,4.373,-4.006,239.96,150.405,1.75,2.091,-0.341,,,-152.155,390.365,-139.387,250.978,-15.181,-15.181,0.0,266.159,0.0,266.159,0.0,0.0,266.159,155.978,-95.0,106.43,2.49,2.35,1.465545,107.826,2.46,2.32,1.438951,
09/30/2013,864.536,861.078,3.458,-591.971,473.17,118.801,272.565,0.0,-29.331,29.903,29.903,3.813,-4.385,243.234,2.213,0.973,1.544,-0.571,,,-3.186,245.447,-85.65,159.797,0.0,0.0,0.0,159.797,0.0,159.797,0.0,0.0,159.797,156.997,-2.8,106.522,1.49,1.49,1.473846,108.057,1.47,1.47,1.444088,
12/31/2013,889.152,886.069,3.083,-594.285,474.048,120.237,294.867,0.0,-30.836,32.243,32.243,4.257,-5.664,264.031,-1.086,0.741,1.194,-0.453,,,0.345,262.945,-89.763,173.182,0.0,0.0,0.0,173.182,0.0,173.182,0.0,0.0,173.182,169.482,-3.7,107.149,1.61,1.61,1.581741,108.577,1.59,1.59,1.555923,
03/31/2014,893.43,890.6,2.83,-604.13,480.167,123.963,289.3,0.0,-33.958,34.431,34.431,3.625,-4.098,255.342,20.085,1.235,1.725,-0.49,,,-21.32,275.427,-100.838,174.589,0.019,0.019,0.0,174.57,0.0,174.57,0.0,0.0,174.57,158.989,-15.6,107.692,1.61,1.61,1.476331,109.081,1.59,1.59,1.446987,
06/30/2014,952.087,948.1,3.987,-644.217,515.239,128.978,307.87,0.0,-35.958,34.222,34.222,3.864,-2.128,271.912,23.166,1.062,1.435,-0.373,,,-24.228,295.078,-102.788,192.29,0.011,0.011,0.0,192.279,0.0,192.279,0.0,0.0,192.279,175.99,-16.3,108.137,1.77,1.77,1.627473,109.285,1.75,1.75,1.600849,
09/30/2014,985.038,981.528,3.51,-690.829,540.458,150.371,294.209,0.0,-30.707,34.243,34.243,4.159,-7.695,263.502,-0.638,0.033,0.3,-0.267,,,0.605,262.864,-94.159,168.705,0.017,0.017,0.0,168.688,0.0,168.688,0.0,0.0,168.688,163.705,-5.0,108.226,1.55,1.55,1.512622,109.3,1.53,1.53,1.484254,
12/31/2014,1060.787,1056.607,4.18,-697.695,559.463,138.232,363.092,0.0,-32.721,32.736,32.736,4.158,-4.173,330.371,0.019,0.295,0.59,-0.295,,,-0.314,330.39,-126.767,203.623,0.015,0.015,0.0,203.608,0.0,203.608,0.0,-1.258,202.35,174.73111,-27.63389,107.973,1.87,1.87,1.618285,108.843,1.86,1.86,1.606112,
03/31/2015,885.67,881.929,3.741,-617.347,467.099,150.248,268.323,0.0,-36.997,34.995,34.995,4.857,-2.855,231.326,0.019,0.036,2.6,-2.564,,,-0.055,231.345,-77.803,153.542,-0.001,-0.001,0.0,153.543,0.0,153.543,0.0,-0.974,152.569,103.0852,-49.4828,107.646,1.42,1.42,0.957631,108.37,1.41,1.41,0.95339,
06/30/2015,661.445,658.237,3.208,-495.605,350.64,144.965,165.84,0.0,-30.791,29.253,29.253,3.329,-1.791,135.049,-4.829,4.548,6.136,-1.588,,,0.281,130.22,-39.321,90.899,0.027,0.027,0.0,90.872,0.0,90.872,0.0,-0.558,90.314,24.09545,-66.24555,107.652,0.84,0.84,0.223827,108.469,0.83,0.83,0.219267,
09/30/2015,553.8,550.742,3.058,-500.868,326.274,174.594,52.932,0.0,-77.715,37.728,37.728,3.76,36.227,-24.783,-5.293,4.304,5.697,-1.393,,,0.989,-30.076,2.486,-27.59,0.006,0.006,0.0,-27.596,0.0,-27.596,0.0,0.638,-26.958,-3.3447,23.6073,107.74,-0.26,-0.26,-0.031044,107.74,-0.26,-0.26,-0.040886,
12/31/2015,487.847,483.879,3.968,-418.773,276.644,142.129,69.074,0.0,-30.404,32.074,32.074,2.919,-4.589,38.67,-4.052,3.791,4.524,-0.733,,,0.261,34.618,-18.72,15.898,-0.104,-0.104,0.0,16.002,0.0,16.002,0.0,-0.26,15.742,-0.62335,-16.26135,107.852,0.15,0.15,-0.00578,108.409,0.15,0.15,-0.00578,
03/31/2016,438.191,434.96,3.231,-363.128,221.611,141.517,75.063,0.0,-33.442,33.811,33.811,2.315,-2.684,41.621,-4.269,4.922,5.721,-0.799,,,-0.653,37.352,-12.178,25.174,3.969,3.969,0.0,21.205,0.0,21.205,0.0,-0.483,20.722,-29.95734,-54.64834,108.014,0.19,0.23,-0.277347,108.466,0.19,0.23,-0.277347,
06/30/2016,366.486,363.503,2.983,-324.836,186.146,138.69,41.65,0.0,-54.906,46.496,46.496,2.707,5.703,-13.256,-5.095,5.629,6.407,-0.778,,,-0.534,-18.351,-2.842,-21.193,0.007,0.007,0.0,-21.2,0.0,-21.2,0.0,-0.451,-21.651,-51.17224,-29.52824,108.047,-0.2,-0.2,-0.473611,108.047,-0.2,-0.2,-0.473611,
09/30/2016,331.708,328.615,3.093,-390.655,214.404,176.251,-58.947,0.0,-34.054,33.802,33.802,2.328,-2.076,-93.001,-33.285,5.405,6.261,-0.856,,,27.88,-126.286,53.417,-72.869,-0.034,-0.034,0.0,-72.835,0.0,-72.835,0.0,-0.448,-73.283,-34.9293,38.3877,108.07,-0.68,-0.68,-0.32321,108.07,-0.68,-0.68,-0.324789,
12/31/2016,368.59,365.479,3.111,-381.526,247.679,133.847,-12.936,0.0,-36.228,34.262,34.262,2.808,-0.842,-49.164,-3.678,4.065,5.055,-0.99,,,-0.387,-52.842,18.288,-34.554,0.509,0.509,0.0,-35.063,0.0,-35.063,0.0,0.446,-34.617,-23.93462,10.17338,108.276,-0.33,-0.33,-0.221052,108.276,-0.33,-0.33,-0.236042,
03/31/2017,405.283,401.959,3.324,-449.606,296.829,152.777,-44.323,0.0,-21.349,33.519,33.519,2.719,-14.889,-65.672,-4.572,4.746,6.084,-1.338,,,-0.174,-70.244,21.771,-48.473,0.345,0.345,0.0,-48.818,0.0,-48.818,0.0,0.445,-48.373,-45.7637,2.2643,108.565,-0.45,-0.45,-0.421533,108.565,-0.45,-0.45,-0.429143,
06/30/2017,498.564,494.302,4.262,-482.506,337.463,145.043,16.058,0.0,-44.086,42.89,42.89,3.058,-1.862,-28.028,-5.575,4.664,6.364,-1.7,,,0.911,-33.603,10.478,-23.125,-1.326,-1.326,0.0,-21.799,0.0,-21.799,0.0,0.458,-21.341,-27.00988,-4.34288,108.572,-0.21,-0.22,-0.248774,108.572,-0.21,-0.22,-0.26,
09/30/2017,532.304,527.018,5.286,-521.222,367.346,153.876,11.082,0.0,-40.759,40.331,40.331,3.462,-3.034,-29.677,1.768,0.357,2.244,-1.887,,,-2.125,-27.909,6.198,-21.711,0.821,0.821,0.0,-22.532,0.0,-22.532,0.0,0.462,-22.07,-14.73372,6.51528,108.588,-0.21,-0.2,-0.135685,108.588,-0.21,-0.2,-0.14,
12/31/2017,564.087,561.069,3.018,-516.35,373.083,143.267,47.737,0.0,-44.128,46.459,46.459,3.234,-5.565,3.609,-3.608,4.049,5.773,-1.724,,,-0.441,0.001,500.641,500.642,0.536,0.536,0.0,500.106,0.0,500.106,0.0,-3.537,496.569,-1.6575,-498.7625,108.683,4.57,4.57,-0.015251,109.095,4.55,4.55,-0.021818,
03/31/2018,577.484,574.471,3.013,-531.231,385.556,145.675,46.253,0.0,-47.417,48.236,48.236,4.436,-5.255,-1.164,-4.391,4.181,6.028,-1.847,,,0.21,-5.555,3.922,-1.633,10.246,10.246,0.0,-11.879,0.0,-11.879,0.0,0.717,-11.162,-7.80468,-6.88868,108.868,-0.12,-0.008414,-0.071689,108.868,-0.12,-0.008414,-0.071689,
06/30/2018,648.872,637.548,11.324,-589.09,444.511,144.579,59.782,0.0,-53.476,52.31,52.31,5.479,-4.313,6.306,-3.945,3.884,5.993,-2.109,,,0.061,2.361,-10.535,-8.174,-0.166,-0.166,0.0,-8.008,0.0,-8.008,0.0,0.717,-7.291,-41.6351,-34.1781,108.905,-0.08,-0.08,-0.382307,108.905,-0.08,-0.08,-0.393834,
09/30/2018,696.825,693.677,3.148,-599.741,449.46,150.281,97.084,0.0,-72.871,52.252,52.252,5.018,15.601,24.213,-2.989,4.134,6.471,-2.337,,,-1.145,21.224,-16.859,4.365,-0.278,-0.278,0.0,4.643,0.0,4.643,0.0,0.105,4.748,40.5718,36.1018,108.948,0.02,0.041029,0.372396,109.397,0.02,0.017459,0.347466,
12/31/2018,740.598,737.358,3.24,-629.053,487.593,141.46,111.545,0.0,-57.256,54.508,,7.019,-4.271,54.289,-44.573,2.27,4.72,-2.45,,,42.303,9.716,-1.352,8.364,-10.595,-10.595,0.0,18.959,0.0,18.959,0.0,-0.777,18.182,79.73251,72.14551,109.142,0.17,0.07,0.730539,109.425,0.17,0.07,0.729315,
03/31/2019,720.868,717.653,3.215,-584.88,441.719,143.161,135.988,0.0,-40.842,43.506,43.506,7.262,-9.926,95.146,1.789,4.106,6.167,-2.061,,,-5.895,96.935,-25.078,71.857,10.966,10.966,0.0,60.891,0.0,60.891,0.0,0.784,61.675,58.14211,-14.49889,109.406,0.55,0.65,0.531434,109.503,0.55,0.65,0.517594,
06/30/2019,687.974,684.788,3.186,-587.825,444.528,143.297,100.149,0.0,-268.023,46.59,46.59,7.066,214.367,-167.874,-18.778,3.908,6.257,-2.349,,,14.87,-186.652,32.031,-154.621,0.062,0.062,0.0,-154.683,0.0,-154.683,0.0,0.772,-153.911,58.4355,212.2845,109.425,-1.42,-1.42,0.534023,109.425,-1.42,-1.42,0.52,
09/30/2019,649.05,645.759,3.291,-566.737,431.85,134.887,82.313,0.0,-43.292,49.812,49.812,6.121,-12.641,39.021,-10.242,5.436,8.043,-2.607,,,4.806,28.779,13.11,41.889,0.713,0.713,0.0,41.176,0.0,41.176,0.0,0.769,41.945,46.0234,3.3654,108.896,0.37,0.391732,0.422636,108.95,0.37,0.376544,0.407434,
12/31/2019,614.657,611.398,3.259,-519.337,389.206,130.131,95.32,0.0,-63.952,49.808,,6.878,7.266,31.368,13.499,3.886,6.1,-2.214,,,-17.385,44.867,-14.138,30.729,0.124,0.124,0.0,30.605,0.0,30.605,0.0,-0.991,29.614,12.28805,-17.44995,108.555,0.27,0.27,0.113197,108.724,0.27,0.27,0.109502,
03/31/2020,633.639,630.29,3.349,-549.749,417.743,132.006,83.89,0.0,-602.431,41.978,,6.214,554.239,-518.541,-15.34,2.529,6.095,-3.566,,,12.811,-533.881,113.413,-420.468,0.072,0.072,0.0,-420.54,0.0,-420.54,0.0,-1.003,-421.543,12.757,434.228,108.557,-3.88,-3.88,0.117514,108.557,-3.88,-3.88,0.117514,
06/30/2020,317.364,314.405,2.959,-316.908,206.747,110.161,0.456,0.0,-58.04,43.108,43.108,3.638,11.294,-57.584,-6.001,5.354,6.125,-0.771,,,0.647,-63.585,17.578,-46.007,-0.408,-0.408,0.0,-45.599,0.0,-45.599,0.0,-0.331,-45.93,-40.82172,5.51628,107.439,-0.43,-0.43,-0.379953,107.439,-0.43,-0.43,-0.379953,
09/30/2020,212.842,,,,,,47.68299326,,,,,,,-96.65,,,,,,,,-104.407,,-87.975,,,,,,-87.975,,,-87.975,-79.5,,,-0.75,-0.75,-0.754,,-0.75,-0.75,-0.754,
12/31/2020,208.933,,,,,,48.74197957,,,,,,,-99.2,,,,,,,,-104.76,,-93.05,,,,,,-93.05,,,-93.05,-78.233,,,-1.259,-1.259,-0.653,,-1.259,-1.259,-0.653,
