Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/1995,301.884003,97.351002,38.574001,58.777,41.646999,,,6.341,,,,,25.351,,,,,,170.690002,45.59,,,0.0,,85.603996,,,,85.603996,131.193996,,21.638,21.638,,,,0.0,,,,,,79.613998,,,79.613998,101.251999,4.267,,,,,7.808,,,,,,7.808,12.075,113.326999,0.0,395.654999,,,0.0,,-207.098007,188.556992,0.0,188.556992,301.883991,
07/31/1995,384.201996,191.375,70.032997,121.342003,35.256001,,,6.04,,,,,26.709999,,,,,,259.381012,48.848999,76.209,-27.360001,0.0,,75.972,,,,75.972,124.820999,,19.714001,19.714001,,,,0.0,,,,,,78.368999,,,78.368999,98.083,4.426,,,,,0.507,,,,,,0.507,4.933,103.016,0.0,490.664001,,,0.0,,-209.477997,281.186004,0.0,281.186004,384.202004,
10/31/1995,394.283997,147.126001,24.212999,122.913002,72.353996,,,7.135,,,,,33.895,,,,,,260.51001,68.195999,,,0.0,,65.578003,,,,65.578003,133.774002,,40.882999,40.882999,,,,0.0,,,,,,77.987004,,,77.987004,118.870003,4.401,,,,,0.507,,,,,,0.507,4.908,123.778003,0.0,501.138,,,0.0,,-230.632004,270.505996,0.0,270.505996,394.283999,
01/31/1996,509.920013,202.747002,57.293999,145.453003,127.661003,,,7.493,,,,,29.618999,,,,,,367.519989,86.253998,,,0.0,,56.146,,,,56.146,142.399998,,54.616001,54.616001,,,,0.0,,,,,,146.430004,,,146.430004,201.046005,7.306,,,,,2.921,,,,,,2.921,10.227,211.273005,0.0,508.390015,,,0.0,,-209.742996,298.647019,0.0,298.647019,509.920024,
04/30/1996,471.223999,219.525993,33.433998,186.091995,72.490997,,,5.829,,,,,32.851002,,,,,,330.696991,95.537003,,,0.0,,44.990002,,,,44.990002,140.527005,,44.012001,44.012001,,,,0.0,,,,,,112.928001,,,112.928001,156.940002,7.158,,,,,2.547,,,,,,2.547,9.705,166.645002,0.0,514.64502,,,0.0,,-210.065994,304.579026,0.0,304.579026,471.224028,
07/31/1996,418.019989,198.018006,44.584,153.434006,49.473,,,4.448,,,,,28.474001,,,,,,280.412994,95.611,145.695007,-50.084,0.0,,41.995998,,,,41.995998,137.606998,,33.972,33.972,,,,0.0,,,,,,76.717003,,,76.717003,110.689003,5.583,,,,,2.513,,,,,,2.513,8.096,118.785003,0.0,531.276001,,,0.0,,-232.041,299.235001,0.0,299.235001,418.020004,
10/31/1996,439.274994,170.800003,45.595001,125.205002,84.372002,,,4.935,,,,,42.487,,,,,,302.593994,97.168999,,,0.0,,39.512001,,,,39.512001,136.681,,38.463001,38.463001,,,,0.0,,,,,,109.049999,,,109.049999,147.513,5.259,,,,,2.821,,,,,,2.821,8.08,155.593,0.0,544.000977,,,0.0,,-260.319,283.681977,0.0,283.681977,439.274977,
01/31/1997,751.919983,455.382988,104.859001,350.523987,146.276993,,,4.428,,,,,32.659,,,,,,638.747009,78.924004,,,0.0,,34.249001,,,,34.249001,113.173004,,63.133999,63.133999,,,,0.0,,,,,,267.455997,,,267.455997,330.589996,5.08,,,,,2.707,,,,,,2.707,7.787,338.376996,0.0,551.487,,,0.0,,-137.944,413.542999,0.0,413.542999,751.919996,
04/30/1997,717.89801,472.909012,116.649002,356.26001,67.848,,,2.756,,,,,32.097,,,,,,575.609985,78.433998,,,0.0,,63.854,,,,63.854,142.287998,,33.396999,33.396999,,,,0.0,,,,,,231.827,,,231.827,265.223999,34.432999,,,,,5.071,,,,,,5.071,39.503999,304.727998,0.0,552.551025,,,0.0,,-139.380997,413.170029,0.0,413.170029,717.898026,
07/31/1997,663.676025,395.898987,46.779999,349.118988,42.189999,,,3.295,,,,,13.393,,,,,,454.777008,83.403999,154.003998,-70.599998,41.150002,,84.345001,,,,84.345001,208.899002,,35.688,35.688,,,,0.0,,,,,,175.894001,,,175.894001,211.582001,36.444,,,,,0.589,,,,,,0.589,37.033,248.615001,0.0,558.859985,,,0.0,,-143.798996,415.060989,0.0,415.060989,663.67599,
10/31/1997,759.288025,461.628986,63.950001,397.678986,88.747002,,,3.888,,,,,14.627,,,,,,568.890991,70.908997,131.054001,-60.145,43.150002,,76.337997,,,,76.337997,190.396996,,37.493,37.493,,,,0.0,,,,,,216.495998,,,216.495998,253.988998,36.52,,,,,0.525,,,,,,0.525,37.045,291.033999,0.0,566.638,,,0.0,,-98.384003,468.253998,0.0,468.253998,759.287997,
01/31/1998,977.080994,642.760025,105.531998,537.228027,170.276993,,,4.811,,,,,18.622,,,,,,836.469971,70.573997,123.330002,-52.756001,2.0,,68.037003,,,,68.037003,140.611,,59.535,59.535,,,,0.0,,,,,,324.550999,,,324.550999,384.085999,31.253,,,,,0.3,,,,,,0.3,31.553,415.638999,0.0,578.02002,,,0.0,,-16.577999,561.44202,0.0,561.44202,977.081019,
04/30/1998,1073.41394,726.485008,63.191002,663.294006,118.676003,,,2.015,,,,,73.309998,,,,,,920.486023,69.574997,,,11.0,,72.352997,,,,72.352997,152.927994,,48.217999,48.217999,,,,0.0,,,,,,349.07201,,,349.07201,397.290009,39.173,,,,,0.117,,,,,,0.117,39.29,436.580009,0.0,603.911987,,,0.0,,32.922001,636.833988,0.0,636.833988,1073.413997,
07/31/1998,1498.595947,882.117004,138.132996,743.984009,59.417,,,3.695,,,,,34.896,,,,,,980.125,69.413002,135.528,-66.114998,17.009001,,432.049011,,,,432.049011,518.471014,,44.035,44.035,,,,0.0,,,,,,330.634007,,,330.634007,374.669006,35.566002,,,,,0.0,,,,,,0.0,35.566002,410.235008,0.0,1081.146973,,,0.0,,7.214,1088.360973,0.0,1088.360973,1498.595981,
10/31/1998,1383.147949,754.564003,96.275002,658.289001,64.724998,,,0.0,,,,,49.594002,,,,,,868.882996,73.803001,145.041,-71.237999,21.483,,418.979004,352.152008,271.694,80.458008,66.826996,514.265005,,48.459,48.459,,,,0.0,,,,,,312.684006,,,312.684006,361.143005,39.333,,,,,0.891,,,,,,0.891,40.224,401.367006,0.0,1087.11499,,,0.0,,-105.334,981.780991,0.0,981.780991,1383.147996,
01/31/1999,2344.794922,1556.248993,163.029999,1393.218994,241.276001,,,5.865,,,,,50.713001,,,,,,1854.103027,77.544998,156.554993,-79.010002,17.483,,395.664001,329.220001,255.227005,73.992996,66.444,490.691999,,69.824997,69.824997,,,,0.0,,,,,,671.016006,,,671.016006,740.841003,39.276001,,,,,0.883,,,,,,0.883,40.159001,781.000004,0.0,1148.624023,,,0.0,,415.17099,1563.795013,0.0,1563.795013,2344.795018,
04/30/1999,2469.86499,1761.199982,330.225006,1430.974976,114.188004,,,2.267,,,,,77.153999,,,,,,1954.80896,91.195,177.582993,-86.388,43.223,,380.638,317.169006,243.130997,74.038009,63.468994,515.056,,95.367996,95.367996,,,,0.0,,,,,,664.278977,,,664.278977,759.646973,36.042999,,,,,0.77,,,,,,0.77,36.812999,796.459972,0.0,1191.436035,,,0.0,,481.968994,1673.405029,0.0,1673.405029,2469.865001,
07/31/1999,2477.46,1290.67,554.23,736.44,63.68,63.677,,0.0,0.0,0.0,0.0,0.0,367.11,,,,,,1721.46,119.22,221.07,-101.85,81.73,,555.05,481.151001,64.575,416.576001,73.898999,756.0,,66.44,66.44,,,,29.9,,,,,,782.9,,,782.9,879.24,36.61,,,,,0.0,,,,,,0.0,36.61,915.85,0.0,1267.08,,,,215.167,79.143,1561.39,0.22,1561.61,2477.46,
10/31/1999,2374.919922,1241.883972,286.427002,955.45697,86.765999,,,7.174,0.0,0.0,0.0,0.0,228.419006,,,,,,1564.243042,128.514999,233.485001,-104.970001,35.549,,646.612976,535.969971,429.600006,106.369965,110.643005,810.676975,,87.591003,87.591003,,,,0.0,,,,,,666.536987,,,666.536987,754.127991,38.588001,,,,,0.0,,,,,,0.0,38.588001,792.715992,0.0,1289.758057,,,0.0,,292.446014,1582.204071,0.0,1582.204071,2374.920063,
01/31/2000,3200.809082,1836.77301,377.684998,1459.088013,249.145996,,,9.351,0.0,0.0,9.351,0.0,274.837006,,,,,,2370.106934,149.324005,270.190002,-120.865997,39.569,,641.809021,514.148987,416.873993,97.274994,127.660034,830.702026,,121.110001,121.110001,,,,3.283,,,,,,964.869939,,,964.869939,1089.262939,37.862,,,,,11.919,,,,,,11.919,49.780999,1139.043939,0.0,1435.334961,,,0.0,,626.205994,2061.540955,0.224,2061.764955,3200.808893,
04/30/2000,3153.227051,1908.765992,962.106995,946.658997,128.167007,,,1.89,,,,,338.263,,,,,,2377.085938,157.223007,289.265991,-132.042999,51.266998,,567.651001,475.557007,387.358002,88.199005,92.093994,776.141006,,93.524002,93.524002,,,,34.658001,,,,,,931.282963,,,931.282963,1059.464966,0.513,,,,,11.882,,,,,,11.882,12.395,1071.859966,0.0,1494.248047,,,0.0,,586.948975,2081.197022,0.17,2081.367022,3153.226988,
07/31/2000,2824.968018,1693.051025,416.953003,1276.098022,67.419998,,,0.0,0.0,0.0,0.0,0.0,314.389008,,,,,,2074.860107,167.707001,310.208008,-142.501007,31.16,,551.241028,438.877991,358.890015,79.987976,112.363037,750.108029,,79.144997,79.144997,,,,34.285999,,,,,,639.472019,,,639.472019,752.903015,0.538,,,,,0.0,,,,,,0.0,0.538,753.441015,0.0,1521.55896,,,-0.134,,549.86398,2071.28894,0.238,2071.52694,2824.967955,
10/31/2000,2858.423096,1526.031006,278.718994,1247.312012,67.938004,,,0.0,0.0,0.0,0.0,0.0,396.364014,,,,,,1990.333008,183.242996,346.549988,-163.307007,43.278999,,641.567993,529.317993,425.44101,103.876984,112.25,868.089989,,81.876999,81.876999,,,,0.0,,,,,,686.185989,,,686.185989,768.062988,18.504999,,,,,0.0,,,,,,0.0,18.504999,786.567987,0.0,1587.467041,,,0.0,,484.100006,2071.567047,0.288,2071.855047,2858.423035,
01/31/2001,3179.128906,1646.069977,377.407013,1268.662964,253.658997,,,0.0,0.0,0.0,0.0,0.0,414.78299,,,,,,2314.511963,184.460999,,,24.798,,655.357971,542.744019,430.234009,112.51001,112.613953,864.61697,,118.234001,118.234001,,,,39.938999,,,,,,786.936008,,,786.936008,945.109009,18.785999,,,,,0.0,,,,,,0.0,18.785999,963.895008,0.0,1669.583008,,,0.0,,545.265991,2214.848999,0.385,2215.233999,3179.129007,
04/30/2001,3091.916016,1685.026978,437.604004,1247.422974,103.309998,,,0.0,0.0,0.0,0.0,0.0,502.612,,,,,,2290.948975,181.634995,,,21.311001,,598.020996,487.666992,370.200012,117.46698,110.354004,800.966992,,74.709,74.709,,,,0.0,,,,,,811.379989,,,811.379989,886.088989,15.786,,,,,0.0,,,,,,0.0,15.786,901.874989,0.0,1682.137939,,,0.0,,507.066986,2189.204925,0.836,2190.040925,3091.915914,
07/31/2001,2862.272949,1298.913064,94.301003,1204.612061,26.778,,,0.0,0.0,0.0,0.0,0.0,723.065979,,,,,,2048.75708,174.658997,321.453003,-146.794006,24.107,,614.75,415.334015,326.985992,88.348023,199.415985,813.515997,,62.993999,62.993999,,,,38.672001,,,,,,587.130997,,,587.130997,688.796997,12.15,,,,,0.0,,,,,,0.0,12.15,700.946997,0.0,1725.48999,,,-8.497,,444.332999,2161.325989,0.0,2161.325989,2862.272986,
10/31/2001,2854.0,1505.809,415.044,1090.765,43.024,43.024,,0.0,,,,,571.501,,,,,,2120.334,184.973,,,14.108,,534.585,374.77,294.149,80.621,159.815,733.666,,83.54,83.54,,,,39.532,,,,,,663.765,,,663.765,786.837,12.153,,,,,0.0,,,,,,0.0,12.153,798.99,0.0,1749.168,,,-21.132,345.446,-18.507,2054.975,0.035,2055.01,2854.0,
01/31/2002,3150.878,1536.113,488.555,1047.558,262.513,262.513,,0.0,,,,,647.237,,,,,,2445.863,183.389,,,13.17,,508.456,348.6,269.27,79.33,159.856,705.015,,100.44,100.44,,,,36.753,,,,,,788.306,,,788.306,925.499,12.249,,,,,0.0,,,,,,0.0,12.249,937.748,0.0,1765.115,,,-4.755,465.314,-12.579,2213.095,0.035,2213.13,3150.878,
04/30/2002,3223.498,1800.393,454.791,1345.602,69.216,69.216,,,,,,,686.161,,,,,,2555.77,181.442,,,13.149,,473.137,310.949,240.220993,70.728007,162.188,667.728,,77.31,77.31,,,,17.451,,,,,,807.512,,,807.512,902.273,11.209,,,,,,,,,,,,11.209,913.482,,1753.768,,,-46.488,609.795,-7.059,2310.016,,2310.016,3223.498,
07/31/2002,2928.004883,1241.080994,408.947998,832.132996,51.999001,,,0.0,0.0,0.0,0.0,0.0,661.59198,,,,,,1954.671997,179.121994,382.282013,-203.160004,0.0,,794.210999,554.421997,428.947998,125.473999,239.789002,973.332993,,71.069,71.069,,,,0.0,,,,,,608.704987,,,608.704987,679.773987,32.591999,,,,,0.0,,,,,,0.0,32.591999,712.365986,0.0,1846.707031,,,-672.325989,511.34201,529.915986,2215.639038,0.0,2215.639038,2928.005024,
10/31/2002,2679.747,858.618,308.176,550.442,65.353,65.353,,0.0,,,,,653.33,,,,,,1577.301,189.55,,,,,912.896,707.402,581.406,125.996,205.494,1102.446,,80.847,80.847,,,,18.026,,,,,,638.879,,,638.879,737.752,0.0,,,,,14.384,,,,,,14.384,14.384,752.136,0.0,1864.172,,,-351.781,424.19,-8.97,1927.611,,1927.611,2679.747,
01/31/2003,2840.63,1116.9,379.915,736.985,244.437,244.437,,0.0,,,,,366.726,,,,,,1728.063,195.99,,,,,916.577,708.196,583.907,124.289,208.381,1112.567,,107.189,107.189,,,,2.717,,,,,,720.3,,,720.3,830.206,12.766,,,,,0.0,,,,,,0.0,12.766,842.972,0.0,1877.296,,,-393.007,519.029,-5.66,1997.658,0.0,1997.658,2840.63,
04/30/2003,3182.249,1522.403,450.279,1072.124,119.475,119.475,,,,,,,424.981,,,,,,2066.859,192.629,,,,,922.761,719.694,584.826,134.868,203.067,1115.39,,73.406,73.406,,,,0.0,,,,,,837.529,,,837.529,910.935,11.807,,,,,,,,,,,,11.807,922.742,,1888.036,,,-402.737,782.311,-8.103,2259.507,,2259.507,3182.249,
07/31/2003,2790.26709,1207.666046,170.042999,1037.623047,88.155998,,,0.0,0.0,0.0,0.0,0.0,373.048004,,,,,,1668.869995,188.253006,463.513,-275.26001,0.0,,933.143982,716.536011,591.091003,125.445008,216.607971,1121.396988,,56.785999,56.785999,,,,0.0,,,,,,739.378979,,,739.378979,796.164978,0.0,,,,,26.264999,,,,,,26.264999,26.264999,822.429977,0.0,1921.553955,,,-126.107002,742.247986,-572.857983,1964.836956,0.0,1964.836956,2787.266933,
10/31/2003,2599.683105,918.643005,147.606995,771.036011,76.828003,,,0.0,0.0,0.0,0.0,0.0,370.726013,,,,,,1366.197021,188.996994,,,0.0,,1044.489014,823.799011,691.322021,132.47699,220.690002,1233.486008,,84.633003,84.633003,,,,0.0,,,,,,635.650993,,,635.650993,720.283997,0.0,,,,,31.058001,,,,,,31.058001,31.058001,751.341997,0.0,1928.848999,,,-724.98999,669.801025,-25.319038,1848.340996,0.0,1848.340996,2599.682993,
01/31/2004,2873.138,978.912,87.831,891.081,283.959,283.959,,,,,,,377.826,,,,,,1640.697,196.913,,,,,1035.528,815.631,690.766,124.865,219.897,1232.441,,104.448,104.448,,,,,,,,,,839.711,,,839.711,944.159,18.864,,,,,,,,,,,,18.864,963.023,,1944.273,,,-795.505,785.951,-24.604,1910.115,,1910.115,2873.138,
04/30/2004,2963.86792,1178.495952,18.52,1159.975952,138.445999,138.446,,0.0,0.0,0.0,0.0,0.0,410.5,,,,,,1727.442017,215.824997,,,0.0,,1020.601013,803.487,689.799988,113.687012,217.114013,1236.42601,,77.904999,77.904999,,,,0.0,,,,,,922.84201,,,922.84201,1000.747009,0.0,,,,,17.767,,,,,,17.767,17.767,1018.514009,0.0,1947.213013,,,-20.247,1039.475952,-1021.087952,1945.354013,0.0,1945.354013,2963.868022,
07/31/2004,2696.178,1019.22,27.249,991.971,92.265,92.265,,,,,,,405.056,,,,,,1516.541,233.101,569.759,-336.658,,,946.536,777.331,670.03,107.301,169.205,1179.637,,70.443,70.443,,,,0.0,,,,,,786.922,,,786.922,857.365,0.0,,,,,16.394,,,,,,16.394,16.394,873.759,,1949.226,,,-1088.389,984.391,-22.809,1822.419,,1822.419,2696.178,
10/31/2004,2455.52002,759.653019,52.007999,707.64502,69.122002,,,0.0,0.0,0.0,0.0,0.0,443.345001,,,,,,1272.119995,236.998993,,,0.0,,946.400024,755.219971,659.781006,95.438965,191.180053,1183.399017,,83.526001,83.526001,,,,0.0,,,,,,709.367004,,,709.367004,792.893005,16.997,,,,,0.0,,,,,,0.0,16.997,809.890005,0.0,1954.349976,,,-1203.910034,914.205017,-19.019989,1645.62497,0.0,1645.62497,2455.514975,
01/31/2005,2775.819,884.629,36.566,848.063,307.765,307.765,,0.0,0.0,0.0,0.0,0.0,432.988,,,,,,1625.382,226.542,,,0.0,,923.895,749.525,659.713,89.812,174.37,1150.437,,102.284,102.284,,,,0.0,,,,,,942.567,,,942.567,1044.851,0.0,,,,,16.168,,,,,,16.168,16.168,1061.019,0.0,1958.249,,,-1271.033,1044.356,-16.772,1714.8,0.0,1714.8,2775.819,
04/30/2005,3028.784,1260.396,122.353,1138.043,141.728,141.728,,0.0,0.0,0.0,0.0,0.0,488.916,,,,,,1891.04,217.801,,,0.0,,919.943,739.934,659.589,80.345,180.009,1137.744,,96.174,96.174,,,,0.0,,,,,,1073.74,,,1073.74,1169.914,0.0,,,,,17.705,,,,,,17.705,17.705,1187.619,0.0,1963.378,,,-1438.274,1332.726,-16.665,1841.165,0.0,1841.165,3028.784,
07/31/2005,2716.451,994.258,83.842,910.416,86.125,86.125,,0.0,0.0,0.0,0.0,0.0,533.956,,,,,,1614.339,208.548,639.897,-431.349,0.0,,893.564,579.177,509.499,69.678,314.387,1102.112,,65.812,65.812,,,,0.0,,,,,,937.592,,,937.592,1003.404,0.0,,,,,17.548,,,,,,17.548,17.548,1020.952,0.0,1977.954,,,-1557.833,1291.487,-16.109,1695.499,0.0,1695.499,2716.451,
10/31/2005,2442.366,697.304,74.974,622.33,73.226,73.226,,0.0,0.0,0.0,0.0,0.0,571.206,,,,,,1341.736,210.974,,,0.0,,889.656,581.495,509.884,71.611,308.161,1100.63,,96.928,96.928,,,,0.0,,,,,,827.901,,,827.901,924.829,0.0,,,,,16.914,,,,,,16.914,16.914,941.743,0.0,1984.777,,,-1723.972,1238.527,1.291,1500.623,0.0,1500.623,2442.366,
01/31/2006,2694.275,833.876,122.706,711.17,319.493,319.493,,,,,,,562.794,,,,,,1716.163,211.582,,,,,766.53,597.066,529.77,67.296,169.464,978.112,,126.042,126.042,,,,0.0,,,,,,997.816,,,997.816,1123.858,0.0,,,,,16.515,,,,,,16.515,16.515,1140.373,,2029.142,,,-1848.936,1372.384,1.312,1553.902,,1553.902,2694.275,
04/30/2006,2958.786,1282.177,252.969,1029.208,144.94,144.94,,,,,,,549.99,,,,,,1977.107,197.495,,,,,784.184,592.191,530.095,62.096,191.993,981.679,,92.985,92.985,,,,0.0,,,,,,1177.157,,,1177.157,1270.142,0.0,,,,,15.709,,,,,,15.709,15.709,1285.851,,2063.333,,,-2033.456,1640.576,2.482,1672.935,,1672.935,2958.786,
07/31/2006,2770.027,1197.2,179.601,1017.599,88.123,88.123,,,0.0,0.0,0.0,0.0,531.707,,,,,,1817.03,193.617,715.231,-521.614,,,759.38,507.81,463.215,44.595,251.57,952.997,,68.547,68.547,,,,0.0,,,,,,947.427,,,947.427,1015.974,0.0,,,,,15.399,,,,,,15.399,15.399,1031.373,0.0,2092.914,,,-1944.036,1588.124,1.084,1738.086,0.568,1738.654,2770.027,
10/31/2006,2835.159,1059.161,166.074,893.087,95.499,95.499,,,,,,,663.218,,,,,,1817.878,201.7,,,,,815.581,618.516,555.506,63.01,197.065,1017.281,,97.854,97.854,,,,0.0,,,,,,923.119,,,923.119,1020.973,0.0,,,,,14.948,,,,,,14.948,14.948,1035.921,,2139.998,,,-1866.422,1523.049,1.799,1798.424,0.814,1799.238,2835.159,
01/31/2007,3033.999,1135.556,286.328,849.228,310.506,310.506,,,,,,,577.932,,,,,,2023.994,205.377,,,,,804.628,612.373,555.023,57.35,192.255,1010.005,,120.3,120.3,,,,,,,,,,1070.694,,,1070.694,1190.994,0.0,,,,,18.378,,,,,,18.378,18.378,1209.372,,2170.715,,,-2015.164,1654.308,13.79,1823.649,0.978,1824.627,3033.999,
04/30/2007,4213.356,1365.102,264.573,1100.529,190.776,190.776,,0.0,0.0,0.0,0.0,0.0,377.329,,,,,,1933.207,254.128,,,0.0,,2026.021,1895.505,1569.009,326.496,130.516,2280.149,,129.343,129.343,,,,0.0,,,,,,1100.266,,,1100.266,1229.609,997.777,,,,,41.681,,,,,,41.681,1039.458,2269.067,0.0,2207.665,,,-2287.815,2019.614,3.858,1943.322,0.967,1944.289,4213.356,
07/31/2007,4252.026,1303.671,255.201,1048.47,131.691,131.691,,0.0,0.0,0.0,0.0,0.0,516.57,,,,,,1951.932,298.396,908.741,-610.345,0.0,,2001.698,1809.92,1517.036,292.884,191.778,2300.094,,119.799,119.799,,,,0.0,,,,,,1040.31,,,1040.31,1160.109,997.819,,,,,57.756,,,,,,57.756,1055.575,2215.684,0.0,2251.146,,,-2207.114,1984.885,6.096,2035.013,1.329,2036.342,4252.026,
